fid,tariff,x,y,lon,lat,plot_name,plot_class,moh_class,build_st,E,N,cl,osm_near
16526,CRT Seasonal,56.5,23.2,56.493465,23.235349,CRT Seasonal,Residential,1.0,EXisting,448179.4842943121,2569663.587663061,156,? [amenity=place_of_worship] 55m
16527,CRT Seasonal,56.5,23.2,56.493465,23.235349,CRT Seasonal,Residential,1.0,EXisting,448179.4842943121,2569663.587663061,156,? [amenity=place_of_worship] 55m
16528,CRT Seasonal,56.5,23.2,56.493465,23.235349,CRT Seasonal,Residential,1.0,EXisting,448179.4842943121,2569663.587663061,156,? [amenity=place_of_worship] 55m
16529,CRT Seasonal,56.5,23.2,56.493465,23.235349,CRT Seasonal,Residential,1.0,EXisting,448179.4842943121,2569663.587663061,156,? [amenity=place_of_worship] 55m
16530,CRT Seasonal,56.5,23.2,56.493465,23.235349,CRT Seasonal,Residential,1.0,EXisting,448179.4842943121,2569663.587663061,156,? [amenity=place_of_worship] 55m
16531,CRT Seasonal,56.5,23.2,56.493465,23.235349,CRT Seasonal,Residential,1.0,EXisting,448179.4842943121,2569663.587663061,156,? [amenity=place_of_worship] 55m
17152,CRT Seasonal,56.7,23.3,56.724228,23.274439,CRT Seasonal,Agricultural,4.0,EXisting,471795.846535015,2573927.429459404,-1,
17392,CRT Seasonal,56.5,23.2,56.49409,23.235565,CRT Seasonal,Residential,1.0,EXisting,448243.5086971003,2569687.277282548,156,? [amenity=parking] 62m
17394,CRT Time of Use,56.5,23.2,56.494114,23.237998,CRT Time of Use,Residential,99.0,EXisting,448246.9023210871,2569956.616488557,157,? [amenity=parking] 74m
17395,CRT Seasonal,56.5,23.2,56.494114,23.237998,CRT Time of Use,Residential,99.0,EXisting,448246.9023210871,2569956.616488557,157,? [amenity=parking] 74m
17506,CRT Seasonal,56.5,23.2,56.479823,23.207942,CRT Seasonal,Agricultural,4.0,EXisting,446772.9665291047,2566634.4020885048,-1,
17653,CRT Seasonal,56.5,23.2,56.495873,23.227175,CRT Seasonal,Agricultural,4.0,EXisting,448422.6959061704,2568757.820222008,145,PBX connections [building=yes] 23m
17674,CRT Seasonal,56.7,23.2,56.66358,23.20386,CRT Seasonal,Residential,0.0,EXisting,465575.0194306958,2566127.1182376263,-1,? [man_made=water_works] 4m
17729,CRT Seasonal,56.5,23.2,56.52368,23.23111,Commercial,Residential,99.0,EXisting,451269.10916517454,2569183.846597969,-1,مدرسة عبري الخاصة [building=school] 36m | ? [amenity=school] 40m | مدرسة الأمام سيف بن سلطان للبنين11-12 [building=school] 58m
17754,CRT Seasonal,56.5,23.2,56.519392,23.24124,Government,Residential,0.0,EXisting,450834.1207890259,2570306.740653647,113,مدرسة عبـــري للتعليم الاساسي للبنات 5-9 [building=school] 67m | ? [amenity=school] 75m
17889,CRT Fixed Rate,56.5,23.3,56.488632,23.251959,Government,Agricultural,4.0,EXisting,447691.5172961124,2571504.150181369,-1,مركز التدريب المهني [amenity=college] 27m | ? [amenity=parking] 73m | ? [shop=books] 73m
17890,CRT Fixed Rate,56.5,23.3,56.488632,23.251959,Government,Agricultural,4.0,EXisting,447691.5172961124,2571504.150181369,-1,مركز التدريب المهني [amenity=college] 27m | ? [amenity=parking] 73m | ? [shop=books] 73m
18347,CRT Seasonal,56.5,23.2,56.514091,23.23913,CRT Seasonal,Residential-Commercial,2.0,EXisting,450291.0413478888,2570074.9562821626,116,Al Yamama shoping centre [shop=supermarket] 2m | Al Yamama restaurant and coffee shop [amenity=restaurant] 34m | AL Hekma  Pharmacy [amenity=pharmacy;healthcare=pharmacy] 41m
18348,CRT Seasonal,56.5,23.2,56.514091,23.23913,CRT Seasonal,Residential-Commercial,2.0,EXisting,450291.0413478888,2570074.9562821626,116,Al Yamama shoping centre [shop=supermarket] 2m | Al Yamama restaurant and coffee shop [amenity=restaurant] 34m | AL Hekma  Pharmacy [amenity=pharmacy;healthcare=pharmacy] 41m
18349,CRT Seasonal,56.5,23.2,56.514091,23.23913,CRT Seasonal,Residential-Commercial,2.0,EXisting,450291.0413478888,2570074.9562821626,116,Al Yamama shoping centre [shop=supermarket] 2m | Al Yamama restaurant and coffee shop [amenity=restaurant] 34m | AL Hekma  Pharmacy [amenity=pharmacy;healthcare=pharmacy] 41m
18350,CRT Seasonal,56.5,23.2,56.514091,23.23913,CRT Seasonal,Residential-Commercial,2.0,EXisting,450291.0413478888,2570074.9562821626,116,Al Yamama shoping centre [shop=supermarket] 2m | Al Yamama restaurant and coffee shop [amenity=restaurant] 34m | AL Hekma  Pharmacy [amenity=pharmacy;healthcare=pharmacy] 41m
18351,CRT Seasonal,56.5,23.2,56.514091,23.23913,CRT Seasonal,Residential-Commercial,2.0,EXisting,450291.0413478888,2570074.9562821626,116,Al Yamama shoping centre [shop=supermarket] 2m | Al Yamama restaurant and coffee shop [amenity=restaurant] 34m | AL Hekma  Pharmacy [amenity=pharmacy;healthcare=pharmacy] 41m
18352,CRT Seasonal,56.5,23.2,56.514091,23.23913,CRT Seasonal,Residential-Commercial,2.0,EXisting,450291.0413478888,2570074.9562821626,116,Al Yamama shoping centre [shop=supermarket] 2m | Al Yamama restaurant and coffee shop [amenity=restaurant] 34m | AL Hekma  Pharmacy [amenity=pharmacy;healthcare=pharmacy] 41m
18353,CRT Seasonal,56.5,23.2,56.514091,23.23913,CRT Seasonal,Residential-Commercial,2.0,EXisting,450291.0413478888,2570074.9562821626,116,Al Yamama shoping centre [shop=supermarket] 2m | Al Yamama restaurant and coffee shop [amenity=restaurant] 34m | AL Hekma  Pharmacy [amenity=pharmacy;healthcare=pharmacy] 41m
18354,CRT Seasonal,56.5,23.2,56.514091,23.23913,CRT Seasonal,Residential-Commercial,2.0,EXisting,450291.0413478888,2570074.9562821626,116,Al Yamama shoping centre [shop=supermarket] 2m | Al Yamama restaurant and coffee shop [amenity=restaurant] 34m | AL Hekma  Pharmacy [amenity=pharmacy;healthcare=pharmacy] 41m
18355,CRT Seasonal,56.5,23.2,56.514091,23.23913,CRT Seasonal,Residential-Commercial,2.0,EXisting,450291.0413478888,2570074.9562821626,116,Al Yamama shoping centre [shop=supermarket] 2m | Al Yamama restaurant and coffee shop [amenity=restaurant] 34m | AL Hekma  Pharmacy [amenity=pharmacy;healthcare=pharmacy] 41m
18491,CRT Time of Use,56.5,23.2,56.513875,23.241166,Government,Residential,0.0,EXisting,450269.6985877975,2570300.427339571,-1,? [building=hospital] 56m
18748,CRT Seasonal,56.5,23.2,56.519085,23.240547,CRT Seasonal,Residential,0.0,EXisting,450802.4602760439,2570230.1255292413,113,
18987,CRT Seasonal,56.7,23.3,56.680679,23.29417,Commercial,Residential,1.0,EXisting,467346.7225840125,2576120.8872800013,-1,? [shop=convenience] 38m
18989,CRT Seasonal,56.7,23.3,56.680679,23.29417,Commercial,Residential,1.0,EXisting,467346.7225840125,2576120.8872800013,-1,? [shop=convenience] 38m
19215,CRT Seasonal,56.5,23.2,56.483494,23.236524,CRT Seasonal,Residential,1.0,EXisting,447159.8555753456,2569797.2603015667,-1,
19427,CRT Time of Use,56.5,23.2,56.493384,23.237839,Commercial,Residential,0.0,EXisting,448172.1591773838,2569939.274585721,157,
19861,CRT Seasonal,56.6,23.3,56.615681,23.319839,CRT Seasonal,Residential,0.0,EXisting,460707.6050895067,2578978.7329524136,-1,Bank Muscat [amenity=bank] 25m
20519,CRT Seasonal,56.5,23.2,56.516351,23.222144,Primary Account Tariff (with National Subsidy),Residential-Commercial,2.0,EXisting,450515.98421060754,2568193.737687821,-1,
20644,CRT Seasonal,56.5,23.2,56.464688,23.160727,CRT Seasonal,Industrial,7.0,EXisting,445205.02250666777,2561413.056312026,35,
20718,CRT Seasonal,56.6,23.3,56.611502,23.32053,Additional Account Tariff,Residential-Commercial,2.0,EXisting,460280.54909500247,2579056.3714720136,1,Horizons Medical [amenity=doctors] 34m
22050,CRT Seasonal,56.5,23.2,56.458526,23.217212,CRT Seasonal,Residential,0.0,EXisting,444597.5327795294,2567668.604363365,78,ريمي [amenity=restaurant] 18m | Deli Pizza [amenity=fast_food] 31m | ? [amenity=food_court] 45m
22214,CRT Time of Use,56.4,23.3,56.368993,23.283684,CRT Time of Use,Agricultural,4.0,EXisting,435468.4620778968,2575064.531599745,14,
22215,CRT Seasonal,56.4,23.3,56.368993,23.283684,CRT Time of Use,Agricultural,4.0,EXisting,435468.4620778968,2575064.531599745,14,
22216,CRT Seasonal,56.4,23.3,56.368993,23.283684,CRT Time of Use,Agricultural,4.0,EXisting,435468.4620778968,2575064.531599745,14,
22217,CRT Time of Use,56.4,23.3,56.368993,23.283684,CRT Time of Use,Agricultural,4.0,EXisting,435468.4620778968,2575064.531599745,14,
22218,CRT Seasonal,56.4,23.3,56.368993,23.283684,CRT Time of Use,Agricultural,4.0,EXisting,435468.4620778968,2575064.531599745,14,
22219,CRT Time of Use,56.4,23.3,56.368993,23.283684,CRT Time of Use,Agricultural,4.0,EXisting,435468.4620778968,2575064.531599745,14,
22220,CRT Seasonal,56.4,23.3,56.368993,23.283684,CRT Time of Use,Agricultural,4.0,EXisting,435468.4620778968,2575064.531599745,14,
22221,CRT Seasonal,56.4,23.3,56.368993,23.283684,CRT Time of Use,Agricultural,4.0,EXisting,435468.4620778968,2575064.531599745,14,
22260,CRT Seasonal,56.4,23.3,56.383154,23.275625,CRT Seasonal,Residential,0.0,EXisting,436912.9156081502,2574166.1009883275,18,? [amenity=parking] 58m
22365,CRT Time of Use,56.5,23.2,56.49229,23.220108,Additional Account Tariff,Residential,0.0,EXisting,448053.3782807878,2567976.7384879203,149,
22436,CRT Seasonal,56.5,23.2,56.517806,23.21539,Additional Account Tariff,Residential,1.0,EXisting,450662.372509994,2567445.537985897,-1,
22635,CRT Time of Use,56.5,23.2,56.513383,23.205234,Commercial,Residential,5.0,EXisting,450206.0444668454,2566322.721902113,87,
22668,CRT Seasonal,56.5,23.2,56.511162,23.208949,CRT Seasonal,Residential,0.0,EXisting,449980.1555792479,2566734.754823848,-1,
22718,CRT Time of Use,56.5,23.2,56.493697,23.216387,Commercial,Residential,0.0,EXisting,448195.903740174,2567564.300047664,139,Al Hashar Automotive [shop=car] 20m | Omantel [shop=telecommunication] 29m | Muscat Bank [amenity=bank] 57m
22719,CRT Time of Use,56.5,23.2,56.493697,23.216387,Commercial,Residential,0.0,EXisting,448195.903740174,2567564.300047664,139,Al Hashar Automotive [shop=car] 20m | Omantel [shop=telecommunication] 29m | Muscat Bank [amenity=bank] 57m
22736,CRT Seasonal,56.5,23.2,56.469071,23.216793,Commercial,Residential-Commercial,2.0,EXisting,445676.3269294078,2567618.2378084264,120,مطعم و مشاوي طيبات الشام [amenity=restaurant;building=yes] 7m | Bake it Bakery [shop=bakery;building=yes] 26m
22737,CRT Seasonal,56.5,23.2,56.469071,23.216793,Commercial,Residential-Commercial,2.0,EXisting,445676.3269294078,2567618.2378084264,120,مطعم و مشاوي طيبات الشام [amenity=restaurant;building=yes] 7m | Bake it Bakery [shop=bakery;building=yes] 26m
22738,CRT Seasonal,56.5,23.2,56.469071,23.216793,Commercial,Residential-Commercial,2.0,EXisting,445676.3269294078,2567618.2378084264,120,مطعم و مشاوي طيبات الشام [amenity=restaurant;building=yes] 7m | Bake it Bakery [shop=bakery;building=yes] 26m
22740,CRT Seasonal,56.5,23.2,56.469071,23.216793,Commercial,Residential-Commercial,2.0,EXisting,445676.3269294078,2567618.2378084264,120,مطعم و مشاوي طيبات الشام [amenity=restaurant;building=yes] 7m | Bake it Bakery [shop=bakery;building=yes] 26m
22895,CRT Seasonal,56.5,23.2,56.50009,23.23742,CRT Seasonal,Residential,0.0,EXisting,448858.0490011655,2569890.511179489,-1,Amal pharmacy [amenity=pharmacy;healthcare=pharmacy] 57m
22903,CRT Seasonal,56.4,23.3,56.377092,23.275099,CRT Seasonal,Residential,0.0,EXisting,436292.66580603394,2574110.519212609,-1,
22977,CRT Seasonal,56.5,23.2,56.472937,23.162809,CRT Seasonal,Agricultural,4.0,EXisting,446050.2476198768,2561640.465548524,-1,? [amenity=school] 52m
22981,CRT Seasonal,56.5,23.2,56.495433,23.227712,CRT Seasonal,Residential,5.0,EXisting,448377.8851135797,2568817.425561368,145,PBX connections [building=yes] 62m
22982,CRT Seasonal,56.8,23.3,56.753223,23.255133,CRT Seasonal,Agricultural,4.0,EXisting,474757.64267889207,2571784.832034593,-1,
22995,CRT Time of Use,56.5,23.2,56.466715,23.198915,Commercial,Residential,1.0,EXisting,445428.0009853896,2565639.919336744,-1,
23023,CRT Seasonal,56.5,23.2,56.458481,23.216264,CRT Seasonal,Residential,0.0,EXisting,444592.53734800674,2567563.672058128,78,Star Cinema [amenity=cinema] 14m | Chicking [amenity=fast_food] 47m | ? [amenity=food_court] 66m
23024,CRT Seasonal,56.5,23.2,56.458481,23.216264,CRT Seasonal,Residential,0.0,EXisting,444592.53734800674,2567563.672058128,78,Star Cinema [amenity=cinema] 14m | Chicking [amenity=fast_food] 47m | ? [amenity=food_court] 66m
23039,CRT Seasonal,56.4,23.3,56.388551,23.272447,CRT Seasonal,Residential,0.0,EXisting,437463.41737466666,2573811.933115399,-1,
23085,CRT Seasonal,56.6,23.3,56.616719,23.318665,CRT Seasonal,Residential,0.0,EXisting,460813.38610827416,2578848.482797645,-1,? [amenity=school] 57m
23097,CRT Seasonal,56.6,23.3,56.608361,23.32007,CRT Seasonal,Agricultural,4.0,EXisting,459959.2767366204,2579006.312218017,-1,
23098,CRT Seasonal,56.6,23.3,56.552877,23.29049,CRT Time of Use,Agricultural,4.0,EXisting,454276.47086991207,2575748.056369313,-1,Al Dariz - Ibri Road [] 62m | Al Dariz - Ibri Road [] 77m | Al Dariz - Ibri Road [] 79m
23108,CRT Seasonal,56.5,23.2,56.518929,23.238715,CRT Seasonal,Residential,0.0,EXisting,450785.8293054768,2570027.365409541,-1,مدرسة المسرات للتعليم الاساسي 1-4 [building=school] 59m
23232,CRT Seasonal,56.5,23.2,56.467967,23.164503,CRT Seasonal,Industrial,7.0,EXisting,445542.1972392905,2561829.849894013,-1,
23398,CRT Seasonal,56.5,23.2,56.458439,23.21709,CRT Seasonal,Residential,0.0,EXisting,444588.5806132831,2567655.1313763983,78,ريمي [amenity=restaurant] 16m | Deli Pizza [amenity=fast_food] 23m | ? [amenity=food_court] 38m
23400,CRT Seasonal,56.5,23.2,56.459445,23.217235,CRT Seasonal,Residential,0.0,EXisting,444691.5743117053,2567670.8005701727,78,Paris Boutique [shop=jewelry] 25m | ? [amenity=parking] 31m | أيلا [amenity=cafe] 32m
23401,CRT Seasonal,56.5,23.2,56.459873,23.217362,CRT Seasonal,Residential,0.0,EXisting,444735.4195039933,2567684.697437187,78,? [amenity=parking] 35m | Ayla Ibri Hotel [tourism=hotel] 49m | Paris Boutique [shop=jewelry] 52m
23523,CRT Time of Use,56.5,23.2,56.492982,23.221479,Additional Account Tariff,Residential,0.0,EXisting,448124.7114820256,2568128.268958702,149,
23525,CRT Time of Use,56.5,23.2,56.504815,23.231795,CRT Time of Use,Residential,99.0,EXisting,449339.3126234654,2569266.1344698807,122,
23526,CRT Time of Use,56.5,23.2,56.504815,23.231795,CRT Time of Use,Residential,99.0,EXisting,449339.3126234654,2569266.1344698807,122,
23527,CRT Time of Use,56.5,23.2,56.504815,23.231795,CRT Time of Use,Residential,99.0,EXisting,449339.3126234654,2569266.1344698807,122,
23528,CRT Time of Use,56.5,23.2,56.504815,23.231795,CRT Time of Use,Residential,99.0,EXisting,449339.3126234654,2569266.1344698807,122,
23636,CRT Time of Use,56.5,23.2,56.513384,23.205287,Commercial,Residential,5.0,EXisting,450206.16643093934,2566328.588943797,87,
23665,CRT Seasonal,56.5,23.2,56.513385,23.205263,Commercial,Residential,5.0,EXisting,450206.2598678195,2566325.9316726797,87,
23745,CRT Time of Use,56.5,23.2,56.513571,23.249843,Primary Account Tariff,Residential,0.0,EXisting,450241.8177741204,2571261.126775044,-1,
23750,CRT Seasonal,56.5,23.2,56.500412,23.237943,CRT Seasonal,Residential,0.0,EXisting,448891.1901178692,2569948.297032476,-1,
23758,CRT Fixed Rate,56.5,23.2,56.529417,23.231303,CRT Fixed Rate,Residential,99.0,EXisting,451856.1231028171,2569203.2996486826,-1,
23869,CRT Seasonal,56.5,23.3,56.484477,23.258143,CRT Seasonal,Agricultural,4.0,EXisting,447268.92126158817,2572190.262196244,-1,
23998,CRT Time of Use,56.5,23.2,56.466708,23.198971,Commercial,Residential,1.0,EXisting,445427.30738007184,2565646.121489767,-1,
24523,CRT Seasonal,56.6,23.2,56.576373,23.229119,Commercial,Agricultural,4.0,EXisting,456659.403776512,2568946.7327451827,-1,
24577,CRT Seasonal,56.7,23.2,56.653115,23.210956,CRT Seasonal,Residential,0.0,EXisting,464506.0285138418,2566915.1899703755,-1,? [amenity=place_of_worship;building=mosque] 17m
24609,CRT Seasonal,56.7,23.2,56.721178,23.1699,Government,Residential,5.0,EXisting,471461.7047104879,2562355.1680745413,-1,
24699,CRT Fixed Rate,56.5,23.2,56.487219,23.208072,Commercial,Residential,0.0,EXisting,447529.826006376,2566646.10538797,-1,مسجد الشعبية [amenity=place_of_worship;building=yes] 59m | مسجد الشعبية [amenity=place_of_worship] 60m | ? [amenity=waste_disposal] 68m
24756,CRT Seasonal,56.5,23.2,56.487255,23.208178,Primary Account Tariff,Residential,0.0,EXisting,447533.55114962463,2566657.8272010023,-1,مسجد الشعبية [amenity=place_of_worship;building=yes] 48m | مسجد الشعبية [amenity=place_of_worship] 49m | مطب [] 65m
25123,CRT Seasonal,56.5,23.3,56.549865,23.283223,Commercial,Residential,1.0,EXisting,453965.9557136866,2574944.5087396074,69,
25795,CRT Seasonal,56.5,23.2,56.481856,23.217068,Primary Account Tariff,Residential-Commercial,2.0,EXisting,446984.5980675774,2567643.960688416,128,
25920,CRT Seasonal,56.5,23.2,56.466807,23.159573,CRT Seasonal,Industrial,7.0,EXisting,445421.4618549796,2561284.506896387,35,
26046,CRT Seasonal,56.5,23.2,56.526432,23.213447,CRT Seasonal,Residential,0.0,EXisting,451544.2898242748,2567227.535592365,-1,? [amenity=parking] 36m
26076,CRT Seasonal,56.5,23.2,56.478243,23.215876,Commercial,Residential,0.0,EXisting,446614.442728725,2567513.3217705484,-1,Arabian Center [shop=variety_store] 23m | Oman United Insurance Company Ibri Branch [office=insurance] 66m | ? [shop=hairdresser] 73m
26077,CRT Seasonal,56.5,23.2,56.478243,23.215876,Commercial,Residential,0.0,EXisting,446614.442728725,2567513.3217705484,-1,Arabian Center [shop=variety_store] 23m | Oman United Insurance Company Ibri Branch [office=insurance] 66m | ? [shop=hairdresser] 73m
26387,CRT Seasonal,56.5,23.2,56.495624,23.220789,Primary Account Tariff,Residential,0.0,EXisting,448394.7660888218,2568050.9412262654,-1,
26616,CRT Seasonal,56.5,23.2,56.484802,23.217651,CRT Seasonal,Residential,0.0,EXisting,447286.2610245307,2567707.4306149757,136,Indian School Ibri [amenity=school] 40m
26748,CRT Time of Use,56.5,23.2,56.494991,23.223387,Commercial,Residential,99.0,EXisting,448330.999112167,2568338.7798590125,-1,Aster Hospital Pharmacy [amenity=pharmacy] 79m
27008,CRT Time of Use,56.6,23.3,56.555874,23.261862,CRT Time of Use,Industrial,7.0,EXisting,454573.2452253426,2572577.82560781,-1,
27119,CRT Seasonal,56.5,23.2,56.519033,23.240575,CRT Seasonal,Residential,0.0,EXisting,450797.1508642771,2570233.2429116834,113,
27274,CRT Seasonal,56.5,23.2,56.519857,23.212888,Additional Account Tariff,Residential,1.0,EXisting,450871.3173307168,2567167.85831188,92,
27276,CRT Seasonal,56.5,23.2,56.519857,23.212888,Additional Account Tariff,Residential,1.0,EXisting,450871.3173307168,2567167.85831188,92,
27278,CRT Seasonal,56.5,23.2,56.519857,23.212888,Additional Account Tariff,Residential,1.0,EXisting,450871.3173307168,2567167.85831188,92,
27279,CRT Seasonal,56.5,23.2,56.519857,23.212888,Additional Account Tariff,Residential,1.0,EXisting,450871.3173307168,2567167.85831188,92,
27281,CRT Seasonal,56.5,23.2,56.519857,23.212888,Additional Account Tariff,Residential,1.0,EXisting,450871.3173307168,2567167.85831188,92,
27465,CRT Seasonal,56.5,23.2,56.521098,23.211096,CRT Seasonal,Agricultural,4.0,EXisting,450997.6461117865,2566969.055402635,-1,
27811,CRT Seasonal,56.5,23.2,56.513388,23.205307,Commercial,Residential,5.0,EXisting,450206.5831543788,2566330.8016812354,87,
27927,CRT Time of Use,56.4,23.2,56.42917,23.227666,Commercial,Agricultural,4.0,EXisting,441598.36871302186,2568837.4258216987,-1,
27928,CRT Time of Use,56.4,23.3,56.376367,23.281234,CRT Time of Use,Residential,0.0,EXisting,436221.4367434925,2574790.032499254,21,
27929,CRT Time of Use,56.4,23.3,56.376367,23.281234,CRT Time of Use,Residential,0.0,EXisting,436221.4367434925,2574790.032499254,21,
27930,CRT Time of Use,56.4,23.3,56.376367,23.281234,CRT Time of Use,Residential,0.0,EXisting,436221.4367434925,2574790.032499254,21,
27931,CRT Time of Use,56.4,23.3,56.376367,23.281234,CRT Time of Use,Residential,0.0,EXisting,436221.4367434925,2574790.032499254,21,
27932,CRT Time of Use,56.4,23.3,56.376367,23.281234,CRT Time of Use,Residential,0.0,EXisting,436221.4367434925,2574790.032499254,21,
27933,CRT Time of Use,56.4,23.3,56.376367,23.281234,CRT Time of Use,Residential,0.0,EXisting,436221.4367434925,2574790.032499254,21,
27934,CRT Time of Use,56.4,23.3,56.376367,23.281234,CRT Time of Use,Residential,0.0,EXisting,436221.4367434925,2574790.032499254,21,
27935,CRT Time of Use,56.4,23.3,56.376367,23.281234,CRT Time of Use,Residential,0.0,EXisting,436221.4367434925,2574790.032499254,21,
27936,CRT Time of Use,56.4,23.3,56.376367,23.281234,CRT Time of Use,Residential,0.0,EXisting,436221.4367434925,2574790.032499254,21,
27937,CRT Time of Use,56.4,23.3,56.38004,23.272361,CRT Seasonal,Residential,0.0,EXisting,436592.88192311226,2573806.108327871,16,? [amenity=parking] 76m
27938,CRT Time of Use,56.4,23.3,56.38004,23.272361,CRT Seasonal,Residential,0.0,EXisting,436592.88192311226,2573806.108327871,16,? [amenity=parking] 76m
27939,CRT Time of Use,56.4,23.3,56.38004,23.272361,CRT Seasonal,Residential,0.0,EXisting,436592.88192311226,2573806.108327871,16,? [amenity=parking] 76m
27940,CRT Time of Use,56.4,23.3,56.383117,23.275622,CRT Seasonal,Residential,0.0,EXisting,436909.1299692225,2574165.784964351,18,? [amenity=parking] 54m
27941,CRT Time of Use,56.4,23.3,56.383117,23.275622,CRT Seasonal,Residential,0.0,EXisting,436909.1299692225,2574165.784964351,18,? [amenity=parking] 54m
27942,CRT Time of Use,56.4,23.3,56.383117,23.275622,CRT Seasonal,Residential,0.0,EXisting,436909.1299692225,2574165.784964351,18,? [amenity=parking] 54m
27943,CRT Time of Use,56.4,23.3,56.383117,23.275622,CRT Seasonal,Residential,0.0,EXisting,436909.1299692225,2574165.784964351,18,? [amenity=parking] 54m
27944,CRT Time of Use,56.4,23.3,56.378681,23.272788,CRT Seasonal,Residential,0.0,EXisting,436454.0874233154,2573853.9755703565,-1,
27945,CRT Time of Use,56.4,23.3,56.378681,23.272788,CRT Seasonal,Residential,0.0,EXisting,436454.0874233154,2573853.9755703565,-1,
27946,CRT Time of Use,56.4,23.3,56.37711,23.275114,CRT Seasonal,Residential,0.0,EXisting,436294.5139234851,2574112.171925181,-1,
27947,CRT Time of Use,56.5,23.2,56.456641,23.219102,CRT Time of Use,Residential-Commercial,2.0,EXisting,444405.44186985545,2567878.558961682,79,Multi Purposes Hall [building=yes] 47m
27948,CRT Time of Use,56.5,23.2,56.495054,23.218071,Commercial,Residential,99.0,EXisting,448335.3999756656,2567750.2454786967,-1,Two Rials [shop=variety_store] 44m
27950,CRT Seasonal,56.4,23.2,56.445442,23.224925,Commercial,Residential,5.0,EXisting,443262.0357355914,2568527.5309288134,-1,
27951,CRT Time of Use,56.5,23.2,56.455088,23.222072,CRT Time of Use,Residential-Commercial,2.0,EXisting,444247.7740595035,2568207.9515772504,81,Store [shop=storage_rental] 18m | Hostel Supermarket [shop=supermarket;building=yes] 21m | Girls' Mosque [building=mosque] 26m
27952,CRT Time of Use,56.5,23.2,56.455055,23.222034,CRT Time of Use,Residential-Commercial,2.0,EXisting,444244.3818439479,2568203.757400131,81,Store [shop=storage_rental] 13m | Hostel Supermarket [shop=supermarket;building=yes] 20m | Girls' Mosque [building=mosque] 22m
27953,CRT Time of Use,56.5,23.2,56.49578,23.225486,CRT Time of Use,Residential,99.0,EXisting,448412.531949642,2568570.871046469,-1,معبر المشاه [] 39m | معبر المشاه [] 46m | Shell [amenity=fuel] 60m
27954,CRT Time of Use,56.5,23.2,56.485362,23.218513,Primary Account Tariff,Residential,1.0,EXisting,447343.89778464346,2567802.6560636167,136,
27955,CRT Time of Use,56.5,23.2,56.515309,23.231911,Government,Agricultural,4.0,EXisting,450412.978757834,2569275.354943065,-1,بلدية عبري [building=yes] 74m | المديرية العامة للبلديات الإقليمية وموارد المياه لمحافظة الظاهرة [] 76m
27956,CRT Time of Use,56.5,23.2,56.496835,23.233947,Commercial,Residential,99.0,EXisting,448523.7169413801,2569507.179403104,153,
27957,CRT Time of Use,56.4,23.2,56.426098,23.230933,Government,Residential,99.0,EXisting,441285.493949812,2569200.343200809,54,
27958,CRT Time of Use,56.4,23.2,56.426181,23.231045,Government,Residential,99.0,EXisting,441294.0346554856,2569212.708814138,54,
27959,CRT Time of Use,56.4,23.2,56.426303,23.231182,Government,Residential,99.0,EXisting,441306.576358588,2569227.826342405,54,
27960,CRT Time of Use,56.4,23.2,56.426223,23.231088,Government,Residential,99.0,EXisting,441298.35047290166,2569217.452232085,54,
27961,CRT Time of Use,56.4,23.2,56.426262,23.231141,Government,Residential,99.0,EXisting,441302.3637311009,2569223.303931625,54,
27962,CRT Time of Use,56.5,23.2,56.454179,23.219533,CRT Time of Use,Residential-Commercial,2.0,EXisting,444153.7127310093,2567927.217366735,80,College Mosque [building=mosque] 15m | ? [amenity=parking] 33m | ? [amenity=parking] 35m
27963,CRT Time of Use,56.5,23.2,56.458492,23.218863,Commercial,Agricultural,4.0,EXisting,444594.73492872645,2567851.393260925,79,Directorate-General for Education [office=government;building=yes] 39m | AL Akhdar Post Office [amenity=post_office] 45m
27964,CRT Time of Use,56.5,23.2,56.45416,23.21955,CRT Time of Use,Residential-Commercial,2.0,EXisting,444151.7757528558,2567929.1066752737,80,College Mosque [building=mosque] 14m | ? [amenity=parking] 34m | ? [amenity=parking] 37m
27965,CRT Time of Use,56.5,23.2,56.454869,23.221899,CRT Time of Use,Residential-Commercial,2.0,EXisting,444225.2949337846,2568188.883432909,81,Store [shop=storage_rental] 13m | Girls' Mosque [building=mosque] 22m | Hostel Reception [building=yes] 30m
27966,CRT Time of Use,56.5,23.2,56.454902,23.221894,CRT Time of Use,Residential-Commercial,2.0,EXisting,444228.6693004021,2568188.317234897,81,Store [shop=storage_rental] 10m | Girls' Mosque [building=mosque] 19m | Hostel Supermarket [shop=supermarket;building=yes] 29m
27967,CRT Fixed Rate,56.5,23.3,56.521828,23.258943,Government,Commercial,3.0,EXisting,451089.782629581,2572265.744266127,57,LuLu Hypermarket [shop=supermarket] 45m | Ahmed Al Maghribi [shop=perfumery] 65m
27968,CRT Fixed Rate,56.5,23.3,56.521828,23.258943,Government,Commercial,3.0,EXisting,451089.782629581,2572265.744266127,57,LuLu Hypermarket [shop=supermarket] 45m | Ahmed Al Maghribi [shop=perfumery] 65m
27969,CRT Fixed Rate,56.5,23.3,56.521828,23.258943,Government,Commercial,3.0,EXisting,451089.782629581,2572265.744266127,57,LuLu Hypermarket [shop=supermarket] 45m | Ahmed Al Maghribi [shop=perfumery] 65m
