fid,tariff,x,y,lon,lat,plot_name,plot_class,moh_class,build_st,E,N,cl,osm_near
27970,CRT Fixed Rate,56.5,23.3,56.521828,23.258943,Government,Commercial,3.0,EXisting,451089.782629581,2572265.744266127,57,LuLu Hypermarket [shop=supermarket] 45m | Ahmed Al Maghribi [shop=perfumery] 65m
27971,CRT Time of Use,56.5,23.2,56.458451,23.218902,Commercial,Agricultural,4.0,EXisting,444590.5559499264,2567855.726435268,79,AL Akhdar Post Office [amenity=post_office] 39m | Directorate-General for Education [office=government;building=yes] 40m
27972,CRT Time of Use,56.5,23.2,56.488721,23.214578,Commercial,Residential,1.0,EXisting,447686.0537428936,2567365.8156169555,-1,
27973,CRT Time of Use,56.5,23.2,56.502097,23.219311,Commercial,Residential-Commercial,2.0,EXisting,449056.50215745845,2567885.0341873923,130,MAX [shop=clothes;building=retail] 39m
27974,CRT Time of Use,56.5,23.2,56.502179,23.219306,Commercial,Residential-Commercial,2.0,EXisting,449064.89032879256,2567884.451915673,130,MAX [shop=clothes;building=retail] 43m
27975,CRT Time of Use,56.5,23.2,56.502345,23.218806,Commercial,Residential-Commercial,2.0,EXisting,449081.6855491204,2567829.040902114,130,Karama Building Materials [shop=trade] 36m | MAX [shop=clothes;building=retail] 44m
27976,CRT Time of Use,56.5,23.2,56.502356,23.218837,Commercial,Residential-Commercial,2.0,EXisting,449082.8228019677,2567832.468924019,130,Karama Building Materials [shop=trade] 38m | MAX [shop=clothes;building=retail] 44m
27977,CRT Time of Use,56.4,23.2,56.426142,23.230995,Government,Residential,99.0,EXisting,441290.0227033268,2569207.189237195,54,
27978,CRT Time of Use,56.5,23.2,56.45745,23.219034,CRT Time of Use,Agricultural,4.0,EXisting,444488.1894825666,2567870.7216760446,79,Al Akhdar Health Center [amenity=doctors] 57m | AL Akhdar Post Office [amenity=post_office] 66m
27979,CRT Time of Use,56.4,23.2,56.447115,23.220633,CRT Time of Use,Residential,0.0,EXisting,443431.39950410544,2568051.7266499544,-1,Directorate General Of Manpower [building=yes] 56m
27980,CRT Time of Use,56.4,23.2,56.421335,23.242747,Commercial,Residential,0.0,EXisting,440803.40329805616,2570510.168423997,50,
27981,CRT Time of Use,56.4,23.2,56.421316,23.242734,Commercial,Residential,0.0,EXisting,440801.45384317386,2570508.736979836,50,
27982,CRT Time of Use,56.4,23.2,56.421307,23.245307,Commercial,Residential,0.0,EXisting,440801.66857778415,2570793.5898877555,-1,
27983,CRT Time of Use,56.4,23.2,56.421307,23.245307,Commercial,Residential,0.0,EXisting,440801.66857778415,2570793.5898877555,-1,
27984,CRT Time of Use,56.4,23.2,56.421298,23.242723,Commercial,Residential,0.0,EXisting,440799.6075714575,2570507.5265422203,50,
27985,CRT Time of Use,56.4,23.2,56.421278,23.242713,Commercial,Residential,0.0,EXisting,440797.5571387277,2570506.427627424,50,
27986,CRT Time of Use,56.4,23.2,56.421257,23.2427,Commercial,Residential,0.0,EXisting,440795.40308076335,2570504.996999607,50,
27987,CRT Time of Use,56.5,23.2,56.465937,23.159445,CRT Time of Use,Industrial,7.0,EXisting,445332.3534409879,2561270.6628393005,35,
27988,CRT Time of Use,56.5,23.3,56.53875,23.267538,Commercial,Residential-Commercial,2.0,EXisting,452823.7151819374,2573211.6578257387,-1,
27989,CRT Time of Use,56.5,23.3,56.538718,23.267576,Commercial,Residential-Commercial,2.0,EXisting,452820.4555775766,2573215.8750608424,-1,
27990,CRT Time of Use,56.5,23.2,56.489183,23.217861,CRT Time of Use,Residential,0.0,EXisting,447734.6037068438,2567729.096539792,137,رامز هايبر ماركت [building=retail] 56m
27991,CRT Seasonal,56.5,23.2,56.48042,23.217792,CRT Seasonal,Residential-Commercial,2.0,EXisting,446837.95332729,2567724.636326976,-1,Changan Auto [shop=car;building=yes] 37m
27992,CRT Time of Use,56.5,23.2,56.48917,23.217861,CRT Time of Use,Residential,0.0,EXisting,447733.27355799393,2567729.101215077,137,رامز هايبر ماركت [building=retail] 57m
27993,CRT Time of Use,56.5,23.2,56.481895,23.217102,Primary Account Tariff,Residential-Commercial,2.0,EXisting,446988.60195895866,2567647.710462925,128,
27994,CRT Time of Use,56.7,23.2,56.704531,23.18571,CRT Time of Use,Residential,0.0,EXisting,469761.3749195836,2564108.7459438685,-1,
27995,CRT Time of Use,56.5,23.2,56.48201,23.217419,CRT Time of Use,Residential-Commercial,2.0,EXisting,447000.493813246,2567682.7622902417,128,
27996,CRT Time of Use,56.5,23.2,56.458557,23.216455,CRT Seasonal,Residential,0.0,EXisting,444600.3924934345,2567584.787966205,78,Star Cinema [amenity=cinema] 17m | Chicking [amenity=fast_food] 25m | ? [amenity=food_court] 43m
27997,CRT Seasonal,56.5,23.2,56.458458,23.216326,CRT Seasonal,Residential,0.0,EXisting,444590.2095461703,2567570.5446095224,78,Star Cinema [amenity=cinema] 15m | Chicking [amenity=fast_food] 41m | ? [amenity=food_court] 60m
28340,CRT Seasonal,56.5,23.2,56.513052,23.21727,Additional Account Tariff,Residential-Commercial,2.0,EXisting,450176.637000314,2567655.286069489,-1,
29006,CRT Time of Use,56.5,23.3,56.53198,23.264294,Commercial,Residential,0.0,EXisting,452130.1155743806,2572854.745784963,-1,
29321,CRT Time of Use,56.5,23.3,56.514701,23.251863,Additional Account Tariff,Residential,0.0,EXisting,450358.1582906213,2571484.365919208,110,
29322,CRT Time of Use,56.5,23.3,56.514701,23.251863,Additional Account Tariff,Residential,0.0,EXisting,450358.1582906213,2571484.365919208,110,
29323,CRT Time of Use,56.5,23.3,56.514701,23.251863,Additional Account Tariff,Residential,0.0,EXisting,450358.1582906213,2571484.365919208,110,
29391,CRT Seasonal,56.5,23.2,56.488058,23.215679,,,,,447618.6437938588,2567487.941477898,-1,Burthukal Juices [amenity=fast_food] 9m | Al Laith Pastries & Sweets [shop=pastry] 23m | New Al Yahar Yemeni Restaurant [amenity=restaurant] 35m
30137,CRT Seasonal,56.6,23.3,56.597854,23.323782,,,,,458886.1829471841,2579420.1991509544,-1,
30183,CRT Time of Use,56.5,23.2,56.51769,23.218721,CRT Time of Use,Residential,5.0,EXisting,450651.727053253,2567814.3373107263,-1,
30325,CRT Seasonal,56.4,23.3,56.37171,23.291473,,,,,435750.0692095666,2575925.631886693,-1,
30326,CRT Seasonal,56.4,23.3,56.424687,23.253802,,,,,441151.1669099789,2571732.6722106654,-1,
30468,CRT Seasonal,56.5,23.2,56.500187,23.231603,,,,,448865.7563051405,2569246.5006730603,-1,? [amenity=place_of_worship] 75m
30470,CRT Time of Use,56.5,23.2,56.489908,23.215821,,,,,447807.9924567513,2567502.996166074,-1,نور الخليج [amenity=fast_food] 7m | Oman Arab Bank [amenity=atm] 43m | Oman Arab Bank [amenity=bank] 53m
30662,CRT Seasonal,56.5,23.2,56.500146,23.231611,Primary Account Tariff,Residential,1.0,EXisting,448861.5647023524,2569247.4007545696,-1,? [amenity=place_of_worship] 79m
30707,CRT Seasonal,56.5,23.2,56.492582,23.217404,,,,,448082.2097693291,2567677.2856759974,138,Ibri Road [] 24m | Muscat Pharmacy - Ibri branch [amenity=pharmacy;healthcare=pharmacy] 40m | ? [leisure=garden] 78m
31228,Industrial,56.5,23.2,56.496711,23.234606,Commercial,Residential,1.0,EXisting,448511.2837117295,2569580.178585652,153,
31239,CRT Seasonal,56.7,23.2,56.721538,23.179921,,,,,471500.67383350624,2563464.45304165,-1,
31240,CRT Seasonal,56.7,23.2,56.679788,23.194526,,,,,467231.2791351156,2565090.065315999,-1,
31255,CRT Seasonal,56.6,23.3,56.611855,23.320825,Commercial,Residential-Commercial,2.0,EXisting,460316.7272510021,2579088.932899937,1,Horizons Medical [amenity=doctors] 23m
31256,CRT Seasonal,56.6,23.3,56.611855,23.320825,Commercial,Residential-Commercial,2.0,EXisting,460316.7272510021,2579088.932899937,1,Horizons Medical [amenity=doctors] 23m
31446,CRT Seasonal,56.5,23.2,56.46539,23.159826,CRT Seasonal,Industrial,7.0,EXisting,445276.5151987535,2561313.0469359034,35,
31624,CRT Seasonal,56.7,23.3,56.727773,23.273713,,,,,472158.2569244069,2573846.372941283,175,? [building=retail] 8m | MAYSA national shopping [shop=supermarket] 8m | ? [amenity=atm] 17m
31625,CRT Seasonal,56.7,23.3,56.727773,23.273713,,,,,472158.2569244069,2573846.372941283,175,? [building=retail] 8m | MAYSA national shopping [shop=supermarket] 8m | ? [amenity=atm] 17m
31626,CRT Seasonal,56.7,23.3,56.727773,23.273713,,,,,472158.2569244069,2573846.372941283,175,? [building=retail] 8m | MAYSA national shopping [shop=supermarket] 8m | ? [amenity=atm] 17m
31629,CRT Seasonal,56.7,23.3,56.727773,23.273713,,,,,472158.2569244069,2573846.372941283,175,? [building=retail] 8m | MAYSA national shopping [shop=supermarket] 8m | ? [amenity=atm] 17m
31630,CRT Seasonal,56.7,23.3,56.727773,23.273713,,,,,472158.2569244069,2573846.372941283,175,? [building=retail] 8m | MAYSA national shopping [shop=supermarket] 8m | ? [amenity=atm] 17m
31631,CRT Seasonal,56.7,23.3,56.727773,23.273713,,,,,472158.2569244069,2573846.372941283,175,? [building=retail] 8m | MAYSA national shopping [shop=supermarket] 8m | ? [amenity=atm] 17m
31632,CRT Seasonal,56.7,23.3,56.727773,23.273713,,,,,472158.2569244069,2573846.372941283,175,? [building=retail] 8m | MAYSA national shopping [shop=supermarket] 8m | ? [amenity=atm] 17m
31634,CRT Seasonal,56.7,23.3,56.727773,23.273713,,,,,472158.2569244069,2573846.372941283,175,? [building=retail] 8m | MAYSA national shopping [shop=supermarket] 8m | ? [amenity=atm] 17m
31766,CRT Time of Use,56.5,23.2,56.486,23.210902,,,,,447406.1975142748,2566959.843092124,-1,? [amenity=parking_entrance] 33m | Civil defense [] 45m | Ambulance Ibri Center [] 72m
31767,CRT Time of Use,56.5,23.2,56.486,23.210902,,,,,447406.1975142748,2566959.843092124,-1,? [amenity=parking_entrance] 33m | Civil defense [] 45m | Ambulance Ibri Center [] 72m
31804,CRT Seasonal,56.6,23.3,56.616398,23.314174,,,,,460779.2492190304,2578351.389673879,-1,
31816,CRT Seasonal,56.7,23.2,56.745863,23.163424,,,,,473987.05199965066,2561633.633121656,-1,
31972,CRT Seasonal,56.5,23.2,56.481945,23.238477,,,,,447002.1564638951,2570014.03394326,-1,
32059,CRT Time of Use,56.5,23.2,56.511713,23.24941,,,,,450051.593315093,2571213.8292621933,-1,
32082,CRT Seasonal,56.5,23.2,56.526973,23.230705,Commercial,Residential,99.0,EXisting,451605.865578499,2569137.909891044,-1,جامع حي العقبة [amenity=place_of_worship] 58m
32389,CRT Time of Use,56.6,23.3,56.615966,23.317538,Commercial,Residential,1.0,EXisting,460736.067634924,2578723.921316646,6,Riad Al Driz Shopping Center [shop=convenience] 25m
32392,CRT Time of Use,56.6,23.3,56.615966,23.317538,Commercial,Residential,1.0,EXisting,460736.067634924,2578723.921316646,6,Riad Al Driz Shopping Center [shop=convenience] 25m
32396,CRT Time of Use,56.6,23.3,56.615966,23.317538,Commercial,Residential,1.0,EXisting,460736.067634924,2578723.921316646,6,Riad Al Driz Shopping Center [shop=convenience] 25m
32398,CRT Time of Use,56.6,23.3,56.615966,23.317538,Commercial,Residential,1.0,EXisting,460736.067634924,2578723.921316646,6,Riad Al Driz Shopping Center [shop=convenience] 25m
32399,CRT Time of Use,56.6,23.3,56.615966,23.317538,Commercial,Residential,1.0,EXisting,460736.067634924,2578723.921316646,6,Riad Al Driz Shopping Center [shop=convenience] 25m
32401,CRT Time of Use,56.6,23.3,56.615966,23.317538,Commercial,Residential,1.0,EXisting,460736.067634924,2578723.921316646,6,Riad Al Driz Shopping Center [shop=convenience] 25m
32405,CRT Time of Use,56.6,23.3,56.615966,23.317538,Commercial,Residential,1.0,EXisting,460736.067634924,2578723.921316646,6,Riad Al Driz Shopping Center [shop=convenience] 25m
32421,CRT Seasonal,56.5,23.2,56.513298,23.249497,Commercial,Commercial,3.0,EXisting,450213.76293325576,2571222.916122488,-1,
32495,CRT Seasonal,56.5,23.2,56.497303,23.228387,Commercial,Residential,1.0,EXisting,448569.466307017,2568891.4887506897,-1,
32524,CRT Time of Use,56.5,23.2,56.465679,23.150684,CRT Time of Use,Residential,1.0,EXisting,445302.38683639833,2560300.871146639,-1,
32544,CRT Seasonal,56.4,23.3,56.384732,23.273962,CRT Seasonal,Residential,0.0,EXisting,437073.52647383465,2573981.307855057,-1,
32578,CRT Seasonal,56.6,23.2,56.590514,23.223982,,,,,458104.5612160092,2568373.89332256,-1,
32644,CRT Seasonal,56.5,23.1,56.474036,23.144359,,,,,446155.3699997685,2559597.54968338,-1,
32737,CRT Seasonal,56.5,23.2,56.492818,23.21619,Commercial,Residential,0.0,EXisting,448105.8881621994,2567542.804594115,139,نفط عمان [amenity=fuel] 38m | Avicen Pharmacy - Ibri branch [amenity=pharmacy;healthcare=pharmacy] 65m | ? [leisure=garden] 68m
32738,CRT Seasonal,56.5,23.2,56.492818,23.21619,Commercial,Residential,0.0,EXisting,448105.8881621994,2567542.804594115,139,نفط عمان [amenity=fuel] 38m | Avicen Pharmacy - Ibri branch [amenity=pharmacy;healthcare=pharmacy] 65m | ? [leisure=garden] 68m
32740,CRT Seasonal,56.5,23.2,56.492818,23.21619,Commercial,Residential,0.0,EXisting,448105.8881621994,2567542.804594115,139,نفط عمان [amenity=fuel] 38m | Avicen Pharmacy - Ibri branch [amenity=pharmacy;healthcare=pharmacy] 65m | ? [leisure=garden] 68m
32756,CRT Seasonal,56.7,23.2,56.661178,23.20377,Additional Account Tariff,Residential,5.0,EXisting,465329.2038429489,2566117.725549873,-1,
32767,CRT Seasonal,56.6,23.2,56.611218,23.216352,Primary Account Tariff,Residential,5.0,EXisting,460220.5976441234,2567523.3985066395,-1,
32844,CRT Seasonal,56.5,23.2,56.458466,23.217383,,,,,444591.46411822026,2567687.5579957413,78,ريمي [amenity=restaurant] 38m | Deli Pizza [amenity=fast_food] 51m | ? [shop=perfumery] 64m
32855,CRT Seasonal,56.6,23.2,56.56647,23.22018,,,,,455643.27776619775,2567960.1293512373,-1,
32857,CRT Seasonal,56.6,23.2,56.626149,23.213613,Primary Account Tariff,Residential,5.0,EXisting,461747.5433726748,2567216.171183625,-1,
32864,CRT Seasonal,56.5,23.2,56.54083,23.207983,,,,,453015.61192574335,2566617.91604361,-1,
32886,CRT Seasonal,56.5,23.2,56.490303,23.214898,,,,,447848.0508030727,2567400.672950524,-1,? [amenity=parking] 28m | وزارة الأوقاف والشؤون الدينية [building=yes] 36m | جمعية المرأة العمانية [building=yes] 54m
32915,CRT Seasonal,56.6,23.3,56.613418,23.329369,,,,,460479.0542911468,2580034.377430741,-1,
32917,CRT Time of Use,56.6,23.3,56.618593,23.311105,Primary Account Tariff,Residential,1.0,EXisting,461002.7805820704,2578011.0405980595,-1,
32944,CRT Seasonal,56.5,23.2,56.515272,23.224625,Primary Account Tariff,Residential,0.0,EXisting,450406.5019653847,2568468.7661290704,95,Pizza Hut [amenity=fast_food] 37m
32946,CRT Seasonal,56.5,23.2,56.515272,23.224625,Primary Account Tariff,Residential,0.0,EXisting,450406.5019653847,2568468.7661290704,95,Pizza Hut [amenity=fast_food] 37m
32948,CRT Seasonal,56.5,23.2,56.515272,23.224625,Primary Account Tariff,Residential,0.0,EXisting,450406.5019653847,2568468.7661290704,95,Pizza Hut [amenity=fast_food] 37m
33008,CRT Seasonal,56.4,23.3,56.3844,23.273603,CRT Seasonal,Residential,0.0,EXisting,437039.40156882047,2573941.707813208,-1,MOT Centre [landuse=industrial] 80m
33393,CRT Time of Use,56.6,23.3,56.622282,23.34106,,,,,461388.6252981928,2581326.2486553453,-1,
33741,CRT Time of Use,56.5,23.2,56.486033,23.212256,,,,,447410.1041907844,2567109.726765438,-1,
33806,CRT Time of Use,56.5,23.2,56.511609,23.21613,Commercial,Residential,0.0,EXisting,450028.5660997389,2567529.577174524,102,Shell [amenity=fuel] 52m | ? [building=retail] 76m
33935,CRT Seasonal,56.5,23.2,56.475085,23.185559,Commercial,Residential,0.0,EXisting,446279.1998722086,2564158.2189920107,-1,
33960,CRT Seasonal,56.5,23.3,56.534339,23.283464,Government,Agricultural,4.0,EXisting,452378.2171418933,2574976.204955526,-1,
33961,CRT Time of Use,56.5,23.1,56.466874,23.135404,,,,,445418.53324759786,2558608.849959075,-1,
33962,CRT Time of Use,56.5,23.2,56.472728,23.20137,,,,,446044.3193902997,2565909.4585532,-1,
33963,CRT Time of Use,56.4,23.3,56.380926,23.282817,,,,,436688.443952798,2574963.2848892696,-1,
33964,CRT Time of Use,56.5,23.2,56.538587,23.245412,,,,,452799.2544593375,2570762.2343736542,-1,? [man_made=tower] 27m | ? [man_made=tower] 38m
33965,CRT Time of Use,56.5,23.2,56.495879,23.227015,,,,,448423.2483133812,2568740.1051527997,145,PBX connections [building=yes] 41m
33966,CRT Time of Use,56.5,23.2,56.49258,23.217424,Commercial,Residential,0.0,EXisting,448082.01286073023,2567679.500505923,138,Ibri Road [] 26m | Muscat Pharmacy - Ibri branch [amenity=pharmacy;healthcare=pharmacy] 41m | ? [leisure=garden] 80m
33967,CRT Seasonal,56.5,23.2,56.45374,23.219311,,,,,444108.7026272861,2567902.8093486694,80,College Mosque [building=mosque] 64m
33968,CRT Time of Use,56.4,23.2,56.433161,23.228914,,,,,442007.2363981801,2568973.988893912,-1,
33969,CRT Time of Use,56.5,23.1,56.472765,23.133578,,,,,446020.93518177886,2558404.510010972,-1,
33970,CRT Time of Use,56.6,23.2,56.570185,23.249177,CRT Time of Use,Residential,1.0,EXisting,456032.8840275486,2571169.1178695997,-1,
