date,t_mean_c,t_max_c,t_min_c,rain_mm
2001-01-01,17.79,26.57,10.58,0.0
2001-01-02,18.35,27.34,10.78,0.0
2001-01-03,18.92,26.6,12.37,0.0
2001-01-04,19.03,26.43,12.54,0.0
2001-01-05,19.35,25.85,13.99,0.0
2001-01-06,18.09,24.58,12.7,0.0
2001-01-07,17.3,25.32,10.59,0.0
2001-01-08,18.67,25.71,12.08,0.0
2001-01-09,19.99,24.96,14.91,0.53
2001-01-10,18.83,24.81,13.99,0.06
2001-01-11,18.01,25.3,11.71,0.25
2001-01-12,18.33,26.13,11.8,0.0
2001-01-13,18.58,26.65,11.6,0.0
2001-01-14,19.08,26.96,12.16,0.0
2001-01-15,18.72,27.53,11.19,0.0
2001-01-16,19.07,27.94,12.54,0.0
2001-01-17,18.87,27.61,11.9,0.0
2001-01-18,19.09,27.16,12.98,0.0
2001-01-19,19.45,26.61,12.72,0.0
2001-01-20,19.2,26.69,12.12,0.0
2001-01-21,17.93,25.62,11.44,0.0
2001-01-22,17.7,26.92,9.44,0.0
2001-01-23,19.0,27.27,12.12,0.0
2001-01-24,19.66,27.78,13.13,0.0
2001-01-25,19.85,27.82,13.05,0.0
2001-01-26,19.43,27.86,12.13,0.0
2001-01-27,20.35,28.0,15.2,0.0
2001-01-28,17.17,23.83,11.47,0.0
2001-01-29,15.34,24.31,8.01,0.0
2001-01-30,15.61,25.12,7.79,0.0
2001-01-31,15.72,24.47,8.37,0.0
2001-02-01,17.07,26.39,9.13,0.0
2001-02-02,18.1,26.51,11.04,0.0
2001-02-03,18.33,26.64,11.9,0.0
2001-02-04,17.92,26.79,12.19,0.0
2001-02-05,19.45,28.77,13.03,0.0
2001-02-06,17.36,25.51,10.76,0.0
2001-02-07,16.74,25.69,9.01,0.0
2001-02-08,19.42,28.8,11.89,0.0
2001-02-09,22.05,30.99,14.22,0.0
2001-02-10,23.11,29.96,15.76,0.0
2001-02-11,22.87,30.07,16.83,0.0
2001-02-12,18.13,24.11,12.82,0.0
2001-02-13,17.56,26.12,10.08,0.0
2001-02-14,19.41,27.29,12.07,0.0
2001-02-15,20.46,27.13,13.48,0.0
2001-02-16,22.21,29.53,15.54,0.0
2001-02-17,23.22,31.13,16.01,0.0
2001-02-18,22.99,30.55,16.37,0.0
2001-02-19,23.1,30.17,15.95,0.0
2001-02-20,25.02,32.73,17.4,0.0
2001-02-21,24.43,32.92,17.33,0.0
2001-02-22,24.11,31.83,16.5,0.0
2001-02-23,24.41,31.56,17.3,0.0
2001-02-24,24.02,31.27,18.21,0.0
2001-02-25,22.4,32.46,13.39,0.0
2001-02-26,20.82,29.54,14.43,0.0
2001-02-27,20.59,32.08,10.49,0.0
2001-02-28,22.1,30.54,14.98,0.0
2001-03-01,23.78,32.59,15.92,0.0
2001-03-02,24.3,32.12,16.64,0.0
2001-03-03,25.02,33.16,16.94,0.0
2001-03-04,24.96,33.09,16.33,0.0
2001-03-05,25.71,33.1,18.26,0.0
2001-03-06,24.61,32.09,18.45,0.0
2001-03-07,23.42,32.57,15.52,0.0
2001-03-08,25.37,34.13,17.83,0.0
2001-03-09,27.11,35.46,18.6,0.0
2001-03-10,27.49,36.02,19.38,0.0
2001-03-11,26.68,34.62,20.39,0.0
2001-03-12,24.76,34.1,16.81,0.0
2001-03-13,24.65,33.65,16.35,0.0
2001-03-14,25.92,33.88,18.18,0.0
2001-03-15,27.58,34.56,21.14,0.0
2001-03-16,27.68,34.21,21.53,0.0
2001-03-17,28.78,35.31,23.09,0.0
2001-03-18,25.8,30.93,22.04,0.0
2001-03-19,26.91,34.87,19.33,0.0
2001-03-20,26.28,34.38,19.13,0.0
2001-03-21,25.31,33.41,18.28,0.0
2001-03-22,24.7,33.81,15.43,0.0
2001-03-23,25.27,30.51,21.57,0.09
2001-03-24,27.51,35.02,20.6,0.29
2001-03-25,29.98,36.66,23.98,0.08
2001-03-26,26.97,33.91,20.21,0.01
2001-03-27,22.61,30.1,17.19,0.0
2001-03-28,23.3,33.84,13.1,0.0
2001-03-29,26.74,35.71,17.36,0.0
2001-03-30,27.26,35.2,19.08,0.0
2001-03-31,28.69,35.76,22.76,0.0
2001-04-01,28.58,36.54,20.75,0.0
2001-04-02,29.35,38.49,20.16,0.0
2001-04-03,30.32,40.0,21.26,0.0
2001-04-04,30.77,40.32,21.36,0.0
2001-04-05,30.81,40.91,21.33,0.0
2001-04-06,30.1,39.18,21.1,0.0
2001-04-07,28.87,38.2,20.75,0.0
2001-04-08,28.69,37.82,19.09,0.0
2001-04-09,29.72,38.28,20.73,0.0
2001-04-10,30.58,39.25,23.27,0.0
2001-04-11,27.23,36.77,18.52,0.0
2001-04-12,27.54,37.57,18.24,0.0
2001-04-13,29.88,39.61,21.02,0.0
2001-04-14,28.77,37.83,20.21,0.0
2001-04-15,28.9,38.55,19.7,0.0
2001-04-16,29.26,39.0,19.78,0.0
2001-04-17,31.02,40.55,22.2,0.0
2001-04-18,27.85,36.18,20.46,0.0
2001-04-19,25.95,36.17,15.97,0.0
2001-04-20,29.08,39.13,19.03,0.0
2001-04-21,29.52,37.61,21.7,0.0
2001-04-22,29.96,37.79,22.52,0.0
2001-04-23,30.43,36.54,24.44,0.0
2001-04-24,30.65,38.15,24.99,0.0
2001-04-25,30.48,38.59,23.69,0.0
2001-04-26,33.25,42.59,24.76,0.0
2001-04-27,34.86,44.15,26.08,0.0
2001-04-28,35.48,44.83,26.3,0.0
2001-04-29,35.76,44.28,27.65,0.0
2001-04-30,35.14,43.7,27.0,0.0
2001-05-01,35.67,43.71,27.58,0.0
2001-05-02,36.46,44.67,28.0,0.0
2001-05-03,35.86,43.82,28.19,0.0
2001-05-04,34.09,40.81,26.36,0.0
2001-05-05,36.42,43.43,29.12,0.0
2001-05-06,35.63,43.84,28.13,0.0
2001-05-07,32.77,39.34,27.48,0.0
2001-05-08,33.24,42.89,23.29,0.0
2001-05-09,36.02,44.47,26.75,0.0
2001-05-10,34.64,42.37,25.9,0.0
2001-05-11,35.05,42.31,27.48,0.0
2001-05-12,36.17,44.37,28.94,0.0
2001-05-13,36.9,46.05,28.08,0.0
2001-05-14,37.68,46.25,29.71,0.0
2001-05-15,36.85,46.0,27.66,0.0
2001-05-16,37.69,46.29,30.22,0.0
2001-05-17,38.13,46.9,30.96,0.0
2001-05-18,37.99,47.67,28.25,0.0
2001-05-19,37.78,47.77,27.22,0.0
2001-05-20,36.82,45.01,28.24,0.0
2001-05-21,36.02,45.0,28.6,1.37
2001-05-22,33.97,44.18,24.87,0.0
2001-05-23,33.61,44.11,22.75,0.0
2001-05-24,35.53,45.17,25.56,0.0
2001-05-25,35.48,44.92,25.88,0.0
2001-05-26,33.96,43.26,25.05,0.0
2001-05-27,31.54,41.23,21.92,0.0
2001-05-28,32.64,41.37,22.75,0.0
2001-05-29,34.86,43.36,25.16,0.0
2001-05-30,35.61,42.98,26.92,0.0
2001-05-31,36.36,43.8,27.83,0.0
2001-06-01,38.63,46.25,30.49,0.0
2001-06-02,38.23,46.24,30.25,0.0
2001-06-03,38.34,47.22,29.03,0.0
2001-06-04,39.48,48.46,30.6,0.0
2001-06-05,39.91,48.03,31.69,0.0
2001-06-06,39.61,47.93,30.85,0.0
2001-06-07,38.9,47.34,30.44,0.0
2001-06-08,37.87,46.34,29.66,0.0
2001-06-09,38.34,46.5,29.03,0.0
2001-06-10,37.77,45.73,28.95,0.0
2001-06-11,36.33,44.7,28.18,0.0
2001-06-12,34.59,42.97,25.24,0.0
2001-06-13,35.87,42.9,27.68,0.0
2001-06-14,35.81,43.62,30.27,0.06
2001-06-15,36.72,43.62,30.29,0.03
2001-06-16,37.5,44.5,31.05,0.0
2001-06-17,36.37,44.11,27.69,0.0
2001-06-18,37.2,44.46,29.04,0.0
2001-06-19,36.05,44.5,27.6,0.0
2001-06-20,34.35,43.33,25.11,0.0
2001-06-21,34.65,42.54,25.72,0.0
2001-06-22,37.02,44.55,29.28,0.0
2001-06-23,37.6,45.27,29.44,0.0
2001-06-24,37.31,45.12,28.53,0.0
2001-06-25,37.05,44.43,29.58,0.14
2001-06-26,38.21,44.73,31.18,0.13
2001-06-27,39.01,44.89,32.6,0.26
2001-06-28,38.84,44.51,32.98,0.25
2001-06-29,38.75,45.87,31.37,0.0
2001-06-30,38.06,45.7,29.71,0.0
2001-07-01,37.86,45.54,30.04,0.0
2001-07-02,37.94,45.87,29.85,0.0
2001-07-03,37.54,45.45,29.67,0.0
2001-07-04,36.6,45.46,27.61,0.0
2001-07-05,37.42,46.05,27.69,0.0
2001-07-06,39.77,48.19,31.09,0.0
2001-07-07,39.79,47.99,32.86,0.0
2001-07-08,38.88,47.71,30.34,0.0
2001-07-09,39.03,47.97,30.07,0.41
2001-07-10,38.41,44.65,32.37,0.01
2001-07-11,37.95,44.97,31.51,0.01
2001-07-12,36.83,42.19,31.47,0.97
2001-07-13,35.17,40.41,30.14,0.0
2001-07-14,34.5,40.49,28.34,0.08
2001-07-15,35.66,40.95,30.46,0.0
2001-07-16,36.33,42.32,30.43,0.0
2001-07-17,36.22,41.78,31.0,1.49
2001-07-18,36.13,42.2,29.98,0.0
2001-07-19,35.52,41.17,30.57,3.77
2001-07-20,36.22,42.01,30.32,0.31
2001-07-21,37.47,42.53,32.2,0.0
2001-07-22,36.89,43.97,29.37,0.08
2001-07-23,38.08,45.33,31.19,0.0
2001-07-24,39.13,46.29,31.5,0.0
2001-07-25,37.6,43.24,32.31,0.0
2001-07-26,37.48,43.57,30.66,0.0
2001-07-27,38.19,44.2,32.35,0.0
2001-07-28,37.14,42.7,30.63,0.0
2001-07-29,38.39,44.76,31.43,0.0
2001-07-30,38.97,44.49,32.91,0.07
2001-07-31,38.8,43.92,34.27,0.2
2001-08-01,36.76,42.58,31.37,0.03
2001-08-02,36.11,42.95,28.54,0.0
2001-08-03,38.34,45.93,30.67,0.0
2001-08-04,38.45,46.79,29.61,0.05
2001-08-05,35.37,42.8,27.68,0.0
2001-08-06,34.83,42.03,27.75,0.0
2001-08-07,36.22,43.27,29.06,0.0
2001-08-08,35.74,41.96,29.46,0.0
2001-08-09,36.39,42.06,30.11,0.0
2001-08-10,37.81,44.16,31.79,0.0
2001-08-11,39.42,47.4,32.05,0.0
2001-08-12,37.68,44.0,31.74,0.0
2001-08-13,36.81,43.45,29.43,0.0
2001-08-14,38.1,44.51,30.89,0.0
2001-08-15,38.35,44.87,31.93,0.0
2001-08-16,37.26,44.42,29.26,0.0
2001-08-17,38.22,45.42,30.97,0.0
2001-08-18,38.66,46.1,31.97,0.0
2001-08-19,38.58,45.69,30.99,0.01
2001-08-20,38.63,45.69,31.02,0.0
2001-08-21,38.0,45.48,30.76,0.0
2001-08-22,37.0,43.68,29.31,0.0
2001-08-23,37.4,46.25,28.52,0.0
2001-08-24,37.01,44.65,29.01,0.0
2001-08-25,35.44,42.34,28.03,0.0
2001-08-26,34.05,40.3,27.23,0.0
2001-08-27,34.32,40.93,27.23,0.0
2001-08-28,35.37,42.52,27.98,0.0
2001-08-29,36.13,42.73,28.87,0.0
2001-08-30,36.33,43.96,28.21,0.0
2001-08-31,38.19,46.12,31.3,0.0
2001-09-01,38.01,45.8,30.58,0.0
2001-09-02,37.37,43.62,30.53,0.0
2001-09-03,35.58,41.71,29.29,0.0
2001-09-04,35.7,41.98,29.57,0.0
2001-09-05,36.15,44.07,28.67,0.0
2001-09-06,35.67,44.24,28.55,0.0
2001-09-07,36.15,44.38,28.05,0.0
2001-09-08,35.87,44.96,28.45,0.0
2001-09-09,35.76,44.23,27.48,0.0
2001-09-10,34.83,42.68,27.77,0.0
2001-09-11,34.61,42.43,26.59,0.0
2001-09-12,37.31,44.45,30.4,0.0
2001-09-13,37.09,44.93,29.96,0.0
2001-09-14,35.72,42.18,29.64,0.26
2001-09-15,35.14,40.98,28.6,0.0
2001-09-16,33.86,40.01,27.17,0.28
2001-09-17,33.03,40.05,25.76,0.0
2001-09-18,33.61,41.25,26.09,0.0
2001-09-19,34.34,41.42,26.94,0.0
2001-09-20,33.91,39.82,27.26,0.0
2001-09-21,33.38,39.85,26.5,0.0
2001-09-22,34.1,41.26,27.43,0.0
2001-09-23,34.6,41.98,27.28,0.0
2001-09-24,34.13,41.55,26.88,0.0
2001-09-25,34.54,41.89,26.54,0.0
2001-09-26,34.48,42.48,26.8,0.0
2001-09-27,33.56,41.88,25.56,0.0
2001-09-28,33.07,42.76,24.21,0.0
2001-09-29,33.3,41.97,25.25,0.0
2001-09-30,33.32,41.73,25.67,0.0
2001-10-01,35.06,43.01,27.89,0.0
2001-10-02,35.2,42.53,28.01,0.0
2001-10-03,34.2,40.79,27.86,0.25
2001-10-04,34.55,40.43,28.89,0.74
2001-10-05,34.55,40.77,28.65,0.41
2001-10-06,33.72,40.82,26.72,0.0
2001-10-07,32.97,40.34,26.92,0.0
2001-10-08,31.24,39.98,23.31,0.0
2001-10-09,31.14,39.42,23.72,0.0
2001-10-10,32.07,40.56,24.11,0.0
2001-10-11,31.98,40.16,25.12,0.0
2001-10-12,31.17,39.32,23.96,0.0
2001-10-13,30.21,38.19,22.94,0.0
2001-10-14,28.73,36.9,21.25,0.0
2001-10-15,28.8,36.02,21.85,0.0
2001-10-16,30.38,37.36,23.51,0.0
2001-10-17,30.25,36.58,23.52,0.0
2001-10-18,31.06,37.91,24.75,0.0
2001-10-19,30.45,37.69,23.8,0.0
2001-10-20,29.62,37.05,22.72,0.0
2001-10-21,29.57,37.53,22.88,0.0
2001-10-22,29.78,37.71,22.12,0.0
2001-10-23,29.62,37.46,21.66,0.0
2001-10-24,30.19,37.12,23.92,0.0
2001-10-25,29.14,35.87,22.61,0.0
2001-10-26,28.52,36.07,21.34,0.0
2001-10-27,30.4,38.35,24.18,0.0
2001-10-28,30.29,38.82,21.99,0.0
2001-10-29,30.03,39.12,21.7,0.0
2001-10-30,30.04,38.64,22.6,0.0
2001-10-31,29.8,38.64,22.76,0.04
2001-11-01,29.64,38.88,22.01,0.2
2001-11-02,29.29,38.18,21.37,0.0
2001-11-03,28.54,36.68,21.31,0.0
2001-11-04,27.52,35.62,20.24,0.0
2001-11-05,26.83,35.81,18.98,0.0
2001-11-06,26.74,35.87,18.76,0.0
2001-11-07,26.9,35.81,18.46,0.0
2001-11-08,25.69,33.56,18.88,0.0
2001-11-09,25.96,34.16,18.85,0.0
2001-11-10,25.65,33.84,18.6,0.0
2001-11-11,24.73,32.0,18.59,0.0
2001-11-12,25.72,31.91,18.76,0.0
2001-11-13,24.06,30.93,16.49,3.31
2001-11-14,24.35,31.41,17.76,0.0
2001-11-15,24.32,31.6,17.97,0.0
2001-11-16,24.02,30.96,17.96,0.0
2001-11-17,24.09,30.34,19.52,0.0
2001-11-18,23.67,30.18,16.88,0.02
2001-11-19,23.95,30.95,17.57,0.0
2001-11-20,24.57,32.16,18.05,0.0
2001-11-21,22.22,29.12,16.91,0.0
2001-11-22,21.08,29.68,13.66,0.0
2001-11-23,22.44,30.71,14.76,0.0
2001-11-24,24.16,32.04,17.62,0.0
2001-11-25,22.86,30.73,16.81,0.0
2001-11-26,21.92,30.87,14.26,0.0
2001-11-27,22.16,29.49,15.43,0.0
2001-11-28,22.95,30.73,15.94,0.0
2001-11-29,23.61,30.46,17.98,0.0
2001-11-30,24.05,31.33,17.64,0.0
2001-12-01,23.82,30.41,18.06,0.0
2001-12-02,23.53,30.29,17.28,0.0
2001-12-03,24.07,31.73,17.59,0.0
2001-12-04,24.14,30.67,18.29,0.0
2001-12-05,23.83,30.85,16.8,0.0
2001-12-06,23.93,30.81,17.82,0.0
2001-12-07,25.42,33.4,19.02,0.0
2001-12-08,25.57,33.91,18.76,0.0
2001-12-09,25.09,32.81,19.66,0.0
2001-12-10,25.5,34.38,18.75,0.0
2001-12-11,24.94,32.23,19.16,0.0
2001-12-12,24.86,32.2,18.34,0.0
2001-12-13,23.57,30.24,17.91,0.0
2001-12-14,23.25,29.9,17.19,0.0
2001-12-15,24.34,30.49,20.1,0.0
2001-12-16,23.06,30.17,17.11,0.0
2001-12-17,22.65,30.15,16.26,0.0
2001-12-18,23.26,30.62,16.86,0.0
2001-12-19,23.27,30.31,17.39,0.0
2001-12-20,23.24,29.55,17.11,0.0
2001-12-21,23.23,29.65,17.82,0.0
2001-12-22,23.68,30.18,19.47,0.0
2001-12-23,23.1,30.91,16.07,0.0
2001-12-24,21.79,28.13,16.46,0.0
2001-12-25,21.99,29.46,15.65,0.0
2001-12-26,21.99,29.26,15.97,0.0
2001-12-27,22.31,29.42,16.1,0.0
2001-12-28,21.96,28.44,15.99,0.0
2001-12-29,22.04,28.9,15.82,0.0
2001-12-30,21.69,28.13,15.87,0.0
2001-12-31,21.68,28.3,15.59,0.0
2002-01-01,21.02,26.79,15.97,0.0
2002-01-02,21.18,27.21,16.11,0.0
2002-01-03,21.35,28.25,15.0,0.0
2002-01-04,22.65,29.36,16.25,0.0
2002-01-05,21.96,29.07,16.19,0.0
2002-01-06,20.96,27.79,14.8,0.0
2002-01-07,21.34,27.09,15.41,0.0
2002-01-08,21.89,28.18,16.46,0.0
2002-01-09,21.9,28.25,15.75,0.0
2002-01-10,22.05,28.85,16.29,0.0
2002-01-11,21.82,28.1,16.2,0.0
2002-01-12,23.02,28.46,17.91,0.0
2002-01-13,21.01,26.17,16.56,0.02
2002-01-14,17.98,23.43,14.54,0.05
2002-01-15,17.25,24.81,10.61,1.66
2002-01-16,17.49,23.91,11.74,0.0
2002-01-17,17.35,24.58,11.1,0.0
2002-01-18,16.84,23.94,10.18,0.0
2002-01-19,17.56,24.91,10.88,0.0
2002-01-20,17.69,24.82,11.51,0.0
2002-01-21,18.2,25.46,11.94,0.0
2002-01-22,18.46,26.15,11.79,0.0
2002-01-23,17.89,25.9,10.91,0.0
2002-01-24,18.63,27.45,11.62,0.0
2002-01-25,17.11,25.31,10.54,0.0
2002-01-26,17.11,26.07,9.68,0.0
2002-01-27,17.35,26.17,9.73,0.0
2002-01-28,18.33,26.88,10.14,0.0
2002-01-29,19.41,26.74,12.48,0.0
2002-01-30,19.56,26.72,12.21,0.0
2002-01-31,18.57,25.73,12.15,0.0
2002-02-01,16.7,26.06,8.8,0.0
2002-02-02,18.31,28.63,9.53,0.0
2002-02-03,18.52,27.17,11.01,0.0
2002-02-04,18.61,26.66,13.02,0.0
2002-02-05,17.56,25.97,10.3,0.0
2002-02-06,18.18,26.43,12.26,0.0
2002-02-07,17.7,26.35,10.06,0.0
2002-02-08,18.69,27.91,10.55,0.0
2002-02-09,18.56,26.35,13.07,3.29
2002-02-10,19.92,28.26,11.6,0.0
2002-02-11,19.83,26.61,13.03,0.0
2002-02-12,20.44,27.61,13.42,0.0
2002-02-13,20.38,28.5,13.51,0.0
2002-02-14,20.15,27.79,12.77,0.0
2002-02-15,21.39,28.49,14.05,0.0
2002-02-16,19.78,26.2,14.28,0.0
2002-02-17,18.25,27.35,10.16,0.0
2002-02-18,20.5,28.99,12.72,0.0
2002-02-19,21.2,26.33,15.88,0.17
2002-02-20,23.12,29.59,17.36,0.0
2002-02-21,19.84,26.65,13.15,0.0
2002-02-22,18.3,28.57,9.37,0.0
2002-02-23,21.05,30.87,13.14,0.0
2002-02-24,24.02,32.81,17.23,0.0
2002-02-25,24.21,32.03,16.73,0.0
2002-02-26,24.41,33.05,17.06,0.0
2002-02-27,24.64,33.43,17.3,0.0
2002-02-28,24.68,33.35,16.98,0.0
2002-03-01,25.46,34.03,18.27,0.0
2002-03-02,25.35,33.05,18.51,0.0
2002-03-03,24.9,31.44,19.97,0.0
2002-03-04,24.99,32.32,18.76,0.0
2002-03-05,25.17,32.52,19.25,0.0
2002-03-06,25.68,33.44,19.58,0.0
2002-03-07,25.3,33.17,19.21,0.0
2002-03-08,24.01,30.5,18.13,0.0
2002-03-09,24.74,33.55,17.85,0.31
2002-03-10,24.12,31.81,18.65,3.44
2002-03-11,23.58,27.8,20.16,2.75
2002-03-12,23.13,27.99,18.01,0.34
2002-03-13,23.28,31.68,14.93,0.0
2002-03-14,24.07,32.88,15.96,0.0
2002-03-15,24.71,33.98,16.16,0.0
2002-03-16,26.62,34.18,20.12,0.05
2002-03-17,26.22,33.86,18.49,0.0
2002-03-18,24.84,31.91,18.38,0.22
2002-03-19,24.24,28.33,20.63,21.98
2002-03-20,26.84,33.51,20.54,0.0
2002-03-21,28.11,35.52,21.05,0.0
2002-03-22,27.73,35.32,20.23,0.0
2002-03-23,29.03,36.94,22.28,0.0
2002-03-24,26.47,35.88,18.24,0.0
2002-03-25,27.94,37.41,19.48,0.0
2002-03-26,28.9,38.28,20.18,0.0
2002-03-27,29.25,37.59,21.32,0.0
2002-03-28,29.67,37.37,22.68,0.0
2002-03-29,29.98,38.28,22.67,0.0
2002-03-30,30.28,37.84,22.78,0.0
2002-03-31,30.86,38.32,23.79,0.0
2002-04-01,31.43,39.87,23.78,0.0
2002-04-02,31.83,40.06,24.18,0.0
2002-04-03,31.62,40.24,23.24,0.0
2002-04-04,26.83,33.41,20.75,0.0
2002-04-05,24.15,32.54,18.05,0.0
2002-04-06,24.0,32.66,15.89,0.0
2002-04-07,25.95,36.04,15.02,0.0
2002-04-08,27.87,36.05,19.32,0.0
2002-04-09,27.54,35.42,19.07,0.0
2002-04-10,27.99,35.03,21.51,0.0
2002-04-11,27.53,32.63,22.89,0.0
2002-04-12,26.84,31.52,23.06,0.16
2002-04-13,24.26,26.31,22.46,5.18
2002-04-14,25.32,32.25,19.32,0.01
2002-04-15,26.51,34.43,19.28,0.0
2002-04-16,25.98,34.15,17.45,0.0
2002-04-17,28.18,37.04,19.36,0.0
2002-04-18,30.01,38.52,21.15,0.0
2002-04-19,30.31,38.73,21.71,0.0
2002-04-20,30.72,38.86,22.32,0.0
2002-04-21,32.33,40.21,24.32,0.0
2002-04-22,32.38,39.68,26.36,0.0
2002-04-23,29.69,37.52,21.84,0.0
2002-04-24,25.58,34.79,16.25,0.0
2002-04-25,28.85,40.2,17.27,0.0
2002-04-26,30.83,40.23,21.31,0.0
2002-04-27,33.64,44.14,23.74,0.0
2002-04-28,34.84,44.74,25.17,0.0
2002-04-29,34.18,42.73,24.66,0.0
2002-04-30,34.81,43.13,27.96,0.0
2002-05-01,34.48,44.26,26.1,0.0
2002-05-02,34.95,43.88,26.53,0.0
2002-05-03,34.52,43.65,25.48,0.0
2002-05-04,33.26,42.57,23.55,0.0
2002-05-05,34.14,43.04,25.54,0.0
2002-05-06,34.3,43.57,25.5,0.0
2002-05-07,35.04,44.04,25.88,0.0
2002-05-08,35.79,43.88,26.31,0.0
2002-05-09,35.52,43.89,27.29,0.0
2002-05-10,32.79,39.29,27.4,0.46
2002-05-11,32.74,38.95,26.08,0.0
2002-05-12,33.11,37.57,28.04,1.1
2002-05-13,34.71,40.67,28.47,1.31
2002-05-14,31.95,40.16,24.07,0.0
2002-05-15,30.75,41.24,19.49,0.0
2002-05-16,33.48,42.78,23.92,0.0
2002-05-17,35.35,44.26,25.67,0.0
2002-05-18,37.21,46.12,28.86,0.0
2002-05-19,37.5,46.04,30.61,0.0
2002-05-20,36.37,45.86,27.28,0.0
2002-05-21,37.46,45.87,29.94,0.0
2002-05-22,38.29,46.99,30.16,0.0
2002-05-23,37.04,46.85,27.92,0.0
2002-05-24,37.77,46.69,27.64,0.0
2002-05-25,37.07,45.3,29.02,0.0
2002-05-26,36.11,45.08,27.38,0.0
2002-05-27,36.71,46.06,27.27,0.0
2002-05-28,35.49,45.02,27.89,0.0
2002-05-29,35.33,43.62,25.7,0.0
2002-05-30,35.18,43.09,27.59,0.0
2002-05-31,35.18,42.35,28.12,0.0
2002-06-01,34.75,42.98,27.08,0.0
2002-06-02,34.21,41.98,26.21,0.0
2002-06-03,34.93,42.58,26.75,0.0
2002-06-04,34.84,43.09,26.77,0.0
2002-06-05,35.98,44.69,26.77,0.0
2002-06-06,37.82,47.37,28.39,0.0
2002-06-07,38.77,48.84,28.93,0.0
2002-06-08,35.26,45.24,26.0,0.0
2002-06-09,35.64,45.09,25.96,0.0
2002-06-10,36.91,45.33,27.12,1.55
2002-06-11,36.44,43.62,28.65,0.0
2002-06-12,37.08,45.19,29.02,0.0
2002-06-13,37.41,45.41,29.14,0.0
2002-06-14,38.23,46.89,29.82,0.0
2002-06-15,37.86,45.62,30.19,0.0
2002-06-16,39.42,47.81,30.86,0.0
2002-06-17,39.4,47.84,29.96,0.01
2002-06-18,37.08,41.4,32.2,2.94
2002-06-19,37.59,44.72,29.93,0.0
2002-06-20,37.67,46.22,29.34,0.0
2002-06-21,37.55,45.56,29.47,0.0
2002-06-22,35.13,43.58,27.48,0.0
2002-06-23,34.77,44.91,24.41,0.0
2002-06-24,36.2,44.66,27.14,0.0
2002-06-25,37.33,45.09,28.14,0.0
2002-06-26,38.8,45.76,31.47,0.0
2002-06-27,38.17,45.13,30.98,0.0
2002-06-28,37.92,45.21,29.74,0.09
2002-06-29,38.48,45.69,30.8,0.1
2002-06-30,38.51,46.22,30.21,0.03
2002-07-01,38.93,46.1,31.84,0.0
2002-07-02,37.5,45.84,30.05,0.0
2002-07-03,37.05,44.64,29.74,0.0
2002-07-04,37.39,45.48,28.57,0.0
2002-07-05,39.09,46.73,32.74,0.0
2002-07-06,38.8,47.37,30.94,0.11
2002-07-07,37.31,46.13,29.22,0.0
2002-07-08,36.37,44.27,27.52,0.0
2002-07-09,37.51,45.57,28.72,0.97
2002-07-10,38.32,46.34,29.71,0.0
2002-07-11,37.04,45.53,27.97,0.0
2002-07-12,36.65,44.02,28.77,0.0
2002-07-13,37.4,44.45,30.29,0.0
2002-07-14,37.99,45.64,30.0,0.0
2002-07-15,37.08,44.51,28.72,0.0
2002-07-16,36.88,43.89,30.17,0.0
2002-07-17,37.95,46.49,29.66,0.0
2002-07-18,39.97,47.93,31.23,0.0
2002-07-19,38.68,45.58,30.84,0.0
2002-07-20,38.52,45.51,31.51,0.0
2002-07-21,38.13,45.99,30.3,0.04
2002-07-22,39.55,47.71,31.23,0.0
2002-07-23,39.43,47.06,32.33,0.0
2002-07-24,36.48,43.17,29.42,0.06
2002-07-25,35.18,41.41,28.34,0.0
2002-07-26,36.85,44.4,30.3,0.0
2002-07-27,36.92,45.01,30.07,0.0
2002-07-28,34.85,42.26,26.68,0.0
2002-07-29,36.39,43.57,27.62,0.0
2002-07-30,36.26,43.91,28.29,0.0
2002-07-31,37.49,44.24,28.8,0.0
2002-08-01,38.89,45.63,30.91,0.0
2002-08-02,38.41,44.94,31.58,0.0
2002-08-03,37.47,45.74,28.71,0.0
2002-08-04,38.05,46.73,28.9,0.0
2002-08-05,39.83,48.37,31.34,0.0
2002-08-06,39.62,47.66,31.17,0.0
2002-08-07,39.08,46.92,31.1,0.0
2002-08-08,38.18,44.99,30.58,0.0
2002-08-09,37.52,44.02,30.02,0.0
2002-08-10,38.39,44.71,31.61,0.29
2002-08-11,39.12,46.1,33.25,0.0
2002-08-12,37.66,43.7,31.06,0.0
2002-08-13,38.9,45.87,33.07,0.0
2002-08-14,39.22,46.33,32.89,0.0
2002-08-15,38.1,46.03,30.83,0.0
2002-08-16,38.54,46.02,31.0,0.0
2002-08-17,38.92,46.44,31.44,0.0
2002-08-18,37.59,44.95,30.43,0.0
2002-08-19,37.63,45.32,30.48,0.0
2002-08-20,37.7,44.97,30.08,0.0
2002-08-21,38.52,46.03,32.26,0.0
2002-08-22,38.27,45.49,31.43,0.0
2002-08-23,38.65,45.81,32.58,0.0
2002-08-24,37.81,45.08,30.69,0.0
2002-08-25,38.56,45.15,31.45,0.13
2002-08-26,38.14,44.17,32.38,0.0
2002-08-27,39.0,45.79,32.18,0.0
2002-08-28,37.32,42.69,31.43,0.0
2002-08-29,36.71,42.53,31.27,0.0
2002-08-30,35.4,42.51,28.76,0.0
