date,t_mean_c,t_max_c,t_min_c,rain_mm
2006-08-09,38.37,44.24,32.13,0.0
2006-08-10,39.21,45.73,32.53,0.0
2006-08-11,39.71,45.42,34.96,0.68
2006-08-12,39.67,45.94,32.65,0.01
2006-08-13,39.89,45.68,34.06,0.41
2006-08-14,39.57,45.33,33.68,2.55
2006-08-15,39.0,45.16,33.41,0.0
2006-08-16,38.88,45.19,32.08,0.0
2006-08-17,39.68,46.06,33.28,0.0
2006-08-18,38.71,45.67,31.85,0.0
2006-08-19,37.58,44.65,30.74,0.0
2006-08-20,36.33,43.14,29.5,0.0
2006-08-21,36.98,43.36,30.31,0.0
2006-08-22,36.94,43.65,30.03,0.0
2006-08-23,37.17,43.89,29.73,0.0
2006-08-24,36.36,43.22,28.68,0.0
2006-08-25,36.18,42.95,28.95,1.45
2006-08-26,34.8,41.38,27.89,0.0
2006-08-27,35.18,41.7,28.64,0.0
2006-08-28,35.51,42.08,28.67,0.0
2006-08-29,35.27,42.15,28.23,0.0
2006-08-30,36.22,42.85,29.2,0.0
2006-08-31,36.14,42.57,29.06,0.0
2006-09-01,36.85,43.75,29.42,0.0
2006-09-02,36.17,43.15,28.35,0.0
2006-09-03,35.64,41.91,29.25,0.0
2006-09-04,35.52,41.49,29.51,1.62
2006-09-05,34.23,40.13,28.18,1.27
2006-09-06,33.8,39.54,27.89,0.0
2006-09-07,33.75,39.77,27.04,0.0
2006-09-08,35.93,42.36,29.75,0.0
2006-09-09,35.11,41.8,28.23,0.0
2006-09-10,34.93,43.12,27.4,0.0
2006-09-11,35.41,43.81,26.98,0.0
2006-09-12,35.68,43.66,28.1,0.0
2006-09-13,35.79,43.77,28.34,0.0
2006-09-14,34.96,42.36,27.69,0.0
2006-09-15,34.63,41.95,27.45,0.0
2006-09-16,33.67,40.71,26.25,0.0
2006-09-17,32.55,39.89,25.35,0.0
2006-09-18,34.79,41.42,28.0,0.0
2006-09-19,36.03,42.13,30.2,0.0
2006-09-20,36.7,43.07,29.87,0.0
2006-09-21,37.66,43.17,32.11,0.0
2006-09-22,37.14,42.65,31.59,0.0
2006-09-23,36.53,43.39,29.6,0.0
2006-09-24,36.61,43.86,31.04,0.0
2006-09-25,35.46,43.6,27.87,0.0
2006-09-26,33.98,42.42,26.35,0.0
2006-09-27,33.69,41.93,25.98,0.0
2006-09-28,33.06,40.69,25.98,0.0
2006-09-29,31.97,39.18,24.77,0.0
2006-09-30,32.09,38.92,25.75,0.0
2006-10-01,32.44,39.1,26.05,0.0
2006-10-02,33.01,39.82,26.12,0.0
2006-10-03,33.65,41.31,26.25,0.0
2006-10-04,32.61,40.42,25.49,0.0
2006-10-05,32.95,41.67,24.93,0.0
2006-10-06,33.71,41.35,26.41,0.0
2006-10-07,30.87,38.19,24.5,0.0
2006-10-08,30.73,38.69,23.51,0.0
2006-10-09,30.74,38.91,22.91,0.0
2006-10-10,30.39,37.37,24.3,0.0
2006-10-11,30.24,37.14,22.69,0.0
2006-10-12,29.82,35.85,23.59,0.0
2006-10-13,31.62,39.24,24.58,0.0
2006-10-14,32.13,39.66,25.05,0.0
2006-10-15,31.21,38.04,24.65,0.08
2006-10-16,30.06,36.75,23.21,0.08
2006-10-17,31.64,38.98,25.41,0.0
2006-10-18,31.01,38.89,23.49,0.0
2006-10-19,31.3,39.7,23.08,0.0
2006-10-20,31.43,39.53,24.41,0.0
2006-10-21,31.47,39.5,24.27,0.0
2006-10-22,30.6,37.64,23.92,0.0
2006-10-23,30.39,38.06,23.02,0.0
2006-10-24,30.74,37.87,23.64,0.0
2006-10-25,31.59,37.58,25.24,0.49
2006-10-26,30.87,36.34,24.61,0.21
2006-10-27,30.2,35.65,24.6,0.0
2006-10-28,28.93,34.93,23.79,0.0
2006-10-29,29.04,35.85,22.12,0.0
2006-10-30,28.5,35.48,21.67,0.0
2006-10-31,29.08,36.25,22.75,0.0
2006-11-01,29.56,37.48,21.69,0.0
2006-11-02,29.77,37.71,21.83,0.0
2006-11-03,28.3,35.15,22.18,0.0
2006-11-04,27.95,35.24,20.79,0.0
2006-11-05,27.47,34.84,20.75,0.0
2006-11-06,28.81,36.38,22.26,0.1
2006-11-07,29.6,37.31,22.67,0.0
2006-11-08,28.93,36.98,21.29,0.0
2006-11-09,29.19,35.87,23.41,0.0
2006-11-10,28.77,34.56,23.03,0.0
2006-11-11,27.46,33.13,21.82,0.0
2006-11-12,27.09,32.98,21.47,0.0
2006-11-13,26.82,32.8,21.61,0.0
2006-11-14,26.62,32.99,22.1,0.0
2006-11-15,26.54,33.29,21.11,0.0
2006-11-16,26.09,32.66,20.42,0.0
2006-11-17,26.47,32.99,20.88,1.02
2006-11-18,26.52,32.65,20.91,0.08
2006-11-19,26.01,32.33,20.57,0.0
2006-11-20,25.6,31.91,19.9,0.06
2006-11-21,25.29,31.2,20.68,0.05
2006-11-22,23.6,31.09,17.09,0.12
2006-11-23,23.72,31.57,17.11,0.0
2006-11-24,23.64,31.81,17.34,0.0
2006-11-25,24.33,31.81,18.69,0.0
2006-11-26,24.13,30.58,18.03,0.0
2006-11-27,24.22,30.59,18.93,0.0
2006-11-28,23.5,29.67,18.43,0.0
2006-11-29,23.83,30.25,18.86,0.08
2006-11-30,24.04,30.05,19.31,0.0
2006-12-01,24.7,30.65,20.58,0.0
2006-12-02,23.91,29.82,19.0,9.03
2006-12-03,20.29,24.8,15.04,6.46
2006-12-04,16.97,24.15,10.88,0.01
2006-12-05,17.75,23.91,11.48,0.0
2006-12-06,18.48,24.76,12.19,0.0
2006-12-07,20.65,27.88,13.9,0.0
2006-12-08,21.82,27.83,16.31,0.0
2006-12-09,21.67,27.27,17.5,0.17
2006-12-10,20.96,28.34,15.37,0.08
2006-12-11,21.77,27.75,16.02,0.01
2006-12-12,20.79,23.42,17.29,3.7
2006-12-13,20.16,26.28,15.17,0.01
2006-12-14,19.91,25.69,16.08,8.87
2006-12-15,19.93,25.46,15.64,0.05
2006-12-16,21.64,27.55,16.55,0.12
2006-12-17,22.5,30.4,16.18,0.05
2006-12-18,20.84,27.7,15.36,0.13
2006-12-19,17.72,23.38,13.06,0.0
2006-12-20,16.61,24.26,9.99,0.0
2006-12-21,17.68,24.37,12.12,0.09
2006-12-22,17.67,23.59,13.79,0.0
2006-12-23,17.87,24.64,12.68,0.09
2006-12-24,18.63,24.75,14.2,0.0
2006-12-25,17.62,22.94,12.83,0.0
2006-12-26,17.53,24.58,11.37,0.0
2006-12-27,18.67,25.14,12.98,0.0
2006-12-28,19.2,25.52,12.54,0.0
2006-12-29,20.2,26.58,15.79,0.0
2006-12-30,17.84,24.58,13.16,0.0
2006-12-31,15.36,21.52,11.0,0.0
2007-01-01,14.53,22.01,8.3,0.0
2007-01-02,14.69,21.98,8.95,0.0
2007-01-03,13.99,21.22,7.88,0.0
2007-01-04,13.99,22.67,7.36,0.0
2007-01-05,15.06,23.7,6.69,0.0
2007-01-06,15.85,23.34,9.75,0.0
2007-01-07,17.46,24.89,12.21,0.0
2007-01-08,18.94,26.67,12.83,0.0
2007-01-09,18.39,25.57,12.83,0.0
2007-01-10,17.26,24.57,11.3,0.0
2007-01-11,16.77,24.34,10.73,0.0
2007-01-12,18.73,26.26,11.36,0.0
2007-01-13,19.24,26.05,12.98,0.0
2007-01-14,20.45,28.28,14.55,0.06
2007-01-15,20.52,28.28,14.31,0.0
2007-01-16,21.44,29.41,14.84,0.0
2007-01-17,20.33,26.96,15.17,0.09
2007-01-18,19.42,26.13,14.89,0.03
2007-01-19,19.83,25.92,14.37,0.01
2007-01-20,20.71,27.84,15.3,0.0
2007-01-21,20.89,27.2,16.07,0.57
2007-01-22,21.42,28.4,15.26,0.0
2007-01-23,19.93,25.6,15.64,0.0
2007-01-24,18.55,27.49,11.55,0.03
2007-01-25,19.08,27.16,13.26,0.0
2007-01-26,18.51,26.94,11.31,0.0
2007-01-27,18.83,25.98,12.33,0.0
2007-01-28,18.76,26.18,12.49,0.2
2007-01-29,19.04,26.38,12.41,0.06
2007-01-30,20.05,27.23,12.93,0.06
2007-01-31,20.47,28.28,12.84,0.0
2007-02-01,21.93,29.23,14.38,0.0
2007-02-02,23.67,29.57,18.37,0.01
2007-02-03,24.52,30.6,18.47,0.03
2007-02-04,24.99,32.05,18.7,0.0
2007-02-05,25.08,31.43,18.57,0.0
2007-02-06,26.22,33.81,19.84,0.0
2007-02-07,26.69,34.01,20.31,0.0
2007-02-08,25.74,33.47,19.59,0.69
2007-02-09,20.2,26.74,13.72,0.0
2007-02-10,18.8,28.15,10.72,0.0
2007-02-11,20.97,28.94,15.47,0.0
2007-02-12,21.74,29.5,15.88,0.0
2007-02-13,20.77,29.88,12.55,0.0
2007-02-14,22.19,29.04,15.69,0.0
2007-02-15,21.64,29.61,15.46,0.0
2007-02-16,20.16,30.44,11.71,0.0
2007-02-17,21.41,30.76,14.2,0.0
2007-02-18,21.62,30.63,13.85,0.0
2007-02-19,23.09,29.25,17.28,0.0
2007-02-20,23.24,30.21,17.85,0.0
2007-02-21,20.36,27.8,14.35,0.0
2007-02-22,20.26,29.13,13.06,0.0
2007-02-23,23.02,30.78,16.54,0.0
2007-02-24,24.74,32.63,19.26,0.0
2007-02-25,24.68,32.61,18.27,0.0
2007-02-26,24.99,34.25,15.46,0.0
2007-02-27,23.92,32.54,17.5,0.0
2007-02-28,21.01,29.97,13.93,0.0
2007-03-01,23.02,33.02,12.82,0.0
2007-03-02,23.59,32.17,16.1,0.0
2007-03-03,22.44,29.99,16.33,0.0
2007-03-04,22.15,32.08,13.89,0.0
2007-03-05,23.66,32.72,15.58,0.0
2007-03-06,25.15,33.1,17.27,0.0
2007-03-07,26.3,33.94,19.25,0.0
2007-03-08,25.91,34.71,18.52,0.0
2007-03-09,26.69,35.52,18.3,0.0
2007-03-10,27.83,36.67,20.27,0.0
2007-03-11,22.79,30.61,15.17,0.0
2007-03-12,22.02,32.76,11.83,0.0
2007-03-13,25.99,34.98,17.55,0.0
2007-03-14,26.06,35.14,17.93,0.0
2007-03-15,26.8,35.54,19.03,0.0
2007-03-16,25.89,32.9,18.8,0.0
2007-03-17,25.72,33.06,19.41,6.8
2007-03-18,21.45,26.63,18.94,18.9
2007-03-19,20.21,26.48,14.56,0.0
2007-03-20,18.78,27.3,10.88,0.0
2007-03-21,22.66,31.73,14.36,0.0
2007-03-22,24.71,33.19,16.72,0.0
2007-03-23,23.19,29.42,18.64,0.0
2007-03-24,25.21,33.05,18.67,0.0
2007-03-25,25.7,33.76,18.05,0.0
2007-03-26,27.55,35.23,20.14,0.0
2007-03-27,27.97,35.55,20.77,0.0
2007-03-28,27.42,35.62,20.28,0.0
2007-03-29,27.93,35.91,20.35,0.18
2007-03-30,25.92,34.23,19.54,0.0
2007-03-31,24.98,34.23,17.79,0.0
2007-04-01,25.56,33.98,16.77,0.0
2007-04-02,28.62,36.64,21.2,0.35
2007-04-03,28.85,36.63,22.29,0.06
2007-04-04,28.77,35.99,21.69,0.0
2007-04-05,29.57,35.94,21.53,0.0
2007-04-06,32.05,39.55,24.23,0.06
2007-04-07,29.37,37.45,22.78,0.0
2007-04-08,28.34,37.25,19.0,0.0
2007-04-09,31.22,39.25,24.73,0.0
2007-04-10,31.66,39.38,24.08,0.0
2007-04-11,31.66,39.83,23.07,0.0
2007-04-12,31.77,39.74,23.32,0.0
2007-04-13,31.76,39.88,23.61,0.0
2007-04-14,32.82,40.44,25.61,0.0
2007-04-15,31.61,39.95,24.76,0.0
2007-04-16,29.85,39.01,21.59,0.0
2007-04-17,29.75,39.2,21.96,0.0
2007-04-18,30.57,41.01,19.57,0.0
2007-04-19,32.42,41.56,22.94,0.0
2007-04-20,33.4,41.72,25.62,0.0
2007-04-21,33.3,41.79,24.98,0.0
2007-04-22,33.36,41.62,26.6,0.0
2007-04-23,32.67,41.08,24.43,0.0
2007-04-24,33.23,41.87,24.76,0.0
2007-04-25,34.04,42.25,25.84,0.0
2007-04-26,34.53,42.69,26.62,0.0
2007-04-27,34.12,42.74,25.49,0.0
2007-04-28,33.61,41.59,25.17,0.0
2007-04-29,33.82,41.92,25.57,0.0
2007-04-30,33.67,41.29,25.42,0.0
2007-05-01,34.13,42.0,25.96,0.0
2007-05-02,36.46,44.54,29.92,0.0
2007-05-03,34.33,43.13,26.38,0.0
2007-05-04,34.34,43.52,24.63,0.0
2007-05-05,34.8,43.16,25.2,0.0
2007-05-06,35.19,43.47,28.26,0.0
2007-05-07,34.64,43.1,27.38,0.0
2007-05-08,33.13,41.9,24.83,0.0
2007-05-09,34.86,42.19,27.68,0.0
2007-05-10,35.46,41.93,27.99,0.0
2007-05-11,35.58,41.84,28.07,0.0
2007-05-12,36.38,43.26,28.84,0.16
2007-05-13,36.12,43.16,28.09,0.35
2007-05-14,35.09,41.9,28.33,0.06
2007-05-15,35.81,43.22,27.95,0.0
2007-05-16,36.52,44.54,28.18,0.0
2007-05-17,36.86,45.35,28.31,0.0
2007-05-18,36.09,44.12,28.39,0.0
2007-05-19,34.3,42.78,25.93,0.0
2007-05-20,34.2,43.43,24.7,0.0
2007-05-21,33.96,41.91,25.62,0.0
2007-05-22,34.68,41.18,27.16,0.0
2007-05-23,35.03,41.68,27.46,0.0
2007-05-24,35.32,42.94,27.27,0.0
2007-05-25,35.52,42.12,28.3,0.0
2007-05-26,36.04,42.9,29.05,0.0
2007-05-27,36.79,44.34,29.54,0.0
2007-05-28,36.88,44.36,29.07,0.0
2007-05-29,37.35,44.76,29.55,0.91
2007-05-30,36.57,43.06,30.19,1.31
2007-05-31,35.8,42.35,28.71,0.0
2007-06-01,36.29,43.74,28.83,0.0
2007-06-02,36.89,44.3,28.82,0.0
2007-06-03,38.21,46.89,29.03,0.0
2007-06-04,38.29,46.89,29.68,0.0
2007-06-05,36.11,44.69,29.31,0.0
2007-06-06,32.25,37.86,28.51,5.46
2007-06-07,32.83,39.19,26.94,2.92
2007-06-08,34.27,40.14,27.84,0.0
2007-06-09,33.98,40.13,28.02,2.2
2007-06-10,32.87,38.58,26.71,4.95
2007-06-11,35.7,43.3,27.88,0.0
2007-06-12,37.34,44.88,29.72,0.0
2007-06-13,38.22,45.02,29.95,0.0
2007-06-14,40.02,49.18,31.82,0.0
2007-06-15,40.13,49.8,31.97,0.0
2007-06-16,38.84,48.02,31.49,0.0
2007-06-17,37.12,46.96,28.09,0.0
2007-06-18,37.65,45.98,29.71,0.0
2007-06-19,38.17,44.61,31.44,0.0
2007-06-20,38.38,44.3,31.63,0.0
2007-06-21,36.28,40.09,31.42,0.06
2007-06-22,34.94,38.34,30.9,0.0
2007-06-23,36.41,42.93,30.49,0.0
2007-06-24,35.34,40.86,30.03,0.42
2007-06-25,34.28,38.96,30.25,0.0
2007-06-26,34.63,39.12,29.76,0.0
2007-06-27,35.96,39.83,30.13,0.0
2007-06-28,37.45,42.66,32.61,0.0
2007-06-29,37.26,45.23,29.19,0.0
2007-06-30,37.96,45.06,30.95,0.0
2007-07-01,38.67,45.91,31.32,0.0
2007-07-02,39.66,46.74,32.53,0.0
2007-07-03,39.82,46.57,33.13,0.0
2007-07-04,37.99,44.02,32.87,0.0
2007-07-05,38.44,45.38,31.89,0.0
2007-07-06,37.68,45.73,29.59,0.86
2007-07-07,37.03,45.31,29.12,0.0
2007-07-08,37.33,45.47,28.82,0.0
2007-07-09,37.61,45.36,29.57,0.69
2007-07-10,38.34,45.85,30.86,0.0
2007-07-11,39.16,46.77,31.43,0.0
2007-07-12,39.95,47.73,32.09,0.0
2007-07-13,39.9,47.8,32.84,0.0
2007-07-14,38.53,47.09,29.97,0.0
2007-07-15,38.3,47.69,28.88,0.0
2007-07-16,38.0,46.89,29.88,0.0
2007-07-17,36.21,43.19,28.29,0.0
2007-07-18,35.67,42.64,27.72,0.0
2007-07-19,37.43,43.55,30.77,0.0
2007-07-20,38.29,43.19,32.56,0.77
2007-07-21,39.79,46.39,33.38,0.0
2007-07-22,39.97,46.54,34.32,0.0
2007-07-23,38.48,45.17,31.32,0.0
2007-07-24,38.04,45.23,31.18,0.0
2007-07-25,36.09,43.5,28.43,0.0
2007-07-26,35.45,43.57,27.88,0.0
2007-07-27,35.64,42.43,28.64,2.72
2007-07-28,37.32,43.67,31.0,0.0
2007-07-29,38.95,46.06,31.94,0.0
2007-07-30,38.27,45.29,31.56,0.0
2007-07-31,37.77,44.9,30.89,0.0
2007-08-01,37.94,44.55,31.22,0.0
2007-08-02,37.99,45.71,29.94,0.0
2007-08-03,40.07,47.61,32.74,0.0
2007-08-04,39.95,47.16,32.22,0.0
2007-08-05,38.16,44.76,31.08,0.0
2007-08-06,37.85,45.07,30.08,1.77
2007-08-07,38.37,46.09,31.29,0.0
2007-08-08,38.99,45.38,33.1,0.0
2007-08-09,38.65,45.61,31.33,0.03
2007-08-10,38.19,44.76,31.09,0.07
2007-08-11,37.53,44.7,30.26,0.0
2007-08-12,37.61,44.76,29.41,0.0
2007-08-13,39.44,46.27,32.33,0.0
2007-08-14,38.91,45.76,32.2,0.0
2007-08-15,37.82,44.25,31.45,0.2
2007-08-16,37.19,43.43,30.22,0.46
2007-08-17,36.84,43.24,30.82,1.48
2007-08-18,35.19,43.25,27.74,0.0
2007-08-19,35.79,44.03,27.75,0.0
2007-08-20,36.66,43.56,29.11,0.0
2007-08-21,37.06,43.21,29.95,0.0
2007-08-22,37.18,43.71,29.6,0.0
2007-08-23,36.3,42.95,28.92,0.0
2007-08-24,36.07,42.17,29.41,2.24
2007-08-25,35.79,42.72,28.77,0.0
2007-08-26,35.47,43.07,28.56,0.0
2007-08-27,36.01,44.76,28.56,0.0
2007-08-28,35.38,43.1,28.02,0.0
2007-08-29,35.96,43.97,28.2,0.0
2007-08-30,36.08,43.58,28.01,0.0
2007-08-31,36.62,44.39,28.75,0.0
2007-09-01,36.92,45.14,28.57,0.0
2007-09-02,38.43,46.36,30.85,0.0
2007-09-03,36.71,44.63,29.54,0.0
2007-09-04,36.09,43.63,28.39,0.0
2007-09-05,36.87,44.24,29.14,0.24
2007-09-06,37.85,44.58,31.91,0.0
2007-09-07,37.51,45.09,31.1,0.16
2007-09-08,36.36,43.48,29.57,0.0
2007-09-09,34.61,41.18,27.64,0.32
2007-09-10,34.14,40.8,26.78,0.74
2007-09-11,34.44,40.53,27.71,0.0
2007-09-12,35.06,40.88,28.55,0.45
2007-09-13,33.88,40.17,27.47,0.0
2007-09-14,33.4,39.83,26.52,0.0
2007-09-15,34.11,41.51,26.68,0.0
2007-09-16,36.19,42.92,30.31,0.0
2007-09-17,35.86,42.97,28.91,0.05
2007-09-18,34.73,41.52,27.42,0.47
2007-09-19,35.81,43.06,28.63,0.0
2007-09-20,35.7,43.89,27.76,0.0
2007-09-21,34.73,43.03,27.76,0.0
2007-09-22,34.44,43.85,27.09,0.0
2007-09-23,34.82,43.67,26.74,0.0
2007-09-24,33.78,41.96,26.71,0.0
2007-09-25,32.11,39.9,24.31,0.0
2007-09-26,31.4,39.78,23.69,0.0
2007-09-27,32.0,40.46,24.06,0.0
2007-09-28,31.56,40.02,23.37,0.0
2007-09-29,31.63,40.13,24.49,0.0
2007-09-30,31.26,39.39,23.42,0.0
2007-10-01,30.88,39.34,23.03,0.0
2007-10-02,31.01,40.51,22.83,0.0
2007-10-03,31.08,39.62,23.45,0.0
2007-10-04,31.52,39.51,23.79,0.0
2007-10-05,30.52,39.09,23.81,0.0
2007-10-06,28.42,38.1,20.02,0.0
2007-10-07,28.7,38.5,20.85,0.0
2007-10-08,29.98,39.85,21.86,0.0
2007-10-09,31.68,39.96,23.28,0.0
2007-10-10,32.07,39.26,25.2,0.0
2007-10-11,30.58,37.96,24.15,0.0
2007-10-12,28.86,36.83,21.79,0.0
2007-10-13,27.84,36.96,19.84,0.0
2007-10-14,27.49,36.74,19.27,0.0
2007-10-15,29.45,38.12,21.12,0.0
2007-10-16,29.19,37.36,21.25,0.0
2007-10-17,28.53,36.73,20.13,0.0
2007-10-18,28.0,36.19,19.86,0.0
2007-10-19,26.8,34.9,19.37,0.0
2007-10-20,27.57,36.43,19.28,0.0
2007-10-21,28.06,36.52,20.13,0.0
2007-10-22,29.13,37.18,21.59,0.0
2007-10-23,29.91,37.65,22.73,0.0
2007-10-24,28.83,35.91,21.89,0.0
2007-10-25,29.03,36.26,22.36,0.0
2007-10-26,28.96,35.96,22.47,0.0
2007-10-27,28.66,36.16,22.2,0.0
2007-10-28,28.47,36.26,21.0,0.0
2007-10-29,28.84,37.05,22.07,0.0
2007-10-30,28.07,36.84,21.08,0.0
2007-10-31,27.21,36.08,18.35,0.0
2007-11-01,29.08,36.23,21.67,0.0
2007-11-02,29.09,35.06,24.13,0.0
2007-11-03,27.25,31.75,23.72,0.0
2007-11-04,28.92,34.69,23.4,6.21
2007-11-05,29.68,35.31,24.47,0.01
2007-11-06,29.12,35.6,24.18,0.0
2007-11-07,28.35,36.81,21.13,0.0
2007-11-08,28.28,37.13,21.28,0.0
2007-11-09,27.28,35.69,20.93,0.0
2007-11-10,26.89,34.23,22.23,0.0
2007-11-11,25.87,34.01,20.47,0.0
2007-11-12,24.71,33.26,17.87,0.0
2007-11-13,25.09,33.55,18.34,0.0
2007-11-14,25.58,33.89,18.52,0.0
2007-11-15,26.22,34.47,18.43,0.0
2007-11-16,26.29,33.97,18.93,0.0
2007-11-17,26.07,34.12,18.72,0.0
2007-11-18,25.93,33.06,20.36,0.0
2007-11-19,26.08,34.31,19.34,0.0
2007-11-20,26.52,33.97,19.77,0.0
2007-11-21,25.33,32.94,18.59,0.0
2007-11-22,24.49,31.75,17.99,0.0
2007-11-23,24.61,32.0,18.51,0.0
2007-11-24,24.62,31.93,18.32,0.0
2007-11-25,24.76,31.31,19.14,0.0
2007-11-26,24.7,31.78,18.5,0.0
2007-11-27,24.48,31.35,18.4,0.0
2007-11-28,21.75,27.96,16.89,0.0
2007-11-29,19.76,26.78,13.64,0.0
2007-11-30,20.46,27.93,13.88,0.0
2007-12-01,22.24,30.68,15.46,0.0
2007-12-02,22.71,29.47,16.94,0.0
2007-12-03,21.9,27.37,17.06,0.0
2007-12-04,22.95,29.73,17.14,0.0
2007-12-05,23.08,29.72,17.53,0.0
2007-12-06,23.91,30.01,18.38,0.0
2007-12-07,23.8,29.92,18.57,0.0
2007-12-08,23.06,30.1,17.2,0.0
2007-12-09,23.45,31.25,17.24,0.0
2007-12-10,23.1,31.27,17.01,0.0
2007-12-11,21.83,29.59,15.88,0.0
2007-12-12,19.91,27.39,13.56,0.0
2007-12-13,20.18,27.77,13.72,0.0
2007-12-14,21.73,27.72,15.96,0.0
2007-12-15,21.97,28.0,16.34,0.0
2007-12-16,22.11,28.56,16.5,0.0
2007-12-17,21.94,28.14,16.59,0.03
2007-12-18,21.19,28.29,15.35,0.02
2007-12-19,21.82,29.45,16.3,0.0
2007-12-20,21.72,29.3,15.54,0.0
2007-12-21,22.38,29.39,16.51,0.0
2007-12-22,22.08,29.57,15.86,0.0
2007-12-23,21.89,29.48,16.15,0.0
2007-12-24,19.44,26.56,13.62,0.0
2007-12-25,20.5,27.37,14.89,1.18
2007-12-26,20.4,27.81,14.49,0.0
2007-12-27,19.42,26.24,13.83,0.0
2007-12-28,17.52,24.0,12.0,0.0
2007-12-29,17.29,24.68,10.86,0.0
2007-12-30,18.93,26.03,12.21,0.0
2007-12-31,19.04,26.2,12.85,0.0
2008-01-01,19.83,27.64,14.03,0.05
2008-01-02,20.99,28.48,14.54,0.0
2008-01-03,20.8,27.56,13.1,0.0
2008-01-04,20.69,27.48,14.76,0.0
2008-01-05,20.16,26.87,13.88,0.0
2008-01-06,20.91,26.98,15.6,0.01
2008-01-07,16.86,21.31,11.39,0.0
2008-01-08,14.25,21.04,8.63,0.0
2008-01-09,13.85,21.55,7.51,0.0
2008-01-10,15.03,23.09,8.01,0.0
2008-01-11,18.87,26.15,11.48,0.0
2008-01-12,20.56,25.61,15.31,0.12
2008-01-13,22.36,28.24,17.12,1.29
2008-01-14,21.73,27.0,17.19,0.23
2008-01-15,19.68,23.11,16.77,2.34
2008-01-16,16.45,20.14,13.19,5.07
2008-01-17,15.96,23.02,11.5,1.41
2008-01-18,15.22,22.97,9.27,0.05
2008-01-19,15.65,23.3,9.02,0.0
2008-01-20,17.69,25.61,11.87,0.01
2008-01-21,19.52,27.09,12.86,1.54
2008-01-22,20.97,27.47,15.44,0.01
2008-01-23,22.12,28.41,15.92,0.05
2008-01-24,21.98,27.77,16.97,0.0
2008-01-25,18.96,25.03,14.25,0.0
2008-01-26,20.37,27.22,13.34,0.0
2008-01-27,21.37,27.93,15.06,0.09
2008-01-28,21.09,26.88,17.67,0.0
2008-01-29,19.93,27.13,14.65,0.0
2008-01-30,20.74,29.16,13.6,0.0
2008-01-31,22.44,29.04,16.4,0.0
2008-02-01,17.35,22.07,10.93,0.0
2008-02-02,14.72,22.38,8.73,0.0
2008-02-03,14.06,22.03,7.35,0.0
2008-02-04,13.76,19.53,9.16,0.04
2008-02-05,13.77,20.37,9.28,0.1
2008-02-06,12.47,20.11,6.72,0.0
2008-02-07,13.16,22.73,5.43,0.0
2008-02-08,15.19,24.67,7.05,0.0
2008-02-09,18.55,28.75,10.08,0.0
2008-02-10,19.54,29.1,11.46,0.0
2008-02-11,19.67,28.6,11.69,0.0
2008-02-12,20.14,28.48,13.08,0.0
2008-02-13,21.36,31.13,12.8,0.0
2008-02-14,21.75,30.79,13.71,0.0
2008-02-15,23.26,31.86,15.55,0.0
2008-02-16,23.14,31.76,15.14,0.0
2008-02-17,24.29,32.81,17.03,0.0
2008-02-18,24.38,33.77,16.49,0.0
2008-02-19,24.76,34.05,16.89,0.0
2008-02-20,24.78,34.2,17.52,0.0
2008-02-21,18.99,27.2,12.41,0.0
2008-02-22,17.39,26.88,9.12,0.0
2008-02-23,18.39,27.85,10.23,0.0
2008-02-24,19.65,28.67,11.32,0.0
2008-02-25,22.58,31.95,13.63,0.0
2008-02-26,23.12,32.65,14.45,0.0
2008-02-27,24.2,34.12,15.42,0.0
2008-02-28,25.78,36.25,16.75,0.0
2008-02-29,24.46,34.54,16.33,0.0
2008-03-01,22.75,32.8,14.8,0.0
2008-03-02,23.39,34.64,14.0,0.0
2008-03-03,25.8,35.34,19.11,0.0
2008-03-04,25.93,34.3,18.39,0.0
2008-03-05,22.34,31.18,15.86,0.0
2008-03-06,20.06,29.82,11.72,0.0
2008-03-07,20.0,27.53,13.55,0.0
2008-03-08,22.05,31.14,13.78,0.0
2008-03-09,23.1,32.16,14.48,0.0
2008-03-10,23.64,33.52,15.35,0.0
2008-03-11,23.67,34.19,15.38,0.0
2008-03-12,24.67,33.84,16.21,0.0
2008-03-13,24.73,33.74,15.63,0.0
2008-03-14,25.8,34.55,17.05,0.0
2008-03-15,26.39,35.32,18.4,0.0
2008-03-16,26.59,35.48,20.06,0.0
2008-03-17,27.37,38.11,17.7,0.0
2008-03-18,29.03,39.35,20.12,0.0
2008-03-19,29.86,39.39,21.57,0.0
2008-03-20,30.43,39.58,22.26,0.0
2008-03-21,28.47,37.54,20.78,0.0
2008-03-22,25.12,35.81,15.05,0.0
2008-03-23,28.01,38.27,17.64,0.0
2008-03-24,27.71,37.12,18.99,1.15
2008-03-25,27.75,36.88,19.36,0.0
2008-03-26,27.7,36.38,19.51,0.0
2008-03-27,27.29,35.35,19.08,0.0
2008-03-28,27.43,35.74,19.83,0.0
2008-03-29,27.88,36.62,20.07,0.0
2008-03-30,28.14,36.68,20.61,0.0
2008-03-31,28.24,36.74,19.84,0.08
2008-04-01,28.27,36.85,19.39,0.0
2008-04-02,29.35,38.03,20.28,0.0
2008-04-03,27.86,36.71,20.28,0.0
2008-04-04,27.58,38.09,17.52,0.0
2008-04-05,29.58,37.88,22.32,0.0
2008-04-06,31.08,40.39,22.88,0.0
