fid,DERIVED1,AGREE,GREEN,GREEN_IMG,VEGFRAC,HIGH
16091,Residential,same,0,0,0.846,0
16092,Residential,same,0,0,0.319,0
16093,Unmetered,unmetered,0,0,0.102,0
16094,Residential-Commercial,differs,0,0,0.68,0
16095,Unmetered,unmetered,0,1,0.985,0
16096,Unmetered,unmetered,0,0,0.758,0
16097,Residential,same,0,0,0.462,0
16098,Residential,same,0,0,0.652,0
16099,Residential,same,0,0,0.716,0
16100,Residential,same,0,0,0.422,0
16101,Residential,same,0,0,0.656,0
16102,Unmetered,unmetered,0,0,0.62,0
16103,Residential,same,0,0,0.444,0
16104,Residential,same,0,0,0.741,0
16105,Residential,same,0,0,0.797,0
16106,Residential,same,0,0,0.705,0
16107,Unmetered,unmetered,0,0,0.968,0
16108,Unmetered,unmetered,0,0,0.209,0
16109,Unmetered,unmetered,0,0,0.258,0
16110,Unmetered,unmetered,0,0,0.539,0
16111,Unmetered,unmetered,0,0,0.124,0
16112,Residential,same,0,0,0.7,0
16113,Residential,same,0,0,0.833,0
16114,Unmetered,unmetered,0,0,0.5,0
16115,Unmetered,unmetered,0,0,0.949,0
16116,Residential,same,0,0,0.555,0
16117,Unmetered,unmetered,0,0,0.0,0
16118,Residential,same,0,0,0.553,0
16119,Unmetered,unmetered,0,1,0.937,0
16120,Unmetered,unmetered,0,1,0.86,0
16121,Unmetered,unmetered,0,0,0.778,0
16122,Unmetered,unmetered,0,0,0.88,0
16123,Unmetered,unmetered,0,0,0.774,0
16124,Unmetered,unmetered,0,0,0.297,0
16125,Residential,same,0,0,0.507,0
16126,Unmetered,unmetered,0,0,0.97,0
16127,Residential,same,0,0,0.672,0
16128,Unmetered,unmetered,0,0,0.756,0
16129,Residential,same,0,0,0.273,0
16130,Unmetered,unmetered,0,0,1.0,0
16131,Commercial,differs,0,1,0.588,0
16132,Unmetered,unmetered,0,0,0.992,0
16133,Government,new,0,0,0.51,0
16134,Residential,differs,1,1,0.855,0
16135,Unmetered,unmetered,0,0,0.718,0
16136,Unmetered,unmetered,0,0,0.469,0
16137,Unmetered,unmetered,0,0,0.248,0
16138,Unmetered,differs,1,0,0.0,0
16139,Residential,same,0,0,0.331,0
16140,Unmetered,unmetered,0,0,0.178,0
16141,Unmetered,unmetered,0,0,0.226,0
16142,Unmetered,unmetered,0,0,0.0,0
16143,Unmetered,unmetered,0,0,0.0,0
16144,Unmetered,unmetered,0,0,0.237,0
16145,Unmetered,unmetered,0,0,1.0,0
16146,Unmetered,unmetered,0,0,0.941,0
16147,Unmetered,unmetered,0,0,0.0,0
16148,Unmetered,unmetered,0,0,0.022,0
16149,Unmetered,unmetered,0,0,0.246,0
16150,Unmetered,unmetered,0,0,0.813,0
16151,Unmetered,unmetered,0,0,0.704,0
16152,Unmetered,unmetered,0,0,0.476,0
16153,Unmetered,unmetered,0,0,0.26,0
16154,Unmetered,unmetered,0,0,0.605,0
16155,Unmetered,unmetered,0,0,0.242,0
16156,Unmetered,unmetered,0,0,0.317,0
16157,Residential,same,0,0,0.865,0
16158,Unmetered,unmetered,0,0,0.746,0
16159,Unmetered,unmetered,0,0,0.266,0
16160,Unmetered,unmetered,0,0,0.468,0
16161,Unmetered,unmetered,0,0,0.04,0
16162,Unmetered,unmetered,0,0,0.223,0
16163,Unmetered,unmetered,0,0,0.337,0
16164,Unmetered,unmetered,0,0,0.276,0
16165,Residential,same,0,0,0.55,0
16166,Unmetered,unmetered,0,0,0.415,0
16167,Unmetered,unmetered,0,0,0.7,0
16168,Unmetered,unmetered,0,0,0.133,0
16169,Unmetered,unmetered,0,0,0.464,0
16170,Unmetered,unmetered,0,0,0.796,0
16171,Unmetered,unmetered,0,0,0.996,0
16172,Unmetered,unmetered,0,0,0.702,0
16173,Unmetered,unmetered,0,0,0.286,0
16174,Unmetered,unmetered,0,0,0.192,0
16175,Unmetered,unmetered,0,0,0.45,0
16176,Unmetered,unmetered,0,0,0.784,0
16177,Unmetered,unmetered,0,0,0.823,0
16178,Unmetered,unmetered,0,0,0.766,0
16179,Unmetered,unmetered,0,0,0.105,0
16180,Unmetered,unmetered,0,0,0.561,0
16181,Unmetered,unmetered,0,0,1.0,0
16182,Unmetered,unmetered,0,0,0.637,0
16183,Unmetered,unmetered,0,0,0.869,0
16184,Unmetered,unmetered,0,0,0.312,0
16185,Unmetered,unmetered,0,0,0.062,0
16186,Unmetered,unmetered,0,0,1.0,0
16187,Unmetered,unmetered,0,0,0.0,0
16188,Unmetered,unmetered,0,0,0.043,0
16189,Unmetered,unmetered,0,0,0.032,0
16190,Unmetered,unmetered,0,0,0.0,0
16191,Unmetered,unmetered,0,0,0.112,0
16192,Unmetered,unmetered,0,0,0.0,0
16193,Unmetered,unmetered,0,0,0.353,0
16194,Unmetered,unmetered,0,0,0.93,0
16195,Residential,same,0,0,0.792,0
16196,Unmetered,unmetered,0,0,0.766,0
16197,Unmetered,unmetered,0,0,0.475,0
16198,Unmetered,unmetered,0,0,0.107,0
16199,Unmetered,unmetered,0,0,0.241,0
16200,Unmetered,unmetered,0,0,0.261,0
16201,Unmetered,unmetered,0,0,0.213,0
16202,Unmetered,unmetered,0,0,0.808,0
16203,Unmetered,unmetered,0,0,0.25,0
16204,Unmetered,unmetered,0,0,0.149,0
16205,Unmetered,unmetered,0,0,0.623,0
16206,Unmetered,unmetered,0,0,0.282,0
16207,Unmetered,unmetered,0,0,0.006,0
16208,Unmetered,unmetered,0,0,0.006,0
16209,Unmetered,unmetered,0,0,0.0,0
16210,Unmetered,unmetered,0,0,0.0,0
16211,Unmetered,unmetered,0,0,0.236,0
16212,Unmetered,unmetered,0,0,0.468,0
16213,Residential,same,0,0,0.422,0
16214,Residential,same,0,0,0.06,0
16215,Unmetered,unmetered,0,0,0.33,0
16216,Unmetered,unmetered,0,0,0.1,0
16217,Unmetered,unmetered,0,0,0.301,0
16218,Unmetered,unmetered,0,0,0.245,0
16219,Unmetered,unmetered,0,0,1.0,0
16220,Unmetered,unmetered,0,0,0.58,0
16221,Residential,same,0,0,0.518,0
16222,Unmetered,unmetered,0,0,0.828,0
16223,Unmetered,unmetered,0,0,0.687,0
16224,Residential,same,0,0,0.28,0
16225,Unmetered,unmetered,0,0,0.959,0
16226,Unmetered,unmetered,0,0,0.094,0
16227,Unmetered,unmetered,0,0,0.439,0
16228,Unmetered,unmetered,0,0,0.841,0
16229,Unmetered,unmetered,0,0,0.992,0
16230,Unmetered,unmetered,0,0,1.0,0
16231,Residential,same,0,0,0.785,0
16232,Unmetered,unmetered,0,0,0.477,0
16233,Unmetered,unmetered,0,0,0.421,0
16234,Unmetered,unmetered,0,0,0.293,0
16235,Unmetered,unmetered,0,0,0.76,0
16236,Residential,same,0,0,0.979,0
16237,Unmetered,unmetered,0,0,0.808,0
16238,Unmetered,unmetered,0,0,0.288,0
16239,Unmetered,unmetered,0,0,0.281,0
16240,Unmetered,unmetered,0,0,0.757,0
16241,Unmetered,unmetered,0,0,0.447,0
16242,Residential,same,0,0,0.36,0
16243,Unmetered,unmetered,0,0,0.38,0
16244,Unmetered,unmetered,0,0,0.215,0
16245,Unmetered,unmetered,0,0,0.354,0
16246,Unmetered,unmetered,0,0,0.411,0
16247,Unmetered,unmetered,0,0,0.902,0
16248,Residential,same,0,0,0.321,0
16249,Residential,same,0,0,0.809,0
16250,Unmetered,unmetered,0,0,0.48,0
16251,Residential,same,0,0,0.764,0
16252,Residential,same,0,0,0.862,0
16253,Unmetered,unmetered,0,0,0.646,0
16254,Unmetered,unmetered,0,0,0.098,0
16255,Unmetered,unmetered,0,0,0.467,0
16256,Unmetered,unmetered,0,0,0.91,0
16257,Unmetered,unmetered,0,0,0.962,0
16258,Unmetered,unmetered,0,0,0.922,0
16259,Unmetered,unmetered,0,0,0.124,0
16260,Unmetered,unmetered,0,0,0.253,0
16261,Unmetered,unmetered,0,0,0.993,0
16262,Residential,same,0,0,0.685,0
16263,Unmetered,unmetered,0,0,0.459,0
16264,Unmetered,unmetered,0,0,0.209,0
16265,Unmetered,unmetered,0,0,0.0,0
16266,Unmetered,unmetered,0,0,0.056,0
16267,Unmetered,unmetered,0,0,0.074,0
16268,Unmetered,unmetered,0,0,0.201,0
16269,Unmetered,unmetered,0,0,0.576,0
16270,Unmetered,unmetered,0,0,0.514,0
16271,Residential,same,0,0,0.509,0
16272,Unmetered,unmetered,0,0,0.284,0
16273,Residential,differs,1,1,0.939,0
16274,Unmetered,unmetered,0,1,0.971,0
16275,Residential,same,0,0,0.806,0
16276,Residential,same,0,0,0.385,0
16277,Unmetered,unmetered,0,0,0.01,0
16278,Unmetered,unmetered,0,0,0.143,0
16279,Residential,same,0,0,0.51,0
16280,Unmetered,unmetered,0,0,0.09,0
16281,Unmetered,unmetered,0,0,0.597,0
16282,Unmetered,unmetered,0,0,0.014,0
16283,Unmetered,unmetered,0,0,0.068,0
16284,Unmetered,unmetered,0,0,0.425,0
16285,Residential,same,0,0,0.525,0
16286,Unmetered,unmetered,0,0,0.736,0
16287,Residential,same,0,0,0.732,0
16288,Unmetered,unmetered,0,0,0.915,0
16289,Residential,same,0,0,0.588,0
16290,Residential,same,0,0,0.452,0
16291,Unmetered,unmetered,0,0,0.629,0
16292,Unmetered,unmetered,0,0,0.794,0
16293,Unmetered,unmetered,0,0,0.153,0
16294,Residential,same,0,0,0.681,0
16295,Unmetered,unmetered,0,0,0.685,0
16296,Unmetered,unmetered,0,0,0.815,0
16297,Unmetered,unmetered,0,0,0.0,0
16298,Unmetered,unmetered,0,0,0.968,0
16299,Unmetered,unmetered,0,0,0.932,0
16300,Unmetered,unmetered,0,0,0.056,0
16301,Unmetered,unmetered,0,0,0.482,0
16302,Unmetered,unmetered,0,0,0.51,0
16303,Unmetered,unmetered,0,0,0.257,0
16304,Unmetered,unmetered,0,0,0.538,0
16305,Unmetered,unmetered,0,0,0.631,0
16306,Unmetered,unmetered,0,0,0.747,0
16307,Unmetered,unmetered,0,0,0.683,0
16308,Residential-Commercial,differs,0,0,0.1,0
16309,Unmetered,unmetered,0,0,0.546,0
16310,Unmetered,unmetered,0,0,0.279,0
16311,Unmetered,unmetered,0,0,0.568,0
16312,Unmetered,unmetered,0,0,0.63,0
16313,Unmetered,unmetered,0,1,0.742,0
16314,Unmetered,unmetered,0,0,1.0,0
16315,Residential,same,0,0,0.425,0
16316,Residential,same,0,0,0.576,0
16317,Unmetered,unmetered,0,0,1.0,0
16318,Unmetered,unmetered,0,0,0.271,0
16319,Unmetered,unmetered,0,0,0.472,0
16320,Unmetered,unmetered,0,0,0.112,0
16321,Unmetered,unmetered,0,0,0.38,0
16322,Unmetered,unmetered,0,0,0.3,0
16323,Unmetered,unmetered,0,0,0.234,0
16324,Unmetered,unmetered,0,0,0.372,0
16325,Unmetered,unmetered,0,0,0.152,0
16326,Unmetered,unmetered,0,0,0.62,0
16327,Residential,same,0,0,0.541,0
16328,Unmetered,unmetered,0,0,0.078,0
16329,Unmetered,unmetered,0,0,0.531,0
16330,Residential,same,0,0,0.232,0
16331,Unmetered,unmetered,0,0,0.916,0
16332,Unmetered,unmetered,0,0,0.908,0
16333,Residential,same,0,0,0.418,0
16334,Unmetered,unmetered,0,0,0.99,0
16335,Unmetered,unmetered,0,0,0.932,0
16336,Residential,same,0,0,0.576,0
16337,Unmetered,unmetered,0,0,0.853,0
16338,Residential,same,0,0,0.624,0
16339,Unmetered,unmetered,0,0,0.339,0
16340,Unmetered,unmetered,0,0,0.37,0
16341,Unmetered,unmetered,0,0,0.73,0
16342,Unmetered,unmetered,0,0,0.665,0
16343,Unmetered,unmetered,0,0,0.83,0
16344,Unmetered,unmetered,0,1,0.863,0
16345,Unmetered,unmetered,0,0,0.716,0
16346,Residential,same,0,0,0.53,0
16347,Residential,same,0,0,0.346,0
16348,Unmetered,unmetered,0,0,0.702,0
16349,Unmetered,unmetered,0,0,0.824,0
16350,Unmetered,unmetered,0,0,0.136,0
16351,Unmetered,unmetered,0,0,0.238,0
16352,Residential,same,0,0,0.644,0
16353,Unmetered,unmetered,0,0,0.548,0
16354,Unmetered,unmetered,0,0,0.762,0
16355,Residential,same,0,0,0.504,0
16356,Unmetered,unmetered,0,0,0.35,0
16357,Unmetered,unmetered,0,0,0.358,0
16358,Unmetered,unmetered,0,0,0.227,0
16359,Commercial,differs,0,0,0.539,0
16360,Unmetered,unmetered,0,0,0.917,0
16361,Residential,same,0,0,0.388,0
16362,Residential,same,0,0,0.72,0
16363,Residential,same,0,0,0.556,0
16364,Unmetered,unmetered,0,0,0.476,0
16365,Unmetered,unmetered,0,0,0.25,0
16366,Residential,same,0,0,0.014,0
16367,Unmetered,unmetered,0,0,0.693,0
16368,Unmetered,unmetered,0,0,0.42,0
16369,Residential,same,0,0,0.147,0
16370,Unmetered,unmetered,0,0,0.163,0
16371,Unmetered,unmetered,0,0,0.355,0
16372,Residential,same,0,0,0.283,0
16373,Unmetered,unmetered,0,0,0.542,0
16374,Residential,same,0,0,0.833,0
16375,Unmetered,unmetered,0,0,0.602,0
16376,Residential,same,0,0,0.436,0
16377,Unmetered,unmetered,0,0,0.514,0
16378,Residential,same,0,0,0.353,0
16379,Residential,same,0,0,0.337,0
16380,Unmetered,unmetered,0,0,0.556,0
16381,Unmetered,unmetered,0,0,0.787,0
16382,Residential,same,0,0,0.687,0
16383,Residential,same,0,0,0.622,0
16384,Residential,same,0,0,0.393,0
16385,Residential,same,0,0,0.347,0
16386,Residential,same,0,0,0.141,0
16387,Residential,same,0,0,0.947,0
16388,Commercial,differs,0,0,0.435,0
16389,Residential,same,0,0,0.8,0
16390,Unmetered,unmetered,0,0,0.072,0
16391,Residential,same,0,0,0.414,0
16392,Unmetered,unmetered,0,0,1.0,0
16393,Unmetered,unmetered,0,0,0.97,0
16394,Unmetered,unmetered,0,0,0.932,0
16395,Unmetered,unmetered,0,0,0.866,0
16396,Unmetered,unmetered,0,1,0.633,0
16397,Residential,differs,1,1,0.747,0
16398,Unmetered,differs,1,1,0.643,0
16399,Unmetered,unmetered,0,0,1.0,0
16400,Residential,same,0,0,0.627,0
16401,Unmetered,unmetered,0,0,0.297,0
16402,Unmetered,unmetered,0,0,0.141,0
16403,Unmetered,unmetered,0,0,0.351,0
16404,Commercial,same,0,0,0.707,0
16405,Unmetered,unmetered,0,0,0.504,0
16406,Residential,same,0,0,0.755,0
16407,Unmetered,unmetered,0,1,1.0,0
16408,Unmetered,unmetered,0,0,0.925,0
16409,Unmetered,unmetered,0,0,0.545,0
16410,Unmetered,differs,1,0,0.532,0
16411,Unmetered,unmetered,0,1,0.933,0
16412,Unmetered,unmetered,0,1,0.953,0
16413,Unmetered,unmetered,0,0,0.189,0
16414,Residential,same,0,0,0.791,0
16415,Unmetered,unmetered,0,0,0.074,0
16416,Unmetered,unmetered,0,0,0.116,0
16417,Unmetered,unmetered,0,0,0.253,0
16418,Unmetered,unmetered,0,0,0.899,0
16419,Unmetered,differs,1,1,0.86,0
16420,Residential,differs,1,0,0.448,0
16421,Residential,differs,1,1,0.907,0
16422,Residential,differs,1,1,0.815,0
16423,Residential,differs,1,1,0.864,0
16424,Residential,differs,1,1,0.879,0
16425,Residential,differs,1,1,0.803,0
16426,Unmetered,unmetered,0,1,0.941,0
16427,Unmetered,unmetered,0,0,0.781,0
16428,Residential,same,0,0,0.383,0
16429,Unmetered,unmetered,0,0,0.176,0
16430,Residential,same,0,1,0.757,0
16431,Unmetered,unmetered,0,0,1.0,0
16432,Residential,same,0,0,0.635,0
16433,Unmetered,unmetered,0,0,1.0,0
16434,Unmetered,unmetered,0,1,0.573,0
16435,Unmetered,unmetered,0,0,0.778,0
16436,Unmetered,unmetered,0,0,0.53,0
16437,Unmetered,unmetered,0,0,0.774,0
16438,Unmetered,unmetered,0,1,0.9,0
16439,Residential,same,0,0,0.66,0
16440,Residential,same,0,0,0.5,0
16441,Residential-Commercial,differs,0,0,0.268,0
16442,Unmetered,unmetered,0,0,1.0,0
16443,Residential,same,0,0,0.726,0
16444,Residential-Commercial,same,0,0,0.23,0
16445,Residential-Commercial,differs,0,0,0.33,0
16446,Residential,same,0,0,0.613,0
16447,Unmetered,unmetered,0,0,0.706,0
16448,Residential,same,0,0,0.111,0
16449,Residential,same,0,0,0.114,0
16450,Unmetered,unmetered,0,0,0.568,0
16451,Unmetered,unmetered,0,0,0.833,0
16452,Unmetered,unmetered,0,0,0.95,0
16453,Unmetered,unmetered,0,0,0.161,0
16454,Unmetered,unmetered,0,0,0.527,0
16455,Unmetered,unmetered,0,0,0.549,0
16456,Unmetered,unmetered,0,0,0.069,0
16457,Residential,same,0,0,0.42,0
16458,Commercial,differs,0,0,0.201,0
16459,Residential,same,0,0,0.665,0
16460,Residential-Commercial,same,0,0,0.317,0
16461,Residential-Commercial,differs,0,0,0.064,0
16462,Unmetered,unmetered,0,0,0.181,0
16463,Residential-Commercial,same,0,0,0.149,0
16464,Government,differs,0,0,0.073,0
16465,Residential,same,0,0,0.128,0
16466,Residential,same,0,0,0.284,0
16467,Unmetered,unmetered,0,0,0.161,0
16468,Commercial,differs,0,0,0.258,0
16469,Residential-Commercial,differs,0,0,0.474,0
16470,Residential-Commercial,same,0,0,0.206,0
16471,Commercial,differs,0,0,0.14,0
16472,Residential,differs,0,0,0.194,0
16473,Unmetered,unmetered,0,0,0.208,0
16474,Unmetered,unmetered,0,0,0.295,0
16475,Unmetered,unmetered,0,0,0.806,0
16476,Residential-Commercial,differs,0,0,0.175,0
16477,Commercial,differs,0,0,0.018,0
16478,Residential-Commercial,differs,0,0,0.093,0
16479,Residential-Commercial,differs,0,0,0.123,0
16480,Residential-Commercial,same,0,0,0.505,0
16481,Residential,same,0,0,0.095,0
16482,Unmetered,unmetered,0,0,0.34,0
16483,Residential,same,0,0,0.017,0
16484,Government,new,0,0,0.309,0
16485,Residential-Commercial,differs,0,0,0.497,0
16486,Commercial,same,0,0,0.383,0
16487,Unmetered,unmetered,0,0,0.681,0
16488,Unmetered,unmetered,0,0,0.398,0
16489,Residential,same,0,0,0.689,0
16490,Unmetered,unmetered,0,0,0.453,0
16491,Unmetered,unmetered,0,0,0.322,0
16492,Unmetered,unmetered,0,0,0.42,0
16493,Unmetered,unmetered,0,0,0.409,0
16494,Unmetered,unmetered,0,0,0.461,0
16495,Residential-Commercial,differs,0,0,0.524,0
16496,Commercial,differs,0,0,0.342,0
16497,Unmetered,unmetered,0,0,0.619,0
16498,Unmetered,unmetered,0,0,0.935,0
16499,Residential,same,0,0,0.398,0
16500,Unmetered,unmetered,0,0,0.212,0
16501,Unmetered,unmetered,0,0,0.123,0
16502,Residential,new,0,0,0.235,0
16503,Unmetered,new,1,0,0.748,0
16504,Unmetered,differs,1,1,0.896,0
16505,Residential,same,0,0,0.524,0
16506,Residential,same,0,0,0.293,0
16507,Residential,same,0,0,0.389,0
16508,Unmetered,unmetered,0,0,0.755,0
16509,Residential,same,0,0,0.583,0
16510,Unmetered,unmetered,0,0,0.583,0
16511,Unmetered,unmetered,0,0,0.258,0
16512,Unmetered,unmetered,0,0,0.709,0
16513,Unmetered,unmetered,0,0,0.562,0
16514,Residential,same,0,0,0.372,0
16515,Residential,same,0,0,0.865,0
16516,Government,differs,0,0,0.302,0
16517,Commercial,differs,0,0,0.101,0
16518,Unmetered,unmetered,0,0,0.003,0
16519,Unmetered,unmetered,0,0,0.0,0
16520,Unmetered,unmetered,0,0,0.098,0
16521,Unmetered,unmetered,0,0,0.042,0
16522,Unmetered,unmetered,0,0,0.872,0
16523,Unmetered,unmetered,0,0,0.995,0
16524,Unmetered,unmetered,0,0,0.229,0
16525,Residential,differs,0,1,0.567,0
16526,Unmetered,unmetered,0,0,0.146,0
16527,Unmetered,unmetered,0,1,0.736,0
16528,Unmetered,unmetered,0,0,0.212,0
16529,Unmetered,unmetered,0,0,1.0,0
16530,Unmetered,unmetered,0,0,0.996,0
16531,Unmetered,unmetered,0,0,0.295,0
16532,Unmetered,unmetered,0,0,0.75,0
16533,Unmetered,unmetered,0,0,0.158,0
16534,Unmetered,unmetered,0,0,0.04,0
16535,Residential,same,0,0,0.426,0
16536,Unmetered,unmetered,0,0,0.096,0
16537,Unmetered,unmetered,0,0,0.102,0
16538,Unmetered,unmetered,0,0,0.153,0
16539,Unmetered,unmetered,0,0,0.133,0
16540,Unmetered,unmetered,0,0,0.036,0
16541,Unmetered,unmetered,0,0,0.359,0
16542,Residential,same,0,0,0.701,0
16543,Unmetered,unmetered,0,0,0.179,0
16544,Unmetered,unmetered,0,0,0.076,0
16545,Unmetered,unmetered,0,0,0.223,0
16546,Unmetered,unmetered,0,0,0.016,0
16547,Unmetered,unmetered,0,0,0.054,0
16548,Unmetered,unmetered,0,0,0.146,0
16549,Unmetered,unmetered,0,0,0.467,0
16550,Residential,same,0,0,0.37,0
16551,Residential,same,0,0,0.493,0
16552,Residential,same,0,0,0.498,0
16553,Unmetered,unmetered,0,0,0.243,0
16554,Unmetered,unmetered,0,0,0.285,0
16555,Unmetered,unmetered,0,0,0.847,0
16556,Unmetered,unmetered,0,0,0.384,0
16557,Residential,same,0,0,0.747,0
16558,Unmetered,unmetered,0,0,0.283,0
16559,Unmetered,unmetered,0,0,0.066,0
16560,Unmetered,unmetered,0,0,0.018,0
16561,Residential,same,0,0,0.391,0
16562,Unmetered,unmetered,0,0,0.492,0
16563,Residential,same,0,0,0.303,0
16564,Unmetered,unmetered,0,0,0.411,0
16565,Unmetered,unmetered,0,0,0.545,0
16566,Unmetered,unmetered,0,1,0.905,0
16567,Residential,same,0,0,0.567,0
16568,Unmetered,unmetered,0,0,0.943,0
16569,Unmetered,unmetered,0,0,0.893,0
16570,Residential,same,0,0,0.518,0
16571,Unmetered,unmetered,0,0,0.764,0
16572,Residential,same,0,0,0.692,0
16573,Unmetered,unmetered,0,0,0.378,0
16574,Unmetered,unmetered,0,0,0.949,0
16575,Unmetered,unmetered,0,0,0.292,0
16576,Unmetered,unmetered,0,0,0.03,0
16577,Unmetered,unmetered,0,0,0.0,0
16578,Unmetered,unmetered,0,0,0.063,0
16579,Unmetered,unmetered,0,0,0.062,0
16580,Unmetered,unmetered,0,0,0.066,0
16581,Unmetered,unmetered,0,0,0.05,0
16582,Residential,same,0,0,0.077,0
16583,Residential,same,0,0,0.379,0
16584,Unmetered,unmetered,0,0,0.565,0
16585,Unmetered,unmetered,0,0,0.169,0
16586,Unmetered,unmetered,0,0,0.377,0
16587,Unmetered,unmetered,0,0,0.425,0
16588,Unmetered,unmetered,0,0,0.348,0
16589,Unmetered,unmetered,0,0,0.279,0
16590,Unmetered,unmetered,0,1,0.566,0
16591,Unmetered,unmetered,0,0,0.159,0
16592,Commercial,differs,0,1,0.677,0
16593,Unmetered,unmetered,0,0,1.0,0
16594,Unmetered,unmetered,0,0,0.946,0
16595,Unmetered,unmetered,0,1,0.95,0
16596,Unmetered,unmetered,0,1,0.976,0
16597,Unmetered,unmetered,0,1,0.993,0
16598,Unmetered,unmetered,0,0,0.334,0
16599,Unmetered,unmetered,0,0,0.592,0
16600,Unmetered,unmetered,0,0,0.933,0
16601,Unmetered,unmetered,0,0,0.245,0
16602,Unmetered,unmetered,0,1,0.94,0
16603,Unmetered,unmetered,0,1,0.95,0
16604,Unmetered,unmetered,0,0,0.768,0
16605,Unmetered,unmetered,0,0,0.373,0
16606,Unmetered,unmetered,0,0,0.906,0
16607,Unmetered,unmetered,0,0,0.859,0
16608,Unmetered,unmetered,0,0,0.945,0
16609,Unmetered,unmetered,0,0,0.966,0
16610,Residential,same,0,0,0.755,0
16611,Unmetered,unmetered,0,0,0.648,0
16612,Unmetered,unmetered,0,0,0.925,0
16613,Residential,same,0,0,0.635,0
16614,Unmetered,unmetered,0,0,0.592,0
16615,Unmetered,unmetered,0,0,0.764,0
16616,Unmetered,unmetered,0,0,0.636,0
16617,Residential,same,0,0,0.638,0
16618,Unmetered,unmetered,0,0,0.981,0
16619,Unmetered,unmetered,0,0,0.856,0
16620,Residential,same,0,0,0.426,0
16621,Unmetered,unmetered,0,0,0.951,0
16622,Residential,same,0,0,0.464,0
16623,Unmetered,unmetered,0,0,0.199,0
16624,Unmetered,unmetered,0,0,0.03,0
16625,Residential,same,0,0,0.768,0
16626,Unmetered,unmetered,0,0,0.176,0
16627,Unmetered,unmetered,0,0,0.971,0
16628,Unmetered,unmetered,0,0,0.094,0
16629,Residential,same,0,0,0.669,0
16630,Residential,same,0,0,0.646,0
16631,Residential,same,0,1,0.938,0
16632,Unmetered,unmetered,0,0,0.458,0
16633,Unmetered,unmetered,0,0,0.468,0
16634,Unmetered,unmetered,0,0,0.061,0
16635,Unmetered,unmetered,0,0,0.364,0
16636,Unmetered,unmetered,0,0,0.072,0
16637,Unmetered,unmetered,0,0,0.333,0
16638,Unmetered,unmetered,0,0,0.079,0
16639,Unmetered,unmetered,0,0,0.213,0
16640,Unmetered,unmetered,0,0,0.168,0
16641,Unmetered,unmetered,0,0,0.676,0
16642,Unmetered,unmetered,0,0,0.184,0
16643,Unmetered,unmetered,0,0,0.514,0
16644,Unmetered,unmetered,0,0,0.437,0
16645,Unmetered,unmetered,0,0,0.266,0
16646,Unmetered,unmetered,0,0,0.719,0
16647,Unmetered,unmetered,0,0,0.119,0
16648,Unmetered,unmetered,0,0,0.008,0
16649,Unmetered,unmetered,0,0,0.555,0
16650,Unmetered,unmetered,0,0,0.118,0
16651,Residential,same,0,0,0.286,0
16652,Unmetered,unmetered,0,0,0.621,0
16653,Unmetered,unmetered,0,0,0.254,0
16654,Unmetered,unmetered,0,0,0.332,0
16655,Unmetered,unmetered,0,0,0.506,0
16656,Unmetered,unmetered,0,0,0.498,0
16657,Unmetered,unmetered,0,0,0.772,0
16658,Unmetered,unmetered,0,0,0.623,0
16659,Unmetered,unmetered,0,0,0.625,0
16660,Unmetered,unmetered,0,0,0.823,0
16661,Unmetered,unmetered,0,0,0.719,0
16662,Unmetered,unmetered,0,0,0.377,0
16663,Unmetered,unmetered,0,0,0.634,0
16664,Residential,same,0,0,0.372,0
16665,Unmetered,unmetered,0,0,0.668,0
16666,Unmetered,unmetered,0,0,0.126,0
16667,Unmetered,unmetered,0,0,0.118,0
16668,Unmetered,unmetered,0,0,0.53,0
16669,Residential,same,0,0,0.655,0
16670,Unmetered,unmetered,0,0,0.0,0
16671,Unmetered,unmetered,0,0,0.123,0
16672,Unmetered,unmetered,0,0,0.802,0
16673,Unmetered,unmetered,0,0,0.683,0
16674,Unmetered,unmetered,0,0,0.997,0
16675,Unmetered,unmetered,0,0,0.0,0
16676,Unmetered,unmetered,0,0,0.089,0
16677,Unmetered,unmetered,0,0,0.008,0
16678,Unmetered,unmetered,0,0,0.024,0
16679,Unmetered,unmetered,0,0,0.035,0
16680,Unmetered,unmetered,0,0,0.005,0
16681,Unmetered,unmetered,0,0,0.0,0
16682,Unmetered,unmetered,0,1,0.676,0
16683,Unmetered,unmetered,0,1,0.626,0
16684,Unmetered,unmetered,0,0,0.878,0
16685,Residential,same,0,0,0.685,0
16686,Unmetered,unmetered,0,0,0.305,0
16687,Residential,same,0,0,0.488,0
16688,Unmetered,unmetered,0,0,0.345,0
16689,Unmetered,unmetered,0,0,0.835,0
16690,Residential,same,0,1,0.667,0
16691,Unmetered,unmetered,0,0,0.767,0
16692,Residential,same,0,0,0.494,0
16693,Unmetered,unmetered,0,0,0.929,0
16694,Residential,same,0,0,0.424,0
16695,Unmetered,unmetered,0,0,0.96,0
16696,Unmetered,unmetered,0,0,0.948,0
16697,Commercial,differs,0,0,0.493,0
16698,Unmetered,unmetered,0,0,0.0,0
16699,Unmetered,unmetered,0,0,0.008,0
16700,Unmetered,unmetered,0,0,0.396,0
16701,Unmetered,unmetered,0,0,0.002,0
16702,Unmetered,unmetered,0,0,0.003,0
16703,Residential,same,0,0,0.262,0
