fid,DERIVED1,AGREE,GREEN,GREEN_IMG,VEGFRAC,HIGH
70412,Unmetered,unmetered,0,0,0.02,0
70413,Unmetered,unmetered,0,0,0.174,0
70414,Unmetered,unmetered,0,0,0.036,0
70415,Unmetered,unmetered,0,0,0.23,0
70416,Unmetered,unmetered,0,0,0.255,0
70417,Unmetered,unmetered,0,0,0.044,0
70418,Unmetered,unmetered,0,0,0.309,0
70419,Unmetered,unmetered,0,0,0.417,0
70420,Unmetered,unmetered,0,0,0.246,0
70421,Unmetered,unmetered,0,0,0.544,0
70422,Unmetered,unmetered,0,0,0.538,0
70423,Unmetered,unmetered,0,0,0.548,0
70424,Unmetered,unmetered,0,0,0.582,0
70425,Unmetered,unmetered,0,0,0.352,0
70426,Unmetered,unmetered,0,0,0.682,0
70427,Unmetered,unmetered,0,0,0.216,0
70428,Unmetered,unmetered,0,0,0.634,0
70429,Unmetered,unmetered,0,0,0.554,0
70430,Unmetered,unmetered,0,0,0.402,0
70431,Unmetered,unmetered,0,0,0.466,0
70432,Unmetered,unmetered,0,0,0.335,0
70433,Unmetered,unmetered,0,0,0.562,0
70434,Unmetered,unmetered,0,0,0.486,0
70435,Unmetered,unmetered,0,0,0.074,0
70436,Unmetered,unmetered,0,0,0.171,0
70437,Unmetered,unmetered,0,0,0.389,0
70438,Unmetered,unmetered,0,0,0.039,0
70439,Unmetered,unmetered,0,0,0.26,0
70440,Unmetered,unmetered,0,0,0.254,0
70441,Unmetered,unmetered,0,0,0.032,0
70442,Unmetered,unmetered,0,0,0.324,0
70443,Unmetered,unmetered,0,0,0.296,0
70444,Unmetered,unmetered,0,0,0.094,0
70445,Unmetered,unmetered,0,0,0.196,0
70446,Unmetered,unmetered,0,0,0.256,0
70447,Unmetered,unmetered,0,0,0.034,0
70448,Unmetered,unmetered,0,0,0.102,0
70449,Unmetered,unmetered,0,0,1.0,0
70450,Unmetered,unmetered,0,0,0.553,0
70451,Unmetered,unmetered,0,0,0.568,0
70452,Unmetered,unmetered,0,0,0.878,0
70453,Unmetered,unmetered,0,0,0.726,0
70454,Unmetered,unmetered,0,0,0.532,0
70455,Unmetered,unmetered,0,0,0.547,0
70456,Unmetered,unmetered,0,0,0.82,0
70457,Unmetered,unmetered,0,0,0.841,0
70458,Unmetered,unmetered,0,0,0.596,0
70459,Unmetered,unmetered,0,0,0.062,0
70460,Unmetered,unmetered,0,0,0.259,0
70461,Unmetered,unmetered,0,0,0.179,0
70462,Unmetered,unmetered,0,0,0.01,0
70463,Unmetered,unmetered,0,0,0.076,0
70464,Unmetered,unmetered,0,0,0.072,0
70465,Unmetered,unmetered,0,0,0.046,0
70466,Unmetered,unmetered,0,0,0.01,0
70467,Unmetered,unmetered,0,0,0.086,0
70468,Unmetered,unmetered,0,0,0.131,0
70469,Unmetered,unmetered,0,0,0.165,0
70470,Unmetered,unmetered,0,0,0.163,0
70471,Unmetered,unmetered,0,0,0.378,0
70472,Unmetered,unmetered,0,0,0.169,0
70473,Unmetered,unmetered,0,0,0.288,0
70474,Unmetered,unmetered,0,0,0.13,0
70475,Unmetered,unmetered,0,0,0.3,0
70476,Unmetered,unmetered,0,0,0.038,0
70477,Unmetered,unmetered,0,0,0.109,0
70478,Unmetered,unmetered,0,0,0.43,0
70479,Unmetered,unmetered,0,0,0.449,0
70480,Unmetered,unmetered,0,0,0.153,0
70481,Unmetered,unmetered,0,0,0.45,0
70482,Unmetered,unmetered,0,0,0.202,0
70483,Unmetered,unmetered,0,0,0.108,0
70484,Unmetered,unmetered,0,0,0.222,0
70485,Unmetered,unmetered,0,0,0.107,0
70486,Unmetered,unmetered,0,0,0.046,0
70487,Unmetered,unmetered,0,0,0.614,0
70488,Unmetered,unmetered,0,0,0.086,0
70489,Unmetered,unmetered,0,0,0.419,0
70490,Unmetered,unmetered,0,0,0.175,0
70491,Unmetered,unmetered,0,0,0.524,0
70492,Unmetered,unmetered,0,0,0.313,0
70493,Unmetered,unmetered,0,0,0.02,0
70494,Unmetered,unmetered,0,0,0.016,0
70495,Unmetered,unmetered,0,0,0.288,0
70496,Unmetered,unmetered,0,0,0.092,0
70497,Unmetered,unmetered,0,0,0.144,0
70498,Unmetered,unmetered,0,0,0.046,0
70499,Unmetered,unmetered,0,0,0.34,0
70500,Unmetered,unmetered,0,0,0.238,0
70501,Unmetered,unmetered,0,0,0.25,0
70502,Unmetered,unmetered,0,0,0.528,0
70503,Unmetered,unmetered,0,0,0.245,0
70504,Unmetered,unmetered,0,0,0.063,0
70505,Unmetered,unmetered,0,0,0.248,0
70506,Unmetered,unmetered,0,0,0.384,0
70507,Unmetered,unmetered,0,0,0.132,0
70508,Unmetered,unmetered,0,0,0.685,0
70509,Unmetered,unmetered,0,0,0.564,0
70510,Unmetered,unmetered,0,0,0.261,0
70511,Unmetered,unmetered,0,0,0.063,0
70512,Unmetered,unmetered,0,0,0.174,0
70513,Unmetered,unmetered,0,0,0.154,0
70514,Unmetered,unmetered,0,0,0.268,0
70515,Unmetered,unmetered,0,0,0.552,0
70516,Unmetered,unmetered,0,0,0.075,0
70517,Unmetered,unmetered,0,0,0.353,0
70518,Unmetered,unmetered,0,0,0.233,0
70519,Unmetered,unmetered,0,0,0.306,0
70520,Unmetered,unmetered,0,0,0.42,0
70521,Unmetered,unmetered,0,0,0.512,0
70522,Unmetered,unmetered,0,0,0.344,0
70523,Unmetered,unmetered,0,0,0.578,0
70524,Unmetered,unmetered,0,0,0.148,0
70525,Unmetered,unmetered,0,0,0.492,0
70526,Unmetered,unmetered,0,0,0.422,0
70527,Unmetered,unmetered,0,0,0.262,0
70528,Unmetered,unmetered,0,0,0.02,0
70529,Unmetered,unmetered,0,0,0.292,0
70530,Unmetered,unmetered,0,0,0.28,0
70531,Unmetered,unmetered,0,0,0.454,0
70532,Unmetered,unmetered,0,0,0.138,0
70533,Unmetered,unmetered,0,0,0.215,0
70534,Unmetered,unmetered,0,0,0.204,0
70535,Unmetered,unmetered,0,0,0.244,0
70536,Unmetered,unmetered,0,0,0.084,0
70537,Unmetered,unmetered,0,0,0.364,0
70538,Unmetered,unmetered,0,0,0.259,0
70539,Unmetered,unmetered,0,0,0.344,0
70540,Unmetered,unmetered,0,0,0.488,0
70541,Unmetered,unmetered,0,0,0.528,0
70542,Unmetered,unmetered,0,0,0.312,0
70543,Unmetered,unmetered,0,0,0.25,0
70544,Unmetered,unmetered,0,0,0.328,0
70545,Unmetered,unmetered,0,0,0.14,0
70546,Unmetered,unmetered,0,0,0.009,0
70547,Unmetered,unmetered,0,0,0.0,0
70548,Unmetered,unmetered,0,0,0.078,0
70549,Unmetered,unmetered,0,0,0.0,0
70550,Unmetered,unmetered,0,0,0.0,0
70551,Unmetered,unmetered,0,0,0.06,0
70552,Unmetered,unmetered,0,0,0.0,0
70553,Unmetered,unmetered,0,0,0.154,0
70554,Unmetered,unmetered,0,0,0.008,0
70555,Unmetered,unmetered,0,0,0.136,0
70556,Unmetered,unmetered,0,0,0.275,0
70557,Unmetered,unmetered,0,0,0.563,0
70558,Unmetered,unmetered,0,0,0.341,0
70559,Unmetered,unmetered,0,0,0.036,0
70560,Unmetered,unmetered,0,0,0.01,0
70561,Unmetered,unmetered,0,0,0.0,0
70562,Unmetered,unmetered,0,0,0.02,0
70563,Unmetered,unmetered,0,0,0.0,0
70564,Unmetered,unmetered,0,0,0.08,0
70565,Unmetered,unmetered,0,0,0.094,0
70566,Unmetered,unmetered,0,0,0.51,0
70567,Unmetered,unmetered,0,0,0.065,0
70568,Unmetered,unmetered,0,0,0.318,0
70569,Unmetered,unmetered,0,0,0.002,0
70570,Unmetered,unmetered,0,0,0.238,0
70571,Unmetered,unmetered,0,0,0.036,0
70572,Unmetered,unmetered,0,0,0.45,0
70573,Unmetered,unmetered,0,0,0.576,0
70574,Unmetered,unmetered,0,0,0.592,0
70575,Unmetered,unmetered,0,0,0.678,0
70576,Unmetered,unmetered,0,0,0.43,0
70577,Unmetered,unmetered,0,0,0.42,0
70578,Unmetered,unmetered,0,0,0.474,0
70579,Unmetered,unmetered,0,0,0.226,0
70580,Unmetered,unmetered,0,0,0.732,0
70581,Unmetered,unmetered,0,0,0.492,0
70582,Unmetered,unmetered,0,0,0.579,0
70583,Unmetered,unmetered,0,0,0.073,0
70584,Unmetered,unmetered,0,0,0.137,0
70585,Unmetered,unmetered,0,0,0.024,0
70586,Unmetered,unmetered,0,0,0.299,0
70587,Unmetered,unmetered,0,0,0.167,0
70588,Unmetered,unmetered,0,0,0.352,0
70589,Unmetered,unmetered,0,0,0.006,0
70590,Unmetered,unmetered,0,0,0.28,0
70591,Unmetered,unmetered,0,0,0.052,0
70592,Unmetered,unmetered,0,0,0.342,0
70593,Unmetered,unmetered,0,0,0.064,0
70594,Unmetered,unmetered,0,0,0.068,0
70595,Unmetered,unmetered,0,0,0.002,0
70596,Unmetered,unmetered,0,0,0.319,0
70597,Unmetered,unmetered,0,0,0.371,0
70598,Unmetered,unmetered,0,0,0.11,0
70599,Unmetered,unmetered,0,0,0.042,0
70600,Unmetered,unmetered,0,0,0.142,0
70601,Unmetered,unmetered,0,0,0.804,0
70602,Unmetered,unmetered,0,0,0.198,0
70603,Unmetered,unmetered,0,0,0.246,0
70604,Unmetered,unmetered,0,0,0.658,0
70605,Unmetered,unmetered,0,0,0.468,0
70606,Unmetered,unmetered,0,0,0.2,0
70607,Unmetered,unmetered,0,0,0.426,0
70608,Unmetered,unmetered,0,0,0.303,0
70609,Unmetered,unmetered,0,0,0.0,0
70610,Unmetered,unmetered,0,0,0.104,0
70611,Unmetered,unmetered,0,0,0.038,0
70612,Unmetered,unmetered,0,0,0.07,0
70613,Unmetered,unmetered,0,0,0.299,0
70614,Unmetered,unmetered,0,0,0.23,0
70615,Unmetered,unmetered,0,0,0.757,0
70616,Unmetered,unmetered,0,0,0.639,0
70617,Unmetered,unmetered,0,0,0.279,0
70618,Unmetered,unmetered,0,0,0.138,0
70619,Unmetered,unmetered,0,0,0.259,0
70620,Unmetered,unmetered,0,0,0.124,0
70621,Unmetered,unmetered,0,0,0.48,0
70622,Unmetered,unmetered,0,0,0.412,0
70623,Unmetered,unmetered,0,0,0.359,0
70624,Unmetered,unmetered,0,0,0.683,0
70625,Unmetered,unmetered,0,0,0.482,0
70626,Unmetered,unmetered,0,0,0.335,0
70627,Unmetered,unmetered,0,0,0.332,0
70628,Commercial,differs,0,0,0.349,0
70629,Unmetered,unmetered,0,0,0.184,0
70630,Unmetered,unmetered,0,0,0.3,0
70631,Unmetered,unmetered,0,0,0.426,0
70632,Unmetered,unmetered,0,0,0.486,0
70633,Unmetered,unmetered,0,0,0.315,0
70634,Unmetered,unmetered,0,0,0.583,0
70635,Unmetered,unmetered,0,0,0.815,0
70636,Unmetered,unmetered,0,0,0.601,0
70637,Unmetered,unmetered,0,0,0.378,0
70638,Unmetered,unmetered,0,0,0.419,0
70639,Unmetered,unmetered,0,0,0.28,0
70640,Unmetered,unmetered,0,0,0.345,0
70641,Unmetered,unmetered,0,0,0.0,0
70642,Unmetered,unmetered,0,0,0.199,0
70643,Unmetered,unmetered,0,0,0.182,0
70644,Unmetered,unmetered,0,0,0.229,0
70645,Unmetered,unmetered,0,0,0.0,0
70646,Unmetered,unmetered,0,0,0.275,0
70647,Unmetered,unmetered,0,0,0.81,0
70648,Unmetered,unmetered,0,0,0.625,0
70649,Unmetered,unmetered,0,0,0.0,0
70650,Unmetered,unmetered,0,0,0.0,0
70651,Unmetered,unmetered,0,0,0.625,0
70652,Unmetered,unmetered,0,0,1.0,0
70653,Unmetered,unmetered,0,0,0.308,0
70654,Unmetered,unmetered,0,0,1.0,0
70655,Unmetered,unmetered,0,0,0.062,0
70656,Unmetered,unmetered,0,0,0.412,0
70657,Unmetered,unmetered,0,0,0.06,0
70658,Unmetered,unmetered,0,0,0.06,0
70659,Unmetered,unmetered,0,0,0.136,0
70660,Unmetered,unmetered,0,0,0.102,0
70661,Unmetered,unmetered,0,0,0.026,0
70662,Unmetered,unmetered,0,0,0.414,0
70663,Unmetered,unmetered,0,0,0.0,0
70664,Unmetered,unmetered,0,0,0.054,0
70665,Unmetered,unmetered,0,0,0.849,0
70666,Unmetered,unmetered,0,0,0.186,0
70667,Unmetered,unmetered,0,0,0.383,0
70668,Unmetered,unmetered,0,0,0.037,0
70669,Unmetered,unmetered,0,0,0.133,0
70670,Unmetered,unmetered,0,0,0.376,0
70671,Unmetered,unmetered,0,0,0.306,0
70672,Unmetered,unmetered,0,0,0.781,0
70673,Unmetered,unmetered,0,0,0.147,0
70674,Unmetered,unmetered,0,0,0.405,0
70675,Unmetered,unmetered,0,0,0.299,0
70676,Unmetered,unmetered,0,0,0.228,0
70677,Unmetered,unmetered,0,0,0.076,0
70678,Unmetered,unmetered,0,0,0.218,0
70679,Unmetered,unmetered,0,0,0.214,0
70680,Unmetered,unmetered,0,0,0.56,0
70681,Unmetered,unmetered,0,0,0.043,0
70682,Unmetered,unmetered,0,0,0.1,0
70683,Unmetered,unmetered,0,0,0.35,0
70684,Unmetered,unmetered,0,0,0.0,0
70685,Unmetered,unmetered,0,0,0.0,0
70686,Unmetered,unmetered,0,0,0.2,0
70687,Unmetered,unmetered,0,0,0.806,0
70688,Unmetered,unmetered,0,0,0.63,0
70689,Unmetered,unmetered,0,0,0.6,0
70690,Unmetered,unmetered,0,0,0.478,0
70691,Unmetered,unmetered,0,0,0.614,0
70692,Unmetered,unmetered,0,0,0.844,0
70693,Unmetered,unmetered,0,0,0.528,0
70694,Unmetered,unmetered,0,0,0.988,0
70695,Unmetered,unmetered,0,0,0.906,0
70696,Unmetered,unmetered,0,0,0.722,0
70697,Unmetered,unmetered,0,0,0.582,0
70698,Unmetered,unmetered,0,0,0.868,0
70699,Unmetered,unmetered,0,0,0.648,0
70700,Unmetered,unmetered,0,0,0.774,0
70701,Unmetered,unmetered,0,0,0.266,0
70702,Unmetered,unmetered,0,0,0.454,0
70703,Unmetered,unmetered,0,0,0.118,0
70704,Unmetered,unmetered,0,0,0.638,0
70705,Unmetered,unmetered,0,0,0.442,0
70706,Unmetered,unmetered,0,0,0.474,0
70707,Unmetered,unmetered,0,0,0.476,0
70708,Unmetered,unmetered,0,0,0.63,0
70709,Unmetered,unmetered,0,0,0.298,0
70710,Unmetered,unmetered,0,0,0.27,0
70711,Unmetered,unmetered,0,0,0.354,0
70712,Unmetered,unmetered,0,0,0.424,0
70713,Unmetered,unmetered,0,0,0.65,0
70714,Unmetered,unmetered,0,0,0.404,0
70715,Unmetered,unmetered,0,0,0.161,0
70716,Unmetered,unmetered,0,0,0.314,0
70717,Unmetered,unmetered,0,0,0.302,0
70718,Unmetered,unmetered,0,0,0.363,0
70719,Unmetered,unmetered,0,0,0.344,0
70720,Unmetered,unmetered,0,0,0.429,0
70721,Unmetered,unmetered,0,0,0.357,0
70722,Unmetered,unmetered,0,0,0.391,0
70723,Unmetered,unmetered,0,0,0.323,0
70724,Unmetered,unmetered,0,0,0.465,0
70725,Unmetered,unmetered,0,0,0.579,0
70726,Unmetered,unmetered,0,0,0.985,0
70727,Unmetered,unmetered,0,0,0.753,0
70728,Unmetered,unmetered,0,0,0.648,0
70729,Unmetered,unmetered,0,0,0.571,0
70730,Unmetered,unmetered,0,0,0.412,0
70731,Unmetered,unmetered,0,0,0.533,0
70732,Unmetered,unmetered,0,0,0.364,0
70733,Unmetered,unmetered,0,0,0.745,0
70734,Unmetered,unmetered,0,0,0.648,0
70735,Unmetered,unmetered,0,0,0.456,0
70736,Unmetered,unmetered,0,0,0.665,0
70737,Unmetered,unmetered,0,0,0.462,0
70738,Unmetered,unmetered,0,0,0.629,0
70739,Unmetered,unmetered,0,0,0.344,0
70740,Unmetered,unmetered,0,0,0.587,0
70741,Unmetered,unmetered,0,0,0.293,0
70742,Unmetered,unmetered,0,0,0.6,0
70743,Unmetered,unmetered,0,0,0.207,0
70744,Unmetered,unmetered,0,0,0.19,0
70745,Unmetered,unmetered,0,0,0.4,0
70746,Unmetered,unmetered,0,0,0.413,0
70747,Unmetered,unmetered,0,0,0.556,0
70748,Unmetered,unmetered,0,0,0.854,0
70749,Unmetered,unmetered,0,0,0.391,0
70750,Unmetered,unmetered,0,0,0.09,0
70751,Unmetered,unmetered,0,0,0.161,0
70752,Unmetered,unmetered,0,0,0.145,0
70753,Unmetered,unmetered,0,0,0.357,0
70754,Unmetered,unmetered,0,0,0.16,0
70755,Unmetered,unmetered,0,0,0.388,0
70756,Unmetered,unmetered,0,0,0.092,0
70757,Unmetered,unmetered,0,0,0.252,0
70758,Unmetered,unmetered,0,0,0.112,0
70759,Unmetered,unmetered,0,0,0.108,0
70760,Unmetered,unmetered,0,0,0.198,0
70761,Unmetered,unmetered,0,0,0.0,0
70762,Unmetered,unmetered,0,0,0.294,0
70763,Unmetered,unmetered,0,0,0.454,0
70764,Unmetered,unmetered,0,0,0.062,0
70765,Unmetered,unmetered,0,0,0.514,0
70766,Unmetered,unmetered,0,0,0.118,0
70767,Unmetered,unmetered,0,0,0.354,0
70768,Unmetered,unmetered,0,0,0.372,0
70769,Unmetered,unmetered,0,0,0.358,0
70770,Unmetered,unmetered,0,0,0.44,0
70771,Unmetered,unmetered,0,0,0.276,0
70772,Unmetered,unmetered,0,0,0.832,0
70773,Unmetered,unmetered,0,0,0.21,0
70774,Unmetered,unmetered,0,0,0.616,0
70775,Unmetered,unmetered,0,0,0.231,0
70776,Unmetered,unmetered,0,0,0.355,0
70777,Unmetered,unmetered,0,0,0.491,0
70778,Unmetered,unmetered,0,0,0.051,0
70779,Unmetered,unmetered,0,0,0.42,0
70780,Unmetered,unmetered,0,0,0.595,0
70781,Unmetered,unmetered,0,0,0.361,0
70782,Unmetered,unmetered,0,0,0.659,0
70783,Unmetered,unmetered,0,0,0.183,0
70784,Unmetered,unmetered,0,0,0.382,0
70785,Unmetered,unmetered,0,0,0.544,0
70786,Unmetered,unmetered,0,0,0.732,0
70787,Unmetered,unmetered,0,0,0.401,0
70788,Unmetered,unmetered,0,0,1.0,0
70789,Unmetered,unmetered,0,0,0.732,0
70790,Unmetered,unmetered,0,0,0.882,0
70791,Unmetered,unmetered,0,0,0.003,0
70792,Unmetered,unmetered,0,0,0.008,0
70793,Unmetered,unmetered,0,0,0.024,0
70794,Unmetered,unmetered,0,0,0.0,0
70795,Unmetered,unmetered,0,0,0.04,0
70796,Unmetered,unmetered,0,0,0.0,0
70797,Unmetered,unmetered,0,0,0.01,0
70798,Unmetered,unmetered,0,0,0.003,0
70799,Unmetered,unmetered,0,0,0.05,0
70800,Unmetered,unmetered,0,0,0.004,0
70801,Unmetered,unmetered,0,0,0.076,0
70802,Unmetered,unmetered,0,0,0.009,0
70803,Unmetered,unmetered,0,0,0.098,0
70804,Unmetered,unmetered,0,0,0.006,0
70805,Unmetered,unmetered,0,0,0.098,0
70806,Unmetered,unmetered,0,0,0.007,0
70807,Unmetered,unmetered,0,0,0.0,0
70808,Unmetered,unmetered,0,0,0.0,0
70809,Unmetered,unmetered,0,0,0.0,0
70810,Unmetered,unmetered,0,0,0.0,0
70811,Unmetered,unmetered,0,0,0.003,0
70812,Unmetered,unmetered,0,0,0.021,0
70813,Unmetered,unmetered,0,0,0.047,0
70814,Unmetered,unmetered,0,0,0.101,0
70815,Unmetered,unmetered,0,0,0.0,0
70816,Unmetered,unmetered,0,0,0.0,0
70817,Residential,same,0,0,0.421,0
70818,Unmetered,unmetered,0,0,0.15,0
70819,Unmetered,unmetered,0,0,0.306,0
70820,Unmetered,unmetered,0,0,0.096,0
70821,Residential,same,0,0,0.803,0
70822,Unmetered,unmetered,0,0,0.829,0
70823,Unmetered,unmetered,0,0,0.157,0
70824,Unmetered,unmetered,0,0,0.015,0
70825,Unmetered,unmetered,0,0,0.312,0
70826,Unmetered,unmetered,0,0,0.0,0
70827,Unmetered,unmetered,0,0,0.0,0
70828,Unmetered,unmetered,0,0,0.0,0
70829,Unmetered,unmetered,0,0,0.008,0
70830,Unmetered,unmetered,0,0,0.0,0
70831,Unmetered,unmetered,0,0,0.0,0
70832,Unmetered,unmetered,0,0,0.101,0
70833,Unmetered,unmetered,0,0,0.0,0
70834,Unmetered,unmetered,0,0,0.0,0
70835,Unmetered,unmetered,0,0,0.0,0
70836,Unmetered,unmetered,0,0,0.0,0
70837,Unmetered,unmetered,0,0,0.0,0
70838,Unmetered,unmetered,0,0,0.0,0
70839,Unmetered,unmetered,0,0,0.012,0
70840,Unmetered,unmetered,0,0,0.0,0
70841,Unmetered,unmetered,0,0,0.132,0
70842,Unmetered,unmetered,0,0,0.152,0
70843,Unmetered,unmetered,0,0,0.66,0
70844,Unmetered,unmetered,0,0,0.732,0
70845,Unmetered,unmetered,0,0,0.856,0
70846,Unmetered,unmetered,0,0,0.8,0
70847,Unmetered,unmetered,0,0,0.662,0
70848,Unmetered,unmetered,0,0,0.527,0
70849,Unmetered,unmetered,0,0,0.438,0
70850,Unmetered,unmetered,0,0,0.048,0
70851,Unmetered,unmetered,0,0,0.155,0
70852,Unmetered,unmetered,0,0,0.084,0
70853,Unmetered,unmetered,0,0,0.827,0
70854,Unmetered,unmetered,0,0,0.036,0
70855,Unmetered,unmetered,0,0,0.0,0
70856,Unmetered,unmetered,0,0,0.008,0
70857,Unmetered,unmetered,0,0,0.0,0
70858,Unmetered,unmetered,0,0,0.002,0
70859,Unmetered,unmetered,0,0,0.05,0
70860,Unmetered,unmetered,0,0,0.0,0
70861,Unmetered,unmetered,0,0,0.127,0
70862,Unmetered,unmetered,0,0,0.003,0
70863,Unmetered,unmetered,0,0,0.0,0
70864,Unmetered,unmetered,0,0,0.946,0
70865,Unmetered,unmetered,0,0,0.814,0
70866,Unmetered,unmetered,0,0,0.956,0
70867,Unmetered,unmetered,0,0,0.66,0
70868,Unmetered,unmetered,0,0,0.678,0
70869,Unmetered,unmetered,0,0,0.588,0
70870,Unmetered,unmetered,0,0,0.484,0
70871,Unmetered,unmetered,0,0,0.728,0
70872,Unmetered,unmetered,0,0,0.226,0
70873,Unmetered,unmetered,0,0,0.256,0
70874,Unmetered,unmetered,0,0,0.188,0
70875,Unmetered,unmetered,0,0,0.354,0
70876,Unmetered,unmetered,0,0,0.44,0
70877,Unmetered,unmetered,0,0,0.128,0
70878,Unmetered,unmetered,0,0,0.478,0
70879,Unmetered,unmetered,0,0,0.128,0
70880,Unmetered,unmetered,0,0,0.674,0
70881,Unmetered,unmetered,0,0,0.298,0
70882,Unmetered,unmetered,0,0,0.446,0
70883,Unmetered,unmetered,0,0,0.212,0
70884,Unmetered,unmetered,0,0,0.774,0
70885,Unmetered,unmetered,0,0,0.308,0
70886,Unmetered,unmetered,0,0,0.584,0
70887,Unmetered,unmetered,0,0,0.4,0
70888,Unmetered,unmetered,0,0,0.604,0
70889,Unmetered,unmetered,0,0,0.232,0
70890,Unmetered,unmetered,0,0,0.432,0
70891,Unmetered,unmetered,0,0,0.366,0
70892,Unmetered,unmetered,0,0,0.477,0
70893,Unmetered,unmetered,0,0,0.598,0
70894,Residential,same,0,1,0.8,0
70895,Unmetered,unmetered,0,0,0.058,0
70896,Unmetered,unmetered,0,0,0.002,0
70897,Unmetered,unmetered,0,0,0.228,0
70898,Unmetered,unmetered,0,0,1.0,0
70899,Unmetered,unmetered,0,0,1.0,0
70900,Unmetered,unmetered,0,0,0.902,0
70901,Unmetered,unmetered,0,0,1.0,0
70902,Unmetered,unmetered,0,0,0.043,0
70903,Unmetered,unmetered,0,0,0.093,0
70904,Unmetered,unmetered,0,0,0.22,0
70905,Unmetered,unmetered,0,1,0.62,0
70906,Unmetered,unmetered,0,0,0.337,0
70907,Unmetered,unmetered,0,0,0.388,0
70908,Unmetered,unmetered,0,0,0.277,0
70909,Unmetered,unmetered,0,0,0.11,0
70910,Unmetered,unmetered,0,1,0.983,0
70911,Industrial,differs,0,0,0.51,0
70912,Unmetered,unmetered,0,1,0.778,0
70913,Commercial,differs,0,1,0.58,0
70914,Government,new,0,1,0.881,0
70915,Government,new,0,1,0.774,0
70916,Government,new,0,1,0.79,0
70917,Unmetered,unmetered,0,0,,0
70918,Unmetered,unmetered,0,0,,0
70919,Unmetered,unmetered,0,0,,0
70920,Unmetered,unmetered,0,0,,0
70921,Unmetered,unmetered,0,0,,0
70922,Unmetered,unmetered,0,0,,0
70923,Unmetered,unmetered,0,0,,0
70924,Unmetered,unmetered,0,0,,0
70925,Unmetered,unmetered,0,0,,0
70926,Unmetered,unmetered,0,0,,0
70927,Unmetered,differs,1,0,,0
70928,Unmetered,unmetered,0,0,,0
70929,Unmetered,unmetered,0,0,,0
70930,Unmetered,unmetered,0,0,,0
70931,Unmetered,unmetered,0,0,,0
70932,Unmetered,unmetered,0,0,,0
70933,Unmetered,unmetered,0,0,,0
70934,Unmetered,unmetered,0,0,,0
70935,Unmetered,unmetered,0,0,,0
70936,Unmetered,unmetered,0,0,,0
70937,Unmetered,unmetered,0,0,,0
70938,Unmetered,unmetered,0,0,,0
70939,Unmetered,unmetered,0,0,,0
70940,Unmetered,unmetered,0,0,,0
70941,Unmetered,unmetered,0,0,0.536,0
70942,Unmetered,unmetered,0,1,0.936,0
70943,Unmetered,unmetered,0,0,,0
70944,Unmetered,unmetered,0,0,0.81,0
70945,Unmetered,unmetered,0,0,,0
70946,Unmetered,unmetered,0,0,0.849,0
70947,Unmetered,unmetered,0,1,0.947,0
70948,Unmetered,unmetered,0,0,0.345,0
70949,Unmetered,unmetered,0,0,,0
70950,Unmetered,unmetered,0,1,0.637,0
70951,Unmetered,unmetered,0,0,0.391,0
70952,Unmetered,unmetered,0,0,0.769,0
70953,Unmetered,unmetered,0,0,,0
70954,Unmetered,unmetered,0,1,0.942,0
70955,Unmetered,unmetered,0,0,,0
70956,Unmetered,unmetered,0,1,0.93,0
70957,Unmetered,unmetered,0,0,0.564,0
70958,Residential,same,0,1,0.717,0
70959,Unmetered,unmetered,0,0,,0
70960,Unmetered,unmetered,0,0,,0
70961,Unmetered,unmetered,0,0,,0
70962,Unmetered,unmetered,0,1,0.876,0
70963,Unmetered,unmetered,0,0,0.074,0
70964,Residential,same,0,0,0.904,0
70965,Unmetered,unmetered,0,0,0.815,0
70966,Unmetered,unmetered,0,0,0.524,0
70967,Unmetered,unmetered,0,0,1.0,0
70968,Unmetered,unmetered,0,0,0.644,0
70969,Unmetered,unmetered,0,0,,0
70970,Residential,same,0,1,0.852,0
70971,Unmetered,unmetered,0,0,0.978,0
70972,Unmetered,unmetered,0,0,0.721,0
70973,Residential,same,0,1,0.856,0
70974,Unmetered,unmetered,0,0,,0
70975,Unmetered,differs,1,1,0.989,0
70976,Unmetered,unmetered,0,1,0.904,0
70977,Unmetered,unmetered,0,0,1.0,0
70978,Unmetered,unmetered,0,0,0.059,0
70979,Residential,same,0,1,0.786,0
70980,Unmetered,unmetered,0,0,0.261,0
70981,Unmetered,differs,1,1,0.878,0
70982,Unmetered,unmetered,0,0,0.0,0
70983,Unmetered,unmetered,0,0,,0
70984,Unmetered,unmetered,0,0,1.0,0
70985,Unmetered,unmetered,0,0,,0
70986,Unmetered,unmetered,0,0,1.0,0
70987,Unmetered,unmetered,0,0,,0
70988,Unmetered,unmetered,0,0,,0
70989,Unmetered,unmetered,0,0,,0
70990,Unmetered,unmetered,0,0,,0
70991,Unmetered,unmetered,0,0,,0
70992,Unmetered,unmetered,0,0,,0
70993,Unmetered,unmetered,0,0,0.78,0
70994,Unmetered,unmetered,0,0,0.802,0
70995,Commercial,differs,0,0,0.485,0
70996,Unmetered,unmetered,0,1,0.926,0
70997,Residential,same,0,0,0.834,0
70998,Unmetered,unmetered,0,0,0.356,0
70999,Commercial,differs,0,0,0.672,0
71000,Unmetered,unmetered,0,1,0.913,0
71001,Unmetered,unmetered,0,0,0.78,0
