PIPE_ID,CATCH,TIER,ROLE,DN_MM,LEN_M,SLOPE_PCT,Q_LOW_LS,V_LOW_MS,S_MARA_PCT,CONNECTED_2030,WHY
P01640,C01,secondary main sewer,lateral,200,81.2,0.5,0.23,0.232,1.109,2.8,below Mara's slope
P01642,C07,secondary header,sub main,200,84.7,0.5,0.439,0.286,0.822,9.0,below Mara's slope
P01643,C06,secondary main sewer,lateral,200,27.7,0.5,0.024,0.109,3.121,0.1,below Mara's slope
P01644,C02,secondary header,sub main,200,179.6,0.5,0.348,0.265,0.915,5.5,below Mara's slope
P01647,C01,secondary main sewer,lateral,200,106.7,0.5,0.11,0.182,1.557,0.8,below Mara's slope
P01648,C07,secondary main sewer,lateral,200,51.9,0.55,0.105,0.185,1.588,0.8,below Mara's slope
P01649,C07,secondary main sewer,lateral,200,85.2,0.5,0.35,0.266,0.914,6.4,below Mara's slope
P01652,C01,secondary main sewer,lateral,200,57.8,0.5,0.233,0.233,1.101,2.9,below Mara's slope
P01653,C01,secondary main sewer,lateral,200,67.4,0.5,0.217,0.228,1.139,2.6,below Mara's slope
P01654,C06,secondary main sewer,lateral,200,286.7,0.9,0.121,0.23,1.492,1.5,below Mara's slope
P01655,C06,secondary main sewer,lateral,200,118.6,0.5,0.127,0.191,1.455,1.6,below Mara's slope
P01656,C06,secondary main sewer,lateral,200,88.1,0.5,0.155,0.204,1.33,2.2,below Mara's slope
P01657,C06,secondary main sewer,lateral,200,78.3,0.5,0.169,0.21,1.278,2.6,below Mara's slope
P01658,C06,secondary main sewer,lateral,200,98.3,0.5,0.05,0.139,2.244,0.3,below Mara's slope
P01660,C06,secondary main sewer,lateral,200,110.6,0.55,0.079,0.168,1.815,0.6,below Mara's slope
P01661,C01,secondary main sewer,lateral,200,105.0,1.25,0.049,0.19,2.251,0.2,below Mara's slope
P01662,C01,secondary main sewer,lateral,200,69.6,0.5,0.088,0.169,1.724,0.7,below Mara's slope
P01663,C01,secondary main sewer,lateral,200,96.0,0.5,0.283,0.248,1.008,5.2,below Mara's slope
P01664,C01,secondary main sewer,lateral,200,96.2,0.5,0.164,0.208,1.295,1.5,below Mara's slope
P01665,C01,secondary main sewer,lateral,200,47.5,0.5,0.148,0.201,1.357,1.3,below Mara's slope
P01666,C02,secondary main sewer,lateral,200,60.0,0.5,0.041,0.13,2.467,0.1,below Mara's slope
P01667,C02,secondary main sewer,lateral,200,68.2,0.5,0.121,0.188,1.489,0.9,below Mara's slope
P01668,C07,secondary main sewer,lateral,200,50.6,0.65,0.142,0.217,1.382,1.4,below Mara's slope
P01669,C07,secondary main sewer,lateral,200,63.0,0.5,0.393,0.276,0.866,7.5,below Mara's slope
P01670,C07,secondary header,sub main,200,87.7,0.5,0.474,0.293,0.794,10.0,below Mara's slope
P01671,C02,secondary main sewer,lateral,200,98.6,0.5,0.182,0.215,1.236,2.1,below Mara's slope
P01672,C01,secondary main sewer,lateral,200,83.4,0.5,0.374,0.272,0.886,6.6,below Mara's slope
P01673,C01,secondary main sewer,lateral,200,61.9,0.5,0.163,0.208,1.298,1.8,below Mara's slope
P01674,C01,secondary main sewer,lateral,200,67.7,0.5,0.059,0.148,2.07,0.2,below Mara's slope
P01675,C01,secondary header,sub main,200,163.4,0.5,0.235,0.234,1.098,3.3,below Mara's slope
P01676,C01,secondary header,sub main,200,89.7,0.5,0.292,0.251,0.993,4.6,below Mara's slope
P01678,C07,secondary header,sub main,200,58.7,1.05,0.096,0.224,1.658,0.7,below Mara's slope
P01679,C02,secondary main sewer,lateral,200,57.3,0.5,0.091,0.171,1.701,0.5,below Mara's slope
P01680,C07,secondary main sewer,lateral,200,83.8,0.5,0.452,0.288,0.811,9.3,below Mara's slope
P01681,C07,secondary header,sub main,200,128.6,0.5,0.547,0.306,0.743,12.4,below Mara's slope
P01682,C01,secondary main sewer,lateral,200,89.5,0.5,0.253,0.239,1.06,4.5,below Mara's slope
P01683,C01,secondary main sewer,lateral,200,68.0,0.5,0.182,0.215,1.234,3.0,below Mara's slope
P01684,C01,secondary main sewer,lateral,200,119.0,0.5,0.156,0.205,1.324,2.5,below Mara's slope
P01685,C06,secondary main sewer,lateral,200,90.1,0.7,0.088,0.19,1.727,0.8,below Mara's slope
P01686,C06,secondary main sewer,lateral,200,94.4,0.5,0.098,0.175,1.639,1.0,below Mara's slope
P01687,C06,secondary main sewer,lateral,200,59.1,0.5,0.102,0.178,1.61,1.0,below Mara's slope
P01688,C06,secondary main sewer,lateral,200,90.3,0.5,0.227,0.231,1.115,4.3,below Mara's slope
P01689,C06,secondary main sewer,lateral,200,77.2,0.5,0.11,0.182,1.557,1.2,below Mara's slope
P01690,C01,secondary main sewer,lateral,200,80.2,0.5,0.063,0.151,2.018,0.4,below Mara's slope
P01691,C01,secondary main sewer,lateral,200,23.8,0.8,0.025,0.128,3.108,0.1,below Mara's slope
P01695,C01,secondary main sewer,lateral,200,39.8,0.5,0.055,0.144,2.146,0.2,below Mara's slope
P01696,C01,secondary main sewer,lateral,200,195.3,0.5,0.196,0.22,1.194,2.2,below Mara's slope
P01698,C01,secondary main sewer,lateral,200,63.8,0.5,0.158,0.205,1.316,1.6,below Mara's slope
P01699,C07,secondary header,sub main,200,230.6,0.5,0.104,0.179,1.598,0.7,below Mara's slope
P01700,C07,secondary header,sub main,200,98.6,0.5,0.831,0.349,0.613,22.6,below Mara's slope
P01703,C07,secondary header,sub main,200,88.1,0.85,0.13,0.231,1.441,1.1,below Mara's slope
P01704,C01,secondary header,sub main,200,94.5,0.5,0.129,0.192,1.445,1.1,below Mara's slope
P01705,C01,secondary main sewer,lateral,200,79.6,0.5,0.044,0.134,2.363,0.2,below Mara's slope
P01706,C01,secondary main sewer,lateral,200,71.2,0.75,0.074,0.183,1.873,0.7,below Mara's slope
P01707,C01,secondary header,sub main,200,130.4,0.5,0.113,0.184,1.535,0.9,below Mara's slope
P01710,C01,secondary main sewer,lateral,200,44.4,0.5,0.216,0.228,1.14,2.7,below Mara's slope
P01711,C01,secondary main sewer,lateral,200,92.7,0.5,0.233,0.233,1.101,3.0,below Mara's slope
P01712,C01,secondary main sewer,lateral,200,74.7,0.5,0.365,0.269,0.895,6.4,below Mara's slope
P01713,C01,secondary main sewer,lateral,200,109.6,0.5,0.31,0.256,0.966,4.9,below Mara's slope
P01714,C07,secondary header,sub main,200,84.4,0.5,0.853,0.352,0.606,23.3,below Mara's slope
P01715,C07,secondary header,sub main,200,82.7,0.5,0.24,0.235,1.087,3.1,below Mara's slope
P01716,C01,secondary main sewer,lateral,200,87.8,0.5,0.106,0.18,1.586,0.7,below Mara's slope
P01718,C01,secondary main sewer,lateral,200,84.9,0.5,0.184,0.216,1.229,2.0,below Mara's slope
P01721,C01,secondary main sewer,lateral,200,97.6,0.55,0.074,0.165,1.867,0.4,below Mara's slope
P01722,C01,secondary main sewer,lateral,200,44.9,0.5,0.074,0.16,1.867,0.4,below Mara's slope
P01723,C01,secondary header,sub main,200,208.0,0.5,0.476,0.293,0.792,9.6,below Mara's slope
P01725,C01,secondary main sewer,lateral,200,114.9,0.5,0.066,0.153,1.975,0.1,below Mara's slope
P01726,C01,secondary header,sub main,200,123.6,0.5,0.53,0.303,0.754,11.2,below Mara's slope
P01727,C07,secondary header,sub main,200,83.9,0.5,0.206,0.224,1.167,2.5,below Mara's slope
P01728,C06,secondary main sewer,lateral,200,165.1,0.5,0.269,0.244,1.031,5.6,below Mara's slope
P01729,C06,secondary main sewer,lateral,200,78.4,0.5,0.082,0.165,1.781,0.7,below Mara's slope
P01730,C06,secondary main sewer,lateral,200,59.5,0.5,0.061,0.149,2.044,0.4,below Mara's slope
P01731,C06,secondary main sewer,lateral,200,87.7,0.5,0.053,0.143,2.176,0.3,below Mara's slope
P01732,C01,secondary main sewer,lateral,200,68.3,0.5,0.109,0.181,1.565,1.0,below Mara's slope
P01733,C01,secondary main sewer,lateral,200,119.0,0.75,0.07,0.18,1.92,0.5,below Mara's slope
P01734,C01,secondary main sewer,lateral,200,57.2,0.5,0.03,0.117,2.823,0.1,below Mara's slope
P01735,C07,secondary header,sub main,200,84.4,0.5,0.24,0.235,1.087,3.1,below Mara's slope
P01736,C01,secondary main sewer,lateral,200,76.8,0.5,0.18,0.214,1.242,1.8,below Mara's slope
P01737,C01,secondary main sewer,lateral,200,77.6,0.5,0.149,0.201,1.353,1.4,below Mara's slope
P01738,C01,secondary main sewer,lateral,200,75.3,0.5,0.216,0.228,1.14,2.5,below Mara's slope
P01739,C01,secondary main sewer,lateral,200,67.2,0.5,0.232,0.233,1.103,2.8,below Mara's slope
P01741,C01,secondary header,sub main,200,81.5,0.5,0.281,0.248,1.01,3.9,below Mara's slope
P01742,C01,secondary main sewer,lateral,200,91.2,0.5,0.391,0.275,0.868,7.8,below Mara's slope
P01743,C01,secondary main sewer,lateral,200,296.4,0.5,0.369,0.27,0.891,7.2,below Mara's slope
P01744,C07,secondary header,sub main,200,86.1,0.5,0.229,0.232,1.11,2.9,below Mara's slope
P01746,C01,secondary header,sub main,200,182.1,0.5,0.571,0.311,0.729,12.2,below Mara's slope
P01748,C01,secondary header,sub main,200,220.4,0.5,1.182,0.39,0.521,36.3,below Mara's slope
P01749,C06,secondary main sewer,lateral,200,85.2,0.5,0.292,0.251,0.992,6.3,below Mara's slope
P01750,C06,secondary main sewer,lateral,200,44.0,2.35,0.024,0.181,3.151,0.1,below Mara's slope
P01751,C06,secondary main sewer,lateral,200,85.2,0.5,0.065,0.153,1.985,0.4,below Mara's slope
P01753,C01,secondary main sewer,lateral,200,89.6,0.5,0.793,0.344,0.626,21.4,below Mara's slope
P01754,C01,secondary main sewer,lateral,200,84.2,0.5,0.14,0.197,1.394,1.4,below Mara's slope
P01755,C06,secondary main sewer,lateral,200,75.4,1.45,0.03,0.168,2.816,0.1,below Mara's slope
P01756,C06,secondary main sewer,lateral,200,137.3,1.8,0.054,0.221,2.164,0.3,below Mara's slope
P01757,C07,secondary header,sub main,200,78.3,0.5,0.24,0.235,1.087,3.1,below Mara's slope
P01758,C07,secondary header,sub main,200,82.2,0.5,0.395,0.276,0.864,7.2,below Mara's slope
P01759,C01,secondary header,sub main,200,79.4,0.5,0.414,0.281,0.845,8.5,below Mara's slope
P01760,C01,secondary header,sub main,200,80.5,0.5,0.364,0.269,0.897,6.0,below Mara's slope
P01761,C01,secondary main sewer,lateral,200,61.5,0.5,0.879,0.356,0.597,24.7,below Mara's slope
P01762,C01,secondary main sewer,lateral,200,92.8,0.5,1.087,0.38,0.542,32.5,below Mara's slope
P01764,C01,secondary main sewer,lateral,200,58.7,0.5,0.945,0.364,0.578,27.0,below Mara's slope
P01765,C01,secondary main sewer,lateral,200,34.2,0.5,0.948,0.364,0.577,27.1,below Mara's slope
P01766,C01,secondary main sewer,lateral,200,85.4,0.5,1.046,0.375,0.551,30.9,below Mara's slope
P01770,C01,secondary main sewer,lateral,200,120.4,0.5,0.149,0.201,1.353,1.4,below Mara's slope
P01775,C01,secondary header,sub main,200,145.5,0.5,0.098,0.175,1.64,0.6,below Mara's slope
P01776,C06,secondary main sewer,lateral,200,82.7,0.5,0.296,0.252,0.986,6.5,below Mara's slope
P01777,C06,secondary main sewer,lateral,200,82.5,0.55,0.068,0.16,1.946,0.5,below Mara's slope
P01778,C06,secondary main sewer,lateral,200,91.3,0.7,0.07,0.176,1.916,0.4,below Mara's slope
P01779,C07,secondary header,sub main,200,116.6,0.5,0.554,0.308,0.739,12.1,below Mara's slope
P01780,C07,secondary header,sub main,200,82.1,0.5,0.526,0.303,0.757,11.3,below Mara's slope
P01781,C07,secondary header,sub main,200,88.6,0.5,0.623,0.319,0.7,14.5,below Mara's slope
P01782,C07,secondary header,sub main,200,334.6,0.5,0.902,0.358,0.59,25.0,below Mara's slope
P01783,C01,secondary header,sub main,200,92.3,1.15,0.176,0.283,1.254,2.0,below Mara's slope
P01784,C01,secondary main sewer,lateral,200,92.0,0.5,0.185,0.216,1.224,2.0,below Mara's slope
P01787,C01,secondary header,sub main,200,91.8,0.5,0.179,0.214,1.243,2.0,below Mara's slope
P01793,C06,secondary main sewer,lateral,200,174.7,0.8,0.09,0.2,1.712,0.8,below Mara's slope
P01794,C06,secondary main sewer,lateral,200,86.4,0.5,0.135,0.195,1.418,1.4,below Mara's slope
P01795,C06,secondary main sewer,lateral,200,83.8,1.25,0.05,0.191,2.237,0.3,below Mara's slope
P01796,C06,secondary main sewer,lateral,200,94.1,0.5,0.117,0.186,1.512,1.0,below Mara's slope
P01797,C06,secondary main sewer,lateral,200,84.2,0.5,0.115,0.185,1.523,1.0,below Mara's slope
P01798,C07,secondary header,sub main,200,83.0,0.5,0.944,0.363,0.578,26.6,below Mara's slope
P01799,C06,secondary main sewer,lateral,200,238.8,0.6,0.122,0.201,1.483,1.5,below Mara's slope
P01800,C06,secondary main sewer,lateral,200,157.5,0.85,0.084,0.199,1.768,0.7,below Mara's slope
P01801,C06,secondary main sewer,lateral,200,92.6,0.5,0.131,0.193,1.437,1.7,below Mara's slope
P01802,C06,secondary main sewer,lateral,200,137.8,1.3,0.037,0.173,2.588,0.2,below Mara's slope
P01803,C06,secondary main sewer,lateral,200,60.1,0.5,0.202,0.223,1.176,3.7,below Mara's slope
P01804,C01,secondary main sewer,lateral,200,74.5,0.5,0.198,0.221,1.187,2.3,below Mara's slope
P01805,C01,secondary main sewer,lateral,200,163.9,0.5,0.252,0.239,1.063,3.4,below Mara's slope
P01807,C06,secondary main sewer,lateral,200,180.5,0.55,0.097,0.18,1.65,0.7,below Mara's slope
P01808,C06,secondary main sewer,lateral,200,63.7,0.5,0.172,0.211,1.267,2.2,below Mara's slope
P01809,C06,secondary main sewer,lateral,200,159.2,0.5,0.305,0.254,0.973,6.7,below Mara's slope
P01810,C06,secondary main sewer,lateral,200,77.5,0.5,0.21,0.225,1.156,3.9,below Mara's slope
P01811,C01,secondary header,sub main,200,92.9,0.8,0.282,0.292,1.009,4.2,below Mara's slope
P01812,C01,secondary main sewer,lateral,200,91.3,0.5,0.137,0.196,1.408,1.4,below Mara's slope
P01813,C01,secondary header,sub main,200,147.0,1.2,0.0,0.0,,0.0,no flow in 2030
P01815,C06,secondary main sewer,lateral,200,81.7,0.5,0.404,0.278,0.855,10.7,below Mara's slope
P01816,C06,secondary main sewer,lateral,200,54.7,0.5,0.243,0.236,1.081,3.9,below Mara's slope
P01817,C06,secondary main sewer,lateral,200,84.5,0.5,0.24,0.235,1.086,3.9,below Mara's slope
P01818,C01,secondary header,sub main,200,288.7,0.5,0.49,0.296,0.782,10.5,below Mara's slope
P01819,C01,secondary header,sub main,200,288.4,0.5,0.209,0.225,1.158,2.5,below Mara's slope
P01820,C01,secondary header,sub main,200,86.5,0.5,0.867,0.354,0.601,22.5,below Mara's slope
P01821,C01,secondary header,sub main,200,289.0,0.5,0.421,0.282,0.839,7.6,below Mara's slope
P01822,C01,secondary header,sub main,200,48.8,0.5,0.942,0.363,0.578,25.2,below Mara's slope
P01823,C06,secondary main sewer,lateral,200,91.0,0.5,0.235,0.234,1.098,3.7,below Mara's slope
P01824,C01,secondary header,sub main,200,260.2,0.5,0.211,0.226,1.153,2.6,below Mara's slope
P01825,C01,secondary header,sub main,200,85.6,0.5,1.162,0.387,0.525,33.3,below Mara's slope
P01826,C01,secondary header,sub main,200,30.8,0.5,1.227,0.394,0.512,35.9,below Mara's slope
P01828,C06,secondary main sewer,lateral,200,84.1,0.5,0.212,0.226,1.15,3.0,below Mara's slope
P01829,C06,secondary main sewer,lateral,200,87.5,0.5,0.226,0.231,1.116,3.4,below Mara's slope
P01830,C01,secondary main sewer,lateral,200,85.5,0.5,0.272,0.245,1.026,3.8,below Mara's slope
P01831,C06,secondary main sewer,lateral,200,98.3,0.55,0.043,0.137,2.405,0.2,below Mara's slope
P01832,C01,secondary main sewer,lateral,200,79.5,0.5,0.141,0.198,1.391,1.2,below Mara's slope
P01833,C01,secondary main sewer,lateral,200,93.9,0.5,0.348,0.265,0.916,5.5,below Mara's slope
P01834,C01,secondary main sewer,lateral,200,89.3,0.5,0.326,0.26,0.943,5.5,below Mara's slope
P01837,C01,secondary header,sub main,200,32.4,18.1,0.0,0.0,,0.0,no flow in 2030
P01838,C06,secondary main sewer,lateral,200,94.4,0.5,0.517,0.301,0.763,14.7,below Mara's slope
P01839,C06,secondary main sewer,lateral,200,89.4,0.5,0.056,0.145,2.118,0.3,below Mara's slope
P01840,C06,secondary main sewer,lateral,200,49.7,1.6,0.05,0.207,2.237,0.3,below Mara's slope
P01842,C01,secondary main sewer,lateral,200,91.3,0.5,0.478,0.294,0.791,9.0,below Mara's slope
P01843,C01,secondary main sewer,lateral,200,34.4,0.5,0.521,0.302,0.76,10.2,below Mara's slope
P01844,C01,secondary main sewer,lateral,200,59.0,0.5,0.521,0.302,0.76,10.2,below Mara's slope
P01845,C01,secondary main sewer,lateral,200,94.1,0.5,0.566,0.31,0.732,11.5,below Mara's slope
P01846,C01,secondary main sewer,lateral,200,94.0,0.5,0.109,0.181,1.564,0.8,below Mara's slope
P01848,C01,secondary header,sub main,200,272.4,0.5,1.274,0.399,0.503,36.6,below Mara's slope
P01849,C01,secondary main sewer,lateral,200,80.6,0.5,0.263,0.242,1.041,3.7,below Mara's slope
P01850,C01,secondary main sewer,lateral,200,79.2,0.5,0.377,0.272,0.882,6.5,below Mara's slope
P01852,C01,secondary main sewer,lateral,200,12.9,0.75,0.0,0.0,,0.0,no flow in 2030
P01853,C06,secondary header,sub main,200,1024.8,0.5,0.525,0.302,0.758,15.0,below Mara's slope
P01854,C06,secondary main sewer,lateral,200,28.9,0.5,0.525,0.302,0.758,15.0,below Mara's slope
P01855,C06,secondary header,sub main,200,94.9,0.5,0.0,0.0,,0.0,no flow in 2030
P01856,C22,secondary header,sub main,200,359.7,0.95,0.0,0.0,,0.0,no flow in 2030
P01864,C01,secondary header,sub main,200,86.5,0.5,1.202,0.392,0.517,33.8,below Mara's slope
P01865,C01,secondary main sewer,lateral,200,59.3,0.5,0.079,0.163,1.81,0.4,below Mara's slope
P01866,C01,secondary header,sub main,200,86.3,0.5,1.153,0.386,0.527,32.1,below Mara's slope
P01867,C01,secondary main sewer,lateral,200,87.0,0.5,0.055,0.145,2.135,0.2,below Mara's slope
P01868,C01,secondary header,sub main,200,337.1,0.5,0.144,0.199,1.376,1.2,below Mara's slope
P01869,C01,secondary header,sub main,200,88.9,0.5,0.23,0.232,1.108,2.7,below Mara's slope
P01870,C01,secondary header,sub main,200,256.9,0.5,0.555,0.308,0.738,11.9,below Mara's slope
P01871,C01,secondary header,sub main,200,54.5,0.5,0.654,0.324,0.685,14.8,below Mara's slope
P01872,C01,secondary header,sub main,200,394.7,0.65,0.279,0.27,1.014,3.9,below Mara's slope
P01874,C01,secondary header,sub main,200,64.6,0.5,1.12,0.383,0.534,30.9,below Mara's slope
P01875,C01,secondary header,sub main,200,93.5,0.5,0.506,0.299,0.77,10.0,below Mara's slope
P01876,C01,secondary header,sub main,200,85.7,0.5,0.842,0.351,0.609,20.8,below Mara's slope
P01877,C01,secondary header,sub main,200,86.5,0.5,0.668,0.326,0.678,15.3,below Mara's slope
P01878,C01,secondary header,sub main,200,590.9,0.5,0.0,0.0,,0.0,no flow in 2030
P01879,C01,secondary main sewer,lateral,200,84.4,0.5,0.0,0.0,,0.0,no flow in 2030
P01880,C01,secondary header,sub main,200,87.0,0.5,0.787,0.343,0.628,19.0,below Mara's slope
P01881,C01,secondary header,sub main,200,87.0,0.5,0.678,0.328,0.673,15.6,below Mara's slope
P01882,C07,secondary header,sub main,200,638.6,0.5,0.958,0.365,0.574,27.1,below Mara's slope
P01883,C07,secondary header,sub main,200,683.9,0.5,0.219,0.229,1.133,2.6,below Mara's slope
P01884,C07,secondary header,sub main,200,736.4,0.5,0.767,0.341,0.636,19.2,below Mara's slope
P01885,C07,secondary header,sub main,200,82.8,0.5,0.219,0.229,1.133,2.6,below Mara's slope
P01886,C01,secondary header,sub main,200,87.3,0.5,0.685,0.329,0.67,15.8,below Mara's slope
P01887,C01,secondary header,sub main,200,88.1,0.5,0.728,0.335,0.652,17.1,below Mara's slope
P01888,C01,secondary header,sub main,200,270.7,0.5,0.712,0.333,0.658,16.6,below Mara's slope
P01889,C01,secondary main sewer,lateral,200,326.6,0.5,0.0,0.0,,0.0,no flow in 2030
P01890,C07,secondary header,sub main,200,1042.5,0.5,0.342,0.264,0.923,5.4,below Mara's slope
P01891,C07,secondary header,sub main,200,250.3,0.5,0.958,0.365,0.574,27.1,below Mara's slope
P01892,C07,secondary header,sub main,200,81.5,0.5,0.845,0.351,0.608,21.8,below Mara's slope
P01893,C01,secondary main sewer,lateral,200,289.6,0.5,0.0,0.0,,0.0,no flow in 2030
P01894,C03,secondary main sewer,branch,200,26.0,0.9,0.0,0.0,,0.0,no flow in 2030
P01895,C03,secondary main sewer,branch,200,36.0,1.7,0.064,0.23,2.0,0.3,below Mara's slope
P01897,C03,secondary main sewer,branch,200,16.3,1.0,0.207,0.285,1.164,0.0,below Mara's slope
P01898,C03,secondary main sewer,branch,200,23.4,0.75,0.0,0.0,,0.0,no flow in 2030
P01899,C03,secondary main sewer,branch,200,31.1,1.2,0.023,0.143,3.221,0.0,below Mara's slope
P01900,C03,secondary main sewer,branch,200,20.4,1.3,0.0,0.0,,0.0,no flow in 2030
P01901,C03,secondary main sewer,branch,200,97.8,2.05,0.0,0.0,,0.0,no flow in 2030
P01902,C03,secondary main sewer,branch,200,77.7,0.8,0.274,0.289,1.022,4.4,below Mara's slope
P01903,C03,secondary main sewer,branch,200,21.7,1.25,0.127,0.261,1.456,1.2,below Mara's slope
P01905,C03,secondary main sewer,branch,200,30.5,1.3,0.127,0.265,1.456,1.2,below Mara's slope
P01906,C03,secondary main sewer,branch,200,109.0,0.5,0.134,0.194,1.423,1.3,below Mara's slope
P01907,C03,secondary main sewer,branch,200,26.6,1.15,0.035,0.164,2.624,0.1,below Mara's slope
P01908,C03,secondary main sewer,branch,200,25.8,0.65,0.033,0.133,2.702,0.1,below Mara's slope
P01909,C03,secondary main sewer,branch,200,64.2,1.6,0.055,0.213,2.149,0.2,below Mara's slope
P01910,C03,secondary main sewer,branch,200,150.0,0.85,0.0,0.0,,0.0,no flow in 2030
P01911,C03,secondary main sewer,branch,200,94.6,1.1,0.214,0.297,1.145,2.9,below Mara's slope
P01912,C03,secondary main sewer,branch,200,47.1,0.55,0.143,0.205,1.379,0.2,below Mara's slope
P01913,C03,secondary main sewer,branch,200,32.5,0.5,0.0,0.0,,0.0,no flow in 2030
P01914,C03,secondary main sewer,branch,200,143.7,0.6,0.0,0.0,,0.0,no flow in 2030
P01916,C03,secondary main sewer,branch,200,121.2,0.5,0.281,0.248,1.01,4.6,below Mara's slope
P01917,C03,secondary main sewer,branch,200,99.2,0.85,0.0,0.0,,0.0,no flow in 2030
P01919,C03,secondary main sewer,branch,200,248.8,1.2,0.095,0.234,1.668,0.7,below Mara's slope
P01920,C03,secondary main sewer,branch,200,23.5,1.2,0.0,0.0,,0.0,no flow in 2030
P01921,C03,secondary main sewer,branch,200,64.5,0.95,0.0,0.0,,0.0,no flow in 2030
P01922,C05,secondary main sewer,branch,200,145.2,0.5,0.315,0.257,0.958,5.4,below Mara's slope
P01923,C05,secondary main sewer,branch,200,23.9,0.5,0.127,0.191,1.456,1.2,below Mara's slope
P01925,C03,secondary main sewer,branch,200,35.0,0.85,0.094,0.207,1.674,0.7,below Mara's slope
P01929,C05,secondary main sewer,branch,200,122.2,1.45,0.115,0.266,1.524,0.8,below Mara's slope
P01930,C26,secondary main sewer,branch,200,18.9,0.9,0.0,0.0,,0.0,no flow in 2030
P01931,C03,secondary main sewer,branch,200,63.0,0.5,0.127,0.191,1.456,1.2,below Mara's slope
P01932,C26,secondary main sewer,branch,200,60.0,1.05,0.044,0.171,2.387,0.1,below Mara's slope
P01933,C05,secondary main sewer,branch,200,67.7,1.1,0.14,0.258,1.393,1.4,below Mara's slope
P01935,C05,secondary main sewer,branch,200,52.6,0.7,0.031,0.133,2.771,0.1,below Mara's slope
P01936,C13,secondary main sewer,branch,200,18.9,0.9,0.0,0.0,,0.0,no flow in 2030
P01938,C13,secondary main sewer,branch,200,19.2,1.05,0.0,0.0,,0.0,no flow in 2030
P01939,C13,secondary main sewer,branch,200,173.9,0.7,0.299,0.284,0.981,5.1,below Mara's slope
P01940,C13,secondary main sewer,branch,200,35.1,0.5,0.131,0.193,1.435,1.3,below Mara's slope
P01941,C03,secondary main sewer,branch,200,89.5,1.2,0.134,0.262,1.423,1.3,below Mara's slope
P01942,C03,secondary main sewer,branch,200,89.9,2.15,0.0,0.0,,0.0,no flow in 2030
P01943,C13,secondary main sewer,branch,200,43.0,0.55,0.161,0.213,1.307,1.8,below Mara's slope
P01945,C13,secondary main sewer,branch,200,67.8,0.5,0.218,0.228,1.137,3.0,below Mara's slope
P01946,C05,secondary main sewer,branch,200,64.2,0.75,0.127,0.22,1.456,1.2,below Mara's slope
P01947,C05,secondary main sewer,branch,200,130.9,1.2,0.134,0.262,1.422,1.3,below Mara's slope
P01948,C12,secondary main sewer,branch,200,103.3,0.5,0.195,0.22,1.196,1.2,below Mara's slope
P01949,C13,secondary main sewer,branch,200,43.5,1.2,0.127,0.258,1.456,1.2,below Mara's slope
P01950,C12,secondary main sewer,branch,200,13.2,0.5,0.086,0.168,1.742,0.6,below Mara's slope
P01951,C13,secondary main sewer,branch,200,104.9,0.5,0.171,0.211,1.27,2.0,below Mara's slope
P01952,C03,secondary main sewer,branch,200,37.5,0.5,0.137,0.196,1.406,1.4,below Mara's slope
P01954,C12,secondary main sewer,branch,200,37.6,1.8,0.0,0.0,,0.0,no flow in 2030
P01955,C12,secondary main sewer,branch,200,96.7,1.25,0.091,0.234,1.695,0.7,below Mara's slope
P01957,C12,secondary main sewer,branch,200,16.2,0.9,0.027,0.137,2.987,0.1,below Mara's slope
P01958,C13,secondary main sewer,branch,200,34.4,1.05,0.127,0.246,1.456,1.2,below Mara's slope
P01959,C12,secondary main sewer,branch,200,80.5,0.5,0.168,0.209,1.282,1.9,below Mara's slope
P01961,C12,secondary main sewer,branch,200,32.8,0.5,0.127,0.191,1.456,1.2,below Mara's slope
P01962,C12,secondary main sewer,branch,200,15.3,0.5,0.027,0.113,2.978,0.1,below Mara's slope
P01963,C05,secondary main sewer,branch,200,25.3,1.25,0.086,0.229,1.742,0.6,below Mara's slope
P01964,C12,secondary main sewer,branch,200,36.4,0.5,0.142,0.198,1.383,1.3,below Mara's slope
P01965,C12,secondary main sewer,branch,200,64.2,0.5,0.008,0.074,5.078,0.0,below Mara's slope
P01966,C12,secondary main sewer,branch,200,48.5,1.1,0.101,0.232,1.62,0.6,below Mara's slope
P01967,C12,secondary main sewer,branch,200,23.0,0.6,0.0,0.0,,0.0,no flow in 2030
P01968,C12,secondary main sewer,branch,200,10.0,0.5,0.0,0.0,,0.0,no flow in 2030
P01969,C03,secondary main sewer,branch,200,80.2,1.6,0.0,0.0,,0.0,no flow in 2030
P01970,C12,secondary main sewer,branch,200,11.0,0.5,0.0,0.0,,0.0,no flow in 2030
P01973,C03,secondary main sewer,branch,200,30.7,0.85,0.127,0.229,1.456,1.2,below Mara's slope
P01974,C12,secondary main sewer,branch,200,12.9,0.9,0.025,0.134,3.08,0.0,below Mara's slope
P01975,C03,secondary main sewer,branch,200,85.8,1.0,0.054,0.182,2.157,0.2,below Mara's slope
P01976,C12,secondary main sewer,branch,200,11.0,0.5,0.0,0.0,,0.0,no flow in 2030
P01977,C12,secondary main sewer,branch,200,17.4,0.5,0.0,0.0,,0.0,no flow in 2030
P01978,C12,secondary main sewer,branch,200,13.9,0.5,0.086,0.168,1.742,0.6,below Mara's slope
