PIPE_ID,CATCH,TIER,ROLE,DN_MM,LEN_M,SLOPE_PCT,Q_LOW_LS,V_LOW_MS,S_MARA_PCT,CONNECTED_2030,WHY
P01979,C03,secondary main sewer,branch,200,67.8,1.0,0.218,0.289,1.137,3.0,below Mara's slope
P01981,C03,secondary main sewer,branch,200,20.0,0.5,0.19,0.218,1.209,2.4,below Mara's slope
P01984,C03,secondary main sewer,branch,200,199.1,0.5,0.429,0.284,0.831,8.9,below Mara's slope
P01985,C12,secondary main sewer,branch,200,21.0,0.5,0.0,0.0,,0.0,no flow in 2030
P01987,C03,secondary main sewer,branch,200,73.5,0.5,0.243,0.236,1.08,3.7,below Mara's slope
P01990,C03,secondary main sewer,branch,200,18.1,1.1,0.0,0.0,,0.0,no flow in 2030
P01991,C04,secondary main sewer,branch,200,35.4,0.5,0.0,0.0,,0.0,no flow in 2030
P01992,C03,secondary main sewer,branch,200,133.1,0.5,0.34,0.263,0.925,6.0,below Mara's slope
P01993,C03,secondary main sewer,branch,200,21.5,0.8,0.199,0.26,1.184,1.3,below Mara's slope
P01994,C03,secondary main sewer,branch,200,56.9,0.6,0.087,0.179,1.737,0.6,below Mara's slope
P01995,C03,secondary main sewer,branch,200,28.8,0.5,0.094,0.173,1.674,0.7,below Mara's slope
P01996,C03,secondary main sewer,branch,200,32.9,0.5,0.093,0.172,1.682,0.7,below Mara's slope
P01997,C03,secondary main sewer,branch,200,44.6,1.35,0.127,0.268,1.456,1.2,below Mara's slope
P01998,C03,secondary main sewer,branch,200,19.7,1.05,0.0,0.0,,0.0,no flow in 2030
P01999,C03,secondary main sewer,branch,200,92.4,0.65,0.19,0.239,1.209,2.4,below Mara's slope
P02000,C12,secondary main sewer,branch,200,21.0,0.5,0.161,0.206,1.307,1.8,below Mara's slope
P02004,C03,secondary main sewer,branch,200,28.7,0.5,0.0,0.0,,0.0,no flow in 2030
P02005,C04,secondary main sewer,branch,200,28.4,1.4,0.033,0.171,2.716,0.1,below Mara's slope
P02006,C03,secondary main sewer,branch,200,49.9,0.5,0.091,0.171,1.695,0.7,below Mara's slope
P02009,C04,secondary main sewer,branch,200,128.6,0.6,0.487,0.315,0.784,8.7,below Mara's slope
P02010,C03,secondary main sewer,branch,200,59.5,1.85,0.03,0.182,2.83,0.1,below Mara's slope
P02012,C05,secondary main sewer,branch,200,61.7,0.5,0.058,0.147,2.087,0.2,below Mara's slope
P02014,C03,secondary main sewer,branch,200,66.6,1.6,0.0,0.0,,0.0,no flow in 2030
P02015,C05,secondary main sewer,branch,200,101.6,0.5,0.359,0.268,0.903,6.8,below Mara's slope
P02016,C04,secondary main sewer,branch,200,192.7,0.5,0.4,0.277,0.859,7.7,below Mara's slope
P02019,C03,secondary main sewer,branch,200,206.2,1.75,0.0,0.0,,0.0,no flow in 2030
P02020,C03,secondary main sewer,branch,200,27.9,1.15,0.127,0.254,1.456,1.2,below Mara's slope
P02021,C04,secondary main sewer,branch,200,22.4,1.45,0.127,0.275,1.456,1.2,below Mara's slope
P02022,C03,secondary main sewer,branch,200,37.3,0.75,0.086,0.193,1.742,0.6,below Mara's slope
P02023,C03,secondary main sewer,branch,200,12.0,3.7,0.0,0.0,,0.0,no flow in 2030
P02024,C04,secondary main sewer,branch,200,32.4,0.65,0.19,0.239,1.209,2.4,below Mara's slope
P02025,C03,secondary main sewer,branch,200,15.0,2.15,0.0,0.0,,0.0,no flow in 2030
P02026,C04,secondary main sewer,branch,200,24.4,1.7,0.0,0.0,,0.0,no flow in 2030
P02028,C04,secondary main sewer,branch,200,24.3,0.5,0.0,0.0,,0.0,no flow in 2030
P02029,C04,secondary main sewer,branch,200,120.2,0.75,0.247,0.273,1.072,3.7,below Mara's slope
P02031,C04,secondary main sewer,branch,200,39.4,0.7,0.127,0.215,1.456,1.2,below Mara's slope
P02033,C04,secondary main sewer,branch,200,11.4,0.95,0.0,0.0,,0.0,no flow in 2030
P02034,C05,secondary main sewer,branch,200,41.1,2.0,0.0,0.0,,0.0,no flow in 2030
P02035,C04,secondary main sewer,branch,200,32.9,0.5,0.086,0.168,1.742,0.6,below Mara's slope
P02036,C04,secondary main sewer,branch,200,12.5,1.35,0.086,0.236,1.742,0.6,below Mara's slope
P02039,C04,secondary main sewer,branch,200,22.2,0.85,0.0,0.0,,0.0,no flow in 2030
P02040,C03,secondary main sewer,branch,200,15.7,0.5,0.0,0.0,,0.0,no flow in 2030
P02042,C03,secondary main sewer,branch,200,43.6,1.25,0.0,0.0,,0.0,no flow in 2030
P02045,C03,secondary main sewer,branch,200,16.9,1.95,0.0,0.0,,0.0,no flow in 2030
P02049,C05,secondary main sewer,branch,200,53.9,0.65,0.0,0.0,,0.0,no flow in 2030
P02050,C05,secondary main sewer,branch,200,14.9,1.8,0.0,0.0,,0.0,no flow in 2030
P02052,C04,secondary main sewer,branch,200,12.1,0.5,0.086,0.168,1.742,0.6,below Mara's slope
P02053,C04,secondary main sewer,branch,200,81.2,0.5,0.139,0.197,1.397,1.4,below Mara's slope
P02054,C03,secondary main sewer,branch,200,16.9,0.5,0.086,0.168,1.742,0.6,below Mara's slope
P02057,C04,secondary main sewer,branch,200,17.9,0.5,0.086,0.168,1.742,0.6,below Mara's slope
P02058,C05,secondary main sewer,branch,200,19.1,2.65,0.0,0.0,,0.0,no flow in 2030
P02059,C05,secondary main sewer,branch,200,51.0,1.45,0.025,0.156,3.106,0.0,below Mara's slope
P02060,C04,secondary main sewer,branch,200,39.4,3.4,0.0,0.0,,0.0,no flow in 2030
P02061,C04,secondary main sewer,branch,200,60.3,0.8,0.0,0.0,,0.0,no flow in 2030
P02062,C04,secondary main sewer,branch,200,113.1,0.5,0.132,0.193,1.432,1.3,below Mara's slope
P02063,C04,secondary main sewer,branch,200,56.0,0.5,0.135,0.195,1.418,1.3,below Mara's slope
P02064,C04,secondary main sewer,branch,200,18.5,0.5,0.127,0.191,1.456,1.2,below Mara's slope
P02065,C04,secondary main sewer,branch,200,37.1,0.5,0.131,0.193,1.437,1.3,below Mara's slope
P02066,C04,secondary main sewer,branch,200,44.3,0.5,0.101,0.177,1.62,0.6,below Mara's slope
P02068,C04,secondary main sewer,branch,200,11.1,0.5,0.0,0.0,,0.0,no flow in 2030
P02069,C04,secondary main sewer,branch,200,42.1,0.5,0.127,0.191,1.456,1.2,below Mara's slope
P02076,C27,secondary main sewer,branch,200,34.8,1.05,0.0,0.0,,0.0,no flow in 2030
P02080,C03,secondary main sewer,branch,200,53.7,5.3,0.0,0.0,,0.0,no flow in 2030
P02081,C04,secondary main sewer,branch,200,24.8,1.95,0.015,0.145,3.863,0.0,below Mara's slope
P02082,C04,secondary main sewer,branch,200,25.5,0.5,0.043,0.132,2.407,0.1,below Mara's slope
P02084,C05,secondary main sewer,branch,200,44.5,0.7,0.161,0.232,1.307,1.8,below Mara's slope
P02085,C04,secondary main sewer,branch,200,19.2,2.4,0.0,0.0,,0.0,no flow in 2030
P02087,C05,secondary main sewer,branch,200,37.5,1.7,0.0,0.0,,0.0,no flow in 2030
P02090,C04,secondary main sewer,branch,200,18.0,0.5,0.0,0.0,,0.0,no flow in 2030
P02091,C04,secondary main sewer,branch,200,10.0,0.5,0.0,0.0,,0.0,no flow in 2030
P02092,C04,secondary main sewer,branch,200,64.3,0.65,0.0,0.0,,0.0,no flow in 2030
P02095,C04,secondary main sewer,branch,200,27.6,1.55,0.023,0.155,3.228,0.0,below Mara's slope
P02096,C04,secondary main sewer,branch,200,11.8,1.35,0.0,0.0,,0.0,no flow in 2030
P02097,C05,secondary main sewer,branch,200,37.4,1.35,0.025,0.154,3.072,0.0,below Mara's slope
P02098,C04,secondary main sewer,branch,200,52.0,0.5,0.091,0.171,1.702,0.7,below Mara's slope
P02099,C05,secondary main sewer,branch,200,42.1,0.5,0.127,0.191,1.456,1.2,below Mara's slope
P02101,C04,secondary main sewer,branch,200,60.9,0.5,0.161,0.206,1.307,1.8,below Mara's slope
P02103,C04,secondary main sewer,branch,200,14.1,0.75,0.086,0.193,1.742,0.6,below Mara's slope
P02105,C04,secondary main sewer,branch,200,25.3,1.55,0.0,0.0,,0.0,no flow in 2030
P02106,C04,secondary main sewer,branch,200,57.5,1.15,0.197,0.294,1.192,2.5,below Mara's slope
P02107,C04,secondary main sewer,branch,200,12.7,1.1,0.0,0.0,,0.0,no flow in 2030
P02108,C04,secondary main sewer,branch,200,13.2,0.9,0.086,0.205,1.742,0.6,below Mara's slope
P02110,C04,secondary main sewer,branch,200,57.4,1.25,0.164,0.284,1.296,1.9,below Mara's slope
P02111,C04,secondary main sewer,branch,200,13.4,1.1,0.127,0.25,1.456,1.2,below Mara's slope
P02113,C04,secondary main sewer,branch,200,42.1,1.05,0.128,0.247,1.454,1.2,below Mara's slope
P02114,C04,secondary main sewer,branch,200,41.5,1.4,0.0,0.0,,0.0,no flow in 2030
P02115,C04,secondary main sewer,branch,200,38.8,1.0,0.161,0.262,1.307,1.8,below Mara's slope
P02116,C04,secondary main sewer,branch,200,33.0,1.1,0.127,0.25,1.456,1.2,below Mara's slope
P02118,C04,secondary main sewer,branch,200,28.9,3.9,0.0,0.0,,0.0,no flow in 2030
P02121,C04,secondary main sewer,branch,200,13.6,0.5,0.024,0.108,3.136,0.0,below Mara's slope
P02122,C04,secondary main sewer,branch,200,12.7,0.5,0.086,0.168,1.742,0.6,below Mara's slope
P02123,C04,secondary main sewer,branch,200,15.2,0.5,0.0,0.0,,0.0,no flow in 2030
P02124,C18,secondary main sewer,branch,200,72.7,3.2,0.0,0.0,,0.0,no flow in 2030
P02125,C04,secondary main sewer,branch,200,13.4,0.5,0.0,0.0,,0.0,no flow in 2030
P02128,C04,secondary main sewer,branch,200,15.3,0.5,0.0,0.0,,0.0,no flow in 2030
P02129,C04,secondary main sewer,branch,200,14.2,1.95,0.0,0.0,,0.0,no flow in 2030
P02132,C04,secondary main sewer,branch,200,84.0,0.5,0.097,0.175,1.649,0.7,below Mara's slope
P02134,C04,secondary main sewer,branch,200,53.3,1.6,0.0,0.0,,0.0,no flow in 2030
P02135,C04,secondary main sewer,branch,200,55.9,0.5,0.089,0.17,1.717,0.6,below Mara's slope
P02137,C04,secondary main sewer,branch,200,14.5,0.8,0.0,0.0,,0.0,no flow in 2030
P02138,C04,secondary main sewer,branch,200,12.3,0.5,0.086,0.168,1.742,0.6,below Mara's slope
P02140,C04,secondary main sewer,branch,200,16.5,0.55,0.0,0.0,,0.0,no flow in 2030
P02141,C04,secondary main sewer,branch,200,16.9,3.45,0.0,0.0,,0.0,no flow in 2030
P02142,C04,secondary main sewer,branch,200,14.2,1.75,0.0,0.0,,0.0,no flow in 2030
P02145,C04,secondary main sewer,branch,200,62.7,1.1,0.161,0.271,1.307,1.8,below Mara's slope
P02147,C04,secondary main sewer,branch,200,39.1,1.9,0.024,0.17,3.123,0.0,below Mara's slope
P02148,C04,secondary main sewer,branch,200,79.2,0.7,0.161,0.232,1.307,1.8,below Mara's slope
P02149,C04,secondary main sewer,branch,200,32.2,4.3,0.0,0.0,,0.0,no flow in 2030
P02150,C04,secondary main sewer,branch,200,17.6,0.5,0.047,0.137,2.304,0.0,below Mara's slope
P02151,C04,secondary main sewer,branch,200,11.9,0.5,0.0,0.0,,0.0,no flow in 2030
P02152,C04,secondary main sewer,branch,200,39.4,0.5,0.086,0.168,1.742,0.6,below Mara's slope
P02153,C04,secondary main sewer,branch,200,37.1,1.6,0.101,0.263,1.62,0.6,below Mara's slope
P02155,C04,secondary main sewer,branch,200,15.9,1.4,0.0,0.0,,0.0,no flow in 2030
P02157,C05,secondary main sewer,branch,200,58.8,0.5,0.086,0.168,1.742,0.6,below Mara's slope
P02159,C04,secondary main sewer,branch,200,193.5,0.6,0.039,0.137,2.506,0.1,below Mara's slope
P02160,C04,secondary main sewer,branch,200,13.3,0.95,0.0,0.0,,0.0,no flow in 2030
P02161,C04,secondary main sewer,branch,200,38.7,0.5,0.289,0.25,0.997,3.7,below Mara's slope
P02162,C04,secondary main sewer,branch,200,21.5,0.5,0.18,0.214,1.242,1.2,below Mara's slope
P02163,C04,secondary main sewer,branch,200,14.2,3.45,0.0,0.0,,0.0,no flow in 2030
P02165,C04,secondary main sewer,branch,200,18.3,1.9,0.035,0.193,2.645,0.1,below Mara's slope
P02166,C04,secondary main sewer,branch,200,22.6,0.6,0.0,0.0,,0.0,no flow in 2030
P02167,C04,secondary main sewer,branch,200,48.4,0.5,0.331,0.261,0.937,4.4,below Mara's slope
P02168,C04,secondary main sewer,branch,200,11.9,3.15,0.0,0.0,,0.0,no flow in 2030
P02169,C10,secondary main sewer,branch,200,10.1,0.55,0.0,0.0,,0.0,no flow in 2030
P02170,C10,secondary main sewer,branch,200,12.4,0.85,0.0,0.0,,0.0,no flow in 2030
P02171,C10,secondary main sewer,branch,200,11.5,0.5,0.014,0.09,3.998,0.0,below Mara's slope
P02172,C11,secondary main sewer,branch,200,40.3,0.85,0.0,0.0,,0.0,no flow in 2030
P02173,C10,secondary main sewer,branch,200,45.4,0.6,0.0,0.0,,0.0,no flow in 2030
P02174,C04,secondary main sewer,branch,200,55.9,0.5,0.18,0.214,1.242,1.2,below Mara's slope
P02176,C04,secondary main sewer,branch,200,16.2,0.5,0.0,0.0,,0.0,no flow in 2030
P02178,C10,secondary main sewer,branch,200,36.5,1.0,0.0,0.0,,0.0,no flow in 2030
P02179,C04,secondary main sewer,branch,200,22.5,1.45,0.0,0.0,,0.0,no flow in 2030
P02181,C04,secondary main sewer,branch,200,241.7,0.8,0.006,0.077,5.954,0.0,below Mara's slope
P02182,C04,secondary main sewer,branch,200,12.2,5.9,0.0,0.0,,0.0,no flow in 2030
P02185,C05,secondary main sewer,branch,200,26.0,0.5,0.0,0.0,,0.0,no flow in 2030
P02186,C04,secondary main sewer,branch,200,194.3,0.5,0.561,0.309,0.735,13.4,below Mara's slope
P02189,C10,secondary main sewer,branch,200,10.0,1.95,0.0,0.0,,0.0,no flow in 2030
P02191,C04,secondary main sewer,branch,200,49.6,0.5,0.122,0.188,1.485,0.9,below Mara's slope
P02194,C04,secondary main sewer,branch,200,23.7,2.4,0.0,0.0,,0.0,no flow in 2030
P02197,C10,secondary main sewer,branch,200,14.5,0.75,0.086,0.193,1.742,0.6,below Mara's slope
P02198,C10,secondary main sewer,branch,200,12.8,2.05,0.0,0.0,,0.0,no flow in 2030
P02204,C04,secondary main sewer,branch,200,21.2,0.55,0.047,0.141,2.304,0.0,below Mara's slope
P02206,C04,secondary main sewer,branch,200,17.1,6.9,0.0,0.0,,0.0,no flow in 2030
P02207,C04,secondary main sewer,branch,200,47.7,0.5,0.198,0.221,1.188,0.0,below Mara's slope
P02208,C10,secondary main sewer,branch,200,34.5,0.6,0.0,0.0,,0.0,no flow in 2030
P02209,C04,secondary main sewer,branch,200,15.7,1.55,0.0,0.0,,0.0,no flow in 2030
P02210,C10,secondary main sewer,branch,200,70.0,0.75,0.453,0.332,0.81,6.1,below Mara's slope
P02212,C04,secondary main sewer,branch,200,18.7,2.65,0.0,0.0,,0.0,no flow in 2030
P02213,C04,secondary main sewer,branch,200,13.9,1.3,0.0,0.0,,0.0,no flow in 2030
P02214,C11,secondary main sewer,branch,200,36.6,0.5,0.243,0.236,1.08,3.7,below Mara's slope
P02215,C10,secondary main sewer,branch,200,47.3,4.4,0.0,0.0,,0.0,no flow in 2030
P02216,C04,secondary main sewer,branch,200,16.8,2.05,0.0,0.0,,0.0,no flow in 2030
P02218,C11,secondary main sewer,branch,200,55.5,0.5,0.223,0.23,1.125,3.1,below Mara's slope
P02219,C04,secondary main sewer,branch,200,12.3,2.05,0.0,0.0,,0.0,no flow in 2030
P02221,C10,secondary main sewer,branch,200,11.4,1.55,0.0,0.0,,0.0,no flow in 2030
P02222,C10,secondary main sewer,branch,200,17.6,0.8,0.127,0.225,1.456,1.2,below Mara's slope
P02223,C10,secondary main sewer,branch,200,11.3,3.0,0.0,0.0,,0.0,no flow in 2030
P02224,C04,secondary main sewer,branch,200,41.7,6.15,0.0,0.0,,0.0,no flow in 2030
P02226,C04,secondary main sewer,branch,200,10.2,1.25,0.0,0.0,,0.0,no flow in 2030
P02227,C09,secondary main sewer,branch,200,19.0,1.75,0.0,0.0,,0.0,no flow in 2030
P02228,C09,secondary main sewer,branch,200,14.5,2.2,0.0,0.0,,0.0,no flow in 2030
P02229,C09,secondary main sewer,branch,200,136.5,0.5,0.687,0.329,0.669,13.5,below Mara's slope
P02230,C09,secondary main sewer,branch,200,10.1,1.35,0.0,0.0,,0.0,no flow in 2030
P02232,C15,secondary main sewer,branch,200,14.9,0.5,0.086,0.168,1.742,0.6,below Mara's slope
P02235,C11,secondary main sewer,branch,200,12.4,2.15,0.0,0.0,,0.0,no flow in 2030
P02236,C15,secondary main sewer,branch,200,23.8,0.5,0.024,0.108,3.147,0.0,below Mara's slope
P02237,C10,secondary main sewer,branch,200,107.6,0.6,0.423,0.301,0.837,6.7,below Mara's slope
P02238,C11,secondary main sewer,branch,200,12.9,0.8,0.086,0.197,1.742,0.6,below Mara's slope
P02239,C15,secondary main sewer,branch,200,54.5,0.5,0.413,0.28,0.846,6.7,below Mara's slope
P02241,C11,secondary main sewer,branch,200,34.5,1.15,0.086,0.223,1.742,0.6,below Mara's slope
P02242,C11,secondary main sewer,branch,200,37.9,0.5,0.223,0.23,1.123,3.2,below Mara's slope
P02244,C11,secondary main sewer,branch,200,109.2,0.75,0.227,0.266,1.116,3.1,below Mara's slope
P02245,C11,secondary main sewer,branch,200,13.0,0.7,0.086,0.188,1.742,0.6,below Mara's slope
P02246,C04,secondary main sewer,branch,200,18.3,1.8,0.0,0.0,,0.0,no flow in 2030
P02247,C10,secondary main sewer,branch,200,12.8,1.7,0.027,0.169,2.992,0.1,below Mara's slope
P02248,C18,secondary main sewer,branch,200,116.3,0.5,0.008,0.072,5.248,0.0,below Mara's slope
P02249,C10,secondary main sewer,branch,200,49.1,0.5,0.329,0.261,0.939,4.3,below Mara's slope
P02252,C15,secondary main sewer,branch,200,15.3,1.7,0.0,0.0,,0.0,no flow in 2030
P02253,C11,secondary main sewer,branch,200,17.2,3.95,0.0,0.0,,0.0,no flow in 2030
P02254,C15,secondary main sewer,branch,200,12.9,0.5,0.0,0.0,,0.0,no flow in 2030
P02255,C10,secondary main sewer,branch,200,31.0,3.4,0.0,0.0,,0.0,no flow in 2030
P02256,C11,secondary main sewer,branch,200,14.3,2.7,0.0,0.0,,0.0,no flow in 2030
P02257,C11,secondary main sewer,branch,200,17.7,1.35,0.127,0.268,1.456,1.2,below Mara's slope
P02259,C11,secondary main sewer,branch,200,56.6,0.5,0.246,0.237,1.074,2.4,below Mara's slope
P02261,C11,secondary main sewer,branch,200,12.9,1.7,0.086,0.255,1.742,0.6,below Mara's slope
P02264,C09,secondary main sewer,branch,200,49.5,0.5,0.468,0.292,0.798,6.7,below Mara's slope
P02265,C15,secondary main sewer,branch,200,11.2,0.5,0.0,0.0,,0.0,no flow in 2030
P02269,C15,secondary main sewer,branch,200,14.8,0.5,0.0,0.0,,0.0,no flow in 2030
P02270,C04,secondary main sewer,branch,200,93.3,0.6,0.198,0.236,1.186,2.6,below Mara's slope
P02273,C15,secondary main sewer,branch,200,16.4,7.9,0.0,0.0,,0.0,no flow in 2030
P02276,C09,secondary main sewer,branch,200,31.6,3.1,0.0,0.0,,0.0,no flow in 2030
P02278,C09,secondary main sewer,branch,200,11.2,1.8,0.0,0.0,,0.0,no flow in 2030
P02281,C09,secondary main sewer,branch,200,13.4,4.75,0.0,0.0,,0.0,no flow in 2030
P02282,C04,secondary main sewer,branch,200,41.0,4.85,0.0,0.0,,0.0,no flow in 2030
P02283,C15,secondary main sewer,branch,200,16.1,1.65,0.086,0.252,1.742,0.6,below Mara's slope
P02284,C15,secondary main sewer,branch,200,15.1,0.75,0.086,0.193,1.742,0.6,below Mara's slope
P02285,C09,secondary main sewer,branch,200,37.3,0.8,0.086,0.197,1.742,0.6,below Mara's slope
P02286,C09,secondary main sewer,branch,200,10.4,3.85,0.0,0.0,,0.0,no flow in 2030
P02287,C09,secondary main sewer,branch,200,16.2,5.0,0.0,0.0,,0.0,no flow in 2030
P02288,C04,secondary main sewer,branch,200,32.8,0.5,0.0,0.0,,0.0,no flow in 2030
P02290,C15,secondary main sewer,branch,200,12.6,2.45,0.0,0.0,,0.0,no flow in 2030
P02293,C09,secondary main sewer,branch,200,33.8,0.75,0.127,0.22,1.456,1.2,below Mara's slope
P02294,C05,secondary main sewer,branch,200,65.6,0.5,0.163,0.208,1.297,1.9,below Mara's slope
P02296,C09,secondary main sewer,branch,200,15.8,0.85,0.086,0.201,1.742,0.6,below Mara's slope
P02300,C04,secondary main sewer,branch,200,22.9,1.4,0.0,0.0,,0.0,no flow in 2030
P02301,C09,secondary main sewer,branch,200,34.5,2.95,0.0,0.0,,0.0,no flow in 2030
P02304,C04,secondary main sewer,branch,200,24.3,0.5,0.0,0.0,,0.0,no flow in 2030
P02305,C09,secondary main sewer,branch,200,16.8,0.5,0.161,0.206,1.307,1.8,below Mara's slope
P02309,C04,secondary main sewer,branch,200,24.2,1.1,0.0,0.0,,0.0,no flow in 2030
P02312,C04,secondary main sewer,branch,200,82.1,1.5,0.092,0.25,1.69,0.6,below Mara's slope
P02314,C05,secondary main sewer,branch,200,162.6,1.2,0.003,0.068,8.0,0.0,below Mara's slope
P02315,C05,secondary main sewer,branch,200,83.8,0.85,0.044,0.161,2.365,0.1,below Mara's slope
P02316,C04,secondary main sewer,branch,200,182.8,0.55,0.0,0.0,,0.0,no flow in 2030
P02317,C23,secondary main sewer,branch,200,190.3,0.55,0.0,0.0,,0.0,no flow in 2030
P02318,C23,secondary main sewer,branch,200,131.6,0.5,0.092,0.171,1.695,0.7,below Mara's slope
P02319,C17,secondary main sewer,branch,200,43.3,0.5,0.0,0.0,,0.0,no flow in 2030
P02320,C14,secondary main sewer,branch,200,94.1,0.6,0.163,0.221,1.3,1.9,below Mara's slope
P02321,C14,secondary main sewer,branch,200,21.4,0.5,0.0,0.0,,0.0,no flow in 2030
P02323,C19,secondary main sewer,branch,200,154.7,0.5,0.0,0.0,,0.0,no flow in 2030
P02324,C04,secondary main sewer,branch,200,667.9,0.5,0.0,0.0,,0.0,no flow in 2030
P02325,C19,secondary main sewer,branch,200,74.6,0.5,0.0,0.0,,0.0,no flow in 2030
P02326,C02,secondary main sewer,branch,200,24.9,1.45,0.0,0.0,,0.0,no flow in 2030
P02327,C02,secondary main sewer,branch,200,107.4,0.5,0.038,0.127,2.552,0.1,below Mara's slope
P02328,C31,secondary main sewer,branch,200,143.3,0.5,0.066,0.153,1.974,0.1,below Mara's slope
P02329,C34,secondary main sewer,branch,200,79.5,0.5,0.212,0.226,1.151,1.3,below Mara's slope
P02330,C02,secondary main sewer,branch,200,47.4,0.6,0.035,0.132,2.628,0.1,below Mara's slope
P02331,C01,secondary main sewer,branch,200,229.8,0.5,0.605,0.316,0.709,8.8,below Mara's slope
P02332,C02,secondary main sewer,branch,200,49.4,0.6,0.19,0.232,1.209,2.4,below Mara's slope
P02333,C02,secondary main sewer,branch,200,60.9,0.5,0.201,0.222,1.181,2.6,below Mara's slope
P02334,C02,secondary main sewer,branch,200,79.8,0.5,0.236,0.234,1.095,2.0,below Mara's slope
P02335,C02,secondary main sewer,branch,200,37.5,0.7,0.218,0.256,1.137,3.0,below Mara's slope
P02336,C02,secondary main sewer,branch,200,41.9,0.5,0.205,0.224,1.168,0.7,below Mara's slope
P02337,C02,secondary main sewer,branch,200,77.1,0.75,0.174,0.244,1.26,1.9,below Mara's slope
P02338,C02,secondary main sewer,branch,200,116.9,0.5,0.315,0.257,0.958,5.6,below Mara's slope
P02339,C02,secondary main sewer,branch,200,38.3,0.5,0.2,0.222,1.183,2.4,below Mara's slope
P02340,C02,secondary main sewer,branch,200,131.3,0.5,0.296,0.252,0.987,5.0,below Mara's slope
P02341,C30,secondary main sewer,branch,200,159.6,0.5,0.533,0.304,0.752,5.6,below Mara's slope
P02342,C01,secondary main sewer,branch,200,70.1,0.5,0.161,0.206,1.307,1.8,below Mara's slope
P02343,C01,secondary main sewer,branch,200,13.5,0.55,0.0,0.0,,0.0,no flow in 2030
P02344,C02,secondary main sewer,branch,200,61.2,0.5,0.433,0.284,0.828,7.9,below Mara's slope
P02345,C01,secondary main sewer,branch,200,41.5,0.55,0.086,0.173,1.742,0.6,below Mara's slope
P02346,C02,secondary main sewer,branch,200,43.1,0.5,0.221,0.229,1.128,1.8,below Mara's slope
P02347,C01,secondary main sewer,branch,200,14.5,1.05,0.0,0.0,,0.0,no flow in 2030
P02348,C01,secondary main sewer,branch,200,53.8,0.5,0.275,0.246,1.021,4.3,below Mara's slope
P02350,C01,secondary main sewer,branch,200,54.7,0.5,0.0,0.0,,0.0,no flow in 2030
P02351,C01,secondary main sewer,branch,200,125.1,0.7,0.355,0.3,0.907,6.7,below Mara's slope
P02352,C01,secondary main sewer,branch,200,43.4,0.5,0.127,0.191,1.456,1.2,below Mara's slope
P02353,C02,secondary main sewer,branch,200,85.7,0.5,0.0,0.0,,0.0,no flow in 2030
P02354,C01,secondary main sewer,branch,200,20.5,0.5,0.0,0.0,,0.0,no flow in 2030
P02355,C01,secondary main sewer,branch,200,58.2,0.9,0.105,0.219,1.589,0.8,below Mara's slope
P02357,C01,secondary main sewer,branch,200,138.7,0.5,0.221,0.229,1.128,3.1,below Mara's slope
P02358,C01,secondary main sewer,branch,200,59.6,0.5,0.235,0.234,1.098,2.0,below Mara's slope
P02359,C01,secondary main sewer,branch,200,51.0,0.5,0.213,0.226,1.148,2.7,below Mara's slope
P02360,C02,secondary main sewer,branch,200,77.7,0.5,0.055,0.144,2.142,0.2,below Mara's slope
P02361,C02,secondary main sewer,branch,200,179.4,0.55,0.0,0.0,,0.0,no flow in 2030
P02362,C01,secondary main sewer,branch,200,143.0,0.5,0.25,0.239,1.066,3.8,below Mara's slope
P02363,C02,secondary main sewer,branch,200,199.5,0.7,0.316,0.289,0.957,5.5,below Mara's slope
P02364,C02,secondary main sewer,branch,200,55.5,0.55,0.295,0.26,0.988,5.0,below Mara's slope
P02368,C02,secondary main sewer,branch,200,54.1,0.5,0.0,0.0,,0.0,no flow in 2030
P02372,C02,secondary main sewer,branch,200,99.2,0.95,0.243,0.295,1.08,3.7,below Mara's slope
P02373,C02,secondary main sewer,branch,200,61.6,0.5,0.167,0.209,1.286,1.9,below Mara's slope
P02374,C02,secondary main sewer,branch,200,120.8,0.5,0.232,0.233,1.103,3.3,below Mara's slope
P02375,C01,secondary main sewer,branch,200,284.5,0.55,0.293,0.259,0.991,4.8,below Mara's slope
P02376,C01,secondary main sewer,branch,200,72.8,0.5,0.0,0.0,,0.0,no flow in 2030
P02377,C01,secondary main sewer,branch,200,100.3,0.9,0.041,0.159,2.449,0.1,below Mara's slope
P02378,C41,secondary main sewer,branch,200,27.1,0.5,0.008,0.073,5.153,0.0,below Mara's slope
P02379,C01,secondary main sewer,branch,200,40.2,0.5,0.086,0.168,1.742,0.6,below Mara's slope
P02380,C02,secondary main sewer,branch,200,57.8,0.6,0.0,0.0,,0.0,no flow in 2030
P02381,C01,secondary main sewer,branch,200,73.7,0.6,0.055,0.154,2.139,0.2,below Mara's slope
P02382,C01,secondary main sewer,branch,200,75.3,0.5,0.151,0.202,1.347,1.6,below Mara's slope
P02383,C01,secondary main sewer,branch,200,84.9,0.5,0.136,0.195,1.413,1.3,below Mara's slope
P02384,C01,secondary main sewer,branch,200,83.3,0.8,0.095,0.204,1.665,0.7,below Mara's slope
P02386,C02,secondary main sewer,branch,200,215.7,0.5,0.282,0.248,1.008,4.6,below Mara's slope
P02387,C01,secondary main sewer,branch,200,126.2,0.85,0.126,0.229,1.462,1.0,below Mara's slope
