fid,NDVI_MEAN,NDVI_SHARE,GREEN_M2,NDVI_PX
47607,0.098,0.0,0.0,13
47608,0.098,0.0,0.0,12
47609,0.102,0.0,0.0,14
47610,0.095,0.0,0.0,14
47611,0.098,0.0,0.0,14
47612,0.098,0.0,0.0,13
47613,0.103,0.0,0.0,12
47614,0.1,0.0,0.0,12
47615,0.1,0.0,0.0,14
47616,0.098,0.0,0.0,14
47617,0.101,0.0,0.0,14
47618,0.1,0.0,0.0,13
47619,0.101,0.0,0.0,14
47620,0.104,0.0,0.0,14
47621,0.102,0.0,0.0,14
47622,0.102,0.0,0.0,14
47623,0.096,0.0,0.0,13
47624,0.102,0.0,0.0,13
47625,0.102,0.0,0.0,15
47626,0.098,0.0,0.0,12
47627,0.097,0.0,0.0,13
47628,0.101,0.0,0.0,13
47629,0.095,0.0,0.0,14
47630,0.094,0.0,0.0,14
47631,0.104,0.0,0.0,14
47632,0.093,0.0,0.0,14
47633,0.103,0.0,0.0,14
47634,0.102,0.0,0.0,14
47635,0.1,0.0,0.0,14
47636,0.103,0.0,0.0,14
47637,0.102,0.0,0.0,15
47638,0.105,0.0,0.0,14
47639,0.097,0.0,0.0,14
47640,0.101,0.0,0.0,14
47641,0.097,0.0,0.0,14
47642,0.1,0.0,0.0,15
47643,0.1,0.0,0.0,14
47644,0.097,0.0,0.0,15
47645,0.104,0.0,0.0,13
47646,0.103,0.0,0.0,14
47647,0.105,0.0,0.0,14
47648,0.103,0.0,0.0,14
47649,0.102,0.0,0.0,14
47650,0.101,0.0,0.0,15
47651,0.102,0.0,0.0,12
47652,0.099,0.0,0.0,14
47653,0.102,0.0,0.0,12
47654,0.101,0.0,0.0,14
47655,0.1,0.0,0.0,14
47656,0.099,0.0,0.0,12
47657,0.101,0.0,0.0,12
47658,0.108,0.0,0.0,13
47659,0.102,0.0,0.0,15
47660,0.105,0.0,0.0,15
47661,0.097,0.0,0.0,13
47662,0.097,0.0,0.0,14
47663,0.098,0.0,0.0,14
47664,0.101,0.0,0.0,13
47665,0.1,0.0,0.0,14
47666,0.098,0.0,0.0,12
47667,0.099,0.0,0.0,14
47668,0.102,0.0,0.0,14
47669,0.103,0.0,0.0,13
47670,0.087,0.0,0.0,13
47671,0.087,0.0,0.0,13
47672,0.081,0.0,0.0,14
47673,0.087,0.0,0.0,13
47674,0.091,0.0,0.0,14
47675,0.085,0.0,0.0,13
47676,0.086,0.0,0.0,15
47677,0.089,0.0,0.0,13
47678,0.087,0.0,0.0,14
47679,0.086,0.0,0.0,14
47680,0.085,0.0,0.0,13
47681,0.088,0.0,0.0,12
47682,0.088,0.0,0.0,12
47683,0.086,0.0,0.0,13
47684,0.085,0.0,0.0,13
47685,0.093,0.0,0.0,13
47686,0.087,0.0,0.0,14
47687,0.079,0.0,0.0,14
47688,0.081,0.0,0.0,15
47689,0.085,0.0,0.0,14
47690,0.084,0.0,0.0,13
47691,0.09,0.0,0.0,13
47692,0.089,0.0,0.0,15
47693,0.086,0.0,0.0,14
47694,0.087,0.0,0.0,14
47695,0.092,0.0,0.0,11
47696,0.098,0.0,0.0,15
47697,0.097,0.0,0.0,13
47698,0.088,0.0,0.0,13
47699,0.09,0.0,0.0,14
47700,0.091,0.0,0.0,13
47701,0.091,0.0,0.0,13
47702,0.091,0.0,0.0,12
47703,0.085,0.0,0.0,14
47704,0.088,0.0,0.0,15
47705,0.092,0.0,0.0,12
47706,0.093,0.0,0.0,14
47707,0.094,0.0,0.0,14
47708,0.094,0.0,0.0,14
47709,0.091,0.0,0.0,14
47710,0.094,0.0,0.0,14
47711,0.094,0.0,0.0,12
47712,0.09,0.0,0.0,12
47713,0.107,0.0,0.0,14
47714,0.101,0.0,0.0,14
47715,0.1,0.0,0.0,14
47716,0.1,0.0,0.0,13
47717,0.095,0.0,0.0,14
47718,0.099,0.0,0.0,13
47719,0.101,0.0,0.0,13
47720,0.1,0.0,0.0,14
47721,0.098,0.0,0.0,12
47722,0.099,0.0,0.0,12
47723,0.101,0.0,0.0,14
47724,0.101,0.0,0.0,13
47725,0.102,0.0,0.0,14
47726,0.099,0.0,0.0,14
47727,0.099,0.0,0.0,13
47728,0.104,0.0,0.0,13
47729,0.098,0.0,0.0,14
47730,0.106,0.0,0.0,14
47731,0.102,0.0,0.0,15
47732,0.067,0.0,0.0,13
47733,0.067,0.0,0.0,15
47734,0.071,0.0,0.0,13
47735,0.075,0.0,0.0,13
47736,0.068,0.0,0.0,13
47737,0.07,0.0,0.0,13
47738,0.068,0.0,0.0,14
47739,0.061,0.0,0.0,13
47740,0.066,0.0,0.0,14
47741,0.065,0.0,0.0,13
47742,0.057,0.0,0.0,13
47743,0.055,0.0,0.0,15
47744,0.058,0.0,0.0,13
47745,0.069,0.0,0.0,12
47746,0.069,0.0,0.0,14
47747,0.073,0.0,0.0,13
47748,0.067,0.0,0.0,13
47749,0.065,0.0,0.0,13
47750,0.062,0.0,0.0,15
47751,0.065,0.0,0.0,14
47752,0.069,0.0,0.0,14
47753,0.063,0.0,0.0,13
47754,0.063,0.0,0.0,13
47755,0.06,0.0,0.0,13
47756,0.061,0.0,0.0,13
47757,0.066,0.0,0.0,15
47758,0.062,0.0,0.0,13
47759,0.067,0.0,0.0,13
47760,0.06,0.0,0.0,13
47761,0.068,0.0,0.0,13
47762,0.062,0.0,0.0,12
47763,0.064,0.0,0.0,12
47764,0.065,0.0,0.0,14
47765,0.063,0.0,0.0,14
47766,0.066,0.0,0.0,14
47767,0.095,0.0,0.0,2
47768,0.106,0.0,0.0,3
47769,0.09,0.0,0.0,1099
47770,0.096,0.0,0.0,474
47771,0.1,0.0,0.0,28
47772,0.095,0.0,0.0,77
47773,0.079,0.0,0.0,14
47774,0.078,0.0,0.0,15
47775,0.076,0.0,0.0,12
47776,0.078,0.0,0.0,15
47777,0.079,0.0,0.0,12
47778,0.085,0.0,0.0,14
47779,0.084,0.0,0.0,14
47780,0.079,0.0,0.0,14
47781,0.079,0.0,0.0,14
47782,0.08,0.0,0.0,14
47783,0.082,0.0,0.0,13
47784,0.084,0.0,0.0,13
47785,0.087,0.0,0.0,15
47786,0.091,0.0,0.0,13
47787,0.089,0.0,0.0,15
47788,0.09,0.0,0.0,13
47789,0.088,0.0,0.0,14
47790,0.09,0.0,0.0,14
47791,0.086,0.0,0.0,14
47792,0.081,0.0,0.0,15
47793,0.083,0.0,0.0,14
47794,0.088,0.0,0.0,14
47795,0.086,0.0,0.0,14
47796,0.086,0.0,0.0,13
47797,0.085,0.0,0.0,14
47798,0.085,0.0,0.0,13
47799,0.083,0.0,0.0,13
47800,0.09,0.0,0.0,13
47801,0.094,0.0,0.0,12
47802,0.097,0.0,0.0,12
47803,0.095,0.0,0.0,14
47804,0.095,0.0,0.0,14
47805,0.092,0.0,0.0,14
47806,0.09,0.0,0.0,14
47807,0.099,0.0,0.0,14
47808,0.098,0.0,0.0,14
47809,0.1,0.0,0.0,13
47810,0.093,0.0,0.0,13
47811,0.092,0.0,0.0,13
47812,0.09,0.0,0.0,13
47813,0.092,0.0,0.0,13
47814,0.1,0.0,0.0,14
47815,0.092,0.0,0.0,12
47816,0.092,0.0,0.0,14
47817,0.089,0.0,0.0,14
47818,0.091,0.0,0.0,15
47819,0.089,0.0,0.0,14
47820,0.09,0.0,0.0,13
47821,0.091,0.0,0.0,13
47822,0.089,0.0,0.0,14
47823,0.089,0.0,0.0,13
47824,0.087,0.0,0.0,14
47825,0.088,0.0,0.0,14
47826,0.082,0.0,0.0,14
47827,0.079,0.0,0.0,13
47828,0.081,0.0,0.0,13
47829,0.078,0.0,0.0,13
47830,0.087,0.0,0.0,15
47831,0.081,0.0,0.0,14
47832,0.087,0.0,0.0,12
47833,0.092,0.0,0.0,14
47834,0.083,0.0,0.0,13
47835,0.087,0.0,0.0,13
47836,0.085,0.0,0.0,14
47837,0.09,0.0,0.0,13
47838,0.083,0.0,0.0,12
47839,0.08,0.0,0.0,13
47840,0.084,0.0,0.0,14
47841,0.086,0.0,0.0,13
47842,0.081,0.0,0.0,14
47843,0.082,0.0,0.0,13
47844,0.077,0.0,0.0,13
47845,0.075,0.0,0.0,12
47846,0.1,0.0,0.0,14
47847,0.101,0.0,0.0,14
47848,0.1,0.0,0.0,13
47849,0.098,0.0,0.0,14
47850,0.1,0.0,0.0,13
47851,0.102,0.0,0.0,13
47852,0.1,0.0,0.0,14
47853,0.096,0.0,0.0,14
47854,0.093,0.0,0.0,13
47855,0.096,0.0,0.0,13
47856,0.089,0.0,0.0,13
47857,0.093,0.0,0.0,15
47858,0.096,0.0,0.0,14
47859,0.098,0.0,0.0,15
47860,0.094,0.0,0.0,13
47861,0.087,0.0,0.0,14
47862,0.089,0.0,0.0,13
47863,0.092,0.0,0.0,14
47864,0.093,0.0,0.0,14
47865,0.093,0.0,0.0,14
47866,0.091,0.0,0.0,15
47867,0.09,0.0,0.0,12
47868,0.092,0.0,0.0,14
47869,0.09,0.0,0.0,12
47870,0.093,0.0,0.0,14
47871,0.097,0.0,0.0,13
47872,0.095,0.0,0.0,14
47873,0.094,0.0,0.0,13
47874,0.096,0.0,0.0,15
47875,0.094,0.0,0.0,14
47876,0.077,0.0,0.0,12
47877,0.079,0.0,0.0,14
47878,0.078,0.0,0.0,14
47879,0.071,0.0,0.0,13
47880,0.08,0.0,0.0,13
47881,0.079,0.0,0.0,15
47882,0.082,0.0,0.0,12
47883,0.078,0.0,0.0,14
47884,0.075,0.0,0.0,14
47885,0.08,0.0,0.0,15
47886,0.079,0.0,0.0,14
47887,0.081,0.0,0.0,13
47888,0.08,0.0,0.0,14
47889,0.081,0.0,0.0,14
47890,0.087,0.0,0.0,13
47891,0.091,0.0,0.0,14
47892,0.09,0.0,0.0,13
47893,0.094,0.0,0.0,14
47894,0.09,0.0,0.0,13
47895,0.091,0.0,0.0,14
47896,0.089,0.0,0.0,14
47897,0.086,0.0,0.0,13
47898,0.084,0.0,0.0,12
47899,0.09,0.0,0.0,14
47900,0.088,0.0,0.0,13
47901,0.092,0.0,0.0,13
47902,0.093,0.0,0.0,13
47903,0.088,0.0,0.0,15
47904,0.086,0.0,0.0,14
47905,0.089,0.0,0.0,13
47906,0.089,0.0,0.0,14
47907,0.091,0.0,0.0,14
47908,0.096,0.0,0.0,13
47909,0.094,0.0,0.0,13
47910,0.09,0.0,0.0,15
47911,0.094,0.0,0.0,13
47912,0.098,0.0,0.0,14
47913,0.09,0.0,0.0,14
47914,0.087,0.0,0.0,13
47915,0.092,0.0,0.0,13
47916,0.101,0.0,0.0,13
47917,0.086,0.0,0.0,14
47918,0.085,0.0,0.0,14
47919,0.09,0.0,0.0,13
47920,0.09,0.0,0.0,15
47921,0.116,0.0,0.0,14
47922,0.093,0.0,0.0,13
47923,0.109,0.0,0.0,14
47924,0.091,0.0,0.0,13
47925,0.088,0.0,0.0,14
47926,0.079,0.0,0.0,13
47927,0.094,0.0,0.0,13
47928,0.092,0.0,0.0,14
47929,0.086,0.0,0.0,13
47930,0.09,0.0,0.0,13
47931,0.089,0.0,0.0,14
47932,0.086,0.0,0.0,13
47933,0.084,0.0,0.0,14
47934,0.081,0.0,0.0,14
47935,0.095,0.0,0.0,14
47936,0.097,0.0,0.0,13
47937,0.062,0.0,0.0,14
47938,0.07,0.0,0.0,14
47939,0.083,0.0,0.0,14
47940,0.082,0.0,0.0,13
47941,0.078,0.0,0.0,13
47942,0.076,0.0,0.0,15
47943,0.074,0.0,0.0,14
47944,0.07,0.0,0.0,14
47945,0.072,0.0,0.0,14
47946,0.079,0.0,0.0,13
47947,0.081,0.0,0.0,14
47948,0.082,0.0,0.0,13
47949,0.074,0.0,0.0,14
47950,0.082,0.0,0.0,12
47951,0.084,0.0,0.0,8
47952,0.086,0.0,0.0,7
47953,0.08,0.0,0.0,8
47954,0.082,0.0,0.0,9
47955,0.046,0.0,0.0,9
47956,0.049,0.0,0.0,9
47957,0.089,0.0,0.0,14
47958,0.093,0.0,0.0,13
47959,0.093,0.0,0.0,14
47960,0.088,0.0,0.0,13
47961,0.091,0.0,0.0,13
47962,0.087,0.0,0.0,14
47963,0.094,0.0,0.0,14
47964,0.089,0.0,0.0,14
47965,0.077,0.0,0.0,15
47966,0.083,0.0,0.0,13
47967,0.08,0.0,0.0,14
47968,0.071,0.0,0.0,13
47969,0.085,0.0,0.0,13
47970,0.087,0.0,0.0,14
47971,0.085,0.0,0.0,14
47972,0.083,0.0,0.0,13
47973,0.09,0.0,0.0,13
47974,0.093,0.0,0.0,14
47975,0.103,0.0,0.0,12
47976,0.105,0.0,0.0,14
47977,0.101,0.0,0.0,15
47978,0.086,0.0,0.0,14
47979,0.085,0.0,0.0,14
47980,0.09,0.0,0.0,12
47981,0.091,0.0,0.0,14
47982,0.087,0.0,0.0,15
47983,0.048,0.0,0.0,13
47984,0.05,0.0,0.0,12
47985,0.091,0.0,0.0,13
47986,0.092,0.0,0.0,14
47987,0.059,0.0,0.0,14
47988,0.064,0.0,0.0,13
47989,0.056,0.0,0.0,13
47990,0.062,0.0,0.0,14
47991,0.085,0.0,0.0,13
47992,0.07,0.0,0.0,14
47993,0.075,0.0,0.0,14
47994,0.057,0.0,0.0,14
47995,0.056,0.0,0.0,13
47996,0.056,0.0,0.0,7
47997,0.062,0.0,0.0,8
47998,0.042,0.0,0.0,107
47999,0.098,0.0,0.0,158
48000,0.087,0.0,0.0,60
48001,0.061,0.0,0.0,13
48002,0.056,0.0,0.0,14
48003,0.056,0.0,0.0,14
48004,0.056,0.0,0.0,13
48005,0.059,0.0,0.0,12
48006,0.052,0.0,0.0,14
48007,0.053,0.0,0.0,13
48008,0.056,0.0,0.0,13
48009,0.049,0.0,0.0,14
48010,0.055,0.0,0.0,14
48011,0.05,0.0,0.0,13
48012,0.047,0.0,0.0,15
48013,0.044,0.0,0.0,14
48014,0.046,0.0,0.0,13
48015,0.048,0.0,0.0,14
48016,0.078,0.0,0.0,14
48017,0.089,0.0,0.0,14
48018,0.084,0.0,0.0,13
48019,0.087,0.0,0.0,12
48020,0.08,0.0,0.0,14
48021,0.086,0.0,0.0,13
48022,0.087,0.0,0.0,14
48023,0.085,0.0,0.0,15
48024,0.088,0.0,0.0,14
48025,0.091,0.0,0.0,13
48026,0.093,0.0,0.0,14
48027,0.096,0.0,0.0,13
48028,0.097,0.0,0.0,14
48029,0.099,0.0,0.0,13
48030,0.095,0.0,0.0,15
48031,0.137,0.0,0.0,15
48032,0.06,0.0,0.0,13
48033,0.064,0.0,0.0,14
48034,0.065,0.0,0.0,13
48035,0.061,0.0,0.0,13
48036,0.068,0.0,0.0,14
48037,0.062,0.0,0.0,14
48038,0.052,0.0,0.0,14
48039,0.059,0.0,0.0,14
48040,0.083,0.0,0.0,13
48041,0.067,0.0,0.0,14
48042,0.076,0.0,0.0,13
48043,0.062,0.0,0.0,14
48044,0.067,0.0,0.0,12
48045,0.073,0.0,0.0,14
48046,0.067,0.0,0.0,14
48047,0.062,0.0,0.0,13
48048,0.054,0.0,0.0,14
48049,0.068,0.0,0.0,14
48050,0.101,0.0,0.0,12
48051,0.077,0.0,0.0,14
48052,0.081,0.0,0.0,13
48053,0.069,0.0,0.0,14
48054,0.094,0.0,0.0,15
48055,0.093,0.0,0.0,13
48056,0.094,0.0,0.0,13
48057,0.06,0.0,0.0,16
48058,0.1,0.0,0.0,14
48059,0.098,0.0,0.0,14
48060,0.104,0.0,0.0,14
48061,0.091,0.0,0.0,14
48062,0.094,0.0,0.0,13
48063,0.085,0.0,0.0,15
48064,0.073,0.0,0.0,14
48065,0.088,0.0,0.0,14
48066,0.098,0.0,0.0,9
48067,0.099,0.0,0.0,7
48068,0.102,0.0,0.0,8
48069,0.092,0.0,0.0,8
48070,0.097,0.0,0.0,7
48071,0.088,0.0,0.0,9
48072,0.087,0.0,0.0,7
48073,0.079,0.0,0.0,14
48074,0.077,0.0,0.0,15
48075,0.079,0.0,0.0,14
48076,0.074,0.0,0.0,14
48077,0.08,0.0,0.0,13
48078,0.075,0.0,0.0,14
48079,0.078,0.0,0.0,14
48080,0.079,0.0,0.0,15
48081,0.082,0.0,0.0,13
48082,0.085,0.0,0.0,12
48083,0.081,0.0,0.0,14
48084,0.074,0.0,0.0,13
48085,0.08,0.0,0.0,13
48086,0.086,0.0,0.0,14
48087,0.089,0.0,0.0,13
48088,0.084,0.0,0.0,14
48089,0.087,0.0,0.0,13
48090,0.091,0.0,0.0,13
48091,0.088,0.0,0.0,15
48092,0.082,0.0,0.0,14
48093,0.083,0.0,0.0,14
48094,0.087,0.0,0.0,15
48095,0.085,0.0,0.0,14
48096,0.087,0.0,0.0,12
48097,0.085,0.0,0.0,14
48098,0.085,0.0,0.0,13
48099,0.088,0.0,0.0,14
48100,0.085,0.0,0.0,13
48101,0.087,0.0,0.0,14
48102,0.08,0.0,0.0,14
48103,0.084,0.0,0.0,14
48104,0.073,0.0,0.0,14
48105,0.071,0.0,0.0,14
48106,0.094,0.0,0.0,14
48107,0.096,0.0,0.0,14
48108,0.095,0.0,0.0,13
48109,0.095,0.0,0.0,14
48110,0.091,0.0,0.0,13
48111,0.087,0.0,0.0,14
48112,0.09,0.0,0.0,12
48113,0.095,0.0,0.0,14
48114,0.082,0.0,0.0,14
48115,0.091,0.0,0.0,13
48116,0.085,0.0,0.0,14
48117,0.083,0.0,0.0,14
48118,0.083,0.0,0.0,13
48119,0.082,0.0,0.0,14
48120,0.089,0.0,0.0,15
48121,0.089,0.0,0.0,14
48122,0.094,0.0,0.0,13
48123,0.099,0.0,0.0,14
48124,0.101,0.0,0.0,13
48125,0.099,0.0,0.0,14
48126,0.095,0.0,0.0,13
48127,0.097,0.0,0.0,14
48128,0.086,0.0,0.0,14
48129,0.086,0.0,0.0,14
48130,0.08,0.0,0.0,13
48131,0.064,0.0,0.0,14
48132,0.06,0.0,0.0,14
48133,0.086,0.0,0.0,15
48134,0.081,0.0,0.0,13
48135,0.081,0.0,0.0,14
48136,0.086,0.0,0.0,15
48137,0.086,0.0,0.0,15
48138,0.078,0.0,0.0,15
48139,0.078,0.0,0.0,15
48140,0.082,0.0,0.0,15
48141,0.081,0.0,0.0,14
48142,0.083,0.0,0.0,14
48143,0.084,0.0,0.0,13
48144,0.08,0.0,0.0,15
48145,0.08,0.0,0.0,13
48146,0.077,0.0,0.0,13
48147,0.075,0.0,0.0,14
48148,0.077,0.0,0.0,14
48149,0.078,0.0,0.0,13
48150,0.076,0.0,0.0,12
48151,0.089,0.0,0.0,13
48152,0.097,0.0,0.0,16
48153,0.109,0.0,0.0,4
48154,0.079,0.0,0.0,4
48155,0.091,0.0,0.0,4
48156,0.105,0.0,0.0,15
48157,0.107,0.0,0.0,15
48158,0.047,0.0,0.0,14
48159,0.048,0.0,0.0,14
48160,0.07,0.0,0.0,13
48161,0.062,0.0,0.0,13
48162,0.063,0.0,0.0,15
48163,0.06,0.0,0.0,14
48164,0.059,0.0,0.0,12
48165,0.057,0.0,0.0,15
48166,0.054,0.0,0.0,12
48167,0.054,0.0,0.0,13
48168,0.057,0.0,0.0,14
48169,0.076,0.0,0.0,13
48170,0.056,0.0,0.0,65
48171,0.062,0.0,0.0,64
48172,0.055,0.0,0.0,13
48173,0.056,0.0,0.0,15
48174,0.068,0.0,0.0,14
48175,0.065,0.0,0.0,13
48176,0.073,0.0,0.0,13
48177,0.066,0.0,0.0,13
48178,0.066,0.0,0.0,14
48179,0.065,0.0,0.0,12
48180,0.071,0.0,0.0,14
48181,0.066,0.0,0.0,14
48182,0.066,0.0,0.0,13
48183,0.071,0.0,0.0,14
48184,0.062,0.0,0.0,12
48185,0.075,0.0,0.0,14
48186,0.08,0.0,0.0,14
48187,0.069,0.0,0.0,14
48188,0.07,0.0,0.0,13
48189,0.073,0.0,0.0,15
48190,0.067,0.0,0.0,14
48191,0.074,0.0,0.0,12
48192,0.062,0.0,0.0,12
48193,0.064,0.0,0.0,13
48194,0.071,0.0,0.0,13
48195,0.064,0.0,0.0,14
48196,0.061,0.0,0.0,14
48197,0.064,0.0,0.0,14
48198,0.068,0.0,0.0,13
48199,0.065,0.0,0.0,12
48200,0.066,0.0,0.0,13
48201,0.075,0.0,0.0,14
48202,0.064,0.0,0.0,15
48203,0.064,0.0,0.0,14
48204,0.056,0.0,0.0,15
48205,0.068,0.0,0.0,13
48206,0.067,0.0,0.0,13
48207,0.062,0.0,0.0,14
48208,0.066,0.0,0.0,13
48209,0.062,0.0,0.0,14
48210,0.066,0.0,0.0,13
48211,0.062,0.0,0.0,13
48212,0.058,0.0,0.0,13
48213,0.06,0.0,0.0,14
48214,0.073,0.0,0.0,14
48215,0.064,0.0,0.0,13
48216,0.059,0.0,0.0,14
48217,0.06,0.0,0.0,14
48218,0.065,0.0,0.0,13
48219,0.067,0.0,0.0,13
48220,0.071,0.0,0.0,14
48221,0.062,0.0,0.0,13
48222,0.086,0.0,0.0,15
48223,0.069,0.0,0.0,14
48224,0.069,0.0,0.0,12
48225,0.065,0.0,0.0,14
48226,0.065,0.0,0.0,13
48227,0.062,0.0,0.0,13
48228,0.064,0.0,0.0,13
48229,0.061,0.0,0.0,14
48230,0.06,0.0,0.0,13
48231,0.062,0.0,0.0,15
48232,0.065,0.0,0.0,14
48233,0.064,0.0,0.0,13
48234,0.046,0.0,0.0,14
48235,0.105,0.0,0.0,14
48236,0.063,0.0,0.0,7
48237,0.067,0.0,0.0,8
48238,0.059,0.0,0.0,9
48239,0.067,0.0,0.0,7
48240,0.06,0.0,0.0,8
48241,0.058,0.0,0.0,9
48242,0.064,0.0,0.0,122
48243,0.062,0.0,0.0,8
48244,0.063,0.0,0.0,8
48245,0.054,0.0,0.0,8
48246,0.058,0.0,0.0,7
48247,0.061,0.0,0.0,23
48248,0.086,0.0,0.0,121
48249,0.085,0.0,0.0,8
48250,0.091,0.0,0.0,71
48251,0.092,0.0,0.0,14
48252,0.09,0.0,0.0,15
48253,0.086,0.0,0.0,14
48254,0.089,0.0,0.0,14
48255,0.063,0.0,0.0,13
48256,0.066,0.0,0.0,13
48257,0.074,0.0,0.0,14
48258,0.077,0.0,0.0,15
48259,0.078,0.0,0.0,14
48260,0.083,0.0,0.0,14
48261,0.098,0.0,0.0,8
48262,0.09,0.0,0.0,8
48263,0.092,0.0,0.0,8
48264,0.09,0.0,0.0,9
48265,0.091,0.0,0.0,8
48266,0.08,0.0,0.0,9
48267,0.091,0.0,0.0,14
48268,0.094,0.0,0.0,14
48269,0.105,0.0,0.0,15
48270,0.081,0.0,0.0,15
48271,0.09,0.0,0.0,14
48272,0.082,0.0,0.0,13
48273,0.093,0.0,0.0,13
48274,0.081,0.0,0.0,13
48275,0.073,0.0,0.0,16
48276,0.076,0.0,0.0,16
48277,0.07,0.0,0.0,15
48278,0.08,0.0,0.0,29
48279,0.082,0.0,0.0,113
48280,0.069,0.0,0.0,15
48281,0.069,0.0,0.0,15
48282,0.059,0.0,0.0,16
48283,0.067,0.0,0.0,13
48284,0.064,0.0,0.0,14
48285,0.069,0.0,0.0,15
48286,0.073,0.0,0.0,14
48287,0.061,0.0,0.0,14
48288,0.069,0.0,0.0,13
48289,0.065,0.0,0.0,14
48290,0.071,0.0,0.0,14
48291,0.07,0.0,0.0,13
48292,0.05,0.0,0.0,15
48293,0.053,0.0,0.0,15
48294,0.06,0.0,0.0,14
48295,0.076,0.0,0.0,13
48296,0.057,0.0,0.0,14
48297,0.061,0.0,0.0,13
48298,0.056,0.0,0.0,13
48299,0.057,0.0,0.0,12
48300,0.064,0.0,0.0,13
48301,0.061,0.0,0.0,14
48302,0.059,0.0,0.0,15
48303,0.067,0.0,0.0,13
48304,0.07,0.0,0.0,13
48305,0.05,0.0,0.0,14
48306,0.048,0.0,0.0,13
48307,0.054,0.0,0.0,14
48308,0.047,0.0,0.0,12
48309,0.051,0.0,0.0,15
48310,0.046,0.0,0.0,12
48311,0.069,0.0,0.0,15
48312,0.065,0.0,0.0,12
48313,0.052,0.0,0.0,14
48314,0.05,0.0,0.0,14
48315,0.049,0.0,0.0,15
48316,0.049,0.0,0.0,15
48317,0.045,0.0,0.0,13
48318,0.053,0.0,0.0,14
48319,0.051,0.0,0.0,12
48320,0.045,0.0,0.0,14
48321,0.046,0.0,0.0,13
48322,0.046,0.0,0.0,13
48323,0.042,0.0,0.0,15
48324,0.06,0.0,0.0,15
48325,0.054,0.0,0.0,12
48326,0.064,0.0,0.0,13
48327,0.051,0.0,0.0,13
48328,0.05,0.0,0.0,14
48329,0.053,0.0,0.0,15
48330,0.146,0.0,0.0,15
48331,0.121,0.0,0.0,14
48332,0.11,0.0,0.0,15
48333,0.118,0.0,0.0,15
48334,0.062,0.0,0.0,14
48335,0.059,0.0,0.0,15
48336,0.087,0.0,0.0,14
48337,0.09,0.0,0.0,13
48338,0.078,0.0,0.0,13
48339,0.066,0.0,0.0,13
48340,0.068,0.0,0.0,15
48341,0.069,0.0,0.0,12
48342,0.064,0.0,0.0,14
48343,0.063,0.0,0.0,13
48344,0.068,0.0,0.0,14
48345,0.063,0.0,0.0,13
48346,0.076,0.0,0.0,12
48347,0.07,0.0,0.0,14
48348,0.062,0.0,0.0,15
48349,0.079,0.0,0.0,14
48350,0.07,0.0,0.0,14
48351,0.078,0.0,0.0,14
48352,0.055,0.0,0.0,14
48353,0.066,0.0,0.0,14
48354,0.075,0.0,0.0,13
48355,0.088,0.0,0.0,15
48356,0.08,0.0,0.0,13
48357,0.065,0.0,0.0,15
48358,0.066,0.0,0.0,16
48359,0.075,0.0,0.0,15
48360,0.073,0.0,0.0,15
48361,0.07,0.0,0.0,17
48362,0.288,0.538,349.0,13
48363,0.101,0.007,80.0,153
48364,0.063,0.0,0.0,4
48365,0.064,0.0,0.0,3
48366,0.057,0.0,0.0,1
48367,0.085,0.0,0.0,336
48368,0.052,0.0,0.0,13
48369,0.051,0.0,0.0,14
48370,0.068,0.0,0.0,40
48371,0.059,0.0,0.0,40
48372,0.062,0.0,0.0,39
48373,0.068,0.0,0.0,40
48374,0.084,0.0,0.0,24
48375,0.058,0.0,0.0,4
48376,0.069,0.0,0.0,4
48377,0.147,0.0,0.0,5
48378,0.086,0.0,0.0,153
48379,0.05,0.0,0.0,4
48380,0.064,0.0,0.0,4
48381,0.054,0.0,0.0,4
48382,0.047,0.0,0.0,4
48383,0.048,0.0,0.0,4
48384,0.051,0.0,0.0,4
48385,0.065,0.0,0.0,4
48386,0.068,0.0,0.0,4
48387,0.067,0.0,0.0,4
48388,0.061,0.0,0.0,4
48389,0.086,0.0,0.0,4
48390,0.063,0.0,0.0,4
48391,0.062,0.0,0.0,4
48392,0.071,0.0,0.0,5
48393,0.071,0.0,0.0,4
48394,0.076,0.0,0.0,4
48395,0.055,0.0,0.0,5
48396,0.051,0.0,0.0,4
48397,0.06,0.0,0.0,4
48398,0.065,0.0,0.0,3
48399,0.075,0.0,0.0,4
48400,0.072,0.0,0.0,4
48401,0.068,0.0,0.0,4
48402,0.115,0.0,0.0,4
48403,0.084,0.0,0.0,53
48404,0.101,0.0,0.0,4
48405,0.048,0.0,0.0,4
48406,0.067,0.0,0.0,5
48407,0.059,0.0,0.0,4
48408,0.047,0.0,0.0,4
48409,0.063,0.0,0.0,4
48410,0.05,0.0,0.0,4
48411,0.09,0.0,0.0,4
48412,0.075,0.0,0.0,4
48413,0.083,0.0,0.0,4
48414,0.093,0.0,0.0,4
48415,0.099,0.0,0.0,4
48416,0.092,0.0,0.0,4
48417,0.1,0.0,0.0,4
48418,0.081,0.0,0.0,4
48419,0.088,0.0,0.0,3
48420,0.063,0.0,0.0,4
48421,0.061,0.0,0.0,4
48422,0.059,0.0,0.0,5
48423,0.063,0.0,0.0,4
48424,0.086,0.0,0.0,13
48425,0.09,0.0,0.0,13
48426,0.068,0.0,0.0,4
48427,0.092,0.0,0.0,14
