PCTILE,RELIEF_M
1,-11.447249755859374
5,-5.771771240234375
10,-3.633428955078125
25,-1.091217041015625
50,0.52447509765625
75,4.00872802734375
90,8.116839599609369
95,10.590460205078102
99,17.972160644531193
mean,1.6417455412082338
share_below_%,40.83055471354956
