NODE,SUBNET,WAS_M,DIVERT_AT,DIVERT_DOWN_M,TO_NODE,TO_SUBNET,EXTRA_M,DEF_M,RESCUED
N007926,S006,11.95,N007488,2993.1,N007474,S170,75.7,11.23,0
N008745,S013,11.95,N007765,4220.9,N007736,S006,161.9,13.68,0
N001598,S004,11.94,N001038,2293.8,N000999,S156,85.0,12.46,0
N002307,S004,11.94,N001038,3157.8,N000999,S156,85.0,12.46,0
N007698,S018,11.93,N007641,1138.7,N007605,S143,183.7,12.36,0
N008040,S006,11.93,N007488,3327.0,N007474,S170,75.7,11.21,0
N006556,S001,11.92,N005298,6448.7,N004766,S002,1536.5,12.79,0
N007675,S006,11.92,N007488,2130.5,N007474,S170,75.7,11.2,0
N007896,S006,11.92,N007488,2908.7,N007474,S170,75.7,11.2,0
N008156,S006,11.92,N007488,3585.4,N007474,S170,75.7,11.2,0
N001480,S021,11.91,N001886,1220.8,N001826,S040,222.7,11.96,0
N005503,S001,11.9,N005298,3886.2,N004766,S002,1536.5,12.77,0
N007439,S006,11.89,N007488,1413.6,N007474,S170,75.7,11.17,0
N007863,S006,11.89,N007488,2822.9,N007474,S170,75.7,11.17,0
N002427,S003,11.88,N003270,1491.6,N003298,S160,116.2,12.04,0
N007718,S006,11.88,N007488,2286.0,N007474,S170,75.7,11.16,0
N003981,S005,11.87,N002822,2593.4,N002836,S092,81.5,12.43,0
N006938,S035,11.87,N007077,1183.8,N007007,S037,417.4,12.61,0
N008577,S013,11.87,N007765,4069.2,N007736,S006,161.9,13.6,0
N008632,S012,11.87,N008125,2887.9,N008145,S104,63.1,12.08,0
N003487,S005,11.86,N002822,2139.2,N002836,S092,81.5,12.42,0
N007692,S006,11.85,N007488,2187.0,N007474,S170,75.7,11.13,0
N000866,S004,11.84,N001038,3058.8,N000999,S156,85.0,12.36,0
N001476,S021,11.84,N001886,1186.8,N001826,S040,222.7,11.9,0
N006480,S001,11.84,N005298,6791.8,N004766,S002,1536.5,12.71,0
N008568,S013,11.84,N007765,3337.6,N007736,S006,161.9,13.58,0
N002148,S002,11.83,N003536,6224.7,N003486,S031,200.3,12.72,0
N002604,S003,11.83,N003270,2019.7,N003298,S160,116.2,11.99,0
N006538,S022,11.83,N005842,1952.0,N005584,S134,583.7,13.0,0
N006571,S001,11.83,N005298,6384.4,N004766,S002,1536.5,12.7,0
N007955,S006,11.83,N007488,3089.9,N007474,S170,75.7,11.11,0
N008434,S012,11.83,N008125,2351.3,N008145,S104,63.1,12.05,0
N008734,S013,11.83,N007765,4560.1,N007736,S006,161.9,13.57,0
N002601,S003,11.82,N003270,2013.7,N003298,S160,116.2,11.99,0
N005286,S001,11.81,N005298,3263.9,N004766,S002,1536.5,12.68,0
N006516,S001,11.81,N005298,6049.2,N004766,S002,1536.5,12.68,0
N009103,S028,11.81,N009081,1754.4,X000144,S108,142.1,11.38,0
N005267,S001,11.8,N005298,3520.6,N004766,S002,1536.5,12.67,0
N008521,S013,11.8,N007765,3789.9,N007736,S006,161.9,13.54,0
N008650,S012,11.8,N008125,2954.4,N008145,S104,63.1,12.01,0
N008704,S012,11.8,N008125,3158.4,N008145,S104,63.1,12.02,0
N007416,S006,11.79,N007488,1332.5,N007474,S170,75.7,11.07,0
N007886,S006,11.79,N007488,2816.1,N007474,S170,75.7,11.07,0
N007934,S006,11.79,N007488,2899.9,N007474,S170,75.7,11.07,0
N008511,S013,11.79,N007765,3693.6,N007736,S006,161.9,13.53,0
N008539,S013,11.79,N007765,3871.4,N007736,S006,161.9,13.53,0
N008246,S012,11.76,N008125,1622.8,N008145,S104,63.1,11.98,0
N008571,S012,11.76,N008125,2414.2,N008145,S104,63.1,11.98,0
N006628,S029,11.75,N006617,2444.0,N006554,S137,184.5,13.53,0
N007363,S001,11.74,N005298,9855.3,N004766,S002,1536.5,12.61,0
N007575,S006,11.71,N007488,1777.0,N007474,S170,75.7,10.99,0
N008146,S006,11.71,N007488,3500.7,N007474,S170,75.7,10.99,0
N008490,S013,11.71,N007765,3613.3,N007736,S006,161.9,13.45,0
N008524,S012,11.71,N008125,2519.0,N008145,S104,63.1,11.93,0
N006529,S001,11.7,N005298,6905.4,N004766,S002,1536.5,12.57,0
N008004,S006,11.7,N007488,3157.8,N007474,S170,75.7,10.98,0
N008531,S013,11.7,N007765,3780.7,N007736,S006,161.9,13.44,0
N001341,S002,11.69,N003536,7471.8,N003486,S031,200.3,12.58,0
N006561,S001,11.68,N005298,6553.3,N004766,S002,1536.5,12.55,0
N007556,S006,11.67,N007488,1635.3,N007474,S170,75.7,10.95,0
N008189,S006,11.67,N007488,3585.0,N007474,S170,75.7,10.95,0
N005284,S001,11.66,N005298,3214.9,N004766,S002,1536.5,12.53,0
N007861,S006,11.66,N007488,2732.2,N007474,S170,75.7,10.94,0
N008505,S013,11.66,N007765,3703.3,N007736,S006,161.9,13.4,0
N007676,S006,11.65,N007488,2081.9,N007474,S170,75.7,10.93,0
N007849,S006,11.65,N007488,2725.4,N007474,S170,75.7,10.93,0
N008027,S006,11.64,N007488,3242.8,N007474,S170,75.7,10.92,0
N000987,S007,11.63,N001688,1951.1,N001734,S066,179.3,13.89,0
N002470,S003,11.63,N003270,1524.2,N003298,S160,116.2,11.79,0
N008714,S013,11.63,N007765,4375.3,N007736,S006,161.9,13.36,0
N001167,S007,11.62,N001688,1737.7,N001734,S066,179.3,13.87,0
N006557,S001,11.59,N005298,6570.0,N004766,S002,1536.5,12.45,0
N006662,S001,11.59,N005298,6458.4,N004766,S002,1536.5,12.46,0
N007946,S006,11.59,N007488,2898.1,N007474,S170,75.7,10.87,0
N008016,S006,11.59,N007488,3158.9,N007474,S170,75.7,10.87,0
N008463,S013,11.56,N007765,3446.3,N007736,S006,161.9,13.3,0
N001516,S021,11.55,N001886,1116.8,N001826,S040,222.7,11.61,0
N007417,S018,11.54,N007508,1226.2,N007567,S125,147.9,12.69,0
N007700,S018,11.53,N007641,1095.0,N007605,S143,183.7,11.96,0
N005283,S001,11.52,N005298,3193.6,N004766,S002,1536.5,12.39,0
N008045,S006,11.51,N007488,3239.1,N007474,S170,75.7,10.79,0
N000871,S004,11.5,N001038,3069.4,N000999,S156,85.0,12.01,0
N007964,S006,11.5,N007488,2897.1,N007474,S170,75.7,10.78,0
N001116,S002,11.48,N003536,7899.0,N003486,S031,200.3,12.37,0
N007918,S006,11.48,N007488,2818.5,N007474,S170,75.7,10.76,0
N007993,S006,11.48,N007488,3073.2,N007474,S170,75.7,10.76,0
N006498,S022,11.46,N005842,2009.7,N005584,S134,583.7,12.62,0
N006530,S001,11.46,N005298,6914.4,N004766,S002,1536.5,12.33,0
N006550,S022,11.46,N005842,2042.9,N005584,S134,583.7,12.63,0
N007262,S014,11.46,N007524,1869.8,N007564,S006,102.0,12.97,0
N007493,S001,11.45,N005298,11068.8,N004766,S002,1536.5,12.31,0
N007972,S006,11.45,N007488,2986.8,N007474,S170,75.7,10.73,0
N003924,S005,11.43,N002822,2641.5,N002836,S092,81.5,11.99,0
N007449,S001,11.43,N005298,10433.0,N004766,S002,1536.5,12.3,0
N008007,S006,11.43,N007488,3066.5,N007474,S170,75.7,10.71,0
N001373,S021,11.42,N001886,1208.8,N001826,S040,222.7,11.48,0
N001113,S007,11.41,N001688,1798.6,N001734,S066,179.3,13.66,0
N007705,S001,11.41,N005298,10756.4,N004766,S002,1536.5,12.28,0
N001443,S021,11.4,N001886,936.2,N001826,S040,222.7,11.45,0
N002913,S003,11.4,N003270,2496.0,N003298,S160,116.2,11.56,0
N007429,S001,11.4,N005298,10324.1,N004766,S002,1536.5,12.27,0
N008479,S012,11.4,N008125,2100.7,N008145,S104,63.1,11.62,0
N005246,S001,11.38,N005298,3616.5,N004766,S002,1536.5,12.25,0
N006514,S022,11.38,N005842,1892.3,N005584,S134,583.7,12.54,0
N007436,S001,11.38,N005298,10386.8,N004766,S002,1536.5,12.25,0
N001181,S007,11.36,N001688,1239.4,N001734,S066,179.3,13.62,0
N005265,S001,11.36,N005298,3291.9,N004766,S002,1536.5,12.23,0
N000632,S004,11.35,N001038,1622.3,N000999,S156,85.0,11.86,0
N005343,S001,11.35,N005298,2803.2,N004766,S002,1536.5,12.22,0
N001139,S007,11.34,N001688,1692.6,N001734,S066,179.3,13.59,0
N008804,S017,11.34,N008055,3904.4,N008094,S104,80.1,11.84,0
N002960,S003,11.33,N003270,2564.7,N003298,S160,116.2,11.5,0
N004209,S005,11.33,N002822,2387.9,N002836,S092,81.5,11.89,0
N001104,S007,11.32,N001688,1435.6,N001734,S066,179.3,13.58,0
N006508,S022,11.32,N005842,1956.8,N005584,S134,583.7,12.49,0
N006448,S022,11.31,N005842,1899.1,N005584,S134,583.7,12.47,0
N006632,S001,11.31,N005298,6314.6,N004766,S002,1536.5,12.18,0
N007225,S001,11.31,N005298,8491.8,N004766,S002,1536.5,12.18,0
N008655,S012,11.31,N008125,2525.2,N008145,S104,63.1,11.53,0
N002443,S004,11.3,N001038,2848.0,N000999,S156,85.0,11.82,0
N004136,S005,11.29,N002822,2448.5,N002836,S092,81.5,11.85,0
N007504,S001,11.29,N005298,11156.4,N004766,S002,1536.5,12.16,0
N008771,S012,11.28,N008125,3193.2,N008145,S104,63.1,11.49,0
N002201,S002,11.26,N003536,6540.8,N003486,S031,200.3,12.15,0
N002832,S003,11.25,N003270,2171.9,N003298,S160,116.2,11.41,0
N007523,S001,11.25,N005298,10741.5,N004766,S002,1536.5,12.12,0
N008575,S012,11.25,N008125,2382.6,N008145,S104,63.1,11.47,0
N001947,S002,11.24,N003536,6372.6,N003486,S031,200.3,12.13,0
N006642,S001,11.24,N005298,6357.1,N004766,S002,1536.5,12.11,0
N007527,S001,11.24,N005298,10735.8,N004766,S002,1536.5,12.11,0
N008666,S012,11.23,N008125,2768.6,N008145,S104,63.1,11.45,0
N006519,S022,11.22,N005842,1919.5,N005584,S134,583.7,12.39,0
N007360,S001,11.22,N005298,9720.3,N004766,S002,1536.5,12.09,0
N002411,S004,11.21,N001038,2786.5,N000999,S156,85.0,11.73,0
N002572,S003,11.21,N003270,1862.2,N003298,S160,116.2,11.37,0
N005078,S001,11.18,N005298,1794.9,N004766,S002,1536.5,12.05,0
N006712,S001,11.18,N005298,6641.0,N004766,S002,1536.5,12.05,0
N007573,S001,11.18,N005298,10874.1,N004766,S002,1536.5,12.05,0
N006960,S035,11.17,N007077,1101.9,N007007,S037,417.4,11.91,0
N007531,S001,11.17,N005298,11322.5,N004766,S002,1536.5,12.04,0
N008686,S012,11.17,N008125,2862.3,N008145,S104,63.1,11.39,0
X000129,S003,11.17,N003270,2794.6,N003298,S160,116.2,11.33,0
N001136,S004,11.16,N001038,3163.2,N000999,S156,85.0,11.67,0
N002615,S002,11.16,N003536,4957.3,N003486,S031,200.3,12.05,0
N007378,S014,11.16,N007524,996.9,N007564,S006,102.0,12.67,0
N007737,S018,11.15,N007641,1219.1,N007605,S143,183.7,11.57,0
N002823,S003,11.14,N003270,2211.8,N003298,S160,116.2,11.31,0
N005197,S001,11.14,N005298,2621.0,N004766,S002,1536.5,12.01,0
N006491,S022,11.13,N005842,2036.4,N005584,S134,583.7,12.29,0
N002085,S002,11.1,N003536,6135.8,N003486,S031,200.3,11.99,0
N006687,S001,11.1,N005298,6475.1,N004766,S002,1536.5,11.97,0
N008845,S013,11.1,N007765,5008.1,N007736,S006,161.9,12.84,0
N007770,S001,11.09,N005298,11199.1,N004766,S002,1536.5,11.96,0
N002472,S003,11.08,N003270,1416.7,N003298,S160,116.2,11.24,0
N001545,S021,11.07,N001886,1015.9,N001826,S040,222.7,11.13,0
N006152,S022,11.07,N005842,1737.6,N005584,S134,583.7,12.24,0
N007520,S001,11.07,N005298,10131.2,N004766,S002,1536.5,11.94,0
N002810,S003,11.06,N003270,2106.8,N003298,S160,116.2,11.22,0
N008980,S027,11.06,N009060,1576.4,N009068,S108,105.7,11.8,0
N001274,S004,11.05,N001038,3240.4,N000999,S156,85.0,11.56,0
N003502,S005,11.05,N002822,2091.2,N002836,S092,81.5,11.6,0
N006697,S029,11.04,N006617,2250.2,N006554,S137,184.5,12.81,0
N001060,S007,11.03,N001688,1733.8,N001734,S066,179.3,13.29,0
N007542,S001,11.03,N005298,10798.0,N004766,S002,1536.5,11.89,0
N007547,S001,11.03,N005298,10791.5,N004766,S002,1536.5,11.9,0
N008780,S013,11.02,N007765,4471.0,N007736,S006,161.9,12.76,0
N000965,S004,11.01,N001038,2588.2,N000999,S156,85.0,11.52,0
N002759,S003,11.0,N003270,1969.1,N003298,S160,116.2,11.16,0
N006303,S001,10.99,N005298,5659.4,N004766,S002,1536.5,11.85,0
N004020,S005,10.98,N002822,2540.4,N002836,S092,81.5,11.54,0
N006270,S010,10.98,N005516,3560.6,N005669,S141,298.8,13.73,0
N008762,S013,10.98,N007765,4386.6,N007736,S006,161.9,12.72,0
N006402,S001,10.97,N005298,5879.4,N004766,S002,1536.5,11.84,0
N000894,S004,10.96,N001038,2906.0,N000999,S156,85.0,11.48,0
N006453,S022,10.96,N005842,1832.9,N005584,S134,583.7,12.13,0
N008467,S012,10.96,N008125,2254.8,N008145,S104,63.1,11.18,0
N006678,S001,10.95,N005298,6441.3,N004766,S002,1536.5,11.82,0
N007839,S001,10.95,N005298,11592.8,N004766,S002,1536.5,11.81,0
N002740,S003,10.94,N003270,1900.8,N003298,S160,116.2,11.1,0
N006622,S001,10.94,N005298,6246.2,N004766,S002,1536.5,11.81,0
N008791,S013,10.94,N007765,4556.8,N007736,S006,161.9,12.68,0
N007592,S001,10.93,N005298,10322.5,N004766,S002,1536.5,11.8,0
N007864,S001,10.93,N005298,11675.5,N004766,S002,1536.5,11.79,0
N008359,S013,10.93,N008269,361.4,N008233,S006,84.0,11.93,0
N000950,S004,10.92,N001038,2672.3,N000999,S156,85.0,11.44,0
N001034,S004,10.92,N001038,2884.0,N000999,S156,85.0,11.44,0
N001118,S007,10.92,N001233,759.4,N001382,S016,311.8,11.78,0
N006643,S001,10.92,N005298,6278.4,N004766,S002,1536.5,11.79,0
N006674,S001,10.92,N005298,6419.0,N004766,S002,1536.5,11.78,0
N001533,S021,10.91,N001886,1008.1,N001826,S040,222.7,10.97,0
N006680,S001,10.91,N005298,6404.0,N004766,S002,1536.5,11.78,0
N006346,S029,10.89,N006617,1661.4,N006554,S137,184.5,12.66,0
N008320,S013,10.87,N008269,276.8,N008233,S006,84.0,11.87,0
N008599,S012,10.87,N008125,2694.9,N008145,S104,63.1,11.09,0
N002896,S003,10.85,N003270,2361.5,N003298,S160,116.2,11.01,0
N000952,S004,10.84,N001038,2663.5,N000999,S156,85.0,11.36,0
N005301,S001,10.84,N005298,3088.1,N004766,S002,1536.5,11.71,0
N006670,S029,10.84,N006617,2334.9,N006554,S137,184.5,12.61,0
N007935,S001,10.84,N005298,11480.0,N004766,S002,1536.5,11.71,0
N006656,S001,10.83,N005298,6324.2,N004766,S002,1536.5,11.7,0
N002310,S004,10.82,N001038,2605.1,N000999,S156,85.0,11.34,0
N006342,S001,10.82,N005298,5747.2,N004766,S002,1536.5,11.69,0
N007873,S001,10.82,N005298,11272.7,N004766,S002,1536.5,11.69,0
N008775,S013,10.82,N007765,4472.7,N007736,S006,161.9,12.56,0
N001334,S002,10.81,N003536,7436.5,N003486,S031,200.3,11.7,0
N004295,S005,10.81,N002822,2714.5,N002836,S092,81.5,11.36,0
N006558,S001,10.81,N005298,6696.2,N004766,S002,1536.5,11.68,0
N007267,S019,10.81,N007267,0.0,N007407,S018,857.0,19.52,0
N005318,S001,10.8,N005298,3105.1,N004766,S002,1536.5,11.67,0
N000936,S004,10.79,N001038,2735.7,N000999,S156,85.0,11.31,0
N006501,S022,10.79,N005842,1839.3,N005584,S134,583.7,11.95,0
N007391,S001,10.77,N005298,9780.4,N004766,S002,1536.5,11.64,0
N006706,S001,10.76,N005298,6606.5,N004766,S002,1536.5,11.63,0
N007936,S001,10.76,N005298,11889.8,N004766,S002,1536.5,11.63,0
N001566,S021,10.75,N001886,1037.8,N001826,S040,222.7,10.81,0
N002862,S003,10.74,N003270,2284.6,N003298,S160,116.2,10.9,0
N008684,S012,10.74,N008125,2824.0,N008145,S104,63.1,10.96,0
