tree,arcs,km,uphill_pct,uphill_km,climb_m,descent_m,climb_per_km,ratio,worst_rise_m,joins,path_med_m,path_p95_m,path_max_m,def_p95_m,def_max_m,n_over_budget,n_over_floor,n_nodes,uphill_pct_all,weight,LAMBDA_DETOUR
branching,9550,1153.8404560368042,28.564472520284323,329.5884399925563,1995.6031188964844,6326.895812988281,1.7295312436443382,0.3154158339070125,20.725128173828125,193,5423.902999999999,17377.55862895802,22384.221999999998,59.24596440625001,96.97712325195313,5615,613,9743,18.428837740824783,2599204.541259875,0.0
branching,9550,1149.1294370208939,29.01524358892868,333.42270530369717,2019.1421508789062,6269.480621337891,1.7571059323947973,0.32205891888505855,20.725128173828125,193,4707.863000000001,17475.070865581063,22298.822999999997,59.65494160253904,96.97712325195313,4991,611,9743,18.64322952372798,2655645.7113456386,0.1
branching,9550,1144.665400577753,29.737229875304184,340.3917814728778,2064.9942932128906,6175.735504150391,1.8040156469922262,0.3343722042216859,20.725128173828125,193,4172.64,14696.207386099079,22298.822999999997,56.2624089150391,96.94582825195313,4774,611,9743,19.03290330575802,2731074.3963582003,0.25
branching,9550,1142.4188960338051,31.49157047310696,359.76565174257627,2154.147979736328,6029.893035888672,1.885602546679677,0.357244807978398,20.725128173828125,193,3558.569000000001,13025.659596812737,22298.822999999997,54.23680462109377,95.48372325195314,4343,590,9743,20.116187390661377,2834934.8088293127,0.5
branching,9550,1146.5334866100786,35.92223526690673,411.8604564739411,2441.8771362304688,5730.371734619141,2.1297913796223207,0.4261289230990464,20.725128173828125,193,2724.134,8978.0484,15075.324,46.42483015722656,95.48372325195314,3606,1018,9743,23.029052609951094,2973557.0474788314,1.0
branching,9550,1163.7026250965935,39.80295101990138,463.1879858845037,2771.480712890625,5420.022247314453,2.381605620817928,0.5113412060741735,20.725128173828125,193,2414.193,7465.6735912691265,13976.562000000002,41.69328024804687,90.98666747070313,3302,1180,9743,25.89901586219997,3106016.837882939,2.0
branching,9550,1188.225894211132,42.140395669251006,500.72309326506695,3047.521453857422,5246.945831298828,2.564766067382064,0.5808181658134326,20.725128173828125,193,2307.4239999999995,7199.2963,13661.927000000001,38.94497811914062,90.98666747070313,3800,1261,9743,27.99778001641745,3214545.1158357253,4.0
