LABEL,DIA_MM,SLOPE_PMIL,OUR_Q_LS,OUR_V_MS,OUR_DOD,SG_Q_LS,SG_V_MS,SG_DOD,DQ_PCT,DV_PCT
P-0643,200,7.924,0.04,0.146,0.03,,,,,
P-0644,200,23.8,0.0,0.034,0.004,,,,,
P-0645,200,5.0,9.04,0.701,0.472,,,,,
P-0646,200,10.151,0.43,0.283,0.103,,,,,
P-0647,200,10.151,0.85,0.352,0.142,,,,,
P-0648,200,5.0,9.62,0.712,0.489,,,,,
P-0649,200,5.0,0.25,0.238,0.08,,,,,
P-0650,200,5.0,2.02,0.458,0.215,,,,,
P-0651,200,13.609,0.18,0.314,0.053,,,,,
P-0652,200,5.0,2.34,0.479,0.232,,,,,
P-0653,200,5.0,2.02,0.458,0.215,,,,,
P-0654,200,13.609,0.0,0.016,0.004,,,,,
P-0655,200,5.0,2.37,0.481,0.233,,,,,
P-0656,200,10.151,1.06,0.708,0.103,,,,,
P-0657,200,10.151,0.99,0.369,0.153,,,,,
P-0658,200,47.547,1.42,0.903,0.106,,,,,
P-0659,200,5.011,1.53,0.421,0.188,,,,,
P-0660,200,41.673,0.0,0.008,0.002,,,,,
P-0661,200,41.673,0.07,0.157,0.046,,,,,
P-0662,200,5.938,0.0,0.022,0.005,,,,,
P-0663,200,41.673,0.32,0.331,0.076,,,,,
P-0664,200,5.0,0.11,0.181,0.055,,,,,
P-0665,200,5.0,9.81,0.715,0.494,,,,,
P-0666,200,18.189,0.14,0.34,0.043,,,,,
P-0667,200,5.0,10.7,0.731,0.52,,,,,
P-0668,200,5.0,10.73,0.731,0.521,,,,,
P-0669,200,5.0,10.75,0.732,0.522,,,,,
P-0670,200,5.0,1.14,0.385,0.163,,,,,
P-0671,200,5.0,0.04,0.125,0.034,,,,,
P-0672,200,5.0,2.48,0.487,0.238,,,,,
P-0673,200,18.189,0.0,0.016,0.004,,,,,
P-0674,200,5.0,2.59,0.493,0.244,,,,,
P-0675,200,5.0,0.07,0.158,0.046,,,,,
P-0676,200,5.0,0.0,0.013,0.004,,,,,
P-0677,200,6.77,0.0,0.017,0.004,,,,,
P-0678,200,5.0,0.0,0.025,0.006,,,,,
P-0679,200,5.0,0.67,0.327,0.127,,,,,
P-0680,200,5.0,2.83,0.507,0.255,,,,,
P-0681,200,5.0,1.14,0.385,0.163,,,,,
P-0682,200,5.0,2.87,0.509,0.257,,,,,
P-0683,200,5.938,0.25,0.238,0.08,,,,,
P-0684,200,6.008,0.04,0.134,0.033,,,,,
P-0685,200,17.55,0.0,0.03,0.004,,,,,
P-0686,200,5.0,10.78,0.732,0.523,,,,,
P-0687,200,5.0,0.32,0.258,0.09,,,,,
P-0688,200,5.0,9.18,0.703,0.476,,,,,
P-0689,200,5.938,0.46,0.29,0.106,,,,,
P-0690,200,21.899,1.52,0.421,0.188,,,,,
P-0691,200,5.0,0.32,0.258,0.09,,,,,
P-0692,200,5.0,1.06,0.377,0.158,,,,,
P-0693,200,5.938,0.46,0.354,0.093,,,,,
P-0694,200,21.899,1.6,0.805,0.124,,,,,
P-0695,200,68.278,1.74,1.09,0.107,,,,,
P-0696,200,5.0,0.0,0.028,0.007,,,,,
P-0697,200,5.0,0.39,0.275,0.099,,,,,
P-0698,200,5.0,5.34,0.608,0.353,,,,,
P-0699,200,5.0,7.89,0.676,0.436,,,,,
P-0700,200,5.0,0.0,0.027,0.006,,,,,
P-0701,200,5.0,0.14,0.199,0.062,,,,,
P-0702,200,5.0,0.36,0.267,0.094,,,,,
P-0703,200,5.0,5.13,0.601,0.346,,,,,
P-0704,200,5.0,7.91,0.677,0.437,,,,,
P-0705,200,5.0,7.94,0.677,0.438,,,,,
P-0706,200,5.0,7.94,0.677,0.438,,,,,
P-0707,200,6.957,0.0,0.018,0.005,,,,,
P-0708,200,30.959,0.92,0.68,0.096,,,,,
P-0709,200,5.0,0.75,0.338,0.133,,,,,
P-0710,200,40.661,1.06,0.781,0.096,,,,,
P-0711,200,5.0,0.82,0.347,0.139,,,,,
P-0712,200,5.0,3.51,0.54,0.284,,,,,
P-0713,200,10.234,4.89,0.768,0.28,,,,,
P-0714,200,5.0,4.89,0.593,0.337,,,,,
P-0715,200,5.0,4.98,0.596,0.34,,,,,
P-0716,200,5.0,0.0,0.024,0.006,,,,,
P-0717,200,5.0,0.11,0.18,0.055,,,,,
P-0718,200,5.0,1.77,0.441,0.202,,,,,
P-0719,200,5.0,1.81,0.443,0.204,,,,,
P-0720,200,5.0,0.89,0.356,0.145,,,,,
P-0721,200,5.0,0.0,0.022,0.005,,,,,
P-0722,200,5.0,0.18,0.213,0.069,,,,,
P-0723,200,5.0,0.39,0.275,0.099,,,,,
P-0724,200,24.451,0.0,0.027,0.003,,,,,
P-0725,200,5.0,0.57,0.31,0.117,,,,,
P-0726,200,5.0,0.21,0.226,0.075,,,,,
P-0727,250,3.75,18.42,0.75,0.551,,,,,
P-0728,250,3.75,18.42,0.75,0.551,,,,,
P-0729,250,3.75,18.87,0.754,0.559,,,,,
P-0730,200,41.673,0.32,0.575,0.052,,,,,
P-0731,200,41.673,0.35,0.677,0.05,,,,,
P-0732,200,41.673,0.43,0.644,0.059,,,,,
P-0733,200,5.01,0.46,0.291,0.107,,,,,
P-0734,200,5.0,0.21,0.226,0.075,,,,,
P-0735,200,5.0,0.0,0.029,0.007,,,,,
P-0736,200,5.0,0.82,0.348,0.14,,,,,
P-0737,200,6.269,0.0,0.037,0.008,,,,,
P-0738,200,5.0,0.0,0.033,0.008,,,,,
P-0739,200,10.441,0.0,0.034,0.005,,,,,
P-0740,315,2.7,35.17,0.773,0.626,,,,,
P-0741,315,2.7,35.24,0.773,0.627,,,,,
P-0742,250,3.75,18.94,0.755,0.561,,,,,
P-0743,200,5.0,1.56,0.424,0.19,,,,,
P-0744,200,5.0,1.56,0.424,0.19,,,,,
P-0745,200,5.0,0.0,0.018,0.005,,,,,
P-0746,200,5.0,0.11,0.18,0.055,,,,,
P-0747,200,5.0,0.0,0.027,0.006,,,,,
P-0748,200,5.0,0.35,0.267,0.094,,,,,
P-0749,200,5.0,2.34,0.479,0.232,,,,,
P-0750,200,6.118,2.38,0.517,0.222,,,,,
P-0751,200,5.0,0.46,0.29,0.107,,,,,
P-0752,200,5.0,0.6,0.316,0.121,,,,,
P-0753,200,5.101,0.78,0.349,0.135,,,,,
P-0754,200,8.341,0.82,0.416,0.123,,,,,
P-0755,200,24.497,0.0,0.048,0.005,,,,,
P-0756,200,6.957,0.14,0.234,0.055,,,,,
P-0757,200,6.957,0.18,0.213,0.069,,,,,
P-0758,200,35.399,0.14,0.246,0.054,,,,,
P-0759,200,6.957,0.21,0.29,0.063,,,,,
P-0760,200,5.0,0.0,0.016,0.004,,,,,
P-0761,200,35.399,0.14,0.467,0.035,,,,,
P-0762,200,5.0,0.6,0.316,0.121,,,,,
P-0763,250,3.75,19.26,0.758,0.567,,,,,
P-0764,250,3.75,19.26,0.758,0.567,,,,,
P-0765,250,3.75,19.26,0.758,0.567,,,,,
P-0766,250,3.75,19.27,0.758,0.567,,,,,
P-0767,250,3.75,19.27,0.758,0.567,,,,,
P-0768,200,8.514,0.0,0.033,0.006,,,,,
P-0769,200,5.0,1.42,0.412,0.181,,,,,
P-0770,200,5.0,1.56,0.424,0.19,,,,,
P-0771,200,5.0,1.74,0.438,0.2,,,,,
P-0772,200,5.0,0.0,0.028,0.007,,,,,
P-0773,200,5.0,3.86,0.554,0.298,,,,,
P-0774,200,5.0,3.89,0.556,0.299,,,,,
P-0775,200,5.0,1.07,0.377,0.158,,,,,
P-0776,200,18.816,0.75,0.535,0.097,,,,,
P-0777,250,3.75,18.07,0.747,0.544,,,,,
P-0778,250,3.75,18.14,0.747,0.546,,,,,
P-0779,250,3.75,18.47,0.75,0.552,,,,,
P-0780,200,9.164,0.04,0.154,0.029,,,,,
P-0781,200,8.797,0.21,0.275,0.066,,,,,
P-0782,200,5.0,0.29,0.249,0.085,,,,,
P-0783,200,37.103,0.21,0.449,0.047,,,,,
P-0784,200,21.835,0.28,0.413,0.06,,,,,
P-0785,200,7.84,0.14,0.231,0.056,,,,,
P-0786,200,41.192,0.0,0.044,0.004,,,,,
P-0787,200,58.541,0.0,0.043,0.003,,,,,
P-0788,200,51.488,0.0,0.052,0.004,,,,,
P-0789,200,5.0,0.07,0.158,0.046,,,,,
P-0790,200,5.0,0.0,0.013,0.004,,,,,
P-0791,200,5.0,0.0,0.026,0.006,,,,,
P-0792,200,5.0,0.71,0.332,0.13,,,,,
P-0793,200,5.0,0.85,0.352,0.142,,,,,
P-0794,200,51.815,0.0,0.041,0.003,,,,,
P-0795,200,5.0,0.21,0.227,0.075,,,,,
P-0796,200,5.0,2.59,0.493,0.244,,,,,
P-0797,200,5.0,2.59,0.493,0.244,,,,,
P-0798,200,5.0,2.59,0.493,0.244,,,,,
P-0799,200,5.0,2.59,0.493,0.244,,,,,
P-0800,200,5.0,0.0,0.024,0.006,,,,,
P-0801,200,5.0,0.14,0.198,0.062,,,,,
P-0802,200,5.0,2.8,0.505,0.254,,,,,
P-0803,200,5.0,4.8,0.59,0.334,,,,,
P-0804,200,5.0,6.38,0.639,0.388,,,,,
P-0805,200,12.267,0.11,0.244,0.045,,,,,
P-0806,200,5.0,0.0,0.022,0.006,,,,,
P-0807,200,5.0,0.64,0.321,0.124,,,,,
P-0808,200,5.0,0.11,0.18,0.055,,,,,
P-0809,200,5.834,0.36,0.313,0.085,,,,,
P-0810,200,5.834,0.67,0.327,0.127,,,,,
P-0811,200,5.0,1.28,0.399,0.173,,,,,
P-0812,200,5.0,4.99,0.596,0.341,,,,,
P-0813,200,5.269,1.92,0.46,0.208,,,,,
P-0814,200,5.0,1.28,0.399,0.173,,,,,
P-0815,200,5.0,0.96,0.365,0.15,,,,,
P-0816,200,5.0,1.03,0.373,0.155,,,,,
P-0817,200,5.834,0.25,0.238,0.08,,,,,
P-0818,200,5.0,2.84,0.507,0.255,,,,,
P-0819,200,5.0,2.81,0.505,0.254,,,,,
P-0820,200,5.0,1.28,0.399,0.173,,,,,
P-0821,200,5.0,2.81,0.505,0.254,,,,,
P-0822,200,5.653,0.35,0.267,0.094,,,,,
P-0823,200,5.653,0.0,0.022,0.005,,,,,
P-0824,200,5.653,0.43,0.283,0.103,,,,,
P-0825,200,5.653,0.46,0.29,0.107,,,,,
P-0826,200,5.653,0.5,0.297,0.11,,,,,
P-0827,200,5.653,0.71,0.434,0.109,,,,,
P-0828,200,5.653,0.75,0.338,0.133,,,,,
P-0829,200,75.581,0.0,0.062,0.004,,,,,
P-0830,200,86.336,0.0,0.088,0.005,,,,,
P-0831,200,126.353,0.0,0.118,0.005,,,,,
P-0832,200,152.908,0.04,0.394,0.016,,,,,
P-0833,200,77.665,0.04,0.317,0.019,,,,,
P-0834,200,16.335,0.04,0.19,0.027,,,,,
P-0835,200,15.004,0.18,0.313,0.054,,,,,
P-0836,200,11.181,0.25,0.315,0.067,,,,,
P-0837,200,5.0,0.67,0.327,0.127,,,,,
P-0838,200,5.0,2.81,0.505,0.254,,,,,
P-0839,200,8.315,0.28,0.296,0.076,,,,,
P-0840,200,11.967,0.67,0.443,0.103,,,,,
P-0841,200,5.0,2.06,0.461,0.218,,,,,
P-0842,200,11.408,0.86,0.47,0.117,,,,,
P-0843,200,13.622,0.6,0.447,0.095,,,,,
P-0844,200,5.0,0.43,0.283,0.103,,,,,
P-0845,200,5.0,0.07,0.158,0.046,,,,,
P-0846,200,12.567,0.14,0.272,0.05,,,,,
P-0847,200,16.93,0.04,0.19,0.025,,,,,
P-0848,200,9.336,0.61,0.471,0.092,,,,,
P-0849,200,5.0,0.64,0.323,0.125,,,,,
P-0850,200,5.0,1.88,0.449,0.208,,,,,
P-0851,200,5.0,0.32,0.258,0.09,,,,,
P-0852,200,5.0,0.53,0.304,0.114,,,,,
P-0853,200,5.0,0.18,0.214,0.069,,,,,
P-0854,200,5.0,0.64,0.323,0.125,,,,,
P-0855,200,5.0,0.43,0.284,0.103,,,,,
P-0856,200,9.336,0.57,0.311,0.118,,,,,
P-0857,200,5.0,1.21,0.392,0.168,,,,,
P-0858,200,22.454,0.25,0.4,0.057,,,,,
P-0859,200,5.0,0.43,0.284,0.103,,,,,
P-0860,200,5.0,0.21,0.227,0.075,,,,,
P-0861,200,10.995,0.0,0.034,0.005,,,,,
P-0862,200,21.196,0.11,0.295,0.039,,,,,
P-0863,200,5.0,0.0,0.032,0.008,,,,,
P-0864,200,5.0,1.17,0.388,0.165,,,,,
P-0865,200,5.0,0.36,0.268,0.095,,,,,
P-0866,200,5.0,0.36,0.268,0.095,,,,,
P-0867,200,5.0,0.46,0.29,0.107,,,,,
P-0868,200,5.0,0.46,0.29,0.107,,,,,
P-0869,200,6.873,0.64,0.367,0.113,,,,,
P-0870,200,5.0,0.29,0.249,0.086,,,,,
P-0871,200,6.873,0.5,0.297,0.11,,,,,
P-0872,200,5.0,0.25,0.239,0.08,,,,,
P-0873,200,17.377,0.43,0.435,0.077,,,,,
P-0874,200,5.0,0.11,0.181,0.055,,,,,
P-0875,200,5.0,1.1,0.381,0.16,,,,,
P-0876,200,12.824,1.1,0.529,0.128,,,,,
P-0877,200,52.539,0.0,0.049,0.004,,,,,
P-0878,200,5.0,0.85,0.352,0.142,,,,,
P-0879,200,5.0,1.28,0.399,0.172,,,,,
P-0880,200,5.0,1.42,0.412,0.181,,,,,
P-0881,200,16.578,0.0,0.04,0.005,,,,,
P-0882,200,16.578,0.0,0.049,0.007,,,,,
P-0883,200,16.578,0.0,0.067,0.007,,,,,
P-0884,200,5.0,0.0,0.03,0.007,,,,,
P-0885,315,2.7,23.88,0.707,0.492,,,,,
P-0886,315,2.7,23.88,0.707,0.492,,,,,
P-0887,250,5.301,23.88,0.91,0.581,,,,,
P-0888,200,26.742,0.0,0.033,0.004,,,,,
P-0889,200,28.618,1.53,0.775,0.123,,,,,
P-0890,200,5.0,0.0,0.024,0.006,,,,,
P-0891,200,5.0,0.11,0.181,0.055,,,,,
P-0892,200,23.131,0.28,0.421,0.06,,,,,
P-0893,200,11.031,1.03,0.373,0.156,,,,,
P-0894,200,13.004,0.68,0.613,0.083,,,,,
P-0895,200,5.0,4.5,0.579,0.323,,,,,
P-0896,200,15.21,0.0,0.036,0.005,,,,,
P-0897,200,5.0,0.14,0.198,0.062,,,,,
P-0898,200,5.0,0.14,0.198,0.062,,,,,
P-0899,200,5.0,4.2,0.568,0.311,,,,,
P-0900,200,5.0,4.11,0.564,0.308,,,,,
P-0901,200,13.004,0.64,0.322,0.124,,,,,
P-0902,200,5.0,0.39,0.275,0.099,,,,,
P-0903,200,13.004,0.6,0.316,0.121,,,,,
P-0904,200,5.0,0.35,0.267,0.094,,,,,
P-0905,200,5.114,4.38,0.633,0.297,,,,,
P-0906,200,21.701,0.04,0.204,0.024,,,,,
P-0907,200,13.582,0.14,0.279,0.049,,,,,
P-0908,200,5.672,0.39,0.288,0.096,,,,,
P-0909,200,5.0,0.18,0.213,0.069,,,,,
P-0910,250,3.75,15.85,0.723,0.503,,,,,
P-0911,250,3.75,15.85,0.723,0.503,,,,,
P-0912,200,5.0,0.11,0.181,0.055,,,,,
P-0913,200,6.152,0.04,0.133,0.032,,,,,
P-0914,200,8.835,0.0,0.031,0.006,,,,,
P-0915,200,5.0,0.0,0.015,0.004,,,,,
P-0916,200,16.755,0.11,0.272,0.041,,,,,
P-0917,200,6.619,0.92,0.398,0.138,,,,,
P-0918,200,9.942,0.0,0.04,0.006,,,,,
P-0919,200,10.923,2.46,0.486,0.237,,,,,
P-0920,200,10.923,2.49,0.488,0.239,,,,,
P-0921,200,5.0,2.35,0.479,0.232,,,,,
P-0922,200,13.191,0.53,0.425,0.091,,,,,
P-0923,200,22.949,0.74,0.573,0.093,,,,,
P-0924,200,18.49,0.14,0.301,0.047,,,,,
P-0925,200,18.49,0.14,0.306,0.046,,,,,
P-0926,200,7.128,0.0,0.029,0.006,,,,,
P-0927,200,16.604,0.25,0.36,0.061,,,,,
P-0928,200,5.0,1.39,0.409,0.179,,,,,
P-0929,200,5.0,1.39,0.409,0.179,,,,,
P-0930,200,11.961,1.74,0.438,0.2,,,,,
P-0931,200,11.961,2.02,0.748,0.154,,,,,
P-0932,200,5.0,0.18,0.213,0.069,,,,,
P-0933,200,5.0,0.0,0.025,0.006,,,,,
P-0934,200,5.0,0.04,0.125,0.034,,,,,
P-0935,200,5.0,1.24,0.395,0.17,,,,,
P-0936,200,11.698,0.0,0.038,0.006,,,,,
P-0937,200,5.0,1.24,0.395,0.17,,,,,
P-0938,200,5.0,0.11,0.183,0.055,,,,,
P-0939,200,5.0,0.11,0.183,0.056,,,,,
P-0940,200,12.418,0.0,0.037,0.005,,,,,
P-0941,200,5.0,1.06,0.377,0.158,,,,,
P-0942,200,5.0,0.57,0.31,0.117,,,,,
P-0943,200,16.423,1.31,0.61,0.131,,,,,
P-0944,200,13.481,0.89,0.504,0.114,,,,,
P-0945,200,5.0,13.99,0.778,0.616,,,,,
P-0946,200,5.0,14.02,0.778,0.617,,,,,
P-0947,200,5.0,5.56,0.615,0.361,,,,,
P-0948,200,5.0,5.68,0.618,0.365,,,,,
P-0949,200,5.0,8.03,0.679,0.441,,,,,
P-0950,200,5.0,8.15,0.682,0.444,,,,,
P-0951,200,5.0,8.26,0.684,0.448,,,,,
P-0952,200,8.018,0.0,0.033,0.006,,,,,
P-0953,200,5.0,0.6,0.316,0.121,,,,,
P-0954,200,36.071,0.07,0.307,0.029,,,,,
P-0955,200,5.0,0.07,0.158,0.046,,,,,
P-0956,200,25.209,0.0,0.04,0.004,,,,,
P-0957,200,7.073,0.39,0.31,0.091,,,,,
P-0958,200,6.088,0.57,0.332,0.112,,,,,
P-0959,200,5.0,1.1,0.381,0.16,,,,,
P-0960,200,12.009,1.71,0.606,0.158,,,,,
P-0961,200,8.131,1.71,0.453,0.193,,,,,
P-0962,200,5.0,6.42,0.64,0.39,,,,,
P-0963,200,5.0,0.67,0.327,0.127,,,,,
P-0964,200,9.461,0.96,0.456,0.129,,,,,
P-0965,200,5.0,4.98,0.596,0.34,,,,,
P-0966,200,13.633,0.0,0.056,0.007,,,,,
P-0967,200,20.474,0.04,0.204,0.025,,,,,
P-0968,200,5.0,3.85,0.554,0.298,,,,,
P-0969,200,5.0,3.95,0.558,0.302,,,,,
P-0970,200,12.214,0.0,0.038,0.006,,,,,
P-0971,200,11.215,0.78,0.347,0.135,,,,,
P-0972,200,5.0,0.11,0.18,0.055,,,,,
P-0973,200,5.0,0.0,0.022,0.005,,,,,
P-0974,200,5.0,1.49,0.418,0.186,,,,,
P-0975,200,5.0,1.49,0.418,0.186,,,,,
P-0976,200,5.0,2.34,0.479,0.232,,,,,
P-0977,200,5.0,0.35,0.267,0.094,,,,,
P-0978,200,5.0,1.45,0.415,0.184,,,,,
P-0979,200,5.0,0.71,0.332,0.13,,,,,
P-0980,200,5.0,0.43,0.283,0.103,,,,,
P-0981,200,5.0,0.53,0.304,0.114,,,,,
P-0982,200,5.0,0.0,0.029,0.007,,,,,
P-0983,200,5.0,0.21,0.227,0.075,,,,,
P-0984,200,5.0,0.71,0.332,0.13,,,,,
P-0985,200,5.0,0.0,0.026,0.006,,,,,
P-0986,200,5.0,0.71,0.333,0.13,,,,,
P-0987,200,18.385,0.0,0.037,0.004,,,,,
P-0988,200,5.0,2.66,0.497,0.247,,,,,
P-0989,200,5.0,2.66,0.497,0.247,,,,,
P-0990,200,5.0,2.52,0.489,0.24,,,,,
P-0991,200,52.249,0.0,0.04,0.003,,,,,
P-0992,200,16.181,2.16,0.845,0.148,,,,,
P-0993,200,22.808,0.0,0.03,0.004,,,,,
P-0994,200,12.302,0.07,0.214,0.037,,,,,
P-0995,200,5.0,0.0,0.023,0.006,,,,,
P-0996,200,12.276,0.0,0.025,0.004,,,,,
P-0997,200,5.0,0.18,0.213,0.069,,,,,
P-0998,200,5.0,0.92,0.361,0.148,,,,,
P-0999,200,5.0,0.0,0.029,0.007,,,,,
P-1000,200,5.0,0.35,0.267,0.094,,,,,
P-1001,200,21.071,0.0,0.039,0.004,,,,,
P-1002,200,5.0,0.04,0.125,0.034,,,,,
P-1003,200,5.0,1.21,0.392,0.168,,,,,
P-1004,200,5.0,0.0,0.015,0.004,,,,,
P-1005,200,5.0,0.36,0.267,0.094,,,,,
P-1006,200,5.0,1.28,0.399,0.173,,,,,
P-1007,200,5.0,0.28,0.249,0.085,,,,,
P-1008,200,5.0,1.31,0.402,0.175,,,,,
P-1009,200,5.0,1.42,0.412,0.182,,,,,
P-1010,200,5.0,1.81,0.443,0.204,,,,,
P-1011,200,5.0,1.81,0.443,0.204,,,,,
P-1012,200,11.215,0.64,0.322,0.124,,,,,
P-1013,200,5.0,0.67,0.327,0.127,,,,,
P-1014,200,5.0,2.2,0.47,0.225,,,,,
P-1015,200,5.0,2.41,0.483,0.235,,,,,
P-1016,200,11.025,0.0,0.034,0.005,,,,,
P-1017,200,5.576,0.5,0.309,0.107,,,,,
P-1018,200,5.0,2.48,0.487,0.239,,,,,
P-1019,200,5.0,2.59,0.493,0.244,,,,,
P-1020,200,5.0,0.18,0.214,0.069,,,,,
P-1021,200,5.0,1.35,0.405,0.177,,,,,
P-1022,200,5.0,1.17,0.388,0.165,,,,,
P-1023,200,5.0,0.0,0.029,0.007,,,,,
P-1024,200,25.778,0.0,0.042,0.004,,,,,
P-1025,200,18.786,0.92,0.572,0.108,,,,,
P-1026,200,5.0,1.6,0.427,0.192,,,,,
P-1027,200,5.0,1.6,0.427,0.192,,,,,
P-1028,200,5.0,0.43,0.283,0.103,,,,,
P-1029,200,5.0,0.32,0.258,0.09,,,,,
P-1030,200,5.0,0.0,0.011,0.003,,,,,
P-1031,200,33.133,0.0,0.041,0.004,,,,,
P-1032,200,5.0,0.46,0.29,0.106,,,,,
P-1033,200,5.0,2.94,0.512,0.26,,,,,
P-1034,200,6.271,0.0,0.028,0.007,,,,,
P-1035,200,5.0,0.53,0.304,0.114,,,,,
P-1036,200,5.0,0.74,0.338,0.133,,,,,
P-1037,200,5.0,2.98,0.514,0.262,,,,,
P-1038,200,5.0,2.73,0.501,0.25,,,,,
P-1039,200,8.881,0.21,0.273,0.066,,,,,
P-1040,200,8.881,0.32,0.313,0.079,,,,,
P-1041,200,5.0,0.0,0.014,0.004,,,,,
P-1042,200,43.597,0.0,0.05,0.004,,,,,
P-1043,200,30.494,0.0,0.042,0.004,,,,,
P-1044,200,5.0,0.5,0.297,0.11,,,,,
P-1045,200,11.321,0.32,0.324,0.077,,,,,
P-1046,200,11.321,0.39,0.383,0.079,,,,,
P-1047,200,19.919,0.0,0.04,0.005,,,,,
P-1048,200,7.018,0.25,0.268,0.074,,,,,
P-1049,200,12.173,0.5,0.404,0.089,,,,,
P-1050,200,10.332,0.32,0.258,0.09,,,,,
P-1051,200,10.332,0.36,0.267,0.094,,,,,
P-1052,200,5.0,0.0,0.019,0.005,,,,,
P-1053,200,5.0,5.43,0.611,0.356,,,,,
P-1054,200,5.0,0.89,0.356,0.145,,,,,
P-1055,200,13.031,1.13,0.538,0.129,,,,,
P-1056,200,5.0,5.43,0.611,0.356,,,,,
P-1057,200,5.0,5.69,0.619,0.365,,,,,
P-1058,200,5.0,2.45,0.485,0.237,,,,,
P-1059,200,5.0,2.49,0.487,0.239,,,,,
P-1060,200,13.12,1.1,0.381,0.161,,,,,
P-1061,200,13.12,1.21,0.673,0.116,,,,,
P-1062,200,5.0,0.21,0.226,0.075,,,,,
P-1063,200,13.36,0.99,0.52,0.121,,,,,
P-1064,200,7.431,1.45,0.477,0.167,,,,,
P-1065,200,24.349,0.0,0.039,0.004,,,,,
P-1066,200,24.349,0.39,0.487,0.067,,,,,
P-1067,200,18.49,0.14,0.373,0.041,,,,,
P-1068,200,18.49,0.0,0.036,0.005,,,,,
P-1069,200,10.37,0.0,0.035,0.006,,,,,
P-1070,200,37.464,0.07,0.312,0.029,,,,,
P-1071,200,5.0,0.21,0.227,0.075,,,,,
P-1072,200,10.332,0.36,0.35,0.078,,,,,
P-1073,200,10.332,0.36,0.422,0.069,,,,,
P-1074,200,10.332,0.39,0.275,0.099,,,,,
P-1075,200,10.332,0.46,0.433,0.081,,,,,
P-1076,200,5.0,0.5,0.298,0.11,,,,,
P-1077,200,5.0,0.75,0.338,0.134,,,,,
P-1078,200,10.352,0.75,0.435,0.112,,,,,
P-1079,200,5.0,0.89,0.357,0.145,,,,,
P-1080,200,5.598,1.74,0.456,0.195,,,,,
P-1081,200,5.0,5.51,0.613,0.359,,,,,
P-1082,200,16.136,0.0,0.028,0.004,,,,,
P-1083,200,5.0,6.16,0.632,0.381,,,,,
P-1084,200,5.0,6.22,0.634,0.383,,,,,
P-1085,200,12.222,0.0,0.036,0.005,,,,,
P-1086,200,6.539,0.96,0.401,0.141,,,,,
P-1087,200,5.0,0.0,0.023,0.006,,,,,
P-1088,200,10.085,0.04,0.158,0.029,,,,,
P-1089,200,5.0,0.04,0.125,0.034,,,,,
P-1090,200,5.0,0.07,0.158,0.046,,,,,
P-1091,200,5.0,0.11,0.181,0.055,,,,,
P-1092,200,5.0,0.14,0.199,0.062,,,,,
P-1093,200,5.0,0.14,0.199,0.063,,,,,
P-1094,200,5.0,0.14,0.2,0.063,,,,,
P-1095,200,5.377,0.15,0.205,0.062,,,,,
P-1096,200,5.0,0.15,0.2,0.063,,,,,
P-1097,200,5.0,0.15,0.2,0.063,,,,,
P-1098,200,5.0,0.18,0.215,0.069,,,,,
P-1099,200,5.0,6.56,0.643,0.394,,,,,
P-1100,200,5.0,7.16,0.659,0.414,,,,,
P-1101,200,5.0,11.31,0.741,0.538,,,,,
P-1102,200,5.0,11.33,0.741,0.539,,,,,
P-1103,200,5.0,11.33,0.741,0.539,,,,,
P-1104,200,5.0,11.33,0.741,0.539,,,,,
P-1105,200,5.0,11.34,0.741,0.539,,,,,
P-1106,400,2.05,37.82,0.712,0.439,,,,,
P-1107,400,2.05,37.82,0.712,0.439,,,,,
P-1108,500,1.55,49.87,0.683,0.399,,,,,
P-1109,500,1.55,49.87,0.683,0.399,,,,,
P-1110,500,1.55,49.87,0.683,0.399,,,,,
P-1111,500,1.55,49.87,0.683,0.399,,,,,
P-1112,500,1.55,49.87,0.683,0.399,,,,,
P-1113,500,1.55,49.87,0.683,0.399,,,,,
P-1114,500,1.55,51.82,0.69,0.407,,,,,
P-1115,500,1.55,51.82,0.69,0.407,,,,,
P-1116,500,1.55,51.82,0.69,0.407,,,,,
P-1117,500,1.55,51.82,0.69,0.407,,,,,
P-1118,500,1.55,51.82,0.69,0.407,,,,,
P-1119,500,1.55,51.82,0.69,0.407,,,,,
P-1120,500,1.55,51.82,0.69,0.407,,,,,
P-1121,500,1.55,51.82,0.69,0.407,,,,,
P-1122,500,1.55,51.82,0.69,0.407,,,,,
P-1123,500,1.55,51.82,0.69,0.407,,,,,
P-1124,500,1.55,51.82,0.69,0.407,,,,,
P-1125,500,1.55,51.82,0.69,0.407,,,,,
P-1126,500,1.55,51.82,0.69,0.407,,,,,
P-1127,500,1.55,51.82,0.69,0.407,,,,,
P-1128,500,1.55,51.82,0.69,0.407,,,,,
P-1129,500,1.55,52.1,0.691,0.408,,,,,
P-1130,500,1.55,52.1,0.691,0.408,,,,,
P-1131,500,1.55,52.1,0.691,0.408,,,,,
P-1132,500,1.55,52.1,0.691,0.408,,,,,
P-1133,500,1.55,52.1,0.691,0.408,,,,,
P-1134,500,1.55,52.1,0.691,0.408,,,,,
P-1135,500,1.55,52.1,0.691,0.408,,,,,
P-1136,500,1.55,52.1,0.691,0.408,,,,,
P-1137,500,1.55,52.1,0.691,0.408,,,,,
P-1138,500,1.55,52.1,0.691,0.408,,,,,
