PIPE_ID,CATCH,TIER,ROLE,DN_MM,LEN_M,SLOPE_PCT,Q_LOW_LS,V_LOW_MS,S_MARA_PCT,CONNECTED_2030,WHY
P01447,C07,secondary header,sub main,200,255.7,0.6,0.004,0.057,7.547,0.0,below Mara's slope
P01449,C16,secondary header,sub main,200,10.0,0.5,0.082,0.165,1.784,0.7,below Mara's slope
P01450,C16,secondary main sewer,lateral,200,78.1,0.5,0.232,0.233,1.104,4.1,below Mara's slope
P01451,C07,secondary header,sub main,200,84.4,0.5,0.02,0.101,3.444,0.0,below Mara's slope
P01452,C02,secondary main sewer,lateral,200,256.2,0.5,0.173,0.212,1.263,2.8,below Mara's slope
P01453,C02,secondary main sewer,lateral,200,88.3,0.5,0.174,0.212,1.26,2.7,below Mara's slope
P01454,C07,secondary main sewer,lateral,200,102.9,0.5,0.104,0.179,1.599,0.9,below Mara's slope
P01456,C27,secondary main sewer,lateral,200,39.1,0.5,0.027,0.113,2.951,0.1,below Mara's slope
P01457,C27,secondary main sewer,lateral,200,130.2,0.5,0.148,0.201,1.358,1.6,below Mara's slope
P01458,C27,secondary main sewer,lateral,200,192.6,0.5,0.229,0.232,1.109,3.8,below Mara's slope
P01459,C07,secondary main sewer,lateral,200,144.5,0.5,0.093,0.172,1.68,0.8,below Mara's slope
P01460,C07,secondary main sewer,lateral,200,32.9,0.5,0.093,0.172,1.679,0.8,below Mara's slope
P01462,C06,secondary main sewer,lateral,200,568.8,0.5,1.009,0.371,0.56,33.0,below Mara's slope
P01463,C02,secondary main sewer,lateral,200,88.8,0.5,0.05,0.14,2.231,0.3,below Mara's slope
P01464,C07,secondary main sewer,lateral,200,83.6,0.55,0.027,0.117,2.959,0.1,below Mara's slope
P01465,C07,secondary header,sub main,200,84.5,0.5,0.085,0.167,1.757,0.7,below Mara's slope
P01467,C06,secondary main sewer,lateral,200,62.5,0.5,0.453,0.289,0.811,11.2,below Mara's slope
P01468,C02,secondary main sewer,lateral,200,211.6,0.5,0.079,0.163,1.813,0.6,below Mara's slope
P01469,C02,secondary main sewer,lateral,200,35.9,0.5,0.009,0.075,5.032,0.0,below Mara's slope
P01470,C02,secondary main sewer,lateral,200,168.0,0.5,0.092,0.171,1.693,1.0,below Mara's slope
P01472,C06,secondary main sewer,lateral,200,237.2,0.5,0.661,0.325,0.681,18.9,below Mara's slope
P01473,C06,secondary main sewer,lateral,200,323.0,0.6,0.212,0.241,1.15,3.7,below Mara's slope
P01476,C07,secondary header,sub main,200,88.2,0.5,0.027,0.112,2.998,0.1,below Mara's slope
P01478,C27,secondary main sewer,lateral,200,41.0,0.5,0.083,0.166,1.775,0.7,below Mara's slope
P01479,C27,secondary header,sub main,200,11.5,0.5,0.734,0.336,0.649,21.5,below Mara's slope
P01480,C07,secondary header,sub main,200,86.8,0.5,0.134,0.195,1.421,1.8,below Mara's slope
P01481,C07,secondary header,sub main,200,85.6,0.5,0.103,0.178,1.608,1.0,below Mara's slope
P01482,C27,secondary main sewer,lateral,200,323.9,0.5,1.022,0.372,0.557,31.7,below Mara's slope
P01483,C27,secondary main sewer,lateral,200,104.6,0.5,1.033,0.374,0.554,32.3,below Mara's slope
P01486,C16,secondary main sewer,lateral,200,89.2,0.5,0.349,0.266,0.914,7.9,below Mara's slope
P01487,C07,secondary header,sub main,200,192.9,0.5,0.026,0.111,3.039,0.1,below Mara's slope
P01488,C07,secondary header,sub main,200,88.1,0.5,0.07,0.157,1.914,0.5,below Mara's slope
P01490,C06,secondary main sewer,lateral,200,78.3,0.5,0.198,0.221,1.186,1.2,below Mara's slope
P01491,C02,secondary main sewer,lateral,200,89.4,0.5,0.012,0.083,4.404,0.0,below Mara's slope
P01492,C06,secondary main sewer,lateral,200,44.3,0.5,0.076,0.161,1.843,0.6,below Mara's slope
P01493,C02,secondary main sewer,lateral,200,81.4,0.5,0.264,0.243,1.04,5.5,below Mara's slope
P01494,C02,secondary main sewer,lateral,200,86.3,0.5,0.094,0.173,1.675,1.0,below Mara's slope
P01495,C27,secondary main sewer,lateral,200,63.5,0.5,0.2,0.222,1.181,3.1,below Mara's slope
P01496,C27,secondary main sewer,lateral,200,93.0,0.5,0.292,0.251,0.993,5.5,below Mara's slope
P01497,C27,secondary main sewer,lateral,200,250.3,0.5,0.592,0.314,0.717,12.8,below Mara's slope
P01498,C27,secondary header,sub main,200,44.4,0.5,0.93,0.362,0.582,24.1,below Mara's slope
P01499,C07,secondary header,sub main,200,84.7,0.5,0.141,0.198,1.388,1.9,below Mara's slope
P01501,C06,secondary main sewer,lateral,200,73.6,0.6,0.261,0.258,1.045,4.9,below Mara's slope
P01503,C06,secondary main sewer,lateral,200,46.4,0.5,0.175,0.212,1.258,2.6,below Mara's slope
P01504,C06,secondary main sewer,lateral,200,93.4,0.5,0.338,0.263,0.928,7.5,below Mara's slope
P01505,C07,secondary header,sub main,200,169.3,0.5,0.042,0.132,2.424,0.2,below Mara's slope
P01506,C07,secondary header,sub main,200,81.2,0.5,0.087,0.168,1.735,0.8,below Mara's slope
P01508,C07,secondary header,sub main,200,87.2,0.5,0.079,0.163,1.814,0.6,below Mara's slope
P01509,C27,secondary header,sub main,200,32.6,0.5,0.907,0.359,0.589,22.9,below Mara's slope
P01510,C02,secondary main sewer,lateral,200,164.5,0.5,0.056,0.145,2.123,0.3,below Mara's slope
P01511,C06,secondary main sewer,lateral,200,74.4,0.5,0.262,0.242,1.044,4.9,below Mara's slope
P01512,C27,secondary header,sub main,200,75.1,0.5,0.808,0.346,0.621,16.8,below Mara's slope
P01513,C27,secondary main sewer,lateral,200,86.7,0.5,0.592,0.314,0.717,12.8,below Mara's slope
P01514,C27,secondary main sewer,lateral,200,87.7,0.65,0.335,0.287,0.932,4.3,below Mara's slope
P01515,C07,secondary header,sub main,200,172.2,0.5,0.038,0.127,2.546,0.2,below Mara's slope
P01517,C16,secondary main sewer,lateral,200,134.7,0.7,0.215,0.255,1.143,3.7,below Mara's slope
P01518,C02,secondary main sewer,lateral,200,118.6,0.5,0.08,0.164,1.805,0.7,below Mara's slope
P01519,C27,secondary header,sub main,200,34.7,0.5,0.905,0.359,0.589,22.8,below Mara's slope
P01520,C07,secondary header,sub main,200,107.0,0.5,0.022,0.104,3.299,0.1,below Mara's slope
P01521,C02,secondary main sewer,lateral,200,87.9,0.5,0.016,0.093,3.827,0.0,below Mara's slope
P01522,C27,secondary main sewer,lateral,200,99.5,3.3,0.006,0.12,6.071,0.0,below Mara's slope
P01523,C27,secondary header,sub main,200,90.9,0.5,0.664,0.326,0.68,18.4,below Mara's slope
P01524,C16,secondary header,sub main,200,261.7,0.5,0.595,0.315,0.715,10.3,below Mara's slope
P01525,C16,secondary main sewer,lateral,200,89.6,0.5,0.368,0.27,0.893,8.6,below Mara's slope
P01526,C07,secondary header,sub main,200,84.9,0.5,0.082,0.165,1.784,0.7,below Mara's slope
P01527,C27,secondary main sewer,lateral,200,43.2,0.5,0.517,0.301,0.763,14.1,below Mara's slope
P01528,C06,secondary main sewer,lateral,200,118.1,0.5,0.35,0.266,0.914,7.9,below Mara's slope
P01529,C07,secondary header,sub main,200,114.1,0.5,0.109,0.182,1.564,1.1,below Mara's slope
P01533,C02,secondary main sewer,lateral,200,82.0,0.5,0.049,0.138,2.271,0.3,below Mara's slope
P01534,C02,secondary main sewer,lateral,200,51.7,0.5,0.11,0.182,1.558,1.2,below Mara's slope
P01535,C02,secondary main sewer,lateral,200,97.4,0.5,0.009,0.076,4.976,0.0,below Mara's slope
P01536,C07,secondary header,sub main,200,85.1,0.5,0.084,0.167,1.761,0.7,below Mara's slope
P01537,C07,secondary header,sub main,200,87.8,0.5,0.146,0.2,1.368,2.0,below Mara's slope
P01538,C16,secondary header,sub main,200,59.9,0.5,0.795,0.344,0.626,19.5,below Mara's slope
P01539,C02,secondary main sewer,lateral,250,338.1,0.375,0.145,0.174,1.373,1.9,below Mara's slope
P01540,C27,secondary main sewer,lateral,200,44.3,0.5,0.141,0.198,1.387,1.8,below Mara's slope
P01541,C27,secondary main sewer,lateral,200,31.3,0.5,0.412,0.28,0.847,9.8,below Mara's slope
P01542,C02,secondary main sewer,lateral,200,83.7,0.5,0.07,0.156,1.924,0.5,below Mara's slope
P01543,C07,secondary header,sub main,200,85.8,0.5,0.101,0.177,1.617,1.0,below Mara's slope
P01544,C07,secondary main sewer,lateral,200,84.6,0.5,0.04,0.129,2.479,0.2,below Mara's slope
P01545,C07,secondary header,sub main,200,171.0,0.5,0.037,0.126,2.573,0.2,below Mara's slope
P01546,C27,secondary header,sub main,200,85.9,0.5,0.807,0.346,0.621,16.7,below Mara's slope
P01547,C27,secondary header,sub main,200,53.2,0.5,0.396,0.276,0.863,2.5,below Mara's slope
P01548,C06,secondary main sewer,lateral,200,428.4,0.5,0.384,0.274,0.875,7.8,below Mara's slope
P01549,C06,secondary main sewer,lateral,200,353.3,0.5,0.54,0.305,0.747,13.4,below Mara's slope
P01550,C06,secondary main sewer,lateral,200,20.7,2.75,0.0,0.0,,0.0,no flow in 2030
P01551,C06,secondary main sewer,lateral,200,52.0,0.5,0.719,0.334,0.655,20.8,below Mara's slope
P01552,C27,secondary header,sub main,200,4.3,0.5,0.289,0.25,0.997,4.3,below Mara's slope
P01553,C27,secondary header,sub main,200,115.5,0.5,0.893,0.357,0.593,22.2,below Mara's slope
P01556,C16,secondary main sewer,lateral,200,135.5,0.65,0.282,0.271,1.009,5.5,below Mara's slope
P01558,C27,secondary header,sub main,200,43.3,0.65,0.442,0.314,0.82,4.4,below Mara's slope
P01559,C27,secondary header,sub main,200,83.8,0.5,0.346,0.265,0.918,2.5,below Mara's slope
P01560,C27,secondary main sewer,lateral,200,70.3,0.5,0.819,0.348,0.617,18.5,below Mara's slope
P01561,C27,secondary main sewer,lateral,200,75.9,0.5,0.806,0.346,0.622,17.9,below Mara's slope
P01562,C02,secondary main sewer,lateral,200,86.1,0.5,0.036,0.124,2.62,0.1,below Mara's slope
P01563,C07,secondary header,sub main,200,82.4,0.5,0.042,0.132,2.424,0.2,below Mara's slope
P01564,C27,secondary header,sub main,200,23.9,0.5,0.578,0.312,0.724,9.9,below Mara's slope
P01565,C27,secondary header,sub main,200,39.6,0.5,0.643,0.322,0.69,11.8,below Mara's slope
P01566,C07,secondary header,sub main,200,83.6,0.5,0.177,0.213,1.249,2.8,below Mara's slope
P01567,C07,secondary main sewer,lateral,200,89.0,0.6,0.027,0.119,2.999,0.1,below Mara's slope
P01568,C27,secondary main sewer,lateral,200,34.6,0.8,0.0,0.0,,0.0,no flow in 2030
P01569,C06,secondary main sewer,lateral,200,157.1,0.5,0.445,0.287,0.818,11.6,below Mara's slope
P01570,C06,secondary main sewer,lateral,200,46.2,0.5,0.666,0.326,0.679,19.6,below Mara's slope
P01571,C02,secondary main sewer,lateral,200,56.5,0.5,0.11,0.182,1.554,1.2,below Mara's slope
P01572,C27,secondary header,sub main,200,102.3,0.8,0.238,0.276,1.091,3.7,below Mara's slope
P01573,C06,secondary main sewer,lateral,200,21.5,0.5,0.279,0.247,1.015,4.9,below Mara's slope
P01574,C16,secondary header,sub main,200,142.3,1.1,0.182,0.282,1.234,2.8,below Mara's slope
P01575,C07,secondary header,sub main,200,84.2,0.5,0.052,0.142,2.194,0.3,below Mara's slope
P01576,C02,secondary main sewer,lateral,250,105.6,0.375,0.152,0.177,1.341,2.1,below Mara's slope
P01577,C27,secondary header,sub main,200,48.8,0.5,0.289,0.25,0.997,4.3,below Mara's slope
P01578,C07,secondary header,sub main,200,85.7,0.5,0.182,0.215,1.235,2.9,below Mara's slope
P01579,C02,secondary main sewer,lateral,200,30.9,0.5,0.112,0.183,1.541,1.2,below Mara's slope
P01580,C02,secondary main sewer,lateral,200,127.7,0.5,0.017,0.096,3.688,0.0,below Mara's slope
P01581,C27,secondary main sewer,lateral,200,81.0,0.5,0.236,0.234,1.096,4.3,below Mara's slope
P01583,C07,secondary header,sub main,200,84.9,0.5,0.111,0.183,1.549,1.2,below Mara's slope
P01584,C06,secondary main sewer,lateral,200,36.1,1.0,0.198,0.28,1.188,2.5,below Mara's slope
P01587,C27,secondary main sewer,lateral,200,191.6,0.65,0.256,0.263,1.054,3.1,below Mara's slope
P01588,C27,secondary main sewer,lateral,200,50.9,0.5,0.112,0.183,1.547,0.7,below Mara's slope
P01589,C27,secondary main sewer,lateral,200,91.5,0.5,0.278,0.247,1.016,4.9,below Mara's slope
P01590,C06,secondary main sewer,lateral,200,24.3,1.4,0.076,0.229,1.843,0.6,below Mara's slope
P01591,C27,secondary header,sub main,200,18.6,0.5,0.0,0.0,,0.0,no flow in 2030
P01592,C07,secondary header,sub main,200,84.8,0.5,0.059,0.148,2.076,0.4,below Mara's slope
P01593,C16,secondary header,sub main,200,136.6,0.5,0.875,0.355,0.599,22.0,below Mara's slope
P01595,C07,secondary header,sub main,200,85.8,0.5,0.183,0.215,1.233,2.9,below Mara's slope
P01596,C07,secondary header,sub main,200,92.6,0.5,0.11,0.182,1.558,1.2,below Mara's slope
P01597,C06,secondary main sewer,lateral,200,88.6,0.5,0.224,0.23,1.122,3.7,below Mara's slope
P01598,C07,secondary main sewer,lateral,200,88.8,0.5,0.035,0.123,2.656,0.1,below Mara's slope
P01599,C02,secondary main sewer,lateral,200,101.4,0.5,0.018,0.097,3.62,0.0,below Mara's slope
P01600,C06,secondary header,sub main,200,153.9,0.65,0.495,0.325,0.778,13.5,below Mara's slope
P01601,C02,secondary main sewer,lateral,250,82.9,0.375,0.156,0.179,1.325,2.2,below Mara's slope
P01603,C07,secondary header,sub main,200,166.5,0.5,0.037,0.125,2.584,0.2,below Mara's slope
P01606,C06,secondary main sewer,lateral,200,118.8,0.5,0.013,0.086,4.195,0.0,below Mara's slope
P01607,C06,secondary header,sub main,200,65.0,0.5,0.209,0.225,1.159,3.0,below Mara's slope
P01608,C07,secondary header,sub main,200,60.5,0.5,0.112,0.183,1.542,1.2,below Mara's slope
P01609,C07,secondary header,sub main,200,89.0,0.5,0.225,0.23,1.12,4.1,below Mara's slope
P01610,C16,secondary header,sub main,200,77.9,0.5,0.231,0.232,1.106,2.6,below Mara's slope
P01611,C16,secondary main sewer,lateral,200,83.1,0.5,0.088,0.169,1.728,0.8,below Mara's slope
P01612,C02,secondary main sewer,lateral,200,62.9,0.5,0.02,0.101,3.446,0.0,below Mara's slope
P01613,C07,secondary header,sub main,200,84.8,0.5,0.039,0.128,2.508,0.2,below Mara's slope
P01615,C02,secondary main sewer,lateral,200,79.5,0.5,0.116,0.185,1.52,1.3,below Mara's slope
P01616,C02,secondary main sewer,lateral,200,159.7,0.5,0.049,0.139,2.254,0.3,below Mara's slope
P01617,C07,secondary main sewer,lateral,200,83.9,0.5,0.027,0.112,2.999,0.1,below Mara's slope
P01618,C07,secondary header,sub main,200,82.7,0.5,0.056,0.145,2.133,0.3,below Mara's slope
P01622,C16,secondary main sewer,lateral,200,73.8,0.5,0.345,0.265,0.919,2.4,below Mara's slope
P01623,C27,secondary header,sub main,200,174.4,0.8,0.211,0.265,1.153,1.3,below Mara's slope
P01624,C02,secondary main sewer,lateral,250,83.1,0.375,0.157,0.179,1.321,2.2,below Mara's slope
P01625,C02,secondary main sewer,lateral,200,255.4,0.5,0.064,0.152,2.001,0.4,below Mara's slope
P01626,C16,secondary header,sub main,200,283.7,0.6,0.151,0.215,1.346,2.0,below Mara's slope
P01628,C16,secondary header,sub main,200,30.0,0.5,0.459,0.29,0.806,10.0,below Mara's slope
P01629,C07,secondary header,sub main,200,86.8,0.5,0.064,0.152,1.996,0.4,below Mara's slope
P01631,C02,secondary main sewer,lateral,200,86.7,0.5,0.027,0.112,2.999,0.1,below Mara's slope
P01632,C16,secondary main sewer,lateral,200,44.4,0.8,0.321,0.304,0.951,3.7,below Mara's slope
P01635,C16,secondary main sewer,lateral,200,39.8,1.25,0.141,0.271,1.387,1.8,below Mara's slope
P01636,C07,secondary header,sub main,200,253.4,0.5,0.045,0.135,2.353,0.2,below Mara's slope
P01637,C07,secondary header,sub main,200,107.7,0.5,0.02,0.101,3.446,0.0,below Mara's slope
P01638,C07,secondary header,sub main,200,167.6,0.5,0.055,0.144,2.148,0.3,below Mara's slope
P01639,C07,secondary header,sub main,200,86.3,0.5,0.042,0.132,2.424,0.2,below Mara's slope
P01640,C06,secondary main sewer,lateral,200,106.5,0.5,0.179,0.214,1.243,2.5,below Mara's slope
P01641,C02,secondary main sewer,lateral,250,85.0,0.375,0.177,0.186,1.252,2.7,below Mara's slope
P01642,C02,secondary main sewer,lateral,200,256.7,0.5,0.068,0.155,1.945,0.5,below Mara's slope
P01643,C02,secondary main sewer,lateral,200,214.9,0.5,0.015,0.091,3.907,0.0,below Mara's slope
P01644,C02,secondary main sewer,lateral,200,456.6,0.5,0.067,0.154,1.952,0.5,below Mara's slope
P01646,C16,secondary main sewer,lateral,200,68.4,1.0,0.209,0.285,1.159,3.0,below Mara's slope
P01647,C07,secondary header,sub main,200,84.9,0.5,0.026,0.112,3.012,0.1,below Mara's slope
P01649,C16,secondary header,sub main,200,237.5,0.5,0.302,0.253,0.978,6.2,below Mara's slope
P01650,C16,secondary header,sub main,200,319.6,0.55,0.352,0.275,0.911,6.4,below Mara's slope
P01651,C16,secondary main sewer,lateral,200,34.1,0.5,0.828,0.349,0.614,19.4,below Mara's slope
P01652,C07,secondary header,sub main,200,378.4,0.5,0.154,0.203,1.335,1.9,below Mara's slope
P01653,C07,secondary header,sub main,200,84.2,0.5,0.053,0.142,2.181,0.3,below Mara's slope
P01654,C07,secondary header,sub main,200,253.9,0.5,0.045,0.134,2.356,0.2,below Mara's slope
P01655,C16,secondary main sewer,lateral,200,55.0,0.7,0.49,0.333,0.782,9.8,below Mara's slope
P01657,C07,secondary header,sub main,200,112.0,0.5,0.281,0.248,1.01,5.9,below Mara's slope
P01659,C07,secondary main sewer,lateral,200,82.3,0.5,0.018,0.097,3.622,0.0,below Mara's slope
P01660,C02,secondary main sewer,lateral,200,103.4,0.5,0.036,0.124,2.62,0.1,below Mara's slope
P01662,C02,secondary main sewer,lateral,200,133.9,0.5,0.132,0.194,1.431,1.6,below Mara's slope
P01663,C80,secondary header,sub main,200,268.6,0.5,0.0,0.0,,0.0,no flow in 2030
P01664,C06,secondary main sewer,lateral,200,131.4,0.5,0.144,0.199,1.376,1.9,below Mara's slope
P01665,C02,secondary main sewer,lateral,200,81.8,0.5,0.05,0.14,2.24,0.3,below Mara's slope
P01666,C80,secondary header,sub main,200,7.5,0.5,0.0,0.0,,0.0,no flow in 2030
P01667,C80,secondary header,sub main,200,1812.9,0.5,0.0,0.0,,0.0,no flow in 2030
P01668,C07,secondary header,sub main,200,83.9,0.5,0.074,0.159,1.872,0.6,below Mara's slope
P01669,C16,secondary header,sub main,200,46.4,0.5,1.193,0.391,0.519,17.0,below Mara's slope
P01670,C02,secondary main sewer,lateral,200,426.3,0.5,0.295,0.252,0.988,6.6,below Mara's slope
P01671,C02,secondary main sewer,lateral,250,89.9,0.375,0.196,0.193,1.192,3.2,below Mara's slope
P01673,C16,secondary main sewer,lateral,200,78.3,0.5,0.043,0.132,2.403,0.2,below Mara's slope
P01674,C16,secondary main sewer,lateral,200,50.7,0.5,0.827,0.349,0.614,19.4,below Mara's slope
P01676,C16,secondary header,sub main,200,197.6,0.5,0.727,0.335,0.652,17.0,below Mara's slope
P01677,C07,secondary header,sub main,200,85.0,0.5,0.074,0.159,1.869,0.6,below Mara's slope
P01678,C07,secondary header,sub main,200,168.5,0.5,0.082,0.165,1.782,0.8,below Mara's slope
P01680,C07,secondary main sewer,lateral,200,84.9,0.5,0.041,0.13,2.453,0.2,below Mara's slope
P01681,C07,secondary header,sub main,200,174.6,0.5,0.071,0.158,1.899,0.5,below Mara's slope
P01682,C02,secondary main sewer,lateral,200,65.5,0.5,0.133,0.194,1.425,1.6,below Mara's slope
P01683,C07,secondary header,sub main,200,190.0,0.5,0.025,0.11,3.079,0.1,below Mara's slope
P01684,C07,secondary main sewer,lateral,200,169.4,0.5,0.036,0.124,2.612,0.1,below Mara's slope
P01685,C16,secondary main sewer,lateral,200,78.0,0.5,0.604,0.316,0.71,14.4,below Mara's slope
P01686,C16,secondary header,sub main,200,49.6,0.5,0.317,0.258,0.955,6.9,below Mara's slope
P01687,C07,secondary header,sub main,200,82.5,0.5,0.282,0.248,1.008,6.0,below Mara's slope
P01688,C16,secondary header,sub main,200,246.2,0.5,1.064,0.377,0.547,10.1,below Mara's slope
P01689,C07,secondary main sewer,lateral,200,83.7,0.5,0.023,0.107,3.19,0.1,below Mara's slope
P01691,C16,secondary header,sub main,200,123.7,0.5,0.518,0.301,0.762,12.8,below Mara's slope
P01692,C07,secondary header,sub main,200,170.4,0.5,0.074,0.159,1.875,0.6,below Mara's slope
P01693,C07,secondary header,sub main,200,84.6,0.5,0.087,0.168,1.737,0.8,below Mara's slope
P01695,C07,secondary header,sub main,200,85.7,0.5,0.081,0.164,1.797,0.7,below Mara's slope
P01696,C07,secondary header,sub main,200,84.6,0.5,0.031,0.118,2.797,0.1,below Mara's slope
P01697,C16,secondary main sewer,lateral,200,80.2,0.5,0.195,0.22,1.195,1.3,below Mara's slope
P01701,C16,secondary header,sub main,200,2130.1,0.9,0.19,0.267,1.21,2.5,below Mara's slope
P01702,C02,secondary main sewer,lateral,200,209.4,0.5,0.05,0.139,2.25,0.3,below Mara's slope
P01703,C07,secondary header,sub main,200,85.8,0.5,0.117,0.186,1.513,1.4,below Mara's slope
P01704,C07,secondary main sewer,lateral,200,84.9,0.5,0.029,0.116,2.863,0.1,below Mara's slope
P01705,C16,secondary main sewer,lateral,200,38.9,0.5,0.993,0.369,0.565,9.8,below Mara's slope
P01706,C02,secondary main sewer,lateral,200,100.8,0.5,0.135,0.195,1.418,1.7,below Mara's slope
P01707,C02,secondary main sewer,lateral,200,187.6,0.5,0.042,0.131,2.435,0.2,below Mara's slope
P01708,C07,secondary header,sub main,200,61.3,0.5,0.283,0.248,1.007,6.0,below Mara's slope
P01709,C07,secondary main sewer,lateral,200,175.6,0.5,0.044,0.133,2.38,0.2,below Mara's slope
P01710,C16,secondary header,sub main,200,62.0,0.5,0.315,0.257,0.959,6.8,below Mara's slope
P01711,C16,secondary main sewer,lateral,200,18.0,0.55,0.031,0.122,2.805,0.1,below Mara's slope
P01712,C16,secondary header,sub main,200,217.4,0.5,0.41,0.28,0.849,8.8,below Mara's slope
P01713,C07,secondary header,sub main,200,165.7,0.5,0.032,0.119,2.769,0.1,below Mara's slope
P01714,C16,secondary main sewer,lateral,200,97.6,0.5,0.227,0.231,1.115,4.0,below Mara's slope
P01715,C02,secondary main sewer,lateral,200,87.6,0.5,0.088,0.169,1.726,0.9,below Mara's slope
P01716,C07,secondary header,sub main,200,83.7,0.5,0.12,0.188,1.493,1.4,below Mara's slope
P01717,C02,secondary main sewer,lateral,200,185.8,0.5,0.048,0.138,2.284,0.3,below Mara's slope
P01718,C07,secondary header,sub main,200,86.4,0.5,0.091,0.171,1.699,0.8,below Mara's slope
P01719,C07,secondary main sewer,lateral,200,85.7,0.5,0.074,0.16,1.868,0.7,below Mara's slope
P01720,C02,secondary main sewer,lateral,200,50.7,0.95,0.02,0.126,3.413,0.0,below Mara's slope
P01721,C02,secondary main sewer,lateral,200,192.7,0.65,0.012,0.093,4.254,0.0,below Mara's slope
P01722,C02,secondary main sewer,lateral,200,55.1,1.55,0.017,0.14,3.684,0.0,below Mara's slope
P01723,C02,secondary main sewer,lateral,200,84.8,0.5,0.022,0.104,3.299,0.1,below Mara's slope
P01724,C02,secondary main sewer,lateral,200,66.2,0.5,0.035,0.124,2.633,0.1,below Mara's slope
P01726,C07,secondary header,sub main,200,87.5,0.5,0.291,0.25,0.995,6.2,below Mara's slope
P01727,C02,secondary main sewer,lateral,200,78.1,0.5,0.09,0.17,1.712,0.9,below Mara's slope
P01728,C16,secondary header,sub main,200,83.5,0.5,0.286,0.249,1.002,5.9,below Mara's slope
P01729,C16,secondary main sewer,lateral,200,53.8,0.5,0.148,0.201,1.359,1.9,below Mara's slope
P01730,C04,secondary header,sub main,200,120.5,0.7,0.063,0.17,2.009,0.1,below Mara's slope
P01731,C07,secondary main sewer,lateral,200,159.8,0.5,0.029,0.116,2.86,0.1,below Mara's slope
P01732,C16,secondary main sewer,lateral,200,167.7,0.5,0.217,0.228,1.139,3.8,below Mara's slope
P01733,C16,secondary header,sub main,200,92.1,0.5,0.332,0.261,0.935,7.5,below Mara's slope
P01734,C02,secondary main sewer,lateral,200,1402.8,0.5,0.19,0.218,1.211,3.0,below Mara's slope
P01736,C16,secondary main sewer,lateral,200,70.0,0.5,0.726,0.335,0.652,4.4,below Mara's slope
P01737,C16,secondary main sewer,lateral,200,48.1,0.5,0.101,0.177,1.621,0.9,below Mara's slope
P01738,C16,secondary main sewer,lateral,200,195.1,0.5,0.824,0.348,0.615,9.0,below Mara's slope
P01739,C02,secondary main sewer,lateral,200,164.0,0.5,0.146,0.2,1.367,1.9,below Mara's slope
P01740,C07,secondary main sewer,lateral,200,82.3,0.5,0.036,0.124,2.622,0.1,below Mara's slope
P01741,C07,secondary header,sub main,200,85.3,0.5,0.125,0.19,1.468,1.5,below Mara's slope
P01742,C02,secondary main sewer,lateral,200,44.7,2.0,0.0,0.0,,0.0,no flow in 2030
P01743,C02,secondary main sewer,lateral,200,100.9,0.5,0.027,0.113,2.973,0.1,below Mara's slope
P01744,C07,secondary header,sub main,200,88.7,0.5,0.094,0.173,1.677,0.9,below Mara's slope
P01745,C07,secondary header,sub main,200,170.3,0.5,0.037,0.125,2.585,0.2,below Mara's slope
P01746,C02,secondary main sewer,lateral,315,300.5,0.27,0.386,0.207,0.873,9.9,below Mara's slope
P01747,C02,secondary main sewer,lateral,200,92.2,0.5,0.092,0.172,1.688,1.0,below Mara's slope
P01748,C07,secondary header,sub main,200,101.9,0.5,0.032,0.12,2.744,0.1,below Mara's slope
P01749,C02,secondary main sewer,lateral,200,82.7,0.5,0.015,0.092,3.878,0.0,below Mara's slope
P01750,C07,secondary header,sub main,200,169.7,0.5,0.127,0.191,1.455,1.6,below Mara's slope
P01751,C07,secondary main sewer,lateral,200,86.6,0.5,0.047,0.137,2.305,0.2,below Mara's slope
P01752,C07,secondary main sewer,lateral,200,85.6,0.5,0.088,0.169,1.729,0.9,below Mara's slope
P01753,C16,secondary header,sub main,200,77.8,0.5,0.238,0.235,1.09,4.4,below Mara's slope
P01754,C16,secondary main sewer,lateral,200,52.1,0.5,0.167,0.209,1.284,2.4,below Mara's slope
P01755,C07,secondary header,sub main,200,88.1,0.5,0.042,0.131,2.43,0.2,below Mara's slope
P01756,C07,secondary header,sub main,200,105.8,0.5,0.294,0.251,0.99,6.3,below Mara's slope
P01757,C16,secondary header,sub main,200,82.3,0.5,0.217,0.228,1.139,3.8,below Mara's slope
P01758,C02,secondary main sewer,lateral,200,95.9,0.5,0.19,0.218,1.211,3.0,below Mara's slope
P01759,C16,secondary main sewer,lateral,200,183.2,0.5,0.141,0.198,1.387,1.8,below Mara's slope
P01760,C07,secondary header,sub main,200,351.4,0.5,0.161,0.207,1.306,2.0,below Mara's slope
P01761,C06,secondary main sewer,lateral,200,48.8,0.5,0.952,0.364,0.576,31.3,below Mara's slope
P01762,C06,secondary main sewer,lateral,200,48.8,0.5,0.952,0.364,0.576,31.3,below Mara's slope
P01763,C02,secondary main sewer,lateral,200,112.6,0.5,0.153,0.203,1.337,2.1,below Mara's slope
P01764,C16,secondary header,sub main,200,17.0,0.5,0.146,0.2,1.364,1.9,below Mara's slope
P01765,C16,secondary main sewer,lateral,200,86.2,0.5,0.146,0.2,1.364,1.9,below Mara's slope
P01766,C07,secondary header,sub main,200,81.4,0.5,0.058,0.147,2.096,0.4,below Mara's slope
