PIPE_ID,CATCH,TIER,ROLE,DN_MM,LEN_M,SLOPE_PCT,Q_LOW_LS,V_LOW_MS,S_MARA_PCT,CONNECTED_2030,WHY
P00001,C43,secondary header,sub main,200,372.4,0.9,0.0,0.0,,0.0,no flow in 2030
P00002,C43,secondary main sewer,lateral,200,163.7,0.5,0.0,0.0,,0.0,no flow in 2030
P00003,C43,secondary main sewer,lateral,200,163.7,0.5,0.0,0.0,,0.0,no flow in 2030
P00004,C43,secondary header,sub main,200,525.7,0.5,0.013,0.087,4.156,0.0,below Mara's slope
P00005,C43,secondary header,sub main,200,228.6,0.75,0.049,0.159,2.265,0.3,below Mara's slope
P00006,C43,secondary main sewer,lateral,200,172.3,0.5,0.044,0.133,2.387,0.2,below Mara's slope
P00007,C43,secondary main sewer,lateral,200,68.9,0.5,0.018,0.097,3.61,0.0,below Mara's slope
P00008,C43,secondary header,sub main,200,90.4,0.5,0.074,0.159,1.872,0.6,below Mara's slope
P00009,C43,secondary header,sub main,200,99.0,0.5,0.043,0.132,2.41,0.2,below Mara's slope
P00010,C43,secondary header,sub main,200,86.7,0.5,0.079,0.163,1.814,0.6,below Mara's slope
P00011,C43,secondary header,sub main,200,86.4,0.5,0.094,0.173,1.67,1.0,below Mara's slope
P00012,C43,secondary header,sub main,200,82.6,0.6,0.084,0.177,1.763,0.7,below Mara's slope
P00013,C43,secondary header,sub main,200,83.1,0.5,0.105,0.179,1.59,1.2,below Mara's slope
P00014,C43,secondary main sewer,lateral,200,84.3,0.5,0.1,0.176,1.626,1.1,below Mara's slope
P00015,C43,secondary header,sub main,200,87.1,1.4,0.089,0.241,1.719,0.8,below Mara's slope
P00016,C43,secondary header,sub main,200,165.2,0.5,0.178,0.214,1.246,3.0,below Mara's slope
P00017,C43,secondary main sewer,lateral,200,167.2,0.5,0.091,0.171,1.697,0.9,below Mara's slope
P00018,C43,secondary main sewer,lateral,200,29.0,0.5,0.018,0.097,3.612,0.0,below Mara's slope
P00019,C43,secondary header,sub main,200,699.8,0.95,0.025,0.135,3.11,0.1,below Mara's slope
P00020,C43,secondary header,sub main,200,197.4,0.5,0.214,0.227,1.147,4.0,below Mara's slope
P00021,C72,secondary main sewer,lateral,200,25.8,0.5,0.018,0.097,3.612,0.0,below Mara's slope
P00022,C43,secondary main sewer,lateral,200,152.0,0.5,0.081,0.164,1.794,0.8,below Mara's slope
P00023,C110,secondary main sewer,lateral,200,49.0,1.65,0.018,0.145,3.62,0.0,below Mara's slope
P00024,C72,secondary header,sub main,200,82.8,0.85,0.044,0.161,2.364,0.2,below Mara's slope
P00025,C72,secondary main sewer,lateral,200,105.0,0.7,0.073,0.178,1.878,0.7,below Mara's slope
P00026,C72,secondary header,sub main,200,90.4,0.95,0.041,0.162,2.465,0.2,below Mara's slope
P00027,C72,secondary header,sub main,200,84.4,0.5,0.068,0.155,1.939,0.5,below Mara's slope
P00028,C72,secondary header,sub main,200,81.3,0.75,0.09,0.196,1.704,0.9,below Mara's slope
P00029,C72,secondary header,sub main,200,83.2,1.05,0.095,0.223,1.666,1.0,below Mara's slope
P00030,C72,secondary header,sub main,200,123.6,0.5,0.084,0.166,1.767,0.7,below Mara's slope
P00031,C72,secondary header,sub main,200,108.8,0.5,0.087,0.168,1.736,0.8,below Mara's slope
P00032,C72,secondary header,sub main,200,89.1,0.8,0.099,0.207,1.632,1.1,below Mara's slope
P00033,C72,secondary header,sub main,200,118.4,0.5,0.09,0.171,1.704,0.8,below Mara's slope
P00034,C24,secondary header,sub main,200,376.6,0.5,0.045,0.134,2.359,0.1,below Mara's slope
P00035,C24,secondary main sewer,lateral,200,94.1,0.5,0.095,0.173,1.668,0.6,below Mara's slope
P00036,C24,secondary header,sub main,200,737.7,0.5,0.104,0.179,1.596,0.7,below Mara's slope
P00037,C72,secondary header,sub main,200,144.0,0.5,0.144,0.199,1.373,2.0,below Mara's slope
P00038,C72,secondary main sewer,lateral,200,81.3,0.5,0.048,0.138,2.282,0.3,below Mara's slope
P00039,C24,secondary header,sub main,200,1400.1,0.6,0.0,0.0,,0.0,no flow in 2030
P00040,C24,secondary header,sub main,200,149.2,0.5,0.116,0.185,1.519,0.8,below Mara's slope
P00041,C24,secondary header,sub main,200,114.4,0.5,0.118,0.187,1.506,0.9,below Mara's slope
P00042,C24,secondary header,sub main,200,293.4,0.5,0.12,0.187,1.497,0.9,below Mara's slope
P00043,C24,secondary header,sub main,200,74.6,0.5,0.12,0.187,1.497,0.9,below Mara's slope
P00044,C72,secondary header,sub main,200,82.7,0.5,0.168,0.21,1.28,2.7,below Mara's slope
P00045,C72,secondary main sewer,lateral,200,87.4,0.5,0.092,0.171,1.694,1.0,below Mara's slope
P00046,C72,secondary main sewer,lateral,200,15.0,0.5,0.008,0.071,5.337,0.0,below Mara's slope
P00047,C24,secondary header,sub main,200,825.7,0.5,0.12,0.187,1.497,0.9,below Mara's slope
P00048,C72,secondary header,sub main,200,85.0,0.5,0.171,0.211,1.27,2.7,below Mara's slope
P00049,C72,secondary main sewer,lateral,200,122.8,0.5,0.122,0.189,1.482,1.6,below Mara's slope
P00050,C72,secondary header,sub main,200,131.3,0.55,0.226,0.239,1.117,4.5,below Mara's slope
P00051,C110,secondary header,sub main,200,1280.5,0.95,0.018,0.121,3.602,0.0,below Mara's slope
P00052,C110,secondary header,sub main,200,367.2,0.8,0.023,0.125,3.211,0.1,below Mara's slope
P00053,C24,secondary main sewer,lateral,200,100.6,1.0,0.087,0.213,1.738,0.6,below Mara's slope
P00054,C24,secondary header,sub main,200,1439.0,0.5,0.131,0.193,1.438,1.0,below Mara's slope
P00055,C24,secondary main sewer,lateral,200,16.1,1.0,0.0,0.0,,0.0,no flow in 2030
P00056,C267,secondary header,sub main,200,252.3,0.8,0.0,0.0,,0.0,no flow in 2030
P00057,C24,secondary main sewer,lateral,200,252.7,0.5,0.128,0.191,1.453,1.2,below Mara's slope
P00058,C24,secondary main sewer,lateral,200,116.0,0.5,0.232,0.233,1.103,2.5,below Mara's slope
P00059,C179,secondary header,sub main,200,228.7,0.5,0.014,0.09,3.981,0.0,below Mara's slope
P00060,C24,secondary main sewer,lateral,200,173.1,0.5,0.281,0.248,1.011,3.7,below Mara's slope
P00061,C24,secondary header,sub main,200,429.8,0.5,0.281,0.248,1.011,3.7,below Mara's slope
P00062,C67,secondary header,sub main,200,1054.2,1.0,0.197,0.28,1.191,3.9,below Mara's slope
P00063,C67,secondary main sewer,lateral,200,89.3,0.5,0.088,0.169,1.724,0.9,below Mara's slope
P00065,C24,secondary header,sub main,200,397.3,0.5,0.389,0.275,0.869,6.6,below Mara's slope
P00066,C67,secondary main sewer,lateral,200,71.8,0.5,0.028,0.114,2.949,0.1,below Mara's slope
P00067,C127,secondary main sewer,lateral,200,108.8,1.0,0.027,0.143,2.975,0.1,below Mara's slope
P00068,C127,secondary main sewer,lateral,200,109.6,0.9,0.027,0.137,2.986,0.1,below Mara's slope
P00069,C127,secondary main sewer,lateral,200,69.7,0.5,0.049,0.138,2.27,0.3,below Mara's slope
P00071,C127,secondary main sewer,lateral,200,101.2,0.5,0.063,0.151,2.01,0.4,below Mara's slope
P00072,C24,secondary main sewer,lateral,200,159.6,0.5,0.145,0.199,1.372,1.2,below Mara's slope
P00073,C103,secondary header,sub main,200,1031.5,0.5,0.113,0.184,1.535,0.1,below Mara's slope
P00074,C67,secondary header,sub main,200,560.2,1.3,0.115,0.256,1.524,1.5,below Mara's slope
P00075,C67,secondary header,sub main,200,388.8,0.5,0.421,0.282,0.838,10.8,below Mara's slope
P00076,C24,secondary header,sub main,200,158.5,0.9,0.065,0.186,1.988,0.3,below Mara's slope
P00077,C60,secondary main sewer,lateral,200,305.4,0.5,0.162,0.207,1.301,1.8,below Mara's slope
P00078,C103,secondary header,sub main,200,63.1,0.5,1.019,0.372,0.558,18.8,below Mara's slope
P00079,C103,secondary header,sub main,200,110.7,0.5,0.56,0.309,0.735,10.6,below Mara's slope
P00080,C67,secondary header,sub main,200,54.6,0.5,0.388,0.275,0.871,9.3,below Mara's slope
P00081,C67,secondary header,sub main,200,44.7,0.5,0.388,0.275,0.871,9.3,below Mara's slope
P00082,C67,secondary header,sub main,200,379.6,0.5,0.282,0.248,1.009,6.9,below Mara's slope
P00083,C60,secondary main sewer,lateral,200,285.0,0.5,0.453,0.289,0.811,7.5,below Mara's slope
P00084,C60,secondary main sewer,lateral,200,47.9,0.5,0.204,0.223,1.171,1.8,below Mara's slope
P00085,C127,secondary main sewer,lateral,200,118.0,0.5,0.035,0.123,2.646,0.1,below Mara's slope
P00086,C103,secondary main sewer,lateral,200,177.3,0.5,0.166,0.209,1.286,0.1,below Mara's slope
P00087,C103,secondary main sewer,lateral,200,51.1,0.5,0.373,0.271,0.887,4.4,below Mara's slope
P00088,C67,secondary header,sub main,200,74.6,0.5,0.218,0.228,1.136,2.5,below Mara's slope
P00089,C67,secondary header,sub main,200,288.5,0.5,0.181,0.215,1.237,1.2,below Mara's slope
P00090,C67,secondary header,sub main,200,49.6,1.6,0.069,0.231,1.935,0.6,below Mara's slope
P00091,C127,secondary header,sub main,200,363.6,0.5,0.098,0.175,1.646,1.1,below Mara's slope
P00092,C127,secondary main sewer,lateral,200,136.0,1.3,0.072,0.219,1.891,0.7,below Mara's slope
P00093,C127,secondary main sewer,lateral,200,88.8,0.5,0.107,0.18,1.579,1.3,below Mara's slope
P00094,C127,secondary main sewer,lateral,200,98.6,0.6,0.021,0.109,3.372,0.1,below Mara's slope
P00095,C127,secondary main sewer,lateral,200,124.5,0.5,0.11,0.182,1.556,1.4,below Mara's slope
P00096,C251,secondary main sewer,lateral,200,69.8,0.5,0.174,0.212,1.261,3.1,below Mara's slope
P00097,C251,secondary main sewer,lateral,200,193.3,0.5,0.153,0.203,1.338,2.5,below Mara's slope
P00099,C231,secondary main sewer,lateral,200,34.9,0.5,0.475,0.293,0.793,8.8,below Mara's slope
P00100,C231,secondary main sewer,lateral,200,74.7,0.5,0.404,0.278,0.855,5.8,below Mara's slope
P00103,C86,secondary main sewer,lateral,200,69.7,2.8,0.011,0.146,4.463,0.0,below Mara's slope
P00104,C86,secondary main sewer,lateral,200,64.7,0.5,0.016,0.094,3.764,0.0,below Mara's slope
P00106,C86,secondary main sewer,lateral,200,448.5,0.75,0.16,0.237,1.309,2.7,below Mara's slope
P00107,C86,secondary main sewer,lateral,200,89.9,0.5,0.158,0.205,1.316,2.7,below Mara's slope
P00108,C86,secondary main sewer,lateral,200,80.7,0.5,0.241,0.236,1.085,5.4,below Mara's slope
P00109,C86,secondary main sewer,lateral,200,149.4,0.5,0.13,0.192,1.442,1.9,below Mara's slope
P00110,C60,secondary main sewer,lateral,200,64.8,0.5,0.62,0.319,0.701,12.5,below Mara's slope
P00111,C60,secondary main sewer,lateral,200,1112.2,0.5,1.007,0.371,0.561,26.8,below Mara's slope
P00112,C60,secondary main sewer,lateral,200,61.6,0.5,0.191,0.219,1.206,2.4,below Mara's slope
P00113,C186,secondary main sewer,lateral,200,20.5,0.5,0.0,0.0,,0.0,no flow in 2030
P00114,C186,secondary main sewer,lateral,200,34.4,0.5,0.139,0.197,1.399,0.7,below Mara's slope
P00115,C186,secondary main sewer,lateral,200,132.8,0.5,0.094,0.173,1.674,0.7,below Mara's slope
P00116,C186,secondary main sewer,lateral,200,88.5,6.05,0.0,0.0,,0.0,no flow in 2030
P00117,C86,secondary main sewer,lateral,200,167.9,0.5,0.291,0.25,0.994,7.3,below Mara's slope
P00118,C186,secondary main sewer,lateral,200,16.3,5.75,0.0,0.0,,0.0,no flow in 2030
P00119,C10,secondary main sewer,lateral,200,776.1,0.5,0.0,0.0,,0.0,no flow in 2030
P00120,C94,secondary main sewer,lateral,200,76.4,0.5,0.09,0.17,1.712,0.5,below Mara's slope
P00121,C10,secondary main sewer,lateral,200,177.6,0.5,0.038,0.127,2.54,0.1,below Mara's slope
P00123,C60,secondary main sewer,lateral,200,13.2,0.5,0.0,0.0,,0.0,no flow in 2030
P00124,C86,secondary main sewer,lateral,200,112.5,0.5,0.354,0.267,0.909,9.9,below Mara's slope
P00125,C86,secondary main sewer,lateral,200,193.4,0.5,0.338,0.263,0.928,9.3,below Mara's slope
P00126,C60,secondary main sewer,lateral,200,41.4,0.5,1.119,0.383,0.534,29.9,below Mara's slope
P00127,C10,secondary main sewer,lateral,200,539.4,0.5,0.067,0.154,1.952,0.4,below Mara's slope
P00128,C86,secondary main sewer,lateral,200,33.1,0.5,0.011,0.083,4.41,0.0,below Mara's slope
P00132,C60,secondary main sewer,lateral,200,105.0,0.5,1.25,0.396,0.508,35.4,below Mara's slope
P00133,C60,secondary main sewer,lateral,200,102.8,0.5,0.22,0.229,1.13,3.0,below Mara's slope
P00134,C94,secondary header,sub main,200,80.3,0.7,0.432,0.32,0.828,8.5,below Mara's slope
P00135,C10,secondary main sewer,lateral,200,381.7,0.5,0.111,0.183,1.551,0.9,below Mara's slope
P00136,C10,secondary main sewer,lateral,200,39.7,0.5,0.111,0.183,1.551,0.9,below Mara's slope
P00137,C10,secondary main sewer,lateral,200,150.1,0.5,0.111,0.183,1.551,0.9,below Mara's slope
P00138,C94,secondary header,sub main,200,80.7,0.5,0.694,0.33,0.666,17.6,below Mara's slope
P00139,C255,secondary main sewer,lateral,200,108.0,1.5,0.072,0.23,1.889,0.4,below Mara's slope
P00140,C10,secondary main sewer,lateral,200,160.5,0.5,0.0,0.0,,0.0,no flow in 2030
P00141,C37,secondary main sewer,lateral,200,83.7,0.5,0.024,0.107,3.168,0.1,below Mara's slope
P00142,C37,secondary main sewer,lateral,200,53.9,0.5,0.11,0.182,1.56,1.4,below Mara's slope
P00143,C37,secondary main sewer,lateral,200,74.9,0.5,0.072,0.158,1.89,0.7,below Mara's slope
P00144,C24,secondary header,sub main,200,60.0,0.5,0.449,0.288,0.814,8.1,below Mara's slope
P00145,C24,secondary header,sub main,200,1633.7,0.5,0.486,0.295,0.785,9.3,below Mara's slope
P00146,C24,secondary header,sub main,200,254.8,0.5,0.511,0.3,0.767,9.4,below Mara's slope
P00147,C94,secondary main sewer,lateral,200,318.2,0.5,0.375,0.272,0.885,7.1,below Mara's slope
P00148,C94,secondary main sewer,lateral,200,120.4,0.6,0.222,0.244,1.126,3.1,below Mara's slope
P00149,C94,secondary header,sub main,200,258.4,0.5,0.913,0.36,0.587,25.3,below Mara's slope
P00150,C94,secondary header,sub main,200,176.3,0.5,0.161,0.207,1.306,1.7,below Mara's slope
P00151,C37,secondary main sewer,lateral,200,167.8,0.55,0.25,0.246,1.066,3.7,below Mara's slope
P00152,C37,secondary main sewer,lateral,200,48.9,0.5,0.158,0.205,1.317,2.7,below Mara's slope
P00153,C37,secondary main sewer,lateral,200,83.2,0.5,0.162,0.207,1.303,2.7,below Mara's slope
P00154,C37,secondary main sewer,lateral,200,78.3,0.5,0.239,0.235,1.088,2.8,below Mara's slope
P00156,C94,secondary header,sub main,200,320.1,0.5,1.082,0.379,0.543,32.1,below Mara's slope
P00157,C227,secondary main sewer,lateral,200,34.9,0.5,0.054,0.144,2.153,0.2,below Mara's slope
P00158,C37,secondary main sewer,lateral,200,469.7,0.5,0.262,0.242,1.044,3.9,below Mara's slope
P00159,C227,secondary header,sub main,200,72.2,0.5,0.13,0.193,1.44,1.1,below Mara's slope
P00160,C37,secondary main sewer,lateral,200,367.9,0.5,0.426,0.283,0.834,10.8,below Mara's slope
P00161,C167,secondary header,sub main,200,128.1,1.05,0.153,0.262,1.338,2.2,below Mara's slope
P00162,C37,secondary main sewer,lateral,200,63.5,0.85,0.27,0.294,1.028,4.1,below Mara's slope
P00163,C37,secondary main sewer,lateral,200,26.6,0.5,0.056,0.145,2.127,0.2,below Mara's slope
P00164,C227,secondary header,sub main,200,137.2,0.55,0.13,0.199,1.44,1.1,below Mara's slope
P00165,C37,secondary main sewer,lateral,200,92.0,0.5,0.33,0.261,0.938,5.6,below Mara's slope
P00166,C167,secondary header,sub main,200,137.9,0.5,0.252,0.239,1.062,5.2,below Mara's slope
P00167,C37,secondary main sewer,lateral,200,93.2,0.5,0.461,0.29,0.804,9.5,below Mara's slope
P00168,C37,secondary main sewer,lateral,200,78.9,0.5,0.089,0.17,1.719,0.5,below Mara's slope
P00169,C37,secondary main sewer,lateral,200,82.1,0.5,0.327,0.26,0.943,5.6,below Mara's slope
P00170,C37,secondary main sewer,lateral,200,120.2,0.5,0.699,0.331,0.664,16.7,below Mara's slope
P00171,C37,secondary main sewer,lateral,200,276.3,0.5,0.49,0.296,0.782,14.0,below Mara's slope
P00172,C167,secondary main sewer,lateral,200,91.1,0.5,0.148,0.201,1.359,2.0,below Mara's slope
P00173,C37,secondary main sewer,lateral,200,139.4,0.5,0.158,0.205,1.317,1.7,below Mara's slope
P00174,C37,secondary main sewer,lateral,200,122.5,0.5,0.654,0.324,0.684,20.8,below Mara's slope
P00175,C37,secondary main sewer,lateral,200,226.0,0.5,0.237,0.235,1.092,3.4,below Mara's slope
P00176,C37,secondary main sewer,lateral,200,137.0,0.5,0.072,0.158,1.891,0.7,below Mara's slope
P00177,C37,secondary main sewer,lateral,200,227.8,0.5,0.834,0.35,0.612,21.6,below Mara's slope
P00178,C37,secondary header,sub main,200,126.6,0.5,0.654,0.324,0.684,20.8,below Mara's slope
P00182,C37,secondary header,sub main,200,34.9,0.5,0.215,0.227,1.142,3.0,below Mara's slope
P00183,C37,secondary main sewer,lateral,200,79.5,0.5,1.121,0.383,0.534,32.7,below Mara's slope
P00184,C37,secondary main sewer,lateral,200,189.3,0.5,1.008,0.371,0.561,28.4,below Mara's slope
P00185,C37,secondary main sewer,lateral,200,76.8,0.5,0.249,0.238,1.069,3.4,below Mara's slope
P00186,C37,secondary main sewer,lateral,200,167.8,0.5,0.159,0.206,1.312,1.6,below Mara's slope
P00187,C299,secondary main sewer,lateral,200,80.8,0.5,0.0,0.0,,0.0,no flow in 2030
P00188,C37,secondary main sewer,lateral,200,80.9,1.0,0.102,0.225,1.609,0.8,below Mara's slope
P00189,C37,secondary header,sub main,200,253.9,0.5,0.215,0.227,1.144,2.9,below Mara's slope
P00190,C37,secondary header,sub main,200,184.2,0.8,0.168,0.246,1.28,1.8,below Mara's slope
P00191,C37,secondary main sewer,lateral,200,44.8,0.5,0.14,0.197,1.392,1.4,below Mara's slope
P00192,C37,secondary main sewer,lateral,200,55.6,0.5,0.006,0.066,5.874,0.0,below Mara's slope
P00193,C23,secondary main sewer,lateral,200,122.0,0.55,0.042,0.135,2.44,0.1,below Mara's slope
P00194,C23,secondary header,sub main,200,342.2,0.6,0.152,0.216,1.342,1.6,below Mara's slope
P00195,C23,secondary header,sub main,200,223.1,0.5,0.174,0.212,1.261,2.0,below Mara's slope
P00196,C23,secondary main sewer,lateral,200,101.2,0.5,0.05,0.14,2.23,0.2,below Mara's slope
P00197,C23,secondary main sewer,lateral,200,125.0,0.5,0.075,0.16,1.853,0.5,below Mara's slope
P00198,C23,secondary header,sub main,200,86.5,0.5,0.115,0.185,1.524,1.0,below Mara's slope
P00199,C23,secondary main sewer,lateral,200,121.7,0.5,0.052,0.141,2.206,0.2,below Mara's slope
P00200,C23,secondary header,sub main,200,112.1,0.75,0.087,0.193,1.739,0.6,below Mara's slope
P00201,C10,secondary main sewer,lateral,200,2244.0,0.5,0.224,0.23,1.122,1.5,below Mara's slope
P00202,C23,secondary header,sub main,200,220.6,0.5,0.215,0.227,1.144,2.8,below Mara's slope
P00203,C162,secondary main sewer,lateral,200,84.3,27.6,0.0,0.0,,0.0,no flow in 2030
P00204,C162,secondary main sewer,lateral,200,94.3,0.5,0.0,0.0,,0.0,no flow in 2030
P00205,C23,secondary header,sub main,200,194.5,0.6,0.072,0.168,1.893,0.4,below Mara's slope
P00206,C23,secondary header,sub main,200,181.3,0.5,0.231,0.233,1.106,3.2,below Mara's slope
P00207,C23,secondary header,sub main,200,709.2,0.5,0.317,0.258,0.955,5.4,below Mara's slope
P00208,C173,secondary header,sub main,200,458.8,0.65,0.0,0.0,,0.0,no flow in 2030
P00209,C23,secondary header,sub main,200,765.1,0.5,0.332,0.261,0.936,5.8,below Mara's slope
P00211,C23,secondary header,sub main,200,504.5,1.0,0.069,0.197,1.93,0.4,below Mara's slope
P00212,C40,secondary header,sub main,200,108.6,0.5,0.0,0.0,,0.0,no flow in 2030
P00213,C40,secondary header,sub main,200,40.2,0.5,0.098,0.175,1.644,0.7,below Mara's slope
P00214,C40,secondary main sewer,lateral,200,306.4,0.5,0.078,0.163,1.822,0.5,below Mara's slope
P00215,C23,secondary header,sub main,200,353.3,0.6,0.146,0.213,1.366,1.5,below Mara's slope
P00216,C23,secondary main sewer,lateral,200,207.2,0.5,0.079,0.163,1.809,0.5,below Mara's slope
P00217,C23,secondary header,sub main,200,268.0,0.5,0.385,0.274,0.874,4.4,below Mara's slope
P00218,C23,secondary main sewer,lateral,200,40.3,1.7,0.0,0.0,,0.0,no flow in 2030
P00219,C23,secondary header,sub main,200,89.8,0.5,0.092,0.172,1.687,0.7,below Mara's slope
P00220,C23,secondary main sewer,lateral,200,124.6,0.5,0.066,0.154,1.968,0.4,below Mara's slope
P00221,C23,secondary header,sub main,200,302.5,0.8,0.005,0.073,6.308,0.0,below Mara's slope
P00222,C23,secondary main sewer,lateral,200,23.6,5.3,0.0,0.0,,0.0,no flow in 2030
P00223,C23,secondary header,sub main,200,121.5,0.75,0.052,0.163,2.197,0.2,below Mara's slope
P00224,C23,secondary header,sub main,200,154.2,1.85,0.049,0.216,2.252,0.2,below Mara's slope
P00225,C23,secondary header,sub main,200,22.3,2.3,0.02,0.169,3.41,0.0,below Mara's slope
P00226,C23,secondary header,sub main,200,80.3,0.5,0.13,0.192,1.442,1.2,below Mara's slope
P00227,C23,secondary main sewer,lateral,200,154.2,1.6,0.055,0.214,2.14,0.3,below Mara's slope
P00228,C23,secondary main sewer,lateral,200,44.5,2.05,0.017,0.154,3.671,0.0,below Mara's slope
P00229,C23,secondary header,sub main,200,83.5,0.5,0.28,0.247,1.012,4.4,below Mara's slope
P00230,C23,secondary header,sub main,200,157.2,0.6,0.28,0.263,1.012,4.4,below Mara's slope
P00231,C23,secondary header,sub main,200,93.6,0.75,0.151,0.233,1.343,1.6,below Mara's slope
P00232,C23,secondary header,sub main,200,87.6,0.85,0.105,0.215,1.592,0.8,below Mara's slope
P00233,C23,secondary main sewer,lateral,200,154.1,0.85,0.058,0.176,2.097,0.3,below Mara's slope
P00234,C23,secondary header,sub main,200,48.4,0.5,0.137,0.196,1.405,1.3,below Mara's slope
P00235,C23,secondary header,sub main,200,53.3,0.5,0.137,0.196,1.405,1.3,below Mara's slope
P00236,C23,secondary header,sub main,200,88.7,0.5,0.147,0.201,1.362,1.5,below Mara's slope
P00237,C23,secondary main sewer,lateral,200,154.1,1.35,0.058,0.205,2.098,0.3,below Mara's slope
P00238,C23,secondary header,sub main,200,84.5,0.75,0.07,0.18,1.918,0.4,below Mara's slope
P00239,C23,secondary header,sub main,200,82.8,0.5,0.178,0.213,1.249,2.1,below Mara's slope
P00240,C23,secondary main sewer,lateral,200,145.1,1.2,0.064,0.205,1.996,0.3,below Mara's slope
P00241,C23,secondary header,sub main,200,251.5,0.8,0.21,0.265,1.155,2.7,below Mara's slope
P00242,C23,secondary header,sub main,200,183.8,0.9,0.075,0.196,1.856,0.5,below Mara's slope
P00243,C23,secondary header,sub main,200,87.7,0.5,0.193,0.219,1.203,2.4,below Mara's slope
P00244,C23,secondary header,sub main,200,71.8,0.85,0.189,0.261,1.212,2.3,below Mara's slope
P00245,C23,secondary header,sub main,200,60.0,0.75,0.03,0.135,2.821,0.1,below Mara's slope
P00246,C23,secondary header,sub main,200,804.2,0.8,0.111,0.214,1.553,0.9,below Mara's slope
P00247,C23,secondary main sewer,lateral,200,44.6,0.7,0.035,0.139,2.627,0.1,below Mara's slope
P00248,C23,secondary header,sub main,200,187.1,0.65,0.021,0.112,3.364,0.0,below Mara's slope
P00249,C23,secondary main sewer,lateral,200,69.9,0.8,0.017,0.112,3.682,0.0,below Mara's slope
P00250,C40,secondary header,sub main,200,3297.2,0.5,0.023,0.107,3.19,0.0,below Mara's slope
P00251,C40,secondary header,sub main,200,772.7,0.5,0.132,0.194,1.43,1.4,below Mara's slope
P00252,C40,secondary header,sub main,200,249.3,0.5,0.161,0.206,1.308,2.0,below Mara's slope
P00253,C10,secondary main sewer,lateral,200,844.0,0.5,0.226,0.231,1.118,1.6,below Mara's slope
P00254,C23,secondary header,sub main,200,29.5,0.5,0.003,0.052,7.873,0.0,below Mara's slope
P00255,C23,secondary header,sub main,200,98.2,0.9,0.041,0.159,2.459,0.1,below Mara's slope
P00256,C23,secondary main sewer,lateral,200,61.4,0.5,0.037,0.126,2.579,0.1,below Mara's slope
P00258,C10,secondary main sewer,lateral,200,184.3,0.5,0.0,0.0,,0.0,no flow in 2030
P00259,C10,secondary main sewer,lateral,200,476.6,0.5,0.198,0.221,1.187,3.1,below Mara's slope
P00260,C10,secondary main sewer,lateral,200,158.9,0.5,0.198,0.221,1.187,3.1,below Mara's slope
P00261,C10,secondary main sewer,lateral,200,258.3,0.5,0.079,0.163,1.81,0.6,below Mara's slope
P00262,C91,secondary header,sub main,200,177.5,0.5,0.073,0.159,1.88,0.4,below Mara's slope
P00263,C183,secondary header,sub main,200,503.1,1.25,0.048,0.188,2.281,0.2,below Mara's slope
P00264,C91,secondary header,sub main,200,111.2,0.65,0.05,0.152,2.243,0.2,below Mara's slope
P00266,C10,secondary main sewer,lateral,200,153.4,0.5,0.173,0.212,1.262,2.4,below Mara's slope
P00267,C10,secondary main sewer,lateral,200,94.0,0.5,0.079,0.163,1.813,0.6,below Mara's slope
P00268,C10,secondary main sewer,lateral,200,113.0,0.5,0.0,0.0,,0.0,no flow in 2030
P00269,C91,secondary header,sub main,200,183.7,0.5,0.201,0.222,1.179,2.7,below Mara's slope
P00270,C91,secondary header,sub main,200,101.3,0.5,0.078,0.162,1.824,0.5,below Mara's slope
P00271,C91,secondary header,sub main,200,469.6,0.5,0.172,0.211,1.266,2.1,below Mara's slope
P00272,C49,secondary main sewer,lateral,200,72.4,0.5,0.0,0.0,,0.0,no flow in 2030
P00273,C224,secondary main sewer,lateral,200,40.4,0.5,0.0,0.0,,0.0,no flow in 2030
P00274,C224,secondary main sewer,lateral,200,127.2,0.5,0.29,0.25,0.996,3.1,below Mara's slope
P00275,C49,secondary header,sub main,200,341.2,0.5,0.388,0.275,0.87,4.3,below Mara's slope
P00276,C49,secondary header,sub main,200,655.5,0.5,0.075,0.16,1.86,0.6,below Mara's slope
P00277,C91,secondary header,sub main,200,624.9,0.5,0.205,0.224,1.168,2.8,below Mara's slope
P00278,C211,secondary main sewer,lateral,200,168.3,1.25,0.0,0.0,,0.0,no flow in 2030
P00279,C51,secondary header,sub main,200,413.4,0.7,0.121,0.211,1.49,1.3,below Mara's slope
P00280,C211,secondary main sewer,lateral,200,145.9,0.5,0.195,0.22,1.196,3.2,below Mara's slope
P00281,C49,secondary header,sub main,200,162.9,0.5,0.403,0.278,0.855,4.9,below Mara's slope
P00282,C51,secondary main sewer,lateral,200,44.9,0.5,0.0,0.0,,0.0,no flow in 2030
P00283,C51,secondary header,sub main,200,464.0,0.5,0.079,0.163,1.813,0.6,below Mara's slope
P00284,C51,secondary header,sub main,200,166.9,0.5,0.121,0.188,1.49,1.3,below Mara's slope
P00285,C106,secondary header,sub main,200,155.9,2.15,0.0,0.0,,0.0,no flow in 2030
P00287,C10,secondary main sewer,lateral,200,326.3,0.5,0.014,0.088,4.077,0.0,below Mara's slope
P00288,C10,secondary main sewer,lateral,200,82.6,0.5,0.013,0.088,4.104,0.0,below Mara's slope
P00289,C10,secondary main sewer,lateral,200,945.7,0.5,0.325,0.26,0.945,4.6,below Mara's slope
