fid,Name,Classes,Build,SETTLE,AREA_M2,PROPS,POP,G_NDOM,G_GOV,G_SPEC,WORKERS,W_DOM,W_NDOM,W_GOV,W_SPEC,S_DOM,S_NDOM,S_GOV,S_SPEC,QADF,FUT_CAP,FUT_PROPS
0,NULL,Residential,Future,AT TAYYIB,46544.9,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1,NULL,Residential,Future,AT TAYYIB,811.1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
2,NULL,Residential,Future,AT TAYYIB,829.2,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
3,NULL,Residential,Future,AT TAYYIB,800.3,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
4,Primary Account Tariff,Residential,EXisting,AT TAYYIB,858.2,1,5.32,0,0,0,0.0,0.8725,0.0,0.0,0.0,0.7416,0.0,0.0,0.0,0.7416,0,0.0
5,Additional Account Tariff,Residential,EXisting,AT TAYYIB,850.5,1,5.32,0,0,0,0.0,0.8725,0.0,0.0,0.0,0.7416,0.0,0.0,0.0,0.7416,0,0.0
6,NULL,Residential,Future,AT TAYYIB,833.4,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
7,NULL,Residential,Future,AT TAYYIB,812.3,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
8,NULL,Residential,Future,AT TAYYIB,854.4,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
9,NULL,Residential,Future,AT TAYYIB,857.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
10,NULL,Residential,Future,AT TAYYIB,857.4,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
11,NULL,Residential,Future,AT TAYYIB,857.1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
12,NULL,Residential,Future,AT TAYYIB,857.1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
13,NULL,Residential,Future,AT TAYYIB,857.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
14,NULL,Residential,Future,AT TAYYIB,853.4,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15,NULL,Residential,Future,AT TAYYIB,829.2,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
16,NULL,Residential,Future,AT TAYYIB,829.2,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
17,NULL,Residential,Future,AT TAYYIB,829.2,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
18,NULL,Residential,Future,AT TAYYIB,829.2,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
19,NULL,Residential,Future,AT TAYYIB,829.2,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
20,NULL,Residential,Future,AT TAYYIB,800.3,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
21,NULL,Residential,Future,AT TAYYIB,875.3,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
22,NULL,Residential,Future,AT TAYYIB,800.3,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
23,NULL,Residential,Future,AT TAYYIB,800.3,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
24,NULL,Residential,Future,AT TAYYIB,818.1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
25,NULL,Residential,Future,AT TAYYIB,754.2,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
26,NULL,Residential,Future,AT TAYYIB,772.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
27,NULL,Residential,Future,AT TAYYIB,7811.4,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
28,NULL,Residential,Future,AT TAYYIB,100.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
29,NULL,Residential,Future,AT TAYYIB,100.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
30,NULL,Residential,Future,AT TAYYIB,100.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
31,NULL,Residential,Future,AT TAYYIB,100.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
32,NULL,Residential,Future,AT TAYYIB,467.9,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
33,NULL,Residential,Future,AT TAYYIB,920.2,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
34,NULL,Residential,Future,AT TAYYIB,2000.1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
35,NULL,Residential,Future,AT TAYYIB,2000.1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
36,NULL,Residential,Future,AT TAYYIB,2000.1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
37,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
38,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
39,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
40,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
41,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
42,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
43,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
44,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
45,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
46,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
47,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
48,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
49,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
50,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
51,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
52,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
53,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
54,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
55,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
56,NULL,Residential,Future,AT TAYYIB,40.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
57,NULL,Residential,Future,AT TAYYIB,40.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
58,NULL,Residential,Future,AT TAYYIB,25.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
59,NULL,Residential,Future,AT TAYYIB,12065.9,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
60,NULL,Residential,Future,AT TAYYIB,1317.7,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
61,NULL,Residential,Future,AL JIBAYYAH,8354.9,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
62,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
63,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
64,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
65,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
66,NULL,Residential,Future,AT TAYYIB,647.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
67,NULL,Residential,Future,AT TAYYIB,647.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
68,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
69,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
70,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
71,NULL,Residential,Future,AT TAYYIB,647.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
72,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
73,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
74,NULL,Residential,Future,AT TAYYIB,622.4,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
75,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
76,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
77,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
78,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
79,NULL,Residential,Future,AT TAYYIB,617.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
80,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
81,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
82,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
83,NULL,Residential,Future,AT TAYYIB,655.9,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
84,NULL,Residential,Future,AT TAYYIB,684.4,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
85,NULL,Residential,Future,AT TAYYIB,647.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
86,NULL,Residential,Future,AT TAYYIB,647.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
87,NULL,Residential,Future,AT TAYYIB,660.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
88,NULL,Residential,Future,AT TAYYIB,660.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
89,NULL,Residential,Future,AT TAYYIB,680.3,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
90,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
91,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
92,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
93,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
94,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
95,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
96,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
97,NULL,Residential,Future,AT TAYYIB,643.4,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
98,NULL,Residential,Future,AT TAYYIB,635.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
99,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
100,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
101,NULL,Residential,Future,AT TAYYIB,665.1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
102,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
103,NULL,Residential,Future,AT TAYYIB,666.9,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
104,NULL,Residential,Future,AT TAYYIB,635.4,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
105,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
106,NULL,Residential,Future,AT TAYYIB,626.3,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
107,Primary Account Tariff (with National Subsidy),Residential,EXisting,AT TAYYIB,600.0,1,5.32,0,0,0,0.0,0.8725,0.0,0.0,0.0,0.7416,0.0,0.0,0.0,0.7416,0,0.0
108,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
109,NULL,Residential,Future,AT TAYYIB,635.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
110,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
111,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
112,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
113,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
114,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
115,NULL,Residential,Future,AT TAYYIB,647.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
116,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
117,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
118,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
119,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
120,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
121,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
122,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
123,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
124,NULL,Residential,Future,AT TAYYIB,767.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
125,NULL,Residential,Future,AT TAYYIB,767.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
126,NULL,Residential,Future,AT TAYYIB,767.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
127,Primary Account Tariff,Residential,EXisting,AT TAYYIB,750.0,1,5.32,0,0,0,0.0,0.8725,0.0,0.0,0.0,0.7416,0.0,0.0,0.0,0.7416,0,0.0
128,Primary Account Tariff (with National Subsidy),Residential,EXisting,AT TAYYIB,767.5,1,5.32,0,0,0,0.0,0.8725,0.0,0.0,0.0,0.7416,0.0,0.0,0.0,0.7416,0,0.0
129,NULL,Residential,Future,AT TAYYIB,750.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
130,NULL,Residential,Future,AT TAYYIB,750.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
131,NULL,Residential,Future,AT TAYYIB,767.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
132,NULL,Residential,Future,AT TAYYIB,750.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
133,NULL,Residential,Future,AT TAYYIB,750.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
134,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
135,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
136,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
137,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
138,NULL,Residential,Future,AT TAYYIB,647.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
139,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
140,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
141,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
142,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
143,Primary Account Tariff (with National Subsidy),Residential,EXisting,AT TAYYIB,600.0,1,5.32,0,0,0,0.0,0.8725,0.0,0.0,0.0,0.7416,0.0,0.0,0.0,0.7416,0,0.0
144,NULL,Residential-Commercial,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
145,NULL,Residential-Commercial,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
146,NULL,Residential-Commercial,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
147,NULL,Residential-Commercial,Future,AT TAYYIB,647.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
148,Additional Account Tariff,Residential,EXisting,AT TAYYIB,16406.5,1,5.32,0,0,0,0.0,0.8725,0.0,0.0,0.0,0.7416,0.0,0.0,0.0,0.7416,0,0.0
149,NULL,Residential,Future,AT TAYYIB,800.3,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
150,NULL,Residential,Future,AT TAYYIB,802.7,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
151,NULL,Residential,Future,AT TAYYIB,787.3,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
152,NULL,Residential-Commercial,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
153,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
154,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
155,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
156,NULL,Residential,Future,AT TAYYIB,622.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
157,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
158,NULL,Residential,Future,AT TAYYIB,647.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
159,NULL,Residential,Future,AT TAYYIB,647.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
160,NULL,Residential,Future,AT TAYYIB,635.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
161,NULL,Residential,Future,AT TAYYIB,660.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
162,NULL,Residential,Future,AT TAYYIB,660.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
