fid,VEGFRAC
63520,-1.0
63521,-1.0
63522,-1.0
63523,-1.0
63524,-1.0
63525,-1.0
63526,-1.0
63527,-1.0
63528,-1.0
63529,-1.0
63530,-1.0
63531,-1.0
63532,-1.0
63533,-1.0
63534,-1.0
63535,-1.0
63536,-1.0
63537,-1.0
63538,-1.0
63539,-1.0
63540,-1.0
63541,-1.0
63542,-1.0
63543,-1.0
63544,-1.0
63545,-1.0
63546,-1.0
63547,-1.0
63548,-1.0
63549,-1.0
63550,-1.0
63551,-1.0
63552,-1.0
63553,-1.0
63554,-1.0
63555,-1.0
63556,-1.0
63557,-1.0
63558,-1.0
63559,-1.0
63560,-1.0
63561,-1.0
63562,-1.0
63563,-1.0
63564,-1.0
63565,-1.0
63566,-1.0
63567,-1.0
63568,-1.0
63569,-1.0
63570,-1.0
63571,-1.0
63572,-1.0
63573,-1.0
63574,-1.0
63575,-1.0
63576,-1.0
63577,-1.0
63578,-1.0
63579,-1.0
63580,-1.0
63581,-1.0
63582,-1.0
63583,-1.0
63584,-1.0
63585,-1.0
63586,-1.0
63587,-1.0
63588,-1.0
63589,-1.0
63590,-1.0
63591,-1.0
63592,-1.0
63593,-1.0
63594,-1.0
63595,-1.0
63596,-1.0
63597,-1.0
63598,-1.0
63599,-1.0
63600,-1.0
63601,-1.0
63602,-1.0
63603,-1.0
63604,-1.0
63605,-1.0
63606,-1.0
63607,-1.0
63608,-1.0
63609,-1.0
63610,-1.0
63611,-1.0
63612,-1.0
63613,-1.0
63614,-1.0
63615,-1.0
63616,-1.0
63617,-1.0
63618,-1.0
63619,-1.0
63620,-1.0
63621,-1.0
63622,-1.0
63623,-1.0
63624,-1.0
63625,-1.0
63626,-1.0
63627,-1.0
63628,-1.0
63629,-1.0
63630,-1.0
63631,-1.0
63632,-1.0
63633,-1.0
63634,-1.0
63635,-1.0
63636,-1.0
63637,-1.0
63638,0.511
63639,0.718
63640,0.242
63641,0.387
63642,0.498
63643,0.0
63644,0.996
63645,0.688
63646,0.985
63647,0.568
63648,0.316
63649,0.518
63650,0.31
63651,0.69
63652,0.376
63653,0.69
63654,0.284
63655,0.437
63656,0.617
63657,0.903
63658,0.841
63659,0.996
63660,0.369
63661,0.404
63662,0.569
63663,0.841
63664,0.605
63665,0.515
63666,0.908
63667,0.603
63668,0.613
63669,0.562
63670,0.115
63671,0.0
63672,0.753
63673,0.763
63674,0.912
63675,0.957
63676,0.514
63677,0.8
63678,0.723
63679,0.684
63680,0.875
63681,0.21
63682,0.653
63683,0.541
63684,0.711
63685,0.255
63686,0.468
63687,0.871
63688,0.827
63689,0.833
63690,0.563
63691,0.056
63692,0.753
63693,0.619
63694,0.462
63695,0.246
63696,0.356
63697,0.286
63698,0.024
63699,0.986
63700,0.352
63701,0.37
63702,0.0
63703,0.0
63704,0.0
63705,0.002
63706,0.0
63707,0.06
63708,0.076
63709,0.034
63710,0.0
63711,0.0
63712,0.014
63713,0.032
63714,0.024
63715,0.378
63716,0.113
63717,0.046
63718,0.002
63719,0.0
63720,0.0
63721,0.0
63722,0.0
63723,0.01
63724,0.0
63725,0.0
63726,0.0
63727,0.158
63728,0.0
63729,0.0
63730,0.0
63731,0.0
63732,0.0
63733,0.0
63734,0.0
63735,0.0
63736,0.064
63737,0.019
63738,0.0
63739,0.0
63740,0.0
63741,0.454
63742,0.99
63743,1.0
63744,0.894
63745,0.546
63746,0.85
63747,0.986
63748,0.453
63749,0.0
63750,0.776
63751,0.765
63752,0.875
63753,0.91
63754,0.875
63755,0.523
63756,0.517
63757,0.802
63758,0.0
63759,0.766
63760,0.253
63761,0.673
63762,0.227
63763,0.386
63764,0.333
63765,0.45
63766,0.806
63767,1.0
63768,0.719
63769,0.962
63770,0.986
63771,0.457
63772,0.469
63773,0.774
63774,0.295
63775,0.768
63776,0.594
63777,0.436
63778,0.87
63779,0.558
63780,0.523
63781,0.67
63782,0.0
63783,0.167
63784,0.21
63785,0.208
63786,0.678
63787,0.608
63788,0.574
63789,0.528
63790,0.668
63791,0.896
63792,0.785
63793,0.374
63794,0.653
63795,0.563
63796,0.682
63797,0.577
63798,0.311
63799,0.581
63800,0.174
63801,0.562
63802,0.582
63803,0.553
63804,0.627
63805,0.65
63806,0.446
63807,0.44
63808,0.523
63809,0.245
63810,0.789
63811,0.7
63812,0.545
63813,0.678
63814,0.456
63815,0.514
63816,0.612
63817,0.93
63818,0.47
63819,0.705
63820,0.229
63821,0.221
63822,0.352
63823,0.763
63824,0.179
63825,0.529
63826,0.578
63827,0.704
63828,0.384
63829,0.526
63830,0.624
63831,0.637
63832,0.329
63833,0.279
63834,0.82
63835,0.548
63836,0.466
63837,0.466
63838,0.548
63839,0.677
63840,0.741
63841,0.922
63842,0.683
63843,0.589
63844,1.0
63845,0.886
63846,0.985
63847,0.818
63848,0.223
63849,0.815
63850,1.0
63851,0.916
63852,0.207
63853,0.869
63854,0.806
63855,0.815
63856,0.316
63857,0.759
63858,0.404
63859,0.517
63860,0.581
63861,0.561
63862,0.076
63863,-1.0
63864,-1.0
63865,0.033
63866,0.9
63867,-1.0
63868,-1.0
63869,-1.0
63870,0.901
63871,0.025
63872,0.318
63873,0.848
63874,0.498
63875,0.926
63876,0.548
63877,0.283
63878,0.957
63879,0.987
63880,0.376
63881,0.761
63882,0.282
63883,0.98
63884,0.492
63885,0.96
63886,0.921
63887,0.946
63888,1.0
63889,0.793
63890,0.726
63891,0.128
63892,0.94
63893,0.842
63894,0.7
63895,1.0
63896,0.994
63897,0.993
63898,0.897
63899,0.998
63900,-1.0
63901,0.884
63902,0.404
63903,0.672
63904,0.29
63905,-1.0
63906,-1.0
63907,-1.0
63908,-1.0
63909,-1.0
63910,-1.0
63911,-1.0
63912,-1.0
63913,-1.0
63914,-1.0
63915,-1.0
63916,-1.0
63917,-1.0
63918,0.787
63919,0.66
63920,0.128
63921,0.657
63922,0.679
63923,0.774
63924,1.0
63925,0.744
63926,0.362
63927,0.412
63928,0.754
63929,0.666
63930,0.308
63931,0.318
63932,0.141
63933,0.396
63934,0.224
63935,0.529
63936,0.28
63937,0.167
63938,0.474
63939,0.776
63940,0.509
63941,0.639
63942,0.933
63943,0.099
63944,0.0
63945,0.0
63946,0.0
63947,0.0
63948,0.0
63949,0.08
63950,0.006
63951,0.0
63952,0.087
63953,0.0
63954,0.0
63955,0.0
63956,0.03
63957,0.0
63958,0.0
63959,0.0
63960,0.0
63961,0.01
63962,0.002
63963,0.014
63964,0.0
63965,0.0
63966,0.0
63967,0.0
63968,0.0
63969,0.002
63970,0.0
63971,0.012
63972,0.0
63973,0.157
63974,0.268
63975,0.147
63976,0.0
63977,0.0
63978,0.0
63979,0.0
63980,0.026
63981,0.027
63982,0.0
63983,0.038
63984,0.002
63985,0.028
63986,0.0
63987,0.0
63988,0.0
63989,0.0
63990,0.0
63991,0.0
63992,0.02
63993,0.0
63994,0.0
63995,0.06
63996,0.0
63997,0.0
63998,0.012
63999,0.032
64000,0.0
64001,0.0
64002,0.0
64003,0.0
64004,0.0
64005,0.0
64006,0.0
64007,0.0
64008,0.0
64009,0.0
64010,0.0
64011,0.0
64012,0.0
64013,0.0
64014,0.0
64015,0.0
64016,0.0
64017,0.0
64018,0.028
64019,0.0
64020,0.014
64021,0.083
64022,0.068
64023,0.0
64024,0.008
64025,0.012
64026,0.0
64027,0.004
64028,0.0
64029,0.022
64030,0.105
64031,0.0
64032,0.0
64033,0.01
64034,0.03
64035,0.356
64036,0.163
64037,0.0
64038,0.0
64039,0.0
64040,0.0
64041,0.0
64042,0.0
64043,0.0
64044,0.0
64045,0.0
64046,0.0
64047,0.0
64048,0.0
64049,0.0
64050,0.0
64051,0.0
64052,0.0
64053,0.0
64054,0.0
64055,0.0
64056,0.0
64057,0.0
64058,0.0
64059,0.0
64060,0.0
64061,0.0
64062,0.0
64063,0.0
64064,0.0
64065,0.0
64066,0.0
64067,0.0
64068,0.0
64069,0.058
64070,0.0
64071,0.0
64072,0.0
64073,0.0
64074,0.0
64075,0.0
64076,0.0
64077,0.0
64078,0.056
64079,0.103
64080,0.048
64081,0.0
64082,0.0
64083,0.006
64084,0.0
64085,0.056
64086,0.0
64087,0.004
64088,0.044
64089,0.0
64090,0.0
64091,0.035
64092,0.0
64093,0.0
64094,0.0
64095,0.0
64096,0.0
64097,0.0
64098,0.0
64099,0.0
64100,0.0
64101,0.0
64102,0.0
64103,0.0
64104,0.0
64105,0.0
64106,0.0
64107,0.0
64108,0.0
64109,0.0
64110,0.0
64111,0.0
64112,0.0
64113,0.0
64114,0.0
64115,0.0
64116,0.0
64117,0.0
64118,0.0
64119,0.0
64120,0.0
64121,0.0
64122,0.0
64123,0.0
64124,0.0
64125,0.0
64126,0.0
64127,0.0
64128,0.0
64129,0.008
64130,0.035
64131,0.0
64132,0.0
64133,0.0
64134,0.0
64135,0.0
64136,0.0
64137,0.0
64138,0.0
64139,0.0
64140,0.0
64141,0.0
64142,0.0
64143,0.005
64144,0.016
64145,0.034
64146,0.0
64147,0.0
64148,0.0
64149,0.004
64150,0.0
64151,0.002
64152,0.0
64153,0.0
64154,0.002
64155,0.021
64156,0.0
64157,0.011
64158,0.0
64159,0.0
64160,0.0
64161,0.0
64162,0.0
64163,0.0
64164,0.0
64165,0.0
64166,0.0
64167,0.0
64168,0.0
64169,0.0
64170,0.0
64171,0.0
64172,0.0
64173,0.0
64174,0.0
64175,0.0
64176,0.0
64177,0.0
64178,0.0
64179,0.0
64180,0.0
64181,0.036
64182,0.0
64183,0.136
64184,0.002
64185,0.0
64186,0.0
64187,0.0
64188,0.0
64189,0.0
64190,0.042
64191,0.42
64192,0.91
64193,0.6
64194,0.0
64195,1.0
64196,0.267
64197,0.491
64198,0.24
64199,0.868
64200,0.369
64201,0.895
64202,0.805
64203,0.269
64204,0.217
64205,0.61
64206,-1.0
64207,-1.0
64208,0.303
64209,0.0
64210,-1.0
64211,0.399
64212,0.599
64213,0.246
64214,0.461
64215,0.643
64216,0.036
64217,0.892
64218,-1.0
64219,-1.0
64220,-1.0
64221,-1.0
64222,-1.0
64223,-1.0
64224,-1.0
64225,-1.0
64226,-1.0
64227,-1.0
64228,-1.0
64229,-1.0
64230,-1.0
64231,-1.0
64232,-1.0
64233,-1.0
64234,-1.0
64235,-1.0
64236,-1.0
64237,-1.0
64238,-1.0
64239,-1.0
64240,-1.0
64241,-1.0
64242,-1.0
64243,-1.0
64244,-1.0
64245,-1.0
64246,-1.0
64247,-1.0
64248,-1.0
64249,-1.0
64250,-1.0
64251,-1.0
64252,-1.0
64253,-1.0
64254,-1.0
64255,-1.0
64256,-1.0
64257,-1.0
64258,-1.0
64259,-1.0
64260,0.002
64261,0.0
64262,0.0
64263,0.0
64264,0.0
64265,0.0
64266,0.0
64267,0.387
64268,0.142
64269,0.0
64270,0.0
64271,0.0
64272,0.0
64273,0.0
64274,0.0
64275,0.0
64276,0.0
64277,0.0
64278,0.0
64279,0.0
64280,0.002
64281,0.0
64282,0.0
64283,0.0
64284,0.0
64285,0.0
64286,0.0
64287,0.0
64288,0.0
64289,0.721
64290,0.491
64291,0.659
64292,0.793
64293,0.87
64294,0.611
64295,0.63
64296,0.663
64297,0.399
64298,0.008
64299,0.116
64300,0.094
64301,0.141
64302,0.477
64303,0.243
64304,0.064
64305,0.747
64306,0.117
64307,0.0
64308,0.0
64309,-1.0
64310,0.924
64311,0.766
64312,0.589
64313,0.985
64314,0.65
64315,0.344
64316,0.561
64317,0.374
64318,0.589
64319,0.6
64320,0.585
64321,0.802
64322,0.474
64323,0.923
64324,0.506
64325,-1.0
64326,-1.0
64327,0.433
64328,0.637
64329,0.401
64330,0.764
64331,0.481
64332,0.796
64333,0.537
64334,0.915
64335,0.463
64336,0.819
64337,0.492
64338,0.663
64339,0.305
64340,0.269
64341,0.727
64342,0.737
64343,0.447
64344,0.261
64345,0.222
64346,0.085
64347,0.468
64348,0.492
64349,0.703
64350,0.564
64351,0.677
64352,0.294
64353,0.196
64354,0.419
64355,0.104
64356,0.651
64357,0.337
64358,0.407
64359,0.411
64360,0.738
64361,0.673
64362,0.619
64363,0.403
64364,0.782
64365,0.0
64366,0.0
64367,-1.0
64368,0.0
64369,0.026
64370,1.0
64371,0.98
64372,0.756
64373,0.85
64374,0.969
64375,1.0
64376,1.0
64377,0.98
64378,1.0
64379,1.0
64380,0.785
64381,0.928
64382,1.0
64383,1.0
64384,0.271
64385,0.709
64386,0.835
64387,1.0
64388,0.642
64389,-1.0
64390,0.84
64391,0.684
64392,0.696
64393,0.951
64394,0.61
64395,0.736
64396,0.745
64397,0.722
64398,0.935
64399,0.558
64400,0.87
64401,0.598
64402,0.409
64403,1.0
64404,0.985
64405,1.0
64406,0.916
64407,0.953
64408,0.98
64409,0.145
64410,0.176
64411,0.14
64412,-1.0
64413,0.353
64414,0.37
64415,1.0
64416,0.767
64417,0.699
64418,1.0
64419,0.903
64420,0.475
64421,0.792
64422,1.0
64423,0.977
64424,0.842
64425,0.936
64426,0.967
64427,0.712
64428,0.702
64429,0.562
64430,0.81
64431,1.0
64432,-1.0
64433,1.0
64434,0.917
64435,1.0
64436,0.947
64437,1.0
64438,1.0
64439,1.0
64440,1.0
64441,1.0
64442,1.0
64443,0.942
64444,1.0
64445,0.97
64446,0.998
64447,0.418
64448,0.321
64449,0.475
64450,1.0
64451,1.0
64452,0.998
64453,0.792
64454,0.074
64455,0.488
64456,0.55
64457,0.004
64458,0.146
64459,0.112
64460,0.367
64461,0.62
64462,0.831
64463,0.407
64464,0.248
64465,0.649
64466,0.379
64467,0.444
64468,0.866
64469,0.761
64470,0.471
64471,0.906
64472,0.497
64473,0.691
64474,0.879
64475,0.642
64476,0.967
64477,0.819
64478,0.889
64479,0.94
64480,0.366
64481,0.925
64482,0.646
64483,0.399
64484,0.018
64485,0.397
64486,0.783
64487,0.506
64488,0.928
64489,0.905
64490,0.439
64491,0.879
64492,1.0
64493,0.697
64494,0.415
64495,0.328
64496,0.568
64497,0.447
64498,0.485
64499,0.098
64500,0.767
64501,0.643
64502,0.634
64503,0.138
64504,-1.0
64505,-1.0
64506,-1.0
64507,-1.0
64508,-1.0
64509,0.406
64510,-1.0
64511,-1.0
64512,0.607
64513,0.604
64514,0.908
64515,0.863
64516,0.743
64517,0.931
64518,0.103
64519,1.0
64520,-1.0
64521,0.194
64522,0.37
64523,0.586
64524,0.906
64525,0.387
64526,0.595
64527,0.645
64528,0.601
64529,0.224
64530,0.282
64531,0.609
64532,0.864
64533,0.624
64534,0.417
64535,0.57
64536,0.54
64537,0.51
64538,0.619
64539,0.695
64540,0.595
64541,0.826
64542,0.99
64543,0.57
64544,0.147
64545,0.041
64546,0.015
64547,0.007
64548,0.175
64549,0.167
64550,0.213
64551,0.011
64552,0.048
64553,0.281
64554,0.441
64555,0.139
64556,0.014
64557,0.0
64558,0.0
64559,0.003
64560,0.0
64561,0.0
64562,0.045
64563,0.006
64564,0.198
64565,0.12
64566,0.0
64567,0.008
64568,0.0
64569,0.05
64570,0.0
64571,0.057
64572,0.288
64573,0.341
64574,0.096
64575,0.0
64576,0.0
64577,0.0
64578,0.0
64579,0.0
64580,0.0
64581,0.0
64582,0.0
64583,0.0
64584,0.0
64585,0.0
64586,0.0
64587,0.0
64588,0.0
64589,0.0
64590,0.0
64591,0.0
64592,0.0
64593,0.0
64594,0.0
64595,0.0
64596,0.0
64597,0.0
64598,0.238
64599,1.0
64600,0.0
64601,0.7
64602,0.699
64603,0.351
64604,0.18
64605,0.123
64606,0.053
64607,0.0
64608,1.0
64609,1.0
64610,0.955
64611,0.533
64612,0.0
64613,-1.0
64614,-1.0
64615,-1.0
64616,0.1
64617,0.0
64618,0.031
64619,0.477
64620,0.205
64621,0.331
64622,0.725
64623,0.318
64624,0.918
64625,0.804
64626,0.727
64627,0.767
64628,0.981
64629,0.969
64630,0.778
64631,0.91
64632,0.99
64633,0.441
64634,1.0
64635,0.859
64636,0.703
64637,1.0
64638,-1.0
64639,0.692
64640,0.931
64641,0.645
64642,0.263
64643,0.053
64644,0.622
64645,0.29
64646,-1.0
64647,-1.0
64648,0.0
64649,0.0
64650,0.182
64651,0.0
64652,-1.0
64653,-1.0
64654,0.0
64655,0.0
64656,0.0
64657,0.009
64658,0.151
64659,0.0
64660,0.0
64661,0.423
64662,0.052
64663,0.023
64664,0.0
64665,0.0
64666,0.009
64667,0.774
64668,0.236
64669,0.329
64670,0.036
64671,0.549
64672,0.391
64673,0.636
64674,0.213
64675,0.679
64676,0.932
64677,0.406
64678,0.024
64679,0.586
64680,1.0
64681,0.198
64682,0.27
64683,0.492
64684,0.076
64685,0.356
64686,0.322
64687,0.007
64688,0.032
64689,0.04
64690,0.859
64691,0.64
64692,0.559
64693,0.869
64694,0.55
64695,0.272
64696,0.348
64697,0.843
64698,0.188
64699,0.214
64700,0.28
64701,0.626
64702,0.539
64703,0.727
64704,0.894
64705,0.77
64706,0.976
64707,0.916
64708,0.878
64709,0.545
64710,0.646
64711,0.669
64712,0.806
64713,0.553
64714,0.395
64715,1.0
64716,0.18
64717,0.078
64718,0.729
64719,0.442
64720,0.048
64721,0.23
64722,0.457
64723,0.691
64724,0.433
64725,0.657
64726,0.078
64727,0.002
64728,0.395
64729,0.331
64730,0.15
64731,0.137
64732,0.356
64733,0.061
64734,0.99
64735,0.615
64736,0.98
64737,0.692
64738,0.0
64739,0.063
64740,0.573
64741,0.093
64742,0.492
64743,0.915
64744,0.15
64745,0.466
64746,0.971
64747,0.508
64748,0.856
64749,0.966
64750,0.628
64751,0.314
64752,0.196
64753,0.106
64754,0.117
64755,0.002
64756,0.419
64757,0.206
64758,0.327
64759,0.486
64760,0.204
64761,0.438
64762,0.178
64763,0.407
64764,0.282
64765,0.339
64766,0.243
64767,0.677
64768,0.307
64769,0.212
64770,0.375
64771,0.722
64772,0.765
64773,0.646
64774,0.497
64775,0.408
64776,0.532
64777,0.705
64778,0.335
64779,0.691
64780,0.76
64781,0.915
64782,0.682
64783,0.417
64784,0.809
64785,0.97
64786,0.89
64787,0.26
64788,0.922
64789,0.86
64790,0.497
64791,0.0
64792,0.4
64793,0.972
64794,0.158
64795,0.585
64796,0.932
64797,0.85
64798,0.348
64799,0.425
64800,0.192
64801,0.689
64802,0.044
64803,0.138
64804,0.048
64805,0.072
64806,0.212
64807,0.309
64808,0.491
64809,0.222
64810,0.373
64811,0.277
64812,0.737
64813,0.942
64814,0.519
64815,0.745
64816,0.505
64817,0.974
64818,0.501
64819,0.826
64820,0.21
64821,0.144
64822,0.108
64823,0.002
64824,0.0
64825,0.216
64826,0.95
64827,0.17
64828,0.108
64829,0.006
64830,0.23
64831,0.943
64832,0.575
64833,0.111
64834,0.0
64835,0.016
64836,0.002
64837,0.267
64838,0.749
64839,0.0
64840,0.307
64841,0.713
64842,0.751
64843,0.793
64844,0.561
64845,0.0
64846,0.806
64847,0.0
64848,0.0
64849,0.0
64850,0.0
64851,0.0
64852,0.0
64853,0.0
64854,0.0
64855,0.0
64856,0.0
64857,0.0
64858,0.0
64859,0.0
64860,0.0
64861,0.0
64862,0.02
64863,0.335
64864,0.407
64865,0.84
64866,0.0
64867,0.0
64868,0.0
64869,0.0
64870,0.021
64871,0.0
64872,0.004
64873,0.216
64874,0.0
64875,0.027
64876,0.0
64877,0.008
64878,0.0
64879,0.118
64880,0.294
64881,0.0
64882,0.0
64883,0.007
64884,-1.0
64885,-1.0
64886,-1.0
64887,0.388
64888,0.303
64889,0.822
64890,0.637
64891,0.9
64892,0.749
64893,0.82
64894,0.651
64895,0.639
64896,0.652
64897,0.856
64898,0.687
64899,0.188
64900,0.229
64901,0.0
64902,0.038
64903,0.138
64904,0.026
64905,0.168
64906,0.032
64907,0.102
64908,0.0
64909,0.024
64910,0.072
64911,0.461
64912,0.203
64913,0.0
64914,0.0
64915,0.0
64916,0.0
64917,0.014
64918,0.0
64919,0.0
64920,0.0
64921,0.028
64922,0.005
64923,0.0
64924,0.0
64925,0.012
64926,0.303
64927,0.43
64928,0.384
64929,0.0
64930,0.0
64931,0.026
64932,0.502
64933,0.017
64934,0.122
64935,0.323
64936,0.068
64937,0.648
64938,0.266
64939,0.121
64940,0.055
64941,0.017
64942,0.026
64943,0.088
64944,0.0
64945,0.0
64946,0.0
64947,0.156
64948,0.28
64949,0.232
64950,0.26
64951,0.053
64952,0.059
64953,0.002
64954,0.039
64955,0.206
64956,0.0
64957,0.0
64958,0.011
64959,0.072
64960,0.268
64961,0.0
64962,0.0
64963,0.0
64964,0.009
64965,0.025
64966,0.025
64967,0.0
64968,0.0
64969,0.0
64970,0.037
64971,0.105
64972,0.053
64973,0.026
64974,0.437
64975,0.27
64976,0.016
64977,0.157
64978,0.178
64979,0.031
64980,0.0
64981,0.006
64982,0.046
64983,0.06
64984,0.0
64985,0.101
64986,0.0
64987,0.0
64988,0.052
64989,0.765
64990,0.312
64991,0.012
64992,0.202
64993,0.442
64994,0.228
64995,0.65
64996,0.414
64997,0.856
64998,0.262
64999,0.098
65000,0.374
65001,0.986
65002,0.398
65003,0.642
65004,0.528
65005,0.619
65006,0.72
65007,0.527
65008,0.968
65009,0.876
65010,0.478
65011,0.602
65012,0.046
65013,0.324
65014,0.639
65015,0.646
65016,0.061
65017,0.614
65018,0.935
65019,0.846
65020,0.0
65021,0.033
65022,0.761
65023,1.0
65024,0.445
65025,0.736
65026,0.349
65027,0.709
65028,0.965
65029,0.571
65030,0.639
65031,0.406
65032,0.319
65033,0.759
65034,0.667
65035,0.364
65036,0.086
65037,0.758
65038,0.33
65039,0.363
65040,0.898
65041,0.848
65042,0.708
65043,0.93
65044,0.351
65045,0.546
65046,0.721
65047,0.717
65048,0.306
65049,0.63
65050,0.149
65051,0.403
65052,0.248
65053,0.304
65054,0.475
65055,0.195
65056,0.485
65057,0.46
65058,0.8
65059,0.398
65060,0.292
65061,0.507
65062,0.313
65063,0.457
65064,0.499
65065,0.927
65066,0.69
65067,0.819
65068,0.677
65069,0.646
65070,0.823
65071,0.44
65072,0.657
65073,0.796
65074,0.908
65075,0.585
65076,0.929
65077,0.822
65078,0.811
65079,0.546
65080,0.963
65081,0.48
65082,0.43
65083,0.242
65084,0.384
65085,0.4
65086,0.128
65087,0.614
65088,0.67
65089,0.69
65090,0.8
65091,0.96
65092,0.933
65093,0.377
65094,0.683
65095,0.765
65096,0.674
65097,0.536
65098,0.383
65099,0.942
65100,0.883
65101,0.636
65102,0.512
65103,0.412
65104,0.588
65105,0.768
65106,0.793
65107,0.827
65108,0.911
65109,0.695
65110,0.297
65111,0.139
65112,0.25
65113,0.417
65114,0.779
65115,0.872
65116,0.805
65117,0.761
65118,0.337
65119,0.307
65120,0.815
65121,1.0
65122,1.0
65123,1.0
65124,1.0
65125,1.0
65126,0.028
65127,0.968
65128,0.754
65129,0.846
65130,0.76
65131,1.0
65132,0.696
65133,0.831
65134,0.848
65135,0.991
65136,1.0
65137,0.837
65138,0.944
65139,0.944
65140,1.0
65141,1.0
65142,0.811
65143,0.709
65144,0.763
65145,0.737
65146,0.949
65147,0.573
65148,0.613
65149,0.877
65150,0.291
65151,0.186
65152,0.072
65153,0.82
65154,0.054
65155,0.373
65156,0.433
65157,0.357
65158,0.477
65159,0.906
65160,0.989
65161,1.0
65162,0.997
65163,0.622
65164,0.828
65165,0.448
65166,1.0
65167,0.342
65168,0.147
65169,0.171
65170,-1.0
65171,0.0
65172,0.362
65173,0.669
65174,0.015
65175,0.214
65176,-1.0
65177,0.216
65178,0.0
65179,0.002
65180,0.24
65181,0.167
65182,0.044
65183,0.281
65184,0.196
65185,0.026
65186,0.0
65187,0.0
65188,0.027
65189,0.009
65190,0.019
65191,0.001
65192,0.0
65193,0.0
65194,0.0
65195,0.224
65196,0.072
65197,0.0
65198,0.0
65199,0.0
65200,0.515
65201,0.274
65202,0.395
65203,0.845
65204,0.872
65205,0.647
65206,0.368
65207,0.905
65208,0.808
65209,0.444
65210,0.629
65211,0.702
65212,0.611
65213,-1.0
65214,0.0
65215,-1.0
65216,-1.0
65217,0.576
65218,0.01
65219,1.0
65220,0.237
65221,0.201
65222,0.4
65223,0.11
65224,0.063
65225,0.604
65226,0.112
65227,0.087
65228,0.012
65229,0.134
65230,0.226
65231,0.911
65232,0.595
65233,0.692
65234,0.045
65235,0.916
65236,0.952
65237,0.196
65238,0.169
65239,0.052
65240,0.008
65241,-1.0
65242,0.243
65243,0.369
65244,0.201
65245,-1.0
65246,-1.0
65247,-1.0
65248,-1.0
65249,-1.0
65250,0.891
65251,0.962
65252,-1.0
65253,-1.0
65254,-1.0
65255,-1.0
65256,0.289
65257,-1.0
65258,-1.0
65259,-1.0
65260,-1.0
65261,-1.0
65262,-1.0
65263,-1.0
65264,1.0
65265,1.0
65266,0.821
65267,0.96
65268,1.0
65269,0.525
65270,0.03
65271,0.0
65272,0.0
65273,-1.0
65274,0.17
65275,0.359
65276,0.359
65277,0.237
65278,0.281
65279,0.326
65280,0.204
65281,0.019
65282,0.111
65283,0.3
65284,0.315
65285,0.293
65286,0.452
65287,0.47
65288,0.689
65289,0.619
65290,0.422
65291,0.223
65292,0.448
65293,0.621
65294,0.187
65295,0.335
65296,0.384
65297,0.636
65298,0.542
65299,0.289
65300,0.681
65301,0.681
65302,0.609
65303,0.456
65304,0.298
65305,0.29
65306,0.503
65307,0.553
65308,0.414
65309,0.27
65310,0.028
65311,0.318
65312,-1.0
65313,0.406
65314,0.561
65315,0.394
65316,0.214
65317,0.629
65318,0.329
65319,0.14
65320,0.399
65321,0.233
65322,0.501
65323,0.974
65324,0.231
65325,0.447
65326,0.146
65327,0.857
65328,0.127
65329,0.484
65330,0.372
65331,0.173
65332,0.378
65333,0.094
65334,0.361
65335,0.286
65336,0.475
65337,0.346
65338,0.253
65339,0.003
65340,0.116
65341,0.011
65342,0.555
65343,0.036
65344,0.374
65345,0.773
65346,0.258
65347,0.603
65348,0.843
65349,0.807
65350,0.603
65351,0.585
65352,0.728
65353,0.308
65354,0.571
65355,0.756
65356,0.172
65357,0.49
65358,0.06
65359,0.318
65360,0.058
65361,0.602
65362,0.338
65363,0.556
65364,0.413
65365,0.116
65366,0.284
65367,0.223
65368,0.648
65369,0.462
65370,0.435
65371,0.271
65372,0.523
65373,0.369
65374,0.359
65375,0.446
65376,0.862
65377,0.467
65378,0.124
65379,0.262
65380,0.245
65381,0.506
65382,0.493
65383,0.217
65384,0.123
65385,0.208
65386,0.19
65387,0.767
65388,0.828
65389,0.862
65390,0.615
65391,0.726
65392,0.666
65393,0.486
65394,0.205
65395,1.0
65396,0.593
65397,0.336
65398,0.353
65399,0.75
65400,0.666
65401,0.204
65402,0.552
65403,0.539
65404,0.712
65405,0.799
65406,0.442
65407,0.496
65408,0.195
65409,0.662
65410,0.084
65411,0.217
65412,0.121
65413,0.534
65414,0.162
65415,0.316
65416,0.737
65417,0.147
65418,0.714
65419,1.0
65420,0.098
65421,0.997
65422,0.983
65423,-1.0
65424,0.858
65425,0.751
65426,0.32
65427,0.534
65428,0.736
65429,0.314
65430,0.655
65431,0.52
65432,0.275
65433,0.081
65434,0.384
65435,0.225
65436,0.577
65437,0.619
65438,0.185
65439,0.723
65440,0.777
65441,0.09
65442,0.309
65443,0.397
65444,0.943
65445,0.826
65446,0.909
65447,0.594
65448,0.191
65449,0.243
65450,0.241
65451,0.246
65452,0.299
65453,0.021
65454,0.298
65455,0.496
65456,0.135
65457,0.649
65458,0.598
65459,0.268
65460,0.287
65461,0.778
65462,0.67
65463,0.601
65464,0.565
65465,0.575
65466,0.531
65467,0.371
65468,0.741
65469,0.262
65470,0.528
65471,0.424
65472,0.282
65473,0.307
65474,0.326
65475,0.356
65476,0.279
65477,0.434
65478,0.76
65479,0.208
65480,0.681
65481,0.594
65482,0.429
65483,0.0
65484,0.109
