fid,Name,SETTLE,Buiding_St,Classes,DERIVED,CLASS2,GREEN,VEGFRAC,HIGH,G_DOM,G_NDOM,G_GOV,G_SPEC,G_AGR
61558,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.982,0,0,0,0,0,0
61559,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.886,0,0,0,0,0,0
61560,Primary Account Tariff,AD DARIZ,EXisting,Residential,Residential,Residential,0,0.805,0,1,0,0,0,0
61561,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.492,0,0,0,0,0,0
61562,Primary Account Tariff (with National Subsidy),AD DARIZ,EXisting,Residential,Residential,Residential,0,0.201,0,1,0,0,0,0
61563,,AL AYNAYN,Future,Residential,Unmetered,Unmetered,0,0.126,0,0,0,0,0,0
61564,,AL AYNAYN,Future,Residential,Unmetered,Unmetered,0,0.024,0,0,0,0,0,0
61565,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.851,0,0,0,0,0,0
61566,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.47,0,0,0,0,0,0
61567,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.895,0,0,0,0,0,0
61568,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.373,0,0,0,0,0,0
61569,Primary Account Tariff (with National Subsidy),AD DARIZ,EXisting,Residential,Residential,Residential,0,0.562,0,1,0,0,0,0
61570,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.614,0,0,0,0,0,0
61571,Primary Account Tariff (with National Subsidy),AD DARIZ,EXisting,Residential,Residential,Residential,0,0.42,0,1,0,0,0,0
61572,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.305,0,0,0,0,0,0
61573,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.736,0,0,0,0,0,0
61574,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
61575,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.43,0,0,0,0,0,0
61576,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.58,0,0,0,0,0,0
61577,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.034,0,0,0,0,0,0
61578,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.411,0,0,0,0,0,0
61579,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.556,0,0,0,0,0,0
61580,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.374,0,0,0,0,0,0
61581,Primary Account Tariff,AD DARIZ,EXisting,Residential,Residential,Residential,0,0.365,0,1,0,0,0,0
61582,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.962,0,0,0,0,0,0
61583,Primary Account Tariff,AD DARIZ,EXisting,Residential,Residential,Residential,0,0.521,0,1,0,0,0,0
61584,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.226,0,0,0,0,0,0
61585,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.825,0,0,0,0,0,0
61586,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.441,0,0,0,0,0,0
61587,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.296,0,0,0,0,0,0
61588,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.902,0,0,0,0,0,0
61589,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.789,0,0,0,0,0,0
61590,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.354,0,0,0,0,0,0
61591,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61592,Primary Account Tariff (with National Subsidy),AD DARIZ,EXisting,Residential,Residential,Residential,0,0.617,0,1,0,0,0,0
61593,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.547,0,0,0,0,0,0
61594,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.028,0,0,0,0,0,0
61595,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.057,0,0,0,0,0,0
61596,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.014,0,0,0,0,0,0
61597,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.104,0,0,0,0,0,0
61598,Primary Account Tariff (with National Subsidy),AD DARIZ,EXisting,Residential,Residential,Residential,0,0.42,0,1,0,0,0,0
61599,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.035,0,0,0,0,0,0
61600,Primary Account Tariff,AD DARIZ,EXisting,Residential,Residential,Residential,0,0.147,0,1,0,0,0,0
61601,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61602,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.325,0,0,0,0,0,0
61603,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.056,0,0,0,0,0,0
61604,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.042,0,0,0,0,0,0
61605,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.013,0,0,0,0,0,0
61606,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.952,0,0,0,0,0,0
61607,,AD DARIZ,Future,Residential,Unmetered,Agricultural,1,0.969,0,0,0,0,0,0
61608,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.333,0,0,0,0,0,0
61609,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.149,0,0,0,0,0,0
61610,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.192,0,0,0,0,0,0
61611,Primary Account Tariff (with National Subsidy),AD DARIZ,EXisting,Residential,Residential,Residential,0,0.464,0,1,0,0,0,0
61612,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.33,0,0,0,0,0,0
61613,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.585,0,0,0,0,0,0
61614,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.15,0,0,0,0,0,0
61615,,AD DARIZ,Future,Residential,Unmetered,Agricultural,1,0.728,0,0,0,0,0,0
61616,Primary Account Tariff,AD DARIZ,EXisting,Residential,Residential,Residential,0,0.283,0,1,0,0,0,0
61617,Primary Account Tariff,AD DARIZ,EXisting,Residential,Residential,Residential,0,0.494,0,1,0,0,0,0
61618,Primary Account Tariff,AD DARIZ,EXisting,Residential,Residential,Residential,0,0.309,0,1,0,0,0,0
61619,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.18,0,0,0,0,0,0
61620,Primary Account Tariff,AD DARIZ,EXisting,Residential,Residential,Residential,0,0.428,0,1,0,0,0,0
61621,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61622,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
61623,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.347,0,0,0,0,0,0
61624,Primary Account Tariff,AD DARIZ,EXisting,Residential,Residential,Agricultural,1,0.866,0,1,0,0,0,0
61625,Primary Account Tariff,AD DARIZ,EXisting,Residential,Residential,Residential,0,0.339,0,1,0,0,0,0
61626,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.784,0,0,0,0,0,0
61627,Primary Account Tariff,AD DARIZ,EXisting,Residential,Residential,Residential,0,0.36,0,1,0,0,0,0
61628,Primary Account Tariff,AD DARIZ,EXisting,Residential,Residential,Residential,0,0.551,0,1,0,0,0,0
61629,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,-1.0,0,0,0,0,0,0
61630,,AD DARIZ,Future,Agricultural,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
61631,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.702,0,0,0,0,0,0
61632,,AL WAHRAH,Future,Residential,Unmetered,Unmetered,0,0.818,0,0,0,0,0,0
61633,Primary Account Tariff,AL WAHRAH,EXisting,Residential,Residential,Residential,0,0.732,0,1,0,0,0,0
61634,,AL WAHRAH,Future,Residential,Unmetered,Unmetered,0,0.691,0,0,0,0,0,0
61635,,AD DARIZ,Future,Residential,Unmetered,Agricultural,1,0.778,0,0,0,0,0,0
61636,,AD DARIZ,Future,Residential,Unmetered,Agricultural,1,0.606,0,0,0,0,0,0
61637,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.748,0,0,0,0,0,0
61638,Primary Account Tariff,AD DARIZ,EXisting,Residential,Residential,Residential,0,0.919,0,2,0,0,0,0
61639,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.485,0,0,0,0,0,0
61640,,AD DARIZ,Future,Agricultural,Unmetered,Agricultural,1,0.874,0,0,0,0,0,0
61641,,SATWAH,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61642,,SATWAH,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61643,,SATWAH,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61644,,SATWAH,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61645,,SATWAH,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61646,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.576,0,0,0,0,0,0
61647,Government,AD DARIZ,EXisting,Residential,Government,Government,0,0.0,0,0,0,1,0,0
61648,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
61649,Commercial,AD DARIZ,EXisting,Residential,Commercial,Commercial,0,0.051,0,0,1,0,0,0
61650,,SATWAH,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61651,,SATWAH,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61652,,SATWAH,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61653,,SATWAH,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61654,,SATWAH,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61655,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61656,,AD DARIZ,Future,Residential,Unmetered,Agricultural,1,0.742,0,0,0,0,0,0
61657,,WADI AL MANKAS,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61658,,AD DARIZ,Future,Agricultural,Unmetered,Unmetered,0,,0,0,0,0,0,0
61659,,AD DARIZ,Future,Agricultural,Unmetered,Unmetered,0,,0,0,0,0,0,0
61660,Government,AD DARIZ,EXisting,Agricultural,Government,Government,0,0.558,0,0,0,1,0,0
61661,Government,AD DARIZ,EXisting,Agricultural,Government,Government,0,0.633,0,0,0,1,0,0
61662,Primary Account Tariff,AD DARIZ,EXisting,Residential,Residential,Residential,0,0.622,0,1,0,0,0,0
61663,Primary Account Tariff,AD DARIZ,EXisting,Residential,Residential,Residential,0,0.665,0,2,0,0,0,0
61664,Primary Account Tariff,AD DARIZ,EXisting,Residential,Residential,Residential,0,0.321,0,1,0,0,0,0
61665,Primary Account Tariff,AD DARIZ,EXisting,Residential,Residential,Residential,0,0.574,0,1,0,0,0,0
61666,Primary Account Tariff,AD DARIZ,EXisting,Residential,Residential,Residential,0,0.713,0,2,0,0,0,0
61667,,AD DARIZ,Future,Residential,Unmetered,Agricultural,1,0.635,0,0,0,0,0,0
61668,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.217,0,0,0,0,0,0
61669,Primary Account Tariff,AD DARIZ,EXisting,Residential,Residential,Residential,0,0.776,0,1,0,0,0,0
61670,,AD DARIZ,Future,Residential,Unmetered,Agricultural,1,0.874,0,0,0,0,0,0
61671,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.519,0,0,0,0,0,0
61672,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.583,0,0,0,0,0,0
61673,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.524,0,0,0,0,0,0
61674,Primary Account Tariff,AD DARIZ,EXisting,Residential,Residential,Residential,0,0.428,0,2,0,0,0,0
61675,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.481,0,0,0,0,0,0
61676,Primary Account Tariff (with National Subsidy),AD DARIZ,EXisting,Residential,Residential,Residential,0,0.354,0,1,0,0,0,0
61677,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.579,0,0,0,0,0,0
61678,,AD DARIZ,Future,Agricultural,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
61679,,AD DARIZ,Future,Agricultural,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
61680,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.407,0,0,0,0,0,0
61681,Primary Account Tariff (with National Subsidy),AD DARIZ,EXisting,Residential,Residential,Residential,0,0.838,0,1,0,0,0,0
61682,Primary Account Tariff,AD DARIZ,EXisting,Residential,Residential,Residential,0,0.098,0,1,0,0,0,0
61683,Primary Account Tariff (with National Subsidy),AD DARIZ,EXisting,Residential,Residential,Residential,0,0.318,0,1,0,0,0,0
61684,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.814,0,0,0,0,0,0
61685,Primary Account Tariff,AD DARIZ,EXisting,Residential,Residential,Residential,0,0.018,0,1,0,0,0,0
61686,Primary Account Tariff (with National Subsidy),AD DARIZ,EXisting,Residential,Residential,Residential,0,0.701,0,1,0,0,0,0
61687,,AD DARIZ,Future,Agricultural,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
61688,,AD DARIZ,Future,Agricultural,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
61689,Commercial,AD DARIZ,EXisting,Residential,Commercial,Commercial,0,0.536,0,0,4,0,0,0
61690,Primary Account Tariff,AD DARIZ,EXisting,Residential,Residential,Agricultural,1,0.58,0,3,0,0,0,0
61691,Government,AD DARIZ,EXisting,Residential,Residential,Agricultural,1,0.578,0,4,0,1,0,0
61692,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.011,0,0,0,0,0,0
61693,Primary Account Tariff (with National Subsidy),AD DARIZ,EXisting,Residential,Residential,Residential,0,0.334,0,3,0,0,0,0
61694,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.656,0,0,0,0,0,0
61695,Primary Account Tariff,AD DARIZ,EXisting,Residential,Residential,Agricultural,1,0.612,0,2,0,0,0,0
61696,Primary Account Tariff,AD DARIZ,EXisting,Residential,Residential,Agricultural,1,0.707,0,2,0,0,0,0
61697,Primary Account Tariff,AD DARIZ,EXisting,Residential,Residential,Residential,0,0.603,0,2,0,0,0,0
61698,Additional Account Tariff,AD DARIZ,EXisting,Residential,Residential,Residential,0,0.431,0,1,0,0,0,0
61699,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.23,0,0,0,0,0,0
61700,,AD DARIZ,Future,Agricultural,Unmetered,Unmetered,0,0.75,0,0,0,0,0,0
61701,Primary Account Tariff,AD DARIZ,EXisting,Residential-Commercial,Residential-Commercial,Commercial,0,0.12,0,1,3,0,0,0
61702,Commercial,AD DARIZ,EXisting,Residential-Commercial,Residential-Commercial,Commercial,0,0.06,0,1,6,0,0,0
61703,,AD DARIZ,Future,Residential-Commercial,Unmetered,Unmetered,0,0.49,0,0,0,0,0,0
61704,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.358,0,0,0,0,0,0
61705,Primary Account Tariff,AD DARIZ,EXisting,Residential,Residential,Residential,0,0.415,0,1,0,0,0,0
61706,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.973,0,0,0,0,0,0
61707,Primary Account Tariff,AD DARIZ,EXisting,Residential,Residential,Residential,0,0.117,0,1,0,0,0,0
61708,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.292,0,0,0,0,0,0
61709,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.439,0,0,0,0,0,0
61710,Primary Account Tariff,AD DARIZ,EXisting,Residential,Residential,Residential,0,0.512,0,1,0,0,0,0
61711,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.196,0,0,0,0,0,0
61712,Primary Account Tariff,AD DARIZ,EXisting,Residential,Residential,Residential,0,0.414,0,2,0,0,0,0
61713,Primary Account Tariff,AD DARIZ,EXisting,Residential,Residential,Residential,0,0.241,0,1,0,0,0,0
61714,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.119,0,0,0,0,0,0
61715,Primary Account Tariff (with National Subsidy),AD DARIZ,EXisting,Residential,Residential,Agricultural,1,0.56,0,6,0,0,0,0
61716,,AD DARIZ,Future,Agricultural,Unmetered,Unmetered,0,0.265,0,0,0,0,0,0
61717,,SATWAH,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61718,Primary Account Tariff,SATWAH,EXisting,Residential,Residential,Agricultural,1,0.86,0,1,0,0,0,0
61719,Primary Account Tariff (with National Subsidy),SATWAH,EXisting,Residential,Residential,Residential,0,0.797,0,1,0,0,0,0
61720,,SATWAH,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61721,Primary Account Tariff (with National Subsidy),SATWAH,EXisting,Residential,Residential,Residential,0,0.792,0,1,0,0,0,0
61722,Additional Account Tariff,SATWAH,EXisting,Residential,Residential,Residential,0,0.833,0,1,0,0,0,0
61723,,SATWAH,Future,Agricultural,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
61724,,SATWAH,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
61725,,AL WAHRAH,Future,Residential,Unmetered,Unmetered,0,0.235,0,0,0,0,0,0
61726,Commercial,AD DARIZ,EXisting,Agricultural,Commercial,Commercial,0,0.5,0,0,1,0,0,0
61727,Government,AD DARIZ,EXisting,Agricultural,Government,Agricultural,1,0.731,0,0,0,1,0,0
61728,Primary Account Tariff (with National Subsidy),AD DARIZ,EXisting,Residential,Residential,Residential,0,0.213,0,1,0,0,0,0
61729,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.776,0,0,0,0,0,0
61730,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.497,0,0,0,0,0,0
61731,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.448,0,0,0,0,0,0
61732,Additional Account Tariff,AD DARIZ,EXisting,Residential,Residential,Residential,0,0.48,0,1,0,0,0,0
61733,,AD DARIZ,Future,Agricultural,Unmetered,Unmetered,0,0.581,0,0,0,0,0,0
61734,Commercial,AD DARIZ,EXisting,Agricultural,Commercial,Agricultural,1,0.579,0,0,1,0,0,0
61735,Primary Account Tariff,AL WAHRAH,EXisting,Residential,Residential,Residential,0,0.368,0,1,0,0,0,0
61736,,AL WAHRAH,Future,Residential,Unmetered,Unmetered,0,0.457,0,0,0,0,0,0
61737,,AL WAHRAH,Future,Residential,Unmetered,Unmetered,0,0.407,0,0,0,0,0,0
61738,Government,AL WAHRAH,EXisting,Residential,Government,Government,0,0.827,0,1,0,1,0,0
61739,,AL WAHRAH,Future,Residential,Unmetered,Unmetered,0,0.441,0,0,0,0,0,0
61740,,AL WAHRAH,Future,Residential,Unmetered,Unmetered,0,0.552,0,0,0,0,0,0
61741,Primary Account Tariff,AL WAHRAH,EXisting,Residential,Residential,Agricultural,1,0.591,0,2,0,0,0,0
61742,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.545,0,0,0,0,0,0
61743,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.099,0,0,0,0,0,0
61744,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
61745,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.719,0,0,0,0,0,0
61746,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.533,0,0,0,0,0,0
61747,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.061,0,0,0,0,0,0
61748,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.344,0,0,0,0,0,0
61749,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.079,0,0,0,0,0,0
61750,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.195,0,0,0,0,0,0
61751,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.138,0,0,0,0,0,0
61752,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.241,0,0,0,0,0,0
61753,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.178,0,0,0,0,0,0
61754,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.245,0,0,0,0,0,0
61755,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61756,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.994,0,0,0,0,0,0
61757,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.987,0,0,0,0,0,0
61758,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.942,0,0,0,0,0,0
61759,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61760,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.833,0,0,0,0,0,0
61761,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.684,0,0,0,0,0,0
61762,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.934,0,0,0,0,0,0
61763,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.987,0,0,0,0,0,0
61764,,AD DARIZ,Future,Residential,Unmetered,Agricultural,1,1.0,0,0,0,0,0,0
61765,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
61766,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
61767,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
61768,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.989,0,0,0,0,0,0
61769,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.895,0,0,0,0,0,0
61770,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.802,0,0,0,0,0,0
61771,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,0.723,0,0,0,0,0,0
61772,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61773,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61774,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61775,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61776,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61777,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61778,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61779,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61780,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61781,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61782,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61783,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61784,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61785,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61786,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61787,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61788,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61789,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61790,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61791,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61792,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61793,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61794,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61795,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61796,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61797,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61798,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61799,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61800,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61801,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61802,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61803,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61804,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61805,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61806,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61807,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61808,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61809,,AD DARIZ,Future,Agricultural,Unmetered,Unmetered,0,,0,0,0,0,0,0
61810,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61811,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61812,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61813,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61814,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61815,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61816,,AD DARIZ,Future,Agricultural,Unmetered,Unmetered,0,,0,0,0,0,0,0
61817,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61818,,AD DARIZ,Future,Agricultural,Unmetered,Unmetered,0,,0,0,0,0,0,0
61819,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61820,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61821,,AD DARIZ,Future,Agricultural,Unmetered,Unmetered,0,,0,0,0,0,0,0
61822,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61823,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61824,,AD DARIZ,Future,Residential,Unmetered,Agricultural,1,0.907,0,0,0,0,0,0
61825,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61826,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61827,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61828,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61829,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61830,,AD DARIZ,Future,Agricultural,Unmetered,Unmetered,0,,0,0,0,0,0,0
61831,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61832,,AD DARIZ,Future,Agricultural,Unmetered,Unmetered,0,,0,0,0,0,0,0
61833,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
61834,,AD DARIZ,Future,Residential,Unmetered,Unmetered,0,,0,0,0,0,0,0
