fid,Name,SETTLE,Buiding_St,Classes,DERIVED,CLASS2,GREEN,VEGFRAC,HIGH,G_DOM,G_NDOM,G_GOV,G_SPEC,G_AGR
3711,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.817,0,0,0,0,0,0
3712,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.795,0,0,0,0,0,0
3713,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.605,0,0,0,0,0,0
3714,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.809,0,0,0,0,0,0
3715,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.643,0,0,0,0,0,0
3716,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.226,0,0,0,0,0,0
3717,Primary Account Tariff,AL JIBAYYAH,EXisting,Residential,Residential,Residential,0,0.558,0,1,0,0,0,0
3718,Primary Account Tariff,AL JIBAYYAH,EXisting,Residential,Residential,Agricultural,1,0.977,0,2,0,0,0,0
3719,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.997,0,0,0,0,0,0
3720,Primary Account Tariff (with National Subsidy),AL JIBAYYAH,EXisting,Residential,Residential,Residential,0,0.796,0,1,0,0,0,0
3721,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.894,0,0,0,0,0,0
3722,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.294,0,0,0,0,0,0
3723,Primary Account Tariff,AL JIBAYYAH,EXisting,Residential,Residential,Residential,0,0.622,0,1,0,0,0,0
3724,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.849,0,0,0,0,0,0
3725,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.654,0,0,0,0,0,0
3726,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.177,0,0,0,0,0,0
3727,Primary Account Tariff,AL JIBAYYAH,EXisting,Residential,Residential,Residential,0,0.484,0,1,0,0,0,0
3728,Primary Account Tariff,AL JIBAYYAH,EXisting,Residential,Residential,Agricultural,1,0.706,0,2,0,0,0,0
3729,Primary Account Tariff (with National Subsidy),AL JIBAYYAH,EXisting,Residential,Residential,Residential,0,0.349,0,1,0,0,0,0
3730,Additional Account Tariff,AL JIBAYYAH,EXisting,Residential,Residential,Agricultural,1,0.831,0,2,0,0,0,0
3731,Agricultural,AL JIBAYYAH,EXisting,Residential,Government,Agricultural,1,0.71,0,0,0,1,0,1
3732,Primary Account Tariff,AL JIBAYYAH,EXisting,Residential,Residential,Agricultural,1,0.607,0,1,0,0,0,0
3733,Primary Account Tariff,AL JIBAYYAH,EXisting,Residential,Residential,Agricultural,1,0.738,0,2,0,0,0,0
3734,Primary Account Tariff (with National Subsidy),AL JIBAYYAH,EXisting,Residential,Residential,Agricultural,1,0.999,0,1,0,0,0,0
3735,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.977,0,0,0,0,0,0
3736,Primary Account Tariff,AL JIBAYYAH,EXisting,Residential,Residential,Residential,0,0.797,0,1,0,0,0,0
3737,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.524,0,0,0,0,0,0
3738,Agricultural,AL JIBAYYAH,EXisting,Residential,Residential,Agricultural,1,0.773,0,2,0,0,0,1
3739,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.243,0,0,0,0,0,0
3740,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.524,0,0,0,0,0,0
3741,Primary Account Tariff,AL JIBAYYAH,EXisting,Residential,Residential,Residential,0,0.378,0,1,0,0,0,0
3742,Primary Account Tariff,AL JIBAYYAH,EXisting,Residential,Residential,Residential,0,0.681,0,1,0,0,0,0
3743,Primary Account Tariff,AL JIBAYYAH,EXisting,Residential,Residential,Residential,0,0.315,0,1,0,0,0,0
3744,Primary Account Tariff (with National Subsidy),AL JIBAYYAH,EXisting,Residential,Residential,Residential,0,0.529,0,1,0,0,0,0
3745,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.324,0,0,0,0,0,0
3746,Primary Account Tariff,AL JIBAYYAH,EXisting,Residential,Residential,Residential,0,0.779,0,1,0,0,0,0
3747,Primary Account Tariff,AL JIBAYYAH,EXisting,Residential,Residential,Residential,0,0.628,0,1,0,0,0,0
3748,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.932,0,0,0,0,0,0
3749,Agricultural,AL JIBAYYAH,EXisting,Residential,Residential,Agricultural,1,0.718,0,1,0,0,0,1
3750,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.564,0,0,0,0,0,0
3751,Agricultural,AL JIBAYYAH,EXisting,Residential,Residential,Agricultural,0,0.702,0,2,0,0,0,1
3752,,AL JIBAYYAH,Future,Residential,Unmetered,Agricultural,1,0.755,0,0,0,0,0,0
3753,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.314,0,0,0,0,0,0
3754,,AL JIBAYYAH,Future,Residential,Unmetered,Agricultural,1,0.653,0,0,0,0,0,0
3755,Primary Account Tariff,AL JIBAYYAH,EXisting,Residential,Residential,Residential,0,0.687,0,2,0,0,0,0
3756,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
3757,Primary Account Tariff,AL JIBAYYAH,EXisting,Residential,Residential,Agricultural,1,0.616,0,1,0,0,0,0
3758,Primary Account Tariff (with National Subsidy),AL JIBAYYAH,EXisting,Residential,Residential,Residential,0,0.729,0,1,0,0,0,0
3759,Primary Account Tariff (with National Subsidy),AL JIBAYYAH,EXisting,Residential,Residential,Agricultural,1,0.804,0,1,0,0,0,0
3760,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.81,0,0,0,0,0,0
3761,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.09,0,0,0,0,0,0
3762,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
3763,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.448,0,0,0,0,0,0
3764,Primary Account Tariff (with National Subsidy),AL JIBAYYAH,EXisting,Residential,Residential,Agricultural,1,0.795,0,2,0,0,0,0
3765,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
3766,,AL JIBAYYAH,Future,Agricultural,Unmetered,Unmetered,0,,0,0,0,0,0,0
3767,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.801,0,0,0,0,0,0
3768,Primary Account Tariff,AL JIBAYYAH,EXisting,Residential,Residential,Residential,0,0.566,0,1,0,0,0,0
3769,Primary Account Tariff (with National Subsidy),AL JIBAYYAH,EXisting,Residential,Residential,Agricultural,1,0.711,0,3,0,0,0,1
3770,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,-1.0,0,0,0,0,0,0
3771,Additional Account Tariff,AL JIBAYYAH,EXisting,Residential,Residential,Agricultural,1,0.641,0,4,0,0,0,1
3772,,AL JIBAYYAH,Future,Residential,Unmetered,Agricultural,1,0.599,0,0,0,0,0,0
3773,Primary Account Tariff,AL JIBAYYAH,EXisting,Residential,Residential,Agricultural,1,0.871,0,1,0,0,0,0
3774,,AL JIBAYYAH,Future,Residential,Unmetered,Agricultural,1,0.828,0,0,0,0,0,0
3775,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.945,0,0,0,0,0,0
3776,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.763,0,0,0,0,0,0
3777,,AL JIBAYYAH,Future,Residential,Unmetered,Agricultural,1,0.939,0,0,0,0,0,0
3778,Primary Account Tariff (with National Subsidy),AL JIBAYYAH,EXisting,Residential,Residential,Residential,0,0.422,0,2,0,0,0,0
3779,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.962,0,0,0,0,0,0
3780,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.596,0,0,0,0,0,0
3781,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.792,0,0,0,0,0,0
3782,Primary Account Tariff,AL JIBAYYAH,EXisting,Residential,Residential,Agricultural,1,0.698,0,2,0,0,0,0
3783,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.69,0,0,0,0,0,0
3784,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.492,0,0,0,0,0,0
3785,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.712,0,0,0,0,0,0
3786,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.703,0,0,0,0,0,0
3787,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.708,0,0,0,0,0,0
3788,,AL JIBAYYAH,Future,Residential,Unmetered,Agricultural,1,0.879,0,0,0,0,0,0
3789,Primary Account Tariff,AL JIBAYYAH,EXisting,Residential,Residential,Residential,0,0.382,0,1,0,0,0,0
3790,Primary Account Tariff (with National Subsidy),AL JIBAYYAH,EXisting,Residential,Residential,Residential,0,0.328,0,1,0,0,0,0
3791,Primary Account Tariff (with National Subsidy),AL JIBAYYAH,EXisting,Residential,Residential,Residential,0,0.75,0,1,0,0,0,0
3792,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,-1.0,0,0,0,0,0,0
3793,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.96,0,0,0,0,0,0
3794,Primary Account Tariff,AL JIBAYYAH,EXisting,Residential,Residential,Agricultural,1,0.835,0,1,0,0,0,0
3795,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.51,0,0,0,0,0,0
3796,Primary Account Tariff,AL JIBAYYAH,EXisting,Residential,Residential,Residential,0,0.497,0,2,0,0,0,0
3797,Primary Account Tariff,AL JIBAYYAH,EXisting,Residential,Residential,Residential,0,0.164,0,1,0,0,0,0
3798,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.288,0,0,0,0,0,0
3799,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.994,0,0,0,0,0,0
3800,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.221,0,0,0,0,0,0
3801,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.468,0,0,0,0,0,0
3802,Additional Account Tariff,AL JIBAYYAH,EXisting,Residential,Residential,Residential,0,0.188,0,1,0,0,0,0
3803,Primary Account Tariff,AL JIBAYYAH,EXisting,Residential,Residential,Residential,0,0.478,0,1,0,0,0,0
3804,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.323,0,0,0,0,0,0
3805,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.211,0,0,0,0,0,0
3806,,AT TAYYIB,Future,Residential,Unmetered,Agricultural,1,0.961,0,0,0,0,0,0
3807,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.591,0,0,0,0,0,0
3808,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.605,0,0,0,0,0,0
3809,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.978,0,0,0,0,0,0
3810,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.611,0,0,0,0,0,0
3811,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.636,0,0,0,0,0,0
3812,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.591,0,0,0,0,0,0
3813,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.036,0,0,0,0,0,0
3814,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.269,0,0,0,0,0,0
3815,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.54,0,0,0,0,0,0
3816,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.445,0,0,0,0,0,0
3817,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.462,0,0,0,0,0,0
3818,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.61,0,0,0,0,0,0
3819,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.168,0,0,0,0,0,0
3820,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.16,0,0,0,0,0,0
3821,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.038,0,0,0,0,0,0
3822,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.154,0,0,0,0,0,0
3823,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.148,0,0,0,0,0,0
3824,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.251,0,0,0,0,0,0
3825,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.551,0,0,0,0,0,0
3826,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.168,0,0,0,0,0,0
3827,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.304,0,0,0,0,0,0
3828,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.35,0,0,0,0,0,0
3829,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.205,0,0,0,0,0,0
3830,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.434,0,0,0,0,0,0
3831,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.606,0,0,0,0,0,0
3832,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.631,0,0,0,0,0,0
3833,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.321,0,0,0,0,0,0
3834,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.79,0,0,0,0,0,0
3835,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.429,0,0,0,0,0,0
3836,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.438,0,0,0,0,0,0
3837,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.393,0,0,0,0,0,0
3838,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.071,0,0,0,0,0,0
3839,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.633,0,0,0,0,0,0
3840,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.139,0,0,0,0,0,0
3841,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.249,0,0,0,0,0,0
3842,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.267,0,0,0,0,0,0
3843,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.051,0,0,0,0,0,0
3844,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.003,0,0,0,0,0,0
3845,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.34,0,0,0,0,0,0
3846,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.281,0,0,0,0,0,0
3847,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.031,0,0,0,0,0,0
3848,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.463,0,0,0,0,0,0
3849,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.106,0,0,0,0,0,0
3850,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.155,0,0,0,0,0,0
3851,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.376,0,0,0,0,0,0
3852,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.507,0,0,0,0,0,0
3853,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.106,0,0,0,0,0,0
3854,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.674,0,0,0,0,0,0
3855,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.002,0,0,0,0,0,0
3856,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.643,0,0,0,0,0,0
3857,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.48,0,0,0,0,0,0
3858,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.812,0,0,0,0,0,0
3859,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.367,0,0,0,0,0,0
3860,,AL QURAYN,Future,Agricultural,Unmetered,Unmetered,0,0.679,0,0,0,0,0,0
3861,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.242,0,0,0,0,0,0
3862,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.823,0,0,0,0,0,0
3863,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.956,0,0,0,0,0,0
3864,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
3865,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
3866,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.783,0,0,0,0,0,0
3867,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.07,0,0,0,0,0,0
3868,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.614,0,0,0,0,0,0
3869,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.642,0,0,0,0,0,0
3870,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.352,0,0,0,0,0,0
3871,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.976,0,0,0,0,0,0
3872,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.528,0,0,0,0,0,0
3873,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.758,0,0,0,0,0,0
3874,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.826,0,0,0,0,0,0
3875,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.202,0,0,0,0,0,0
3876,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.667,0,0,0,0,0,0
3877,Primary Account Tariff (with National Subsidy),AL QURAYN,EXisting,Residential,Residential,Residential,0,0.362,0,1,0,0,0,0
3878,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.362,0,0,0,0,0,0
3879,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.937,0,0,0,0,0,0
3880,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
3881,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.926,0,0,0,0,0,0
3882,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.994,0,0,0,0,0,0
3883,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.982,0,0,0,0,0,0
3884,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
3885,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.994,0,0,0,0,0,0
3886,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.986,0,0,0,0,0,0
3887,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.921,0,0,0,0,0,0
3888,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.523,0,0,0,0,0,0
3889,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.449,0,0,0,0,0,0
3890,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.418,0,0,0,0,0,0
3891,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.843,0,0,0,0,0,0
3892,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.893,0,0,0,0,0,0
3893,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.944,0,0,0,0,0,0
3894,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.871,0,0,0,0,0,0
3895,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.977,0,0,0,0,0,0
3896,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.952,0,0,0,0,0,0
3897,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.897,0,0,0,0,0,0
3898,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.973,0,0,0,0,0,0
3899,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
3900,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
3901,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.902,0,0,0,0,0,0
3902,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.89,0,0,0,0,0,0
3903,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.564,0,0,0,0,0,0
3904,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.727,0,0,0,0,0,0
3905,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.432,0,0,0,0,0,0
3906,Primary Account Tariff (with National Subsidy),AL QURAYN,EXisting,Residential,Residential,Agricultural,1,0.944,0,1,0,0,0,0
3907,Primary Account Tariff,AL QURAYN,EXisting,Residential,Residential,Residential,0,0.585,0,1,0,0,0,0
3908,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.651,0,0,0,0,0,0
3909,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.706,0,0,0,0,0,0
3910,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.306,0,0,0,0,0,0
3911,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.062,0,0,0,0,0,0
3912,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.008,0,0,0,0,0,0
3913,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
3914,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.685,0,0,0,0,0,0
3915,,AL QURAYN,Future,Residential,Unmetered,Agricultural,1,0.956,0,0,0,0,0,0
3916,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.606,0,0,0,0,0,0
3917,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.711,0,0,0,0,0,0
3918,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.512,0,0,0,0,0,0
3919,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.291,0,0,0,0,0,0
3920,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.18,0,0,0,0,0,0
3921,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.699,0,0,0,0,0,0
3922,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.478,0,0,0,0,0,0
3923,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.659,0,0,0,0,0,0
3924,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.67,0,0,0,0,0,0
3925,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.364,0,0,0,0,0,0
3926,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.755,0,0,0,0,0,0
3927,,AT TAYYIB,Future,Agricultural,Unmetered,Unmetered,0,0.152,0,0,0,0,0,0
3928,,AT TAYYIB,Future,Agricultural,Unmetered,Unmetered,0,0.182,0,0,0,0,0,0
3929,,AT TAYYIB,Future,Agricultural,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
3930,,AT TAYYIB,Future,Residential,Unmetered,Agricultural,1,0.593,0,0,0,0,0,0
3931,,AT TAYYIB,Future,Agricultural,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
3932,,AT TAYYIB,Future,Agricultural,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
3933,,AT TAYYIB,Future,Agricultural,Unmetered,Unmetered,0,0.824,0,0,0,0,0,0
3934,,AT TAYYIB,Future,Agricultural,Unmetered,Unmetered,0,0.939,0,0,0,0,0,0
3935,,AT TAYYIB,Future,Agricultural,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
3936,,AT TAYYIB,Future,Agricultural,Unmetered,Unmetered,0,0.212,0,0,0,0,0,0
3937,,AT TAYYIB,Future,Agricultural,Unmetered,Agricultural,1,0.657,0,0,0,0,0,0
3938,,AT TAYYIB,Future,Agricultural,Unmetered,Unmetered,0,0.429,0,0,0,0,0,0
3939,Primary Account Tariff (with National Subsidy),AT TAYYIB,EXisting,Agricultural,Residential,Residential,0,0.429,0,1,0,0,0,0
3940,,AT TAYYIB,Future,Residential,Unmetered,Agricultural,1,0.682,0,0,0,0,0,0
3941,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.665,0,0,0,0,0,0
3942,,AT TAYYIB,Future,Agricultural,Unmetered,Unmetered,0,0.504,0,0,0,0,0,0
3943,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
3944,,AT TAYYIB,Future,Agricultural,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
3945,,AT TAYYIB,Future,Agricultural,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
3946,,AT TAYYIB,Future,Agricultural,Unmetered,Unmetered,0,0.971,0,0,0,0,0,0
3947,,AT TAYYIB,Future,Agricultural,Unmetered,Agricultural,1,0.938,0,0,0,0,0,0
3948,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.75,0,0,0,0,0,0
3949,Primary Account Tariff (with National Subsidy),AT TAYYIB,EXisting,Residential,Residential,Residential,0,0.393,0,1,0,0,0,0
3950,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.589,0,0,0,0,0,0
3951,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.895,0,0,0,0,0,0
3952,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.623,0,0,0,0,0,0
3953,Primary Account Tariff,AT TAYYIB,EXisting,Residential,Residential,Residential,0,0.333,0,1,0,0,0,0
3954,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.197,0,0,0,0,0,0
3955,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.702,0,0,0,0,0,0
3956,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.543,0,0,0,0,0,0
3957,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.634,0,0,0,0,0,0
3958,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.607,0,0,0,0,0,0
3959,Primary Account Tariff,AT TAYYIB,EXisting,Residential,Residential,Residential,0,0.414,0,1,0,0,0,0
3960,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.695,0,0,0,0,0,0
3961,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.573,0,0,0,0,0,0
3962,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.528,0,0,0,0,0,0
3963,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.351,0,0,0,0,0,0
3964,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.835,0,0,0,0,0,0
3965,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.985,0,0,0,0,0,0
3966,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.659,0,0,0,0,0,0
3967,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.297,0,0,0,0,0,0
3968,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.317,0,0,0,0,0,0
3969,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.419,0,0,0,0,0,0
3970,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.62,0,0,0,0,0,0
3971,Primary Account Tariff,AT TAYYIB,EXisting,Residential,Residential,Residential,0,0.539,0,1,0,0,0,0
3972,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.551,0,0,0,0,0,0
3973,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.13,0,0,0,0,0,0
3974,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.338,0,0,0,0,0,0
3975,Primary Account Tariff,AT TAYYIB,EXisting,Residential,Residential,Residential,0,0.422,0,1,0,0,0,0
