NODE,X,Y,GROUND,DEPTH_M,LIFT_M,PLOTS_UP,QADF_M3D,QPK_LS,P_KW,EXC_M,EXC_REACHES,STATUS,MAXDEPTH_NOPS,GROUND_RECOV_M,GROUND_FULL_M,DM_M2,DIG_B1,DIG_B15,DIG_B2,PS_CAPEX,PS_OPEX_YR,PS_KWH_YR,PS_LCC,PS_LCC_NOSTAFF,ELIMINABLE,WIN_STAFFED_B1.0,WIN_STAFFED_B1.5,WIN_STAFFED_B2.0,WIN_UNSTAFFED_B1.0,WIN_UNSTAFFED_B1.5,WIN_UNSTAFFED_B2.0
13103,436517.260238094,2574842.703837,325.16,15.485,13.885,3,8.71,0.36,0.05,180.1,1,REBREACH,17.14,,,1936.2,69702.0,102094.0,160282.0,6388.0,12061.0,185.0,176378.0,7251.0,0,1,1,1,1,1,1
8327,459504.5979219216,2569830.137200436,383.17,12.04,10.44,114,127.93,5.032,0.515,184.5,1,REBREACH,12.42,184.5,,1926.2,69342.0,86025.0,112797.0,22147.0,12240.0,2044.0,194659.0,25532.0,0,1,1,1,1,1,1
13685,442638.5018055814,2558020.49927129,315.27,12.175,10.575,0,0.27,0.011,0.05,178.0,1,REBREACH,14.67,,,1882.6,67774.0,89940.0,126140.0,6388.0,12058.0,4.0,176327.0,7200.0,0,1,1,1,1,1,1
3252,447371.3279787194,2567809.083548386,345.17,12.547,10.947,248,312.08,11.02,1.183,171.5,1,REBREACH,13.81,,,1877.1,67575.0,87488.0,119762.0,34490.0,12415.0,5228.0,209466.0,40338.0,0,1,1,1,1,1,1
23739,462307.5122161881,2577106.6736232,428.75,16.07,14.47,168,172.64,6.549,0.93,123.1,1,REBREACH,17.01,,,1781.4,64132.0,89792.0,135016.0,30327.0,12349.0,3823.0,204378.0,35251.0,0,1,1,1,1,1,1
44722,464908.4571317438,2577499.9054499175,448.51,12.76,11.16,24,22.8,0.941,0.103,767.8,13,CONVERGED,12.76,18.2,767.8,1733.5,62407.0,66908.0,75632.0,9392.0,12092.0,389.0,179820.0,10693.0,1,0,0,0,1,1,1
10959,445116.1183226953,2564132.802307945,337.54,13.796,12.196,169,173.63,6.582,0.788,141.4,1,REBREACH,15.44,,,1720.7,61944.0,83773.0,120406.0,27760.0,12315.0,3240.0,201322.0,32195.0,0,1,1,1,1,1,1
10497,445720.5566152639,2566019.994551181,339.4,12.462,10.862,948,1046.11,31.911,3.4,171.7,1,REBREACH,12.46,171.7,,1715.9,61773.0,78860.0,105877.0,60529.0,12893.0,17388.0,242235.0,73108.0,0,1,1,1,1,1,1
19708,464701.1646331474,2576972.391090911,439.26,14.102,12.502,431,462.77,15.581,1.911,153.5,1,REBREACH,14.65,,,1714.1,61707.0,84288.0,121857.0,44522.0,12578.0,8853.0,221792.0,52665.0,0,1,1,1,1,1,1
23676,465768.4523199471,2576666.823967317,443.86,13.585,11.985,164,177.67,6.716,0.79,161.8,1,REBREACH,14.26,,,1697.7,61116.0,82848.0,118656.0,27801.0,12315.0,3258.0,201373.0,32245.0,0,1,1,1,1,1,1
18962,452661.4162059957,2573929.7886066455,386.22,12.15,10.55,3201,3777.13,98.641,10.208,345.1,5,REBREACH,12.15,61.8,,1680.0,60482.0,85601.0,125196.0,108738.0,14198.0,60974.0,308846.0,139718.0,0,1,1,1,1,1,1
37,444087.0392693057,2559477.376543938,324.42,16.794,15.194,22,17.35,0.716,0.107,148.9,1,REBREACH,18.4,,,1678.2,60416.0,91205.0,148507.0,9572.0,12094.0,403.0,180027.0,10900.0,0,1,1,1,1,1,1
13075,434002.6623043719,2575136.9115479705,314.48,12.166,10.566,2,7.45,0.308,0.05,156.2,1,REBREACH,12.55,156.2,,1650.4,59414.0,74012.0,97499.0,6388.0,12060.0,120.0,176360.0,7233.0,0,1,1,1,1,1,1
3203,442879.0024311121,2568564.008711589,334.44,15.486,13.886,125,334.04,11.699,1.594,117.6,1,REBREACH,16.33,,,1633.5,58805.0,81020.0,119629.0,40417.0,12506.0,7098.0,216672.0,47544.0,0,1,1,1,1,1,1
11311,445300.1391473466,2566777.296488507,336.15,13.583,11.983,410,408.57,13.965,1.642,135.0,1,REBREACH,14.04,,,1605.4,57793.0,75313.0,104334.0,41061.0,12519.0,7492.0,217508.0,48381.0,0,1,1,1,1,1,1
8737,448677.1044338889,2567785.406389451,351.07,12.74,11.14,4020,5566.31,138.703,15.158,188.5,1,REBREACH,13.65,,,1582.2,56959.0,76638.0,109173.0,134238.0,15106.0,94888.0,347140.0,178012.0,0,1,1,1,1,1,1
13751,446697.9147318568,2558425.824461968,318.0,12.679,11.079,8,16.21,0.669,0.073,138.3,1,REBREACH,13.93,,,1532.5,55169.0,71649.0,98446.0,7802.0,12076.0,275.0,177996.0,8869.0,0,1,1,1,1,1,1
7275,454320.1147527947,2571423.133016089,376.93,14.775,13.175,87,97.09,3.949,0.51,115.3,1,REBREACH,16.33,,,1519.1,54689.0,75507.0,111265.0,22031.0,12237.0,1957.0,194505.0,25378.0,0,1,1,1,1,1,1
476,451067.4840192844,2564478.137308219,347.0,12.586,10.986,794,814.82,25.619,2.761,246.5,2,REBREACH,14.94,145.3,,1514.9,54535.0,70355.0,96945.0,54169.0,12761.0,13698.0,234028.0,64901.0,0,1,1,1,1,1,1
20223,450411.65390503936,2567585.5092901904,354.67,12.698,11.098,36816,42535.56,828.715,90.222,133.6,1,REBREACH,12.74,,,1483.1,53391.0,66759.0,88654.0,347291.0,29572.0,722335.0,764082.0,594954.0,0,1,1,1,1,1,1
25193,465607.22681904107,2566039.775104003,401.34,12.553,10.953,19,28.82,1.19,0.128,132.3,2,REBREACH,12.55,4.0,,1374.2,49473.0,61148.0,79884.0,10537.0,12104.0,483.0,181137.0,12009.0,0,1,1,1,1,1,1
6322,447387.874633948,2569768.577628794,374.71,12.566,10.966,16,14.02,0.579,0.062,134.1,1,REBREACH,16.52,,,1356.4,48829.0,68566.0,102592.0,7181.0,12069.0,235.0,177286.0,8158.0,0,1,1,1,1,1,1
28221,447329.96438381996,2570789.116312058,395.28,13.661,12.061,8,7.7,0.318,0.05,234.8,2,CONVERGED,13.66,41.3,234.8,1331.8,47943.0,57422.0,72684.0,6388.0,12060.0,142.0,176366.0,7239.0,1,0,0,0,1,1,1
76,445498.9444080163,2561082.169689527,333.19,13.106,11.506,17,18.91,0.781,0.088,155.9,1,REBREACH,14.26,,,1316.1,47379.0,64641.0,93726.0,8641.0,12084.0,333.0,178958.0,9830.0,0,1,1,1,1,1,1
7343,456630.724451833,2571241.474017285,375.54,12.291,10.691,1033,1050.47,32.028,3.359,155.7,1,REBREACH,13.38,,,1283.3,46198.0,61505.0,86522.0,60134.0,12885.0,17184.0,241732.0,72605.0,0,1,1,1,1,1,1
4979,462457.05692745,2568955.219988575,395.23,15.036,13.436,1007,1032.39,31.543,4.158,101.9,1,REBREACH,15.32,,,1238.3,44580.0,61873.0,91195.0,67374.0,13031.0,21226.0,251030.0,81903.0,0,1,1,1,1,1,1
30829,449344.249716227,2574842.3045200654,420.51,37.379,35.779,0,0.78,0.032,0.05,34.3,1,REBREACH,38.51,,,1225.5,44117.0,86294.0,191671.0,6388.0,12058.0,43.0,176338.0,7211.0,0,1,1,1,1,1,1
19138,464473.7887785556,2577896.2734181043,436.43,13.21,11.61,250,262.43,9.463,1.078,100.6,1,REBREACH,14.19,,,1168.0,42047.0,54947.0,76179.0,32813.0,12389.0,4662.0,207417.0,38290.0,0,1,1,1,1,1,1
34941,456945.1831303009,2568396.2626391193,375.74,15.068,13.468,236,241.75,8.805,1.163,86.5,1,REBREACH,16.38,,,1165.1,41944.0,57941.0,85551.0,34175.0,12407.0,4982.0,209042.0,39915.0,0,1,1,1,1,1,1
33901,454369.71707310306,2577642.401203801,402.71,12.358,10.758,292,380.9,13.13,1.386,105.9,1,REBREACH,13.55,,,1139.8,41034.0,52740.0,71614.0,37515.0,12463.0,6270.0,213168.0,44041.0,0,1,1,1,1,1,1
132,450181.5502232424,2561612.347308132,336.52,18.669,17.069,99,96.94,3.943,0.66,64.1,1,REBREACH,19.64,,,1093.4,39363.0,58308.0,93657.0,25272.0,12278.0,2532.0,198319.0,29192.0,0,1,1,1,1,1,1
46538,467218.98435160116,2577130.107374002,458.34,15.831,14.231,8,3.1,0.128,0.05,76.8,1,REBREACH,20.63,,,1092.5,39331.0,59714.0,97640.0,6388.0,12059.0,68.0,176345.0,7218.0,0,1,1,1,1,1,1
13531,445290.644666398,2560456.802506057,331.54,13.217,11.617,12,11.31,0.467,0.053,95.5,1,REBREACH,13.63,,,1086.6,39116.0,50644.0,69489.0,6604.0,12063.0,201.0,176626.0,7498.0,0,1,1,1,1,1,1
13393,444887.7578982521,2560365.996261698,329.62,12.342,10.742,5,4.02,0.166,0.05,147.5,1,REBREACH,14.49,,,1082.5,38971.0,52376.0,75187.0,6388.0,12059.0,66.0,176345.0,7217.0,0,1,1,1,1,1,1
1186,450754.0843086625,2565655.59740277,347.16,12.391,10.791,23,15.67,0.647,0.069,99.8,1,REBREACH,13.5,,,1076.8,38765.0,49744.0,67454.0,7556.0,12073.0,259.0,177715.0,8587.0,0,1,1,1,1,1,1
13205,442228.6919678192,2567939.354063441,326.75,12.059,10.459,49,119.63,4.744,0.487,102.5,1,REBREACH,13.07,,,1071.9,38587.0,48908.0,65411.0,21481.0,12232.0,1914.0,193873.0,24746.0,0,1,1,1,1,1,1
150,445849.9539998807,2561770.89258031,334.38,13.513,11.913,33,65.51,2.705,0.316,105.1,1,REBREACH,14.75,,,1059.8,38152.0,52465.0,76388.0,17068.0,12178.0,1194.0,188698.0,19570.0,0,1,1,1,1,1,1
546,451093.1209564465,2564721.726812081,348.69,14.604,13.004,942,940.17,29.052,3.706,80.9,1,REBREACH,14.6,,,1047.4,37707.0,49536.0,69716.0,63370.0,12944.0,18708.0,245808.0,76681.0,0,1,1,1,1,1,1
8145,446469.0769392644,2568651.970799613,344.43,12.036,10.436,332,290.6,10.351,1.06,115.6,1,REBREACH,12.93,,,1035.6,37281.0,48699.0,66856.0,32518.0,12385.0,4641.0,207079.0,37951.0,0,1,1,1,1,1,1
8375,445682.2394260362,2562939.336253003,328.38,12.587,10.987,1264,1619.72,46.863,5.051,94.1,1,REBREACH,12.69,,,1034.4,37238.0,46502.0,61619.0,74736.0,13217.0,27230.0,261019.0,91892.0,0,1,1,1,1,1,1
1285,451540.0145173558,2565772.128611545,350.07,12.78,11.18,258,163.57,6.246,0.685,92.3,1,REBREACH,14.46,,,1031.7,37142.0,48967.0,68323.0,25772.0,12288.0,2798.0,198957.0,29830.0,0,1,1,1,1,1,1
19155,459143.6187183438,2578964.6432812344,425.46,13.285,11.685,147,163.49,6.243,0.716,97.6,1,REBREACH,14.5,,,966.0,34776.0,47495.0,68612.0,26380.0,12296.0,2923.0,199677.0,30550.0,0,1,1,1,1,1,1
2433,446847.4081317832,2567144.883952661,342.82,12.083,10.483,1090,2324.27,64.372,6.62,114.1,1,REBREACH,12.4,,,931.8,33546.0,43743.0,59987.0,86327.0,13523.0,37285.0,276915.0,107787.0,0,1,1,1,1,1,1
19337,473962.89693268744,2561542.2948169033,436.04,12.483,10.883,38,36.7,1.515,0.162,83.4,1,REBREACH,15.61,,,908.1,32692.0,44451.0,64060.0,11944.0,12120.0,611.0,182758.0,13631.0,0,1,1,1,1,1,1
15337,457633.1368164359,2570715.611129161,376.39,12.066,10.466,75,70.92,2.928,0.301,86.1,1,REBREACH,12.39,86.1,,901.1,32440.0,40207.0,52688.0,16618.0,12172.0,1136.0,188174.0,19047.0,0,1,1,1,1,1,1
11405,444478.5093293599,2566591.375569284,332.83,12.141,10.541,23,20.39,0.842,0.087,84.4,1,REBREACH,12.64,,,889.4,32018.0,40009.0,52840.0,8585.0,12084.0,329.0,178894.0,9767.0,0,1,1,1,1,1,1
193,447182.6916208638,2562412.769141049,329.66,12.859,11.259,5,3.33,0.138,0.05,126.4,1,REBREACH,13.52,,,886.5,31915.0,42318.0,59820.0,6388.0,12059.0,57.0,176342.0,7215.0,0,1,1,1,1,1,1
15391,458366.1624526768,2569447.995675626,377.56,12.744,11.144,464,525.16,17.413,1.904,93.8,1,REBREACH,12.82,,,867.4,31225.0,41121.0,56963.0,44431.0,12579.0,8955.0,221719.0,52591.0,0,1,1,1,1,1,1
18586,460849.0086153876,2576415.4198715556,421.35,12.261,10.661,84,65.83,2.718,0.284,81.3,1,REBREACH,13.29,,,866.3,31187.0,39769.0,53563.0,16129.0,12167.0,1074.0,187605.0,18477.0,0,1,1,1,1,1,1
49769,476334.02351963916,2575326.4964476284,513.11,12.364,10.764,147,168.11,6.398,0.676,79.6,1,REBREACH,13.44,,,856.6,30836.0,39492.0,53441.0,25582.0,12286.0,2769.0,198735.0,29608.0,0,1,1,1,1,1,1
22191,456490.93678330135,2567518.8717417563,368.67,12.182,10.582,197,204.07,7.586,0.788,79.3,1,REBREACH,12.36,79.3,,825.4,29714.0,37010.0,48684.0,27761.0,12316.0,3305.0,201342.0,32214.0,0,1,1,1,1,1,1
21733,457870.6633176366,2568480.742370438,379.47,14.336,12.736,258,265.01,9.545,1.193,63.2,1,REBREACH,14.89,,,805.3,28992.0,38516.0,54620.0,34631.0,12415.0,5165.0,209607.0,40480.0,0,1,1,1,1,1,1
11433,444546.739252718,2566308.625848515,332.28,12.313,10.713,115,118.24,4.696,0.493,88.1,1,REBREACH,13.49,,,804.4,28957.0,38406.0,53660.0,21639.0,12234.0,1938.0,194058.0,24930.0,0,1,1,1,1,1,1
48473,474126.7218327228,2574693.9796958286,491.85,12.786,11.186,41,37.57,1.551,0.17,91.9,1,REBREACH,13.73,,,781.6,28137.0,37929.0,54129.0,12272.0,12123.0,643.0,183137.0,14010.0,0,1,1,1,1,1,1
18915,463906.0428830839,2575933.8048333847,434.16,15.103,13.503,58,60.84,2.512,0.333,71.4,1,REBREACH,15.93,,,781.4,28129.0,40215.0,61223.0,17541.0,12183.0,1257.0,189248.0,20120.0,0,1,1,1,1,1,1
40927,462429.2566058904,2578490.387290626,427.68,12.465,10.865,102,92.62,3.789,0.404,70.7,1,REBREACH,12.47,,,767.3,27624.0,34250.0,45062.0,19447.0,12206.0,1540.0,191475.0,22347.0,0,1,1,1,1,1,1
17337,457846.6045663151,2571987.31003576,385.96,12.686,11.086,318,359.65,12.484,1.358,77.7,1,REBREACH,16.99,,,763.0,27467.0,39034.0,59345.0,37109.0,12456.0,6101.0,212663.0,43536.0,0,1,1,1,1,1,1
18898,462111.76121488214,2576286.8154636845,427.41,15.064,13.464,319,268.56,9.657,1.276,76.3,1,REBREACH,16.21,,,743.2,26754.0,38473.0,59280.0,35894.0,12434.0,5533.0,211134.0,42007.0,0,1,1,1,1,1,1
23214,453083.81361211557,2574553.2198992055,390.56,13.383,11.783,397,691.8,22.186,2.564,70.2,1,REBREACH,14.31,,,708.7,25512.0,34690.0,49848.0,52078.0,12718.0,12473.0,231327.0,62200.0,0,1,1,1,1,1,1
20426,438693.00919845887,2569329.145169694,324.03,14.686,13.086,1,9.78,0.404,0.052,53.8,1,REBREACH,15.1,,,704.2,25351.0,33846.0,48333.0,6514.0,12063.0,196.0,176523.0,7395.0,0,1,1,1,1,1,1
1321,451614.1825200192,2565812.430620383,352.61,13.911,12.311,1432,1445.68,42.407,5.121,63.6,1,REBREACH,13.91,,,691.8,24905.0,32546.0,44933.0,75291.0,13222.0,27234.0,261645.0,92518.0,0,1,1,1,1,1,1
9210,451419.8231924996,2563090.896872783,350.37,12.52,10.92,84,73.57,3.038,0.325,86.3,1,REBREACH,12.53,,,675.5,24317.0,32043.0,44580.0,17334.0,12181.0,1229.0,189007.0,19880.0,0,1,1,1,1,1,1
9243,451127.373254115,2562875.399279512,349.08,12.048,10.448,40,45.4,1.875,0.192,69.3,1,REBREACH,12.69,,,668.9,24079.0,30864.0,41557.0,13091.0,12132.0,726.0,184083.0,14956.0,0,1,1,1,1,1,1
28503,447921.6053151242,2571380.0131809358,371.76,12.044,10.444,246,272.19,9.772,1.001,64.8,1,REBREACH,12.12,64.8,,668.2,24054.0,29695.0,38720.0,31549.0,12371.0,4350.0,205905.0,36777.0,0,1,1,1,1,1,1
39100,460391.7774772273,2576101.4989980953,429.8,12.602,11.002,1,1.26,0.052,0.05,694.6,19,CONVERGED,12.6,26.0,,664.9,23935.0,25336.0,27994.0,6388.0,12058.0,21.0,176332.0,7205.0,1,0,0,0,1,1,1
23446,453741.1824730281,2575523.9736773055,395.02,12.533,10.933,212,387.12,13.318,1.428,60.1,1,REBREACH,13.09,,,656.6,23637.0,29924.0,40110.0,38128.0,12473.0,6477.0,213917.0,44790.0,0,1,1,1,1,1,1
7195,460322.025928851,2570442.789973395,387.61,12.276,10.676,1567,1883.64,53.513,5.604,60.9,1,REBREACH,12.28,60.9,,644.4,23198.0,28528.0,37177.0,78995.0,13326.0,30772.0,266817.0,97689.0,0,1,1,1,1,1,1
7167,454924.7263145521,2570786.979466042,374.32,12.399,10.799,200,211.24,7.82,0.828,59.2,1,REBREACH,12.68,,,626.8,22563.0,28407.0,37783.0,28519.0,12326.0,3490.0,202248.0,33121.0,0,1,1,1,1,1,1
8100,442651.3237827353,2566198.223727429,324.96,13.188,11.588,12,22.37,0.924,0.105,63.0,1,REBREACH,13.29,,,602.3,21681.0,28970.0,40801.0,9488.0,12093.0,397.0,179930.0,10803.0,0,1,1,1,1,1,1
107,445694.3230220564,2561509.94889362,334.73,12.501,10.901,38,71.69,2.96,0.317,96.9,1,REBREACH,13.05,,,596.1,21459.0,27587.0,37786.0,17081.0,12178.0,1196.0,188712.0,19585.0,0,1,1,1,1,1,1
18633,460240.8334303647,2577537.731594747,422.84,12.966,11.366,114,37.67,1.555,0.173,53.4,1,REBREACH,12.97,,,594.2,21392.0,27115.0,36433.0,12395.0,12125.0,655.0,183279.0,14152.0,0,1,1,1,1,1,1
980,451321.3275761914,2565400.348243323,350.67,12.08,10.48,57,41.59,1.718,0.177,64.6,1,REBREACH,12.77,,,588.0,21167.0,27519.0,37578.0,12514.0,12126.0,667.0,183416.0,14289.0,0,1,1,1,1,1,1
5105,450246.7356696842,2569017.101642427,364.71,12.126,10.526,255,372.19,12.866,1.329,59.9,1,REBREACH,12.77,,,583.8,21017.0,26987.0,36415.0,36682.0,12450.0,5995.0,212152.0,43024.0,0,1,1,1,1,1,1
19525,452207.951430982,2572978.707478484,380.78,13.408,11.808,13,45.93,1.897,0.22,47.8,1,REBREACH,14.07,,,564.0,20302.0,26426.0,36549.0,14060.0,12143.0,830.0,185205.0,16077.0,0,1,1,1,1,1,1
10399,447163.6142854012,2566161.846316855,342.29,12.326,10.726,189,214.87,7.938,0.835,86.9,1,REBREACH,12.86,,,557.0,20053.0,25953.0,35738.0,28645.0,12328.0,3527.0,202400.0,33273.0,0,1,1,1,1,1,1
116,445838.0088156573,2561552.158092713,335.38,12.812,11.212,158,326.73,11.474,1.262,47.9,1,REBREACH,13.41,,,551.2,19845.0,25076.0,33732.0,35690.0,12433.0,5605.0,210925.0,41798.0,0,1,1,1,1,1,1
20823,450197.40040961467,2571599.783704264,369.29,12.377,10.777,69,180.79,6.82,0.721,48.3,1,REBREACH,12.38,,,506.7,18242.0,22739.0,29953.0,26486.0,12298.0,2981.0,199813.0,30686.0,0,1,1,1,1,1,1
7070,442019.598975331,2570590.0276565,350.17,12.636,11.036,172,216.34,7.986,0.865,46.4,1,REBREACH,12.64,46.4,,497.3,17901.0,22113.0,28971.0,29176.0,12336.0,3653.0,203034.0,33907.0,0,1,1,1,1,1,1
18502,461971.9957097918,2567195.577981217,387.7,13.494,11.894,8,11.28,0.466,0.054,43.0,1,REBREACH,13.8,,,496.4,17870.0,23312.0,32245.0,6678.0,12064.0,205.0,176710.0,7583.0,0,1,1,1,1,1,1
18629,459998.4298153529,2578116.8768063467,424.63,12.915,11.315,173,54.24,2.24,0.249,74.7,1,REBREACH,13.83,,,495.4,17835.0,23469.0,33002.0,15017.0,12154.0,939.0,186314.0,17187.0,0,1,1,1,1,1,1
48874,474449.43268492597,2561509.9688237803,451.56,15.69,14.09,5,5.37,0.222,0.05,36.1,1,REBREACH,15.69,,,470.3,16932.0,22330.0,31600.0,6388.0,12060.0,116.0,176359.0,7231.0,0,1,1,1,1,1,1
48198,473129.52126474585,2572181.8017010028,495.12,19.531,17.931,22,13.39,0.553,0.097,25.7,1,REBREACH,22.45,,,461.5,16615.0,26071.0,44395.0,9107.0,12089.0,367.0,179493.0,10365.0,0,1,1,1,1,1,1
13047,438690.8821689376,2572586.6329262336,331.55,20.355,18.755,56,164.72,6.284,1.156,24.5,1,REBREACH,20.68,,,458.9,16519.0,24920.0,41098.0,34064.0,12401.0,4727.0,208845.0,39718.0,0,1,1,1,1,1,1
27593,447175.14741378155,2570917.1765127494,382.42,14.112,12.512,79,87.43,3.601,0.442,36.1,1,REBREACH,16.95,,,451.7,16261.0,22823.0,34133.0,20407.0,12217.0,1674.0,192595.0,23468.0,0,1,1,1,1,1,1
3393,448043.0345876754,2567855.757559479,349.05,13.665,12.065,893,926.58,28.683,3.395,55.7,1,REBREACH,14.69,,,450.0,16199.0,22274.0,32737.0,60475.0,12886.0,17106.0,242095.0,72968.0,0,1,1,1,1,1,1
7877,450011.350990066,2573398.730548161,377.36,12.46,10.86,13,22.16,0.915,0.097,61.8,1,REBREACH,13.79,,,440.6,15860.0,21077.0,29850.0,9118.0,12089.0,368.0,179506.0,10378.0,0,1,1,1,1,1,1
42119,462282.2718806113,2579639.363242187,438.97,13.595,11.995,52,58.15,2.401,0.283,36.9,1,REBREACH,13.6,,,432.2,15560.0,19775.0,26777.0,16076.0,12166.0,1067.0,187544.0,18417.0,0,1,1,1,1,1,1
3199,443005.4411308394,2568483.215738709,334.6,14.936,13.336,190,608.54,19.821,2.593,32.4,1,REBREACH,15.15,,,422.0,15193.0,20495.0,29518.0,52387.0,12720.0,12418.0,231660.0,62533.0,0,1,1,1,1,1,1
10251,446966.0898936879,2566839.486341228,342.95,12.088,10.488,1398,2752.34,74.685,7.684,38.9,1,REBREACH,12.35,,,407.7,14677.0,18163.0,23774.0,93461.0,13725.0,44170.0,286894.0,117767.0,0,1,1,1,1,1,1
5001,450152.4248372075,2568963.822815977,365.1,12.544,10.944,50,62.79,2.593,0.278,40.3,1,REBREACH,12.69,,,404.4,14558.0,18725.0,25334.0,15949.0,12165.0,1052.0,187396.0,18269.0,0,1,1,1,1,1,1
19167,453512.2415945446,2575959.2174951863,397.32,13.208,11.608,219,245.08,8.911,1.015,33.9,1,REBREACH,13.31,,,393.8,14177.0,18023.0,24383.0,31776.0,12373.0,4353.0,206161.0,37033.0,0,1,1,1,1,1,1
40237,461013.36908901687,2579988.994336181,444.44,12.912,11.312,155,182.98,6.892,0.765,34.4,1,REBREACH,13.36,,,389.6,14025.0,17883.0,24194.0,27331.0,12309.0,3167.0,200818.0,31691.0,0,1,1,1,1,1,1
18775,451514.2336209947,2573942.9980148673,383.02,12.452,10.852,174,181.75,6.852,0.729,35.8,1,REBREACH,13.05,,,389.0,14004.0,17710.0,23701.0,26650.0,12300.0,3018.0,200008.0,30881.0,0,1,1,1,1,1,1
30031,449461.91479125863,2573426.5948173,377.04,12.253,10.653,96,126.46,4.981,0.521,35.7,1,REBREACH,12.58,,,380.8,13710.0,17088.0,22538.0,22264.0,12242.0,2061.0,194797.0,25669.0,0,1,1,1,1,1,1
36203,459152.0789479716,2577327.9684238117,418.1,12.079,10.479,77,38.65,1.596,0.164,35.7,1,REBREACH,12.16,35.7,,374.1,13469.0,16559.0,21551.0,12033.0,12121.0,620.0,182862.0,13734.0,0,1,1,1,1,1,1
42065,462274.2718806113,2579687.363242187,437.08,12.139,10.539,40,44.72,1.847,0.191,54.1,2,REBREACH,12.22,19.9,,368.8,13278.0,16051.0,20523.0,13046.0,12132.0,721.0,184032.0,14904.0,0,1,1,1,1,1,1
18377,456165.2657450876,2576687.8039106745,407.37,12.25,10.65,1375,1465.92,42.928,4.485,33.4,1,REBREACH,13.18,,,355.4,12794.0,16259.0,21827.0,70151.0,13109.0,23890.0,254911.0,85784.0,0,1,1,1,1,1,1
17583,452508.7872092808,2572076.635505819,379.49,12.127,10.527,69,63.97,2.641,0.273,31.7,1,REBREACH,12.16,31.7,,333.5,12006.0,14755.0,19207.0,15778.0,12163.0,1030.0,187197.0,18070.0,0,1,1,1,1,1,1
34489,455673.37127855414,2569471.6476207585,368.61,12.082,10.482,41,46.24,1.91,0.196,37.5,1,REBREACH,12.38,,,332.3,11964.0,15472.0,20995.0,13242.0,12134.0,742.0,184259.0,15131.0,0,1,1,1,1,1,1
38181,459613.25857953273,2576064.5057201153,432.7,13.469,11.869,17,25.95,1.071,0.125,54.0,1,CONVERGED,13.47,54.0,54.0,320.5,11540.0,14727.0,20037.0,10398.0,12103.0,471.0,180978.0,11850.0,1,0,0,0,0,1,1
119,445878.005153275,2561525.815274389,335.74,12.672,11.072,386,607.3,19.785,2.149,38.8,1,REBREACH,13.0,,,319.4,11497.0,15295.0,21493.0,47397.0,12632.0,10289.0,225437.0,56310.0,0,1,1,1,1,1,1
659,444715.7083818565,2564919.873984972,331.83,12.301,10.701,789,859.11,26.839,2.817,33.6,1,REBREACH,12.58,,,303.1,10911.0,14206.0,19428.0,54755.0,12774.0,14067.0,234793.0,65665.0,0,1,1,1,1,1,1
28254,447540.96438381996,2570710.116312058,403.95,13.828,12.228,9,9.91,0.409,0.05,24.6,1,REBREACH,20.76,,,300.9,10834.0,16456.0,27037.0,6388.0,12061.0,185.0,176378.0,7251.0,0,1,1,1,1,1,1
20832,448876.34962624405,2571903.049408322,369.89,12.416,10.816,145,152.88,5.885,0.624,37.3,1,REBREACH,12.7,,,299.7,10788.0,14231.0,19804.0,24532.0,12271.0,2530.0,197484.0,28357.0,0,1,1,1,1,1,1
21329,473806.60132104624,2561689.742688697,437.92,12.665,11.065,12,5.71,0.236,0.05,31.0,1,REBREACH,12.67,,,293.5,10567.0,13763.0,18837.0,6388.0,12059.0,97.0,176353.0,7226.0,0,1,1,1,1,1,1
28246,447598.96438381996,2570740.116312058,392.06,18.112,16.512,7,7.7,0.318,0.052,17.7,1,REBREACH,21.86,,,292.8,10539.0,16375.0,27513.0,6490.0,12062.0,195.0,176496.0,7368.0,0,1,1,1,1,1,1
39032,460870.7774772273,2576217.4989980953,434.0,14.511,12.911,0,0.13,0.005,0.05,330.2,12,CONVERGED,14.51,27.9,81.4,286.2,10302.0,11532.0,14402.0,6388.0,12058.0,3.0,176327.0,7199.0,1,0,0,0,1,1,1
19340,470108.7472232338,2564059.0147972647,420.47,12.139,10.539,102,78.62,3.246,0.336,46.8,1,REBREACH,12.83,,,279.3,10056.0,12806.0,17352.0,17622.0,12184.0,1268.0,189342.0,20214.0,0,1,1,1,1,1,1
44720,464888.4571317438,2577502.9054499175,445.88,13.389,11.789,78,78.06,3.223,0.373,23.2,1,REBREACH,14.72,,,273.3,9839.0,13050.0,18369.0,18635.0,12196.0,1408.0,190523.0,21396.0,0,1,1,1,1,1,1
48201,473209.52126474585,2572143.8017010028,497.91,15.023,13.423,27,18.98,0.784,0.103,20.0,1,REBREACH,16.51,,,268.8,9676.0,13415.0,19869.0,9400.0,12092.0,390.0,179830.0,10703.0,0,1,1,1,1,1,1
40277,460939.65603003325,2579952.770722621,442.83,13.574,11.974,7,6.78,0.28,0.05,21.3,1,REBREACH,16.62,,,255.5,9199.0,12815.0,18995.0,6388.0,12060.0,124.0,176361.0,7234.0,0,1,1,1,1,1,1
8475,465775.2478192443,2565942.4067579815,401.8,12.011,10.411,337,314.58,11.098,1.133,24.5,1,REBREACH,12.09,24.5,,254.9,9176.0,11257.0,14616.0,33706.0,12404.0,5012.0,208521.0,39394.0,0,1,1,1,1,1,1
