BR_ID,KM,PLOTS,PROPS,POP,Q_M3D,M_PER_PRP,M_PER_M3D,N_LIFT,LIFT_M,OUT_X,OUT_Y,OUT_Z,ROUTE_KM,VILLAGE
74,0.903,1,1.0,5,0.742,902.5,1217.0,0,0.0,444207.9,2559323.9,324.4,13.03,-
1255,0.89,1,0.0,0,0.0,890393635143.8,890393635143.8,0,0.0,462064.5,2578945.3,426.8,75.54,-
86,0.886,1,1.0,5,0.742,886.4,1195.3,0,0.0,444284.3,2559250.2,322.5,13.91,-
776,0.877,2,3.0,8,6.176,293.9,142.1,0,0.0,455855.8,2568074.6,368.7,50.43,-
78,0.86,1,0.0,0,0.0,859618060121.1,859618060121.1,0,0.0,448528.8,2563482.5,334.3,8.43,-
1755,0.854,3,1.0,5,0.742,853.9,1151.4,0,0.0,473541.5,2561874.7,434.9,101.47,SWAIDA ALMA (P.A.)
1172,0.819,0,0.0,0,0.0,818727164940.3,818727164940.3,0,0.0,460862.7,2580882.7,443.3,73.78,-
1129,0.815,3,2.9,15,2.16,279.8,377.3,0,0.0,461651.9,2576334.9,425.2,72.83,AL DIREZ
1357,0.801,1,0.0,0,0.0,801407026351.8,801407026351.8,0,0.0,458136.1,2576681.0,412.6,76.45,AL DIREZ
1518,0.78,9,2.0,11,1.483,389.8,525.7,0,0.0,450821.4,2564723.8,344.5,81.09,-
539,0.775,0,0.0,0,0.0,775340268190.5,775340268190.5,0,0.0,436782.1,2574347.3,329.3,33.86,-
957,0.774,19,27.2,145,20.178,28.4,38.3,0,0.0,455303.5,2576112.1,403.3,60.43,-
104,0.768,1,0.0,0,0.0,767599001875.6,767599001875.6,0,0.0,444296.5,2567429.0,333.0,15.49,-
1652,0.755,2,8.0,37,8.522,94.4,88.6,0,0.0,474897.1,2571272.9,496.4,91.55,BAT
953,0.749,1,0.0,0,0.0,749188807872.3,749188807872.3,0,0.0,469564.5,2565468.4,417.5,60.11,-
701,0.747,0,0.0,0,0.0,747436937147.6,747436937147.6,0,0.0,453641.1,2574110.8,388.5,41.95,-
1530,0.744,3,0.0,0,0.0,744409731070.2,744409731070.2,0,0.0,466741.3,2565035.8,405.9,84.26,-
1773,0.737,4,4.5,24,3.305,165.3,222.9,1,11.6,471490.8,2562396.8,427.5,111.1,-
571,0.732,0,0.0,0,0.0,732337157355.2,732337157355.2,1,13.9,436517.3,2574842.7,325.2,35.48,-
503,0.718,0,0.0,0,0.0,717704274641.7,717704274641.7,0,0.0,437228.9,2574379.7,329.6,32.51,-
1117,0.716,3,0.0,0,0.0,716408623158.6,716408623158.6,0,0.0,462049.9,2575797.4,426.0,72.65,-
594,0.708,0,0.0,0,0.0,707571891160.8,707571891160.8,0,0.0,449159.6,2573954.8,385.5,35.77,-
1663,0.705,1,1.5,8,1.08,484.4,653.2,0,0.0,462224.1,2579872.4,432.7,92.37,AL DARIZ (P.A.)-C
133,0.697,3,0.0,0,0.0,696790068268.4,696790068268.4,0,0.0,444023.3,2566331.9,329.8,15.77,-
89,0.697,3,3.0,16,2.225,232.3,313.2,0,0.0,444360.2,2559177.0,321.8,14.3,-
95,0.697,1,1.0,5,0.742,697.2,940.1,1,11.4,446617.9,2560985.0,326.1,9.89,-
1044,0.675,5,5.8,31,4.319,115.9,156.2,0,0.0,453473.7,2565253.8,358.9,67.73,-
326,0.668,10,10.0,53,7.416,66.8,90.0,0,0.0,446548.2,2560037.2,322.8,22.14,-
545,0.668,0,0.0,0,0.0,668302947232.3,668302947232.3,0,0.0,439017.5,2568776.0,323.9,33.42,-
70,0.667,8,6.8,36,5.061,97.8,131.9,0,0.0,445201.2,2566933.1,335.4,12.08,HELAT AL NAHADAH
72,0.665,2,2.0,11,1.483,332.6,448.4,0,0.0,444873.1,2559910.1,326.4,12.6,-
154,0.661,1,1.5,8,1.08,453.8,611.9,0,0.0,447371.5,2570190.5,374.5,17.3,-
138,0.653,5,1.5,8,1.08,448.4,604.7,0,0.0,447192.0,2568686.9,345.9,16.68,-
552,0.651,0,0.0,0,0.0,650816045083.8,650816045083.8,0,0.0,436670.4,2574393.1,329.8,34.0,-
1212,0.649,1,0.0,0,0.0,649333299169.7,649333299169.7,0,0.0,458499.1,2576912.0,414.8,75.01,-
638,0.64,0,0.0,0,0.0,639858535338.4,639858535338.4,0,0.0,435598.3,2575314.4,321.1,39.09,-
506,0.64,1,1.5,8,1.08,439.8,593.0,0,0.0,448459.5,2573598.4,384.0,32.01,-
1563,0.633,6,5.4,29,3.981,118.0,159.1,0,0.0,469846.1,2574855.9,464.0,84.32,-
1761,0.627,5,0.0,0,0.0,626882009696.6,626882009696.6,0,0.0,463958.9,2566570.0,392.5,98.88,-
629,0.623,3,2.9,15,2.16,213.8,288.3,0,0.0,454753.6,2567951.3,362.9,37.1,AL TAYYEB (P.A.)
1677,0.622,5,2.5,13,1.821,253.1,341.3,0,0.0,473702.7,2574617.0,487.2,94.13,-
1748,0.62,2,0.0,0,0.0,620488019308.6,620488019308.6,0,0.0,468757.2,2575120.8,453.9,95.02,AL WAHRAH
815,0.617,4,2.0,11,1.483,308.3,415.8,0,0.0,451505.2,2574184.7,384.9,53.04,-
51,0.616,1,1.5,8,1.08,422.7,570.0,0,0.0,444816.5,2560418.6,329.5,9.93,-
1250,0.605,6,4.0,21,2.966,151.3,204.0,0,0.0,466698.4,2576551.0,448.4,75.58,AL WAHRAH
366,0.594,0,0.0,0,0.0,594353856006.3,594353856006.3,0,0.0,449001.0,2572403.9,372.2,29.14,-
1567,0.583,6,8.4,39,8.795,69.6,66.2,0,0.0,470850.8,2574531.4,469.8,85.4,AL WAHRAH
1675,0.581,0,0.0,0,0.0,580848821523.4,580848821523.4,1,23.5,449835.8,2560324.5,326.5,93.89,-
1322,0.581,0,0.0,0,0.0,581221006088.7,581221006088.7,0,0.0,461334.2,2581198.4,447.0,74.5,-
1160,0.569,3,1.0,5,0.742,569.0,767.3,0,0.0,463919.2,2576003.8,434.6,73.16,AL DIREZ
1771,0.567,0,0.0,0,0.0,566901655008.0,566901655008.0,0,0.0,470912.9,2563751.0,422.6,103.75,-
1138,0.566,1,0.0,0,0.0,565941587362.5,565941587362.5,0,0.0,465717.7,2566862.4,403.9,73.17,-
788,0.561,0,0.0,0,0.0,560537743246.4,560537743246.4,0,0.0,462554.1,2568986.6,395.2,51.44,-
1211,0.552,0,0.0,0,0.0,551888716217.2,551888716217.2,0,0.0,461544.1,2578832.3,425.9,75.0,-
676,0.548,0,0.0,0,0.0,548051638701.8,548051638701.8,0,0.0,457939.9,2571119.5,377.6,42.76,-
1131,0.535,3,2.5,13,1.821,218.0,293.9,0,0.0,457974.1,2575975.0,411.8,72.93,AL DIREZ
620,0.531,0,0.0,0,0.0,530535622480.9,530535622480.9,0,0.0,436124.8,2575190.1,322.1,37.21,-
339,0.527,0,0.0,0,0.0,527316124639.8,527316124639.8,0,0.0,440452.7,2570576.3,346.1,27.97,-
708,0.526,2,1.5,8,1.08,361.3,487.1,0,0.0,459674.3,2570757.7,384.5,44.6,AL TAYYEB (P.A.)
1729,0.52,2,2.5,5,5.838,205.4,89.0,0,0.0,475293.2,2575917.0,506.4,97.03,BAT (P.A.)
223,0.514,0,0.0,0,0.0,514497238383.3,514497238383.3,0,0.0,441332.0,2569143.6,334.7,20.5,-
1268,0.503,4,1.0,5,0.742,503.3,678.7,1,12.9,460724.8,2576334.5,420.9,75.74,AL DIREZ
1793,0.503,1,0.0,0,0.0,502501264367.8,502501264367.8,0,0.0,473897.5,2561081.9,436.6,119.06,-
52,0.503,2,2.0,11,1.483,251.6,339.3,0,0.0,445430.4,2560303.6,328.5,10.25,-
21,0.5,0,0.0,0,0.0,499505821088.8,499505821088.8,0,0.0,443894.8,2563128.1,327.2,7.69,-
1451,0.487,2,2.9,15,2.16,167.1,225.4,0,0.0,468241.3,2576794.2,451.7,78.56,-
1466,0.487,6,2.0,11,1.483,243.5,328.4,0,0.0,458265.1,2576382.0,413.2,79.15,AL DIREZ
43,0.483,0,0.0,0,0.0,483203276505.4,483203276505.4,0,0.0,446623.0,2561295.9,327.3,9.06,-
615,0.481,2,2.9,15,2.16,165.3,222.9,0,0.0,454571.8,2568825.5,363.5,37.02,AL TAYYEB (P.A.)
139,0.48,0,0.0,0,0.0,479623142676.0,479623142676.0,0,0.0,447786.5,2570126.2,368.1,16.86,-
1473,0.478,2,0.0,0,0.0,478432023799.4,478432023799.4,0,0.0,463242.3,2566689.7,390.6,74.23,-
235,0.474,7,4.4,23,3.239,108.6,146.4,0,0.0,441979.1,2568336.4,328.4,20.98,-
476,0.47,1,1.5,0,5.096,307.2,92.2,0,0.0,445202.5,2573253.0,392.1,31.36,ALRAYBAH
264,0.458,3,3.0,16,2.225,152.5,205.7,0,0.0,449997.5,2568969.0,360.8,22.2,AL MURTAFA
1540,0.457,1,1.5,8,1.08,314.2,423.6,0,0.0,470979.9,2564891.7,422.3,84.91,-
1177,0.456,5,0.0,0,0.0,456410727246.2,456410727246.2,0,0.0,458863.1,2576953.0,415.6,74.23,AL DIREZ
1309,0.456,0,0.0,0,0.0,455947658949.0,455947658949.0,0,0.0,458036.2,2577017.7,413.3,75.33,-
61,0.45,4,4.4,23,3.239,103.1,139.0,0,0.0,445330.8,2560839.2,332.3,7.98,-
1758,0.449,0,0.0,0,0.0,448994413654.0,448994413654.0,0,0.0,474003.2,2561615.4,438.8,102.0,-
1223,0.447,6,1.0,5,0.742,447.2,603.0,0,0.0,458698.1,2576660.0,414.1,75.17,AL DIREZ
1093,0.444,2,1.5,8,1.08,304.8,411.0,0,0.0,462375.9,2575508.4,426.4,71.97,-
328,0.444,0,0.0,0,0.0,444111312764.7,444111312764.7,0,0.0,440580.2,2570459.2,346.7,27.87,-
57,0.444,10,17.7,68,12.263,25.0,36.2,0,0.0,445416.6,2560960.3,332.6,7.73,-
151,0.444,2,2.5,13,1.821,180.7,243.7,0,0.0,447103.0,2568951.9,345.8,17.31,-
1508,0.444,12,2.5,13,1.821,180.7,243.7,0,0.0,454545.4,2566575.0,362.5,81.87,-
1818,0.444,2,0.0,0,0.0,443729200402.0,443729200402.0,0,0.0,474565.4,2561376.0,439.9,155.07,-
646,0.441,7,2.0,11,1.483,220.7,297.5,0,0.0,453924.3,2572228.2,380.2,39.76,AL TAYYEB
1263,0.436,4,1.5,8,1.08,299.5,403.8,0,0.0,459331.1,2576771.0,417.0,75.57,AL DIREZ
56,0.435,0,0.0,0,0.0,434809747863.5,434809747863.5,1,11.7,444508.1,2560292.5,327.0,10.67,-
543,0.428,2,2.9,15,2.16,147.0,198.2,0,0.0,453244.4,2567777.1,360.1,33.61,-
158,0.428,1,0.0,0,0.0,427886923344.8,427886923344.8,0,0.0,447675.0,2569092.9,349.5,18.27,-
1659,0.427,2,0.0,0,0.0,426592066644.7,426592066644.7,0,0.0,474453.9,2574316.7,493.9,92.1,-
1090,0.425,5,1.0,5,0.742,424.9,573.0,0,0.0,463507.0,2576184.4,433.9,71.89,AL DIREZ
1407,0.424,8,10.4,37,11.349,40.6,37.4,0,0.0,468796.9,2575386.7,457.1,77.99,AL WAHRAH
1592,0.418,0,0.0,0,0.0,417988044101.4,417988044101.4,0,0.0,472022.1,2573905.3,477.4,86.77,-
181,0.415,3,17.4,23,10.565,23.9,39.3,0,0.0,450445.0,2567844.0,358.1,19.18,-
1615,0.414,3,0.0,0,0.0,414323584125.3,414323584125.3,0,0.0,451084.8,2565272.3,346.3,85.01,AL SULAIF
186,0.41,7,3.0,16,2.225,136.8,184.4,0,0.0,449899.6,2569020.5,357.3,14.18,-
1810,0.409,4,2.0,11,1.483,204.4,275.6,0,0.0,472225.5,2561917.5,430.0,143.16,-
801,0.409,6,5.5,29,4.046,75.0,101.1,0,0.0,452062.3,2573297.8,381.2,51.74,-
1707,0.408,3,4.4,23,3.239,93.3,125.8,0,0.0,462437.3,2579614.4,429.6,96.64,AL DARIZ (P.A.)-C
633,0.406,3,2.9,15,2.16,139.4,187.9,0,0.0,454929.9,2568408.1,363.7,37.94,AL TAYYEB (P.A.)
828,0.401,2,0.0,0,0.0,401439616113.2,401439616113.2,0,0.0,456682.2,2567760.3,369.4,53.53,-
1355,0.401,4,1.5,8,1.08,275.4,371.4,0,0.0,459048.1,2576376.0,415.6,77.24,AL DIREZ
1500,0.401,4,1.5,8,1.08,275.3,371.3,0,0.0,461276.3,2578409.4,425.2,81.35,-
1240,0.4,0,0.0,0,0.0,399599420388.9,399599420388.9,0,0.0,461705.3,2578678.4,426.2,75.38,-
1605,0.398,10,14.6,77,10.798,27.3,36.9,0,0.0,471839.8,2573539.5,477.1,87.83,-
437,0.397,1,1.5,8,1.08,272.6,367.6,0,0.0,447779.6,2570819.0,374.0,30.69,-
1569,0.383,15,21.8,116,16.197,17.5,23.6,0,0.0,451596.5,2563162.2,350.6,83.87,SULAIF AL (P.A.)-C
47,0.382,0,0.0,0,0.0,382162038227.7,382162038227.7,0,0.0,447020.7,2567501.1,343.8,9.65,-
1411,0.379,7,3.9,21,2.901,96.9,130.7,0,0.0,465965.0,2577625.2,442.6,77.93,-
695,0.372,3,0.0,0,0.0,372449853989.2,372449853989.2,0,0.0,457925.5,2568780.9,376.2,42.97,AL TAYYEB
886,0.371,4,2.9,15,2.16,127.3,171.7,0,0.0,452262.1,2576742.1,396.4,55.76,-
1649,0.368,2,0.0,0,0.0,367841740819.2,367841740819.2,0,0.0,449889.1,2561106.8,333.5,91.63,-
302,0.365,0,0.0,0,0.0,365291815336.2,365291815336.2,0,0.0,441371.0,2569661.3,339.4,26.7,-
1570,0.365,15,21.8,116,16.197,16.7,22.6,0,0.0,451499.9,2563123.2,350.0,84.21,SULAIF AL (P.A.)-C
930,0.364,10,8.5,45,6.271,43.0,58.0,0,0.0,455893.8,2566828.1,366.9,52.54,-
1297,0.363,6,2.5,13,1.821,147.7,199.1,0,0.0,460046.6,2577336.3,420.7,76.15,AL DIREZ
1599,0.362,3,1.0,5,0.742,362.5,488.7,0,0.0,450720.1,2564440.8,341.9,83.16,AL SULAIF
938,0.362,4,4.4,23,3.239,83.0,111.9,0,0.0,454621.1,2575807.7,398.8,59.48,-
1682,0.359,0,0.0,0,0.0,359226388462.0,359226388462.0,0,0.0,471421.0,2564695.1,423.8,94.78,-
702,0.359,4,1.0,5,0.742,359.0,484.1,0,0.0,457524.8,2570475.4,375.6,43.83,AL TAYYEB (P.A.)
619,0.358,1,1.5,8,1.08,245.6,331.1,0,0.0,449129.9,2573156.6,377.0,36.48,-
785,0.357,3,1.5,8,1.08,245.3,330.7,0,0.0,458022.8,2571425.3,378.1,51.27,-
657,0.357,3,1.5,8,1.08,245.2,330.6,0,0.0,458886.4,2568240.8,380.3,40.98,AL TAYYEB (P.A.)
1531,0.354,4,3.5,18,2.563,102.6,138.3,0,0.0,459732.3,2576242.5,418.1,84.28,AL DIREZ
904,0.352,4,2.5,5,5.838,139.3,60.4,0,0.0,451919.2,2576588.2,396.8,57.0,-
1554,0.349,4,5.8,31,4.319,60.0,80.9,0,0.0,470833.9,2564693.7,421.1,85.53,-
1134,0.348,2,5.0,27,3.708,69.7,93.9,0,0.0,464110.7,2576907.8,435.8,72.71,-
1378,0.347,0,0.0,0,0.0,346774483976.8,346774483976.8,0,0.0,465823.0,2577670.2,441.9,77.58,-
848,0.347,1,1.5,8,1.08,238.0,320.9,0,0.0,454263.2,2575429.6,395.5,49.0,-
179,0.346,1,0.0,0,0.0,346210528052.5,346210528052.5,0,0.0,450644.1,2567835.9,354.0,18.88,-
1185,0.345,8,1.0,5,0.742,345.1,465.3,0,0.0,458761.1,2577129.0,416.1,73.71,AL DIREZ
1449,0.344,2,1.5,8,1.08,236.2,318.5,0,0.0,466361.3,2565409.8,403.7,78.8,-
1179,0.339,3,1.0,5,0.742,338.6,456.6,0,0.0,464119.3,2575772.8,433.1,74.3,-
1239,0.337,2,0.0,0,0.0,337236696484.3,337236696484.3,0,0.0,459827.6,2577344.3,420.0,75.22,-
203,0.336,0,0.0,0,0.0,336261346565.9,336261346565.9,0,0.0,441661.0,2569169.7,334.7,19.86,-
511,0.332,1,4.0,21,2.966,83.0,111.9,0,0.0,450947.3,2572164.6,374.2,32.58,-
38,0.331,8,25.1,55,16.002,13.2,20.7,0,0.0,446750.1,2566313.3,342.7,8.35,HELAT AL NAHADAH
1176,0.329,1,0.0,0,0.0,329221939551.3,329221939551.3,0,0.0,465443.1,2576270.8,442.1,73.94,-
1056,0.325,0,0.0,0,0.0,324542252667.5,324542252667.5,0,0.0,456584.5,2576090.6,405.2,68.43,-
1040,0.324,9,9.0,48,6.674,36.0,48.6,0,0.0,466776.6,2565711.2,405.1,66.92,-
908,0.324,3,12.9,26,8.151,25.1,39.8,0,0.0,454901.6,2576050.1,401.8,57.13,-
1686,0.321,2,1.5,0,5.096,209.7,63.0,0,0.0,474041.1,2572924.0,487.6,89.55,BAT
1049,0.316,4,6.0,32,4.45,52.7,71.1,0,0.0,467008.7,2565563.4,406.3,67.51,-
602,0.314,2,2.9,15,2.16,107.8,145.4,0,0.0,448833.9,2572529.0,372.9,35.8,-
1054,0.313,6,1.0,5,0.742,313.4,422.6,0,0.0,468059.8,2565612.6,409.9,68.47,-
1587,0.313,0,0.0,0,0.0,313476551955.1,313476551955.1,1,10.5,470108.7,2564059.0,420.5,87.51,-
1025,0.311,11,14.8,50,12.777,21.0,24.4,0,0.0,465885.5,2566244.5,401.7,65.75,-
343,0.31,4,4.4,23,3.239,70.9,95.6,1,10.8,448876.3,2571903.0,369.9,28.08,ALRAYBAH (P.A)
1201,0.31,0,0.0,0,0.0,309576892052.0,309576892052.0,0,0.0,461289.0,2581289.0,446.5,74.39,-
1125,0.305,2,2.9,15,2.16,104.7,141.2,0,0.0,460100.4,2578702.8,427.8,72.57,-
934,0.305,11,8.0,43,5.933,38.1,51.4,0,0.0,456365.9,2566902.9,368.2,53.03,-
596,0.304,1,3.0,16,2.225,101.5,136.9,0,0.0,449858.9,2572992.6,375.2,36.49,ALRAYBIH
624,0.298,0,0.0,0,0.0,298245671258.9,298245671258.9,0,0.0,435828.2,2575452.6,323.0,37.61,-
1073,0.296,3,5.4,5,3.24,54.4,91.3,0,0.0,453430.4,2565564.9,357.4,70.86,-
1751,0.296,0,0.0,0,0.0,296191671627.2,296191671627.2,0,0.0,447134.7,2558595.2,318.5,100.76,-
114,0.296,2,1.5,8,1.08,203.2,274.0,0,0.0,444461.5,2567470.0,333.0,16.07,-
337,0.295,1,8.0,0,4.508,36.9,65.4,0,0.0,440609.7,2570419.9,346.7,27.99,-
716,0.294,0,0.0,0,0.0,294089833349.4,294089833349.4,0,0.0,452771.3,2573249.7,381.6,46.25,-
1012,0.293,1,0.0,0,0.0,292899616203.0,292899616203.0,0,0.0,464674.7,2566897.4,396.9,64.09,-
54,0.292,4,3.0,16,2.225,97.4,131.3,1,10.7,444887.8,2560366.0,329.6,9.81,-
234,0.292,3,4.4,23,3.239,66.8,90.1,0,0.0,450049.3,2568498.5,357.0,20.38,AL MALLAYNH
1447,0.292,3,2.9,15,2.16,100.2,135.2,0,0.0,462377.3,2578500.4,427.2,78.91,AL DIREZ
630,0.29,0,0.0,0,0.0,290202695986.7,290202695986.7,0,0.0,449851.1,2572547.8,373.0,37.46,-
1397,0.288,7,2.0,11,1.483,143.9,194.1,0,0.0,460091.6,2577041.3,419.5,77.88,-
123,0.285,4,4.4,15,7.256,64.1,39.2,0,0.0,443843.8,2566070.6,329.0,16.27,-
1798,0.285,7,1.5,8,1.08,195.7,263.9,0,0.0,474143.4,2571592.7,492.9,122.61,BAT
12,0.284,0,0.0,0,0.0,284252282890.4,284252282890.4,0,0.0,445869.1,2561266.6,334.3,6.63,-
338,0.284,0,0.0,0,0.0,284091266443.5,284091266443.5,0,0.0,447790.7,2571432.2,372.4,28.13,-
143,0.282,1,1.0,0,0.564,282.2,500.7,0,0.0,447915.7,2569814.8,366.3,16.88,-
728,0.281,2,2.9,15,2.16,96.5,130.1,0,0.0,461483.1,2571303.0,392.3,47.53,AL TAYYEB (P.A.)
726,0.277,1,1.5,8,1.08,190.2,256.5,0,0.0,457121.2,2568035.3,370.9,47.65,-
1333,0.276,2,6.0,27,7.039,46.0,39.2,0,0.0,461335.4,2577094.1,423.1,76.79,AL DIREZ
1648,0.276,15,0.0,0,0.0,276281000641.6,276281000641.6,0,0.0,474205.4,2572013.7,492.3,91.42,BAT
1503,0.276,4,3.0,8,6.176,92.5,44.7,0,0.0,465374.3,2575837.6,439.2,81.49,AL DIREZ
124,0.274,0,0.0,0,0.0,273572800932.1,273572800932.1,0,0.0,440809.6,2565550.9,319.5,16.64,-
1607,0.272,1,0.0,0,0.0,272347073398.8,272347073398.8,0,0.0,472876.3,2573997.2,481.2,88.77,-
107,0.269,3,1.5,8,1.08,185.0,249.5,0,0.0,449508.4,2566554.7,347.0,15.12,-
1752,0.268,0,0.0,0,0.0,267998797221.4,267998797221.4,0,0.0,447503.1,2558570.5,317.2,100.94,-
714,0.267,3,1.5,8,1.08,183.3,247.2,0,0.0,458460.8,2568698.9,378.0,45.45,AL TAYYEB (P.A)-C
895,0.267,5,2.0,11,1.483,133.7,180.3,0,0.0,453895.8,2576937.9,401.1,55.82,-
1575,0.266,7,10.3,31,6.883,25.7,38.7,0,0.0,451203.4,2565475.7,348.6,79.49,-
608,0.265,1,1.0,5,0.742,264.6,356.8,0,0.0,449901.9,2572929.6,374.6,36.42,-
295,0.264,3,2.0,11,1.483,131.9,177.8,0,0.0,449128.6,2570790.0,368.3,26.3,-
1617,0.262,2,0.0,0,0.0,261954862624.8,261954862624.8,0,0.0,467185.7,2564882.0,408.0,90.04,-
41,0.261,0,0.0,0,0.0,261008158273.9,261008158273.9,0,0.0,444975.5,2560236.4,330.9,9.21,-
628,0.26,1,0.0,0,0.0,260409670407.1,260409670407.1,0,0.0,435764.7,2575508.8,323.5,37.69,-
1425,0.257,1,1.5,8,1.08,176.6,238.1,1,11.0,460391.8,2576101.5,429.8,77.43,-
55,0.256,0,0.0,0,0.0,255661205842.4,255661205842.4,0,0.0,444279.3,2560631.0,318.8,10.21,-
1191,0.254,1,1.5,8,1.08,174.2,234.8,0,0.0,461286.8,2576186.1,423.1,74.53,AL DIREZ
112,0.251,4,5.8,31,4.319,43.0,58.0,0,0.0,449233.6,2568043.3,352.8,11.06,-
1763,0.249,1,0.0,0,0.0,248619156823.6,248619156823.6,0,0.0,473368.3,2561896.2,433.5,104.08,-
1316,0.249,8,0.0,0,0.0,248588537033.2,248588537033.2,0,0.0,457996.2,2577462.9,415.3,76.49,HAI AL-MAMOORAH (P.A.)
15,0.245,2,2.0,11,1.483,122.4,165.1,0,0.0,446038.0,2561669.2,336.0,5.48,-
26,0.241,6,16.4,29,10.18,14.8,23.7,0,0.0,445418.1,2561328.9,333.5,7.46,-
101,0.24,0,0.0,0,0.0,239922025349.3,239922025349.3,0,0.0,443886.9,2559063.5,322.0,14.41,-
857,0.24,2,2.0,11,1.483,120.1,161.9,0,0.0,451422.4,2566307.5,348.4,49.37,AL SULAIF
28,0.239,2,2.0,11,1.483,119.5,161.2,0,0.0,445328.6,2561203.5,333.4,7.55,-
645,0.239,11,0.0,0,0.0,238936590796.7,238936590796.7,0,0.0,455214.3,2571989.7,385.4,39.89,AL ARAQI
1104,0.238,5,5.0,27,3.708,47.6,64.2,0,0.0,464507.2,2566702.2,396.5,71.93,-
1162,0.237,2,2.0,11,1.483,118.3,159.5,0,0.0,462778.9,2577563.5,428.7,73.71,AL DIREZ
1031,0.236,2,1.0,5,0.742,235.8,317.9,0,0.0,465686.2,2566277.9,400.6,66.4,-
369,0.234,0,0.0,0,0.0,233744919215.8,233744919215.8,0,0.0,450066.1,2569314.2,357.6,23.99,-
698,0.234,2,1.5,0,5.096,152.7,45.8,0,0.0,451746.3,2571506.7,374.6,42.97,WADI AL LETHEALAH
1231,0.233,6,1.0,5,0.742,232.9,314.1,0,0.0,460283.6,2577436.3,421.8,75.29,-
1553,0.232,17,24.8,132,18.356,9.4,12.7,0,0.0,451684.7,2563197.8,351.2,83.96,SULAIF AL (P.A.)-C
6,0.23,3,3.0,16,2.225,76.8,103.5,0,0.0,446104.1,2561888.9,335.4,5.2,-
1700,0.23,0,0.0,0,0.0,230081082455.6,230081082455.6,0,0.0,473401.9,2573448.9,483.1,91.0,-
611,0.23,0,0.0,0,0.0,230142812374.4,230142812374.4,0,0.0,449597.9,2573157.6,375.3,36.87,-
917,0.229,3,3.0,8,6.176,76.8,37.1,0,0.0,455063.7,2577969.4,408.8,57.69,-
591,0.229,6,4.4,23,3.239,52.5,70.8,0,0.0,454387.3,2569738.2,369.0,36.32,AL TAYYEB (P.A.)
367,0.227,0,0.0,0,0.0,226567280456.4,226567280456.4,0,0.0,440291.0,2571119.9,347.2,29.15,-
605,0.227,0,0.0,0,0.0,226647921310.1,226647921310.1,0,0.0,449578.9,2572734.6,373.4,36.65,-
1594,0.227,0,0.0,0,0.0,227084260163.8,227084260163.8,0,0.0,461558.3,2579609.4,430.1,88.47,-
382,0.226,4,16.2,23,9.927,13.9,22.8,0,0.0,447113.7,2573140.8,381.5,29.29,-
1015,0.225,1,1.5,8,1.08,154.8,208.7,0,0.0,453301.7,2577804.4,403.8,64.47,-
941,0.224,2,2.9,15,2.16,76.8,103.5,0,0.0,454903.0,2575974.5,399.5,59.81,-
1183,0.22,2,2.5,13,1.821,89.6,120.8,0,0.0,468270.9,2564974.7,411.8,74.07,-
755,0.22,0,0.0,0,0.0,220118546582.2,220118546582.2,0,0.0,452552.5,2573412.0,385.3,49.27,-
4,0.219,4,3.9,21,2.901,56.0,75.5,0,0.0,445938.5,2563276.6,328.7,3.51,AL DUBAYSHI
1143,0.219,1,0.0,0,0.0,219218529699.0,219218529699.0,0,0.0,466009.1,2565800.4,402.7,72.8,-
640,0.218,3,2.9,15,2.16,75.0,101.1,0,0.0,455326.2,2570579.6,372.8,39.52,-
1557,0.217,11,16.0,85,11.878,13.6,18.3,0,0.0,451762.9,2563229.4,347.9,85.36,SULAIF AL (P.A.)-C
879,0.217,2,2.9,15,2.16,74.5,100.5,0,0.0,454247.4,2575687.8,397.0,55.58,-
258,0.217,4,4.0,21,2.966,54.3,73.2,0,0.0,450278.5,2570130.6,362.4,22.96,-
20,0.217,0,0.0,0,0.0,216577484548.4,216577484548.4,0,0.0,447607.4,2566678.0,345.4,7.34,-
396,0.216,0,0.0,0,0.0,215785878461.3,215785878461.3,0,0.0,448402.7,2571235.0,369.2,29.77,-
762,0.214,0,0.0,0,0.0,214308038791.5,214308038791.5,0,0.0,452572.6,2573392.2,385.2,49.24,-
207,0.214,1,1.5,8,1.08,146.7,197.7,0,0.0,451315.6,2568077.5,375.7,20.12,-
322,0.213,4,6.4,26,8.739,33.0,24.3,0,0.0,441830.0,2570671.8,352.0,27.62,-
1693,0.213,1,1.5,8,1.08,146.3,197.2,0,0.0,474550.2,2575536.0,497.0,95.11,BAT (P.A.)
1062,0.212,6,7.0,37,5.191,30.3,40.8,0,0.0,452671.5,2566069.4,354.3,64.7,-
1713,0.211,6,1.0,5,0.742,210.9,284.3,0,0.0,474216.7,2572447.3,491.2,96.79,BAT
1517,0.211,1,1.5,8,1.08,144.6,195.0,0,0.0,451738.8,2564247.4,350.6,82.77,-
268,0.208,2,1.5,8,1.08,142.5,192.2,1,13.4,452016.4,2570480.0,440.5,23.87,-
1359,0.207,1,1.0,0,0.564,206.9,367.1,0,0.0,451705.2,2565214.9,350.0,77.36,SULAIF AL (P.A.)-C
1475,0.205,1,1.5,8,1.08,140.6,189.6,0,0.0,469544.4,2576209.6,458.8,79.56,-
286,0.205,8,8.4,45,6.206,24.4,33.0,0,0.0,449756.5,2568617.7,355.2,20.46,-
