BR_ID,KM,PLOTS,PROPS,POP,Q_M3D,M_PER_PRP,M_PER_M3D,N_LIFT,LIFT_M,OUT_X,OUT_Y,OUT_Z,ROUTE_KM,VILLAGE
303,0.204,1,2.5,0,5.66,80.6,36.0,0,0.0,441478.4,2569645.5,339.4,26.84,-
1279,0.2,4,2.5,13,1.821,81.3,109.7,0,0.0,461807.4,2577285.1,425.1,75.76,AL DIREZ
1815,0.199,12,3.0,16,2.225,66.2,89.3,0,0.0,451119.4,2566091.9,348.0,140.03,-
289,0.199,6,4.4,23,3.239,45.6,61.5,0,0.0,449980.6,2568777.0,356.9,20.95,-
1423,0.199,1,1.0,5,0.742,198.6,267.8,0,0.0,470208.0,2564278.2,418.4,78.09,-
784,0.199,5,4.0,21,2.966,49.9,67.2,0,0.0,452855.7,2574013.6,387.6,50.19,-
236,0.197,6,5.4,29,3.981,36.7,49.5,0,0.0,451538.8,2566629.1,354.9,21.32,AL SULAIF
68,0.197,1,1.5,8,1.08,135.6,182.8,0,0.0,444348.3,2565981.2,331.0,11.96,-
607,0.197,2,3.0,16,2.225,65.7,88.5,0,0.0,449590.9,2572692.6,373.2,36.74,AL RAYYBAH
972,0.196,0,0.0,0,0.0,195704676376.2,195704676376.2,0,0.0,453278.2,2574281.7,389.6,61.4,-
623,0.196,2,1.5,8,1.08,134.9,182.0,0,0.0,438690.3,2572699.0,330.9,36.9,AL SEBEKHI
1443,0.196,3,0.0,0,0.0,196430009935.7,196430009935.7,0,0.0,458340.1,2576264.0,413.6,78.84,AL DIREZ
1337,0.195,0,0.0,0,0.0,194684695413.0,194684695413.0,0,0.0,466754.0,2577600.8,445.2,76.7,-
243,0.194,4,2.9,15,2.16,66.5,89.7,0,0.0,449924.7,2567560.8,351.6,16.7,-
285,0.193,11,8.0,43,5.933,24.1,32.5,0,0.0,449854.1,2565402.9,342.7,24.97,-
9,0.191,1,1.0,5,0.742,191.4,258.1,0,0.0,445898.7,2561558.7,335.9,5.58,-
14,0.19,0,0.0,0,0.0,189832587227.4,189832587227.4,0,0.0,445899.7,2561311.1,334.6,6.68,-
1571,0.19,9,0.0,0,0.0,189772514564.2,189772514564.2,0,0.0,469424.2,2574686.0,459.2,86.21,AL WAHRAH
17,0.189,3,3.9,21,2.901,48.2,65.0,0,0.0,448234.0,2564573.8,339.1,6.9,AL DUBAYSHI
1483,0.189,3,0.0,0,0.0,188735375961.4,188735375961.4,0,0.0,451082.5,2565208.4,347.4,79.46,-
240,0.188,22,18.6,99,13.764,10.1,13.6,0,0.0,449695.6,2570523.7,365.4,15.02,-
920,0.187,3,3.0,11,2.047,62.3,91.4,0,0.0,461171.1,2567323.9,385.5,57.59,-
27,0.186,4,4.4,23,3.239,42.6,57.4,0,0.0,447981.1,2566203.5,344.3,8.13,MAZRA BIN KAHATER
966,0.186,1,0.0,0,0.0,186379078505.7,186379078505.7,0,0.0,454118.7,2577398.4,401.0,61.61,-
49,0.185,1,1.0,5,0.742,185.4,250.0,0,0.0,444873.4,2560161.0,330.4,10.08,-
237,0.184,1,0.0,0,0.0,184342397764.3,184342397764.3,0,0.0,441460.8,2568801.4,331.8,21.11,-
40,0.183,3,31.9,69,20.283,5.7,9.0,0,0.0,448191.5,2567533.3,348.4,9.03,-
862,0.183,11,8.7,46,6.479,21.0,28.3,0,0.0,450894.2,2574198.7,382.5,54.78,AL-SAKBRI
462,0.183,4,2.9,15,2.16,62.9,84.9,1,12.5,447175.1,2570917.2,382.4,31.15,-
1178,0.183,4,6.4,5,6.571,28.4,27.8,0,0.0,461601.8,2576153.1,424.2,74.19,AL DIREZ
1533,0.183,0,0.0,0,0.0,183248383307.5,183248383307.5,0,0.0,452058.6,2563740.9,352.1,84.57,-
416,0.182,2,2.9,15,2.16,62.5,84.3,0,0.0,448075.9,2573147.6,376.8,30.14,-
673,0.182,0,0.0,0,0.0,181846214987.8,181846214987.8,0,0.0,456017.6,2569809.7,370.1,42.78,-
150,0.181,2,1.5,0,5.096,118.2,35.5,0,0.0,443972.5,2567517.0,331.5,17.27,-
994,0.181,4,2.0,11,1.483,90.6,122.2,0,0.0,464338.9,2567018.9,400.4,62.26,-
91,0.18,0,0.0,0,0.0,179606183356.4,179606183356.4,0,0.0,443984.8,2559117.4,324.3,13.39,-
1,0.18,1,1.5,8,1.08,123.5,166.5,0,0.0,445486.5,2563200.1,328.2,2.77,-
650,0.178,2,2.9,15,2.16,61.1,82.4,0,0.0,455840.3,2570760.2,373.7,40.55,AL TAYYEB (P.A.)
273,0.177,2,1.5,8,1.08,121.7,164.0,0,0.0,447874.3,2562843.4,330.9,19.31,-
1606,0.177,4,0.0,0,0.0,177041887387.5,177041887387.5,0,0.0,473797.1,2572615.0,488.7,89.55,BAT
1584,0.176,5,2.0,11,1.483,88.1,118.9,0,0.0,467097.0,2576758.1,448.1,87.44,-
492,0.175,0,0.0,0,0.0,174677093506.6,174677093506.6,0,0.0,445372.2,2572717.9,388.6,32.1,-
712,0.172,1,0.0,0,0.0,171939768035.7,171939768035.7,0,0.0,458813.8,2568612.9,379.5,45.26,AL TAYYEB (P.A)-C
1555,0.172,10,9.0,48,6.674,19.1,25.7,0,0.0,464536.3,2566606.9,396.6,85.47,-
1123,0.17,6,2.0,11,1.483,85.0,114.6,0,0.0,459539.1,2577418.0,418.9,72.83,AL DIREZ
1379,0.17,8,1.0,5,0.742,169.7,228.8,0,0.0,460861.5,2577340.6,422.1,77.55,AL DIREZ
797,0.169,3,2.0,11,1.483,84.7,114.1,0,0.0,452986.7,2574094.2,388.8,50.34,-
1568,0.168,6,5.8,31,4.319,28.9,39.0,0,0.0,451841.7,2563261.2,347.2,85.48,SULAIF AL (P.A.)-C
1520,0.168,1,0.0,0,0.0,168471620866.3,168471620866.3,0,0.0,464046.9,2566708.9,393.2,78.4,-
1350,0.167,1,0.0,0,0.0,167331333959.9,167331333959.9,0,0.0,463046.9,2577706.5,430.0,76.72,AL DIREZ
978,0.167,1,1.5,8,1.08,114.4,154.2,0,0.0,454219.7,2578119.4,406.7,62.03,-
1619,0.167,0,0.0,0,0.0,167464357008.1,167464357008.1,0,0.0,472867.7,2573317.7,481.6,90.35,-
1314,0.167,2,0.0,0,0.0,167459795120.8,167459795120.8,0,0.0,459691.6,2576589.3,417.5,76.42,AL DIREZ
1703,0.166,2,1.0,5,0.742,166.2,224.2,0,0.0,474057.7,2572682.3,489.7,96.46,BAT
864,0.166,0,0.0,0,0.0,165949234641.2,165949234641.2,0,0.0,453117.5,2574856.7,392.9,54.37,-
1202,0.165,2,1.5,8,1.08,113.5,153.0,0,0.0,459132.1,2577022.0,417.2,74.33,AL DIREZ
163,0.164,2,1.5,8,1.08,112.9,152.2,0,0.0,447696.0,2569080.9,349.6,18.29,-
1055,0.164,1,0.0,0,0.0,164304619664.9,164304619664.9,0,0.0,462853.3,2567820.8,390.8,68.31,-
1487,0.164,8,4.4,23,3.239,37.6,50.7,0,0.0,461842.3,2578432.4,426.1,80.2,AL DIREZ
925,0.164,3,4.4,23,3.239,37.6,50.7,0,0.0,452045.2,2576568.2,394.8,58.06,-
1426,0.163,0,0.0,0,0.0,162726853802.5,162726853802.5,1,11.4,469018.8,2575316.8,457.2,78.32,-
1780,0.163,9,3.5,18,2.563,47.3,63.7,0,0.0,451000.4,2565715.9,345.4,111.31,AL SULAIF
703,0.163,1,1.5,0,5.096,106.8,32.1,0,0.0,434300.4,2574998.6,315.1,43.74,HAI AL SAADAH -S2
77,0.162,0,0.0,0,0.0,161967958628.7,161967958628.7,0,0.0,444397.3,2559810.8,325.8,13.05,-
1710,0.161,4,3.0,16,2.225,53.5,72.2,0,0.0,459911.6,2576754.3,418.5,96.69,AL DIREZ
1559,0.161,1,0.0,0,0.0,160958058542.4,160958058542.4,0,0.0,469316.5,2575336.3,457.6,80.42,AL WAHRAH
111,0.159,1,1.5,8,1.08,109.4,147.6,0,0.0,449755.0,2567660.5,352.4,10.8,-
1637,0.159,9,2.9,15,2.16,54.8,73.8,0,0.0,474062.4,2571812.7,495.5,90.73,BAT
685,0.157,2,3.0,11,4.814,52.2,32.5,0,0.0,453128.9,2573432.9,383.5,43.26,-
251,0.156,3,2.9,15,2.16,53.5,72.1,0,0.0,451737.0,2569009.9,368.5,21.37,-
1404,0.155,1,0.0,0,0.0,154971947825.4,154971947825.4,0,0.0,466821.0,2577155.1,445.9,77.96,-
687,0.154,0,0.0,0,0.0,153579993554.4,153579993554.4,0,0.0,455493.4,2569538.6,367.7,43.05,-
48,0.154,3,3.9,15,2.723,39.4,56.6,0,0.0,445444.3,2561577.6,330.3,8.6,-
1462,0.154,3,2.0,11,1.483,77.0,103.9,0,0.0,466550.3,2565229.8,405.4,79.12,-
507,0.153,2,2.9,15,2.16,52.6,70.9,0,0.0,448760.3,2573504.1,381.7,32.59,-
855,0.153,1,0.0,0,0.0,153191686924.0,153191686924.0,0,0.0,455840.6,2566970.3,366.1,54.5,-
882,0.153,4,1.5,8,1.08,105.3,142.0,0,0.0,453283.7,2574812.2,391.8,55.69,-
723,0.152,2,2.9,15,2.16,52.1,70.2,0,0.0,457125.2,2568546.0,374.0,47.35,AL JUBAYYAH (P.A.)
159,0.152,1,13.0,48,8.929,11.7,17.0,0,0.0,450446.6,2567555.9,354.3,17.07,-
1537,0.152,3,2.5,13,1.821,62.0,83.5,0,0.0,469659.9,2574911.3,462.0,84.13,AL WAHRAH
863,0.151,6,4.9,26,3.643,30.6,41.3,1,11.8,453083.8,2574553.2,390.6,54.73,-
914,0.151,1,0.0,0,0.0,150966074226.8,150966074226.8,0,0.0,453711.7,2577627.4,401.1,57.62,-
541,0.151,6,26.5,46,16.474,5.7,9.1,0,0.0,449283.9,2573444.6,378.1,33.62,ALRAYBAH (P.A)
1560,0.15,13,0.0,0,0.0,150269798332.9,150269798332.9,0,0.0,469355.2,2574750.0,458.7,85.81,AL WAHRAH
1658,0.148,8,1.0,5,0.742,147.6,199.1,0,0.0,473865.4,2572060.7,490.1,92.07,BAT
211,0.148,0,0.0,0,0.0,147720073747.6,147720073747.6,0,0.0,450556.3,2568917.8,359.9,20.13,-
515,0.148,0,0.0,0,0.0,147979901350.7,147979901350.7,0,0.0,449178.3,2573568.1,379.8,32.83,-
1526,0.147,24,19.2,102,14.233,7.7,10.3,0,0.0,451383.9,2566071.2,349.2,77.64,AL SULAIF
1323,0.147,2,2.0,11,1.483,73.4,99.0,0,0.0,459274.1,2576113.0,416.2,76.58,AL DIREZ
813,0.146,0,0.0,0,0.0,146251484327.0,146251484327.0,0,0.0,452561.3,2566550.5,355.5,48.05,-
249,0.146,3,3.5,18,2.563,42.2,56.9,0,0.0,451068.1,2570122.6,368.2,21.81,-
561,0.146,5,2.9,15,2.16,50.2,67.7,0,0.0,447373.0,2570794.1,392.2,34.98,-
1662,0.145,10,3.9,21,2.901,37.1,50.0,0,0.0,468991.1,2575088.1,456.8,86.54,AL WAHRAH
1077,0.144,2,1.0,5,0.742,143.5,193.5,0,0.0,462172.9,2576182.4,428.1,71.21,-
884,0.144,2,1.0,5,0.742,144.2,194.4,0,0.0,454109.9,2576612.7,401.1,55.81,-
210,0.144,15,1.5,8,1.08,98.6,132.9,0,0.0,445993.6,2568405.4,345.2,20.19,HEJAR
429,0.143,1,1.5,8,1.08,97.9,132.0,0,0.0,446391.2,2572898.9,383.9,30.53,-
380,0.143,3,4.4,23,3.239,32.7,44.1,0,0.0,448710.0,2572233.3,371.4,29.3,-
246,0.143,4,5.4,29,3.981,26.7,35.9,0,0.0,451293.3,2568400.6,364.3,21.27,-
1248,0.143,2,0.0,0,0.0,143476802756.9,143476802756.9,0,0.0,461408.3,2578607.4,425.7,75.54,-
1063,0.143,0,0.0,0,0.0,142747150436.3,142747150436.3,0,0.0,459518.9,2578634.0,426.7,70.29,-
1660,0.142,2,1.5,8,1.08,97.7,131.8,0,0.0,462166.3,2579839.4,434.8,92.3,AL DARIZ (P.A.)-C
76,0.142,1,0.0,0,0.0,142026787392.0,142026787392.0,0,0.0,445187.2,2567690.6,337.9,13.36,-
1307,0.141,4,2.0,11,1.483,70.3,94.8,0,0.0,461057.1,2577311.2,422.4,76.36,AL DIREZ
773,0.141,11,5.5,29,4.046,25.8,34.8,0,0.0,452799.0,2573986.9,387.3,50.12,-
1207,0.141,3,2.9,15,2.16,48.3,65.1,0,0.0,468256.8,2565505.6,411.8,74.27,-
92,0.141,8,8.0,43,5.933,17.6,23.7,0,0.0,444782.1,2559458.5,321.5,14.56,-
1671,0.14,1,0.0,0,0.0,139702225722.5,139702225722.5,0,0.0,473790.7,2574854.0,488.3,93.59,-
351,0.138,1,1.5,0,5.096,89.9,27.0,0,0.0,447962.6,2571325.0,371.2,28.49,-
1374,0.138,0,0.0,0,0.0,137739080312.1,137739080312.1,0,0.0,462659.3,2578310.4,427.7,77.27,-
831,0.137,1,2.0,11,1.483,68.3,92.1,0,0.0,456859.2,2567866.3,369.9,53.55,-
521,0.136,1,1.5,8,1.08,93.3,125.9,0,0.0,445254.2,2572381.9,390.5,33.08,ALRAYBAH (P.A)
3,0.136,2,2.9,15,2.16,46.8,63.1,0,0.0,445394.1,2563081.6,327.5,3.19,-
1673,0.136,3,1.0,5,0.742,136.0,183.4,0,0.0,470334.5,2564401.8,419.2,93.54,-
231,0.136,7,9.7,46,9.81,14.0,13.9,0,0.0,441295.8,2569319.5,336.0,20.75,-
1685,0.136,1,1.0,5,0.742,135.9,183.3,0,0.0,474122.8,2572907.0,486.4,90.04,BAT
1550,0.135,2,1.0,0,0.564,134.8,239.2,0,0.0,470003.9,2574371.7,463.1,85.34,-
894,0.135,0,0.0,0,0.0,134696088838.4,134696088838.4,0,0.0,455067.2,2576153.6,402.6,56.62,-
355,0.134,2,2.0,11,1.483,66.8,90.1,0,0.0,450177.5,2570090.2,362.8,23.35,-
1155,0.134,6,0.0,0,0.0,134004851427.1,134004851427.1,0,0.0,460384.6,2578009.3,423.6,73.6,-
99,0.133,0,0.0,0,0.0,133378923842.1,133378923842.1,0,0.0,444310.5,2567307.0,332.8,15.2,-
983,0.132,11,14.8,42,9.747,8.9,13.5,0,0.0,453317.3,2574317.8,390.3,61.08,-
979,0.132,2,3.5,18,2.563,38.1,51.4,0,0.0,453246.2,2574211.0,389.2,61.91,-
169,0.132,0,0.0,0,0.0,131947867327.3,131947867327.3,0,0.0,448288.3,2563216.0,332.6,13.3,-
85,0.132,2,2.9,15,2.16,45.3,61.1,0,0.0,447963.4,2568070.2,347.9,14.06,-
742,0.132,11,4.4,23,3.239,30.1,40.6,0,0.0,454530.1,2575191.8,395.7,48.53,-
183,0.131,0,0.0,0,0.0,131127062068.2,131127062068.2,0,0.0,450621.8,2567749.8,353.2,19.32,-
1774,0.13,3,3.0,16,2.225,43.5,58.7,0,0.0,446668.5,2558632.7,320.0,113.35,-
999,0.13,0,0.0,0,0.0,129986707756.3,129986707756.3,0,0.0,453951.7,2578314.4,408.0,63.24,-
859,0.13,3,1.0,5,0.742,129.9,175.2,0,0.0,455980.4,2567494.2,367.0,54.62,-
658,0.13,2,1.5,8,1.08,89.3,120.4,1,10.6,451830.5,2571337.7,377.9,41.45,-
361,0.129,1,1.0,5,0.742,129.1,174.0,0,0.0,448988.3,2572204.5,371.5,28.86,-
1319,0.129,3,2.9,15,2.16,44.5,59.9,0,0.0,458160.1,2576673.0,412.9,76.48,-
241,0.128,1,2.5,8,4.411,52.0,28.9,0,0.0,441421.6,2568731.2,331.0,21.53,AL JAHLI
342,0.128,0,0.0,0,0.0,128336541609.6,128336541609.6,0,0.0,447803.9,2571461.9,372.2,28.24,-
1256,0.128,2,2.0,11,1.483,63.9,86.1,0,0.0,465963.7,2576050.4,445.4,75.65,-
1433,0.127,2,2.5,13,1.821,51.9,69.9,0,0.0,451372.5,2565195.0,348.9,78.4,-
639,0.127,2,1.5,8,1.08,86.9,117.2,0,0.0,449910.1,2570673.7,365.2,34.66,KAWAS
1094,0.126,2,2.9,15,2.16,43.1,58.2,0,0.0,460237.6,2579329.4,432.4,72.0,-
233,0.126,8,8.7,46,6.479,14.5,19.5,0,0.0,441824.2,2568706.8,330.0,20.96,-
533,0.126,0,0.0,0,0.0,125738391883.8,125738391883.8,0,0.0,439060.0,2568672.7,324.0,33.55,-
808,0.126,4,5.5,29,4.046,23.1,31.1,0,0.0,451549.0,2573949.6,383.4,52.79,-
554,0.126,2,1.5,8,1.08,86.4,116.4,0,0.0,449846.9,2573471.6,377.2,34.53,ALRAYBAH (P.A)
1385,0.125,0,0.0,0,0.0,125069261759.9,125069261759.9,0,0.0,465888.0,2577741.2,441.7,77.7,-
1367,0.125,1,0.0,0,0.0,125291648109.7,125291648109.7,0,0.0,460407.8,2576125.5,421.9,77.4,AL DIREZ
987,0.125,6,4.4,23,3.239,28.5,38.5,0,0.0,453472.7,2574123.5,388.6,62.04,-
665,0.124,5,20.6,39,12.895,6.0,9.6,0,0.0,459278.2,2569077.5,381.5,41.97,-
1513,0.124,6,1.5,8,1.08,85.0,114.6,0,0.0,454555.4,2566497.0,362.5,81.95,-
1740,0.124,4,3.5,18,2.563,35.8,48.3,0,0.0,451243.6,2566004.8,344.9,94.47,-
197,0.124,5,7.9,42,5.868,15.6,21.1,0,0.0,450980.1,2567747.9,359.6,19.02,-
173,0.123,2,2.9,15,2.16,42.2,57.0,0,0.0,450861.9,2567685.8,357.2,18.85,-
509,0.123,1,1.0,0,3.331,122.8,36.9,0,0.0,451090.5,2572326.0,375.3,32.74,AL SELAMI
1018,0.122,1,1.5,8,1.08,83.7,112.9,0,0.0,453073.7,2577808.4,403.1,65.03,-
970,0.121,0,0.0,0,0.0,121317636066.9,121317636066.9,0,0.0,454103.7,2578002.4,403.7,61.67,-
803,0.12,1,0.0,0,0.0,120017566400.9,120017566400.9,0,0.0,456254.2,2568251.3,373.0,52.66,-
1116,0.12,1,1.0,5,0.742,119.7,161.5,0,0.0,460349.6,2578124.3,424.6,72.57,-
1313,0.12,0,0.0,0,0.0,120311274681.5,120311274681.5,0,0.0,463377.9,2577514.5,432.4,76.31,-
16,0.119,3,2.5,13,1.821,48.5,65.4,0,0.0,447310.7,2566329.7,343.5,6.97,IBRI
60,0.119,2,2.9,15,2.16,40.7,54.9,0,0.0,448810.9,2565337.6,342.9,10.68,-
165,0.117,2,12.0,43,8.187,9.7,14.3,0,0.0,450637.8,2567455.1,352.2,18.44,-
381,0.117,0,0.0,0,0.0,117403606462.8,117403606462.8,0,0.0,447894.6,2571208.0,371.5,29.44,-
87,0.117,3,1.5,8,1.08,80.6,108.6,0,0.0,447808.5,2568194.2,348.1,14.18,-
121,0.116,3,3.0,16,2.225,38.6,52.1,0,0.0,448365.7,2570111.8,364.2,16.36,-
184,0.116,1,1.0,5,0.742,116.0,156.4,0,0.0,450519.0,2568435.3,361.3,19.37,AL MURTAFA
853,0.116,7,7.9,13,7.651,14.6,15.1,0,0.0,452048.0,2574908.6,388.1,54.01,-
851,0.116,4,2.5,13,1.821,47.0,63.4,0,0.0,451782.2,2574780.8,388.0,54.38,-
861,0.116,1,2.0,11,1.483,58.0,78.3,0,0.0,453655.3,2575353.2,394.1,54.76,-
1776,0.115,0,0.0,0,0.0,115257447980.9,115257447980.9,0,0.0,446887.7,2558323.7,318.1,108.37,-
1678,0.115,0,0.0,0,0.0,115029235589.3,115029235589.3,0,0.0,469948.7,2564736.7,416.7,89.24,-
664,0.115,0,0.0,0,0.0,115272153249.0,115272153249.0,0,0.0,458874.0,2568744.0,380.0,41.83,-
1180,0.115,4,2.9,15,2.16,39.4,53.1,0,0.0,465002.7,2576534.6,440.6,74.17,AL DIREZ
1800,0.114,0,0.0,0,0.0,114116250256.4,114116250256.4,0,0.0,446370.2,2558388.4,317.3,124.66,-
1414,0.114,6,1.5,8,1.08,78.1,105.3,0,0.0,460577.7,2577027.1,420.7,78.12,AL DIREZ
1783,0.113,5,2.5,13,1.821,46.0,62.0,0,0.0,470643.8,2563158.3,423.3,114.01,-
1759,0.113,0,0.0,0,0.0,112518352905.3,112518352905.3,0,0.0,465481.6,2566353.5,399.4,97.39,-
717,0.113,10,12.3,42,8.366,9.1,13.5,0,0.0,458877.0,2567301.9,376.6,46.45,-
1602,0.113,2,1.0,5,0.742,112.8,152.1,0,0.0,451220.7,2565942.5,344.7,84.36,-
669,0.112,0,0.0,0,0.0,111672904622.6,111672904622.6,0,0.0,456111.7,2572411.5,380.8,42.41,-
513,0.111,0,0.0,0,0.0,111329068611.0,111329068611.0,0,0.0,437002.5,2574576.1,329.3,32.94,-
1328,0.111,4,4.4,23,3.239,25.4,34.3,0,0.0,464610.3,2578436.9,435.9,76.67,-
281,0.109,4,5.4,29,3.981,20.4,27.4,0,0.0,450180.0,2569665.1,365.4,22.28,-
1092,0.109,6,2.9,15,2.16,37.4,50.4,0,0.0,462465.9,2575614.4,426.4,71.91,AL DIREZ
1727,0.109,3,4.4,23,3.239,24.9,33.6,0,0.0,475169.2,2575976.0,504.6,97.46,BAT (P.A.)
876,0.109,1,1.0,5,0.742,108.8,146.7,0,0.0,452967.8,2574416.8,389.1,55.45,-
1574,0.108,4,3.9,21,2.901,27.5,37.1,0,0.0,470455.8,2574779.7,469.5,85.06,AL WAHRAH
689,0.108,1,0.0,0,0.0,107887635725.8,107887635725.8,0,0.0,458298.8,2568660.9,377.4,43.32,-
365,0.108,0,0.0,0,0.0,108411874990.0,108411874990.0,0,0.0,438708.4,2572569.6,331.8,29.13,-
1669,0.108,0,0.0,0,0.0,107777771930.8,107777771930.8,0,0.0,474249.2,2575273.0,494.0,92.39,-
1354,0.107,1,0.0,0,0.0,106734309484.6,106734309484.6,0,0.0,466835.0,2577405.1,445.2,77.21,-
995,0.107,4,4.9,26,3.643,21.7,29.2,0,0.0,463006.3,2567487.8,390.3,62.82,-
1496,0.107,2,0.0,0,0.0,106730409988.5,106730409988.5,0,0.0,464630.5,2577414.9,437.4,80.9,-
871,0.107,2,3.5,18,2.563,30.9,41.7,1,10.9,453741.2,2575524.0,395.0,54.82,-
125,0.106,5,2.0,0,1.127,53.1,94.2,0,0.0,443412.3,2568179.1,334.8,16.64,-
244,0.105,2,1.5,8,1.08,72.4,97.6,0,0.0,450173.2,2569081.0,363.5,21.05,-
455,0.104,1,1.5,8,1.08,71.6,96.5,0,0.0,446137.5,2572921.6,385.7,30.96,-
782,0.104,4,7.3,15,4.658,14.2,22.3,0,0.0,452331.9,2573783.1,384.6,51.01,-
866,0.104,1,0.0,0,0.0,103838633080.0,103838633080.0,0,0.0,461969.7,2568158.1,391.1,54.97,-
885,0.104,2,2.9,15,2.16,35.7,48.1,0,0.0,452737.0,2573748.8,383.7,50.54,-
1144,0.103,0,0.0,0,0.0,103472452637.7,103472452637.7,0,0.0,463923.9,2576973.1,434.3,73.3,-
152,0.103,8,13.7,52,9.474,7.5,10.9,0,0.0,446507.4,2567741.6,341.2,17.37,HELAT ALNAHDHAH
1695,0.103,0,0.0,0,0.0,103032803263.1,103032803263.1,0,0.0,451032.4,2565834.9,347.0,90.51,-
1736,0.103,6,1.0,5,0.742,103.0,138.8,0,0.0,460777.5,2577048.6,421.0,93.64,AL DIREZ
1261,0.102,2,3.0,16,2.225,34.1,46.0,0,0.0,459902.6,2577117.3,419.4,75.69,AL DIREZ
558,0.102,1,0.0,0,0.0,101853190034.8,101853190034.8,0,0.0,449806.9,2573383.6,376.9,34.71,ALRAYBAH (P.A)
480,0.102,0,0.0,0,0.0,101598307202.8,101598307202.8,0,0.0,445326.2,2572910.9,390.0,31.69,-
5,0.101,0,0.0,0,0.0,101218951185.0,101218951185.0,0,0.0,446211.8,2561917.4,335.4,5.02,-
321,0.101,0,0.0,0,0.0,101064960581.4,101064960581.4,0,0.0,448701.6,2571102.0,367.8,27.53,-
8,0.101,1,7.0,37,5.191,14.4,19.4,0,0.0,446949.6,2563855.4,333.1,5.38,-
1757,0.1,3,4.4,23,3.239,22.9,30.9,0,0.0,473215.5,2572176.8,494.2,99.23,BAT
850,0.1,0,0.0,0,0.0,99797623440.8,99797623440.8,0,0.0,453158.9,2575702.8,395.9,54.3,-
239,0.1,1,0.0,0,0.0,99727410694.6,99727410694.6,0,0.0,451333.7,2568399.6,364.8,21.03,-
781,0.1,0,0.0,0,0.0,99937022582.6,99937022582.6,0,0.0,458109.8,2571480.3,378.3,51.06,-
265,0.1,0,0.0,0,0.0,99650777477.1,99650777477.1,0,0.0,451979.0,2570479.1,437.2,23.83,-
965,0.1,3,4.4,23,3.239,22.9,30.9,0,0.0,452854.5,2573372.6,384.1,61.48,-
837,0.1,7,4.4,23,3.239,22.9,30.8,0,0.0,454540.8,2574862.2,394.2,53.66,-
1399,0.099,3,0.0,0,0.0,99378202551.0,99378202551.0,0,0.0,460404.5,2576992.6,420.3,77.79,-
960,0.099,1,1.5,8,1.08,68.3,92.1,0,0.0,454138.7,2577454.4,401.4,61.37,-
1621,0.098,15,10.3,55,7.624,9.5,12.9,1,11.1,474304.7,2572209.2,492.9,89.96,BAT
212,0.098,5,5.4,29,3.981,18.2,24.6,0,0.0,450931.4,2568004.2,357.5,19.69,-
721,0.098,2,2.9,15,2.16,33.7,45.5,0,0.0,461282.4,2571331.8,391.4,47.09,AL TAYYEB (P.A.)
313,0.098,0,0.0,0,0.0,97828728085.1,97828728085.1,0,0.0,442762.8,2569961.7,341.8,27.15,-
843,0.097,1,0.0,0,0.0,96845690926.2,96845690926.2,0,0.0,456274.6,2567304.3,367.9,53.96,-
7,0.097,3,5.9,8,3.579,16.5,27.2,0,0.0,446217.1,2564410.0,335.0,5.22,DUBAISHI (P.A)
1059,0.097,0,0.0,0,0.0,97385208346.0,97385208346.0,0,0.0,452701.4,2566171.7,354.8,64.42,-
1241,0.097,3,5.9,15,3.85,16.5,25.3,0,0.0,464690.0,2577669.3,438.2,75.31,AL DIREZ
1493,0.097,3,5.4,0,5.83,17.8,16.6,0,0.0,451448.1,2564667.8,350.7,80.59,-
493,0.097,0,0.0,0,0.0,96869825499.6,96869825499.6,0,0.0,445206.2,2572901.9,390.2,32.11,-
192,0.096,1,1.5,0,5.096,62.7,18.8,0,0.0,450527.9,2565737.5,346.7,19.53,-
587,0.096,0,0.0,0,0.0,96406833721.2,96406833721.2,0,0.0,449128.9,2573242.6,377.3,36.16,-
1217,0.096,1,0.0,0,0.0,95910650428.8,95910650428.8,0,0.0,460211.6,2577436.3,422.4,75.08,-
1275,0.096,6,0.0,0,0.0,96132272989.1,96132272989.1,0,0.0,460840.6,2577952.3,426.3,75.26,AL DIREZ
988,0.095,4,5.8,31,4.319,16.2,21.9,0,0.0,452810.0,2573450.7,384.3,61.55,-
1157,0.094,2,0.0,0,0.0,93864584580.9,93864584580.9,0,0.0,464477.2,2576515.3,438.3,73.71,AL DIREZ
1030,0.094,1,0.0,0,0.0,93509174112.5,93509174112.5,0,0.0,453916.7,2565090.8,360.3,66.71,-
666,0.094,3,3.9,21,2.901,23.9,32.3,0,0.0,458377.7,2568965.0,377.7,42.02,AL TAYYEB (P.A.)
2,0.094,1,1.5,8,1.08,64.5,86.9,0,0.0,445401.5,2563219.9,328.2,2.78,-
933,0.093,1,1.5,8,1.08,63.7,85.9,0,0.0,453791.6,2577423.0,399.9,59.16,-
883,0.092,8,2.0,11,1.483,45.9,61.9,0,0.0,452859.8,2574348.8,389.5,55.59,-
1186,0.092,2,2.9,15,2.16,31.5,42.5,0,0.0,464146.3,2575787.8,432.9,74.4,-
434,0.092,1,1.5,0,5.096,60.0,18.0,0,0.0,445918.9,2573127.5,389.3,30.6,ALRAYBAH (P.A)
524,0.091,3,4.4,23,3.239,20.7,27.9,0,0.0,449003.3,2573898.1,386.2,33.25,-
1699,0.09,1,1.5,8,1.08,61.6,83.1,0,0.0,474585.2,2575551.0,496.2,95.48,BAT (P.A.)
