NODE_UID,NODE_KIND,TIER,GRD_M,INV_M,DEPTH_M,DROP_M,DROP_TYPE,VORTEX,MH_DIA,ARRIVING_EDGE
N0006688,junction,sub main,323.4686584472656,314.9056663810381,8.562992066227537,6.4359809308431295,vortex,1,1.0,E0006926
N0016240,junction,main,346.98284912109375,338.3535002694631,8.629348851630652,6.430440693105766,vortex,1,1.0,E0016141
N0039453,junction,sub main,353.2117919921875,343.89161080857036,9.320181183617137,6.423713059968861,vortex,1,1.0,E0039315
N0022426,junction,sub main,367.4832763671875,357.94141062852566,9.54186573866184,6.416435992384379,vortex,1,1.0,E0022561
N0009680,junction,sub main,333.5990905761719,324.33849958232463,9.260590993847245,6.4030442978682345,vortex,1,1.0,E0009956
N0038396,junction,sub main,404.9296569824219,396.6811842576839,8.248472724737951,6.40164661421943,vortex,1,1.0,E0038334
N0041293,junction,main,351.64971923828125,343.69450384718334,7.955215391097909,6.401535975195827,vortex,1,1.0,E0041179
N0030701,junction,sub main,383.339111328125,374.04193859045137,9.297172737673634,6.400864372259662,vortex,1,1.0,E0031057
N0006530,junction,sub main,339.4976806640625,331.0956326980214,8.402047966041096,6.39415921348683,vortex,1,1.0,E0006722
N0009115,junction,sub main,333.3277893066406,323.6360791922547,9.691710114385899,6.385793936280834,vortex,1,1.0,E0009431
N0035288,junction,main,399.050537109375,391.0511021060573,7.999435003317728,6.381191343256319,vortex,1,1.0,E0035511
N0012504,junction,sub main,348.4975280761719,339.39402069787985,9.103507378292022,6.380752329301117,vortex,1,1.0,E0012746
N0021829,junction,sub main,365.29681396484375,357.3071013515335,7.989712613310246,6.378474547245219,vortex,1,1.0,E0021864
N0020522,junction,sub main,370.1977844238281,361.801679549692,8.396104874136142,6.372494993113321,vortex,1,1.0,E0020518
N0014788,junction,main,317.4181213378906,308.7567457606109,8.661375577279728,6.372252517545462,vortex,1,1.0,E0014895
N0039249,junction,main,408.0922546386719,399.1828089453629,8.909445693308953,6.3697573767158815,vortex,1,1.0,E0039161
N0047586,junction,trunk main,477.3860778808594,468.8641336115646,8.52194426929475,6.3650084913526825,vortex,1,1.0,E0047365
N0019649,junction,main,353.186279296875,345.2161953360148,7.970083960860222,6.36221638543833,vortex,1,1.0,E0019619
N0008169,junction,trunk main,335.2366638183594,327.2231975219562,8.01346629640318,6.357792762072052,vortex,1,1.0,E0008361
N0010703,junction,sub main,339.615966796875,331.5611209831896,8.054845813685404,6.345040819665087,vortex,1,1.0,E0010944
N0041428,junction,main,350.9719543457031,342.94886045380764,8.023093891895485,6.339980534274446,vortex,1,1.0,E0041326
N0041574,junction,trunk main,425.56756591796875,417.6805712541324,7.886994663836333,6.334630634270866,vortex,1,1.0,E0041506
N0021700,junction,main,381.8149719238281,371.65579239179203,10.159179532036092,6.331120705700243,vortex,1,1.0,E0021709
N0026481,junction,trunk main,386.0904846191406,377.1360244304012,8.954460188739404,6.32854335733731,vortex,1,1.0,E0026841
N0013608,junction,main,339.05059814453125,331.171128621108,7.879469523423268,6.326385691433643,vortex,1,1.0,E0013811
N0041289,junction,main,350.6299133300781,342.397425170677,8.2324881594011,6.32479508786173,vortex,1,1.0,E0041180
N0025450,junction,main,343.4404296875,335.310662602129,8.129767085370986,6.3192365736002785,vortex,1,1.0,E0025727
N0027584,junction,sub main,379.8132629394531,371.9226529377513,7.890610001701816,6.313831588620076,vortex,1,1.0,E0027976
N0045815,junction,trunk main,453.3419189453125,444.80115627739673,8.540762667915772,6.303215164361973,vortex,1,1.0,E0045828
N0026371,junction,sub main,368.53179931640625,358.7449559824772,9.786843333929028,6.3023321117289015,vortex,1,1.0,E0026691
N0004744,junction,sub main,335.0931396484375,326.9691105957072,8.124029052730293,6.300000073474848,vortex,1,1.0,E0005022
N0031116,junction,main,397.9457092285156,389.97789659532407,7.967812633191556,6.290507194000838,vortex,1,1.0,E0031454
N0047061,junction,trunk main,465.5860595703125,456.84618562823977,8.739873942072734,6.290012036711801,vortex,1,1.0,E0046964
N0005231,junction,trunk main,327.7541809082031,318.40657603538216,9.347604872820966,6.289974686697406,vortex,1,1.0,E0005426
N0042888,junction,main,433.4022216796875,425.4878570576634,7.914364622024095,6.2823975744587415,vortex,1,1.0,E0042760
N0032829,junction,sub main,395.2088317871094,386.52819361015145,8.680638176957927,6.280695587499849,vortex,1,1.0,E0033073
N0023264,junction,main,370.0220947265625,362.16693288918754,7.855161837374965,6.28025876636724,vortex,1,1.0,E0023438
N0027067,junction,sub main,336.56719970703125,327.78580980606273,8.78138990096852,6.276942385909081,vortex,1,1.0,E0027429
N0035819,junction,main,389.7220153808594,381.6348954624254,8.087119918433984,6.271519210351471,vortex,1,1.0,E0035918
N0041998,junction,trunk main,426.15740966796875,417.9868522231177,8.170557444851056,6.268685372975256,vortex,1,1.0,E0041870
N0030526,junction,main,344.7751770019531,336.7445990285701,8.030577973383004,6.268448772096463,vortex,1,1.0,E0030794
N0038874,junction,sub main,352.9897766113281,340.6428606790461,12.346915932282002,6.2589773003568325,vortex,1,1.0,E0038798
N0014581,junction,sub main,436.22100830078125,427.13751820677754,9.083490094003707,6.257161208127684,vortex,1,1.0,E0014657
N0021935,junction,trunk main,382.8233337402344,375.0081622108105,7.815171529423878,6.256381442350346,vortex,1,1.0,E0021980
N0032722,junction,main,403.12945556640625,390.97289473784895,12.156560828557303,6.255316386596405,vortex,1,1.0,E0032909
N0019883,junction,trunk main,379.37030029296875,368.9954562697864,10.374844023182334,6.243309769155815,vortex,1,1.0,E0019828
N0003795,junction,main,422.91766357421875,414.5064866532568,8.411176920961964,6.235301801811204,vortex,1,1.0,E0004189
N0031549,junction,main,388.7719421386719,380.75229132502926,8.019650813642613,6.22990939787627,vortex,1,1.0,E0031863
N0021716,junction,sub main,373.5027770996094,364.24760780259663,9.255169297012742,6.2272266800107445,vortex,1,1.0,E0021790
N0006885,junction,trunk main,330.7903747558594,319.1700904389222,11.620284316937159,6.225492502366706,vortex,1,1.0,E0007207
N0022844,junction,main,370.0043640136719,362.1017408651355,7.90262314853635,6.222275488399703,vortex,1,1.0,E0023036
N0028281,junction,trunk main,389.01263427734375,381.0690494718016,7.943584805542173,6.208952092077027,vortex,1,1.0,E0028580
N0020448,junction,sub main,365.4176940917969,355.2004420205036,10.217252071293274,6.208334699098771,vortex,1,1.0,E0020430
N0009243,junction,main,329.6850280761719,321.707835861161,7.977192215010859,6.204740288983203,vortex,1,1.0,E0009557
N0027772,junction,sub main,382.8128662109375,370.34711987859305,12.465746332344452,6.1932260589971975,vortex,1,1.0,E0028097
N0008529,junction,main,427.6373596191406,419.4376813610572,8.199678258083452,6.191994404866932,vortex,1,1.0,E0008754
N0030843,junction,sub main,389.8781433105469,374.1714281906047,15.706715119942203,6.190379639885293,vortex,1,1.0,E0031340
N0029713,junction,sub main,376.6193542480469,368.39853000275355,8.22082424529333,6.190227475667996,vortex,1,1.0,E0030016
N0008940,junction,sub main,342.26446533203125,333.8474174927175,8.417047839313739,6.181837339766901,vortex,1,1.0,E0009223
N0009067,junction,trunk main,341.6806945800781,328.52129511436254,13.15939946571558,6.181457849625929,vortex,1,1.0,E0009380
N0032144,junction,sub main,364.3154296875,354.0718827335983,10.243546953901728,6.17885758564023,vortex,1,1.0,E0032507
N0013955,junction,trunk main,419.9270324707031,411.5697035567221,8.357328913981007,6.176833922261608,vortex,1,1.0,E0014015
N0016814,junction,trunk main,356.2991638183594,347.7811169685415,8.518046849817893,6.176813728304069,vortex,1,1.0,E0016619
N0032748,junction,sub main,363.9806823730469,354.2962317590126,9.68445061403429,6.1760132791469005,vortex,1,1.0,E0032933
N0041752,junction,trunk main,425.5299987792969,417.8007032959393,7.729295483357589,6.174564421449759,vortex,1,1.0,E0041597
N0033993,junction,main,380.7991943359375,372.7901462358854,8.009048100052098,6.166616530667852,vortex,1,1.0,E0034172
N0017449,junction,sub main,360.2955017089844,351.3104664696163,8.985035239368074,6.164986441025121,vortex,1,1.0,E0017341
N0000733,junction,sub main,497.54547119140625,488.6233149390168,8.92215625238947,6.162227313119445,vortex,1,1.0,E0002547
N0041756,junction,main,425.7774963378906,416.8630643534058,8.91443198448485,6.155685642968876,vortex,1,1.0,E0041603
N0008302,junction,sub main,337.1848449707031,327.41127609317004,9.77356887753308,6.149070341513948,vortex,1,1.0,E0008507
N0007613,junction,sub main,315.4313659667969,304.50259611224993,10.928769854546942,6.148770898064129,vortex,1,1.0,E0008235
N0035333,junction,main,389.4017639160156,381.1018460893655,8.29991782665013,6.147181396593567,vortex,1,1.0,E0035571
N0035674,junction,sub main,346.1356201171875,335.3748630733998,10.760757043787692,6.143318511946973,vortex,1,1.0,E0035833
N0010879,junction,main,334.9762268066406,323.0830983476207,11.89312845901992,6.137090541498537,vortex,1,1.0,E0011129
N0022435,junction,sub main,367.4158630371094,355.276226648646,12.139636388463373,6.134587803246291,vortex,1,1.0,E0022583
N0014630,junction,main,420.4731140136719,412.7168211320489,7.756292881622983,6.13307584570606,vortex,1,1.0,E0014693
N0033313,junction,sub main,395.9281921386719,386.7160825930605,9.212109545611384,6.132114976780144,vortex,1,1.0,E0033620
N0034361,junction,sub main,389.24761962890625,380.5266332244751,8.72098640443113,6.128674446960872,vortex,1,1.0,E0034564
N0039204,junction,sub main,352.36578369140625,341.1333589900704,11.232424701335844,6.125044954913278,vortex,1,1.0,E0039097
N0011193,junction,main,341.18182373046875,331.40958679565915,9.772236934809598,6.123836256200491,vortex,1,1.0,E0011370
N0003742,junction,sub main,314.0638427734375,303.7285070117364,10.335335761701117,6.123721204368678,vortex,1,1.0,E0004154
N0000120,junction,main,360.37286376953125,352.6794739181443,7.693389851386939,6.112799609219053,vortex,1,1.0,E0002216
N0002462,junction,main,361.14599609375,353.2066053772616,7.93939071648839,6.111716458953879,vortex,1,1.0,E0003484
N0029001,junction,sub main,373.55181884765625,363.43640061714035,10.1154182305159,6.111355183625108,vortex,1,1.0,E0029367
N0022380,junction,sub main,377.92633056640625,369.9300193024216,7.996311263984637,6.108882287242466,vortex,1,1.0,E0022497
N0048200,junction,lateral,495.679443359375,488.000121249948,7.679322109427005,6.107664975907653,vortex,1,1.0,E0048062
N0015144,junction,main,394.3481140136719,385.94223658197654,8.40587743169533,6.102555056918675,vortex,1,1.0,E0015229
N0022745,junction,sub main,367.9156494140625,360.1781892484243,7.737460165638197,6.095547078417951,vortex,1,1.0,E0022879
N0017761,junction,sub main,363.58734130859375,352.3898008309365,11.197540477657242,6.091706868347501,vortex,1,1.0,E0017646
N0010640,junction,main,423.29571533203125,415.470186580685,7.825528751346269,6.08859126159831,vortex,1,1.0,E0010871
N0038580,junction,sub main,404.847412109375,396.7309888759437,8.116423233431306,6.087403996206945,vortex,1,1.0,E0038507
N0029264,junction,sub main,384.0419921875,374.425365121229,9.616627066271008,6.086856310600297,vortex,1,1.0,E0029629
N0005769,junction,sub main,329.81103515625,321.30261100210924,8.508424154140755,6.085610648974466,vortex,1,1.0,E0005942
N0044686,junction,main,445.24578857421875,437.4787004965641,7.767088077654648,6.081602013166787,vortex,1,1.0,E0044780
N0019082,junction,main,367.60614013671875,358.0470063405193,9.559133796199433,6.077542757898584,vortex,1,1.0,E0019037
N0005486,junction,main,423.2736511230469,415.1953007106932,8.0783504123537,6.076628407959674,vortex,1,1.0,E0005624
N0022472,junction,sub main,380.7059631347656,370.8275665898252,9.878396544940415,6.074666865912548,vortex,1,1.0,E0022602
N0025538,junction,main,378.3431701660156,368.98491414789953,9.358256018116094,6.069650213651244,vortex,1,1.0,E0025838
N0045528,junction,trunk main,452.5862121582031,443.7702656378585,8.815946520344653,6.066623826585442,vortex,1,1.0,E0045581
N0030779,junction,main,396.5595397949219,388.86271897118513,7.6968208237367435,6.053312199528193,vortex,1,1.0,E0031113
N0043339,junction,trunk main,439.0267028808594,430.4876709929926,8.53903188786677,6.050920901435745,vortex,1,1.0,E0043323
N0038926,junction,sub main,405.8191833496094,397.80720734867265,8.011976000936727,6.0429270432942985,vortex,1,1.0,E0038852
N0039798,junction,main,351.44989013671875,342.53430280210415,8.9155873346146,6.041116243385829,vortex,1,1.0,E0039666
N0020661,junction,sub main,365.14459228515625,356.31773934824935,8.826852936906903,6.040718099817582,vortex,1,1.0,E0020693
N0003643,junction,main,331.5597229003906,322.82663692039984,8.73308597999079,6.0393902320116695,vortex,1,1.0,E0003986
N0021073,junction,main,374.47503662109375,366.86764650807726,7.607390113016493,6.034947283832537,vortex,1,1.0,E0021020
N0041451,junction,trunk main,425.392822265625,417.6377607228943,7.755061542730687,6.03365105453139,vortex,1,1.0,E0041341
N0024930,junction,main,374.515869140625,366.908142489335,7.607726651290022,6.024950600226418,vortex,1,1.0,E0025186
N0015411,junction,main,323.51373291015625,315.9127806652379,7.600952244918346,6.021320001393235,vortex,1,1.0,E0015398
N0022284,junction,sub main,384.1871337890625,375.0023385047307,9.184795284331813,6.008209284725922,vortex,1,1.0,E0022425
N0011916,junction,sub main,348.5433349609375,338.918638664291,9.624696296646505,6.007844495393499,vortex,1,1.0,E0012255
N0023105,junction,sub main,366.5614318847656,358.74541639205665,7.816015492708971,6.001312311725826,vortex,1,1.0,E0023326
N0043067,junction,trunk main,438.19378662109375,430.1421152299573,8.051671391136438,5.996856281650764,vortex,1,1.0,E0042969
N0036410,junction,sub main,346.181396484375,336.60794434579014,9.573452138584855,5.996233590285954,vortex,1,1.0,E0036582
N0029809,junction,main,377.2742004394531,369.71349227573756,7.56070816371556,5.996029348925902,vortex,1,1.0,E0030099
N0024783,junction,sub main,371.6236267089844,363.8728201034934,7.750806605490993,5.99412618752217,vortex,1,1.0,E0025089
N0043212,junction,trunk main,438.6604919433594,430.4269808123417,8.233511131017679,5.989448602360255,vortex,1,1.0,E0043094
N0048085,junction,main,483.011474609375,475.33546284398983,7.676011765385169,5.985119369076244,vortex,1,1.0,E0047980
N0012170,junction,sub main,336.9520263671875,329.1971055421951,7.754920824992382,5.984158848827462,vortex,1,1.0,E0012484
N0011325,junction,main,334.8180847167969,324.99223020284313,9.825854513953743,5.9841331550433665,vortex,1,1.0,E0011526
N0045020,junction,main,445.25103759765625,437.5214205152907,7.729617082365564,5.981053428992482,vortex,1,1.0,E0045075
N0011239,junction,sub main,336.92962646484375,327.970299711828,8.959326753015773,5.980500428294988,vortex,1,1.0,E0011438
N0006954,junction,sub main,327.67987060546875,317.06425804060683,10.61561256486192,5.9770506290054755,vortex,1,1.0,E0007270
N0041121,junction,main,406.0338439941406,398.20476024612435,7.829083748016274,5.976612308124174,vortex,1,1.0,E0041035
N0016632,junction,trunk main,352.1883239746094,344.6025594720648,7.585764502544578,5.974940038682348,vortex,1,1.0,E0016441
N0008074,junction,sub main,440.9520263671875,433.3626264572672,7.589399909920303,5.958316119154858,vortex,1,1.0,E0008270
N0012682,junction,main,342.46051025390625,334.0036861533051,8.456824100601125,5.941663171485345,vortex,1,1.0,E0012897
N0002583,junction,main,435.9530334472656,427.4795438339289,8.47348961333671,5.941551612437138,vortex,1,1.0,E0003572
N0037527,junction,sub main,411.9001770019531,403.96652917772775,7.933647824225375,5.931200430056606,vortex,1,1.0,E0037565
N0007160,junction,main,323.4397888183594,314.44005705692894,8.99973176143044,5.92752519536873,vortex,1,1.0,E0007512
N0018184,junction,sub main,363.25762939453125,353.2190287988465,10.038600595684727,5.9134795322436275,vortex,1,1.0,E0018093
N0030598,junction,main,389.2813720703125,381.60036926323056,7.6810028070819385,5.909635269355704,vortex,1,1.0,E0030920
N0031698,junction,main,397.8249816894531,390.27976577228657,7.5452159171665585,5.9026140865989305,vortex,1,1.0,E0031997
N0006163,junction,main,333.136474609375,325.4260756768069,7.7103989325681255,5.901038197542903,vortex,1,1.0,E0006372
N0036904,junction,main,399.00335693359375,391.43033036406365,7.5730265695301,5.899272938483421,vortex,1,1.0,E0037030
N0012107,junction,main,341.02392578125,333.5549876618197,7.468938119430277,5.8988891944364354,vortex,1,1.0,E0012435
N0016975,junction,trunk main,354.6728210449219,346.7386080451491,7.934212999772797,5.898148302612924,vortex,1,1.0,E0016834
N0003779,junction,sub main,416.5712585449219,408.2771614880497,8.294097056872147,5.895917371340829,vortex,1,1.0,E0004171
N0034277,junction,sub main,337.6863708496094,329.78294236823166,7.903428481377716,5.892480978831657,vortex,1,1.0,E0034479
N0046663,junction,main,457.5008544921875,449.6398188285457,7.861035663641815,5.883774520754628,vortex,1,1.0,E0046552
N0014734,junction,main,329.9651184082031,322.5363928678079,7.428725540395249,5.872453189348732,vortex,1,1.0,E0014808
N0004580,junction,main,503.65179443359375,496.2311081021562,7.420686331437537,5.866604150633634,vortex,1,1.0,E0004864
N0033738,junction,main,381.95947265625,372.31254535955543,9.646927296694571,5.865806229076156,vortex,1,1.0,E0033960
N0026730,junction,main,383.0162048339844,375.531921991506,7.484282842478365,5.864122642733378,vortex,1,1.0,E0027169
N0026828,junction,main,374.7653503417969,366.68728045422347,8.078069887573406,5.860223247718807,vortex,1,1.0,E0027206
N0033470,junction,main,386.4411315917969,377.0339794141592,9.40715217763767,5.859000718511595,vortex,1,1.0,E0033722
N0022757,junction,main,380.5860900878906,371.71569450653493,8.870395581355695,5.857947123805445,vortex,1,1.0,E0022897
N0019861,junction,main,353.1106262207031,345.7057980037733,7.404828216929843,5.851771482956508,vortex,1,1.0,E0019795
N0017214,junction,sub main,358.4942321777344,350.7892452167688,7.704986960965584,5.848489450131012,vortex,1,1.0,E0017046
N0020038,junction,lateral,355.77545166015625,346.08230545572684,9.69314620442941,5.838730649065667,vortex,1,1.0,E0019975
N0042521,junction,trunk main,426.8310546875,419.4154521306066,7.415602556893418,5.83795071235005,vortex,1,1.0,E0042307
N0022948,junction,sub main,382.0275573730469,373.688656384364,8.338900988682894,5.837709106628097,vortex,1,1.0,E0023159
N0015705,junction,trunk main,350.1741943359375,342.6279459545447,7.546248381392786,5.836502727747757,vortex,1,1.0,E0015694
N0009936,junction,sub main,349.6672058105469,336.65876381723496,13.00844199331192,5.8251697137885685,vortex,1,1.0,E0010283
N0022831,junction,sub main,380.8698425292969,372.44871436185144,8.421128167445431,5.823239358177489,vortex,1,1.0,E0023016
N0044268,junction,main,442.2398986816406,432.4975831156588,9.742315565981812,5.821859152639149,vortex,1,1.0,E0044401
N0016772,junction,trunk main,355.1997985839844,347.5604240815722,7.639374502412181,5.821079077041816,vortex,1,1.0,E0016571
N0042462,junction,trunk main,426.8212890625,419.32956373973985,7.491725322760146,5.817096708700376,vortex,1,1.0,E0042277
N0048630,junction,sub main,495.17138671875,487.6696777922722,7.501708926477818,5.814544892517006,vortex,1,1.0,E0048511
N0042551,junction,trunk main,427.16290283203125,419.5432459069403,7.619656925090965,5.813377216538015,vortex,1,1.0,E0042376
N0016161,junction,main,323.93072509765625,316.4728912483322,7.457833849324061,5.811530732577637,vortex,1,1.0,E0016034
N0022528,junction,sub main,347.9012145996094,336.3542012357415,11.547013363867848,5.81044568533008,vortex,1,1.0,E0022662
N0002533,junction,sub main,397.12591552734375,389.73675042300073,7.3891651043430215,5.807457369210567,vortex,1,1.0,E0003563
N0043905,junction,main,425.1367492675781,416.6380052109365,8.498744056641613,5.806176176936958,vortex,1,1.0,E0043964
N0017683,junction,sub main,362.7068176269531,353.33323537538007,9.373582251573055,5.792332822075025,vortex,1,1.0,E0017529
N0046256,junction,main,427.4463195800781,418.4293330653493,9.016986514728842,5.78873647300253,vortex,1,1.0,E0046144
N0009433,junction,main,316.3055419921875,305.59546719910253,10.71007479308497,5.782335859989189,vortex,1,1.0,E0009613
N0007881,junction,main,319.1180419921875,311.27208519820925,7.845956793978246,5.779893275922632,vortex,1,1.0,E0008185
N0003747,junction,sub main,316.9427490234375,307.92597912622006,9.016769897217443,5.7798084250846955,vortex,1,1.0,E0004162
N0004244,junction,main,332.1788635253906,324.59100126969645,7.587862255694176,5.77639669964077,vortex,1,1.0,E0004556
N0040660,junction,sub main,417.2078552246094,407.7067109323652,9.501144292244192,5.772230588382001,vortex,1,1.0,E0040546
N0045255,junction,trunk main,451.2182312011719,440.068266206732,11.14996499443987,5.768462107773871,vortex,1,1.0,E0045382
N0016997,junction,main,364.074951171875,356.738455431404,7.33649574047098,5.76682203864425,vortex,1,1.0,E0016842
N0032654,junction,main,370.04742431640625,362.5527282824201,7.494696033986145,5.766086901761355,vortex,1,1.0,E0032878
N0025801,junction,main,374.79620361328125,366.4840946075035,8.312109005777756,5.76462514070937,vortex,1,1.0,E0026010
N0011065,junction,main,346.193115234375,338.85916379011184,7.333951444263164,5.764624399840784,vortex,1,1.0,E0011269
N0005240,junction,trunk main,343.5252685546875,336.16410755824967,7.361160996437832,5.762181124445135,vortex,1,1.0,E0005428
N0043910,junction,main,424.045654296875,414.89569448743714,9.14995980943786,5.759218567458731,vortex,1,1.0,E0043980
N0041425,junction,main,351.4110412597656,343.9286251675569,7.482416092208723,5.7564700472878485,vortex,1,1.0,E0041324
N0022835,junction,sub main,380.6375732421875,370.899195822096,9.738377420091524,5.755252294036893,vortex,1,1.0,E0023063
N0026471,junction,sub main,338.15960693359375,327.06968737833387,11.089919555259883,5.7534391166120145,vortex,1,1.0,E0026830
N0008270,junction,sub main,335.5437316894531,326.68319651253194,8.86053517692119,5.748910841948714,vortex,1,1.0,E0008479
N0020727,junction,sub main,369.2850646972656,361.70613921951673,7.578925477748896,5.734954264524845,vortex,1,1.0,E0020750
N0046649,junction,trunk main,461.9826965332031,449.7090859086877,12.273610624515413,5.72715904004599,vortex,1,1.0,E0046535
N0038534,junction,main,335.0124206542969,327.7381292625154,7.274291391781503,5.719972072854205,vortex,1,1.0,E0038463
N0017879,junction,sub main,363.7577209472656,354.5834303293344,9.174290617931206,5.712631897338952,vortex,1,1.0,E0017815
N0038002,junction,main,360.47174072265625,353.21485709521926,7.2568836274369914,5.704210985491841,vortex,1,1.0,E0038000
N0048461,junction,main,495.9228515625,488.6080058635258,7.314845698974182,5.7030932091049635,vortex,1,1.0,E0048322
N0006392,junction,main,399.9327087402344,392.6433411836407,7.289367556593675,5.700813395505634,vortex,1,1.0,E0006595
N0005333,junction,main,332.3907470703125,324.6897194685723,7.701027601740179,5.698260322877786,vortex,1,1.0,E0005515
N0033279,junction,trunk main,400.609375,392.48342253624776,8.125952463752242,5.680011368454814,vortex,1,1.0,E0033606
N0023225,junction,sub main,381.1310729980469,371.8656265012311,9.265446496815798,5.672166434595283,vortex,1,1.0,E0023542
N0024374,junction,sub main,341.4386291503906,332.480813792971,8.957815357419634,5.67210979828144,vortex,1,1.0,E0024712
N0023905,junction,main,383.62640380859375,375.5014735151446,8.124930293449154,5.66487473443749,vortex,1,1.0,E0024169
N0005287,junction,main,334.66412353515625,327.1691608874897,7.4949626476665685,5.663579629712956,vortex,1,1.0,E0005470
N0048648,junction,main,483.6619567871094,476.445890552165,7.216066234944378,5.662328459388334,vortex,1,1.0,E0048513
N0016439,junction,main,441.8148193359375,433.2265563766343,8.588262959303222,5.655964009253296,vortex,1,1.0,E0016280
N0032219,junction,sub main,333.27581787109375,325.8403580140372,7.435459857056571,5.655520197895214,vortex,1,1.0,E0032559
N0015873,junction,main,323.57373046875,316.24943604506626,7.324294423683739,5.652207697023243,vortex,1,1.0,E0015764
N0023127,junction,sub main,369.2860107421875,361.50526005884655,7.780750683340955,5.64629521803613,vortex,1,1.0,E0023349
N0004403,junction,sub main,318.6582336425781,308.80781743545737,9.850416207120759,5.645323247204544,vortex,1,1.0,E0004683
N0027417,junction,main,382.96722412109375,375.57271414761476,7.394509973478989,5.644016618811179,vortex,1,1.0,E0027794
N0048311,junction,main,495.68804931640625,488.2828799464333,7.405169369972953,5.642778194063794,vortex,1,1.0,E0048226
N0004886,junction,lateral,426.08538818359375,418.87292505476137,7.212463128832383,5.636735728351482,vortex,1,1.0,E0005177
N0048439,junction,trunk main,503.7366943359375,496.5430984250681,7.193595910869419,5.627163957651987,vortex,1,1.0,E0048315
N0021089,junction,trunk main,381.48175048828125,374.24530787041084,7.236442617870409,5.6248876763237945,vortex,1,1.0,E0021044
N0037708,junction,main,366.93463134765625,359.34632849077224,7.588302856884013,5.615551947888434,vortex,1,1.0,E0037725
N0023368,junction,sub main,344.0472412109375,335.9445064208794,8.102734790058093,5.614098900532838,vortex,1,1.0,E0023610
N0020256,junction,main,353.08807373046875,343.3866421787507,9.70143155171803,5.613655409993271,vortex,1,1.0,E0020187
N0020546,junction,sub main,365.00152587890625,356.2267147203711,8.774811158535158,5.612768871633875,vortex,1,1.0,E0020540
N0027467,junction,main,374.6148376464844,367.04974338706637,7.565094259418004,5.61039940421648,vortex,1,1.0,E0027838
N0028345,junction,sub main,383.29046630859375,370.8431321405687,12.447334168025066,5.6079844252824955,vortex,1,1.0,E0028673
N0047350,junction,lateral,462.1272277832031,454.7737266639294,7.353501119273744,5.59825147556154,vortex,1,1.0,E0047191
N0014154,junction,lateral,325.8103942871094,316.33027098310873,9.480123304000642,5.597678381707624,vortex,1,1.0,E0014197
N0038472,junction,sub main,353.7467956542969,346.5896346254466,7.1571610288502825,5.594890301218015,vortex,1,1.0,E0038398
N0024187,junction,main,382.7358703613281,373.85781502586775,8.878055335460374,5.594782879349793,vortex,1,1.0,E0024443
N0014839,junction,sub main,349.55389404296875,342.3503767146775,7.203517328291241,5.593208676631946,vortex,1,1.0,E0014924
N0023410,junction,sub main,381.0616760253906,373.2473818604244,7.814294164966213,5.5817034308930715,vortex,1,1.0,E0023643
N0005880,junction,main,399.501953125,392.3466085270228,7.155344597977205,5.577737511560315,vortex,1,1.0,E0006143
N0018604,junction,main,362.7098388671875,354.90526143078984,7.804577436397665,5.567986589556369,vortex,1,1.0,E0018522
N0011748,junction,main,334.2585144042969,325.8328610485695,8.425653355727377,5.566221719960936,vortex,1,1.0,E0012025
N0047943,junction,main,483.27508544921875,473.7999977314067,9.475087717812073,5.558724136448632,vortex,1,1.0,E0047747
N0011585,junction,main,404.6866149902344,397.46591279984443,7.220702190389943,5.558630834783173,vortex,1,1.0,E0011781
N0024400,junction,sub main,381.7709045410156,373.944301942292,7.826602598723639,5.557824134085763,vortex,1,1.0,E0024746
N0016337,junction,trunk main,352.3428955078125,344.1240927683925,8.218802739420028,5.557027147477186,vortex,1,1.0,E0016201
N0009965,junction,lateral,444.1036682128906,436.61703064244335,7.486637570447272,5.544727704324032,vortex,1,1.0,E0010360
N0020123,junction,sub main,361.6100158691406,354.0789355658703,7.531080303270301,5.544470451228733,vortex,1,1.0,E0020070
N0000779,junction,main,376.1207275390625,368.84104012525046,7.2796874138120415,5.543645171475646,vortex,1,1.0,E0002559
N0044572,junction,main,424.4279479980469,417.14600264905357,7.281945348993304,5.541924791013059,vortex,1,1.0,E0044598
N0016408,junction,main,324.4653625488281,317.1186658916062,7.346696657221912,5.541374123176865,vortex,1,1.0,E0016232
N0022218,junction,sub main,380.57464599609375,372.8103951638489,7.764250832244841,5.533532021718656,vortex,1,1.0,E0022361
N0009049,junction,main,435.5030517578125,427.11473677269913,8.388314985113368,5.532352164325459,vortex,1,1.0,E0009297
N0037278,junction,main,398.986328125,391.47143997364583,7.514888151354171,5.530552877081334,vortex,1,1.0,E0037342
N0044535,junction,main,430.3949279785156,423.0791527235348,7.315775254980849,5.529069456058323,vortex,1,1.0,E0044597
N0016013,junction,main,323.6484680175781,316.3557375031936,7.292730514384516,5.525869356255328,vortex,1,1.0,E0015917
N0044221,junction,main,424.3048400878906,417.1040026490536,7.200837438837027,5.523811071649334,vortex,1,1.0,E0044324
N0005269,junction,sub main,334.804443359375,327.3252052932518,7.479238066123173,5.51516471161375,vortex,1,1.0,E0005447
N0007603,junction,main,333.6982421875,326.08203085837465,7.616211329125349,5.513485597144893,vortex,1,1.0,E0008076
N0010993,junction,main,317.0750732421875,306.7336468433613,10.341426398826172,5.509099553955366,vortex,1,1.0,E0011221
