NODE_UID,NODE_KIND,TIER,GRD_M,INV_M,DEPTH_M,DROP_M,DROP_TYPE,VORTEX,MH_DIA,ARRIVING_EDGE
N0035332,junction,sub main,389.44525146484375,384.8115545776527,4.633696887191036,3.037549560101013,vortex,1,1.0,E0035569
N0048578,junction,main,481.5374755859375,476.8770273874743,4.6604481984632,3.033151868236473,vortex,1,1.0,E0048471
N0026061,junction,main,379.45855712890625,374.3679302640686,5.090626864837645,3.0323538551525644,vortex,1,1.0,E0026332
N0047411,junction,trunk main,467.92578125,463.31831272987506,4.6074685201249395,3.030013332448391,vortex,1,1.0,E0047279
N0005300,junction,main,331.7081298828125,325.1224800873256,6.5856497954869155,3.02844539820245,vortex,1,1.0,E0005480
N0018996,junction,main,358.3870544433594,348.81927655807675,9.567777885282624,3.025237304206428,vortex,1,1.0,E0018951
N0005792,junction,main,418.9181213378906,413.69920735604614,5.21891398184448,3.0222928495988413,vortex,1,1.0,E0005959
N0027171,junction,main,376.92852783203125,369.87359444598565,7.0549333860456045,3.022055178498647,vortex,1,1.0,E0027627
N0034521,junction,main,380.76300048828125,376.0268099470703,4.736190541210931,3.0220063734686846,vortex,1,1.0,E0034795
N0025987,junction,main,339.397705078125,334.7964869743109,4.601218103814119,3.020524800524754,vortex,1,1.0,E0026218
N0029567,junction,sub main,388.8773193359375,383.64465960596584,5.232659729971658,3.018821753464181,vortex,1,1.0,E0029899
N0046136,junction,main,439.04486083984375,433.80495196682307,5.239908873020681,3.018757525607782,vortex,1,1.0,E0046059
N0021093,junction,main,382.6416015625,376.6956038505101,5.9459977119898895,3.0177748160866713,vortex,1,1.0,E0021047
N0049046,junction,main,492.9018859863281,488.15263934257854,4.749246643749586,3.0163350242633555,vortex,1,1.0,E0048903
N0014045,junction,sub main,340.0635986328125,333.6280801808648,6.435518451947701,3.0153740409796796,vortex,1,1.0,E0014096
N0014446,junction,lateral,322.16943359375,316.75560064817387,5.413832945576132,3.014234628160011,vortex,1,1.0,E0014553
N0009298,junction,sub main,326.0538330078125,321.42682609110216,4.627006916710343,3.0139878560501074,vortex,1,1.0,E0009592
N0023395,junction,sub main,380.2668762207031,374.30026120847026,5.9666150122328645,3.012851573321143,vortex,1,1.0,E0023679
N0011346,junction,main,335.85028076171875,326.833999218488,9.016281543230775,3.011850350205634,vortex,1,1.0,E0011550
N0023935,junction,sub main,381.0791015625,376.51184053607653,4.567261026423466,3.0056095815318713,vortex,1,1.0,E0024195
N0014405,junction,main,334.802734375,328.3243865609634,6.478347814036624,3.0054895492563105,vortex,1,1.0,E0014485
N0046317,junction,main,438.8684997558594,434.25908692190757,4.609412833951808,3.0049235828975043,vortex,1,1.0,E0046197
N0024281,junction,sub main,371.15643310546875,363.6791907002131,7.477242405255652,3.0045001301623415,vortex,1,1.0,E0024544
N0007546,junction,main,338.464111328125,333.8228587136065,4.641252614518521,3.0010371150155493,vortex,1,1.0,E0008021
N0039875,junction,main,401.3872375488281,396.77506891860304,4.612168630225085,3.0000185272525073,vortex,1,1.0,E0039808
N0021752,junction,main,365.7352600097656,358.3957136719415,7.3395463378241175,2.9931681491579525,vortex,1,1.0,E0021739
N0030238,junction,main,376.6557922363281,371.85499537632205,4.8007968600060735,2.9910991924073755,vortex,1,1.0,E0030529
N0017215,junction,main,361.8768310546875,357.13405040244277,4.742780652244733,2.990511124285092,vortex,1,1.0,E0017045
N0018341,junction,main,362.8477783203125,354.72672784392967,8.121050476382834,2.9897720288843743,vortex,1,1.0,E0018356
N0049263,junction,main,493.5605773925781,488.7305650991139,4.830012293464222,2.9896879273477452,vortex,1,1.0,E0049108
N0006298,junction,sub main,421.4489440917969,415.06183955511585,6.387104536681022,2.9894723536755805,vortex,1,1.0,E0006530
N0028245,junction,main,345.90753173828125,340.89767222777886,5.009859510502395,2.987279161667459,vortex,1,1.0,E0028540
N0044484,junction,sub main,433.2525634765625,427.4356131264141,5.816950350148375,2.986892990040701,vortex,1,1.0,E0044499
N0037555,junction,main,408.5162353515625,402.62755564326966,5.888679708292841,2.9861812470057885,vortex,1,1.0,E0037597
N0029522,junction,main,385.47491455078125,380.9049547512768,4.569959799504431,2.9857205374053137,vortex,1,1.0,E0029843
N0027789,junction,sub main,385.1172180175781,379.70051305491086,5.416704962667268,2.9836617476543665,vortex,1,1.0,E0028120
N0027796,junction,sub main,387.1595153808594,381.98842169645735,5.171093684402024,2.9825959783804024,vortex,1,1.0,E0028164
N0013568,junction,lateral,343.2624816894531,338.70729867686947,4.5551830125836545,2.9811453303707935,vortex,1,1.0,E0013779
N0034932,junction,main,387.84808349609375,383.16417907070195,4.683904425391802,2.9807936485388495,vortex,1,1.0,E0035229
N0024335,junction,main,366.4288635253906,361.8349750145735,4.5938885108171235,2.9747562193113595,vortex,1,1.0,E0024679
N0046275,junction,main,453.5947570800781,446.89974406167147,6.695013018406655,2.9740710667079497,vortex,1,1.0,E0046178
N0047303,junction,main,426.40618896484375,421.58367862585254,4.822510338991208,2.973634176660539,vortex,1,1.0,E0047138
N0042537,junction,main,423.70477294921875,418.9673044530287,4.737468496190047,2.9699867340393666,vortex,1,1.0,E0042342
N0022956,junction,sub main,381.387939453125,372.99741909746257,8.390520355662431,2.967974005994563,vortex,1,1.0,E0023142
N0032153,junction,main,348.5154113769531,343.946743499963,4.568667876990105,2.967725749868066,vortex,1,1.0,E0032496
N0032111,junction,main,388.7598571777344,380.7922913250293,7.967565852705093,2.9666151630876243,vortex,1,1.0,E0032464
N0022892,junction,main,349.7507019042969,344.72861496409655,5.0220869402003245,2.9657065672233784,vortex,1,1.0,E0023090
N0026293,junction,main,375.0366516113281,369.1576498870201,5.8790017243080115,2.9650270648917854,vortex,1,1.0,E0026482
N0040295,junction,main,420.8525695800781,415.9267468335024,4.9258227465757045,2.963734476570835,vortex,1,1.0,E0040185
N0030557,junction,main,398.40277099609375,389.6867803124113,8.715990683682435,2.959200011319467,vortex,1,1.0,E0030868
N0039638,junction,main,407.9288330078125,400.9111653668857,7.017667640926788,2.956475500685201,vortex,1,1.0,E0039495
N0039230,junction,lateral,415.8206787109375,411.00959912777995,4.81107958315755,2.9557651555945768,vortex,1,1.0,E0039134
N0040165,junction,main,421.0549011230469,415.76550167853645,5.289399444510423,2.954546042519496,vortex,1,1.0,E0040055
N0049244,junction,lateral,495.9330749511719,491.2428601190704,4.690214832101503,2.9531547960065154,vortex,1,1.0,E0049099
N0025814,junction,main,375.1242370605469,369.04047020305586,6.083766857491014,2.949810552247982,vortex,1,1.0,E0026047
N0008749,junction,main,338.0787048339844,333.07897972214346,4.999725111840917,2.9481473334789143,vortex,1,1.0,E0008984
N0022877,junction,sub main,378.681640625,372.43457333004153,6.24706729495847,2.9470134859425343,vortex,1,1.0,E0023071
N0032770,junction,main,340.34124755859375,334.82249108323975,5.518756475353996,2.9435323675882046,vortex,1,1.0,E0032997
N0049516,junction,main,503.8279113769531,499.3282335030651,4.499677873888004,2.939798775704844,vortex,1,1.0,E0049300
N0043265,junction,main,432.34197998046875,427.84789650306095,4.4940834774077985,2.9388331200302673,vortex,1,1.0,E0043142
N0018617,junction,sub main,359.28228759765625,354.78623873859675,4.496048859059499,2.937295888211338,vortex,1,1.0,E0018524
N0031709,junction,main,393.9028625488281,389.2702723328336,4.632590215994526,2.9369573173900108,vortex,1,1.0,E0032002
N0036406,junction,lateral,347.3797607421875,342.8946156102349,4.485145131952606,2.9339610499215496,vortex,1,1.0,E0036575
N0026363,junction,main,373.8387756347656,369.29699309137925,4.541782543386375,2.933801221134331,vortex,1,1.0,E0026643
N0035905,junction,main,386.507568359375,382.02755155705796,4.480016802317039,2.928223307922792,vortex,1,1.0,E0035991
N0029861,junction,lateral,369.9900207519531,363.89714950520784,6.09287124674529,2.923891377589257,vortex,1,1.0,E0030229
N0011624,junction,main,340.6644287109375,335.11840477053096,5.546023940406542,2.923507459400696,vortex,1,1.0,E0011843
N0039854,junction,main,409.2492980957031,404.7710309329228,4.478267162780298,2.9191697627719577,vortex,1,1.0,E0039765
N0017303,junction,main,357.99078369140625,350.667774093236,7.323009598170245,2.918432449115926,vortex,1,1.0,E0017172
N0017391,junction,sub main,356.6886901855469,351.436341513645,5.252348671901871,2.9165540505028957,vortex,1,1.0,E0017258
N0009871,junction,sub main,320.3975830078125,313.9758404470084,6.421742560804091,2.916368060400089,vortex,1,1.0,E0010245
N0040751,junction,main,423.5126037597656,419.0114015076765,4.501202252089115,2.9162440311690148,vortex,1,1.0,E0040621
N0013260,junction,lateral,335.2174377441406,330.6040409341559,4.613396809984749,2.910734230466403,vortex,1,1.0,E0013459
N0030357,junction,main,386.1016540527344,377.73154104698267,8.370113005751705,2.90711906085005,vortex,1,1.0,E0030662
N0022052,junction,main,377.1881408691406,372.04772724887334,5.140413620267282,2.90642595643709,vortex,1,1.0,E0022163
N0003834,junction,main,316.61785888671875,310.8513629408801,5.766495945838642,2.9037080558784965,vortex,1,1.0,E0004216
N0012050,junction,main,344.6159362792969,339.7543113000153,4.861624979281601,2.9002534636365453,vortex,1,1.0,E0012383
N0019868,junction,lateral,358.6340026855469,353.92391632030996,4.7100863652369185,2.8983746864067257,vortex,1,1.0,E0019796
N0028436,junction,main,383.6044006347656,378.5897022422783,5.0146983924873325,2.8975000017003367,vortex,1,1.0,E0028761
N0004241,junction,main,331.1269836425781,323.3484229568316,7.778560685746527,2.8957224169590745,vortex,1,1.0,E0004560
N0026696,junction,main,372.8867492675781,368.288925066315,4.5978242012631085,2.8956087079498047,vortex,1,1.0,E0027151
N0042075,junction,main,420.7080078125,416.06316382404225,4.644843988457751,2.895346937672116,vortex,1,1.0,E0041915
N0036207,junction,main,393.3720703125,388.4047652492203,4.967305063279696,2.89251002821743,vortex,1,1.0,E0036415
N0005663,junction,main,343.05712890625,337.80631865704095,5.250810249209053,2.890296222749498,vortex,1,1.0,E0005805
N0011914,junction,lateral,347.9835205078125,343.4529555653692,4.530564942443277,2.8901750784493743,vortex,1,1.0,E0012247
N0048042,junction,trunk main,496.2145080566406,487.6396794751643,8.57482858147631,2.888976668139719,vortex,1,1.0,E0047942
N0046238,junction,main,430.0082702636719,425.4756145513757,4.532655712296162,2.8862108558665795,vortex,1,1.0,E0046136
N0036558,junction,main,395.8080749511719,391.27832024799613,4.52975470317574,2.8858147712923596,vortex,1,1.0,E0036667
N0013196,junction,main,336.8970642089844,332.1011733269581,4.795890882026299,2.884960335369385,vortex,1,1.0,E0013383
N0027041,junction,sub main,344.74700927734375,339.60580771476333,5.14120156258042,2.88399816437709,vortex,1,1.0,E0027388
N0039405,junction,lateral,410.60455322265625,406.13884176925023,4.465711453406016,2.8815195588745723,vortex,1,1.0,E0039284
N0019723,junction,main,358.1220703125,353.68207440392183,4.439995908578169,2.881308333008917,vortex,1,1.0,E0019668
N0028710,junction,main,368.5815124511719,363.7867948497468,4.794717601425077,2.8809246090581837,vortex,1,1.0,E0029004
N0016214,junction,trunk main,349.7431945800781,342.79497560575476,6.9482189743233675,2.8806251851929687,vortex,1,1.0,E0016124
N0032334,junction,main,384.6795349121094,379.32050459193994,5.359030320169438,2.8784744486515024,vortex,1,1.0,E0032674
N0016795,junction,main,443.7008361816406,439.27236174101495,4.428474440625678,2.870917650373144,vortex,1,1.0,E0016595
N0012090,junction,main,340.50592041015625,335.62230665697086,4.8836137531853865,2.8686330546561294,vortex,1,1.0,E0012426
N0048332,junction,main,482.58441162109375,476.52481676469483,6.059594856398917,2.868222860420758,vortex,1,1.0,E0048264
N0033992,junction,lateral,380.2026062011719,374.60564432521494,5.596961875956936,2.8677178280490807,vortex,1,1.0,E0034182
N0036119,junction,main,401.5252990722656,395.7579986206942,5.76730045157143,2.866950714346615,vortex,1,1.0,E0036259
N0030552,junction,trunk main,397.00732421875,392.0296172468659,4.977706971884118,2.8668110828127737,vortex,1,1.0,E0030862
N0029952,junction,main,346.28143310546875,341.76828497775193,4.513148127716818,2.8647635445473156,vortex,1,1.0,E0030268
N0021319,junction,sub main,365.8371887207031,357.54742541808395,8.289763302619178,2.863466755740717,vortex,1,1.0,E0021289
N0014958,junction,sub main,345.37603759765625,335.1714494182435,10.204588179412724,2.8632332004194723,vortex,1,1.0,E0015027
N0042689,junction,lateral,427.5817565917969,422.4667321031635,5.115024488633367,2.8629738404833347,vortex,1,1.0,E0042482
N0040576,junction,main,423.47760009765625,418.959199975132,4.51840012252427,2.8597029736687887,vortex,1,1.0,E0040505
N0041163,junction,main,425.68145751953125,421.27287179002434,4.40858572950691,2.8555677927911347,vortex,1,1.0,E0041088
N0008989,junction,lateral,424.1025390625,419.6382759623397,4.464263100160281,2.8526961248716134,vortex,1,1.0,E0009262
N0039847,junction,main,407.8928527832031,401.7151860549045,6.177666728298618,2.8515359299244665,vortex,1,1.0,E0039778
N0040333,junction,lateral,418.6334533691406,414.2058226285152,4.427630740625432,2.8508150187285537,vortex,1,1.0,E0040242
N0040622,junction,sub main,417.243896484375,411.23687552328204,6.007020961092962,2.8504199988028063,vortex,1,1.0,E0040537
N0042057,junction,lateral,423.7647399902344,419.3659772020264,4.398762788207989,2.8450970167232867,vortex,1,1.0,E0041901
N0035817,junction,sub main,389.6582946777344,385.2484165473138,4.409878130420566,2.84353515616948,vortex,1,1.0,E0035910
N0019096,junction,main,365.9436950683594,361.55339245421834,4.390302614141035,2.838632327531627,vortex,1,1.0,E0019048
N0039741,junction,main,408.7586364746094,404.3638823114097,4.39475416319965,2.837872766669875,vortex,1,1.0,E0039621
N0032318,junction,main,387.0202941894531,382.03833641460335,4.981957774849775,2.8349363645394874,vortex,1,1.0,E0032645
N0028344,junction,lateral,382.4447937011719,376.72568286011165,5.719110841060228,2.8313369943080033,vortex,1,1.0,E0028677
N0048581,junction,main,494.72088623046875,489.95739946361596,4.763486766852793,2.8310609192419633,vortex,1,1.0,E0048477
N0013468,junction,main,354.53619384765625,350.13552073989234,4.400673107763907,2.827524520417114,vortex,1,1.0,E0013663
N0028355,junction,sub main,383.167724609375,376.51749252800164,6.65023208137336,2.8240141473498284,vortex,1,1.0,E0028693
N0033970,junction,main,394.5952453613281,389.73785313192207,4.857392229406059,2.823955682919916,vortex,1,1.0,E0034161
N0025425,junction,main,366.94952392578125,362.51260662713656,4.436917298644687,2.816413314467752,vortex,1,1.0,E0025697
N0027571,junction,sub main,376.39337158203125,371.21274478625605,5.180626795775197,2.8140489641582462,vortex,1,1.0,E0027950
N0013562,junction,main,340.5581359863281,335.86897603205506,4.689159954273066,2.8133328266402486,vortex,1,1.0,E0013770
N0016713,junction,main,442.69256591796875,438.1990061169521,4.493559801016659,2.81265069493827,vortex,1,1.0,E0016506
N0031219,junction,main,386.2726135253906,380.68094338187666,5.591670143513966,2.805514878049678,vortex,1,1.0,E0031566
N0025863,junction,main,371.20904541015625,366.75751315878983,4.451532251366416,2.804618494404508,vortex,1,1.0,E0026065
N0014351,junction,lateral,337.5546569824219,333.19627018237406,4.3583868000478105,2.802723892695383,vortex,1,1.0,E0014451
N0015582,junction,main,351.146484375,341.0484523060213,10.098032068978682,2.80224531600453,vortex,1,1.0,E0015541
N0023804,junction,sub main,366.7497863769531,361.6342283470248,5.115558029928309,2.801739309847278,vortex,1,1.0,E0024090
N0036739,junction,sub main,357.7727355957031,352.7411061560314,5.031629439671747,2.8005257259255814,vortex,1,1.0,E0036825
N0018748,junction,main,366.585205078125,357.143473835464,9.441731242660978,2.7977095197617246,vortex,1,1.0,E0018646
N0028884,junction,lateral,389.17816162109375,383.67209969648655,5.506061924607195,2.7972925542758276,vortex,1,1.0,E0029219
N0026945,junction,main,368.14080810546875,363.79205252917643,4.348755576292319,2.7969718903596004,vortex,1,1.0,E0027336
N0030527,junction,main,344.8166198730469,336.0966197969042,8.720000076142696,2.7966344099266394,vortex,1,1.0,E0030825
N0012075,junction,lateral,343.9114990234375,339.19716154405637,4.714337479381129,2.7946949786809228,vortex,1,1.0,E0012411
N0023319,junction,sub main,378.08795166015625,372.7559084304137,5.332043229742567,2.792915875326969,vortex,1,1.0,E0023549
N0031870,junction,sub main,394.5185852050781,387.0587694274791,7.459815777599033,2.7919817359457397,vortex,1,1.0,E0032105
N0010207,junction,sub main,409.55419921875,404.4192719457905,5.134927272959487,2.7915126306418756,vortex,1,1.0,E0010558
N0028941,junction,main,384.9984130859375,380.233876030949,4.764537054988523,2.7911206774792277,vortex,1,1.0,E0029266
N0037123,junction,lateral,348.06964111328125,343.60358014622255,4.466060967058695,2.790453571987257,vortex,1,1.0,E0037214
N0004447,junction,sub main,397.9818420410156,391.1636787962561,6.818163244759546,2.774431443717617,vortex,1,1.0,E0004771
N0021542,junction,main,379.4945983886719,374.47798719986673,5.016611188805143,2.7727782710998667,vortex,1,1.0,E0021544
N0018772,junction,sub main,359.852294921875,355.40498272939743,4.447312192477568,2.7716580122873893,vortex,1,1.0,E0018680
N0024703,junction,main,369.864501953125,363.3008588376086,6.563643115516413,2.7706035678418175,vortex,1,1.0,E0024951
N0039388,junction,main,417.1122131347656,410.80447062189097,6.307742512874654,2.769665452770141,vortex,1,1.0,E0039265
N0037764,junction,sub main,339.3197021484375,334.9253481966334,4.394353951804078,2.7682788126037963,vortex,1,1.0,E0037786
N0026316,junction,main,385.48895263671875,378.4076231176923,7.08132951902644,2.767784064380919,vortex,1,1.0,E0026722
N0026313,junction,main,371.1596984863281,366.8000924965019,4.359605989826207,2.7677836520656456,vortex,1,1.0,E0026516
N0028668,junction,main,389.6151123046875,380.60290775651214,9.012204548175362,2.7641037928775063,vortex,1,1.0,E0029016
N0024285,junction,lateral,374.6703796386719,370.30676968484823,4.363609953823641,2.7626883093167294,vortex,1,1.0,E0024488
N0016838,junction,main,323.2759704589844,318.95821780934824,4.317752649636134,2.7567641533382243,vortex,1,1.0,E0016624
N0042089,junction,main,414.71002197265625,409.73440978269815,4.975612189958099,2.7567615012972055,vortex,1,1.0,E0041932
N0000409,junction,main,395.03741455078125,390.7267372238181,4.310677326963173,2.7566852947301754,vortex,1,1.0,E0002390
N0023719,junction,main,366.988037109375,362.40003755999834,4.587999549376661,2.7562684655672456,vortex,1,1.0,E0023998
N0042083,junction,main,413.62939453125,408.64122973199227,4.988164799257731,2.756157360376676,vortex,1,1.0,E0041954
N0026559,junction,main,379.1251220703125,372.8045500573341,6.320572012978403,2.756130784102311,vortex,1,1.0,E0026888
N0031335,junction,main,371.8296203613281,367.423172444158,4.406447917170112,2.754245046923984,vortex,1,1.0,E0031659
N0001040,junction,trunk main,366.8916931152344,362.5805086885531,4.3111844266812795,2.753832516458374,vortex,1,1.0,E0000951
N0022987,junction,lateral,387.312255859375,382.4722588266548,4.839997032720191,2.7487369313589625,vortex,1,1.0,E0023182
N0006937,junction,main,341.8697204589844,336.3580822389497,5.511638220034683,2.7485922474065774,vortex,1,1.0,E0007209
N0015381,junction,lateral,324.28558349609375,314.9371779230934,9.348405573000377,2.7470011923244897,vortex,1,1.0,E0015394
N0033518,junction,main,380.56585693359375,371.4484677206301,9.117389212963644,2.744775535474048,vortex,1,1.0,E0033745
N0027051,junction,lateral,340.79058837890625,336.4891106340018,4.301477744904446,2.7430350499342353,vortex,1,1.0,E0027402
N0019874,junction,main,352.07061767578125,347.4593313293029,4.611286346478323,2.7393681377735106,vortex,1,1.0,E0019804
N0017485,junction,sub main,360.15216064453125,355.597372032957,4.554788611574224,2.7374509238334213,vortex,1,1.0,E0017351
N0022222,junction,main,383.28277587890625,378.9718689161304,4.310906962775846,2.736296122941951,vortex,1,1.0,E0022343
N0048719,junction,lateral,481.55120849609375,477.2589326484847,4.292275847609062,2.73608547409151,vortex,1,1.0,E0048607
N0030042,junction,lateral,391.4019775390625,386.77088281915485,4.631094719907651,2.7360165575159954,vortex,1,1.0,E0030337
N0032526,junction,main,372.06024169921875,367.2895454198819,4.770696279336846,2.734571928243895,vortex,1,1.0,E0032780
N0009291,junction,main,332.11187744140625,327.8136769571689,4.298200484237327,2.7343753398845365,vortex,1,1.0,E0009574
N0034660,junction,lateral,343.0367736816406,338.7526566008704,4.284117080770216,2.7304941028916687,vortex,1,1.0,E0034898
N0046783,junction,main,461.6678466796875,452.1070677972938,9.56077888239372,2.7296283662353176,vortex,1,1.0,E0046707
N0000647,junction,main,333.2132873535156,328.8911622369868,4.3221251165288095,2.7284715389745315,vortex,1,1.0,E0002490
N0010802,junction,lateral,334.5550537109375,330.2152995508084,4.3397541601290754,2.725380380832746,vortex,1,1.0,E0011084
N0009930,junction,sub main,343.4427185058594,339.0602736663117,4.382444839547702,2.7248550688158844,vortex,1,1.0,E0010285
N0007129,junction,main,328.864990234375,324.5549931759213,4.309997058453689,2.7242972122780316,vortex,1,1.0,E0007363
N0015234,junction,lateral,347.9225769042969,342.56898583564015,5.353591068656726,2.723175858501179,vortex,1,1.0,E0015298
N0021499,junction,main,374.1778564453125,367.10056344790416,7.077292997408335,2.717868179276195,vortex,1,1.0,E0021493
N0021927,junction,sub main,349.0523986816406,342.3128134339015,6.7395852477391145,2.716962372319358,vortex,1,1.0,E0021949
N0028429,junction,main,382.2802429199219,377.9813964033957,4.298846516526169,2.7160279130102367,vortex,1,1.0,E0028765
N0047046,junction,main,426.0330505371094,420.4399886844969,5.593061852612493,2.715245443315382,vortex,1,1.0,E0046927
N0037332,junction,main,401.03948974609375,396.7282083729157,4.311281373178076,2.713894510833825,vortex,1,1.0,E0037375
N0024694,junction,main,378.3130798339844,374.03914102918253,4.273938804801844,2.712152155390754,vortex,1,1.0,E0024935
N0037324,junction,main,396.9355773925781,392.66131975336015,4.2742576392179785,2.711570815022469,vortex,1,1.0,E0037360
N0000397,outfall,main,371.5636901855469,366.6579586528276,4.905731532719301,2.7098588064948217,vortex,1,1.0,E0000378
N0006898,junction,lateral,328.2706604003906,322.9155460598073,5.355114340583327,2.7083445141291236,vortex,1,1.0,E0007173
N0025533,junction,sub main,381.4683837890625,375.07650687648277,6.391876912579733,2.70462984748292,vortex,1,1.0,E0025795
N0030344,junction,lateral,380.87274169921875,376.3953932722662,4.477348426952574,2.703681852874297,vortex,1,1.0,E0030636
N0043654,junction,main,428.0026550292969,423.7252886756199,4.277366353676996,2.7031758715559704,vortex,1,1.0,E0043624
N0002895,junction,main,419.3532409667969,414.8638438438996,4.489397122897287,2.700821971050459,vortex,1,1.0,E0003822
N0045102,junction,main,437.92657470703125,433.56771942758286,4.358855279448392,2.700314254182672,vortex,1,1.0,E0045125
N0042492,junction,main,423.04388427734375,418.69895414893625,4.344930128407498,2.700115762384314,vortex,1,1.0,E0042289
N0003342,junction,main,332.7012634277344,328.258403906699,4.442859521035359,2.697253031626417,vortex,1,1.0,E0003892
N0040796,junction,main,419.5846862792969,413.2996208858779,6.285065393418961,2.688450638628865,vortex,1,1.0,E0040707
N0035943,junction,lateral,362.4906311035156,358.24969422801695,4.240936875498676,2.6875566174561527,vortex,1,1.0,E0036016
N0001379,junction,main,332.29986572265625,327.8459430263977,4.45392269625853,2.6842914151339983,vortex,1,1.0,E0003093
N0011640,junction,main,339.3515319824219,333.87334935017884,5.478182632243033,2.682677958228055,vortex,1,1.0,E0011890
N0008525,junction,lateral,424.06201171875,419.1198987618709,4.9421129568791,2.6824521820734617,vortex,1,1.0,E0008740
N0048122,junction,main,493.95263671875,484.62517063316744,9.327466085582557,2.680511739879421,vortex,1,1.0,E0048014
N0029009,junction,main,383.74395751953125,378.758061778817,4.985895740714227,2.6798908636433794,vortex,1,1.0,E0029357
N0027494,junction,main,377.9868469238281,373.6429422290951,4.3439046947329985,2.6790731633795986,vortex,1,1.0,E0027894
N0021268,junction,main,349.8757019042969,345.21296343207706,4.662738472219814,2.6786664559205633,vortex,1,1.0,E0021232
N0039615,junction,main,413.76544189453125,409.51906908460893,4.24637280992232,2.677582258005259,vortex,1,1.0,E0039482
N0044643,junction,main,443.44207763671875,435.9643450679988,7.477732568719944,2.6755985834224703,vortex,1,1.0,E0044784
N0049599,junction,lateral,507.7612609863281,503.5282225928418,4.233038393486311,2.6749965995438174,vortex,1,1.0,E0049364
N0037080,junction,main,338.7818908691406,334.55164566526673,4.230245203873892,2.674935341725586,vortex,1,1.0,E0037205
N0032429,junction,lateral,383.1549072265625,378.73697222322113,4.41793500334137,2.673623884934159,vortex,1,1.0,E0032727
N0009806,junction,main,334.401123046875,327.74908985674875,6.652033190126247,2.673495774014725,vortex,1,1.0,E0010125
N0001380,outfall,main,331.7559814453125,327.4974183669118,4.258563078400698,2.67183202827556,vortex,1,1.0,E0001251
N0033952,junction,lateral,396.3032531738281,391.9002396120898,4.403013561738305,2.67104307205193,vortex,1,1.0,E0034121
N0009472,junction,sub main,342.3563232421875,337.9988040449925,4.357519197195018,2.6703411783722117,vortex,1,1.0,E0009679
N0043739,junction,main,434.7716979980469,430.55242894969945,4.219269048347428,2.6688604914359075,vortex,1,1.0,E0043692
N0038762,junction,main,406.166015625,398.3081457106086,7.857869914391415,2.6682728163847287,vortex,1,1.0,E0038687
N0026466,junction,main,339.7203674316406,335.1806964613663,4.539670970274301,2.668217876185736,vortex,1,1.0,E0026800
N0029386,junction,main,345.97021484375,341.3520559718732,4.618158871876801,2.6658252233544886,vortex,1,1.0,E0029704
N0026405,junction,main,367.76202392578125,363.4147939103977,4.347230015383559,2.6620249372580815,vortex,1,1.0,E0026697
N0025589,junction,main,377.62921142578125,371.0186741697213,6.610537256059956,2.659535053022921,vortex,1,1.0,E0025872
N0016662,junction,main,439.9345397949219,435.7172255621662,4.217314232755655,2.65641389819001,vortex,1,1.0,E0016471
N0029249,junction,main,368.5614929199219,364.11317652815416,4.448316391767719,2.6541091545078075,vortex,1,1.0,E0029561
N0026553,junction,main,379.5757751464844,374.6555874293468,4.920187717137594,2.653299802510219,vortex,1,1.0,E0026884
N0048154,junction,main,483.8795471191406,477.9606734394781,5.918873679662511,2.652008897350129,vortex,1,1.0,E0048027
N0044046,junction,sub main,434.25164794921875,423.9869479992352,10.264699949983537,2.6511724633698464,vortex,1,1.0,E0044245
N0037832,junction,main,409.6343078613281,404.56501163618873,5.0692962251393965,2.650893293353988,vortex,1,1.0,E0037841
N0012057,junction,main,343.4883117675781,339.2273044433759,4.2610073242022395,2.650473105146375,vortex,1,1.0,E0012390
N0038835,junction,main,359.90362548828125,355.523617473547,4.380008014734244,2.6497786072116014,vortex,1,1.0,E0038764
N0005388,junction,lateral,421.13006591796875,416.9049942900163,4.225071627952445,2.649257730034833,vortex,1,1.0,E0005542
N0012314,junction,lateral,331.6604919433594,327.14993815792445,4.510553785434922,2.649169333050736,vortex,1,1.0,E0012650
N0037620,junction,main,401.0682678222656,396.8312860135561,4.2369818087095155,2.6441968238803497,vortex,1,1.0,E0037634
N0041549,junction,main,404.5085144042969,400.2704701969921,4.2380442073047675,2.6421670404641304,vortex,1,1.0,E0041455
N0038573,junction,sub main,417.61865234375,413.34244477516125,4.276207568588745,2.641844895653435,vortex,1,1.0,E0038488
N0018377,junction,sub main,358.90802001953125,354.6604715316711,4.247548487860172,2.640570213644253,vortex,1,1.0,E0018369
N0030514,junction,main,346.24151611328125,341.8434514596438,4.398064653637448,2.6404904207821005,vortex,1,1.0,E0030764
N0038587,junction,main,402.0650329589844,397.8422332884929,4.222799670491497,2.6400431886917204,vortex,1,1.0,E0038513
N0020021,junction,lateral,365.8594665527344,360.95060054897766,4.908866003756714,2.639135534734862,vortex,1,1.0,E0019974
N0033173,junction,sub main,363.0313415527344,354.9705919629133,8.060749589821057,2.6333808190350965,vortex,1,1.0,E0033546
N0034677,junction,main,345.2940979003906,338.8352658605171,6.458832039873528,2.633065226288579,vortex,1,1.0,E0034948
N0031706,junction,lateral,390.2935791015625,386.0630669015527,4.230512200009798,2.631885287794148,vortex,1,1.0,E0032004
N0017810,junction,main,360.4537048339844,355.6526733236558,4.801031510328585,2.630084732226976,vortex,1,1.0,E0017729
