PLOT_ID,CLASS,CAT,Q_ADF_M3D,N_PROP,WHY
1110850,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1110879,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1110880,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1110883,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1110885,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1110943,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1110944,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1110946,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111018,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111019,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111020,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111022,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111079,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111080,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111081,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111084,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111156,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111158,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111240,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111241,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111242,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111290,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111302,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111304,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111305,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111306,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111307,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111308,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111309,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111335,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111336,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111337,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111338,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111391,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111392,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111454,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111455,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111456,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111610,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111611,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111617,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111619,B,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111620,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111621,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111648,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111650,B,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111651,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111654,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111655,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111656,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111657,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111662,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111665,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111669,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111670,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111677,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111678,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111679,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111680,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111686,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111687,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111688,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111750,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111751,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111752,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111778,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111779,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111780,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111781,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111867,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111868,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111869,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111870,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111874,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111875,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111876,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111877,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111880,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111882,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111883,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111884,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111885,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111889,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111890,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111891,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111892,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111893,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111894,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111895,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111896,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111899,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111977,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111979,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111980,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111991,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111992,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111993,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1111998,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112016,P,commercial,2.49873626323658,4.434,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112063,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112067,P,commercial,2.49873626323658,4.434,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112076,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112077,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112079,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112085,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112086,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112115,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112118,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112121,B,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112122,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112125,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112126,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112127,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112128,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112137,P,mixed,3.57851751123658,5.890000000000001,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112142,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112143,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112218,B,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112240,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112262,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112266,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112267,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112268,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112271,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112276,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112278,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112293,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112294,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112299,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112300,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112301,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112320,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112323,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112421,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112422,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112427,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112428,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112436,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112462,B,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112472,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112476,P,commercial,2.49873626323658,4.434,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112483,P,government,5.096377806443639,1.53,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112484,P,government,5.096377806443639,1.53,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112501,P,mixed,3.57851751123658,5.890000000000001,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112505,P,mixed,3.57851751123658,5.890000000000001,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112506,P,mixed,3.57851751123658,5.890000000000001,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112507,P,mixed,3.57851751123658,5.890000000000001,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112508,P,mixed,3.57851751123658,5.890000000000001,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112509,P,mixed,3.57851751123658,5.890000000000001,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112510,P,mixed,3.57851751123658,5.890000000000001,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112511,P,mixed,3.57851751123658,5.890000000000001,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112512,P,mixed,3.57851751123658,5.890000000000001,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112513,P,mixed,3.57851751123658,5.890000000000001,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112514,P,mixed,3.57851751123658,5.890000000000001,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112519,P,mixed,3.57851751123658,5.890000000000001,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112520,P,mixed,3.57851751123658,5.890000000000001,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112521,P,mixed,3.57851751123658,5.890000000000001,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112522,P,mixed,3.57851751123658,5.890000000000001,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112523,P,mixed,3.57851751123658,5.890000000000001,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112524,P,mixed,3.57851751123658,5.890000000000001,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112525,P,mixed,3.57851751123658,5.890000000000001,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112526,P,mixed,3.57851751123658,5.890000000000001,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112527,P,mixed,3.57851751123658,5.890000000000001,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112528,P,mixed,3.57851751123658,5.890000000000001,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112529,P,mixed,3.57851751123658,5.890000000000001,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112531,P,government,5.096377806443639,1.53,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112534,P,commercial,2.49873626323658,4.434,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112535,P,commercial,2.49873626323658,4.434,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112536,P,commercial,2.49873626323658,4.434,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112539,P,government,5.096377806443639,1.53,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112540,P,government,5.096377806443639,1.53,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112541,P,government,5.096377806443639,1.53,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112566,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112582,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112644,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112664,P,government,5.096377806443639,1.53,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112697,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112706,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112722,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112725,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112726,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112742,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112743,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112759,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112874,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112875,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112977,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1112978,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113004,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113005,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113023,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113024,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113050,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113051,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113216,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113217,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113227,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113229,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113230,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113297,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113433,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113434,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113454,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113523,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113524,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113542,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113592,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113594,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113595,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113596,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113597,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113598,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113737,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113739,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113744,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113831,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113833,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113859,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113860,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113861,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113890,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113891,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113892,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113893,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113894,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113895,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113896,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113897,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113908,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113990,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113991,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113992,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113993,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113994,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1113995,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114001,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114002,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114003,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114004,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114005,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114006,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114007,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114008,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114009,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114010,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114011,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114012,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114013,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114014,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114015,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114016,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114017,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114026,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114029,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114030,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114034,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114036,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114037,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114038,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114039,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114040,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114041,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114043,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114111,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114113,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114126,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114127,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114128,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114131,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114133,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114138,B,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114139,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114155,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114156,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114170,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114185,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114187,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114206,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114207,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114210,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114211,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114212,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114213,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114390,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114391,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114392,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114393,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114394,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114432,P,commercial,2.49873626323658,4.434,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114434,P,commercial,2.49873626323658,4.434,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114435,P,commercial,2.49873626323658,4.434,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114445,P,domestic,1.079781248,1.456,no lateral/main/sub main reach within 47.5 m of the plot boundary
1114467,P,commercial,2.49873626323658,4.434,no lateral/main/sub main reach within 47.5 m of the plot boundary
