PLOT_ID,CLASS,CAT,Q_ADF_M3D,N_PROP,WHY
1116280,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116281,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116283,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116299,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116319,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116325,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116326,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116360,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116366,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116367,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116493,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116495,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116593,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116605,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116606,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116620,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116621,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116622,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116629,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116630,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116634,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116649,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116664,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116665,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116691,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116693,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116694,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116695,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116697,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116698,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116699,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116700,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116701,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116747,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116759,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116761,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116801,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116842,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116843,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116844,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116846,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1116994,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117016,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117017,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117030,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117035,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117036,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117076,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117081,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117123,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117166,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117171,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117174,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117176,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117184,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117186,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117204,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117205,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117213,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117248,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117249,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117281,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117294,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117296,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117297,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117319,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117348,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117375,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117376,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117387,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117443,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117445,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117906,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117911,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117922,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117923,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117946,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117962,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1117969,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118009,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118011,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118012,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118016,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118017,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118038,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118043,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118076,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118077,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118078,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118079,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118080,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118081,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118089,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118091,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118098,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118149,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118221,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118254,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118294,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118295,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118304,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118305,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118427,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118434,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118435,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118452,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118458,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118459,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118466,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118467,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118929,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118930,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118931,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118932,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118933,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118937,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118938,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118939,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118940,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118946,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118947,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118954,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118955,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118958,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1118959,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119044,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119047,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119065,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119066,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119068,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119071,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119072,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119073,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119438,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119439,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119446,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119450,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119452,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119455,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119464,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119465,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119467,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119468,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119476,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119477,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119478,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119482,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119483,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119484,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119487,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119494,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119495,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119496,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119499,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119504,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119505,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119507,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119508,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119509,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119510,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119511,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119512,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119513,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119514,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119515,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119516,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119518,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119519,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119523,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119529,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119539,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119540,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119541,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119542,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119543,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119545,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119549,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119561,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119562,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119590,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119593,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119611,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119612,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119646,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119647,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119649,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119741,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119831,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119852,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119853,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119887,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119888,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119899,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119941,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1119997,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120012,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120092,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120153,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120154,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120179,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120180,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120182,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120190,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120245,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120246,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120267,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120387,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120388,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120389,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120390,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120391,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120432,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120510,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120511,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120551,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120585,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120635,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120638,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120663,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120664,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120666,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120668,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120708,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120714,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120731,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120740,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120747,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120838,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120913,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120922,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120932,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120933,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120938,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120958,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120960,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120962,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1120971,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1121017,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1121057,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1121159,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1121160,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1121226,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1121321,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1121374,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1121383,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1121384,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1121457,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1121484,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1121583,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1121597,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1121611,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1121632,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1121643,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1121646,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1121648,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1121649,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1121651,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1121652,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1121752,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1121758,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1121759,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1121760,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1121761,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1121783,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1121800,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1121836,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1121863,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1121868,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1121882,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1121895,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1121900,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1121975,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122049,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122071,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122072,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122073,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122074,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122100,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122105,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122110,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122111,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122117,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122126,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122164,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122165,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122196,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122202,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122203,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122204,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122209,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122210,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122214,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122219,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122220,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122245,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122272,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122339,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122355,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122366,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122386,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122401,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122417,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122448,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122449,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122452,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122503,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122551,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122558,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122572,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122588,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122620,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122630,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122648,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122665,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122705,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122719,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122727,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122728,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122756,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122764,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122765,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122858,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122859,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122860,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122861,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122862,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122865,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122871,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122872,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122873,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122874,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122876,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122877,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122948,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122955,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122988,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1122993,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123011,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123052,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123078,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123123,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123135,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123143,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123144,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123145,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123146,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123175,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123208,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123209,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123219,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123220,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123229,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123239,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123251,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123310,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123337,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123341,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123367,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123434,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123440,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123453,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123529,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123562,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123567,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123599,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123601,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123613,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123620,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123621,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123678,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123679,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123686,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123687,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123688,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123689,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123690,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123691,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123696,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123697,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123698,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123699,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123701,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123716,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123717,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123718,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123719,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123720,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123722,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123725,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123726,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123728,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123729,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123730,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123732,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123766,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123769,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123771,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123831,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123838,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123873,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123881,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123892,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1123914,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1124039,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1124072,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1124102,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1124137,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1124159,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1124161,P,none,0.0,0.0,no wastewater load (SERVICE_PCL)
1124167,B,none,0.0,0.0,no wastewater load (SERVICE_PCL)
