PLOT_ID,SID,Q_AVG_M3D,N_PROP,IN_BND,SET_ID,NAME,SYSTEM,WORKS,BOTH
1127027,18,1.483216,2.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127028,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127029,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127030,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127031,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127032,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127033,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127034,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127035,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127036,18,0.741608,1.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127037,18,1.483216,2.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127038,18,2.046755978176946,3.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127039,18,5.82970214980105,5.434,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127040,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127041,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127042,18,0.741608,1.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127043,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127044,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127045,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127046,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127047,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127048,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127049,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127050,18,1.483216,2.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127051,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127052,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127053,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127054,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127055,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127056,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127057,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127058,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127059,18,3.57851751123658,5.890000000000001,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127060,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127061,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127062,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127063,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127064,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127065,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127066,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127067,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127068,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127069,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127070,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127071,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127072,18,5.096377806443639,1.53,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127073,18,2.49873626323658,4.434,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127074,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127075,18,5.096377806443639,1.53,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127076,18,2.49873626323658,4.434,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127077,18,2.49873626323658,4.434,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127078,18,2.49873626323658,4.434,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127079,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127080,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127081,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127082,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127083,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127084,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127085,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127086,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127087,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127088,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127089,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127090,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127091,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127092,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127093,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127094,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127095,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127096,18,5.096377806443639,1.53,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127097,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127098,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127099,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127100,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127101,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127102,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127103,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127104,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127105,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127106,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127107,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127108,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127109,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127110,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127111,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127112,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127113,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127114,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127115,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127116,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127117,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127118,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127119,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127120,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127121,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127122,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127123,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127124,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127125,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127126,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127127,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127128,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127129,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127130,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127131,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127132,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127133,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127134,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127135,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127136,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127137,18,3.57851751123658,5.890000000000001,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127138,18,3.57851751123658,5.890000000000001,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127139,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127140,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127141,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127142,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127143,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127144,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127145,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127146,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127147,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127148,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127149,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127150,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127151,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127152,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127153,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127154,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127155,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127156,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127157,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127158,18,1.483216,2.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127159,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127160,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127161,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127162,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127163,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127164,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127165,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127166,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127167,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127168,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127169,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127170,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127171,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127172,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127173,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127174,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127175,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127176,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127177,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127178,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127179,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127180,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127181,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127182,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127183,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127184,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127185,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127186,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127187,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127188,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127189,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127190,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127191,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127192,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127193,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127194,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127195,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127196,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127197,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127198,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127199,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127200,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127201,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127202,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127203,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127204,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127205,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127206,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127207,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127208,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127209,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127210,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127211,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127212,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127213,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127214,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127215,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127216,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127217,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127218,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127219,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127220,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127221,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127222,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127223,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127224,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127225,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127226,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127227,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127228,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127229,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127230,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127231,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127232,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127233,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127234,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127235,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127236,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127237,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127238,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127239,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127240,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127241,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127242,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127243,18,5.096377806443639,1.53,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127244,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127245,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127246,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127247,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127248,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127249,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127250,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127251,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127252,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127253,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127254,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127255,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127256,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127257,18,2.49873626323658,4.434,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127258,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127259,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127260,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127261,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127262,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127263,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127264,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127265,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127266,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127267,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127268,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127269,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127270,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127271,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127272,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127273,18,2.49873626323658,4.434,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127274,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127275,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127276,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127277,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127278,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127279,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127280,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127281,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127282,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127283,18,0.741608,1.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127284,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127285,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127286,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127287,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127288,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127289,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127290,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127291,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127292,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127293,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127294,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127295,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127296,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127297,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127298,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127299,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127300,18,115.52368266672353,55.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127301,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127302,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127303,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127304,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127305,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127306,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127307,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127308,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127309,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127310,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127311,18,6.347671869061678,10.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127312,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127313,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127314,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127315,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127316,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127317,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127318,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127319,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127320,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127321,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127322,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127323,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127324,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127325,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127326,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127327,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127328,18,3.57851751123658,5.890000000000001,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127329,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127330,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127331,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127332,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127333,18,3.57851751123658,5.890000000000001,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127334,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127335,18,3.57851751123658,5.890000000000001,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127336,18,3.57851751123658,5.890000000000001,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127337,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127338,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127339,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127340,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127341,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127342,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127343,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127344,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127345,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127346,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127347,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127348,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127349,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1127350,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
