PLOT_ID,SID,Q_AVG_M3D,N_PROP,IN_BND,SET_ID,NAME,SYSTEM,WORKS,BOTH
1116474,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116475,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116476,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116477,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116478,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116479,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116480,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116481,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116482,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116483,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116484,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116485,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116486,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116487,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116488,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116489,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116490,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116491,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116492,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116493,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116494,18,2.49873626323658,4.434,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116495,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116496,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116497,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116498,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116499,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116500,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116501,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116502,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116503,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116504,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116505,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116506,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116507,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116508,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116509,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116510,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116511,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116512,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116513,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116514,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116515,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116516,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116517,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116518,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116519,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116520,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116521,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116522,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116523,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116524,18,1.483216,2.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116525,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116526,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116527,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116528,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116529,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116530,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116531,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116532,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116533,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116534,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116535,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116536,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116537,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116538,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116539,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116540,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116541,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116542,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116543,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116544,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116545,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116546,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116547,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116548,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116549,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116550,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116551,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116552,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116553,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116554,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116555,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116556,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116557,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116558,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116559,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116560,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116561,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116562,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116563,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116564,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116565,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116566,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116567,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116568,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116569,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116570,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116571,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116572,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116573,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116574,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116575,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116576,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116577,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116578,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116579,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116580,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116581,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116582,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116583,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116584,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116585,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116586,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116587,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116588,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116589,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116590,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116591,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116592,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116593,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116594,18,3.57851751123658,5.890000000000001,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116595,18,3.57851751123658,5.890000000000001,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116596,18,3.57851751123658,5.890000000000001,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116597,18,3.57851751123658,5.890000000000001,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116598,18,3.57851751123658,5.890000000000001,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116599,18,3.57851751123658,5.890000000000001,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116600,18,3.57851751123658,5.890000000000001,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116601,18,3.57851751123658,5.890000000000001,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116602,18,3.57851751123658,5.890000000000001,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116603,18,3.57851751123658,5.890000000000001,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116604,18,3.57851751123658,5.890000000000001,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116605,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116606,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116607,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116608,18,3.57851751123658,5.890000000000001,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116609,18,3.57851751123658,5.890000000000001,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116610,18,3.57851751123658,5.890000000000001,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116611,18,3.57851751123658,5.890000000000001,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116612,18,3.57851751123658,5.890000000000001,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116613,18,3.57851751123658,5.890000000000001,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116614,18,3.57851751123658,5.890000000000001,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116615,18,3.57851751123658,5.890000000000001,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116616,18,3.57851751123658,5.890000000000001,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116617,18,3.57851751123658,5.890000000000001,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116618,18,3.57851751123658,5.890000000000001,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116619,18,3.57851751123658,5.890000000000001,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116620,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116621,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116622,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116623,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116624,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116625,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116626,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116627,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116628,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116629,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116630,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116631,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116632,18,1.483216,2.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116633,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116634,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116635,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116636,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116637,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116638,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116639,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116640,18,5.82970214980105,5.434,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116641,18,0.563539978176946,1.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116642,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116643,18,1.483216,2.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116644,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116645,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116646,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116647,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116648,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116649,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116650,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116651,18,2.224824,3.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116652,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116653,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116654,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116655,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116656,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116657,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116658,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116659,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116660,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116661,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116662,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116663,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116664,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116665,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116666,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116667,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116668,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116669,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116670,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116671,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116672,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116673,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116674,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116675,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116676,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116677,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116678,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116679,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116680,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116681,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116682,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116683,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116684,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116685,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116686,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116687,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116688,18,5.962199912707785,9.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116689,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116690,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116691,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116692,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116693,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116694,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116695,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116696,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116697,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116698,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116699,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116700,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116701,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116702,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116703,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116704,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116705,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116706,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116707,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116708,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116709,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116710,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116711,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116712,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116713,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116714,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116715,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116716,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116717,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116718,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116719,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116720,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116721,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116722,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116723,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116724,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116725,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116726,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116727,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116728,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116729,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116730,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116731,18,5.096377806443639,1.53,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116732,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116733,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116734,18,5.096377806443639,1.53,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116735,18,3.57851751123658,5.890000000000001,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116736,18,3.57851751123658,5.890000000000001,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116737,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116738,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116739,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116740,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116741,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116742,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116743,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116744,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116745,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116746,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116747,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116748,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116749,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116750,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116751,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116752,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116753,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116754,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116755,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116756,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116757,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116758,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116759,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116760,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116761,18,0.0,0.0,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116762,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116763,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116764,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116765,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116766,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116767,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116768,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116769,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116770,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116771,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116772,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116773,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116774,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116775,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116776,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116777,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116778,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116779,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116780,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116781,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116782,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116783,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116784,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116785,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116786,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116787,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116788,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116789,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116790,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116791,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116792,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116793,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116794,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
1116795,18,1.079781248,1.456,1,S018,AL TAYYEB (P.A.),central,central STP,0
