EDGE_UID,US_NODE,DS_NODE,TIER,LEN_M,SRC,CONFIDENCE,STAGE,QADF_M3D,N_PROP,QINF_LS,PF,PF_METH,QPK_LS,UPSTR_KM,ON_WADI_M,ON_DUAL_M,CROSS_ID,DN,MATERIAL,SLOPE_LAID,SLOPE_MIN,GRAD_BY,SIZED_BY,CLEAN_BY,TAU_PA,INV_UP,INV_DN,US_DEPTH,DS_DEPTH,COVER_US,COVER_DN,V_PK_MS,DOD_PK,RET_MIN,PAST_CAP,CAP_EXIT,CAP_LEN_M,TIE_TYPE,PACKAGE,PHASE
E0013011,N0013259,N0012894,main,47.689649625317706,draft,drafted,s5c_flows,154.8122,208.752,0.022953,3.3211,merrimack,5.97369,2.7543,0.0,0.0,,200,PVC-U,0.55,0.5,uniform,minimum,tractive,1.0,323.2068747099269,322.94458163698766,8.814792770541828,8.599790921606086,8.564792770541828,8.349790921606086,0.6493024547986642,0.36530671946750737,1.2241251944777498,0,,0.0,none,P269,1
E0013012,N0013260,N0012902,lateral,80.17648473602961,draft,provisional,s5c_flows,25.9147,34.944,0.002405,3.6221,held,1.088818,0.2886,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,330.6040409341559,330.2031585104757,4.613396809984749,5.442715512961797,4.363396809984749,5.192715512961797,0.37977232624536583,0.15973094055178022,3.5186206399282085,0,,0.0,none,P272,1
E0013013,N0013261,N0012902,lateral,79.5048872823827,draft,provisional,s5c_flows,5.3989,7.28,0.0,3.6221,held,0.226336,0.0,0.0,0.0,,200,PVC-U,0.65,0.5,cover_min,minimum,tractive,1.0,334.5356902059006,334.0189084385651,1.6116791788650175,1.62696558487238,1.3616791788650175,1.37696558487238,0.2527900877350087,0.07214203746481376,5.241825209916523,0,,0.0,none,P272,1
E0013014,N0013262,N0013263,sub main,80.00000000000126,auto_road,derived,s5c_flows,2.1596,2.912,0.029538,3.6221,held,0.120072,3.5445,0.0,0.0,,200,PVC-U,0.5,0.5,cover_min,minimum,tractive,1.0,412.1153501276962,411.7153501276962,1.5508486027725326,2.1706972355850667,1.3008486027725326,1.9206972355850667,0.18750496413664872,0.05751995956246256,7.110922846616775,0,,0.0,none,P302,0
E0013015,N0013263,N0013264,sub main,80.00000000000126,auto_road,derived,s5c_flows,2.1596,2.912,0.030204,3.6221,held,0.120739,3.6245,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,411.7153501276962,411.31535012769615,2.1706972355850667,3.4104189152726008,1.9206972355850667,3.1604189152726008,0.1878500494849409,0.05766377635394784,7.097859899367457,0,,0.0,none,P276,1
E0013016,N0013264,N0013265,sub main,80.00000000000126,auto_road,derived,s5c_flows,2.1596,2.912,0.030871,3.6221,held,0.121405,3.7045,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,411.31535012769615,410.9153501276961,3.4104189152726008,4.22426779222576,3.1604189152726008,3.97426779222576,0.18819328587818268,0.057806960411604796,7.084914464995418,0,,0.0,none,P276,1
E0013017,N0013265,N0013266,sub main,80.00000000000126,auto_road,derived,s5c_flows,2.1596,2.912,0.031538,3.6221,held,0.122072,3.7845,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,410.9153501276961,410.5153501276961,4.22426779222576,4.862945770741419,3.97426779222576,4.612945770741419,0.1885357164009317,0.05794994526288752,7.072046394105756,0,,0.0,none,P276,1
E0013018,N0013266,N0013267,sub main,30.000000000056957,auto_road,derived,s5c_flows,2.1596,2.912,0.032204,3.6221,held,0.122739,3.8645,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,410.5153501276961,410.3653501276958,4.862945770741419,4.9752565617573055,4.612945770741419,4.7252565617573055,0.18887683686509754,0.058092519104615464,2.6472277294545483,0,,0.0,none,P276,1
E0013019,N0013267,N0013268,sub main,90.00000000002025,auto_road,derived,s5c_flows,2.1596,2.912,0.032454,3.6221,held,0.122989,3.8945,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,410.3653501276958,409.9153501276957,4.9752565617573055,4.584710907460533,4.7252565617573055,4.334710907460533,0.18900435802977456,0.058145852385588254,7.936324937883374,0,,0.0,none,P276,1
E0013020,N0013268,N0013269,sub main,89.99999999986963,auto_road,derived,s5c_flows,2.1596,2.912,0.033204,3.6221,held,0.123739,3.9845,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,409.9153501276957,409.46535012769635,4.584710907460533,4.109143280506771,4.334710907460533,3.859143280506771,0.1893858336325756,0.058305510493975504,7.920338977982656,0,,0.0,none,P276,1
E0013021,N0013269,N0013270,sub main,90.00000000002025,auto_road,derived,s5c_flows,2.1596,2.912,0.033954,3.6221,held,0.124489,4.0745,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,409.46535012769635,409.01535012769625,4.109143280506771,3.5999147648818735,3.859143280506771,3.3499147648818735,0.18976569035922292,0.058464659732785834,7.904484720925398,0,,0.0,none,P276,1
E0013022,N0013270,N0013271,sub main,8.256152039122597,auto_road,derived,s5c_flows,2.1596,2.912,0.034704,3.6221,held,0.125239,4.1645,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,409.01535012769625,408.97406936750065,3.5999147648818735,3.585653532889978,3.3499147648818735,3.335653532889978,0.19014394464932308,0.058623304839283324,0.7236756039702077,0,,0.0,none,P276,1
E0013023,N0013271,N0013272,sub main,74.3569800301675,auto_road,derived,s5c_flows,2.1596,2.912,0.034773,3.6221,held,0.125308,4.1728,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,408.97406936750065,408.6022844673498,3.585653532889978,3.4641523002283066,3.335653532889978,3.2141523002283066,0.19017866411910092,0.05863787502948295,6.516414479211405,0,,0.0,none,P276,1
E0013024,N0013272,N0013273,sub main,50.00000000005358,auto_road,derived,s5c_flows,2.1596,2.912,0.035393,3.6221,held,0.125927,4.2471,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,408.6022844673498,408.35228446734953,3.4641523002283066,3.2739667533535908,3.2141523002283066,3.0239667533535908,0.19048953454618883,0.05876839593190733,4.374693524867449,0,,0.0,none,P276,1
E0013025,N0013273,N0013274,sub main,49.99999999974533,auto_road,derived,s5c_flows,2.1596,2.912,0.03581,3.6221,held,0.126344,4.2971,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,408.35228446734953,408.1022844673508,3.2739667533535908,3.358836138117965,3.0239667533535908,3.108836138117965,0.1906983536865741,0.05885613324580877,4.369903133504391,0,,0.0,none,P276,1
E0013026,N0013274,N0013275,sub main,12.029224632406855,auto_road,derived,s5c_flows,2.1596,2.912,0.036226,3.6221,held,0.126761,4.3471,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,408.1022844673508,408.04213834418874,3.358836138117965,3.297735923389382,3.108836138117965,3.047735923389382,0.19090668968366267,0.05894371824268271,1.050183613465789,0,,0.0,none,P276,1
E0013027,N0013275,N0013276,sub main,6.3980732601077275,auto_road,derived,s5c_flows,2.1596,2.912,0.036326,3.6221,held,0.126861,4.3592,0.0,0.0,,200,PVC-U,0.65,0.5,table11,minimum,tractive,1.0,408.04213834418874,408.000550867998,3.297735923389382,3.3137801866894847,3.047735923389382,3.0637801866894847,0.2089520399562913,0.05548858731705261,0.5103302861146254,0,,0.0,none,P276,1
E0013028,N0013276,N0013277,sub main,5.722479145655112,auto_road,derived,s5c_flows,2.1596,2.912,0.03638,3.6221,held,0.126914,4.3656,0.0,0.0,,200,PVC-U,0.7,0.5,table11,minimum,tractive,1.0,408.000550867998,407.9604935139784,3.3137801866894847,3.329972794615344,3.0637801866894847,3.079972794615344,0.21435422366124382,0.05455698416408025,0.444939459547628,0,,0.0,none,P276,1
E0013029,N0013277,N0013278,sub main,10.833069416874704,auto_road,derived,s5c_flows,2.1596,2.912,0.036427,3.6221,held,0.126962,4.3713,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,407.9604935139784,407.906328166894,3.329972794615344,3.3892040596684865,3.079972794615344,3.1392040596684865,0.19100693885800937,0.058985881296594794,0.9452596750012823,0,,0.0,none,P276,1
E0013030,N0013278,N0013279,sub main,9.131023854205283,auto_road,derived,s5c_flows,2.1596,2.912,0.036518,3.6221,held,0.127052,4.3821,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,407.906328166894,407.860673047623,3.3892040596684865,3.4793843254238936,3.1392040596684865,3.2293843254238936,0.1910517904451214,0.059004748886669095,0.7965574703532303,0,,0.0,none,P276,1
E0013031,N0013279,N0013280,sub main,79.99760187824178,auto_road,derived,s5c_flows,2.1596,2.912,0.036594,3.6221,held,0.127128,4.3913,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,407.860673047623,407.46068503823176,3.4793843254238936,3.010079121924491,3.2293843254238936,2.760079121924491,0.19108964775582082,0.05902067604012193,6.977318658000139,0,,0.0,none,P276,1
E0013032,N0013280,N0013281,sub main,79.99999999977749,auto_road,derived,s5c_flows,2.1596,2.912,0.03726,3.6221,held,0.127795,4.4713,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,407.46068503823176,407.06068503823286,3.010079121924491,2.4856101277827634,2.760079121924491,2.2356101277827634,0.19142121593057357,0.05916024330064337,6.9654417711629755,0,,0.0,none,P276,1
E0013033,N0013281,N0012864,sub main,5.03929085997132,auto_road,derived,s5c_flows,2.1596,2.912,0.037927,3.6221,held,0.128461,4.5513,0.0,0.0,,200,PVC-U,0.8,0.5,table11,minimum,tractive,1.0,407.06068503823286,407.0203707113531,2.4856101277827634,2.4805753335687655,2.2356101277827634,2.2305753335687655,0.22528039338432243,0.05319134644554821,0.37281620356655,0,,0.0,none,P276,1
E0013034,N0013282,N0012899,lateral,39.87603144402585,auto_block,provisional,s5c_flows,0.0,0.0,0.0,3.6221,held,0.0,0.0,0.0,0.0,,200,PVC-U,0.5,0.5,cover_min,minimum,tractive,1.0,398.9941415127171,398.794761355497,1.5517569247829215,2.1469195527061515,1.3017569247829215,1.8969195527061515,0.0,0.0,0.0,0,,0.0,none,P276,1
E0013035,N0013283,N0013284,lateral,50.00000000005691,draft,provisional,s5c_flows,0.7416,1.0,0.0,3.6221,held,0.03109,0.0,0.0,0.0,,200,PVC-U,0.55,0.5,ground,minimum,tractive,1.0,331.59654541015624,331.3215454101559,1.5500000000000114,1.5639221191409547,1.3000000000000114,1.3139221191409547,0.12235870508883363,0.030889245556963846,6.810576597139318,0,,0.0,none,P274,1
E0013036,N0013284,N0013285,lateral,50.00000000005691,draft,provisional,s5c_flows,0.7416,1.0,0.000417,3.6221,held,0.031507,0.05,0.0,0.0,,200,PVC-U,0.55,0.5,uniform,minimum,tractive,1.0,331.3215454101559,331.0465454101556,1.5639221191409547,1.944665527344398,1.3139221191409547,1.694665527344398,0.12292819545506123,0.031069654838036947,6.779025188236191,0,,0.0,none,P274,1
E0013037,N0013285,N0012821,lateral,13.879237896328883,draft,provisional,s5c_flows,0.7416,1.0,0.000833,3.6221,held,0.031923,0.1,0.0,0.0,,200,PVC-U,0.55,0.5,uniform,minimum,tractive,1.0,331.0465454101556,330.9702096017258,1.944665527344398,2.2190909353835764,1.694665527344398,1.9690909353835764,0.12349115872301648,0.03124835300697662,1.873175650771244,0,,0.0,none,P274,1
E0013038,N0013286,N0013287,lateral,79.99999999999363,draft,provisional,s5c_flows,22.6754,30.576,0.001442,3.6221,held,0.952053,0.1731,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,329.75471436311807,329.3547143631181,2.635697013835056,3.8927221603194084,2.385697013835056,3.6427221603194084,0.3643555992468236,0.14981855839279462,3.6594286902394875,0,,0.0,none,P272,1
E0013039,N0013287,N0013288,lateral,79.99999999999447,draft,provisional,s5c_flows,30.2339,40.768,0.002109,3.6221,held,1.26959,0.2531,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,329.3547143631181,328.9547143631181,3.8927221603194084,4.585538322428761,3.6427221603194084,4.335538322428761,0.39810876906036224,0.1719495820421661,3.3491684608712498,0,,0.0,none,P272,1
E0013040,N0013288,N0013289,lateral,5.000000000031976,draft,provisional,s5c_flows,32.3934,43.68,0.002776,3.6221,held,1.360791,0.3331,0.0,0.0,,200,PVC-U,0.8,0.5,table11,minimum,tractive,1.0,328.9547143631181,328.91471436311787,4.585538322428761,4.6465649337571335,4.335538322428761,4.3965649337571335,0.479649092305531,0.1585747419662758,0.17373812370478517,0,,0.0,none,P272,1
E0013041,N0013289,N0013290,lateral,34.99999999999352,draft,provisional,s5c_flows,33.4732,45.136,0.002817,3.6221,held,1.4061,0.3381,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,328.91471436311787,328.7397143631179,4.6465649337571335,3.975892326335213,4.3965649337571335,3.725892326335213,0.4107197746400087,0.1806318011351951,1.4202708740880823,0,,0.0,none,P272,1
E0013042,N0013290,N0012906,lateral,38.443323203324276,draft,provisional,s5c_flows,37.7923,50.96,0.003109,3.6221,held,1.587461,0.3731,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,328.7397143631179,328.5474977471013,3.975892326335213,4.450793268523682,3.725892326335213,4.200793268523682,0.42614460317863867,0.19157037309630792,1.5035320138036548,0,,0.0,none,P272,1
E0013043,N0013291,N0012906,lateral,87.15716025978327,draft,provisional,s5c_flows,34.553,46.592,0.003031,3.6221,held,1.451581,0.3637,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,330.4795517604941,330.0437659591952,3.4180007297402994,2.9545250564298158,3.1680007297402994,2.7045250564298158,0.4147202791020286,0.18343463204301208,3.5026484376610005,0,,0.0,none,P272,1
E0013044,N0013292,N0013293,sub main,10.341727235790506,auto_road,derived,s5c_flows,36.5583,49.296,0.035973,3.6221,held,1.568591,4.3168,0.0,0.0,,200,PVC-U,0.5,0.5,cover_min,minimum,tractive,1.0,396.6598224463648,396.60811381018584,1.5500774559789647,1.6759743245797836,1.3000774559789647,1.4259743245797836,0.4246025304898185,0.19046069364499335,0.40593757271694236,0,,0.0,none,P326,1
E0013045,N0013293,N0013294,sub main,50.141229758299595,auto_road,derived,s5c_flows,36.5583,49.296,0.036059,3.6221,held,1.568677,4.3271,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,396.60811381018584,396.35740766139435,1.6759743245797836,2.7198323288400275,1.4259743245797836,2.4698323288400275,0.4246095896223124,0.1904657651715705,1.968130685370684,0,,0.0,none,P320,1
E0013046,N0013294,N0013295,sub main,19.517043005919273,auto_road,derived,s5c_flows,36.5583,49.296,0.036477,3.6221,held,1.569095,4.3773,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,396.35740766139435,396.25982244636475,2.7198323288400275,3.043552797775874,2.4698323288400275,2.793552797775874,0.4246438962018448,0.19049041329113697,0.766016073722247,0,,0.0,none,P320,1
E0013047,N0013295,N0013296,sub main,20.92208952921865,auto_road,derived,s5c_flows,37.2999,50.296,0.03664,3.6221,held,1.600348,4.3968,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,396.25982244636475,396.15521199871864,3.043552797775874,3.1645511848751084,2.793552797775874,2.9145511848751084,0.4271899402008416,0.19232466204329773,0.8162680328794811,0,,0.0,none,P320,1
E0013048,N0013296,N0013297,sub main,37.8805378048294,auto_road,derived,s5c_flows,37.2999,50.296,0.036814,3.6221,held,1.600522,4.4177,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,396.15521199871864,395.9658093096945,3.1645511848751084,3.079753434446104,2.9145511848751084,2.829753434446104,0.42720401149714865,0.19233482692423082,1.4778473042296574,0,,0.0,none,P320,1
E0013049,N0013297,N0013298,sub main,29.249201183121635,auto_road,derived,s5c_flows,37.2999,50.296,0.03713,3.6221,held,1.600838,4.4556,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,395.9658093096945,395.8195633037789,3.079753434446104,3.2635665790335793,2.829753434446104,3.0135665790335793,0.42722956336138246,0.19235328595908524,1.1410415574940167,0,,0.0,none,P320,1
E0013050,N0013298,N0013299,sub main,50.00000000000716,auto_road,derived,s5c_flows,37.2999,50.296,0.037374,3.6221,held,1.601082,4.4848,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,395.8195633037789,395.56956330377886,3.2635665790335793,3.792893971611761,3.0135665790335793,3.542893971611761,0.4272492907200713,0.19236753797013478,1.9504615956856974,0,,0.0,none,P320,1
E0013051,N0013299,N0013300,sub main,50.00000000000716,auto_road,derived,s5c_flows,37.2999,50.296,0.03779,3.6221,held,1.601498,4.5348,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,395.56956330377886,395.3195633037788,3.792893971611761,4.122727955986818,3.542893971611761,3.872727955986818,0.4272829191038263,0.19239183413506095,1.9503080887980906,0,,0.0,none,P320,1
E0013052,N0013300,N0013301,sub main,6.948171482796396,auto_road,derived,s5c_flows,37.2999,50.296,0.038207,3.6221,held,1.601915,4.5848,0.0,0.0,,200,PVC-U,0.6,0.5,table11,minimum,tractive,1.0,395.3195633037788,395.27787427488204,4.122727955986818,4.224597648946087,3.872727955986818,3.9745976489460872,0.4557046456358742,0.18398500901147125,0.2541182302081195,0,,0.0,none,P320,1
E0013053,N0013301,N0013302,sub main,85.7833113084851,auto_road,derived,s5c_flows,37.2999,50.296,0.038265,3.6221,held,1.601973,4.5918,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,395.27787427488204,394.8489577183396,4.224597648946087,6.793742476972909,3.9745976489460872,6.543742476972909,0.42732130896886167,0.1924195725357996,3.345777112289058,0,,0.0,none,P320,1
E0013054,N0013302,N0013303,sub main,19.213494470396387,auto_road,derived,s5c_flows,37.2999,50.296,0.03898,3.6221,held,1.602688,4.6776,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,394.8489577183396,394.7528902459876,6.793742476972909,7.569253308699899,6.543742476972909,7.319253308699899,0.42737907988711804,0.19246131886571932,0.7492760476823516,0,,0.0,none,P320,1
E0013055,N0013303,N0013304,sub main,22.97684550774159,auto_road,derived,s5c_flows,37.2999,50.296,0.03914,3.6221,held,1.602848,4.6968,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,394.7528902459876,394.6380060184489,7.569253308699899,8.011316491316734,7.319253308699899,7.761316491316734,0.42739200502495556,0.19247065950728565,0.8960098004328979,0,,0.0,none,P320,1
E0013056,N0013304,N0013305,sub main,29.85126436613797,auto_road,derived,s5c_flows,37.2999,50.296,0.039331,3.6221,held,1.603039,4.7198,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,394.6380060184489,394.4887496966182,8.011316491316734,8.772969053381814,7.761316491316734,8.522969053381814,0.42740743315405205,0.19248180932635123,1.16404403427781,0,,0.0,none,P320,1
E0013057,N0013305,N0013306,sub main,29.614957407814703,auto_road,derived,s5c_flows,37.2999,50.296,0.03958,3.6221,held,1.603288,4.7496,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,394.4887496966182,394.3406749095791,8.772969053381814,9.172295061124032,8.522969053381814,8.922295061124032,0.42742754421555473,0.1924963440200746,1.154774955763406,0,,0.0,none,P320,1
E0013058,N0013306,N0013307,sub main,47.55693271833157,auto_road,derived,s5c_flows,37.2999,50.296,0.039827,3.6221,held,1.603535,4.7792,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,394.3406749095791,394.10289024598745,9.172295061124032,9.984145886825047,8.922295061124032,9.734145886825047,0.42744749145152455,0.19251076092478275,1.8542992090419468,0,,0.0,none,P320,1
E0013059,N0013307,N0013308,sub main,7.064248601337374,auto_road,derived,s5c_flows,37.2999,50.296,0.040223,3.6221,held,1.603931,4.8268,0.0,0.0,,200,PVC-U,0.6,0.5,table11,minimum,tractive,1.0,394.10289024598745,394.06050475437945,9.984145886825047,9.941936651870549,9.734145886825047,9.691936651870549,0.4558788868344992,0.18409711762372122,0.2582648156980766,0,,0.0,none,P320,1
E0013060,N0013308,N0013309,sub main,47.93575139861628,auto_road,derived,s5c_flows,37.2999,50.296,0.040282,3.6221,held,1.60399,4.8338,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,394.06050475437945,393.82082599738635,9.941936651870549,9.106999930348024,9.691936651870549,8.856999930348024,0.4274842303891166,0.19253731565850968,1.8689091507532676,0,,0.0,none,P320,1
E0013061,N0013309,N0013310,sub main,44.980152459600504,auto_road,derived,s5c_flows,37.2999,50.296,0.040681,3.6221,held,1.604389,4.8818,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,393.82082599738635,393.5959252350884,9.106999930348024,9.154715634052252,8.856999930348024,8.904715634052252,0.4275164412441774,0.19256059921419882,1.7535447419946883,0,,0.0,none,P320,1
E0013062,N0013310,N0013311,sub main,10.019847540396984,auto_road,derived,s5c_flows,37.2999,50.296,0.041056,3.6221,held,1.604764,4.9268,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,393.5959252350884,393.5458259973864,9.154715634052252,9.281749686207377,8.904715634052252,9.031749686207377,0.4275467091829751,0.19258247978335358,0.39059465415075223,0,,0.0,none,P320,1
E0013063,N0013311,N0013312,sub main,54.39662996554955,auto_road,derived,s5c_flows,37.2999,50.296,0.04114,3.6221,held,1.604848,4.9368,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,393.5458259973864,393.2738428475586,9.281749686207377,10.426413500097624,9.031749686207377,10.176413500097624,0.42755348848134395,0.19258738070257492,2.120461003946142,0,,0.0,none,P320,1
E0013064,N0013312,N0013313,sub main,58.35530646729095,auto_road,derived,s5c_flows,37.2999,50.296,0.041593,3.6221,held,1.605301,4.9912,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,393.2738428475586,392.9820663152222,10.426413500097624,12.111805755090302,10.176413500097624,11.861805755090302,0.4275900437282388,0.19261380858927307,2.274581589041065,0,,0.0,none,P320,1
E0013065,N0013313,N0013314,sub main,21.247842206153383,auto_road,derived,s5c_flows,37.2999,50.296,0.042079,3.6221,held,1.605787,5.0495,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,392.9820663152222,392.87582710419144,12.111805755090302,12.971218794246056,11.861805755090302,12.721218794246056,0.427629253424859,0.19264215780326982,0.8281255330398389,1,recovers_500m,103.53,none,P320,1
E0013066,N0013314,N0013315,sub main,26.000221360948995,auto_road,derived,s5c_flows,37.2999,50.296,0.042256,3.6221,held,1.605964,5.0708,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,392.87582710419144,392.7458259973867,12.971218794246056,13.575646170582047,12.721218794246056,13.325646170582047,0.42764353131071914,0.192652481518865,1.013313638474347,1,recovers_500m,103.53,none,P320,1
E0013067,N0013315,N0013316,sub main,33.58851164956352,auto_road,derived,s5c_flows,37.2999,50.296,0.042473,3.6221,held,1.606181,5.0968,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,392.7458259973867,392.5778834391389,13.575646170582047,13.031064314767377,13.325646170582047,12.781064314767377,0.42766103424323504,0.19266513755052644,1.309000546386769,1,recovers_500m,103.53,none,P320,1
E0013068,N0013316,N0013317,sub main,22.691805674790853,auto_road,derived,s5c_flows,37.2999,50.296,0.042753,3.6221,held,1.606461,5.1304,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,392.5778834391389,392.46442441076493,13.031064314767377,12.098441800172566,12.781064314767377,11.848441800172566,0.4276836160780921,0.19268146673091574,0.8842909735814104,1,recovers_500m,103.53,none,P320,1
E0013069,N0013317,N0013318,sub main,33.719682675668004,auto_road,derived,s5c_flows,37.2999,50.296,0.042942,3.6221,held,1.60665,5.1531,0.0,0.0,,200,PVC-U,0.5,0.5,table11,minimum,tractive,1.0,392.46442441076493,392.2958259973866,12.098441800172566,11.4444083776134,11.848441800172566,11.1944083776134,0.42769885716459066,0.1926924881742807,1.3139962893210675,0,,0.0,none,P320,1
E0013070,N0013318,N0013319,sub main,7.713292294028624,auto_road,derived,s5c_flows,37.2999,50.296,0.043223,3.6221,held,1.606931,5.1868,0.0,0.0,,200,PVC-U,0.55,0.5,table11,minimum,tractive,1.0,392.2958259973866,392.25340288976946,11.4444083776134,11.522231875855539,11.1944083776134,11.272231875855539,0.44235615323520316,0.18824221081717468,0.2906139558067601,0,,0.0,none,P320,1
E0013071,N0013319,N0013320,sub main,46.575406689578635,auto_road,derived,s5c_flows,37.2999,50.296,0.043287,3.6221,held,1.606995,5.1945,0.0,0.0,,200,PVC-U,0.55,0.5,uniform,minimum,tractive,1.0,402.225634765625,401.9694700288323,1.5500000000000114,2.4226808500739594,1.3000000000000114,2.1726808500739594,0.4423614991906453,0.18824584876721623,1.754801852285746,0,,0.0,none,P320,1
E0013072,N0013320,N0013321,sub main,10.780557321774413,auto_road,derived,s5c_flows,37.2999,50.296,0.043676,3.6221,held,1.607383,5.2411,0.0,0.0,,200,PVC-U,0.55,0.5,uniform,minimum,tractive,1.0,401.9694700288323,401.91017696356255,2.4226808500739594,2.6407568743280763,2.1726808500739594,2.3907568743280763,0.44239390566856035,0.1882679023803175,0.4061447345016533,0,,0.0,none,P307,0
E0013073,N0013321,N0013322,sub main,9.577788017013281,auto_road,derived,s5c_flows,37.2999,50.296,0.043765,3.6221,held,1.607473,5.2518,0.0,0.0,,200,PVC-U,0.55,0.5,uniform,minimum,tractive,1.0,401.91017696356255,401.857499129469,2.6407568743280763,2.7871541908435233,2.3907568743280763,2.5371541908435233,0.4424014218068735,0.1882730175512915,0.3608256945278076,0,,0.0,none,P307,0
E0013074,N0013322,N0013323,sub main,38.739657615315004,auto_road,derived,s5c_flows,37.2999,50.296,0.043845,3.6221,held,1.607553,5.2614,0.0,0.0,,200,PVC-U,0.55,0.5,uniform,minimum,tractive,1.0,401.857499129469,401.64443101258473,2.7871541908435233,3.0586939874152677,2.5371541908435233,2.8086939874152677,0.44240810255693397,0.18827756425683145,1.4594239041364738,0,,0.0,none,P307,0
E0013075,N0013323,N0013324,sub main,46.34134784092769,auto_road,derived,s5c_flows,37.2999,50.296,0.044168,3.6221,held,1.607876,5.3002,0.0,0.0,,200,PVC-U,0.55,0.5,uniform,minimum,tractive,1.0,401.64443101258473,401.38955359945965,3.0586939874152677,3.4753755997591043,2.8086939874152677,3.2253755997591043,0.4424350735802397,0.18829592049807947,1.7456929693633814,0,,0.0,none,P307,0
E0013076,N0013324,N0013325,sub main,85.45293847818043,auto_road,derived,s5c_flows,37.2999,50.296,0.044554,3.6221,held,1.608262,5.3465,0.0,0.0,,200,PVC-U,0.55,0.5,uniform,minimum,tractive,1.0,401.38955359945965,400.91956243782965,3.4753755997591043,4.558037659826596,3.2253755997591043,4.308037659826596,0.44246729994030326,0.1883178547837821,3.2188042856390955,0,,0.0,none,P307,0
E0013077,N0013325,N0013326,sub main,60.000000000072404,auto_road,derived,s5c_flows,37.2999,50.296,0.045266,3.6221,held,1.608974,5.432,0.0,0.0,,200,PVC-U,0.55,0.5,uniform,minimum,tractive,1.0,400.91956243782965,400.5895624378293,4.558037659826596,5.387213685217603,4.308037659826596,5.137213685217603,0.44252672834832063,0.18835830738483833,2.2597505098360724,0,,0.0,none,P307,0
