Pipe,US manhole,DS manhole,US invert (m),DS invert (m),US depth (m),DS depth (m),Length (m),DN (mm),Material,Laid gradient (%),Minimum gradient (%),Gradient set by,Diameter set by,Peak factor,PF method,Qadf (m3/d),Qpeak (L/s),Velocity (m/s),d/D,Self-cleansing by,Tier,Package,Confidence
E0028454,N0028701,N0028183,359.855558,359.746064,8.61487,8.835082,43.797796,400,GRP,0.25,0.205,table11,minimum,2.4831,merrimack,1712.1742,49.652486,0.822087,0.484787,velocity,sub main,P451,derived
E0028455,N0028702,N0028703,375.696674,375.609209,1.55,1.803938,17.492856,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,1.0798,0.045267,0.134896,0.037231,tractive,lateral,P416,provisional
E0028456,N0028703,N0028704,375.609209,375.5681,1.803938,1.768509,6.324555,200,PVC-U,0.65,0.5,table11,minimum,3.6221,held,2.1596,0.09068,0.186789,0.047726,tractive,lateral,P416,provisional
E0028457,N0028704,N0028195,375.5681,375.292578,1.768509,1.550958,22.960135,200,PVC-U,1.2,0.5,ground,minimum,3.6221,held,2.1596,0.090733,0.23019,0.041484,tractive,lateral,P416,provisional
E0028458,N0028705,N0028706,376.168486,375.980394,1.550447,1.572341,37.61848,200,PVC-U,0.5,0.5,cover_min,minimum,3.6221,held,2.1596,0.090534,0.170652,0.050666,tractive,lateral,P398,derived
E0028459,N0028706,N0028707,375.980394,375.580394,1.572341,1.754476,80.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,6.1405,0.25774,0.240859,0.081405,tractive,lateral,P398,derived
E0028460,N0028707,N0028708,375.580394,375.180394,1.754476,2.081172,80.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,12.6192,0.530009,0.303345,0.113658,tractive,lateral,P398,derived
E0028461,N0028708,N0028709,375.180394,375.138279,2.081172,2.150661,8.422964,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,16.9383,0.711745,0.332818,0.130529,tractive,lateral,P398,derived
E0028462,N0028709,N0028180,375.138279,374.726995,2.150661,1.988795,82.256819,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,20.1777,0.847617,0.351456,0.141771,tractive,lateral,P398,derived
E0028463,N0028710,N0028711,363.786795,363.712465,4.794718,4.888549,14.866069,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,44.4964,1.876258,0.448201,0.207845,tractive,main,P451,provisional
E0028464,N0028711,N0028712,363.712465,363.619057,4.888549,5.10952,18.681542,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,44.4964,1.876381,0.448209,0.207852,tractive,main,P451,provisional
E0028465,N0028712,N0028713,363.619057,363.451054,5.10952,5.292232,33.600595,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,44.4964,1.876537,0.448221,0.207861,tractive,main,P451,provisional
E0028466,N0028713,N0028714,363.451054,363.332521,5.292232,5.437529,23.706539,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,45.5762,1.922084,0.451463,0.210318,tractive,main,P451,provisional
E0028467,N0028714,N0028183,363.332521,363.057609,5.437529,5.523537,54.982359,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,45.5762,1.922282,0.451477,0.210329,tractive,main,P451,provisional
E0028468,N0028715,N0028203,367.332599,367.282599,1.55,1.986688,10.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.0,0.0,0.0,0.0,tractive,lateral,P380,provisional
E0028469,N0028716,N0028717,372.454588,372.104588,6.414431,5.910396,70.0,200,PVC-U,0.5,0.5,table11,minimum,3.4012,merrimack,127.1413,5.022931,0.597535,0.341866,tractive,main,P416,derived
E0028470,N0028717,N0028718,372.104588,371.754588,5.910396,6.077077,70.0,200,PVC-U,0.5,0.5,table11,minimum,3.3977,merrimack,128.2211,5.060858,0.5988,0.343221,tractive,main,P416,derived
E0028471,N0028718,N0028719,371.754588,371.404588,6.077077,6.366622,69.999993,200,PVC-U,0.5,0.5,table11,minimum,3.3908,merrimack,130.3806,5.136015,0.601283,0.345896,tractive,main,P416,derived
E0028472,N0028719,N0028720,371.404588,371.054588,6.366622,6.197701,70.0,200,PVC-U,0.5,0.5,table11,minimum,3.3775,merrimack,134.6997,5.2853,0.60613,0.351167,tractive,main,P416,derived
E0028473,N0028720,N0028721,371.054588,370.704588,6.197701,6.283968,70.0,200,PVC-U,0.5,0.5,table11,minimum,3.3572,merrimack,141.5819,5.521643,0.613575,0.359405,tractive,main,P416,derived
E0028474,N0028721,N0028195,370.704588,370.561273,6.283968,6.282263,28.662928,200,PVC-U,0.5,0.5,table11,minimum,3.351,merrimack,143.7414,5.595918,0.61586,0.361968,tractive,main,P416,derived
E0028475,N0028722,N0028723,365.620832,365.519865,9.938281,10.325777,18.35756,200,PVC-U,0.55,0.5,uniform,minimum,3.5171,merrimack,96.3774,3.954881,0.577738,0.294561,tractive,main,P416,provisional
E0028476,N0028723,N0028724,365.519865,365.374557,10.325777,10.80864,26.41969,200,PVC-U,0.55,0.5,uniform,minimum,3.5171,merrimack,96.3774,3.955034,0.577745,0.294567,tractive,main,P416,provisional
E0028477,N0028724,N0028194,365.374557,365.049233,10.80864,11.505882,59.1498,200,PVC-U,0.55,0.5,uniform,minimum,3.5124,merrimack,97.4572,3.993864,0.579374,0.296045,tractive,main,P416,provisional
E0028478,N0028725,N0028726,368.668869,368.628619,4.98967,4.757214,4.472136,200,PVC-U,0.9,0.5,table11,minimum,3.6221,held,16.1967,0.686316,0.403763,0.111541,tractive,main,P380,provisional
E0028479,N0028726,N0028727,368.628619,368.40098,4.757214,2.487539,45.527864,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,18.3563,0.776888,0.342048,0.13604,tractive,main,P380,provisional
E0028480,N0028727,N0028728,368.40098,368.360371,2.487539,2.351329,4.51212,200,PVC-U,0.9,0.5,table11,minimum,3.6221,held,18.3563,0.777267,0.419901,0.118235,tractive,main,P380,provisional
E0028481,N0028728,N0028729,368.360371,368.22244,2.351329,1.815249,27.586228,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,19.4361,0.822572,0.348192,0.13977,tractive,main,P380,provisional
E0028482,N0028729,N0028730,368.22244,368.132301,1.815249,1.778649,18.027756,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,20.5158,0.868069,0.35407,0.143384,tractive,main,P380,provisional
E0028483,N0028730,N0028203,368.132301,367.716544,1.778649,1.552743,17.691806,200,PVC-U,2.35,0.5,ground,minimum,3.6221,held,21.5956,0.913487,0.616014,0.101621,tractive,main,P380,provisional
E0028484,N0028731,N0028198,372.893931,372.533449,5.379659,5.521421,90.120455,250,PVC-U,0.4,0.375,table11,dod,2.9058,merrimack,466.978,15.764982,0.740088,0.492059,tractive,sub main,P398,derived
E0028485,N0028732,N0028210,366.433263,366.088444,1.590083,1.597225,34.481879,200,PVC-U,1.0,0.5,cover_min,minimum,3.6221,held,0.0,0.0,0.0,0.0,tractive,lateral,P380,provisional
E0028486,N0028733,N0028734,365.187775,365.026015,2.830658,2.765733,29.410882,200,PVC-U,0.55,0.5,uniform,minimum,3.6221,held,4.4496,0.189322,0.225132,0.069145,tractive,main,P380,provisional
E0028487,N0028734,N0028735,365.026015,364.888515,2.765733,2.903965,25.0,200,PVC-U,0.55,0.5,uniform,minimum,3.6221,held,5.1913,0.220657,0.236676,0.074145,tractive,main,P380,provisional
E0028488,N0028735,N0028736,364.888515,364.814725,2.903965,2.921878,13.416408,200,PVC-U,0.55,0.5,uniform,minimum,3.6221,held,5.1913,0.220865,0.236749,0.074177,tractive,main,P380,provisional
E0028489,N0028736,N0028210,364.814725,364.695742,2.921878,2.989927,21.633308,200,PVC-U,0.55,0.5,uniform,minimum,3.6221,held,5.1913,0.220977,0.236788,0.074195,tractive,main,P380,provisional
E0028490,N0028737,N0028738,377.939202,377.539202,1.550147,1.623731,80.0,200,PVC-U,0.5,0.5,cover_min,minimum,3.6221,held,2.1596,0.090534,0.170652,0.050666,tractive,lateral,P398,derived
E0028491,N0028738,N0028739,377.528631,377.088631,1.634303,1.560753,80.0,200,PVC-U,0.55,0.5,cover_min,minimum,3.6221,held,9.718,0.408071,0.288572,0.098385,tractive,lateral,P398,derived
E0028492,N0028739,N0028740,377.088631,376.568631,1.560753,1.572025,80.0,200,PVC-U,0.65,0.5,ground,minimum,3.6221,held,16.1967,0.680341,0.359584,0.120019,tractive,lateral,P398,derived
E0028493,N0028740,N0028198,376.568631,376.504408,1.572025,1.550462,12.844453,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,20.5158,0.862077,0.353309,0.142913,tractive,lateral,P398,derived
E0028494,N0028741,N0028224,372.250282,372.207703,7.272942,7.329254,6.082763,200,PVC-U,0.7,0.5,table11,minimum,3.0255,merrimack,334.5019,11.764652,0.850046,0.497903,velocity,sub main,P398,provisional
E0028495,N0028742,N0028743,377.750385,377.629451,1.55,1.826879,24.186773,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,1.0798,0.045267,0.134896,0.037231,tractive,lateral,P398,provisional
E0028496,N0028743,N0028224,377.629451,377.544451,1.826879,1.992506,17.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,1.0798,0.045469,0.135103,0.037304,tractive,lateral,P398,provisional
E0028497,N0028744,N0028745,373.271615,373.230823,3.154685,3.286358,5.09902,200,PVC-U,0.8,0.5,table11,minimum,3.6221,held,5.3989,0.228866,0.272497,0.069087,tractive,main,P388,provisional
E0028498,N0028745,N0028746,373.230823,373.153042,3.286358,3.518864,15.556349,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,5.3989,0.228909,0.231767,0.0771,tractive,main,P388,provisional
E0028499,N0028746,N0028747,373.153042,373.064441,3.518864,3.752942,17.720045,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,5.3989,0.229038,0.231809,0.07712,tractive,main,P388,provisional
E0028500,N0028747,N0028748,373.064441,372.990111,3.752942,3.801576,14.866069,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,5.3989,0.229186,0.231858,0.077143,tractive,main,P388,provisional
E0028501,N0028748,N0028749,372.990111,372.899972,3.801576,3.746146,18.027756,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,5.3989,0.22931,0.231898,0.077162,tractive,main,P388,provisional
E0028502,N0028749,N0028750,372.899972,372.811513,3.746146,3.921824,17.691806,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,5.3989,0.22946,0.231948,0.077185,tractive,main,P388,provisional
E0028503,N0028750,N0028213,372.811513,372.616513,3.921824,4.219699,39.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,5.3989,0.229608,0.231996,0.077207,tractive,main,P388,provisional
E0028504,N0028751,N0028227,372.468711,372.33288,2.859353,3.018072,27.166155,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,10.5249,0.444925,0.286974,0.104752,tractive,main,P388,provisional
E0028505,N0028752,N0028227,373.878345,373.798345,1.55,1.552607,10.0,200,PVC-U,0.8,0.5,ground,minimum,3.6221,held,0.0,0.0,0.0,0.0,tractive,lateral,P388,provisional
E0028506,N0028753,N0028236,376.777402,376.732125,1.834018,1.852409,9.055385,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,3.2393,0.136332,0.195561,0.060914,tractive,lateral,P392,provisional
E0028507,N0028754,N0028755,376.641254,376.562991,1.55,1.86102,15.652476,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,2.1596,0.090534,0.170652,0.050666,tractive,lateral,P392,provisional
E0028508,N0028755,N0028236,376.562991,376.491928,1.86102,2.092606,14.21267,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,2.1596,0.090665,0.170735,0.050699,tractive,lateral,P392,provisional
E0028509,N0028756,N0028757,373.17579,373.13554,1.551597,1.567188,4.472136,200,PVC-U,0.9,0.5,cover_min,minimum,3.6221,held,0.0,0.0,0.0,0.0,tractive,lateral,P388,provisional
E0028510,N0028757,N0028758,373.13554,372.854427,1.567188,2.196446,56.222771,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.0,3.7e-05,0.006213,0.002515,tractive,lateral,P388,provisional
E0028511,N0028758,N0028759,372.854427,372.604427,2.196446,2.637547,50.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.0,0.000506,0.023981,0.00585,tractive,lateral,P388,provisional
E0028512,N0028759,N0028760,372.604427,372.354427,2.637547,3.012425,50.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.0,0.000922,0.031106,0.007339,tractive,lateral,P388,provisional
E0028513,N0028760,N0028761,372.354427,372.288012,3.012425,3.159436,13.282832,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.0,0.001339,0.036344,0.008487,tractive,lateral,P388,provisional
E0028514,N0028761,N0028762,372.288012,372.233012,3.159436,3.239674,11.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.0,0.00145,0.03755,0.008757,tractive,lateral,P388,provisional
E0028515,N0028762,N0028763,372.233012,372.190001,3.239674,3.395052,8.602325,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.0,0.001541,0.038495,0.008971,tractive,lateral,P388,provisional
E0028516,N0028763,N0028764,372.190001,371.840001,3.395052,4.436702,70.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.0,0.001613,0.039216,0.009134,tractive,lateral,P388,provisional
E0028517,N0028764,N0028765,371.840001,371.490001,4.436702,5.18755,70.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.0,0.002197,0.044399,0.010335,tractive,lateral,P388,provisional
E0028518,N0028765,N0028766,371.490001,371.397331,5.18755,5.455757,18.533908,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.0,0.00278,0.04872,0.011367,tractive,lateral,P388,provisional
E0028519,N0028766,N0028767,371.397331,371.35702,5.455757,5.633794,8.062258,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.0,0.002934,0.049759,0.011619,tractive,lateral,P388,provisional
E0028520,N0028767,N0028768,371.35702,371.269699,5.633794,5.651474,17.464249,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,1.0798,0.048269,0.137901,0.038301,tractive,lateral,P388,provisional
E0028521,N0028768,N0028769,371.269699,371.133684,5.651474,5.698469,27.202941,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,1.0798,0.048414,0.138042,0.038352,tractive,lateral,P388,provisional
E0028522,N0028769,N0028213,371.133684,371.070044,5.698469,5.766168,12.727922,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,1.0798,0.048641,0.138264,0.038431,tractive,lateral,P388,provisional
E0028523,N0028770,N0028233,376.776669,376.696669,1.550419,1.553911,10.0,200,PVC-U,0.8,0.5,cover_min,minimum,3.6221,held,0.0,0.0,0.0,0.0,tractive,lateral,P392,provisional
E0028524,N0028771,N0028772,376.614673,376.522477,1.55,1.656081,18.439089,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,1.0798,0.045267,0.134896,0.037231,tractive,lateral,P392,provisional
E0028525,N0028772,N0028233,376.522477,376.458838,1.656081,1.791742,12.727922,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,2.1596,0.090688,0.17075,0.050704,tractive,lateral,P392,provisional
E0028526,N0028773,N0028774,373.39651,373.355542,4.589177,4.591754,6.827935,200,PVC-U,0.6,0.5,table11,minimum,3.6221,held,25.5766,1.081914,0.404063,0.152364,tractive,main,P392,provisional
E0028527,N0028774,N0028775,373.355542,373.306045,4.591754,4.735489,9.899495,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,26.6564,1.127238,0.383847,0.162405,tractive,main,P392,provisional
E0028528,N0028775,N0028238,373.306045,373.252193,4.735489,4.902439,10.77033,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,26.6564,1.12732,0.383855,0.162411,tractive,main,P392,provisional
E0028529,N0028776,N0028777,376.056873,375.624684,1.55,2.471538,86.437665,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,3.2393,0.135802,0.19531,0.060807,tractive,lateral,P392,provisional
E0028530,N0028777,N0028778,375.624684,375.584435,2.471538,2.467933,6.708204,200,PVC-U,0.6,0.5,table11,minimum,3.6221,held,6.4787,0.272323,0.261135,0.079994,tractive,lateral,P392,provisional
E0028531,N0028778,N0028779,375.584435,375.350983,2.467933,2.923889,46.69047,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,8.6382,0.362914,0.268912,0.095306,tractive,lateral,P392,provisional
E0028532,N0028779,N0028238,375.350983,375.268218,2.923889,2.886415,16.552945,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,8.6382,0.363303,0.269004,0.095353,tractive,lateral,P392,provisional
E0028533,N0028780,N0028781,344.074603,343.944796,1.55,1.858152,25.96151,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.0,0.0,0.0,0.0,tractive,lateral,P404,provisional
E0028534,N0028781,N0028247,343.944796,343.873732,1.858152,1.983079,14.21267,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.0,0.000216,0.01616,0.004314,tractive,lateral,P404,provisional
E0028535,N0028782,N0028783,341.050727,341.010477,4.938196,4.888357,6.708204,200,PVC-U,0.6,0.5,table11,minimum,3.6221,held,9.718,0.428393,0.302063,0.09858,tractive,main,P404,provisional
E0028536,N0028783,N0028245,341.010477,340.897672,4.888357,5.00986,22.561028,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,10.7978,0.473716,0.292747,0.107855,tractive,main,P404,provisional
E0028537,N0028784,N0028785,344.186267,344.123617,1.55,1.660013,12.529964,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,1.0798,0.045267,0.134896,0.037231,tractive,lateral,P404,provisional
E0028538,N0028785,N0028786,344.123617,344.082386,1.660013,1.696636,8.246211,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,1.0798,0.045372,0.135004,0.037269,tractive,lateral,P404,provisional
E0028539,N0028786,N0028787,344.082386,343.995065,1.696636,1.91204,17.464249,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,2.1596,0.090708,0.170762,0.050709,tractive,lateral,P404,provisional
E0028540,N0028787,N0028245,343.995065,343.884951,1.91204,2.02258,22.022716,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,3.2393,0.13612,0.195461,0.060871,tractive,lateral,P404,provisional
E0028541,N0028788,N0028247,344.422171,344.23814,1.550546,1.618671,36.806204,200,PVC-U,0.5,0.5,cover_min,minimum,3.6221,held,1.0798,0.045267,0.134896,0.037231,tractive,lateral,P404,provisional
E0028542,N0028789,N0028251,342.942996,342.826472,1.550626,1.667974,23.30486,200,PVC-U,0.5,0.5,cover_min,minimum,3.6221,held,2.1596,0.090534,0.170652,0.050666,tractive,lateral,P418,drafted
E0028543,N0028790,N0028791,333.688853,333.288853,11.01534,11.075252,80.0,200,PVC-U,0.5,0.5,table11,minimum,3.1452,merrimack,242.7196,8.88228,0.697413,0.466721,tractive,sub main,P418,drafted
E0028544,N0028791,N0028792,333.288853,332.888853,11.075252,11.597872,80.0,200,PVC-U,0.5,0.5,table11,minimum,3.1424,merrimack,244.541,8.941201,0.698604,0.468493,tractive,sub main,P418,drafted
E0028545,N0028792,N0028251,332.888853,332.84831,11.597872,11.646136,4.054334,200,PVC-U,1.0,0.5,table11,minimum,3.1407,merrimack,245.6208,8.976378,0.903528,0.386711,velocity,sub main,P418,drafted
E0028546,N0028793,N0028794,341.506019,341.156019,1.550438,2.335924,70.0,200,PVC-U,0.5,0.5,cover_min,minimum,3.6221,held,5.8023,0.243249,0.236384,0.079274,tractive,lateral,P404,provisional
E0028547,N0028794,N0028795,341.156019,340.803222,2.335924,3.446625,70.559452,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,14.4406,0.60597,0.316433,0.121015,tractive,lateral,P404,provisional
E0028548,N0028795,N0028796,340.803222,340.761037,3.446625,3.509349,4.440548,200,PVC-U,0.95,0.5,table11,minimum,3.6221,held,17.6799,0.742359,0.42172,0.114239,tractive,lateral,P404,provisional
E0028549,N0028796,N0028249,340.761037,340.435512,3.509349,3.557499,65.104871,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,19.8395,0.832931,0.349551,0.140601,tractive,lateral,P404,provisional
E0028550,N0028797,N0028249,342.279834,341.920299,1.55,2.072712,71.906993,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,3.2393,0.135802,0.19531,0.060807,tractive,lateral,P404,provisional
E0028551,N0028798,N0028799,337.380461,337.030461,1.934145,2.628963,70.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,2.2248,0.093963,0.17279,0.051517,tractive,lateral,P414,drafted
E0028552,N0028799,N0028800,337.030461,336.680461,2.628963,3.223775,70.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,2.2248,0.094547,0.173149,0.05166,tractive,lateral,P414,drafted
E0028553,N0028800,N0028801,336.680461,336.330461,3.223775,3.948531,70.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,3.3046,0.140397,0.197469,0.061728,tractive,lateral,P414,drafted
E0028554,N0028801,N0028802,336.330461,336.287912,3.948531,3.895437,7.736055,200,PVC-U,0.55,0.5,table11,minimum,3.6221,held,4.3844,0.186248,0.223929,0.068632,tractive,lateral,P414,drafted
E0028555,N0028802,N0028266,336.287912,335.786378,3.895437,3.425475,91.187972,200,PVC-U,0.55,0.5,uniform,minimum,3.6221,held,6.5439,0.276847,0.254755,0.082262,tractive,lateral,P414,drafted
E0028556,N0028803,N0028804,337.078156,336.728156,1.550231,1.888543,70.0,200,PVC-U,0.5,0.5,cover_min,minimum,3.6221,held,4.7226,0.197982,0.221063,0.072155,tractive,lateral,P414,drafted
E0028557,N0028804,N0028805,336.728156,336.378156,1.888543,2.304766,70.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,10.9283,0.458727,0.289774,0.106252,tractive,lateral,P414,drafted
E0028558,N0028805,N0028806,336.378156,336.289819,2.304766,2.405951,17.667539,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,12.7497,0.535668,0.304365,0.114223,tractive,lateral,P414,drafted
E0028559,N0028806,N0028807,336.289819,335.989819,2.405951,3.12862,60.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,13.8295,0.581082,0.312282,0.118658,tractive,lateral,P414,drafted
E0028560,N0028807,N0028808,335.989819,335.689819,3.12862,3.647858,60.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,18.1486,0.762651,0.34008,0.134856,tractive,lateral,P414,drafted
E0028561,N0028808,N0028266,335.689819,335.648693,3.647858,3.56316,3.427164,200,PVC-U,1.2,0.5,table11,minimum,3.6221,held,18.1486,0.763151,0.461313,0.109493,tractive,lateral,P414,drafted
E0028562,N0028809,N0028270,330.54371,330.167248,4.252433,4.203754,75.292233,200,PVC-U,0.5,0.5,table11,minimum,3.1642,merrimack,230.936,8.507679,0.689658,0.455399,tractive,sub main,P414,drafted
E0028563,N0028810,N0028811,333.249957,332.949957,1.55,1.652399,60.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,12.0355,0.504558,0.298659,0.111075,tractive,lateral,P414,drafted
E0028564,N0028811,N0028812,332.949957,332.649957,1.652399,1.770209,60.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,20.4008,0.855754,0.352501,0.142415,tractive,lateral,P414,drafted
E0028565,N0028812,N0028270,332.649957,332.56617,1.770209,1.804832,16.757488,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,24.447,1.025882,0.372865,0.15525,tractive,lateral,P414,drafted
E0028566,N0028813,N0028814,333.106799,332.906799,1.55,1.645264,40.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,3.2393,0.135802,0.19531,0.060807,tractive,lateral,P414,drafted
E0028567,N0028814,N0028815,332.906799,332.706799,1.645264,1.95885,40.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,12.5559,0.526711,0.302747,0.113327,tractive,lateral,P414,drafted
E0028568,N0028815,N0028273,332.706799,332.631669,1.95885,1.966842,15.026115,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,12.5559,0.527044,0.302807,0.11336,tractive,lateral,P414,drafted
E0028569,N0028816,N0028817,330.714765,330.594765,4.392077,4.433067,60.0,500,GRP,0.2,0.155,table11,minimum,2.4461,merrimack,1937.8101,55.200537,0.77137,0.392719,velocity,sub main,P414,drafted
E0028570,N0028817,N0028818,330.594765,330.474765,4.433067,4.180997,60.0,500,GRP,0.2,0.155,table11,minimum,2.4458,merrimack,1939.9696,55.254776,0.771572,0.39293,velocity,sub main,P414,drafted
E0028571,N0028818,N0028273,330.474765,330.431183,4.180997,4.167327,14.527239,500,GRP,0.3,0.155,table11,minimum,2.4458,merrimack,1939.9696,55.255276,0.895817,0.351828,velocity,sub main,P414,drafted
E0028572,N0028819,N0028820,391.233986,391.19162,4.588829,4.758209,8.473102,800,GRP,0.5,0.085,table11,minimum,2.0647,merrimack,7867.6327,190.278444,1.459373,0.306045,velocity,trunk main,P363,drafted
E0028573,N0028820,N0028821,391.19162,391.14614,4.758209,4.671243,30.320073,800,GRP,0.15,0.085,table11,minimum,2.0647,merrimack,7867.6327,190.278515,0.936544,0.424467,velocity,trunk main,P363,drafted
E0028574,N0028821,N0028822,391.14614,391.041141,4.671243,4.258175,69.999237,800,GRP,0.15,0.085,uniform,minimum,2.0647,merrimack,7867.6327,190.278768,0.936544,0.424468,velocity,trunk main,P363,drafted
E0028575,N0028822,N0028823,391.041141,390.936141,4.258175,3.865128,69.999951,800,GRP,0.15,0.085,uniform,minimum,2.0647,merrimack,7867.6327,190.279351,0.936545,0.424468,velocity,trunk main,P363,drafted
E0028576,N0028823,N0028824,390.936141,390.831142,3.865128,3.249303,69.999932,800,GRP,0.15,0.085,uniform,minimum,2.0647,merrimack,7867.6327,190.279934,0.936546,0.424469,velocity,trunk main,P363,drafted
E0028577,N0028824,N0028278,390.831142,390.789897,3.249303,3.180928,20.622302,800,GRP,0.2,0.085,table11,minimum,2.0647,merrimack,7867.6327,190.280518,1.042424,0.391661,velocity,trunk main,P363,drafted
E0028578,N0028825,N0028281,381.122498,381.069049,8.057525,7.943585,10.689724,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,52.7316,2.262817,0.474048,0.227921,tractive,trunk main,P415,drafted
E0028579,N0028826,N0028283,388.233075,388.098296,1.576618,1.778352,26.955686,200,PVC-U,0.5,0.5,cover_min,minimum,3.6221,held,0.0,0.0,0.0,0.0,tractive,lateral,P415,drafted
E0028580,N0028827,N0028281,387.992943,387.278002,1.72776,1.734633,33.25311,200,PVC-U,2.15,0.5,cover_min,minimum,3.6221,held,0.0,0.0,0.0,0.0,tractive,lateral,P415,drafted
E0028581,N0028828,N0028283,388.402728,388.324856,1.55,1.551792,11.980305,200,PVC-U,0.65,0.5,ground,minimum,3.6221,held,0.0,0.0,0.0,0.0,tractive,lateral,P415,drafted
E0028582,N0028829,N0028830,387.288217,387.062274,6.676596,6.925001,45.188678,200,PVC-U,0.5,0.5,table11,minimum,3.3732,merrimack,136.1084,5.334213,0.607693,0.352883,tractive,main,P363,drafted
E0028583,N0028830,N0028831,387.062274,386.762274,6.925001,7.162928,60.0,200,PVC-U,0.5,0.5,table11,minimum,3.3636,merrimack,139.3477,5.445599,0.611209,0.356768,tractive,main,P363,drafted
E0028584,N0028831,N0028832,386.762274,386.462274,7.162928,7.322638,60.0,200,PVC-U,0.5,0.5,table11,minimum,3.3512,merrimack,143.6669,5.593627,0.61579,0.361889,tractive,main,P363,drafted
E0028585,N0028832,N0028833,386.462274,386.420803,7.322638,7.272953,6.380097,200,PVC-U,0.65,0.5,table11,minimum,3.3451,merrimack,145.8737,5.669299,0.679941,0.339837,tractive,main,P363,drafted
