Pipe,US manhole,DS manhole,US invert (m),DS invert (m),US depth (m),DS depth (m),Length (m),DN (mm),Material,Laid gradient (%),Minimum gradient (%),Gradient set by,Diameter set by,Peak factor,PF method,Qadf (m3/d),Qpeak (L/s),Velocity (m/s),d/D,Self-cleansing by,Tier,Package,Confidence
E0012611,N0012859,N0012860,407.254393,407.091496,1.579378,1.585048,21.71948,200,PVC-U,0.75,0.5,cover_min,minimum,3.6221,held,0.0,0.0119,0.096517,0.019028,tractive,main,P309,derived
E0012612,N0012860,N0012861,407.126532,406.725522,1.550012,2.771396,80.201959,200,PVC-U,0.5,0.5,cover_min,minimum,3.6221,held,0.0,0.012081,0.084675,0.020982,tractive,main,P309,derived
E0012613,N0012861,N0012862,406.725522,406.685129,2.771396,2.832144,8.078561,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.0,0.012749,0.086341,0.02147,tractive,main,P276,derived
E0012614,N0012862,N0012863,406.685129,406.591907,2.832144,2.71333,18.64452,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.0,0.012816,0.086505,0.021518,tractive,main,P276,derived
E0012615,N0012863,N0012293,406.591907,406.156426,2.71333,1.919166,87.096115,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.0,0.012972,0.086884,0.021629,tractive,main,P276,derived
E0012616,N0012864,N0012865,407.020371,406.927112,2.480575,2.491254,18.651749,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,39.4595,1.744035,0.438442,0.20055,tractive,sub main,P276,derived
E0012617,N0012865,N0012866,406.927112,406.849261,2.491254,2.707654,15.570095,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,39.4595,1.74419,0.438453,0.200559,tractive,sub main,P276,derived
E0012618,N0012866,N0012867,406.849261,406.7602,2.707654,3.35656,17.812227,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,39.4595,1.74432,0.438463,0.200566,tractive,sub main,P276,derived
E0012619,N0012867,N0012868,406.7602,406.687862,3.35656,4.099339,14.467745,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,39.4595,1.744468,0.438474,0.200575,tractive,sub main,P276,derived
E0012620,N0012868,N0012869,406.687862,406.579929,4.099339,4.801723,21.586458,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,39.4595,1.744589,0.438484,0.200581,tractive,sub main,P276,derived
E0012621,N0012869,N0012870,406.579929,406.245371,4.801723,3.401053,66.911726,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,39.4595,1.744769,0.438497,0.200591,tractive,sub main,P276,derived
E0012622,N0012870,N0012871,406.245371,405.960463,3.401053,4.070482,56.981514,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,39.4595,1.745326,0.43854,0.200623,tractive,sub main,P276,derived
E0012623,N0012871,N0012872,405.960463,405.895371,4.070482,4.135635,13.018486,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,39.4595,1.745801,0.438576,0.200649,tractive,sub main,P276,derived
E0012624,N0012872,N0012873,405.895371,405.539804,4.135635,2.985922,71.113366,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,39.4595,1.74591,0.438584,0.200655,tractive,sub main,P276,derived
E0012625,N0012873,N0012874,405.539804,405.498994,2.985922,2.991881,3.886634,200,PVC-U,1.05,0.5,table11,minimum,3.6221,held,39.4595,1.746502,0.569578,0.167335,tractive,sub main,P276,derived
E0012626,N0012874,N0012875,405.498994,405.343972,2.991881,3.221946,31.004458,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,39.4595,1.746535,0.438631,0.20069,tractive,sub main,P276,derived
E0012627,N0012875,N0012876,405.343972,405.065527,3.221946,3.51217,55.688921,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,39.4595,1.746793,0.438651,0.200705,tractive,sub main,P276,derived
E0012628,N0012876,N0012877,405.065527,404.768302,3.51217,3.521096,59.445051,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,39.4595,1.747257,0.438686,0.200731,tractive,sub main,P276,derived
E0012629,N0012877,N0012878,404.768302,404.673994,3.521096,3.546923,18.86157,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,39.4595,1.747752,0.438723,0.200759,tractive,sub main,P276,derived
E0012630,N0012878,N0012879,404.673994,404.544581,3.546923,3.007726,25.882548,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,39.4595,1.74791,0.438735,0.200768,tractive,sub main,P276,derived
E0012631,N0012879,N0012880,404.544581,404.364581,3.007726,2.117139,36.000147,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,39.4595,1.748125,0.438752,0.20078,tractive,sub main,P276,derived
E0012632,N0012880,N0012881,404.364581,404.232168,2.117139,1.714671,26.482624,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,39.4595,1.748425,0.438774,0.200796,tractive,sub main,P276,derived
E0012633,N0012881,N0012882,404.232168,404.158885,1.714671,1.696492,14.656559,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,39.4595,1.748646,0.438791,0.200809,tractive,sub main,P276,derived
E0012634,N0012882,N0012883,404.158885,404.115562,1.696492,1.720314,6.665004,200,PVC-U,0.65,0.5,table11,minimum,3.6221,held,39.4595,1.748768,0.481394,0.188244,tractive,sub main,P276,derived
E0012635,N0012883,N0012884,404.115562,403.964648,1.720314,2.208081,30.182798,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,39.4595,1.748824,0.438805,0.200819,tractive,sub main,P276,derived
E0012636,N0012884,N0012293,403.964648,403.634225,2.208081,4.441367,66.084707,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,39.4595,1.749075,0.438824,0.200833,tractive,sub main,P276,derived
E0012637,N0012885,N0012886,412.028827,411.868394,1.55,1.62004,32.086591,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.7416,0.03109,0.118459,0.031568,tractive,lateral,P05,derived
E0012638,N0012886,N0012887,411.868394,411.618394,1.62004,1.863814,50.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.7416,0.031357,0.118812,0.031686,tractive,lateral,P05,derived
E0012639,N0012887,N0012888,411.618394,411.364704,1.863814,2.126354,50.737991,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.7416,0.031774,0.11936,0.03187,tractive,lateral,P05,derived
E0012640,N0012888,N0012889,411.364704,411.220762,2.126354,2.445223,28.788378,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.7416,0.032197,0.11991,0.032055,tractive,lateral,P05,derived
E0012641,N0012889,N0012890,411.220762,411.097536,2.445223,2.639494,24.645228,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.7416,0.032437,0.12022,0.032159,tractive,lateral,P05,derived
E0012642,N0012890,N0012891,411.097536,410.761664,2.639494,2.957239,67.174437,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.7416,0.032642,0.120484,0.032248,tractive,lateral,P05,derived
E0012643,N0012891,N0012246,410.761664,410.330964,2.957239,3.142181,86.139998,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.7416,0.033202,0.121199,0.032489,tractive,lateral,P05,derived
E0012644,N0012892,N0012893,327.002656,326.602656,6.261321,7.680273,80.0,200,PVC-U,0.5,0.5,table11,minimum,3.5283,merrimack,93.8787,3.842861,0.553671,0.297506,tractive,main,P277,provisional
E0012645,N0012893,N0012274,326.602656,326.313829,7.680273,6.912917,57.765433,200,PVC-U,0.5,0.5,table11,minimum,3.4999,merrimack,100.3574,4.075137,0.563084,0.306618,tractive,main,P277,provisional
E0012646,N0012894,N0012895,322.897523,322.657523,8.64685,9.088052,60.0,250,PVC-U,0.4,0.375,table11,dod,2.8956,merrimack,480.6779,16.182796,0.74494,0.499684,tractive,sub main,P269,drafted
E0012647,N0012895,N0012896,322.657523,322.417523,9.088052,9.365284,60.0,250,PVC-U,0.4,0.375,table11,minimum,2.894,merrimack,482.8374,16.246897,0.745672,0.500851,tractive,sub main,P269,drafted
E0012648,N0012896,N0012313,322.417523,322.355809,9.365284,9.479091,15.428511,250,PVC-U,0.4,0.375,table11,minimum,2.8933,merrimack,483.9172,16.279185,0.74604,0.501439,tractive,sub main,P269,drafted
E0012649,N0012897,N0012313,324.860576,324.458125,7.555379,7.376775,80.490134,200,PVC-U,0.5,0.5,table11,minimum,3.1831,merrimack,219.8385,8.127962,0.681459,0.443802,tractive,main,P269,provisional
E0012650,N0012898,N0012314,329.92583,329.799107,1.55,1.861384,25.344517,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,5.3989,0.226336,0.230917,0.076702,tractive,lateral,P269,provisional
E0012651,N0012899,N0012900,398.794761,398.754364,2.14692,2.188019,3.672499,200,PVC-U,1.1,0.5,table11,minimum,3.6221,held,0.0,0.000416,0.028296,0.004596,tractive,lateral,P276,provisional
E0012652,N0012900,N0012901,398.754364,398.691118,2.188019,2.193464,12.649111,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,1.0798,0.045713,0.135351,0.037392,tractive,lateral,P276,provisional
E0012653,N0012901,N0012327,398.691118,398.548271,2.193464,2.07502,28.569387,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,2.1596,0.091086,0.171,0.050804,tractive,lateral,P276,provisional
E0012654,N0012902,N0012903,330.203159,329.953159,5.442716,5.176999,50.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,36.7126,1.54282,0.422474,0.188935,tractive,lateral,P272,provisional
E0012655,N0012903,N0012904,329.953159,329.703159,5.176999,4.985379,50.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,42.1115,1.769573,0.440368,0.201979,tractive,lateral,P272,provisional
E0012656,N0012904,N0012354,329.703159,329.607926,4.985379,4.908187,19.046521,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,45.3508,1.905791,0.45031,0.209442,tractive,lateral,P272,provisional
E0012657,N0012905,N0012354,332.602965,332.204998,1.555727,2.311115,79.593341,200,PVC-U,0.5,0.5,cover_min,minimum,3.6221,held,3.2393,0.135802,0.19531,0.060807,tractive,lateral,P272,provisional
E0012658,N0012906,N0012351,328.547498,328.126465,4.450793,6.284179,84.206534,200,PVC-U,0.5,0.5,table11,minimum,3.6221,merrimack,75.5847,3.175845,0.523896,0.269995,tractive,main,P272,provisional
E0012659,N0012907,N0012908,398.478717,398.326997,1.55,1.809966,30.344084,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,1.0798,0.045267,0.134896,0.037231,tractive,lateral,P276,derived
E0012660,N0012908,N0012909,398.326997,398.027013,1.809966,2.25439,59.996757,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,3.2393,0.136054,0.19543,0.060858,tractive,lateral,P276,derived
E0012661,N0012909,N0012327,398.027013,397.723603,2.25439,2.899688,60.681881,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,6.4787,0.272356,0.245194,0.083493,tractive,lateral,P276,derived
E0012662,N0012910,N0012911,332.588078,332.282238,1.550381,1.746021,61.167899,200,PVC-U,0.5,0.5,cover_min,minimum,3.6221,held,8.5366,0.357875,0.267711,0.094691,tractive,lateral,P274,provisional
E0012663,N0012911,N0012912,332.282238,332.082238,1.746021,1.554847,40.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,14.1247,0.592652,0.314227,0.11976,tractive,lateral,P274,provisional
E0012664,N0012912,N0012913,332.053885,331.853885,1.583199,1.667294,40.0,200,PVC-U,0.5,0.5,cover_min,minimum,3.6221,held,24.1738,1.01427,0.371557,0.154408,tractive,lateral,P274,provisional
E0012665,N0012913,N0012266,331.853885,331.759063,1.667294,1.800477,18.96459,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,29.1984,1.225246,0.393798,0.169034,tractive,lateral,P274,provisional
E0012666,N0012914,N0012355,328.702503,328.652503,1.556378,1.616907,10.0,200,PVC-U,0.5,0.5,cover_min,minimum,3.6221,held,0.0,0.0,0.0,0.0,tractive,lateral,P274,provisional
E0012667,N0012915,N0012916,332.961871,332.536871,1.55,1.953577,85.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,2.1596,0.090534,0.170652,0.050666,tractive,lateral,P272,provisional
E0012668,N0012916,N0012917,332.536871,331.776871,1.953577,1.566909,80.0,200,PVC-U,0.95,0.5,ground,minimum,3.6221,held,7.5585,0.317579,0.321567,0.077096,tractive,lateral,P272,provisional
E0012669,N0012917,N0012351,331.776871,331.388833,1.566909,3.021811,77.607583,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,12.9574,0.544581,0.305956,0.115108,tractive,lateral,P272,provisional
E0012670,N0012918,N0012919,329.910769,328.168269,1.813475,1.819006,85.0,200,PVC-U,2.05,0.5,cover_min,minimum,3.6221,held,5.3989,0.226336,0.374562,0.055312,tractive,lateral,P277,provisional
E0012671,N0012919,N0012920,328.168269,327.918269,1.819006,4.753606,50.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,11.8776,0.498647,0.297546,0.110466,tractive,lateral,P277,provisional
E0012672,N0012920,N0012921,327.918269,327.876459,4.753606,4.789526,4.180935,200,PVC-U,1.0,0.5,table11,minimum,3.6221,held,14.0372,0.589599,0.39912,0.101357,tractive,lateral,P277,provisional
E0012673,N0012921,N0012922,327.876459,327.572364,4.789526,3.35714,60.819065,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,14.0372,0.589633,0.313722,0.119474,tractive,lateral,P277,provisional
E0012674,N0012922,N0012923,327.572364,327.372364,3.35714,3.389233,40.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,15.1169,0.635407,0.321188,0.123741,tractive,lateral,P277,provisional
E0012675,N0012923,N0012924,327.372364,327.022364,3.389233,4.381201,70.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,17.2765,0.726275,0.334928,0.131779,tractive,lateral,P277,provisional
E0012676,N0012924,N0012925,327.022364,326.672364,4.381201,5.434936,70.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,19.4361,0.817393,0.347509,0.139352,tractive,lateral,P277,provisional
E0012677,N0012925,N0012926,326.672364,326.322364,5.434936,6.691064,70.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,21.5956,0.908511,0.359109,0.146519,tractive,lateral,P277,provisional
E0012678,N0012926,N0012274,326.322364,326.258864,6.691064,6.967881,12.699941,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,22.6754,0.954361,0.364629,0.149991,tractive,lateral,P277,provisional
E0012679,N0012927,N0012391,322.047253,321.803814,8.659565,9.078083,48.687714,200,PVC-U,0.5,0.5,table11,minimum,3.5716,merrimack,84.8815,3.651902,0.545589,0.289846,tractive,sub main,P313,provisional
E0012680,N0012928,N0012929,329.204451,328.879451,1.557115,2.629002,65.0,200,PVC-U,0.5,0.5,cover_min,minimum,3.6221,held,4.6583,0.195288,0.220076,0.071706,tractive,lateral,P269,provisional
E0012681,N0012929,N0012930,328.879451,328.596799,2.629002,6.155917,56.530387,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,11.137,0.467433,0.291509,0.107186,tractive,lateral,P269,provisional
E0012682,N0012930,N0012931,328.596799,328.254451,6.155917,4.29218,68.469613,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,15.4561,0.648973,0.323326,0.124976,tractive,lateral,P269,provisional
E0012683,N0012931,N0012932,328.254451,327.854451,4.29218,7.959544,80.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,24.0944,1.011681,0.371264,0.15422,tractive,lateral,P269,provisional
E0012684,N0012932,N0012933,327.854451,327.654451,7.959544,7.233,40.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,28.4135,1.193416,0.390632,0.16691,tractive,lateral,P269,provisional
E0012685,N0012933,N0012934,327.654451,327.611019,7.233,6.478092,7.896791,200,PVC-U,0.55,0.5,table11,minimum,3.6221,held,29.4933,1.239017,0.408616,0.166044,tractive,lateral,P269,provisional
E0012686,N0012934,N0012935,327.611019,327.489451,6.478092,4.443044,22.103209,200,PVC-U,0.55,0.5,uniform,minimum,3.6221,held,29.4933,1.239082,0.408622,0.166048,tractive,lateral,P269,provisional
E0012687,N0012935,N0012314,327.489451,327.149938,4.443044,4.510554,61.729641,200,PVC-U,0.55,0.5,uniform,minimum,3.6221,held,30.573,1.284534,0.41316,0.168947,tractive,lateral,P269,provisional
E0012688,N0012936,N0012392,327.984241,327.541274,1.55,2.074052,88.593376,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.0,0.005129,0.061669,0.014623,tractive,lateral,P335,provisional
E0012689,N0012937,N0012938,327.241337,326.891337,1.629695,2.266255,70.0,200,PVC-U,0.5,0.5,cover_min,minimum,3.6221,held,0.0,0.0,0.0,0.0,tractive,lateral,P313,provisional
E0012690,N0012938,N0012939,326.891337,326.541337,2.266255,2.911269,70.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.0,0.000583,0.02553,0.006167,tractive,lateral,P313,provisional
E0012691,N0012939,N0012940,326.541337,326.191337,2.911269,3.243782,70.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,13.8224,0.580638,0.312207,0.118616,tractive,lateral,P313,provisional
E0012692,N0012940,N0012941,326.191337,325.841337,3.243782,3.687959,70.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,13.8224,0.581221,0.312305,0.118672,tractive,lateral,P313,provisional
E0012693,N0012941,N0012392,325.841337,325.780711,3.687959,3.834615,12.125319,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,13.8224,0.581805,0.312404,0.118728,tractive,lateral,P313,provisional
E0012694,N0012942,N0012943,326.970834,326.919277,1.550803,1.656956,10.311428,200,PVC-U,0.5,0.5,cover_min,minimum,3.6221,held,1.4832,0.06218,0.150341,0.042848,tractive,lateral,P313,derived
E0012695,N0012943,N0012370,326.919277,326.707356,1.656956,2.356426,42.384303,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,2.2248,0.093356,0.172416,0.051367,tractive,lateral,P313,derived
E0012696,N0012944,N0012945,324.342854,324.142854,1.59135,2.665496,40.0,200,PVC-U,0.5,0.5,cover_min,minimum,3.6221,held,0.0,0.0,0.0,0.0,tractive,lateral,P313,provisional
E0012697,N0012945,N0012946,324.142854,323.967854,2.665496,1.551433,25.0,200,PVC-U,0.7,0.5,ground,minimum,3.6221,held,0.0,0.000333,0.022114,0.00467,tractive,lateral,P313,provisional
E0012698,N0012946,N0012947,323.967854,323.792854,1.551433,4.526849,35.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.0,0.000542,0.024723,0.006001,tractive,lateral,P313,provisional
E0012699,N0012947,N0012948,323.792854,323.667854,4.526849,5.698846,25.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.0,0.000833,0.029794,0.007059,tractive,lateral,P313,provisional
E0012700,N0012948,N0012949,323.667854,323.367854,5.698846,7.182653,60.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.0,0.001042,0.032751,0.007695,tractive,lateral,P313,provisional
E0012701,N0012949,N0012391,323.367854,322.987813,7.182653,7.894084,76.008158,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.0,0.001542,0.038505,0.008973,tractive,lateral,P313,provisional
E0012702,N0012950,N0012951,322.709394,322.479396,5.80791,6.272465,45.999543,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,6.2058,0.262148,0.242184,0.082041,tractive,lateral,P313,provisional
E0012703,N0012951,N0012370,322.479396,322.074297,6.272465,6.989485,81.019881,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,6.2058,0.262531,0.242299,0.082096,tractive,lateral,P313,provisional
E0012704,N0012952,N0012953,323.916391,323.856183,1.674582,1.679278,12.041595,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.0,0.00071,0.027819,0.006642,tractive,lateral,P316,provisional
E0012705,N0012953,N0012954,323.856183,323.772368,1.679278,1.765321,16.763055,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.0,0.000811,0.029455,0.006987,tractive,lateral,P316,provisional
E0012706,N0012954,N0012955,323.772368,323.701657,1.765321,1.654758,14.142136,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.0,0.00095,0.031502,0.007425,tractive,lateral,P316,provisional
E0012707,N0012955,N0012956,323.701657,323.660426,1.654758,1.583776,8.246211,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.7416,0.032158,0.11986,0.032038,tractive,lateral,P316,provisional
E0012708,N0012956,N0012442,323.660426,323.388897,1.583776,1.55788,16.970563,200,PVC-U,1.6,0.5,ground,minimum,3.6221,held,0.7416,0.032227,0.177557,0.024652,tractive,lateral,P316,provisional
E0012709,N0012957,N0012958,323.307788,323.267747,1.55,1.576643,7.28011,200,PVC-U,0.55,0.5,table11,minimum,3.6221,held,0.7416,0.03109,0.122359,0.030889,tractive,lateral,P323,provisional
E0012710,N0012958,N0012443,323.267747,323.163247,1.576643,1.685782,19.0,200,PVC-U,0.55,0.5,uniform,minimum,3.6221,held,2.2248,0.093331,0.178126,0.050243,tractive,lateral,P323,provisional
E0012711,N0012959,N0012960,323.358074,323.256094,1.708362,1.669779,20.396078,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,2.9664,0.124754,0.1899,0.058521,tractive,lateral,P316,provisional
E0012712,N0012960,N0012961,323.256094,322.986048,1.669779,1.747046,54.009258,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,2.9664,0.124924,0.189985,0.058557,tractive,lateral,P316,provisional
E0012713,N0012961,N0012962,322.986048,322.946048,1.747046,1.829862,5.0,200,PVC-U,0.8,0.5,table11,minimum,3.6221,held,3.708,0.156464,0.2405,0.058137,tractive,lateral,P316,provisional
E0012714,N0012962,N0012442,322.946048,322.865425,1.829862,2.081352,16.124515,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,3.708,0.156506,0.204668,0.064841,tractive,lateral,P316,provisional
E0012715,N0012963,N0012964,313.057171,313.016378,11.904988,11.915232,5.09902,200,PVC-U,0.8,0.5,table11,minimum,3.4826,merrimack,104.5667,4.25526,0.674982,0.277662,tractive,sub main,P323,provisional
E0012716,N0012964,N0012965,313.016378,312.937321,11.915232,11.914821,15.811388,200,PVC-U,0.5,0.5,table11,minimum,3.4826,merrimack,104.5667,4.255302,0.570096,0.313544,tractive,sub main,P323,provisional
E0012717,N0012965,N0012443,312.937321,312.816905,11.914821,12.032124,24.083189,200,PVC-U,0.5,0.5,table11,minimum,3.4796,merrimack,105.3083,4.281698,0.571103,0.314549,tractive,sub main,P323,provisional
E0012718,N0012966,N0012967,311.432947,311.082947,3.045904,3.134277,70.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,18.5285,0.791532,0.344046,0.137247,tractive,main,P391,provisional
E0012719,N0012967,N0012968,311.082947,310.732947,3.134277,3.410272,70.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,18.5285,0.792116,0.344125,0.137295,tractive,main,P391,provisional
E0012720,N0012968,N0012446,310.732947,310.651939,3.410272,3.433937,16.201667,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,18.5285,0.792699,0.344204,0.137343,tractive,main,P391,provisional
E0012721,N0012969,N0012970,313.72282,313.24282,1.761769,1.772408,80.0,200,PVC-U,0.6,0.5,cover_min,minimum,3.6221,held,10.1928,0.427306,0.301818,0.098464,tractive,lateral,P391,provisional
E0012722,N0012970,N0012971,313.24282,312.76282,1.772408,1.596128,80.0,200,PVC-U,0.6,0.5,uniform,minimum,3.6221,held,10.1928,0.427973,0.301969,0.098535,tractive,lateral,P391,provisional
E0012723,N0012971,N0012972,312.76282,312.722073,1.596128,1.603977,4.793811,200,PVC-U,0.85,0.5,table11,minimum,3.6221,held,10.1928,0.42864,0.340834,0.09084,tractive,lateral,P391,provisional
E0012724,N0012972,N0012973,312.722073,312.472073,1.603977,1.806004,50.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,15.2891,0.642333,0.322283,0.124373,tractive,lateral,P391,provisional
E0012725,N0012973,N0012446,312.472073,312.21529,1.806004,1.870587,51.356581,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,15.2891,0.64275,0.322349,0.124411,tractive,lateral,P391,provisional
E0012726,N0012974,N0012975,343.344524,343.040502,1.60912,1.61056,35.767245,200,PVC-U,0.85,0.5,cover_min,minimum,3.6221,held,0.0,0.0,0.0,0.0,tractive,lateral,P248,derived
E0012727,N0012975,N0012976,343.040502,342.957037,1.61056,1.785638,16.692936,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.0,0.000298,0.018835,0.004827,tractive,lateral,P248,derived
E0012728,N0012976,N0012977,342.957037,342.904513,1.785638,1.840054,10.504786,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.0,0.000437,0.022456,0.005542,tractive,lateral,P248,derived
E0012729,N0012977,N0012978,342.904513,342.852064,1.840054,1.906877,10.489834,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.0,0.000525,0.024376,0.00593,tractive,lateral,P248,derived
E0012730,N0012978,N0012979,342.852064,342.744797,1.906877,2.106583,21.453489,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.0,0.000612,0.02608,0.00628,tractive,lateral,P248,derived
E0012731,N0012979,N0012980,342.744797,342.67702,2.106583,2.239362,13.555456,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.0,0.000791,0.029142,0.006921,tractive,lateral,P248,derived
E0012732,N0012980,N0012460,342.67702,342.550864,2.239362,2.308969,25.231208,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,0.0,0.000904,0.030848,0.007284,tractive,lateral,P248,derived
E0012733,N0012981,N0012460,343.292599,343.009057,1.633213,1.850776,56.708326,200,PVC-U,0.5,0.5,cover_min,minimum,3.6221,held,2.2248,0.09327,0.172363,0.051346,tractive,lateral,P248,derived
E0012734,N0012982,N0012983,350.493273,350.393273,1.552167,3.604957,20.0,200,PVC-U,0.5,0.5,cover_min,minimum,3.6221,held,3.2393,0.135802,0.19531,0.060807,tractive,lateral,P248,drafted
E0012735,N0012983,N0012984,350.393273,350.318273,3.604957,3.894556,15.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,4.3191,0.181235,0.214765,0.069309,tractive,lateral,P248,drafted
E0012736,N0012984,N0012985,350.318273,350.068273,3.894556,2.453669,50.0,200,PVC-U,0.5,0.5,table11,minimum,3.6221,held,5.3989,0.226628,0.231013,0.076748,tractive,lateral,P248,drafted
E0012737,N0012985,N0012458,350.068273,349.567687,2.453669,1.566102,52.693315,200,PVC-U,0.95,0.5,ground,minimum,3.6221,held,9.718,0.408113,0.348647,0.086518,tractive,lateral,P248,drafted
E0012738,N0012986,N0012987,346.821417,346.596417,6.465112,7.94411,45.0,200,PVC-U,0.5,0.5,table11,minimum,3.4059,merrimack,125.6937,4.97454,0.595909,0.340131,tractive,main,P248,drafted
E0012739,N0012987,N0012988,346.596417,346.421417,7.94411,5.713959,35.0,200,PVC-U,0.5,0.5,table11,minimum,3.4059,merrimack,125.6937,4.974915,0.595922,0.340144,tractive,main,P248,drafted
E0012740,N0012988,N0012989,346.421417,346.271417,5.713959,7.077399,30.0,200,PVC-U,0.5,0.5,table11,minimum,3.4059,merrimack,125.6937,4.975207,0.595932,0.340155,tractive,main,P248,drafted
E0012741,N0012989,N0012493,346.271417,346.147401,7.077399,5.905852,24.803239,200,PVC-U,0.5,0.5,table11,minimum,3.4059,merrimack,125.6937,4.975457,0.59594,0.340164,tractive,main,P248,drafted
E0012742,N0012990,N0012464,346.996884,346.661694,1.736911,2.577075,67.037976,200,PVC-U,0.5,0.5,cover_min,minimum,3.6221,held,4.3191,0.181069,0.214701,0.06928,tractive,lateral,P248,provisional
