Pipe,US manhole,DS manhole,US invert (m),DS invert (m),US depth (m),DS depth (m),Length (m),DN (mm),Material,Laid gradient (%),Minimum gradient (%),Gradient set by,Diameter set by,Peak factor,PF method,Qadf (m3/d),Qpeak (L/s),Velocity (m/s),d/D,Self-cleansing by,Tier,Package,Confidence
E0000169,N0000134,N0000138,486.64545898437365,485.4454589843736,1.7142822265638529,1.8935607910170233,100.00000000000604,200,PVC-U,1.2,0.5,cover_min,minimum,2.7806947380104146,merrimack,671.7554993097517,21.73686898494588,1.2079088995909122,0.6162360475782622,velocity,trunk main,,drafted
E0000170,N0000138,N0000142,485.3954589843736,484.995458984373,1.9435607910170347,2.1288085937520123,100.00000000014852,250,PVC-U,0.4,0.375,table11,capacity,2.7728376130100583,merrimack,687.6496895961953,22.18882655993459,0.8020318471015186,0.6078562390381639,velocity,trunk main,,drafted
E0000171,N0000142,N0000146,484.995458984373,484.4954589843735,2.1288085937520123,1.6577697753921257,99.99999999989664,250,PVC-U,0.5,0.375,cover_min,capacity,2.7642996308628867,merrimack,705.4009139450826,22.692011266392377,0.8797330152064863,0.57347398781406,velocity,trunk main,,drafted
E0000172,N0000146,N0000150,484.5454589843735,483.34545898437347,1.6077697753921143,1.8116455078140348,100.00000000000166,200,PVC-U,1.2,0.5,ground,minimum,2.7568398198532993,merrimack,721.3317495652065,23.14238417860166,1.2235767418994703,0.6430734377574636,velocity,trunk main,,drafted
E0000173,N0000150,N0000154,483.29545898437345,482.79545898437306,1.8616455078140461,1.727886962892569,100.00000000007827,250,PVC-U,0.5,0.375,cover_min,capacity,2.747196766339562,merrimack,742.5259408116796,23.73943339538095,0.8886798307784931,0.5903004173766211,velocity,trunk main,,drafted
E0000174,N0000154,N0000158,482.79545898437306,482.1954589843732,1.727886962892569,1.6691040039080463,99.9999999999794,250,PVC-U,0.6,0.375,cover_min,capacity,2.742550846962003,merrimack,752.9855800436795,24.033749739763028,0.9567113200331843,0.561206049619857,velocity,trunk main,,drafted
E0000175,N0000158,N0000162,482.16456298828126,481.4145629882823,1.6999999999999886,1.9704162597645904,99.99999999986721,250,PVC-U,0.75,0.375,ground,capacity,2.7368948123100414,merrimack,765.9429550196795,24.397469687906938,1.0460408416537788,0.5285995902232696,velocity,trunk main,,drafted
E0000176,N0000162,N0000166,481.3495629882823,481.04956298828176,2.035416259764588,2.379727783202611,100.00000000017175,315,GRP,0.3,0.27,table11,dod,2.726614056217117,merrimack,790.1402235998329,25.074009410575865,0.7446096756760392,0.4904177338118264,tractive,trunk main,,drafted
E0000177,N0000166,N0000170,481.04956298828176,480.7495629882824,2.379727783202611,3.4362890624988722,99.99999999979154,315,GRP,0.3,0.27,table11,dod,2.7255458268695176,merrimack,792.7032208478329,25.14626700305328,0.7451442839619736,0.491246268401871,tractive,trunk main,,drafted
E0000178,N0000170,N0000174,480.7495629882824,480.4495629882816,3.4362890624988722,5.425864257812123,100.00000000024322,315,GRP,0.3,0.27,table11,dod,2.7061527741174487,merrimack,840.8919432943061,26.484930447422126,0.7547701498946696,0.506529009585055,velocity,trunk main,,drafted
E0000179,N0000174,N0000178,480.4495629882816,480.149562988282,5.425864257812123,5.500369873046111,99.99999999987841,315,GRP,0.3,0.27,table11,dod,2.692172019294362,merrimack,877.6697672303061,27.500576478798376,0.7617348989068116,0.5180521381729206,velocity,trunk main,,drafted
E0000180,N0000178,N0000182,480.149562988282,479.8495629882818,5.500369873046111,5.179245605468225,100.00000000008068,315,GRP,0.3,0.27,table11,dod,2.673769552813994,merrimack,928.8585654527498,28.905411570005047,0.7709146772127066,0.5339159063134402,velocity,trunk main,,drafted
E0000181,N0000182,N0000186,479.8495629882818,479.54956298828193,5.179245605468225,4.646390380858691,99.99999999995347,315,GRP,0.3,0.27,table11,dod,2.66088523550902,merrimack,966.6895555049032,29.937868116370645,0.7773412263604053,0.5455372783786776,velocity,trunk main,,drafted
E0000182,N0000186,N0000189,479.54956298828193,479.2495629882818,4.646390380858691,3.8728430175775657,100.00000000004417,315,GRP,0.3,0.27,table11,dod,2.6516510441609795,merrimack,994.8657747905834,30.70388267112243,0.781941099731808,0.5541481688636793,velocity,trunk main,,drafted
E0000183,N0000189,N0000192,479.2495629882818,478.94956298828197,3.8728430175775657,2.5594396972649065,99.9999999999554,315,GRP,0.3,0.27,table11,dod,2.6464746353452075,merrimack,1011.0624935105834,31.14338559850596,0.784517234639284,0.5590867450735737,velocity,trunk main,,drafted
E0000184,N0000192,N0000195,478.94956298828197,478.64956298828196,2.5594396972649065,1.8008764648430429,100.0,315,GRP,0.3,0.27,table11,dod,2.641811530611509,merrimack,1025.9065192385833,31.54550963587097,0.7868346713424385,0.5636051879834991,velocity,trunk main,,drafted
E0000185,N0000195,N0000198,478.71456298828195,477.71456298828195,1.7358764648430451,1.9449829101555451,100.00000000000063,250,PVC-U,1.0,0.375,cover_min,capacity,2.6325324338505944,merrimack,1056.1770395162634,32.36251810299348,1.24840036308836,0.5758302179886974,velocity,trunk main,,drafted
E0000186,N0000198,N0000201,477.64956298828196,476.99956298828187,2.009982910155543,1.7552893066400088,100.00000000001425,315,GRP,0.65,0.27,cover_min,dod,2.6267303241757727,merrimack,1075.6131019802635,32.8859122602526,1.066539324837634,0.45805992918367844,velocity,trunk main,,drafted
E0000187,N0000201,N0000204,477.0548522949219,476.20485229492226,1.6999999999999886,2.3197143554683635,99.99999999995465,250,PVC-U,0.8500000000000001,0.375,ground,capacity,2.6219843029636483,merrimack,1091.8098207002636,33.32134442773052,1.1786681544868267,0.6190690251545443,velocity,trunk main,,drafted
E0000188,N0000204,N0000207,476.13985229492226,476.0490349881735,2.384714355468361,2.186804855576497,30.272435582924707,315,GRP,0.3,0.27,table11,dod,2.6215071860875816,merrimack,1093.4531419264406,33.36622866444363,0.7968654028461003,0.5840848750045655,velocity,trunk main,,drafted
E0000189,N0000003,N0000007,497.56796875,496.6179687499994,1.6000000000000227,1.7555053710943298,100.00000000005673,200,PVC-U,0.95,0.5,ground,minimum,3.6213891434301173,held,0.0,0.0,0.0,0.0,tractive,trunk main,,drafted
E0000190,N0000007,N0000011,496.6179687499994,496.11796875,1.7555053710943298,1.7729919433593864,99.99999999988322,200,PVC-U,0.5,0.5,table11,minimum,3.6213891434301173,held,0.741608,0.032016189372081234,0.11967562442176145,0.031975872472500416,tractive,trunk main,,drafted
E0000191,N0000011,N0000015,496.11796875,495.6179687499991,1.7729919433593864,1.7884948730477959,100.00000000018642,200,PVC-U,0.5,0.5,table11,minimum,3.6213891434301173,held,15.10181569300811,0.6366621692485809,0.3213869073712166,0.1238557652163291,tractive,trunk main,,drafted
E0000192,N0000015,N0000019,495.6179687499991,495.1179687499995,1.7884948730477959,1.896191406250523,99.9999999999209,200,PVC-U,0.5,0.5,table11,minimum,3.6213891434301173,held,15.10181569300811,0.6374955025819158,0.3213869073712166,0.1238557652163291,tractive,trunk main,,drafted
E0000193,N0000019,N0000023,495.1179687499995,494.6179687499998,1.896191406250523,1.849163818359557,99.99999999992966,200,PVC-U,0.5,0.5,table11,minimum,3.6213891434301173,held,16.92320494100811,0.714913930346412,0.3332804940905381,0.13080281313250824,tractive,trunk main,,drafted
E0000194,N0000023,N0000027,494.6179687499998,494.11796874999976,1.849163818359557,1.7208068847658637,100.00000000000868,200,PVC-U,0.5,0.5,table11,minimum,3.6213891434301173,held,25.44542682757258,1.0740864647387982,0.3781821918854865,0.15869349192288457,tractive,trunk main,,drafted
E0000195,N0000027,N0000031,494.11796874999976,493.6179687499993,1.7208068847658637,2.1313598632819435,100.00000000009479,200,PVC-U,0.5,0.5,table11,minimum,3.6213891434301173,held,28.346597323572578,1.1969071308957113,0.39098228663227585,0.16714448327233639,tractive,trunk main,,drafted
E0000196,N0000031,N0000035,493.6179687499993,493.11796875000016,2.1313598632819435,2.427593994140466,99.99999999983339,200,PVC-U,0.5,0.5,table11,minimum,3.6213891434301173,held,35.697415819572576,1.50682493328511,0.41945675177590136,0.1867838534854977,tractive,trunk main,,drafted
E0000197,N0000035,N0000039,493.11796875000016,492.6179687499997,2.427593994140466,2.3887756347659206,100.00000000008862,200,PVC-U,0.5,0.5,table11,minimum,3.6213891434301173,held,44.01520904574952,1.8574017277622596,0.44684090994182385,0.20681997516541956,tractive,trunk main,,drafted
E0000198,N0000039,N0000043,492.6179687499997,492.11796875000005,2.3887756347659206,2.1996887207030795,99.99999999993237,200,PVC-U,0.5,0.5,table11,minimum,3.6213891434301173,held,46.17477154174952,1.949039537880426,0.4533545424697747,0.21176001320677412,tractive,trunk main,,drafted
E0000199,N0000043,N0000047,492.11796875000005,491.7073493268863,2.1996887207030795,2.0453972551449624,82.12388462274845,200,PVC-U,0.5,0.5,table11,minimum,3.6213891434301173,held,63.95561258019316,2.6975150303458615,0.49939302830292726,0.248729823821838,tractive,trunk main,,drafted
E0000200,N0000047,N0000051,491.7073493268863,491.20734932688634,2.0453972551449624,3.7477898332699056,99.99999999999382,200,PVC-U,0.5,0.5,table11,minimum,3.4892830248565554,merrimack,102.9145225668815,4.17897216119481,0.5671546300376047,0.31062366373458317,tractive,trunk main,,drafted
E0000201,N0000051,N0000055,491.20734932688634,490.7073493268866,3.7477898332699056,2.726061317644678,99.99999999995342,200,PVC-U,0.5,0.5,table11,minimum,3.3418067498110755,merrimack,147.05356388027303,5.7172526254496185,0.6195393526929645,0.3661290313467944,tractive,trunk main,,drafted
E0000202,N0000055,N0000059,490.7073493268866,490.2073493268859,2.726061317644678,2.4759392473328603,100.00000000013185,200,PVC-U,0.5,0.5,table11,minimum,3.3388497921135776,merrimack,148.13334512827302,5.7549244024874735,0.6206683120514778,0.36741476876227674,tractive,trunk main,,drafted
E0000203,N0000059,N0000063,490.2073493268859,489.94843600063314,2.4759392473328603,3.334248325538738,51.78266525054673,200,PVC-U,0.5,0.5,table11,minimum,3.333916296383519,merrimack,149.95473437627302,5.81782413605785,0.6225395449136094,0.36955510616780485,tractive,trunk main,,drafted
E0000204,N0000063,N0000067,489.94843600063314,489.4484360006336,3.334248325538738,7.521412632178908,99.99999999991033,200,PVC-U,0.5,0.5,table11,minimum,3.3177657704742582,merrimack,156.095248616273,6.026840314278445,0.6286374887761665,0.3766116226999917,tractive,trunk main,,drafted
E0000205,N0000067,N0000071,489.4484360006336,488.9484360006333,7.521412632178908,7.460621616554192,100.00000000005845,200,PVC-U,0.5,0.5,table11,minimum,3.257793926123975,merrimack,181.49375729844996,6.880388053699955,0.6518001915969711,0.4046372864657919,tractive,trunk main,,drafted
E0000206,N0000071,N0000075,488.9484360006333,488.44843600063365,7.460621616554192,10.396107456397601,99.99999999992977,200,PVC-U,0.5,0.5,table11,minimum,3.2183050632455084,merrimack,200.7398515412475,7.517733499001951,0.6675080867694855,0.4248716960503276,tractive,trunk main,,drafted
E0000207,N0000075,N0000079,488.44843600063365,487.94843600063314,10.396107456397601,10.293385288429363,100.00000000009771,200,PVC-U,0.5,0.5,table11,minimum,3.1711185028421376,merrimack,226.80256021457586,8.368984741080821,0.686704012277682,0.45117778948847587,tractive,trunk main,,drafted
E0000208,N0000079,N0000083,487.94843600063314,487.44843600063314,10.293385288429363,7.436238071632488,100.0000000000046,200,PVC-U,0.5,0.5,table11,minimum,3.1558185328955575,merrimack,236.05164888510672,8.668718258851527,0.6930311002520857,0.4602797018352446,tractive,trunk main,,drafted
E0000209,N0000083,N0000087,487.44843600063314,487.1038541241966,7.436238071632488,6.317593629709677,68.91637528731611,200,PVC-U,0.5,0.5,table11,minimum,3.1489023489083516,merrimack,240.37077387710673,8.808645428199181,0.6959135841627918,0.46450418746428024,tractive,trunk main,,drafted
E0000210,N0000087,N0000091,487.1038541241966,486.8966883992891,6.317593629709677,6.241434159304674,41.43314498150481,200,PVC-U,0.5,0.5,table11,minimum,3.137545932007711,merrimack,247.65633086910674,9.043166382073357,0.7006467614833705,0.4715521092164173,tractive,trunk main,,drafted
E0000211,N0000091,N0000095,486.8966883992891,486.39668839928845,6.241434159304674,8.604196610477175,100.00000000012145,200,PVC-U,0.5,0.5,table11,minimum,3.1206759333929504,merrimack,258.94052162390426,9.404233874994773,0.7077033534222186,0.4823307320332795,tractive,trunk main,,drafted
E0000212,N0000095,N0000099,486.39668839928845,485.89668839928873,8.604196610477175,4.932352128055015,99.99999999993913,200,PVC-U,0.5,0.5,table11,minimum,3.1138587319940845,merrimack,263.6630813679043,9.555467270118255,0.7105790675734944,0.4868217853130401,tractive,trunk main,,drafted
E0000213,N0000099,N0000103,485.89668839928873,485.3966883992882,4.932352128055015,5.621072831180527,100.0000000000998,200,PVC-U,0.5,0.5,table11,minimum,3.1025794683732064,merrimack,271.6902463599043,9.811202352689882,0.7153384755957861,0.49438775417487923,tractive,trunk main,,drafted
E0000214,N0000103,N0000107,485.3966883992882,484.89668839928856,5.621072831180527,3.811807694461436,99.99999999993197,200,PVC-U,0.5,0.5,table11,minimum,3.098505448448355,merrimack,274.6566783599043,9.906003563857254,0.7170705444805731,0.4971840683925183,tractive,trunk main,,drafted
E0000215,N0000107,N0000111,484.89668839928856,484.39668839928834,3.811807694461436,3.0613499307897882,100.00000000004833,200,PVC-U,0.5,0.5,table11,minimum,3.084081963526048,merrimack,285.4544908399043,10.247858718245576,0.7231760284469677,0.5072339429575408,tractive,trunk main,,drafted
E0000216,N0000111,N0000115,484.39668839928834,483.89668839928794,3.0613499307897882,3.009592118290186,100.00000000008382,200,PVC-U,0.5,0.5,table11,minimum,3.077964761315566,merrimack,290.1770505839043,10.39735085668967,0.7257785868277081,0.5116137796394216,tractive,trunk main,,drafted
E0000217,N0000115,N0000119,483.89668839928794,483.3966883992878,3.009592118290186,2.6824436807903,100.00000000002701,200,PVC-U,0.5,0.5,table11,minimum,3.0562300922875183,merrimack,307.6789172820813,10.94661650458282,0.7350036490453884,0.5276429807647824,tractive,trunk main,,drafted
E0000218,N0000119,N0000123,483.3966883992878,482.89668839928925,2.6824436807903,2.8040867471951287,99.99999999972101,200,PVC-U,0.5,0.5,table11,minimum,3.0531638867748385,merrimack,310.24191453008126,11.027442712444431,0.7363177129272943,0.5299947819552087,tractive,trunk main,,drafted
E0000219,N0000123,N0000127,482.89668839928925,482.39668839928953,2.8040867471951287,2.6312046671167195,99.99999999994273,200,PVC-U,0.5,0.5,table11,minimum,3.0288240366994046,merrimack,331.4578838245249,11.687451120052001,0.7466495895025282,0.5491549352659832,tractive,trunk main,,drafted
E0000220,N0000127,N0000131,482.39668839928953,481.89668839928925,2.6312046671167195,2.4483433389920037,100.00000000005255,200,PVC-U,0.5,0.5,table11,minimum,3.02526183102583,merrimack,334.6972275685249,11.788475168164721,0.7481700560528273,0.5520830421369045,tractive,trunk main,,drafted
E0000221,N0000131,N0000135,481.89668839928925,481.39668839928856,2.4483433389920037,2.339334549930186,100.0000000001379,200,PVC-U,0.5,0.5,table11,minimum,3.015878023036842,merrimack,343.4017395757615,12.057958248410065,0.7521491217325518,0.5598914440045766,velocity,trunk main,,drafted
E0000222,N0000135,N0000139,481.39668839928856,480.8966883992891,2.339334549930186,2.0421543741484243,99.9999999998972,200,PVC-U,0.5,0.5,table11,minimum,3.0097697810087376,merrimack,349.2040805677615,12.237414337248438,0.7547378291458585,0.5650909488812017,velocity,trunk main,,drafted
E0000223,N0000139,N0000143,480.8966883992891,480.3966883992893,2.0421543741484243,1.983682694460697,99.9999999999576,200,PVC-U,0.5,0.5,table11,minimum,3.0041875697273577,merrimack,354.60298680776145,12.404129876598816,0.7570948355758382,0.5699123571630444,velocity,trunk main,,drafted
E0000224,N0000143,N0000147,480.3966883992893,479.89668839928845,1.983682694460697,1.9299107218052995,100.00000000017278,200,PVC-U,0.5,0.5,table11,minimum,3.000312456462929,merrimack,358.4058705299384,12.521624596742674,0.7587395810509028,0.5733285353562909,velocity,trunk main,,drafted
E0000225,N0000147,N0000151,479.89668839928845,478.8966883992891,1.9299107218052995,1.6199741983671743,99.99999999993634,200,PVC-U,1.0,0.5,cover_min,minimum,2.9930802722186236,merrimack,365.6261660179384,12.74354689010592,0.9917635613544187,0.46992641100124277,velocity,trunk main,,drafted
E0000226,N0000151,N0000155,478.8966883992891,475.54668839928536,1.6199741983671743,3.176700272589642,100.00000000011178,200,PVC-U,3.35,0.5,ground,minimum,2.9860064453134605,merrimack,372.84646150593835,12.964943789476314,1.552186670822916,0.34027648088538853,velocity,trunk main,,drafted
E0000227,N0000155,N0000159,475.54668839928536,475.046688399286,3.176700272589642,4.1532322550108915,99.99999999987187,200,PVC-U,0.5,0.5,table11,minimum,2.9842462446254614,merrimack,374.66785075393835,13.021334788729433,0.7654902061284431,0.5878349495609068,velocity,trunk main,,drafted
E0000228,N0000159,N0000163,475.046688399286,474.5466883992863,4.1532322550108915,4.8230930948543005,99.99999999993561,200,PVC-U,0.5,0.5,table11,minimum,2.983532296617073,merrimack,375.40945875393834,13.044779993074844,0.7658045341896271,0.5885308335783206,velocity,trunk main,,drafted
E0000229,N0000163,N0000167,474.5466883992863,474.0466883992862,4.8230930948543005,4.875400223760664,100.00000000002434,200,PVC-U,0.5,0.5,table11,minimum,2.982279658479531,merrimack,376.71460673211527,13.085394656204388,0.7663297123349662,0.5896978391055465,velocity,trunk main,,drafted
E0000230,N0000167,N0000171,474.0466883992862,473.54668839928627,4.875400223760664,5.171054520635607,99.99999999999194,200,PVC-U,0.5,0.5,table11,minimum,2.9771491595978317,merrimack,382.11351297211525,13.250612733151092,0.7684680811563963,0.5945069386469632,velocity,trunk main,,drafted
E0000231,N0000171,N0000175,473.54668839928627,473.0466883992865,5.171054520635607,5.572208085088505,99.99999999994995,200,PVC-U,0.5,0.5,table11,minimum,2.96440462119362,merrimack,395.90411809067973,13.670080563231474,0.7737250323234909,0.6067520747282278,velocity,trunk main,,drafted
E0000232,N0000175,N0000179,473.0466883992865,472.5466883992867,5.572208085088505,6.030368485478903,99.99999999994995,200,PVC-U,0.5,0.5,table11,minimum,2.9390776926312534,merrimack,424.99795287886263,14.548429339817204,0.7839437972011195,0.6326291703985196,velocity,trunk main,,drafted
E0000233,N0000179,N0000183,472.4966883992867,472.09668839928554,6.080368485478914,6.39855085852696,100.0000000002901,250,PVC-U,0.4,0.375,table11,dod,2.9101515192429415,merrimack,461.19708058631437,15.63107522837831,0.7385050950262296,0.48960802172809104,tractive,trunk main,,drafted
E0000234,N0000183,N0000207,472.09668839928554,471.8812962267223,6.39855085852696,6.354543617027673,53.84797947290621,250,PVC-U,0.4,0.375,table11,dod,2.8917411830175657,merrimack,486.0320492903144,16.368155674580517,0.7470502920940921,0.5030571735781437,tractive,trunk main,,drafted
E0000235,N0000207,N0000210,471.73129622672235,471.43129622672194,6.50454361702765,6.3083277967155595,120.00000000015476,400,GRP,0.25,0.20500000000000002,table11,dod,2.4990379638265163,merrimack,1623.756222384755,47.26245269221078,0.8119966114642186,0.47106747592306986,velocity,trunk main,,drafted
E0000236,N0000210,N0000213,471.43129622672194,471.13129622672267,6.3083277967155595,6.346639564292957,119.99999999971601,400,GRP,0.25,0.20500000000000002,table11,dod,2.4847204674438865,merrimack,1702.7201556848904,49.275782523321375,0.8205291607749338,0.48263282549159203,velocity,trunk main,,drafted
E0000237,N0000213,N0000216,471.13129622672267,470.83129622672215,6.346639564292957,6.012758949059105,120.00000000020529,400,GRP,0.25,0.20500000000000002,table11,dod,2.477650095001422,merrimack,1743.2957820920178,50.306423775855215,0.8247624226266272,0.48851896097240244,velocity,trunk main,,drafted
E0000238,N0000216,N0000218,470.83129622672215,470.5312962267221,6.012758949059105,4.700149085777923,120.00000000002754,400,GRP,0.25,0.20500000000000002,table11,dod,2.4733830063111255,merrimack,1768.3077991245848,50.94068515173037,0.8273251582053633,0.4921327994562551,velocity,trunk main,,drafted
E0000239,N0000218,N0000220,470.5312962267221,470.23129622672235,4.700149085777923,4.327022865074525,119.9999999998901,400,GRP,0.25,0.20500000000000002,table11,dod,2.4733830063111255,merrimack,1768.3077991245848,50.941685151730375,0.8273285019049323,0.49213754008259103,velocity,trunk main,,drafted
E0000240,N0000220,N0000222,470.23129622672235,469.9312962267225,4.327022865074525,3.513344886558741,119.99999999993636,400,GRP,0.25,0.20500000000000002,table11,dod,2.472835321947164,merrimack,1771.5471428685848,51.02462062653124,0.8276603260456517,0.4926083276757046,velocity,trunk main,,drafted
E0000241,N0000222,N0000225,469.9312962267225,469.6312962267221,3.513344886558741,3.7244776990591504,120.00000000016098,400,GRP,0.25,0.20500000000000002,table11,dod,2.472835321947164,merrimack,1771.5471428685848,51.025620626531236,0.8276643316983463,0.49261401489100864,velocity,trunk main,,drafted
E0000242,N0000225,N0000228,469.6312962267221,469.3312962267222,3.7244776990591504,4.079134681480923,119.99999999997029,400,GRP,0.25,0.20500000000000002,table11,dod,2.4725849252921215,merrimack,1773.030358868585,51.06413084930278,0.827817194498928,0.4928311214204224,velocity,trunk main,,drafted
E0000243,N0000228,N0000231,469.3312962267222,469.0312962267226,4.079134681480923,4.2415004041367865,119.99999999985548,400,GRP,0.25,0.20500000000000002,table11,dod,2.4725849252921215,merrimack,1773.030358868585,51.06513084930278,0.8278205299051199,0.4928358601717713,velocity,trunk main,,drafted
E0000244,N0000231,N0000234,469.0312962267226,468.73129622672224,4.2415004041367865,3.814571693199639,120.00000000014764,400,GRP,0.25,0.20500000000000002,table11,dod,2.4725849252921215,merrimack,1773.030358868585,51.06613084930278,0.8278272005489148,0.4928453376365062,velocity,trunk main,,drafted
E0000245,N0000234,N0000237,468.73129622672224,468.4312962267222,3.814571693199639,2.7744227674184003,119.99999999999342,400,GRP,0.25,0.20500000000000002,table11,dod,2.4722207672909455,merrimack,1775.189921364585,51.12173898212686,0.828048970670584,0.4931605755643895,velocity,trunk main,,drafted
E0000246,N0000237,N0000240,468.4312962267222,468.1312962267226,2.7744227674184003,2.472555091636764,119.99999999983719,400,GRP,0.25,0.20500000000000002,table11,dod,2.4718571055625946,merrimack,1777.349483860585,51.17733911965377,0.8282711260604878,0.4934766597317355,velocity,trunk main,,drafted
E0000247,N0000240,N0000243,468.1312962267226,467.83129622672215,2.472555091636764,2.267580726402855,120.0000000001928,400,GRP,0.25,0.20500000000000002,table11,dod,2.471369338927721,merrimack,1780.250654356585,51.25167673831793,0.8285670945938236,0.49389823135729205,velocity,trunk main,,drafted
E0000248,N0000243,N0000246,467.83129622672215,467.6812962267226,2.267580726402855,1.8270655896836274,59.99999999980186,400,GRP,0.25,0.20500000000000002,table11,dod,2.4705772493054594,merrimack,1784.973214100585,51.37202583232673,0.8290470511516479,0.4945830069960475,velocity,trunk main,,drafted
E0000249,N0000246,N0000249,467.7512962267226,466.6312962267224,1.7570655896836342,1.8089808728869912,80.00000000001552,315,GRP,1.4000000000000001,0.27,ground,dod,2.4691192008871234,merrimack,1793.7030862271495,51.593048239728525,1.594120870798086,0.4755105605743867,velocity,trunk main,,drafted
E0000250,N0000249,N0000252,466.6102770996094,466.2702770996085,1.829999999999984,1.7207202148446186,40.00000000010318,315,GRP,0.8500000000000001,0.27,cover_min,capacity,2.468569345674311,merrimack,1797.0076914751494,51.677157711215635,1.3192640372533364,0.553060689266202,velocity,trunk main,,drafted
E0000251,N0000252,N0000255,466.16099731445314,465.51099731445333,1.829999999999984,1.9417004394529158,99.9999999999703,400,GRP,0.65,0.20500000000000002,ground,dod,2.4666905403957475,merrimack,1808.3508348322111,51.96377038854538,1.1873002213010924,0.37966858814986315,velocity,trunk main,,drafted
E0000252,N0000255,N0000258,465.51099731445333,465.01099731445316,1.9417004394529158,1.8853344726562113,100.00000000002957,400,GRP,0.5,0.20500000000000002,cover_min,dod,2.4650549425878725,merrimack,1818.2910112147756,52.215297175918984,1.0791740850272273,0.4092025032427318,velocity,trunk main,,drafted
E0000253,N0000258,N0000261,464.84099731445315,464.6009973144531,2.0553344726562273,2.127640380859418,120.00000000002714,500,GRP,0.2,0.155,table11,dod,2.4630435039697534,merrimack,1830.5994008525768,52.52632243087333,0.7612363574154308,0.3822074004353758,velocity,trunk main,,drafted
E0000254,N0000261,N0000264,464.6009973144531,464.36099731445324,2.127640380859418,2.7948864746092568,119.99999999991374,500,GRP,0.2,0.155,table11,dod,2.4602304072558554,merrimack,1847.9702519318155,52.96467029277353,0.7629276311381005,0.3839418807025665,velocity,trunk main,,drafted
E0000255,N0000264,N0000267,464.36099731445324,464.1209973144532,2.7948864746092568,3.7079211425780727,120.00000000002015,500,GRP,0.2,0.155,table11,dod,2.458400788482069,merrimack,1859.3672836758155,53.2523456435254,0.7640310191746352,0.38507765353387136,velocity,trunk main,,drafted
E0000256,N0000267,N0000270,464.1209973144532,463.88099731445305,3.7079211425780727,2.7201074218750705,120.00000000005417,500,GRP,0.2,0.155,table11,dod,2.455078193998175,merrimack,1880.2663782837935,53.778482982473236,0.7660357827846854,0.3871498198524017,velocity,trunk main,,drafted
E0000257,N0000270,N0000273,463.9809973144531,463.56099731445306,2.6201074218750477,1.8396374511719387,120.00000000000267,400,GRP,0.35000000000000003,0.20500000000000002,cover_min,dod,2.4505496208646225,merrimack,1909.176403537563,54.504757726321664,0.9553600962243358,0.46384145586147574,velocity,trunk main,,drafted
E0000258,N0000273,N0000276,463.570634765625,462.97063476562556,1.829999999999984,1.7274548339838134,39.99999999996326,315,GRP,1.5,0.27,cover_min,dod,2.4478571241390514,merrimack,1926.6011085323605,54.942257380862664,1.6620463964241359,0.4833950878215544,velocity,trunk main,,drafted
E0000259,N0000276,N0000279,462.8680895996094,461.7680895996098,1.829999999999984,1.756446533202677,99.99999999996174,315,GRP,1.0999999999999999,0.27,cover_min,capacity,2.4464122710175698,merrimack,1936.025043645102,55.17846794760746,1.4792113119742447,0.531723008836041,velocity,trunk main,,drafted
E0000260,N0000279,N0000282,461.6945361328125,460.6945361328125,1.829999999999984,2.037122802734359,99.99999999999935,315,GRP,1.0,0.27,cover_min,capacity,2.442995012346244,merrimack,1958.520160770903,55.74178778645809,1.4294878181052426,0.5510363286387667,velocity,trunk main,,drafted
E0000261,N0000282,N0000285,460.6945361328125,459.99453613281173,2.037122802734359,1.7990429687507685,100.00000000011545,315,GRP,0.7000000000000001,0.27,cover_min,capacity,2.4377473451370815,merrimack,1993.637208593378,56.61916717330388,1.2474172000708914,0.6250188041017115,velocity,trunk main,,drafted
E0000262,N0000285,N0000287,459.90953613281175,459.25953613281166,1.884042968750748,2.460190429688339,100.00000000001275,400,GRP,0.65,0.20500000000000002,cover_min,dod,2.4342862569063493,merrimack,2017.184745809378,57.2067215182618,1.218148902089145,0.4001456982891356,velocity,trunk main,,drafted
E0000263,N0000287,N0000289,459.15953613281164,458.91953613281197,2.5601904296883617,3.213001708984905,119.99999999983712,500,GRP,0.2,0.155,table11,dod,2.432153421039702,merrimack,2031.8507035155549,57.57256146803745,0.7800081494663081,0.4019097128516457,velocity,trunk main,,drafted
E0000264,N0000289,N0000291,458.91953613281197,458.6795361328121,3.213001708984905,2.44134399414105,119.9999999999512,500,GRP,0.2,0.155,table11,dod,2.4280889556762344,merrimack,2060.1311993569466,58.27651432965338,0.7825105987889652,0.4046142229642097,velocity,trunk main,,drafted
E0000265,N0000291,N0000293,458.8645361328121,457.9220790644792,2.256343994141048,1.7378330448958081,64.9970391953731,315,GRP,1.4500000000000002,0.27,cover_min,dod,2.426386226172783,merrimack,2072.10969940339,58.57490649126339,1.667125741057111,0.507043368098173,velocity,trunk main,,drafted
E0000266,N0000293,N0000295,457.959912109375,456.6529510781724,1.6999999999999886,1.676699800733843,50.267731969331486,250,PVC-U,2.6,0.375,ground,capacity,2.4242333899768758,merrimack,2087.366558245545,58.9539333286997,2.069939037701404,0.6229907841191109,velocity,trunk main,,drafted
