PLOT_ID,X,Y,REACH,STATION_M,SHORT_BY_M,CH_REQ,ISSUE
1119271,460917.33385734237,2568699.5922646113,E0029321,26.43,23.17,R00373,beyond the 45 m tertiary run
1119285,460903.92622439616,2568843.6464379216,E0029323,39.3,37.97,R00374,beyond the 45 m tertiary run
1119323,461176.00997962017,2569203.4947362635,E0030424,36.89,34.6,R00406,beyond the 45 m tertiary run
1119343,461185.5939497701,2569334.3122853884,E0030446,44.86,32.92,R00407,beyond the 45 m tertiary run
1119389,460308.2080129372,2569800.3584108097,E0030414,71.12,8.37,R00404,beyond the 45 m tertiary run
1119400,460275.07620751334,2569977.181921795,E0032066,6.15,5.11,R00428,beyond the 45 m tertiary run
1119402,460242.6818606613,2569990.433187997,E0032066,41.15,38.02,R00429,beyond the 45 m tertiary run
1119403,460196.404245108,2570009.363558956,E0032067,11.15,10.61,R00430,beyond the 45 m tertiary run
1119448,460040.9573046823,2570377.4891352295,E0031047,38.65,33.5,R00418,beyond the 45 m tertiary run
1119566,454673.31117706513,2571384.583377053,E0022962,48.27,23.93,R00257,beyond the 45 m tertiary run
1119592,456466.6332189885,2571384.1569393068,E0028423,34.51,1.52,R00357,beyond the 45 m tertiary run
1119602,456264.8770023884,2571769.67751989,E0035146,9.93,5.83,R00486,beyond the 45 m tertiary run
1119653,456308.64871993224,2568594.3524940256,E0021723,20.83,19.78,R00217,beyond the 45 m tertiary run
1119690,454990.1918279868,2568332.581602283,E0021086,9.9,8.99,R00208,beyond the 45 m tertiary run
1119691,454776.4256177307,2568233.797865398,E0020895,41.91,38.83,R00206,beyond the 45 m tertiary run
1119725,455248.2824363683,2568514.9105674378,E0022016,39.04,36.81,R00233,beyond the 45 m tertiary run
1120032,455402.1584368775,2574630.3508892204,E0003465,31.86,31.41,R00015,beyond the 45 m tertiary run
1120113,455555.3732772189,2574745.432967388,E0004100,56.2,21.13,R00019,beyond the 45 m tertiary run
1120138,455469.3439487919,2574597.020536989,E0003463,51.86,37.08,R00014,beyond the 45 m tertiary run
1120142,455494.42648851394,2574584.577230985,E0003463,23.86,22.57,R00013,beyond the 45 m tertiary run
1120146,455561.6120402399,2574551.246859003,E0003462,38.86,36.95,R00012,beyond the 45 m tertiary run
1120209,455319.8558827367,2575983.2074067844,E0033042,24.08,13.85,R00439,beyond the 45 m tertiary run
1120211,455276.7999417531,2576145.8355810368,E0035011,43.02,3.5,R00484,beyond the 45 m tertiary run
1120212,455278.72125427745,2576143.409236365,E0035011,39.93,26.86,R00484,beyond the 45 m tertiary run
1120517,450138.48677131254,2574467.5523178256,E0024988,26.7,24.84,R00286,beyond the 45 m tertiary run
1120521,450197.42184813495,2574512.303020226,E0024987,22.7,20.71,R00285,beyond the 45 m tertiary run
1120527,454783.39963698515,2573895.3457733816,E0028650,1.43,0.94,R00359,beyond the 45 m tertiary run
1120543,454624.0403210272,2573647.0827583373,E0027514,35.9,33.6,R00337,beyond the 45 m tertiary run
1120807,455207.4296422742,2577179.3255848624,E0037857,26.1,10.38,R00560,beyond the 45 m tertiary run
1120851,455213.69110632053,2576447.761178154,E0037095,30.69,21.05,R00534,beyond the 45 m tertiary run
1120867,455302.82575453253,2577335.3276061905,E0038146,13.25,9.11,R00565,beyond the 45 m tertiary run
1120877,455215.5980380668,2577173.0800931114,E0037857,15.82,9.51,R00560,beyond the 45 m tertiary run
1120894,455248.81646538735,2576518.5537771294,E0037093,31.67,22.39,R00533,beyond the 45 m tertiary run
1120977,453256.8706016742,2573938.807379378,E0032608,29.08,15.09,R00435,beyond the 45 m tertiary run
1121173,456022.8591284066,2574558.0823534844,E0004111,66.4,17.59,R00020,beyond the 45 m tertiary run
1121426,454173.08987626445,2576598.4702522736,E0037338,41.68,27.43,R00543,beyond the 45 m tertiary run
1121490,454073.5868225957,2576061.533885293,E0036335,46.48,22.72,R00510,beyond the 45 m tertiary run
1121499,453714.3373301103,2575967.2728257426,E0034495,72.51,7.46,R00471,beyond the 45 m tertiary run
1121961,454521.6041155561,2576322.8689728677,E0035887,19.31,15.39,R00501,beyond the 45 m tertiary run
1121989,454651.06181217957,2576798.133703624,E0037000,39.69,1.23,R00532,beyond the 45 m tertiary run
1122012,454657.17688701575,2576671.6815901524,E0036639,46.89,42.88,R00522,beyond the 45 m tertiary run
1122061,454719.3872895794,2576184.744339828,E0036346,2.79,1.13,R00511,beyond the 45 m tertiary run
1122607,454761.65746480436,2576074.8524418822,E0036677,66.27,16.55,R00523,beyond the 45 m tertiary run
1123062,452426.86222155904,2572999.076909648,E0020663,74.72,12.05,R00199,beyond the 45 m tertiary run
1123065,452543.9300290402,2573088.282081559,E0020844,15.56,2.7,R00205,beyond the 45 m tertiary run
1123074,452611.93621653353,2573588.28666254,E0021712,43.39,7.01,R00216,beyond the 45 m tertiary run
1123198,453410.5791277063,2577070.0578418546,E0036296,21.87,19.32,R00509,beyond the 45 m tertiary run
1123977,452554.8084219438,2574183.82392105,E0022839,28.9,26.79,R00250,beyond the 45 m tertiary run
1124129,453141.6784773575,2576957.431637618,E0036273,54.04,23.13,R00508,beyond the 45 m tertiary run
1124319,448061.2538186747,2571872.548420896,E0024537,34.15,22.09,R00277,beyond the 45 m tertiary run
1124342,449460.36901943496,2570869.0247008693,E0000966,9.73,8.13,R00002,beyond the 45 m tertiary run
1124350,449366.8687331662,2570894.4052785845,E0025705,9.84,0.42,R00298,beyond the 45 m tertiary run
1124673,448564.3349975212,2573395.20911958,E0024968,31.32,29.38,R00284,beyond the 45 m tertiary run
1124675,448480.9255484482,2573289.117275472,E0028861,18.62,17.93,R00366,beyond the 45 m tertiary run
1124693,449172.0441139108,2570921.1594647085,E0025175,44.64,14.91,R00290,beyond the 45 m tertiary run
1124797,448300.79390544473,2572672.119961229,E0026659,24.19,24.12,R00315,beyond the 45 m tertiary run
1124798,448320.7626094181,2572671.000940769,E0026659,44.19,35.73,R00316,beyond the 45 m tertiary run
1125151,450548.3139031457,2574564.027668119,E0021897,14.48,13.0,R00228,beyond the 45 m tertiary run
1125159,450453.70735139004,2574490.2191560296,E0021899,14.47,14.36,R00230,beyond the 45 m tertiary run
1125202,450649.01270679414,2574642.5891284887,E0021895,46.76,31.17,R00227,beyond the 45 m tertiary run
1125214,450816.1593101421,2574771.2523363065,E0021891,45.81,13.14,R00222,beyond the 45 m tertiary run
1125216,450725.6402359939,2574702.1777103436,E0021893,71.34,6.56,R00226,beyond the 45 m tertiary run
1125219,450762.4612035373,2574729.74682621,E0021893,25.34,23.82,R00224,beyond the 45 m tertiary run
1125221,450746.9993212548,2574718.169986909,E0021893,44.65,30.72,R00225,beyond the 45 m tertiary run
1125232,450786.2211294758,2574747.6719941366,E0021892,23.92,1.1,R00223,beyond the 45 m tertiary run
1125352,450630.322100462,2574840.9406128824,E0029664,14.19,11.21,R00377,beyond the 45 m tertiary run
1125405,450493.9150957549,2574521.587742359,E0021898,23.47,22.78,R00229,beyond the 45 m tertiary run
1125411,450348.31307523587,2574717.381606582,E0026676,27.49,23.85,R00317,beyond the 45 m tertiary run
1125709,447207.2625361421,2572099.9929401223,E0027272,39.76,27.81,R00331,beyond the 45 m tertiary run
1125790,446683.29860557325,2572246.807178083,E0030082,43.54,34.09,R00393,beyond the 45 m tertiary run
1125907,447128.1186833665,2571815.49301699,E0027268,40.43,30.78,R00330,beyond the 45 m tertiary run
1125939,446564.60649901506,2572158.737896306,E0030075,14.57,5.22,R00391,beyond the 45 m tertiary run
1126591,448332.1301852407,2572409.8573780754,E0026532,15.89,14.15,R00313,beyond the 45 m tertiary run
1126596,448393.8448900105,2572299.530913931,E0025625,11.12,0.3,R00296,beyond the 45 m tertiary run
1126681,446689.61519914836,2572378.3139913273,E0030080,44.47,8.16,R00392,beyond the 45 m tertiary run
1126739,447030.3074889994,2571341.22750253,E0027316,37.45,27.88,R00333,beyond the 45 m tertiary run
1127060,445700.6643425042,2572317.45152803,E0035253,37.26,21.55,R00491,beyond the 45 m tertiary run
1127439,450056.5367610854,2574297.448400726,E0024441,37.49,15.04,R00276,beyond the 45 m tertiary run
1127698,446813.3563930814,2572233.873306072,E0029518,39.62,3.06,R00376,beyond the 45 m tertiary run
1127760,447283.9989073458,2571948.0605930723,E0027282,42.27,17.38,R00332,beyond the 45 m tertiary run
1128154,448353.9687326009,2572234.38168419,E0025624,4.6,2.42,R00294,beyond the 45 m tertiary run
1128155,448361.81523565634,2572252.778518869,E0025624,24.6,22.36,R00295,beyond the 45 m tertiary run
1128188,451981.1859584426,2572443.072290285,E0001440,57.72,6.45,R00003,beyond the 45 m tertiary run
1128189,451938.97635684797,2572415.972632895,E0001441,41.39,36.87,R00004,beyond the 45 m tertiary run
1128190,451917.4133424894,2572403.3223711667,E0001441,66.39,11.81,R00005,beyond the 45 m tertiary run
1128585,448335.8757857398,2573052.7817880693,E0028296,12.39,10.18,R00355,beyond the 45 m tertiary run
1128638,447806.3694674231,2572350.762093997,E0028356,16.86,15.39,R00356,beyond the 45 m tertiary run
1128642,447887.63620816625,2572542.6450777827,E0029456,15.29,5.14,R00375,beyond the 45 m tertiary run
1128904,449509.4041135728,2571204.8821627502,E0022197,26.89,12.78,R00235,beyond the 45 m tertiary run
1128946,452437.15619741613,2572981.0966769946,E0020663,54.0,0.21,R00198,beyond the 45 m tertiary run
1128947,452442.3442617108,2572972.034813597,E0020663,43.55,42.01,R00198,beyond the 45 m tertiary run
1129056,449645.49926306575,2571849.9876983664,E0022214,17.52,16.17,R00236,beyond the 45 m tertiary run
1129057,449643.7581068975,2571820.0413641115,E0022214,47.52,38.28,R00237,beyond the 45 m tertiary run
1129110,454630.07359627896,2572325.958353091,E0023398,20.73,18.99,R00262,beyond the 45 m tertiary run
1129141,454497.6788577088,2571867.7711011195,E0023371,26.42,24.1,R00260,beyond the 45 m tertiary run
1129153,453170.11417750706,2572231.7038061814,E0022751,23.2,22.75,R00247,beyond the 45 m tertiary run
1129177,453279.77572589886,2572126.3793298122,E0023218,54.41,22.5,R00259,beyond the 45 m tertiary run
1129670,453176.8865782789,2572271.125320271,E0022752,3.2,3.16,R00248,beyond the 45 m tertiary run
1129747,454196.77726002265,2572332.713258881,E0023375,20.02,16.64,R00261,beyond the 45 m tertiary run
1130197,452507.72981057176,2572099.362546437,E0021295,22.75,20.6,R00213,beyond the 45 m tertiary run
1130231,452844.5945472847,2571849.961110012,E0021320,22.43,17.85,R00215,beyond the 45 m tertiary run
1130513,452741.3166096025,2572072.1711604903,E0021164,36.34,33.41,R00210,beyond the 45 m tertiary run
1132017,447338.40027442493,2567922.053462438,E0024691,43.24,5.31,R00278,beyond the 45 m tertiary run
1132018,447338.2922021741,2567920.9219769873,E0024691,44.38,32.14,R00278,beyond the 45 m tertiary run
1132163,451846.3947540139,2566694.188146971,E0018075,53.02,8.38,R00158,beyond the 45 m tertiary run
1132389,449417.85854093626,2569543.2991013196,E0017560,5.16,5.11,R00153,beyond the 45 m tertiary run
1132415,449396.93441793724,2569822.077500112,E0017654,26.86,15.73,R00154,beyond the 45 m tertiary run
1132796,449010.0282091631,2568741.4160952573,E0018593,16.56,2.17,R00162,beyond the 45 m tertiary run
1132876,449774.57020961406,2570141.026176115,E0017783,87.89,1.36,R00155,beyond the 45 m tertiary run
1133597,441714.23133401875,2571176.6895446545,E0035404,31.96,31.67,R00494,beyond the 45 m tertiary run
1133930,443171.877097484,2569299.488092453,E0035783,43.35,24.52,R00500,beyond the 45 m tertiary run
1133932,443062.60568696266,2569252.946746939,E0035375,43.98,28.7,R00492,beyond the 45 m tertiary run
1133937,443126.1041885116,2569228.763009859,E0035376,35.08,25.78,R00493,beyond the 45 m tertiary run
1134826,451113.6864919878,2567375.6802111254,E0017286,27.49,18.84,R00151,beyond the 45 m tertiary run
1134831,451155.1771555927,2567264.242248793,E0017277,18.36,11.24,R00150,beyond the 45 m tertiary run
1134934,445641.55380332074,2567930.884565796,E0026815,29.7,22.58,R00321,beyond the 45 m tertiary run
1134965,445351.97009680764,2568211.712629912,E0028011,15.6,9.41,R00347,beyond the 45 m tertiary run
1135697,450707.4149887704,2568745.2214812827,E0018870,34.69,33.29,R00165,beyond the 45 m tertiary run
1136067,448337.9838137358,2568161.8995358576,E0019989,45.99,19.75,R00186,beyond the 45 m tertiary run
1136169,442378.61438941024,2569258.4298753715,E0034456,42.33,37.43,R00469,beyond the 45 m tertiary run
1136177,442526.7816833915,2569029.718391884,E0032557,31.19,26.72,R00434,beyond the 45 m tertiary run
1136499,447604.82215298,2567872.2432432035,E0024113,17.66,12.18,R00274,beyond the 45 m tertiary run
1136500,447673.2057051354,2567803.3642218653,E0022672,42.89,2.47,R00243,beyond the 45 m tertiary run
1136621,441686.00783778087,2570274.373293429,E0036867,37.33,18.24,R00530,beyond the 45 m tertiary run
1136792,441964.21659465897,2570473.835153466,E0036567,21.36,18.63,R00521,beyond the 45 m tertiary run
1136808,441663.6311663274,2570285.088962164,E0036867,12.52,8.49,R00529,beyond the 45 m tertiary run
1136816,441649.9569412229,2570094.133494527,E0037212,31.52,26.51,R00537,beyond the 45 m tertiary run
1136840,441713.11977985187,2569678.671051508,E0034475,25.93,18.6,R00470,beyond the 45 m tertiary run
1137228,443665.12089122063,2568607.4797075866,E0031422,10.39,8.06,R00420,beyond the 45 m tertiary run
1137229,443642.5503190918,2568614.0368295033,E0031422,33.89,31.07,R00421,beyond the 45 m tertiary run
1137256,448093.4972521204,2568954.980060657,E0020184,42.49,2.1,R00191,beyond the 45 m tertiary run
1137392,444489.41651886114,2568491.099225497,E0031415,45.48,43.32,R00419,beyond the 45 m tertiary run
1137574,450703.16867442924,2570046.699258492,E0018334,28.01,3.71,R00160,beyond the 45 m tertiary run
1137704,440204.9419666925,2571361.9972168054,E0037538,51.09,33.19,R00551,beyond the 45 m tertiary run
1137817,440167.4657373772,2571575.3962751245,E0038436,41.97,25.56,R00568,beyond the 45 m tertiary run
1137861,439739.052771071,2571983.6758212727,E0038020,52.06,7.94,R00562,beyond the 45 m tertiary run
1137883,448065.66368768626,2569654.411943746,E0020343,18.87,17.77,R00193,beyond the 45 m tertiary run
1137940,447973.3132014541,2568013.478752527,E0021946,27.96,27.1,R00232,beyond the 45 m tertiary run
1138049,450972.6656734705,2568949.916369816,E0018552,16.71,16.69,R00161,beyond the 45 m tertiary run
1138243,450777.50079896924,2568744.941972951,E0018869,34.6,34.54,R00164,beyond the 45 m tertiary run
1138348,448254.67606647406,2567807.243473899,E0021933,20.36,7.46,R00231,beyond the 45 m tertiary run
1138491,446815.6187599845,2568193.4327582926,E0026778,12.54,5.69,R00319,beyond the 45 m tertiary run
1138504,447285.1456686671,2568148.3843096215,E0026761,43.02,2.11,R00318,beyond the 45 m tertiary run
1138511,447071.07675955055,2568197.191837597,E0026783,17.23,14.46,R00320,beyond the 45 m tertiary run
1139008,451022.3549449306,2569244.658256179,E0018888,40.76,36.49,R00167,beyond the 45 m tertiary run
1139034,451066.0330158417,2569094.4155715797,E0018896,20.98,9.61,R00169,beyond the 45 m tertiary run
1139160,448126.89826776483,2569827.7672977364,E0019777,32.9,24.22,R00183,beyond the 45 m tertiary run
1139495,444241.60908347304,2568519.8867407795,E0031967,32.04,27.02,R00427,beyond the 45 m tertiary run
1139515,439305.9624455765,2572172.4738107026,E0038288,35.29,29.61,R00566,beyond the 45 m tertiary run
1139519,439469.85799519095,2572186.200252902,E0038455,30.39,29.17,R00570,beyond the 45 m tertiary run
1139520,439455.04716720065,2572199.635400904,E0038455,50.39,32.99,R00571,beyond the 45 m tertiary run
1139521,439440.23634430615,2572213.070544283,E0038455,70.39,12.59,R00572,beyond the 45 m tertiary run
1139581,439196.9556716134,2572246.146563158,E0038291,40.66,39.06,R00567,beyond the 45 m tertiary run
1139662,439350.7892135537,2572414.302784936,E0038453,27.72,24.84,R00569,beyond the 45 m tertiary run
1139726,439179.9036936197,2572532.9301900314,E0038643,29.66,26.37,R00574,beyond the 45 m tertiary run
1139727,439166.5545621345,2572518.037185712,E0038643,49.66,17.0,R00575,beyond the 45 m tertiary run
1139730,439121.6036745486,2572467.8875738275,E0038644,47.01,19.48,R00576,beyond the 45 m tertiary run
1139734,439070.1454363429,2572662.3545340025,E0038808,9.95,6.29,R00586,beyond the 45 m tertiary run
1139735,439055.51998931344,2572646.379342601,E0038808,31.6,28.24,R00587,beyond the 45 m tertiary run
1139743,439011.6316807015,2572598.440696421,E0038809,26.6,24.08,R00588,beyond the 45 m tertiary run
1140075,450494.15781355696,2569795.962486592,E0019386,42.84,28.27,R00174,beyond the 45 m tertiary run
1140116,451122.0644118854,2570439.772627922,E0017965,48.7,26.24,R00157,beyond the 45 m tertiary run
1140122,451155.62920740555,2570417.107121287,E0017965,8.2,3.15,R00156,beyond the 45 m tertiary run
1140359,451104.93985199824,2569540.137448223,E0019538,30.38,28.11,R00179,beyond the 45 m tertiary run
1140471,449840.88558288326,2569264.532486374,E0017373,14.62,9.21,R00152,beyond the 45 m tertiary run
1140576,451118.4529157799,2569525.401574751,E0019538,10.39,8.51,R00178,beyond the 45 m tertiary run
1140685,450972.3361401304,2569210.8620627965,E0018889,34.15,1.97,R00168,beyond the 45 m tertiary run
1140751,450796.128581068,2569302.53869555,E0019530,26.73,18.82,R00177,beyond the 45 m tertiary run
1140795,451102.86596695567,2569981.239548089,E0018647,33.16,31.72,R00163,beyond the 45 m tertiary run
1140866,442395.41695343563,2569247.6372774635,E0034456,22.36,18.56,R00468,beyond the 45 m tertiary run
1141180,451196.49077001,2564306.414702625,E0011688,56.01,22.85,R00084,beyond the 45 m tertiary run
1141851,450581.78076802404,2566827.042958583,E0039665,26.4,22.51,R00593,beyond the 45 m tertiary run
1141852,450593.877174952,2566842.8522857744,E0039665,46.3,21.79,R00594,beyond the 45 m tertiary run
1142010,451560.04992058483,2564034.337069935,E0012217,19.16,17.28,R00089,beyond the 45 m tertiary run
1142028,451649.8692321356,2563979.4278964144,E0012760,59.42,10.51,R00090,beyond the 45 m tertiary run
1142781,451271.40473052027,2564627.6836532494,E0011258,38.62,24.09,R00078,beyond the 45 m tertiary run
1142789,451070.95848819433,2564631.7339534946,E0011673,83.75,8.2,R00083,beyond the 45 m tertiary run
1142920,451264.0818662057,2565553.752645854,E0015685,12.79,11.27,R00135,beyond the 45 m tertiary run
1143232,450426.5231399973,2567045.5479352246,E0039554,9.91,8.93,R00592,beyond the 45 m tertiary run
1143233,450312.4835760667,2566944.4244214445,E0039832,28.9,28.31,R00595,beyond the 45 m tertiary run
1143494,450467.39947916416,2566952.3490182064,E0039553,17.95,17.94,R00591,beyond the 45 m tertiary run
1143914,451378.9276243943,2565566.3632414686,E0015683,21.31,17.65,R00134,beyond the 45 m tertiary run
1144074,447919.76077191706,2566134.6823113207,E0012883,12.49,11.29,R00092,beyond the 45 m tertiary run
1144291,445294.8097150523,2565947.6130534476,E0011554,30.58,27.75,R00082,beyond the 45 m tertiary run
1144421,444614.2970360141,2565792.1927206144,E0014499,24.3,22.53,R00109,beyond the 45 m tertiary run
1144898,445482.91301046376,2559458.0919967415,E0001583,22.51,18.29,R00007,beyond the 45 m tertiary run
1144928,448731.4935635587,2566024.1958724246,E0015991,38.5,0.29,R00141,beyond the 45 m tertiary run
1144929,448731.5493860787,2566024.4199421233,E0015991,38.73,25.52,R00141,beyond the 45 m tertiary run
1145211,444955.0496168682,2566741.0861974047,E0009548,38.19,27.99,R00063,beyond the 45 m tertiary run
1145240,446730.69758849195,2566345.4001468658,E0012896,17.16,2.95,R00093,beyond the 45 m tertiary run
1145248,446730.7380747368,2566345.3329371135,E0012896,17.24,13.03,R00093,beyond the 45 m tertiary run
1145265,447060.01986551745,2566435.5005701724,E0013740,42.19,16.07,R00105,beyond the 45 m tertiary run
1145774,448166.5587453978,2565463.1753951553,E0014732,33.96,24.82,R00111,beyond the 45 m tertiary run
1145866,447561.6817504768,2564457.7807001635,E0012911,31.78,25.3,R00095,beyond the 45 m tertiary run
1145879,447648.0074142027,2565839.19254336,E0013330,5.4,0.73,R00098,beyond the 45 m tertiary run
1145880,447670.9214734732,2565832.055493528,E0013330,29.4,24.6,R00099,beyond the 45 m tertiary run
1145984,446141.57212776225,2562298.681905944,E0008921,14.03,13.41,R00057,beyond the 45 m tertiary run
1146024,446254.62822426675,2562581.1743317395,E0007223,42.58,15.93,R00047,beyond the 45 m tertiary run
1146143,442830.57223730435,2568025.497321684,E0006861,54.61,22.45,R00041,beyond the 45 m tertiary run
1146150,442788.7611268428,2567959.6494592405,E0006860,56.61,20.47,R00040,beyond the 45 m tertiary run
1146173,443172.3138428493,2568021.1657917877,E0006332,15.06,13.03,R00033,beyond the 45 m tertiary run
1146229,448930.39639074146,2566209.0190187027,E0015335,24.5,23.96,R00128,beyond the 45 m tertiary run
1146237,449000.5851736747,2566209.610966792,E0015334,14.3,12.67,R00127,beyond the 45 m tertiary run
1146354,448702.705122272,2567525.495616515,E0016286,12.98,9.78,R00144,beyond the 45 m tertiary run
1146478,449036.5634903034,2565972.6312191403,E0015542,23.28,21.32,R00132,beyond the 45 m tertiary run
1146906,447189.85780743114,2563797.51304319,E0010522,27.64,11.09,R00073,beyond the 45 m tertiary run
1147077,443757.89815743867,2567890.215737269,E0003998,48.91,40.88,R00017,beyond the 45 m tertiary run
1147407,444941.95992169564,2566763.198545266,E0009548,12.49,11.31,R00062,beyond the 45 m tertiary run
1147616,444447.69569489826,2566471.6969712037,E0006866,4.44,2.16,R00042,beyond the 45 m tertiary run
1147631,444637.3026094248,2565159.404696516,E0013436,42.26,1.71,R00103,beyond the 45 m tertiary run
1147649,444393.8766257877,2565017.5554622086,E0013880,16.83,10.74,R00106,beyond the 45 m tertiary run
1147708,443541.39530000003,2565520.725946247,E0008575,40.41,37.32,R00055,beyond the 45 m tertiary run
1147709,443541.34750000003,2565520.725946247,E0008575,40.36,11.27,R00055,beyond the 45 m tertiary run
1147759,444370.7523407198,2565665.663564128,E0014803,42.5,3.04,R00113,beyond the 45 m tertiary run
1147845,443413.6915492992,2565562.1085001333,E0008557,41.38,4.43,R00053,beyond the 45 m tertiary run
1147869,443885.3858419678,2565385.629687331,E0015119,15.57,7.37,R00121,beyond the 45 m tertiary run
1148031,443885.06393431925,2565466.2322685746,E0008564,15.53,7.5,R00054,beyond the 45 m tertiary run
1148086,444224.60869999905,2565886.406798743,E0014830,38.72,36.1,R00115,beyond the 45 m tertiary run
1148087,444224.58100000006,2565886.406798743,E0014830,38.69,10.07,R00115,beyond the 45 m tertiary run
1148491,441250.559168478,2568460.023271998,E0006837,39.68,37.96,R00039,beyond the 45 m tertiary run
1148503,444332.5663792019,2566403.622536685,E0006867,58.18,19.51,R00045,beyond the 45 m tertiary run
1148598,446557.00916452165,2566988.3289675666,E0008444,43.72,38.74,R00051,beyond the 45 m tertiary run
1148745,442057.6884992114,2568704.519656747,E0004566,57.81,19.71,R00021,beyond the 45 m tertiary run
1148825,441937.91640852304,2568468.995850486,E0005066,12.92,8.16,R00027,beyond the 45 m tertiary run
1148959,447985.3549957291,2565769.359901469,E0013342,24.37,22.76,R00100,beyond the 45 m tertiary run
1148997,448084.1578214175,2565600.876892435,E0015340,37.64,23.01,R00129,beyond the 45 m tertiary run
1149198,446889.17434859165,2564404.3533655074,E0010511,23.93,20.97,R00070,beyond the 45 m tertiary run
1149201,446887.3991555908,2564429.2833790896,E0010511,48.92,17.49,R00071,beyond the 45 m tertiary run
1149337,446162.59405716177,2566071.433361961,E0013348,46.99,20.78,R00102,beyond the 45 m tertiary run
1149338,446150.255028932,2566093.1725373683,E0013348,21.99,20.21,R00101,beyond the 45 m tertiary run
1149673,444100.8889141794,2564494.2441001344,E0013473,22.95,19.7,R00104,beyond the 45 m tertiary run
1150029,444016.90444309445,2564271.6350410683,E0013111,19.14,16.87,R00096,beyond the 45 m tertiary run
1150043,443976.6711059045,2564652.9303566865,E0015085,38.26,3.43,R00120,beyond the 45 m tertiary run
1150180,447033.3282753807,2566643.925597148,E0014393,49.2,19.53,R00108,beyond the 45 m tertiary run
1150181,447022.2935418642,2566622.0713149747,E0014393,24.71,21.78,R00107,beyond the 45 m tertiary run
1150301,443986.06558407843,2565650.2528362945,E0008554,40.2,30.45,R00052,beyond the 45 m tertiary run
1150326,443541.8313046237,2565250.3624059316,E0015578,40.04,19.41,R00133,beyond the 45 m tertiary run
1150537,445995.6350014358,2566160.3199949977,E0011494,13.5,9.19,R00080,beyond the 45 m tertiary run
1150600,448144.3658479091,2565469.7859113608,E0014732,10.8,5.9,R00110,beyond the 45 m tertiary run
1150705,444441.2534424831,2566467.8877529562,E0006866,11.92,3.53,R00042,beyond the 45 m tertiary run
1150708,444403.3655784997,2566445.4851624416,E0006866,55.94,21.78,R00044,beyond the 45 m tertiary run
1150728,443882.6057306668,2566142.308565948,E0006407,54.84,17.9,R00034,beyond the 45 m tertiary run
1150936,444851.5008227154,2566293.4028912256,E0010632,9.32,6.09,R00074,beyond the 45 m tertiary run
1150937,444703.30629502144,2566237.4064144497,E0012132,15.08,1.38,R00088,beyond the 45 m tertiary run
1151213,447443.0749305057,2566693.856592785,E0012841,21.65,2.41,R00091,beyond the 45 m tertiary run
1151370,448048.7976536137,2567182.730980712,E0015016,38.65,0.11,R00118,beyond the 45 m tertiary run
1151465,445280.4349503173,2566738.2069415133,E0009012,9.78,6.51,R00058,beyond the 45 m tertiary run
1151496,445330.5164504593,2565248.467579634,E0014778,27.71,22.41,R00112,beyond the 45 m tertiary run
1151515,448585.4206332483,2566041.422482175,E0015880,17.89,13.95,R00137,beyond the 45 m tertiary run
1151985,446754.8847748051,2564144.6102587017,E0008391,22.64,20.56,R00050,beyond the 45 m tertiary run
1152040,443674.5019998082,2565394.4721001345,E0015120,33.56,24.9,R00123,beyond the 45 m tertiary run
1152499,446901.74000715965,2565696.1773049664,E0011378,33.81,16.55,R00079,beyond the 45 m tertiary run
1152562,448367.16688105336,2567397.02831529,E0015473,50.61,27.56,R00131,beyond the 45 m tertiary run
1152678,447325.36251389916,2563941.792431173,E0010515,7.67,3.28,R00072,beyond the 45 m tertiary run
1152760,446032.42181673466,2562441.5402571685,E0008918,39.28,32.1,R00056,beyond the 45 m tertiary run
1152959,446774.85084251175,2564568.688550363,E0009946,27.88,24.96,R00066,beyond the 45 m tertiary run
1153052,443761.4572352332,2567912.9224709915,E0003998,71.89,17.02,R00018,beyond the 45 m tertiary run
1153114,447585.6571505211,2564464.863651605,E0012911,6.78,0.24,R00094,beyond the 45 m tertiary run
1153139,448203.57565229794,2565875.2497413144,E0015894,25.43,23.55,R00138,beyond the 45 m tertiary run
1153140,448227.4187021647,2565867.7316134693,E0015894,50.43,30.26,R00139,beyond the 45 m tertiary run
1153173,445253.5066922636,2566236.3768208614,E0011093,31.72,2.98,R00076,beyond the 45 m tertiary run
1153215,446896.8194422446,2565687.471975103,E0011378,23.81,6.47,R00079,beyond the 45 m tertiary run
1153271,443674.5019998082,2565426.4731001332,E0015120,1.56,0.07,R00122,beyond the 45 m tertiary run
1153336,444425.5306366997,2566458.591066823,E0006866,30.19,27.91,R00043,beyond the 45 m tertiary run
1153481,445223.22056325444,2565468.145067477,E0015068,9.07,3.89,R00119,beyond the 45 m tertiary run
1153559,446073.5051704466,2566536.1030160803,E0009505,40.73,8.62,R00061,beyond the 45 m tertiary run
1153678,448701.104042291,2566500.0529965814,E0015984,38.1,14.38,R00140,beyond the 45 m tertiary run
1153754,445985.2347156664,2566178.5615279092,E0011494,34.5,29.85,R00081,beyond the 45 m tertiary run
1153767,444017.0340310973,2564246.6349247103,E0013111,44.14,41.26,R00097,beyond the 45 m tertiary run
1153949,443768.89580000006,2566074.55054547,E0006879,13.64,12.26,R00046,beyond the 45 m tertiary run
1153953,444223.84772891505,2564867.569625824,E0014813,12.08,12.02,R00114,beyond the 45 m tertiary run
