PLOT_ID,X,Y,REACH,STATION_M,SHORT_BY_M,CH_REQ,ISSUE
1154063,439721.53126105596,2571425.8386275843,E0005898,38.51,29.07,R00031,beyond the 45 m tertiary run
1154064,439727.36300599074,2571417.7169886706,E0005898,48.5,21.86,R00031,beyond the 45 m tertiary run
1163827,462609.86170911056,2568535.6290514516,E0037449,10.25,8.48,R00549,beyond the 45 m tertiary run
1163996,462493.78245750157,2568329.656141071,E0037693,32.68,29.68,R00557,beyond the 45 m tertiary run
1164034,462029.7800597604,2568404.8505033846,E0037440,76.5,10.6,R00548,beyond the 45 m tertiary run
1164050,462440.3065984665,2568366.6085605165,E0037694,17.68,14.88,R00558,beyond the 45 m tertiary run
1164207,462573.05990357883,2568482.0499522216,E0037450,15.25,13.5,R00550,beyond the 45 m tertiary run
1164306,462192.39727424906,2568427.691283402,E0036766,23.03,20.68,R00528,beyond the 45 m tertiary run
1164362,468440.348446254,2564676.767918976,E0001544,43.44,19.46,R00006,beyond the 45 m tertiary run
1164417,465742.3877327296,2567203.902714981,E0010441,18.77,15.33,R00069,beyond the 45 m tertiary run
1164420,465788.80985821394,2567237.0166200493,E0010440,31.74,28.15,R00068,beyond the 45 m tertiary run
1164943,470634.52684446715,2564768.1894525876,E0004932,41.43,36.65,R00026,beyond the 45 m tertiary run
1165673,462164.30999857833,2568556.9126044195,E0036418,18.29,16.18,R00520,beyond the 45 m tertiary run
1165734,461996.77816493344,2568427.454540937,E0037440,36.5,35.16,R00546,beyond the 45 m tertiary run
1165896,462013.2791123482,2568416.15252216,E0037440,56.5,30.62,R00547,beyond the 45 m tertiary run
1166321,463017.79167426773,2567179.571630382,E0030890,20.53,19.24,R00408,beyond the 45 m tertiary run
1167540,454990.93463467085,2574918.564580508,E0002209,18.29,15.29,R00011,beyond the 45 m tertiary run
1167572,455167.32146818755,2574746.852180352,E0003468,54.0,20.84,R00016,beyond the 45 m tertiary run
1168083,445995.24548952415,2561811.53905809,E0011995,18.71,18.18,R00085,beyond the 45 m tertiary run
1168130,445636.07595948543,2561363.4699484203,E0012021,33.62,5.04,R00086,beyond the 45 m tertiary run
1201698,458524.2693571275,2578303.622867712,E0006532,53.61,26.35,R00037,beyond the 45 m tertiary run
1201753,459959.36953743367,2579393.0338160694,E0009802,64.38,23.38,R00064,beyond the 45 m tertiary run
1201771,460303.07633444504,2579620.8624014463,E0010885,14.74,9.26,R00075,beyond the 45 m tertiary run
1202288,458247.8202522724,2578307.666371796,E0006049,69.3,13.63,R00032,beyond the 45 m tertiary run
1202321,458784.84868277516,2577932.365965815,E0037800,5.73,5.04,R00559,beyond the 45 m tertiary run
1202334,457700.9321999338,2577903.688323017,E0004718,61.29,26.05,R00024,beyond the 45 m tertiary run
1202348,457770.65043546975,2577959.0594053622,E0004719,60.32,26.8,R00025,beyond the 45 m tertiary run
1202377,457696.5221969984,2577900.1823933125,E0004718,55.66,27.53,R00024,beyond the 45 m tertiary run
1202459,461460.16461484827,2581062.3008070053,E0016358,13.1,12.43,R00146,beyond the 45 m tertiary run
1202508,461931.08895583724,2581061.824951743,E0016820,18.75,17.49,R00148,beyond the 45 m tertiary run
1202510,461917.9902647205,2581046.711077377,E0016820,38.75,37.51,R00149,beyond the 45 m tertiary run
1202576,461270.9953972976,2580996.364920957,E0015838,22.69,21.03,R00136,beyond the 45 m tertiary run
1202790,462436.8165883925,2578738.537301562,E0043009,13.49,10.72,R00601,beyond the 45 m tertiary run
1202823,461345.5143667972,2579298.4075738257,E0042621,31.34,10.92,R00599,beyond the 45 m tertiary run
1202908,457120.84724085283,2576547.0666413377,E0037589,28.88,19.76,R00553,beyond the 45 m tertiary run
1202910,457086.13844574353,2576527.184888764,E0037589,68.88,0.68,R00554,beyond the 45 m tertiary run
1202959,456908.6949114656,2576296.1807043264,E0036993,67.36,21.6,R00531,beyond the 45 m tertiary run
1203116,456501.83318928315,2576816.635329262,E0036202,28.03,26.32,R00507,beyond the 45 m tertiary run
1203166,457072.2012006034,2576423.8628205615,E0037299,17.27,17.27,R00538,beyond the 45 m tertiary run
1203167,457056.7636324419,2576411.528314974,E0037299,37.03,27.25,R00539,beyond the 45 m tertiary run
1203365,455796.48203035066,2576114.980914917,E0037601,34.97,22.57,R00555,beyond the 45 m tertiary run
1203370,456018.1089215006,2576128.086371948,E0037310,52.89,23.33,R00541,beyond the 45 m tertiary run
1203419,456067.9363056419,2575996.456297441,E0038064,32.39,1.79,R00564,beyond the 45 m tertiary run
1203602,458572.60627453815,2578234.2727814717,E0006531,49.08,29.37,R00036,beyond the 45 m tertiary run
1203699,465840.0068570511,2576362.513062927,E0043764,40.74,13.91,R00602,beyond the 45 m tertiary run
1203702,465671.2008608673,2578486.383989697,E0045924,61.97,20.85,R00605,beyond the 45 m tertiary run
1204333,455945.62503918173,2576255.9784539165,E0037312,52.07,15.84,R00542,beyond the 45 m tertiary run
1204340,456146.13620156137,2576244.6345223044,E0037584,26.32,22.6,R00552,beyond the 45 m tertiary run
1204430,458142.8419187506,2578434.0988969305,E0006525,22.03,19.82,R00035,beyond the 45 m tertiary run
1204449,458198.03175145073,2578272.272247738,E0005610,46.94,29.91,R00030,beyond the 45 m tertiary run
1204610,461847.6106249897,2576536.4419862865,E0044978,14.72,2.2,R00604,beyond the 45 m tertiary run
1204763,464212.33626783366,2577349.086117982,E0042971,24.73,20.52,R00600,beyond the 45 m tertiary run
1205911,460382.76771129237,2577140.4451894686,E0040384,26.84,18.22,R00596,beyond the 45 m tertiary run
1206075,459016.24501359166,2578863.212700265,E0006543,48.24,17.74,R00038,beyond the 45 m tertiary run
1207015,458653.25784883864,2578414.2417961345,E0009274,51.87,32.02,R00060,beyond the 45 m tertiary run
1207120,458886.0711199394,2578509.3064488815,E0007852,47.84,44.06,R00048,beyond the 45 m tertiary run
1208020,461057.4901574105,2580577.219018392,E0016276,17.63,15.41,R00143,beyond the 45 m tertiary run
1208098,461554.7159787506,2580609.622982323,E0016406,16.33,15.9,R00147,beyond the 45 m tertiary run
1208302,459273.8954110529,2577869.268348442,E0039459,13.23,12.74,R00590,beyond the 45 m tertiary run
1208502,461568.4357042515,2580821.5610478506,E0016250,3.9,3.79,R00142,beyond the 45 m tertiary run
1208991,456027.97071802476,2576110.6860113563,E0037310,32.89,31.36,R00540,beyond the 45 m tertiary run
1209050,460022.19016952906,2579434.003793523,E0009803,49.38,38.36,R00065,beyond the 45 m tertiary run
1209479,459215.3753637514,2578065.9392431737,E0038042,6.44,1.94,R00563,beyond the 45 m tertiary run
1211752,473795.9085954258,2574243.4675568454,E0047902,17.82,13.16,R00616,beyond the 45 m tertiary run
1211772,473991.45351179363,2574402.080325928,E0047895,53.25,30.76,R00613,beyond the 45 m tertiary run
1211774,473851.7270620665,2574279.4848560165,E0047900,20.35,19.83,R00614,beyond the 45 m tertiary run
1211775,473843.72885027854,2574273.8659109934,E0047900,30.12,11.21,R00615,beyond the 45 m tertiary run
1211776,473795.9085954258,2574243.4675568454,E0047902,17.82,13.16,R00616,beyond the 45 m tertiary run
1212479,472528.21258001577,2573676.9876601296,E0047516,13.27,11.53,R00612,beyond the 45 m tertiary run
1212588,471958.6175918937,2573707.662255422,E0047406,46.83,29.93,R00607,beyond the 45 m tertiary run
1213078,469681.84350402385,2574974.970000295,E0046968,20.48,18.08,R00606,beyond the 45 m tertiary run
1213440,465781.2427006293,2576699.1827900717,E0043776,34.79,30.22,R00603,beyond the 45 m tertiary run
1214671,472919.25312622695,2573050.751955257,E0048173,24.31,18.47,R00617,beyond the 45 m tertiary run
1214959,472263.6474535714,2573570.239932437,E0047454,69.09,16.19,R00610,beyond the 45 m tertiary run
1214960,472277.2055617371,2573555.572552124,E0047454,49.12,35.14,R00609,beyond the 45 m tertiary run
1214961,472290.76367367344,2573540.905167732,E0047454,29.14,26.62,R00608,beyond the 45 m tertiary run
1215047,471980.67749665224,2573538.017416997,E0047467,59.02,17.2,R00611,beyond the 45 m tertiary run
-43,446308.3518945456,2568033.3338222927,E0027390,54.21,19.14,R00334,beyond the 45 m tertiary run
-234,445797.44083966885,2559843.1920407694,E0005242,35.4,34.5,R00028,beyond the 45 m tertiary run
-316,447148.52372601046,2558282.503254458,E0004700,28.83,21.52,R00023,beyond the 45 m tertiary run
-370,451219.78364971397,2566898.8737743665,E0039081,28.91,23.17,R00589,beyond the 45 m tertiary run
-424,447424.93180395244,2567027.51707914,E0008377,20.41,8.08,R00049,beyond the 45 m tertiary run
-427,448856.0428865703,2568520.437062206,E0019129,37.04,27.44,R00171,beyond the 45 m tertiary run
-511,443567.72151418176,2559840.129165675,E0015217,25.24,14.09,R00126,beyond the 45 m tertiary run
-632,446450.367921061,2559805.2999298014,E0011167,23.17,21.55,R00077,beyond the 45 m tertiary run
-701,449710.1670315767,2565853.492784305,E0040493,40.05,34.34,R00597,beyond the 45 m tertiary run
-721,445321.7451703433,2560664.300746332,E0012114,19.71,5.11,R00087,beyond the 45 m tertiary run
-834,451254.8055381293,2568482.2657534243,E0019612,6.56,2.61,R00180,beyond the 45 m tertiary run
-850,441856.1527788496,2565266.0753457434,E0014869,28.52,22.74,R00117,beyond the 45 m tertiary run
-854,445898.2941406504,2567608.3221352217,E0002138,55.21,15.28,R00010,beyond the 45 m tertiary run
-966,443313.4520987408,2559570.048368338,E0015209,47.63,44.66,R00125,beyond the 45 m tertiary run
-1153,445836.08786014654,2559773.817399524,E0005243,39.81,37.92,R00029,beyond the 45 m tertiary run
-1442,443232.76476821344,2559503.437098773,E0015207,37.06,29.54,R00124,beyond the 45 m tertiary run
-1638,451814.1056474573,2565254.5487516774,E0015430,33.32,26.66,R00130,beyond the 45 m tertiary run
-1646,448568.66919769556,2567864.727005778,E0020834,15.43,13.62,R00204,beyond the 45 m tertiary run
-1649,451043.45472448604,2569244.510741686,E0018888,19.66,11.01,R00166,beyond the 45 m tertiary run
-1802,443583.46325160505,2559830.065900422,E0015217,43.92,23.79,R00126,beyond the 45 m tertiary run
-1962,450068.5642651167,2566927.301267987,E0041585,26.24,13.08,R00598,beyond the 45 m tertiary run
-2054,448881.20630554185,2568513.418045196,E0019129,10.92,5.06,R00170,beyond the 45 m tertiary run
-2124,447043.7925525106,2558484.130888654,E0001937,23.13,17.89,R00008,beyond the 45 m tertiary run
-2152,447424.92375494575,2567026.8920651246,E0008377,19.78,19.21,R00049,beyond the 45 m tertiary run
-2200,444065.1570062614,2560109.1316586705,E0009057,23.9,14.69,R00059,beyond the 45 m tertiary run
-2339,445897.75743989146,2567601.6937738657,E0002138,48.56,21.88,R00010,beyond the 45 m tertiary run
-2378,450716.9030674317,2570063.2373909447,E0018334,6.51,2.34,R00160,beyond the 45 m tertiary run
-2426,449134.8383165027,2569062.7115628766,E0018209,33.77,15.41,R00159,beyond the 45 m tertiary run
-2487,444441.6904793468,2559579.4031743756,E0014848,7.74,7.6,R00116,beyond the 45 m tertiary run
-2540,447204.0631121808,2558284.96786702,E0004698,5.08,5.06,R00022,beyond the 45 m tertiary run
-2700,441720.1249295943,2565040.7056917013,E0016313,2.62,1.98,R00145,beyond the 45 m tertiary run
-2707,446538.22379331576,2568506.807992363,E0028547,37.36,29.54,R00358,beyond the 45 m tertiary run
-2761,442440.22499459743,2565286.1854566773,E0010175,36.19,28.45,R00067,beyond the 45 m tertiary run
1107728,457216.2260890723,2568369.5573017867,E0031706,0.0,0.0,,corridor through plot
1119369,460781.2075236697,2569669.3607944744,E0033168,0.0,0.0,,corridor through plot
1132900,449860.582617614,2570159.0880079656,E0017783,0.0,0.0,,corridor through plot
-2260,450967.44593666855,2570002.4530286137,E0018651,0.0,0.0,,corridor through plot
1136625,441706.4540915827,2570264.582056915,E0036868,0.0,0.0,,corridor through plot
1138307,447591.4783155029,2567865.6967860917,E0024113,32.52,1.0,,no right-of-way beside the carrier
-2452,444771.27562147594,2568055.074059152,E0027413,13.48,0.48,,no right-of-way beside the carrier
1140270,451350.5115513383,2568875.760725467,E0018580,27.12,0.0,,corridor through plot
1143223,451047.9187563772,2566385.313651078,E0039681,68.37,0.11,,no right-of-way beside the carrier
1148461,445437.1800260544,2563136.8142520394,E0004514,0.0,0.0,,corridor through plot
1153543,445329.08132112277,2563170.7179047693,E0004485,37.95,1.0,,no right-of-way beside the carrier
1148467,445219.0027887339,2562787.319743185,E0008008,0.0,0.0,,corridor through plot
1148469,445282.4540070064,2562777.279728286,E0008009,0.0,0.0,,corridor through plot
1149129,447323.0154959978,2564841.814733797,E0012895,38.19,1.0,,no right-of-way beside the carrier
1153346,444482.973388178,2565447.623382472,E0014475,0.0,0.0,,corridor through plot
1151524,445832.19619931286,2559523.14235366,E0005240,0.67,1.0,,no right-of-way beside the carrier
1152204,445383.34581490845,2563069.5186014394,E0004512,0.0,0.0,,corridor through plot
-970,446305.8710564402,2567556.3738379595,E0004476,23.73,0.44,,no right-of-way beside the carrier
1202310,458667.54835361947,2578059.2003433113,E0037279,0.0,0.0,,corridor through plot
1202958,456890.76970869687,2576282.35201252,E0036994,0.0,0.0,,corridor through plot
1203141,457085.69112788886,2576434.6411751397,E0037299,0.0,0.0,,corridor through plot
1208693,456962.0288077062,2576337.3260137243,E0036993,0.0,0.0,,corridor through plot
1208173,464689.9771317438,2577669.2654499174,E0042968,0.0,0.0,,corridor through plot
1212490,469974.0242028713,2574781.867630578,E0046963,0.0,0.0,,corridor through plot
-201,466609.9770139251,2565774.7622909863,E0008878,0.0,0.05,,no right-of-way beside the carrier
-480,447019.77983303886,2557853.9818115635,E0005196,11.98,0.31,,no right-of-way beside the carrier
-1283,460060.1313615628,2567665.463464958,E0023127,0.0,0.22,,no right-of-way beside the carrier
-1421,447452.41955874045,2558344.571503097,E0005223,0.0,0.0,,corridor through plot
-2035,448326.9391320034,2566767.905525454,E0015504,0.0,0.0,,corridor through plot
