LABEL,DIA_MM,SLOPE_PMIL,OUR_Q_LS,OUR_V_MS,OUR_DOD,SG_Q_LS,SG_V_MS,SG_DOD,DQ_PCT,DV_PCT
P-0990,200,5.0,2.16,0.468,0.223,,,,,
P-0991,200,5.0,2.2,0.47,0.225,,,,,
P-0992,200,5.0,2.37,0.481,0.233,,,,,
P-0993,200,5.0,2.62,0.495,0.245,,,,,
P-0994,200,75.579,0.0,0.062,0.004,,,,,
P-0995,200,86.339,0.0,0.088,0.005,,,,,
P-0996,200,126.355,0.0,0.118,0.005,,,,,
P-0997,200,152.854,0.04,0.394,0.016,,,,,
P-0998,200,77.637,0.04,0.317,0.019,,,,,
P-0999,200,16.343,0.04,0.19,0.027,,,,,
P-1000,200,15.0,0.18,0.313,0.054,,,,,
P-1001,200,11.19,0.25,0.315,0.067,,,,,
P-1002,200,5.0,0.0,0.018,0.005,,,,,
P-1003,200,5.0,0.04,0.125,0.034,,,,,
P-1004,200,5.0,0.46,0.291,0.107,,,,,
P-1005,200,5.0,0.0,0.019,0.005,,,,,
P-1006,200,5.0,3.98,0.559,0.303,,,,,
P-1007,200,5.0,0.0,0.013,0.004,,,,,
P-1008,200,5.0,0.53,0.304,0.114,,,,,
P-1009,200,11.406,0.21,0.301,0.062,,,,,
P-1010,200,5.0,0.11,0.181,0.055,,,,,
P-1011,200,5.546,0.14,0.205,0.061,,,,,
P-1012,200,5.0,4.11,0.564,0.308,,,,,
P-1013,200,5.0,0.25,0.238,0.08,,,,,
P-1014,200,5.0,0.14,0.199,0.062,,,,,
P-1015,200,5.0,0.39,0.275,0.099,,,,,
P-1016,200,5.462,0.75,0.349,0.131,,,,,
P-1017,200,17.629,0.04,0.19,0.025,,,,,
P-1018,200,5.0,0.61,0.317,0.121,,,,,
P-1019,200,10.56,0.71,0.432,0.109,,,,,
P-1020,200,5.0,0.71,0.333,0.131,,,,,
P-1021,200,9.01,0.29,0.305,0.074,,,,,
P-1022,200,5.0,9.36,0.707,0.481,,,,,
P-1023,200,5.0,8.25,0.684,0.448,,,,,
P-1024,200,5.0,9.74,0.714,0.492,,,,,
P-1025,200,5.0,11.25,0.74,0.537,,,,,
P-1026,200,5.0,11.25,0.74,0.537,,,,,
P-1027,200,5.0,11.25,0.74,0.537,,,,,
P-1028,200,5.0,11.25,0.74,0.537,,,,,
P-1029,200,5.0,11.6,0.745,0.547,,,,,
P-1030,200,5.0,0.29,0.249,0.085,,,,,
P-1031,200,13.852,0.07,0.224,0.036,,,,,
P-1032,200,5.0,0.57,0.311,0.118,,,,,
P-1033,200,9.685,0.04,0.157,0.029,,,,,
P-1034,200,22.451,0.25,0.4,0.057,,,,,
P-1035,200,5.0,0.07,0.158,0.046,,,,,
P-1036,200,10.303,1.42,0.531,0.152,,,,,
P-1037,200,5.0,0.29,0.249,0.085,,,,,
P-1038,200,5.0,0.29,0.249,0.085,,,,,
P-1039,200,5.0,0.0,0.032,0.008,,,,,
P-1040,200,9.029,0.53,0.373,0.099,,,,,
P-1041,200,9.127,0.28,0.306,0.074,,,,,
P-1042,200,6.673,0.29,0.275,0.08,,,,,
P-1043,600,1.669,95.67,0.826,0.429,,,,,
P-1044,200,10.532,0.36,0.346,0.079,,,,,
P-1045,200,17.388,0.21,0.348,0.056,,,,,
P-1046,200,5.105,0.43,0.285,0.102,,,,,
P-1047,200,6.468,0.21,0.248,0.07,,,,,
P-1048,200,16.189,0.39,0.413,0.075,,,,,
P-1049,200,11.773,0.0,0.053,0.008,,,,,
P-1050,200,13.745,0.0,0.064,0.009,,,,,
P-1051,200,20.442,0.0,0.079,0.009,,,,,
P-1052,200,16.556,0.0,0.037,0.005,,,,,
P-1053,200,5.0,0.07,0.158,0.046,,,,,
P-1054,200,5.0,1.1,0.381,0.16,,,,,
P-1055,200,12.826,1.1,0.529,0.128,,,,,
P-1056,200,54.235,0.0,0.05,0.004,,,,,
P-1057,200,5.0,0.85,0.352,0.142,,,,,
P-1058,200,5.0,1.28,0.399,0.172,,,,,
P-1059,200,5.0,1.42,0.412,0.181,,,,,
P-1060,200,5.0,0.0,0.023,0.006,,,,,
P-1061,200,5.0,0.0,0.03,0.007,,,,,
P-1062,500,1.55,59.06,0.714,0.438,,,,,
P-1063,500,1.55,59.06,0.714,0.438,,,,,
P-1064,500,1.55,59.06,0.714,0.438,,,,,
P-1065,200,5.0,0.25,0.239,0.08,,,,,
P-1066,200,5.0,2.71,0.5,0.249,,,,,
P-1067,200,5.0,0.0,0.024,0.006,,,,,
P-1068,200,5.0,0.18,0.214,0.069,,,,,
P-1069,200,17.951,0.32,0.401,0.067,,,,,
P-1070,200,5.0,1.96,0.454,0.212,,,,,
P-1071,200,18.468,0.04,0.193,0.025,,,,,
P-1072,200,5.0,1.57,0.425,0.19,,,,,
P-1073,200,5.0,10.05,0.72,0.501,,,,,
P-1074,200,7.34,0.04,0.143,0.031,,,,,
P-1075,200,5.0,0.14,0.199,0.062,,,,,
P-1076,200,5.0,0.14,0.199,0.062,,,,,
P-1077,200,5.0,9.77,0.715,0.493,,,,,
P-1078,200,5.0,0.0,0.022,0.006,,,,,
P-1079,200,5.0,9.74,0.714,0.492,,,,,
P-1080,200,5.0,1.57,0.425,0.19,,,,,
P-1081,200,5.0,0.0,0.016,0.004,,,,,
P-1082,200,5.0,1.21,0.392,0.168,,,,,
P-1083,200,5.0,1.53,0.422,0.188,,,,,
P-1084,200,5.0,0.86,0.352,0.142,,,,,
P-1085,200,6.505,4.32,0.63,0.295,,,,,
P-1086,200,21.7,0.04,0.204,0.024,,,,,
P-1087,200,13.582,0.14,0.279,0.049,,,,,
P-1088,200,5.668,0.39,0.288,0.096,,,,,
P-1089,200,5.0,0.18,0.213,0.069,,,,,
P-1090,400,2.05,47.09,0.753,0.498,,,,,
P-1091,400,2.05,47.09,0.753,0.498,,,,,
P-1092,200,5.0,0.28,0.249,0.085,,,,,
P-1093,200,6.096,0.14,0.212,0.059,,,,,
P-1094,200,6.617,0.25,0.262,0.075,,,,,
P-1095,200,5.0,0.14,0.198,0.062,,,,,
P-1096,200,16.757,0.28,0.377,0.064,,,,,
P-1097,200,6.614,0.85,0.388,0.133,,,,,
P-1098,200,12.925,0.0,0.04,0.006,,,,,
P-1099,200,5.0,2.53,0.49,0.241,,,,,
P-1100,200,5.0,2.56,0.492,0.242,,,,,
P-1101,200,5.0,2.42,0.484,0.236,,,,,
P-1102,200,13.189,0.46,0.406,0.085,,,,,
P-1103,200,22.953,0.67,0.555,0.089,,,,,
P-1104,200,16.86,0.14,0.301,0.047,,,,,
P-1105,200,17.781,0.14,0.306,0.046,,,,,
P-1106,200,6.877,0.04,0.139,0.031,,,,,
P-1107,200,16.606,0.21,0.342,0.057,,,,,
P-1108,200,5.0,1.46,0.415,0.184,,,,,
P-1109,200,5.0,1.46,0.415,0.184,,,,,
P-1110,200,5.0,1.78,0.441,0.202,,,,,
P-1111,200,20.096,2.06,0.752,0.155,,,,,
P-1112,200,5.0,0.32,0.258,0.09,,,,,
P-1113,200,5.0,0.0,0.019,0.005,,,,,
P-1114,200,5.0,0.0,0.025,0.006,,,,,
P-1115,200,5.0,0.0,0.015,0.004,,,,,
P-1116,200,5.0,5.81,0.622,0.369,,,,,
P-1117,200,5.0,1.24,0.395,0.17,,,,,
P-1118,200,11.549,0.0,0.044,0.007,,,,,
P-1119,200,19.725,0.0,0.023,0.003,,,,,
P-1120,200,5.0,1.24,0.395,0.17,,,,,
P-1121,200,5.0,0.15,0.2,0.063,,,,,
P-1122,200,5.0,0.15,0.2,0.063,,,,,
P-1123,200,12.376,0.0,0.037,0.005,,,,,
P-1124,200,5.0,1.06,0.377,0.158,,,,,
P-1125,200,5.0,0.5,0.297,0.11,,,,,
P-1126,200,16.391,1.07,0.571,0.119,,,,,
P-1127,200,13.502,0.75,0.477,0.105,,,,,
P-1128,400,2.05,45.45,0.746,0.488,,,,,
P-1129,400,2.05,45.47,0.746,0.488,,,,,
P-1130,315,2.7,36.96,0.781,0.648,,,,,
P-1131,315,2.7,37.05,0.781,0.649,,,,,
P-1132,200,5.0,10.2,0.722,0.506,,,,,
P-1133,200,5.0,10.29,0.724,0.508,,,,,
P-1134,200,5.0,10.39,0.726,0.511,,,,,
P-1135,200,5.0,0.0,0.023,0.006,,,,,
P-1136,200,8.016,0.0,0.033,0.006,,,,,
P-1137,200,5.0,0.6,0.316,0.121,,,,,
P-1138,200,36.041,0.07,0.307,0.029,,,,,
P-1139,200,5.0,0.07,0.158,0.046,,,,,
P-1140,200,25.21,0.0,0.04,0.004,,,,,
P-1141,200,7.038,0.39,0.31,0.091,,,,,
P-1142,200,6.074,0.57,0.332,0.112,,,,,
P-1143,200,5.0,3.27,0.528,0.274,,,,,
P-1144,200,5.0,2.17,0.468,0.223,,,,,
P-1145,200,5.571,0.04,0.13,0.033,,,,,
P-1146,200,5.0,6.93,0.653,0.406,,,,,
P-1147,200,5.0,0.67,0.327,0.127,,,,,
P-1148,200,5.0,0.0,0.013,0.004,,,,,
P-1149,200,5.0,0.96,0.365,0.15,,,,,
P-1150,200,5.0,6.87,0.652,0.404,,,,,
P-1151,200,13.305,0.54,0.427,0.091,,,,,
P-1152,200,20.466,0.57,0.506,0.084,,,,,
P-1153,250,3.75,22.96,0.787,0.636,,,,,
P-1154,250,3.75,23.03,0.788,0.637,,,,,
P-1155,200,12.216,0.0,0.038,0.006,,,,,
P-1156,200,5.208,0.82,0.352,0.138,,,,,
P-1157,200,5.0,0.11,0.18,0.055,,,,,
P-1158,200,5.0,0.0,0.022,0.005,,,,,
P-1159,200,5.0,2.34,0.479,0.232,,,,,
P-1160,200,5.0,2.34,0.479,0.232,,,,,
P-1161,200,5.0,3.16,0.523,0.269,,,,,
P-1162,200,7.028,0.0,0.022,0.005,,,,,
P-1163,200,5.0,0.39,0.275,0.099,,,,,
P-1164,200,5.0,0.0,0.02,0.005,,,,,
P-1165,200,5.0,2.31,0.477,0.23,,,,,
P-1166,200,5.0,0.74,0.338,0.133,,,,,
P-1167,200,5.0,0.43,0.283,0.103,,,,,
P-1168,200,5.0,0.53,0.304,0.114,,,,,
P-1169,200,21.91,0.53,0.507,0.081,,,,,
P-1170,200,18.564,0.53,0.479,0.084,,,,,
P-1171,200,5.0,1.53,0.421,0.188,,,,,
P-1172,200,5.0,0.0,0.026,0.006,,,,,
P-1173,200,5.0,0.75,0.338,0.133,,,,,
P-1174,200,18.396,0.0,0.037,0.004,,,,,
P-1175,200,5.0,4.01,0.56,0.304,,,,,
P-1176,200,5.0,4.01,0.56,0.304,,,,,
P-1177,200,22.644,0.0,0.029,0.003,,,,,
P-1178,200,22.527,3.73,0.937,0.201,,,,,
P-1179,200,5.0,0.0,0.019,0.005,,,,,
P-1180,200,5.0,3.58,0.542,0.287,,,,,
P-1181,200,22.806,0.0,0.03,0.004,,,,,
P-1182,200,12.301,0.07,0.214,0.037,,,,,
P-1183,200,5.0,0.82,0.348,0.139,,,,,
P-1184,200,5.0,1.03,0.373,0.156,,,,,
P-1185,200,12.275,0.0,0.025,0.004,,,,,
P-1186,200,5.0,0.18,0.213,0.069,,,,,
P-1187,200,5.0,0.78,0.343,0.136,,,,,
P-1188,200,21.334,0.0,0.029,0.004,,,,,
P-1189,200,5.0,0.82,0.347,0.139,,,,,
P-1190,200,5.0,0.0,0.025,0.006,,,,,
P-1191,200,5.0,0.32,0.258,0.09,,,,,
P-1192,200,5.0,0.5,0.297,0.11,,,,,
P-1193,200,5.0,1.28,0.399,0.173,,,,,
P-1194,200,22.411,0.14,0.331,0.044,,,,,
P-1195,200,5.0,0.36,0.267,0.095,,,,,
P-1196,200,5.0,0.89,0.357,0.145,,,,,
P-1197,200,5.0,0.28,0.249,0.085,,,,,
P-1198,200,5.0,0.85,0.352,0.142,,,,,
P-1199,250,3.75,19.15,0.757,0.564,,,,,
P-1200,200,5.0,0.64,0.322,0.124,,,,,
P-1201,250,3.75,15.73,0.722,0.501,,,,,
P-1202,200,5.0,4.44,0.577,0.321,,,,,
P-1203,200,5.0,4.5,0.579,0.323,,,,,
P-1204,200,5.0,3.55,0.541,0.286,,,,,
P-1205,200,11.026,0.0,0.034,0.005,,,,,
P-1206,200,5.576,0.5,0.309,0.107,,,,,
P-1207,200,5.0,0.82,0.348,0.139,,,,,
P-1208,200,6.421,0.0,0.02,0.005,,,,,
P-1209,200,5.0,1.42,0.412,0.181,,,,,
P-1210,200,5.0,0.0,0.019,0.005,,,,,
P-1211,200,5.0,1.24,0.395,0.17,,,,,
P-1212,200,5.0,0.0,0.029,0.007,,,,,
P-1213,200,25.78,0.0,0.042,0.004,,,,,
P-1214,200,5.0,1.03,0.373,0.155,,,,,
P-1215,200,30.984,0.0,0.039,0.004,,,,,
P-1216,200,5.0,0.61,0.316,0.121,,,,,
P-1217,200,5.0,0.75,0.338,0.134,,,,,
P-1218,200,5.0,0.0,0.016,0.004,,,,,
P-1219,200,5.0,0.21,0.227,0.075,,,,,
P-1220,200,5.0,0.0,0.011,0.003,,,,,
P-1221,200,33.142,0.0,0.041,0.004,,,,,
P-1222,200,5.0,0.46,0.29,0.106,,,,,
P-1223,200,5.0,0.0,0.011,0.003,,,,,
P-1224,200,5.0,0.0,0.016,0.004,,,,,
P-1225,200,5.0,0.29,0.249,0.085,,,,,
P-1226,200,5.0,0.68,0.327,0.127,,,,,
P-1227,200,5.0,2.66,0.498,0.247,,,,,
P-1228,200,5.0,2.52,0.49,0.241,,,,,
P-1229,200,5.0,2.73,0.501,0.25,,,,,
P-1230,200,5.0,2.98,0.514,0.262,,,,,
P-1231,200,5.0,9.42,0.708,0.483,,,,,
P-1232,200,5.0,11.97,0.751,0.557,,,,,
P-1233,200,8.601,0.57,0.374,0.103,,,,,
P-1234,200,8.76,0.67,0.398,0.111,,,,,
P-1235,200,5.0,0.0,0.014,0.004,,,,,
P-1236,200,50.077,0.0,0.053,0.004,,,,,
P-1237,200,5.0,2.24,0.472,0.227,,,,,
P-1238,200,5.0,2.52,0.49,0.24,,,,,
P-1239,200,5.0,2.06,0.461,0.218,,,,,
P-1240,200,8.858,0.0,0.014,0.003,,,,,
P-1241,200,5.0,1.81,0.444,0.204,,,,,
P-1242,200,20.963,0.46,0.477,0.076,,,,,
P-1243,200,5.0,0.32,0.258,0.09,,,,,
P-1244,200,5.0,0.36,0.267,0.094,,,,,
P-1245,200,5.0,0.0,0.019,0.005,,,,,
P-1246,200,5.0,9.12,0.702,0.474,,,,,
P-1247,200,5.753,0.36,0.28,0.091,,,,,
P-1248,200,5.0,2.7,0.5,0.249,,,,,
P-1249,200,5.0,2.98,0.514,0.262,,,,,
P-1250,200,5.0,3.2,0.525,0.271,,,,,
P-1251,200,5.0,9.03,0.7,0.471,,,,,
P-1252,200,5.0,2.59,0.494,0.244,,,,,
P-1253,200,5.0,2.42,0.483,0.235,,,,,
P-1254,200,23.775,2.52,0.848,0.164,,,,,
P-1255,200,5.0,1.14,0.385,0.163,,,,,
P-1256,200,5.0,0.75,0.338,0.134,,,,,
P-1257,200,13.369,0.99,0.52,0.121,,,,,
P-1258,200,7.418,1.45,0.477,0.167,,,,,
P-1259,200,22.492,0.0,0.039,0.004,,,,,
P-1260,200,26.218,0.39,0.487,0.067,,,,,
P-1261,200,31.766,0.14,0.373,0.041,,,,,
P-1262,200,12.492,0.0,0.036,0.005,,,,,
P-1263,200,10.383,0.0,0.035,0.006,,,,,
P-1264,200,37.461,0.07,0.312,0.029,,,,,
P-1265,200,5.0,0.18,0.214,0.069,,,,,
P-1266,200,10.984,0.36,0.351,0.078,,,,,
P-1267,200,18.916,0.36,0.422,0.069,,,,,
P-1268,200,5.0,0.39,0.275,0.099,,,,,
P-1269,200,5.0,0.46,0.291,0.107,,,,,
P-1270,200,5.0,1.81,0.444,0.204,,,,,
P-1271,200,5.0,0.28,0.249,0.085,,,,,
P-1272,200,10.355,0.29,0.32,0.072,,,,,
P-1273,200,5.0,0.36,0.267,0.094,,,,,
P-1274,200,5.757,1.28,0.419,0.167,,,,,
P-1275,200,5.0,1.42,0.412,0.182,,,,,
P-1276,200,16.135,0.0,0.028,0.004,,,,,
P-1277,200,5.0,1.99,0.456,0.214,,,,,
P-1278,200,5.0,1.99,0.456,0.214,,,,,
P-1279,200,5.0,2.13,0.466,0.221,,,,,
P-1280,200,5.0,2.42,0.483,0.236,,,,,
P-1281,200,12.216,0.0,0.036,0.005,,,,,
P-1282,200,6.538,0.5,0.326,0.104,,,,,
P-1283,200,5.273,0.0,0.02,0.005,,,,,
P-1284,200,21.044,0.0,0.042,0.005,,,,,
P-1285,200,9.436,0.0,0.044,0.007,,,,,
P-1286,200,5.0,0.04,0.126,0.034,,,,,
P-1287,200,9.025,0.0,0.035,0.006,,,,,
P-1288,200,32.894,0.11,0.343,0.036,,,,,
P-1289,200,12.811,0.0,0.033,0.005,,,,,
P-1290,200,9.009,0.0,0.019,0.004,,,,,
P-1291,200,42.214,0.0,0.042,0.003,,,,,
P-1292,200,14.415,0.0,0.032,0.004,,,,,
P-1293,200,24.096,0.0,0.016,0.002,,,,,
P-1294,200,40.634,0.0,0.031,0.003,,,,,
P-1295,200,22.632,0.0,0.044,0.005,,,,,
P-1296,200,12.927,0.71,0.462,0.104,,,,,
P-1297,200,5.456,0.0,0.01,0.003,,,,,
P-1298,200,15.699,0.0,0.029,0.004,,,,,
P-1299,200,5.0,0.0,0.023,0.006,,,,,
P-1300,200,19.568,0.0,0.046,0.005,,,,,
P-1301,200,5.0,0.04,0.126,0.034,,,,,
P-1302,200,5.55,0.0,0.029,0.007,,,,,
P-1303,200,7.67,0.0,0.044,0.008,,,,,
P-1304,200,11.76,0.0,0.058,0.008,,,,,
P-1305,200,9.995,0.0,0.062,0.01,,,,,
P-1306,200,5.0,0.0,0.012,0.004,,,,,
P-1307,200,27.568,0.0,0.009,0.002,,,,,
P-1308,200,54.706,0.07,0.353,0.027,,,,,
P-1309,200,5.0,0.11,0.181,0.055,,,,,
P-1310,200,5.0,0.0,0.022,0.006,,,,,
P-1311,200,5.056,0.0,0.03,0.007,,,,,
P-1312,200,47.331,0.0,0.043,0.003,,,,,
P-1313,200,15.837,0.0,0.025,0.004,,,,,
P-1314,200,27.16,0.0,0.032,0.003,,,,,
P-1315,200,5.0,0.0,0.01,0.003,,,,,
P-1316,200,35.615,0.0,0.018,0.002,,,,,
P-1317,200,66.104,0.0,0.043,0.003,,,,,
P-1318,200,51.437,0.0,0.039,0.003,,,,,
P-1319,200,65.029,0.0,0.021,0.002,,,,,
P-1320,200,7.775,0.0,0.031,0.006,,,,,
P-1321,200,7.308,0.0,0.041,0.008,,,,,
P-1322,200,9.231,0.0,0.027,0.005,,,,,
P-1323,200,5.0,0.0,0.03,0.007,,,,,
P-1324,200,26.6,0.0,0.028,0.003,,,,,
P-1325,200,31.227,0.0,0.031,0.003,,,,,
P-1326,200,45.84,0.0,0.031,0.003,,,,,
P-1327,200,31.978,0.0,0.017,0.002,,,,,
P-1328,200,32.079,0.0,0.032,0.003,,,,,
P-1329,200,39.212,0.0,0.018,0.002,,,,,
P-1330,200,16.112,0.0,0.014,0.002,,,,,
P-1331,200,78.166,0.0,0.055,0.003,,,,,
P-1332,200,8.0,0.0,0.008,0.002,,,,,
P-1333,200,26.097,0.0,0.021,0.003,,,,,
P-1334,200,20.876,0.0,0.015,0.002,,,,,
P-1335,200,50.893,0.0,0.052,0.004,,,,,
P-1336,200,5.0,0.18,0.213,0.069,,,,,
P-1337,200,27.835,0.0,0.017,0.002,,,,,
P-1338,200,7.978,0.0,0.022,0.004,,,,,
P-1339,200,45.986,0.0,0.033,0.003,,,,,
P-1340,200,7.078,0.0,0.011,0.003,,,,,
P-1341,200,13.463,0.0,0.013,0.003,,,,,
P-1342,200,13.559,0.0,0.013,0.003,,,,,
P-1343,200,11.838,0.0,0.019,0.003,,,,,
P-1344,200,9.046,0.0,0.026,0.005,,,,,
P-1345,200,6.243,0.0,0.027,0.006,,,,,
P-1346,200,14.621,0.0,0.049,0.006,,,,,
P-1347,200,5.0,0.0,0.023,0.006,,,,,
P-1348,200,5.0,0.0,0.01,0.003,,,,,
P-1349,200,9.914,0.0,0.034,0.006,,,,,
P-1350,200,5.0,0.0,0.018,0.005,,,,,
P-1351,200,28.315,0.0,0.017,0.002,,,,,
P-1352,200,16.18,0.0,0.014,0.002,,,,,
P-1353,200,17.702,0.0,0.034,0.004,,,,,
P-1354,200,8.593,0.0,0.028,0.005,,,,,
P-1355,200,11.292,0.07,0.208,0.038,,,,,
P-1356,200,18.129,0.0,0.04,0.005,,,,,
P-1357,200,34.506,0.0,0.039,0.004,,,,,
P-1358,200,58.121,0.0,0.037,0.003,,,,,
P-1359,200,15.081,0.0,0.036,0.005,,,,,
P-1360,200,13.352,0.0,0.018,0.003,,,,,
P-1361,200,32.446,0.0,0.041,0.004,,,,,
P-1362,200,12.357,0.07,0.214,0.037,,,,,
P-1363,200,5.0,0.0,0.016,0.004,,,,,
P-1364,200,17.95,0.0,0.012,0.002,,,,,
P-1365,200,13.871,0.0,0.027,0.004,,,,,
P-1366,200,5.0,0.0,0.016,0.004,,,,,
P-1367,200,18.957,0.0,0.042,0.005,,,,,
P-1368,200,17.619,0.0,0.024,0.003,,,,,
P-1369,200,12.56,0.0,0.016,0.003,,,,,
P-1370,200,29.049,0.0,0.028,0.003,,,,,
P-1371,200,5.0,0.0,0.024,0.006,,,,,
P-1372,200,8.459,0.0,0.037,0.007,,,,,
P-1373,200,5.0,0.0,0.014,0.004,,,,,
P-1374,200,6.824,0.0,0.021,0.005,,,,,
P-1375,200,12.089,0.0,0.025,0.004,,,,,
P-1376,200,8.0,0.0,0.008,0.002,,,,,
P-1377,200,10.436,0.0,0.023,0.004,,,,,
P-1378,200,23.622,0.0,0.047,0.005,,,,,
P-1379,200,11.641,0.04,0.167,0.028,,,,,
P-1380,200,8.479,0.0,0.023,0.004,,,,,
P-1381,200,28.301,0.11,0.325,0.037,,,,,
P-1382,200,5.0,0.35,0.267,0.094,,,,,
P-1383,200,8.766,0.0,0.019,0.004,,,,,
P-1384,200,15.045,0.0,0.032,0.004,,,,,
P-1385,200,9.236,0.0,0.034,0.006,,,,,
P-1386,200,13.055,0.0,0.013,0.003,,,,,
P-1387,200,5.0,0.0,0.03,0.007,,,,,
P-1388,200,6.787,0.0,0.018,0.004,,,,,
P-1389,200,11.39,0.0,0.03,0.005,,,,,
P-1390,200,5.0,0.07,0.158,0.046,,,,,
P-1391,200,14.038,0.0,0.017,0.003,,,,,
P-1392,200,7.364,0.0,0.024,0.005,,,,,
P-1393,200,15.464,0.0,0.033,0.004,,,,,
P-1394,200,12.37,0.0,0.032,0.005,,,,,
P-1395,200,18.716,0.14,0.311,0.046,,,,,
P-1396,200,27.979,0.0,0.035,0.004,,,,,
P-1397,200,12.948,0.0,0.026,0.004,,,,,
P-1398,200,8.0,0.0,0.008,0.002,,,,,
P-1399,200,5.0,0.0,0.027,0.006,,,,,
P-1400,200,57.26,0.32,0.595,0.051,,,,,
P-1401,200,25.163,0.0,0.047,0.005,,,,,
P-1402,200,5.0,0.07,0.158,0.046,,,,,
P-1403,200,30.482,0.0,0.026,0.003,,,,,
P-1404,200,26.395,0.04,0.218,0.023,,,,,
P-1405,200,37.122,0.0,0.039,0.003,,,,,
P-1406,200,5.435,0.0,0.028,0.006,,,,,
P-1407,200,17.666,0.0,0.021,0.003,,,,,
P-1408,200,17.39,0.14,0.303,0.047,,,,,
P-1409,200,18.657,0.0,0.039,0.005,,,,,
P-1410,200,15.83,0.0,0.05,0.006,,,,,
P-1411,200,16.684,0.0,0.035,0.004,,,,,
P-1412,200,11.092,0.0,0.011,0.002,,,,,
P-1413,200,47.406,0.11,0.386,0.033,,,,,
P-1414,200,5.0,0.0,0.028,0.007,,,,,
P-1415,200,5.0,0.21,0.227,0.075,,,,,
P-1416,200,39.211,0.36,0.542,0.058,,,,,
P-1417,200,14.845,0.43,0.412,0.08,,,,,
P-1418,200,27.638,0.6,0.571,0.081,,,,,
P-1419,200,8.915,0.71,0.407,0.114,,,,,
P-1420,200,50.02,0.75,0.749,0.078,,,,,
P-1421,200,5.0,0.78,0.343,0.136,,,,,
P-1422,200,73.923,0.0,0.059,0.004,,,,,
P-1423,200,21.158,0.0,0.038,0.004,,,,,
P-1424,200,5.0,0.14,0.198,0.062,,,,,
P-1425,200,45.59,0.0,0.036,0.003,,,,,
P-1426,200,39.854,0.0,0.047,0.004,,,,,
P-1427,200,13.961,0.0,0.017,0.003,,,,,
P-1428,200,14.727,0.0,0.039,0.005,,,,,
P-1429,200,45.093,0.0,0.038,0.003,,,,,
P-1430,200,29.398,0.0,0.027,0.003,,,,,
P-1431,200,38.553,0.0,0.031,0.003,,,,,
P-1432,200,34.417,0.0,0.046,0.004,,,,,
P-1433,200,88.418,0.0,0.036,0.002,,,,,
P-1434,200,12.536,0.0,0.026,0.004,,,,,
P-1435,200,25.418,0.0,0.037,0.004,,,,,
P-1436,200,19.511,0.0,0.015,0.002,,,,,
P-1437,200,42.675,0.0,0.031,0.003,,,,,
P-1438,200,53.666,0.0,0.02,0.002,,,,,
P-1439,200,81.454,0.0,0.037,0.002,,,,,
P-1440,200,54.032,0.0,0.049,0.003,,,,,
P-1441,200,16.656,0.0,0.035,0.005,,,,,
P-1442,200,35.863,0.04,0.242,0.022,,,,,
P-1443,200,5.0,0.25,0.238,0.08,,,,,
P-1444,200,5.0,0.28,0.249,0.085,,,,,
P-1445,200,5.0,0.28,0.249,0.085,,,,,
P-1446,200,5.0,0.28,0.249,0.085,,,,,
P-1447,200,16.159,0.0,0.021,0.003,,,,,
P-1448,200,54.698,0.0,0.034,0.003,,,,,
P-1449,200,13.017,0.0,0.009,0.002,,,,,
P-1450,200,10.678,0.0,0.03,0.005,,,,,
P-1451,200,5.0,0.11,0.18,0.055,,,,,
P-1452,200,9.402,0.0,0.022,0.004,,,,,
P-1453,200,14.083,0.0,0.039,0.005,,,,,
P-1454,200,13.318,0.0,0.023,0.004,,,,,
P-1455,200,22.454,0.0,0.037,0.004,,,,,
P-1456,200,15.301,0.0,0.017,0.003,,,,,
P-1457,200,6.544,0.0,0.012,0.003,,,,,
P-1458,200,24.95,0.0,0.034,0.004,,,,,
P-1459,200,43.801,0.0,0.043,0.003,,,,,
P-1460,200,35.016,0.21,0.44,0.048,,,,,
P-1461,200,42.834,0.0,0.019,0.002,,,,,
P-1462,200,36.211,0.0,0.046,0.004,,,,,
P-1463,200,24.847,0.0,0.031,0.003,,,,,
P-1464,200,5.0,0.21,0.226,0.075,,,,,
P-1465,200,51.479,0.0,0.049,0.004,,,,,
P-1466,200,40.741,0.0,0.047,0.004,,,,,
P-1467,200,49.925,0.0,0.037,0.003,,,,,
P-1468,200,32.364,0.0,0.038,0.004,,,,,
P-1469,200,28.36,0.0,0.021,0.003,,,,,
P-1470,200,29.554,0.0,0.027,0.003,,,,,
P-1471,200,59.951,0.0,0.039,0.003,,,,,
P-1472,200,32.071,0.0,0.04,0.004,,,,,
P-1473,200,15.609,0.0,0.022,0.003,,,,,
P-1474,200,51.111,0.0,0.041,0.003,,,,,
P-1475,200,33.533,0.0,0.033,0.003,,,,,
P-1476,200,28.293,0.0,0.032,0.003,,,,,
P-1477,200,33.613,0.0,0.029,0.003,,,,,
P-1478,200,15.581,0.04,0.183,0.026,,,,,
P-1479,200,30.5,0.0,0.043,0.004,,,,,
P-1480,200,25.417,0.0,0.038,0.004,,,,,
P-1481,200,28.402,0.0,0.034,0.003,,,,,
P-1482,200,5.0,0.0,0.019,0.005,,,,,
P-1483,200,17.359,0.0,0.015,0.003,,,,,
P-1484,200,25.996,0.0,0.016,0.002,,,,,
P-1485,200,24.368,0.0,0.016,0.002,,,,,
