MH_LABEL,LOADTYPE,BASEFLOW,PATTERN
MH-0605,Sanitary Pattern Load,0.0297,Fixed
MH-1010,Sanitary Pattern Load,0.1685,Fixed
MH-0834,Sanitary Pattern Load,0.1487,Fixed
MH-0352,Sanitary Pattern Load,0.0496,Fixed
MH-0308,Sanitary Pattern Load,0.0099,Fixed
MH-0650,Sanitary Pattern Load,0.109,Fixed
MH-0552,Sanitary Pattern Load,0.0099,Fixed
MH-0387,Sanitary Pattern Load,0.0397,Fixed
MH-0569,Sanitary Pattern Load,0.0099,Fixed
MH-0179,Sanitary Pattern Load,0.1289,Fixed
MH-0288,Sanitary Pattern Load,0.0099,Fixed
MH-1117,Sanitary Pattern Load,0.0892,Fixed
MH-0195,Sanitary Pattern Load,0.0397,Fixed
MH-0272,Sanitary Pattern Load,0.0198,Fixed
MH-0100,Sanitary Pattern Load,0.0297,Fixed
MH-0513,Sanitary Pattern Load,0.1289,Fixed
MH-1103,Sanitary Pattern Load,0.0991,Fixed
MH-0992,Sanitary Pattern Load,0.0595,Fixed
MH-1132,Sanitary Pattern Load,0.0297,Fixed
MH-0379,Sanitary Pattern Load,0.0892,Fixed
MH-1116,Sanitary Pattern Load,0.0892,Fixed
MH-1234,Sanitary Pattern Load,0.0694,Fixed
MH-1735,Sanitary Pattern Load,0.0694,Fixed
MH-0984,Sanitary Pattern Load,0.0198,Fixed
MH-0943,Sanitary Pattern Load,0.0793,Fixed
MH-1114,Sanitary Pattern Load,0.0397,Fixed
MH-1045,Sanitary Pattern Load,0.0099,Fixed
MH-1193,Sanitary Pattern Load,0.0198,Fixed
MH-1653,Sanitary Pattern Load,0.0198,Fixed
MH-1629,Sanitary Pattern Load,0.0397,Fixed
MH-1620,Sanitary Pattern Load,0.0099,Fixed
MH-1050,Sanitary Pattern Load,0.0099,Fixed
MH-1131,Sanitary Pattern Load,0.0793,Fixed
MH-1556,Sanitary Pattern Load,0.0496,Fixed
MH-1588,Sanitary Pattern Load,0.0496,Fixed
MH-1572,Sanitary Pattern Load,0.0099,Fixed
MH-1601,Sanitary Pattern Load,0.0297,Fixed
MH-1591,Sanitary Pattern Load,0.0297,Fixed
MH-1559,Sanitary Pattern Load,0.0099,Fixed
MH-1543,Sanitary Pattern Load,0.0198,Fixed
MH-1540,Sanitary Pattern Load,0.0099,Fixed
MH-1528,Sanitary Pattern Load,0.0198,Fixed
MH-1531,Sanitary Pattern Load,0.0099,Fixed
MH-1521,Sanitary Pattern Load,0.0099,Fixed
MH-1196,Sanitary Pattern Load,0.0297,Fixed
MH-1166,Sanitary Pattern Load,0.0099,Fixed
MH-1173,Sanitary Pattern Load,0.0297,Fixed
MH-1336,Sanitary Pattern Load,0.0198,Fixed
MH-1518,Sanitary Pattern Load,0.0198,Fixed
MH-1153,Sanitary Pattern Load,0.0496,Fixed
MH-1334,Sanitary Pattern Load,0.0198,Fixed
MH-1317,Sanitary Pattern Load,0.0297,Fixed
MH-1301,Sanitary Pattern Load,0.0198,Fixed
MH-1275,Sanitary Pattern Load,0.0297,Fixed
MH-1177,Sanitary Pattern Load,0.0397,Fixed
MH-1138,Sanitary Pattern Load,0.0099,Fixed
MH-1124,Sanitary Pattern Load,0.0297,Fixed
MH-1121,Sanitary Pattern Load,0.0198,Fixed
MH-1003,Sanitary Pattern Load,0.0099,Fixed
MH-1102,Sanitary Pattern Load,0.0198,Fixed
MH-1073,Sanitary Pattern Load,0.0198,Fixed
MH-1133,Sanitary Pattern Load,0.0099,Fixed
MH-1100,Sanitary Pattern Load,0.0297,Fixed
MH-1074,Sanitary Pattern Load,0.0099,Fixed
MH-1051,Sanitary Pattern Load,0.0297,Fixed
MH-1208,Sanitary Pattern Load,0.0099,Fixed
MH-1354,Sanitary Pattern Load,0.0099,Fixed
MH-1237,Sanitary Pattern Load,0.0099,Fixed
MH-1233,Sanitary Pattern Load,0.0297,Fixed
MH-1505,Sanitary Pattern Load,0.0397,Fixed
MH-1512,Sanitary Pattern Load,0.0099,Fixed
MH-1507,Sanitary Pattern Load,0.0397,Fixed
MH-1453,Sanitary Pattern Load,0.0198,Fixed
MH-1493,Sanitary Pattern Load,0.0397,Fixed
MH-1432,Sanitary Pattern Load,0.0099,Fixed
MH-1353,Sanitary Pattern Load,0.0198,Fixed
MH-1412,Sanitary Pattern Load,0.0099,Fixed
MH-1422,Sanitary Pattern Load,0.0297,Fixed
MH-1235,Sanitary Pattern Load,0.0397,Fixed
MH-1321,Sanitary Pattern Load,0.0198,Fixed
MH-1403,Sanitary Pattern Load,0.0397,Fixed
MH-1441,Sanitary Pattern Load,0.0198,Fixed
MH-1358,Sanitary Pattern Load,0.0099,Fixed
MH-1195,Sanitary Pattern Load,0.0198,Fixed
MH-1292,Sanitary Pattern Load,0.0198,Fixed
MH-1171,Sanitary Pattern Load,0.0099,Fixed
MH-1452,Sanitary Pattern Load,0.0496,Fixed
MH-1377,Sanitary Pattern Load,0.0198,Fixed
MH-1393,Sanitary Pattern Load,0.0198,Fixed
MH-1435,Sanitary Pattern Load,0.0694,Fixed
MH-1346,Sanitary Pattern Load,0.0198,Fixed
MH-1350,Sanitary Pattern Load,0.0198,Fixed
MH-1384,Sanitary Pattern Load,0.0198,Fixed
MH-1400,Sanitary Pattern Load,0.0496,Fixed
MH-1410,Sanitary Pattern Load,0.0198,Fixed
MH-1413,Sanitary Pattern Load,0.0099,Fixed
MH-1436,Sanitary Pattern Load,0.0198,Fixed
MH-1425,Sanitary Pattern Load,0.0397,Fixed
MH-1426,Sanitary Pattern Load,0.0099,Fixed
MH-1356,Sanitary Pattern Load,0.0397,Fixed
MH-1411,Sanitary Pattern Load,0.0198,Fixed
MH-1431,Sanitary Pattern Load,0.0099,Fixed
MH-1427,Sanitary Pattern Load,0.0297,Fixed
MH-1357,Sanitary Pattern Load,0.0198,Fixed
MH-1262,Sanitary Pattern Load,0.0198,Fixed
MH-1286,Sanitary Pattern Load,0.0099,Fixed
MH-1374,Sanitary Pattern Load,0.0099,Fixed
MH-1324,Sanitary Pattern Load,0.0099,Fixed
MH-1298,Sanitary Pattern Load,0.0099,Fixed
MH-1313,Sanitary Pattern Load,0.0099,Fixed
MH-1367,Sanitary Pattern Load,0.0297,Fixed
MH-1311,Sanitary Pattern Load,0.0496,Fixed
MH-1351,Sanitary Pattern Load,0.0198,Fixed
MH-1406,Sanitary Pattern Load,0.0297,Fixed
MH-1308,Sanitary Pattern Load,0.0297,Fixed
MH-1266,Sanitary Pattern Load,0.0297,Fixed
MH-1191,Sanitary Pattern Load,0.0198,Fixed
MH-1192,Sanitary Pattern Load,0.0397,Fixed
MH-1239,Sanitary Pattern Load,0.0198,Fixed
MH-1215,Sanitary Pattern Load,0.0297,Fixed
MH-1250,Sanitary Pattern Load,0.0198,Fixed
MH-1252,Sanitary Pattern Load,0.0297,Fixed
MH-1297,Sanitary Pattern Load,0.0198,Fixed
MH-1294,Sanitary Pattern Load,0.0198,Fixed
MH-1228,Sanitary Pattern Load,0.0595,Fixed
MH-1210,Sanitary Pattern Load,0.0099,Fixed
MH-1288,Sanitary Pattern Load,0.0099,Fixed
MH-1360,Sanitary Pattern Load,0.0892,Fixed
MH-1319,Sanitary Pattern Load,0.0397,Fixed
MH-1296,Sanitary Pattern Load,0.0099,Fixed
MH-1305,Sanitary Pattern Load,0.0397,Fixed
MH-1209,Sanitary Pattern Load,0.0099,Fixed
MH-0846,Sanitary Pattern Load,0.0198,Fixed
MH-1244,Sanitary Pattern Load,0.0099,Fixed
MH-1316,Sanitary Pattern Load,0.0694,Fixed
MH-1282,Sanitary Pattern Load,0.0198,Fixed
MH-1222,Sanitary Pattern Load,0.0397,Fixed
MH-1164,Sanitary Pattern Load,0.0099,Fixed
MH-1204,Sanitary Pattern Load,0.0297,Fixed
MH-1231,Sanitary Pattern Load,0.0496,Fixed
MH-1080,Sanitary Pattern Load,0.0099,Fixed
MH-1030,Sanitary Pattern Load,0.0099,Fixed
MH-1063,Sanitary Pattern Load,0.0397,Fixed
MH-1157,Sanitary Pattern Load,0.0297,Fixed
MH-1099,Sanitary Pattern Load,0.0099,Fixed
MH-1086,Sanitary Pattern Load,0.0297,Fixed
MH-1044,Sanitary Pattern Load,0.0595,Fixed
MH-1020,Sanitary Pattern Load,0.0397,Fixed
MH-0985,Sanitary Pattern Load,0.0099,Fixed
MH-0981,Sanitary Pattern Load,0.0198,Fixed
MH-0953,Sanitary Pattern Load,0.0397,Fixed
MH-0911,Sanitary Pattern Load,0.0198,Fixed
MH-0933,Sanitary Pattern Load,0.0297,Fixed
MH-1109,Sanitary Pattern Load,0.0099,Fixed
MH-1127,Sanitary Pattern Load,0.0099,Fixed
MH-0883,Sanitary Pattern Load,0.0198,Fixed
MH-1085,Sanitary Pattern Load,0.0198,Fixed
MH-1115,Sanitary Pattern Load,0.0099,Fixed
MH-0848,Sanitary Pattern Load,0.0297,Fixed
MH-0857,Sanitary Pattern Load,0.0198,Fixed
MH-1056,Sanitary Pattern Load,0.0099,Fixed
MH-1071,Sanitary Pattern Load,0.0198,Fixed
MH-1052,Sanitary Pattern Load,0.0099,Fixed
MH-1023,Sanitary Pattern Load,0.0099,Fixed
MH-1027,Sanitary Pattern Load,0.0099,Fixed
MH-0988,Sanitary Pattern Load,0.0099,Fixed
MH-1125,Sanitary Pattern Load,0.0099,Fixed
MH-0879,Sanitary Pattern Load,0.0099,Fixed
MH-0941,Sanitary Pattern Load,0.0297,Fixed
MH-0902,Sanitary Pattern Load,0.0496,Fixed
MH-1175,Sanitary Pattern Load,0.0099,Fixed
MH-0805,Sanitary Pattern Load,0.0099,Fixed
MH-1211,Sanitary Pattern Load,0.0397,Fixed
MH-1187,Sanitary Pattern Load,0.0595,Fixed
MH-0872,Sanitary Pattern Load,0.0595,Fixed
MH-0854,Sanitary Pattern Load,0.0099,Fixed
MH-0823,Sanitary Pattern Load,0.0198,Fixed
MH-0930,Sanitary Pattern Load,0.0099,Fixed
MH-0991,Sanitary Pattern Load,0.109,Fixed
MH-0961,Sanitary Pattern Load,0.0099,Fixed
MH-0966,Sanitary Pattern Load,0.0297,Fixed
MH-1034,Sanitary Pattern Load,0.0099,Fixed
MH-0996,Sanitary Pattern Load,0.0793,Fixed
MH-1038,Sanitary Pattern Load,0.0198,Fixed
MH-1067,Sanitary Pattern Load,0.0595,Fixed
MH-1000,Sanitary Pattern Load,0.0099,Fixed
MH-0959,Sanitary Pattern Load,0.0397,Fixed
MH-0969,Sanitary Pattern Load,0.0397,Fixed
MH-0929,Sanitary Pattern Load,0.0099,Fixed
MH-0917,Sanitary Pattern Load,0.0496,Fixed
MH-0866,Sanitary Pattern Load,0.0297,Fixed
MH-0950,Sanitary Pattern Load,0.0595,Fixed
MH-0905,Sanitary Pattern Load,0.0198,Fixed
MH-0925,Sanitary Pattern Load,0.0099,Fixed
MH-0892,Sanitary Pattern Load,0.0099,Fixed
MH-0990,Sanitary Pattern Load,0.0099,Fixed
MH-0636,Sanitary Pattern Load,0.0198,Fixed
MH-0587,Sanitary Pattern Load,0.0198,Fixed
MH-0665,Sanitary Pattern Load,0.0099,Fixed
MH-0687,Sanitary Pattern Load,0.0297,Fixed
MH-0906,Sanitary Pattern Load,0.0198,Fixed
MH-0891,Sanitary Pattern Load,0.0099,Fixed
MH-0731,Sanitary Pattern Load,0.0198,Fixed
MH-0769,Sanitary Pattern Load,0.0595,Fixed
MH-0864,Sanitary Pattern Load,0.0297,Fixed
MH-0828,Sanitary Pattern Load,0.0297,Fixed
MH-0738,Sanitary Pattern Load,0.0099,Fixed
MH-0764,Sanitary Pattern Load,0.0198,Fixed
MH-0801,Sanitary Pattern Load,0.0099,Fixed
MH-0741,Sanitary Pattern Load,0.0099,Fixed
MH-0775,Sanitary Pattern Load,0.0198,Fixed
MH-0809,Sanitary Pattern Load,0.0397,Fixed
MH-0822,Sanitary Pattern Load,0.0397,Fixed
MH-0887,Sanitary Pattern Load,0.0595,Fixed
MH-0783,Sanitary Pattern Load,0.0099,Fixed
MH-0647,Sanitary Pattern Load,0.0099,Fixed
MH-0757,Sanitary Pattern Load,0.0595,Fixed
MH-0644,Sanitary Pattern Load,0.0198,Fixed
MH-0662,Sanitary Pattern Load,0.0099,Fixed
MH-0704,Sanitary Pattern Load,0.0496,Fixed
MH-0613,Sanitary Pattern Load,0.0099,Fixed
MH-0818,Sanitary Pattern Load,0.0595,Fixed
MH-0684,Sanitary Pattern Load,0.0892,Fixed
MH-0626,Sanitary Pattern Load,0.0397,Fixed
MH-0646,Sanitary Pattern Load,0.0397,Fixed
MH-0670,Sanitary Pattern Load,0.0297,Fixed
MH-0620,Sanitary Pattern Load,0.0099,Fixed
MH-0639,Sanitary Pattern Load,0.0099,Fixed
MH-0593,Sanitary Pattern Load,0.0297,Fixed
MH-0799,Sanitary Pattern Load,0.0595,Fixed
MH-0549,Sanitary Pattern Load,0.0099,Fixed
MH-0720,Sanitary Pattern Load,0.0099,Fixed
MH-0726,Sanitary Pattern Load,0.0099,Fixed
MH-0708,Sanitary Pattern Load,0.0099,Fixed
MH-0691,Sanitary Pattern Load,0.0397,Fixed
MH-0678,Sanitary Pattern Load,0.0297,Fixed
MH-0583,Sanitary Pattern Load,0.0099,Fixed
MH-0723,Sanitary Pattern Load,0.0297,Fixed
MH-0779,Sanitary Pattern Load,0.0099,Fixed
MH-0759,Sanitary Pattern Load,0.0198,Fixed
MH-0707,Sanitary Pattern Load,0.0297,Fixed
MH-0493,Sanitary Pattern Load,0.119,Fixed
MH-0527,Sanitary Pattern Load,0.0595,Fixed
MH-0550,Sanitary Pattern Load,0.0595,Fixed
MH-0578,Sanitary Pattern Load,0.0397,Fixed
MH-0506,Sanitary Pattern Load,0.0099,Fixed
MH-0458,Sanitary Pattern Load,0.0198,Fixed
MH-0702,Sanitary Pattern Load,0.0297,Fixed
MH-0622,Sanitary Pattern Load,0.0099,Fixed
MH-0518,Sanitary Pattern Load,0.0099,Fixed
MH-0618,Sanitary Pattern Load,0.0198,Fixed
MH-0480,Sanitary Pattern Load,0.0099,Fixed
MH-0567,Sanitary Pattern Load,0.0099,Fixed
MH-0534,Sanitary Pattern Load,0.0397,Fixed
MH-0516,Sanitary Pattern Load,0.0496,Fixed
MH-0488,Sanitary Pattern Load,0.0397,Fixed
MH-0455,Sanitary Pattern Load,0.0099,Fixed
MH-0462,Sanitary Pattern Load,0.0099,Fixed
MH-0598,Sanitary Pattern Load,0.0297,Fixed
MH-0537,Sanitary Pattern Load,0.0198,Fixed
MH-0553,Sanitary Pattern Load,0.0198,Fixed
MH-0526,Sanitary Pattern Load,0.0297,Fixed
MH-0539,Sanitary Pattern Load,0.0297,Fixed
MH-0503,Sanitary Pattern Load,0.0198,Fixed
MH-0470,Sanitary Pattern Load,0.0198,Fixed
MH-0494,Sanitary Pattern Load,0.0198,Fixed
MH-0451,Sanitary Pattern Load,0.0397,Fixed
MH-0456,Sanitary Pattern Load,0.0099,Fixed
MH-0474,Sanitary Pattern Load,0.0099,Fixed
MH-0435,Sanitary Pattern Load,0.0297,Fixed
MH-0442,Sanitary Pattern Load,0.0198,Fixed
MH-0454,Sanitary Pattern Load,0.0397,Fixed
MH-0414,Sanitary Pattern Load,0.0099,Fixed
MH-0471,Sanitary Pattern Load,0.0099,Fixed
MH-0482,Sanitary Pattern Load,0.0297,Fixed
MH-0418,Sanitary Pattern Load,0.0297,Fixed
MH-0433,Sanitary Pattern Load,0.0496,Fixed
MH-0372,Sanitary Pattern Load,0.0099,Fixed
MH-0440,Sanitary Pattern Load,0.0297,Fixed
MH-0465,Sanitary Pattern Load,0.0198,Fixed
MH-0403,Sanitary Pattern Load,0.0198,Fixed
MH-0434,Sanitary Pattern Load,0.0198,Fixed
MH-0453,Sanitary Pattern Load,0.0496,Fixed
MH-0386,Sanitary Pattern Load,0.0297,Fixed
MH-0381,Sanitary Pattern Load,0.0397,Fixed
MH-0413,Sanitary Pattern Load,0.0099,Fixed
MH-0333,Sanitary Pattern Load,0.0099,Fixed
MH-0348,Sanitary Pattern Load,0.0595,Fixed
MH-0310,Sanitary Pattern Load,0.0496,Fixed
MH-0299,Sanitary Pattern Load,0.0099,Fixed
MH-0329,Sanitary Pattern Load,0.0496,Fixed
MH-0277,Sanitary Pattern Load,0.0397,Fixed
MH-0380,Sanitary Pattern Load,0.0297,Fixed
MH-0342,Sanitary Pattern Load,0.0297,Fixed
MH-0323,Sanitary Pattern Load,0.0099,Fixed
MH-0345,Sanitary Pattern Load,0.0099,Fixed
MH-0393,Sanitary Pattern Load,0.0198,Fixed
MH-0361,Sanitary Pattern Load,0.0099,Fixed
MH-0368,Sanitary Pattern Load,0.0198,Fixed
MH-0364,Sanitary Pattern Load,0.0297,Fixed
MH-0341,Sanitary Pattern Load,0.0694,Fixed
MH-0350,Sanitary Pattern Load,0.0397,Fixed
MH-0326,Sanitary Pattern Load,0.0297,Fixed
MH-0296,Sanitary Pattern Load,0.0496,Fixed
MH-0294,Sanitary Pattern Load,0.0099,Fixed
MH-0220,Sanitary Pattern Load,0.0397,Fixed
MH-0155,Sanitary Pattern Load,0.0198,Fixed
MH-0237,Sanitary Pattern Load,0.0099,Fixed
MH-0259,Sanitary Pattern Load,0.0198,Fixed
MH-0213,Sanitary Pattern Load,0.0297,Fixed
MH-0224,Sanitary Pattern Load,0.0099,Fixed
MH-0250,Sanitary Pattern Load,0.0297,Fixed
MH-0200,Sanitary Pattern Load,0.0397,Fixed
MH-0240,Sanitary Pattern Load,0.0397,Fixed
MH-0244,Sanitary Pattern Load,0.0198,Fixed
MH-0258,Sanitary Pattern Load,0.0198,Fixed
MH-0221,Sanitary Pattern Load,0.0099,Fixed
MH-0271,Sanitary Pattern Load,0.0297,Fixed
MH-0152,Sanitary Pattern Load,0.0198,Fixed
MH-0176,Sanitary Pattern Load,0.0099,Fixed
MH-0162,Sanitary Pattern Load,0.0198,Fixed
MH-0502,Sanitary Pattern Load,0.0198,Fixed
MH-0331,Sanitary Pattern Load,0.0297,Fixed
MH-0315,Sanitary Pattern Load,0.0099,Fixed
MH-0377,Sanitary Pattern Load,0.0099,Fixed
MH-0358,Sanitary Pattern Load,0.0595,Fixed
MH-0304,Sanitary Pattern Load,0.0694,Fixed
MH-0178,Sanitary Pattern Load,0.0397,Fixed
MH-0188,Sanitary Pattern Load,0.0198,Fixed
MH-0160,Sanitary Pattern Load,0.0198,Fixed
MH-0217,Sanitary Pattern Load,0.0198,Fixed
MH-0182,Sanitary Pattern Load,0.0198,Fixed
MH-0161,Sanitary Pattern Load,0.0397,Fixed
MH-0269,Sanitary Pattern Load,0.0099,Fixed
MH-0227,Sanitary Pattern Load,0.0694,Fixed
MH-0116,Sanitary Pattern Load,0.0198,Fixed
MH-0068,Sanitary Pattern Load,0.0991,Fixed
MH-0065,Sanitary Pattern Load,0.0198,Fixed
MH-0021,Sanitary Pattern Load,0.0099,Fixed
MH-0014,Sanitary Pattern Load,0.0198,Fixed
MH-0019,Sanitary Pattern Load,0.0595,Fixed
MH-0011,Sanitary Pattern Load,0.0099,Fixed
MH-0008,Sanitary Pattern Load,0.0397,Fixed
MH-0142,Sanitary Pattern Load,0.0099,Fixed
MH-0257,Sanitary Pattern Load,0.0099,Fixed
MH-0291,Sanitary Pattern Load,0.0397,Fixed
MH-0241,Sanitary Pattern Load,0.0198,Fixed
MH-0223,Sanitary Pattern Load,0.0397,Fixed
MH-0264,Sanitary Pattern Load,0.0099,Fixed
MH-0222,Sanitary Pattern Load,0.0099,Fixed
MH-0209,Sanitary Pattern Load,0.0496,Fixed
MH-0115,Sanitary Pattern Load,0.0099,Fixed
MH-0063,Sanitary Pattern Load,0.0397,Fixed
MH-0057,Sanitary Pattern Load,0.0297,Fixed
MH-0049,Sanitary Pattern Load,0.0297,Fixed
MH-0077,Sanitary Pattern Load,0.0496,Fixed
MH-0066,Sanitary Pattern Load,0.0397,Fixed
MH-0045,Sanitary Pattern Load,0.0496,Fixed
MH-0038,Sanitary Pattern Load,0.0595,Fixed
MH-0037,Sanitary Pattern Load,0.0397,Fixed
MH-0005,Sanitary Pattern Load,0.0297,Fixed
MH-0003,Sanitary Pattern Load,0.0297,Fixed
MH-1468,Sanitary Pattern Load,0.0496,Fixed
MH-1483,Sanitary Pattern Load,0.0892,Fixed
MH-1511,Sanitary Pattern Load,0.0397,Fixed
MH-1516,Sanitary Pattern Load,0.0595,Fixed
MH-1539,Sanitary Pattern Load,0.0297,Fixed
MH-1566,Sanitary Pattern Load,0.0198,Fixed
MH-1589,Sanitary Pattern Load,0.0991,Fixed
MH-1578,Sanitary Pattern Load,0.0297,Fixed
MH-1609,Sanitary Pattern Load,0.0397,Fixed
MH-1611,Sanitary Pattern Load,0.0198,Fixed
MH-1724,Sanitary Pattern Load,0.0099,Fixed
MH-1714,Sanitary Pattern Load,0.0198,Fixed
MH-1728,Sanitary Pattern Load,0.0297,Fixed
MH-1625,Sanitary Pattern Load,0.0297,Fixed
MH-1633,Sanitary Pattern Load,0.0099,Fixed
MH-1646,Sanitary Pattern Load,0.0297,Fixed
MH-1622,Sanitary Pattern Load,0.0496,Fixed
MH-1668,Sanitary Pattern Load,0.0198,Fixed
MH-1659,Sanitary Pattern Load,0.0099,Fixed
MH-1654,Sanitary Pattern Load,0.0595,Fixed
MH-1661,Sanitary Pattern Load,0.0099,Fixed
MH-1669,Sanitary Pattern Load,0.0198,Fixed
MH-1541,Sanitary Pattern Load,0.109,Fixed
MH-1551,Sanitary Pattern Load,0.0198,Fixed
MH-1554,Sanitary Pattern Load,0.0099,Fixed
MH-1603,Sanitary Pattern Load,0.0397,Fixed
MH-1564,Sanitary Pattern Load,0.0099,Fixed
MH-1680,Sanitary Pattern Load,0.0099,Fixed
MH-1666,Sanitary Pattern Load,0.0793,Fixed
MH-1697,Sanitary Pattern Load,0.0099,Fixed
MH-1606,Sanitary Pattern Load,0.0397,Fixed
MH-1691,Sanitary Pattern Load,0.0198,Fixed
MH-1677,Sanitary Pattern Load,0.0297,Fixed
MH-1711,Sanitary Pattern Load,0.0099,Fixed
MH-1698,Sanitary Pattern Load,0.0099,Fixed
MH-1638,Sanitary Pattern Load,0.0099,Fixed
MH-1648,Sanitary Pattern Load,0.0099,Fixed
MH-1596,Sanitary Pattern Load,0.0099,Fixed
MH-1727,Sanitary Pattern Load,0.0694,Fixed
