NODE,BREACH,HOPS_UP,STEPPED_OFF_DROP,COVER_M,BREACH_COVER_M,ON_UPHILL,UPHILL_M,UPHILL_RISE_M,GRD_M,SUBNET
N0044032,N0044033,1,0,7.1963632242187145,12.934973769140583,0,0.0,0.0,341.6427001953125,S003
N0044039,N0044040,1,0,9.75409700304715,16.114740149531542,1,24.217597,0.306243896484375,338.50341796875,S003
N0044159,N0044160,1,0,9.046227826484767,14.32732974250041,0,0.0,0.0,350.8935241699219,S003
N0044208,N0044209,1,0,9.508009137046997,17.399638785484512,1,57.012919,0.9683837890625,329.2475280761719,S004
N0044384,N0044385,1,0,8.967543605000003,16.22872923195314,1,28.654972,0.097442626953125,346.4305114746094,S005
N0002200,N0044529,1,0,8.976833497718758,15.713170704749984,0,0.0,0.0,346.4294128417969,S003
N0044738,N0044739,1,0,9.420259019031278,14.81056690076565,0,0.0,0.0,349.9794006347656,S003
N0000870,N0044820,1,0,9.088338365296863,16.42559707623434,0,0.0,0.0,338.6385803222656,S003
N0044843,N0044844,1,0,11.82444318537489,12.330650859984246,1,115.24445999999995,0.846282958984375,322.7837829589844,S007
N0045019,N0045020,1,0,11.204472792015508,16.52989688185926,0,0.0,0.0,427.017578125,S017
N0045527,N0045528,1,0,11.633146536296977,12.744823206375088,1,25.64954300000005,0.983428955078125,428.8694152832031,S012
N0005195,N0045792,1,0,8.7315376697656,14.16203004085935,0,0.0,0.0,386.7589416503906,S001
N0045845,N0045846,1,0,6.470208288375147,13.023252009078249,0,0.0,0.0,380.4286804199219,S001
N0045945,N0045946,1,0,8.445752722484428,14.382916007640688,0,0.0,0.0,376.2593688964844,S001
N0046078,N0046079,1,0,11.874263753109119,12.10122550428099,1,75.550832,0.30908203125,375.1971130371094,S001
N0046368,N0046369,1,0,11.982604301094739,12.00920331820413,0,0.0,0.0,417.2551574707031,S008
N0046415,N0046416,1,0,8.086722826953235,14.064608731250132,0,0.0,0.0,350.4026184082031,S003
N0046472,N0046473,1,0,10.104376227812509,16.877184557890644,0,0.0,0.0,380.69586181640625,S014
N0046684,N0046685,1,0,9.64552544387493,15.686223711453067,0,0.0,0.0,379.82843017578125,S014
N0046895,N0046896,1,0,11.911215784124977,12.11757917779687,1,45.643501,0.3900146484375,333.1368713378906,S011
N0046954,N0046955,1,0,5.744201721796799,13.159339801874921,1,58.688047,0.43310546875,413.7374572753906,S008
N0047398,N0047399,1,0,8.314552974609398,15.211124992187536,0,0.0,0.0,333.0497131347656,S004
N0047410,N0047411,1,0,11.377964858609346,18.3928989543125,0,0.0,0.0,334.21759033203125,S004
N0047962,N0047963,1,0,6.5201368487657305,13.576524130015741,0,0.0,0.0,338.79412841796875,S007
N0047976,N0047977,1,0,7.301000072265651,13.324705222656291,0,0.0,0.0,338.81719970703125,S007
N0048331,N0048332,1,0,11.74182183918748,17.777191823562475,0,0.0,0.0,342.7884826660156,S016
N0048371,N0048372,1,0,8.436342732578169,14.143595398593789,0,0.0,0.0,339.77716064453125,S016
N0048388,N0048389,1,0,8.102163019796876,15.306365328390598,0,0.0,0.0,339.0006408691406,S016
N0048397,N0048398,1,0,10.186079264609475,17.885446750937604,1,29.627425999999986,0.292510986328125,335.6500549316406,S016
N0048402,N0048403,1,0,6.373412665125045,12.735420960046895,0,0.0,0.0,340.6849365234375,S016
N0048406,N0048407,1,0,8.506827136718755,15.308930152343748,0,0.0,0.0,338.379150390625,S016
N0048462,N0048463,1,0,11.20104896768754,17.69522555557819,0,0.0,0.0,337.64263916015625,S016
