MH_LABEL,LOADTYPE,BASEFLOW,PATTERN
MH-1440,Sanitary Pattern Load,0.0476,Fixed
MH-1436,Sanitary Pattern Load,0.0238,Fixed
MH-1430,Sanitary Pattern Load,0.0357,Fixed
MH-1378,Sanitary Pattern Load,0.0714,Fixed
MH-1478,Sanitary Pattern Load,0.0119,Fixed
MH-1499,Sanitary Pattern Load,0.0119,Fixed
MH-1488,Sanitary Pattern Load,0.0238,Fixed
MH-1501,Sanitary Pattern Load,0.0476,Fixed
MH-1576,Sanitary Pattern Load,0.0238,Fixed
MH-1509,Sanitary Pattern Load,0.0238,Fixed
MH-1565,Sanitary Pattern Load,0.0238,Fixed
MH-1547,Sanitary Pattern Load,0.0357,Fixed
MH-1629,Sanitary Pattern Load,0.0357,Fixed
MH-1526,Sanitary Pattern Load,0.0357,Fixed
MH-1512,Sanitary Pattern Load,0.0357,Fixed
MH-1599,Sanitary Pattern Load,0.0119,Fixed
MH-1686,Sanitary Pattern Load,0.0119,Fixed
MH-1671,Sanitary Pattern Load,0.0119,Fixed
MH-1622,Sanitary Pattern Load,0.0238,Fixed
MH-1481,Sanitary Pattern Load,0.0238,Fixed
MH-1493,Sanitary Pattern Load,0.0238,Fixed
MH-1586,Sanitary Pattern Load,0.0357,Fixed
MH-1617,Sanitary Pattern Load,0.0119,Fixed
MH-1503,Sanitary Pattern Load,0.0119,Fixed
MH-1620,Sanitary Pattern Load,0.0238,Fixed
MH-1489,Sanitary Pattern Load,0.0476,Fixed
MH-1594,Sanitary Pattern Load,0.0119,Fixed
MH-1573,Sanitary Pattern Load,0.0119,Fixed
MH-1470,Sanitary Pattern Load,0.0357,Fixed
MH-1577,Sanitary Pattern Load,0.0357,Fixed
MH-1566,Sanitary Pattern Load,0.0119,Fixed
MH-1371,Sanitary Pattern Load,0.0357,Fixed
MH-0935,Sanitary Pattern Load,0.0119,Fixed
MH-0922,Sanitary Pattern Load,0.0595,Fixed
MH-1384,Sanitary Pattern Load,0.0357,Fixed
MH-1461,Sanitary Pattern Load,0.0119,Fixed
MH-1065,Sanitary Pattern Load,0.0357,Fixed
MH-0979,Sanitary Pattern Load,0.0238,Fixed
MH-1124,Sanitary Pattern Load,0.0476,Fixed
MH-1397,Sanitary Pattern Load,0.0119,Fixed
MH-1468,Sanitary Pattern Load,0.0714,Fixed
MH-1448,Sanitary Pattern Load,0.0595,Fixed
MH-1441,Sanitary Pattern Load,0.0238,Fixed
MH-1432,Sanitary Pattern Load,0.0357,Fixed
MH-1423,Sanitary Pattern Load,0.0238,Fixed
MH-1433,Sanitary Pattern Load,0.0595,Fixed
MH-1407,Sanitary Pattern Load,0.0357,Fixed
MH-1394,Sanitary Pattern Load,0.0119,Fixed
MH-1391,Sanitary Pattern Load,0.0119,Fixed
MH-1413,Sanitary Pattern Load,0.0357,Fixed
MH-1123,Sanitary Pattern Load,0.0238,Fixed
MH-1263,Sanitary Pattern Load,0.0119,Fixed
MH-1353,Sanitary Pattern Load,0.0238,Fixed
MH-1297,Sanitary Pattern Load,0.0357,Fixed
MH-1134,Sanitary Pattern Load,0.0119,Fixed
MH-1026,Sanitary Pattern Load,0.0476,Fixed
MH-1366,Sanitary Pattern Load,0.0119,Fixed
MH-1314,Sanitary Pattern Load,0.0119,Fixed
MH-1574,Sanitary Pattern Load,0.0119,Fixed
MH-1480,Sanitary Pattern Load,0.0476,Fixed
MH-1518,Sanitary Pattern Load,0.0238,Fixed
MH-1502,Sanitary Pattern Load,0.0357,Fixed
MH-1479,Sanitary Pattern Load,0.0119,Fixed
MH-1402,Sanitary Pattern Load,0.0119,Fixed
MH-1421,Sanitary Pattern Load,0.0119,Fixed
MH-1419,Sanitary Pattern Load,0.0119,Fixed
MH-1398,Sanitary Pattern Load,0.0119,Fixed
MH-1376,Sanitary Pattern Load,0.0357,Fixed
MH-1361,Sanitary Pattern Load,0.0119,Fixed
MH-1357,Sanitary Pattern Load,0.0238,Fixed
MH-1370,Sanitary Pattern Load,0.0476,Fixed
MH-1351,Sanitary Pattern Load,0.0595,Fixed
MH-1343,Sanitary Pattern Load,0.0238,Fixed
MH-1337,Sanitary Pattern Load,0.0119,Fixed
MH-1319,Sanitary Pattern Load,0.0238,Fixed
MH-1306,Sanitary Pattern Load,0.0595,Fixed
MH-1275,Sanitary Pattern Load,0.0476,Fixed
MH-1066,Sanitary Pattern Load,0.0238,Fixed
MH-1267,Sanitary Pattern Load,0.0476,Fixed
MH-1210,Sanitary Pattern Load,0.0476,Fixed
MH-1299,Sanitary Pattern Load,0.0357,Fixed
MH-1317,Sanitary Pattern Load,0.0119,Fixed
MH-1363,Sanitary Pattern Load,0.0119,Fixed
MH-1405,Sanitary Pattern Load,0.0119,Fixed
MH-1354,Sanitary Pattern Load,0.0238,Fixed
MH-1321,Sanitary Pattern Load,0.0357,Fixed
MH-1322,Sanitary Pattern Load,0.0119,Fixed
MH-1295,Sanitary Pattern Load,0.0119,Fixed
MH-1323,Sanitary Pattern Load,0.0119,Fixed
MH-1290,Sanitary Pattern Load,0.0238,Fixed
MH-1248,Sanitary Pattern Load,0.0476,Fixed
MH-1274,Sanitary Pattern Load,0.0238,Fixed
MH-1237,Sanitary Pattern Load,0.0238,Fixed
MH-1292,Sanitary Pattern Load,0.0119,Fixed
MH-1300,Sanitary Pattern Load,0.0119,Fixed
MH-1184,Sanitary Pattern Load,0.0357,Fixed
MH-1283,Sanitary Pattern Load,0.0119,Fixed
MH-1315,Sanitary Pattern Load,0.0238,Fixed
MH-1240,Sanitary Pattern Load,0.0238,Fixed
MH-1287,Sanitary Pattern Load,0.0238,Fixed
MH-1206,Sanitary Pattern Load,0.0119,Fixed
MH-1296,Sanitary Pattern Load,0.0476,Fixed
MH-1272,Sanitary Pattern Load,0.0238,Fixed
MH-1313,Sanitary Pattern Load,0.0357,Fixed
MH-1245,Sanitary Pattern Load,0.0238,Fixed
MH-1271,Sanitary Pattern Load,0.0238,Fixed
MH-1161,Sanitary Pattern Load,0.0476,Fixed
MH-1153,Sanitary Pattern Load,0.0238,Fixed
MH-1119,Sanitary Pattern Load,0.0238,Fixed
MH-1131,Sanitary Pattern Load,0.0357,Fixed
MH-1142,Sanitary Pattern Load,0.0119,Fixed
MH-1241,Sanitary Pattern Load,0.0238,Fixed
MH-1301,Sanitary Pattern Load,0.0357,Fixed
MH-1273,Sanitary Pattern Load,0.0119,Fixed
MH-1265,Sanitary Pattern Load,0.0238,Fixed
MH-1268,Sanitary Pattern Load,0.0119,Fixed
MH-1281,Sanitary Pattern Load,0.0476,Fixed
MH-1221,Sanitary Pattern Load,0.0595,Fixed
MH-1195,Sanitary Pattern Load,0.0595,Fixed
MH-1188,Sanitary Pattern Load,0.0119,Fixed
MH-1261,Sanitary Pattern Load,0.0119,Fixed
MH-1246,Sanitary Pattern Load,0.0119,Fixed
MH-1191,Sanitary Pattern Load,0.0119,Fixed
MH-1225,Sanitary Pattern Load,0.0357,Fixed
MH-1192,Sanitary Pattern Load,0.0238,Fixed
MH-1129,Sanitary Pattern Load,0.0357,Fixed
MH-1170,Sanitary Pattern Load,0.0357,Fixed
MH-1197,Sanitary Pattern Load,0.0119,Fixed
MH-1095,Sanitary Pattern Load,0.0357,Fixed
MH-1182,Sanitary Pattern Load,0.0357,Fixed
MH-1194,Sanitary Pattern Load,0.0357,Fixed
MH-1179,Sanitary Pattern Load,0.0119,Fixed
MH-1135,Sanitary Pattern Load,0.0238,Fixed
MH-1276,Sanitary Pattern Load,0.0119,Fixed
MH-1200,Sanitary Pattern Load,0.0238,Fixed
MH-1013,Sanitary Pattern Load,0.0357,Fixed
MH-1073,Sanitary Pattern Load,0.0714,Fixed
MH-1178,Sanitary Pattern Load,0.0595,Fixed
MH-1177,Sanitary Pattern Load,0.0238,Fixed
MH-1050,Sanitary Pattern Load,0.0119,Fixed
MH-1148,Sanitary Pattern Load,0.0357,Fixed
MH-1037,Sanitary Pattern Load,0.0119,Fixed
MH-0949,Sanitary Pattern Load,0.0238,Fixed
MH-1008,Sanitary Pattern Load,0.0238,Fixed
MH-1243,Sanitary Pattern Load,0.0357,Fixed
MH-1204,Sanitary Pattern Load,0.0238,Fixed
MH-1167,Sanitary Pattern Load,0.0119,Fixed
MH-1104,Sanitary Pattern Load,0.0595,Fixed
MH-1117,Sanitary Pattern Load,0.0357,Fixed
MH-1149,Sanitary Pattern Load,0.0238,Fixed
MH-1089,Sanitary Pattern Load,0.0714,Fixed
MH-1122,Sanitary Pattern Load,0.0357,Fixed
MH-1146,Sanitary Pattern Load,0.0238,Fixed
MH-1077,Sanitary Pattern Load,0.0595,Fixed
MH-1045,Sanitary Pattern Load,0.0238,Fixed
MH-1112,Sanitary Pattern Load,0.0238,Fixed
MH-1139,Sanitary Pattern Load,0.0357,Fixed
MH-1043,Sanitary Pattern Load,0.0476,Fixed
MH-0938,Sanitary Pattern Load,0.0119,Fixed
MH-0978,Sanitary Pattern Load,0.0595,Fixed
MH-0993,Sanitary Pattern Load,0.0714,Fixed
MH-0964,Sanitary Pattern Load,0.0119,Fixed
MH-0943,Sanitary Pattern Load,0.0595,Fixed
MH-0926,Sanitary Pattern Load,0.0119,Fixed
MH-0931,Sanitary Pattern Load,0.0238,Fixed
MH-0953,Sanitary Pattern Load,0.0476,Fixed
MH-1137,Sanitary Pattern Load,0.0476,Fixed
MH-1133,Sanitary Pattern Load,0.0476,Fixed
MH-1006,Sanitary Pattern Load,0.0357,Fixed
MH-1062,Sanitary Pattern Load,0.0119,Fixed
MH-1086,Sanitary Pattern Load,0.0595,Fixed
MH-1087,Sanitary Pattern Load,0.0952,Fixed
MH-0845,Sanitary Pattern Load,0.0595,Fixed
MH-0883,Sanitary Pattern Load,0.0595,Fixed
MH-1036,Sanitary Pattern Load,0.0119,Fixed
MH-0857,Sanitary Pattern Load,0.0357,Fixed
MH-1072,Sanitary Pattern Load,0.0119,Fixed
MH-0913,Sanitary Pattern Load,0.0595,Fixed
MH-0948,Sanitary Pattern Load,0.0357,Fixed
MH-0959,Sanitary Pattern Load,0.0238,Fixed
MH-0944,Sanitary Pattern Load,0.0238,Fixed
MH-0923,Sanitary Pattern Load,0.0238,Fixed
MH-0885,Sanitary Pattern Load,0.0119,Fixed
MH-1017,Sanitary Pattern Load,0.0119,Fixed
MH-1001,Sanitary Pattern Load,0.0238,Fixed
MH-0981,Sanitary Pattern Load,0.0357,Fixed
MH-1051,Sanitary Pattern Load,0.0119,Fixed
MH-1039,Sanitary Pattern Load,0.0714,Fixed
MH-1025,Sanitary Pattern Load,0.0119,Fixed
MH-1115,Sanitary Pattern Load,0.0357,Fixed
MH-1279,Sanitary Pattern Load,0.0357,Fixed
MH-1255,Sanitary Pattern Load,0.0833,Fixed
MH-1217,Sanitary Pattern Load,0.0476,Fixed
MH-1208,Sanitary Pattern Load,0.0119,Fixed
MH-1205,Sanitary Pattern Load,0.0238,Fixed
MH-1218,Sanitary Pattern Load,0.0238,Fixed
MH-1213,Sanitary Pattern Load,0.0119,Fixed
MH-1111,Sanitary Pattern Load,0.0476,Fixed
MH-1070,Sanitary Pattern Load,0.0476,Fixed
MH-1033,Sanitary Pattern Load,0.0119,Fixed
MH-0934,Sanitary Pattern Load,0.0119,Fixed
MH-0962,Sanitary Pattern Load,0.0119,Fixed
MH-1171,Sanitary Pattern Load,0.0119,Fixed
MH-1156,Sanitary Pattern Load,0.0357,Fixed
MH-0991,Sanitary Pattern Load,0.0119,Fixed
MH-1151,Sanitary Pattern Load,0.0357,Fixed
MH-1080,Sanitary Pattern Load,0.0119,Fixed
MH-1113,Sanitary Pattern Load,0.0357,Fixed
MH-1002,Sanitary Pattern Load,0.0119,Fixed
MH-1046,Sanitary Pattern Load,0.0714,Fixed
MH-0748,Sanitary Pattern Load,0.0357,Fixed
MH-0683,Sanitary Pattern Load,0.0119,Fixed
MH-1082,Sanitary Pattern Load,0.0119,Fixed
MH-1083,Sanitary Pattern Load,0.0238,Fixed
MH-1044,Sanitary Pattern Load,0.0238,Fixed
MH-1007,Sanitary Pattern Load,0.0238,Fixed
MH-1056,Sanitary Pattern Load,0.0357,Fixed
MH-0997,Sanitary Pattern Load,0.0714,Fixed
MH-0927,Sanitary Pattern Load,0.0357,Fixed
MH-0868,Sanitary Pattern Load,0.0119,Fixed
MH-0870,Sanitary Pattern Load,0.0833,Fixed
MH-0836,Sanitary Pattern Load,0.0357,Fixed
MH-0995,Sanitary Pattern Load,0.0476,Fixed
MH-0980,Sanitary Pattern Load,0.0833,Fixed
MH-0960,Sanitary Pattern Load,0.0238,Fixed
MH-0878,Sanitary Pattern Load,0.0714,Fixed
MH-0912,Sanitary Pattern Load,0.0714,Fixed
MH-0972,Sanitary Pattern Load,0.0238,Fixed
MH-0936,Sanitary Pattern Load,0.0238,Fixed
MH-0956,Sanitary Pattern Load,0.0595,Fixed
MH-0880,Sanitary Pattern Load,0.0119,Fixed
MH-0921,Sanitary Pattern Load,0.0238,Fixed
MH-1018,Sanitary Pattern Load,0.0119,Fixed
MH-0754,Sanitary Pattern Load,0.0238,Fixed
MH-0806,Sanitary Pattern Load,0.0238,Fixed
MH-0977,Sanitary Pattern Load,0.0238,Fixed
MH-0889,Sanitary Pattern Load,0.0119,Fixed
MH-0846,Sanitary Pattern Load,0.0238,Fixed
MH-0768,Sanitary Pattern Load,0.0476,Fixed
MH-0761,Sanitary Pattern Load,0.0357,Fixed
MH-0841,Sanitary Pattern Load,0.0238,Fixed
MH-0814,Sanitary Pattern Load,0.0476,Fixed
MH-0739,Sanitary Pattern Load,0.0357,Fixed
MH-0807,Sanitary Pattern Load,0.0595,Fixed
MH-0835,Sanitary Pattern Load,0.0119,Fixed
MH-0692,Sanitary Pattern Load,0.0238,Fixed
MH-0708,Sanitary Pattern Load,0.0595,Fixed
MH-0842,Sanitary Pattern Load,0.0357,Fixed
MH-0750,Sanitary Pattern Load,0.0357,Fixed
MH-0753,Sanitary Pattern Load,0.0238,Fixed
MH-0843,Sanitary Pattern Load,0.0119,Fixed
MH-0829,Sanitary Pattern Load,0.0238,Fixed
MH-0810,Sanitary Pattern Load,0.0119,Fixed
MH-0858,Sanitary Pattern Load,0.0119,Fixed
MH-0827,Sanitary Pattern Load,0.0238,Fixed
MH-0793,Sanitary Pattern Load,0.0238,Fixed
MH-0777,Sanitary Pattern Load,0.0357,Fixed
MH-0774,Sanitary Pattern Load,0.0119,Fixed
MH-0661,Sanitary Pattern Load,0.0119,Fixed
MH-0805,Sanitary Pattern Load,0.0476,Fixed
MH-0738,Sanitary Pattern Load,0.0476,Fixed
MH-0744,Sanitary Pattern Load,0.0119,Fixed
MH-0681,Sanitary Pattern Load,0.0476,Fixed
MH-0689,Sanitary Pattern Load,0.0119,Fixed
MH-0786,Sanitary Pattern Load,0.0119,Fixed
MH-0839,Sanitary Pattern Load,0.0476,Fixed
MH-0823,Sanitary Pattern Load,0.0119,Fixed
MH-0811,Sanitary Pattern Load,0.0238,Fixed
MH-0794,Sanitary Pattern Load,0.0119,Fixed
MH-0800,Sanitary Pattern Load,0.0119,Fixed
MH-0871,Sanitary Pattern Load,0.0238,Fixed
MH-0817,Sanitary Pattern Load,0.0119,Fixed
MH-0819,Sanitary Pattern Load,0.0119,Fixed
MH-0809,Sanitary Pattern Load,0.0119,Fixed
MH-1024,Sanitary Pattern Load,0.0119,Fixed
MH-1009,Sanitary Pattern Load,0.0119,Fixed
MH-1011,Sanitary Pattern Load,0.0119,Fixed
MH-1000,Sanitary Pattern Load,0.0238,Fixed
MH-0940,Sanitary Pattern Load,0.0238,Fixed
MH-0952,Sanitary Pattern Load,0.0119,Fixed
MH-0968,Sanitary Pattern Load,0.0238,Fixed
MH-0866,Sanitary Pattern Load,0.0357,Fixed
MH-0963,Sanitary Pattern Load,0.0119,Fixed
MH-0983,Sanitary Pattern Load,0.0238,Fixed
MH-0925,Sanitary Pattern Load,0.0357,Fixed
MH-0937,Sanitary Pattern Load,0.0119,Fixed
MH-0917,Sanitary Pattern Load,0.0238,Fixed
MH-0909,Sanitary Pattern Load,0.0119,Fixed
MH-0897,Sanitary Pattern Load,0.0119,Fixed
MH-0787,Sanitary Pattern Load,0.0119,Fixed
MH-0762,Sanitary Pattern Load,0.0238,Fixed
MH-0749,Sanitary Pattern Load,0.0119,Fixed
MH-0788,Sanitary Pattern Load,0.0476,Fixed
MH-0707,Sanitary Pattern Load,0.0119,Fixed
MH-0747,Sanitary Pattern Load,0.0119,Fixed
MH-0733,Sanitary Pattern Load,0.0238,Fixed
MH-1040,Sanitary Pattern Load,0.0119,Fixed
MH-0946,Sanitary Pattern Load,0.0119,Fixed
MH-0985,Sanitary Pattern Load,0.0238,Fixed
MH-0905,Sanitary Pattern Load,0.0119,Fixed
MH-0920,Sanitary Pattern Load,0.0595,Fixed
MH-0820,Sanitary Pattern Load,0.0119,Fixed
MH-1455,Sanitary Pattern Load,0.0238,Fixed
MH-1457,Sanitary Pattern Load,0.0357,Fixed
MH-1449,Sanitary Pattern Load,0.0119,Fixed
MH-1359,Sanitary Pattern Load,0.0119,Fixed
MH-1041,Sanitary Pattern Load,0.0119,Fixed
MH-0932,Sanitary Pattern Load,0.0357,Fixed
MH-0828,Sanitary Pattern Load,0.0595,Fixed
MH-0915,Sanitary Pattern Load,0.0238,Fixed
MH-0906,Sanitary Pattern Load,0.0238,Fixed
MH-0755,Sanitary Pattern Load,0.0952,Fixed
MH-0803,Sanitary Pattern Load,0.0595,Fixed
MH-0877,Sanitary Pattern Load,0.0357,Fixed
MH-0717,Sanitary Pattern Load,0.0238,Fixed
MH-0666,Sanitary Pattern Load,0.0476,Fixed
MH-0860,Sanitary Pattern Load,0.0476,Fixed
MH-0895,Sanitary Pattern Load,0.0238,Fixed
MH-0680,Sanitary Pattern Load,0.0595,Fixed
MH-0808,Sanitary Pattern Load,0.0714,Fixed
MH-0771,Sanitary Pattern Load,0.0476,Fixed
MH-0735,Sanitary Pattern Load,0.0595,Fixed
MH-0695,Sanitary Pattern Load,0.0238,Fixed
MH-1038,Sanitary Pattern Load,0.0238,Fixed
MH-0896,Sanitary Pattern Load,0.0714,Fixed
MH-0854,Sanitary Pattern Load,0.0714,Fixed
MH-0951,Sanitary Pattern Load,0.0357,Fixed
MH-0904,Sanitary Pattern Load,0.0238,Fixed
MH-0847,Sanitary Pattern Load,0.0357,Fixed
MH-0646,Sanitary Pattern Load,0.0119,Fixed
MH-0679,Sanitary Pattern Load,0.0119,Fixed
MH-0632,Sanitary Pattern Load,0.0238,Fixed
MH-0620,Sanitary Pattern Load,0.1071,Fixed
MH-0587,Sanitary Pattern Load,0.2617,Fixed
MH-0619,Sanitary Pattern Load,0.0238,Fixed
MH-0813,Sanitary Pattern Load,0.0476,Fixed
MH-0608,Sanitary Pattern Load,0.0119,Fixed
MH-0886,Sanitary Pattern Load,0.0595,Fixed
MH-0833,Sanitary Pattern Load,0.0952,Fixed
MH-0734,Sanitary Pattern Load,0.0476,Fixed
MH-0702,Sanitary Pattern Load,0.0238,Fixed
MH-0672,Sanitary Pattern Load,0.0238,Fixed
MH-0713,Sanitary Pattern Load,0.0119,Fixed
MH-0834,Sanitary Pattern Load,0.1071,Fixed
MH-0655,Sanitary Pattern Load,0.0357,Fixed
MH-0651,Sanitary Pattern Load,0.0595,Fixed
MH-0626,Sanitary Pattern Load,0.0595,Fixed
MH-0621,Sanitary Pattern Load,0.0119,Fixed
MH-0569,Sanitary Pattern Load,0.0238,Fixed
MH-0640,Sanitary Pattern Load,0.0119,Fixed
MH-0585,Sanitary Pattern Load,0.0357,Fixed
MH-0563,Sanitary Pattern Load,0.0714,Fixed
MH-0616,Sanitary Pattern Load,0.0595,Fixed
MH-0635,Sanitary Pattern Load,0.0238,Fixed
MH-0468,Sanitary Pattern Load,0.0833,Fixed
MH-0370,Sanitary Pattern Load,0.0119,Fixed
MH-0362,Sanitary Pattern Load,0.0119,Fixed
MH-0508,Sanitary Pattern Load,0.0238,Fixed
MH-0610,Sanitary Pattern Load,0.0119,Fixed
MH-0562,Sanitary Pattern Load,0.0714,Fixed
MH-0541,Sanitary Pattern Load,0.0357,Fixed
MH-0592,Sanitary Pattern Load,0.0714,Fixed
MH-0597,Sanitary Pattern Load,0.0119,Fixed
MH-0606,Sanitary Pattern Load,0.0476,Fixed
MH-0432,Sanitary Pattern Load,0.0357,Fixed
MH-0476,Sanitary Pattern Load,0.0119,Fixed
MH-0486,Sanitary Pattern Load,0.0119,Fixed
MH-0495,Sanitary Pattern Load,0.0119,Fixed
MH-0505,Sanitary Pattern Load,0.0119,Fixed
MH-0515,Sanitary Pattern Load,0.0357,Fixed
MH-0557,Sanitary Pattern Load,0.0119,Fixed
MH-0524,Sanitary Pattern Load,0.0595,Fixed
MH-0455,Sanitary Pattern Load,0.0238,Fixed
MH-0474,Sanitary Pattern Load,0.0595,Fixed
MH-0493,Sanitary Pattern Load,0.0238,Fixed
MH-0572,Sanitary Pattern Load,0.0357,Fixed
MH-0352,Sanitary Pattern Load,0.0119,Fixed
MH-0427,Sanitary Pattern Load,0.0119,Fixed
MH-0451,Sanitary Pattern Load,0.0238,Fixed
MH-0548,Sanitary Pattern Load,0.0119,Fixed
MH-0576,Sanitary Pattern Load,0.0119,Fixed
MH-0790,Sanitary Pattern Load,0.0119,Fixed
MH-0502,Sanitary Pattern Load,0.0476,Fixed
MH-0448,Sanitary Pattern Load,0.0238,Fixed
MH-0473,Sanitary Pattern Load,0.0357,Fixed
MH-0527,Sanitary Pattern Load,0.0119,Fixed
MH-0517,Sanitary Pattern Load,0.0238,Fixed
MH-0442,Sanitary Pattern Load,0.0476,Fixed
MH-0475,Sanitary Pattern Load,0.0357,Fixed
MH-0573,Sanitary Pattern Load,0.0476,Fixed
MH-0464,Sanitary Pattern Load,0.0476,Fixed
MH-0467,Sanitary Pattern Load,0.0238,Fixed
MH-0558,Sanitary Pattern Load,0.0595,Fixed
MH-0490,Sanitary Pattern Load,0.0595,Fixed
MH-0346,Sanitary Pattern Load,0.0119,Fixed
MH-0326,Sanitary Pattern Load,0.0357,Fixed
MH-0401,Sanitary Pattern Load,0.0119,Fixed
MH-0571,Sanitary Pattern Load,0.0595,Fixed
MH-0512,Sanitary Pattern Load,0.0833,Fixed
MH-0462,Sanitary Pattern Load,0.0476,Fixed
MH-0466,Sanitary Pattern Load,0.0357,Fixed
MH-0345,Sanitary Pattern Load,0.0238,Fixed
MH-0338,Sanitary Pattern Load,0.0119,Fixed
MH-0323,Sanitary Pattern Load,0.0238,Fixed
MH-0528,Sanitary Pattern Load,0.0119,Fixed
MH-0429,Sanitary Pattern Load,0.0476,Fixed
MH-0272,Sanitary Pattern Load,0.0714,Fixed
MH-0408,Sanitary Pattern Load,0.0357,Fixed
MH-0397,Sanitary Pattern Load,0.0238,Fixed
MH-0518,Sanitary Pattern Load,0.0476,Fixed
MH-0496,Sanitary Pattern Load,0.0357,Fixed
MH-0391,Sanitary Pattern Load,0.0357,Fixed
MH-0348,Sanitary Pattern Load,0.0357,Fixed
MH-0273,Sanitary Pattern Load,0.0595,Fixed
MH-0262,Sanitary Pattern Load,0.0119,Fixed
MH-0283,Sanitary Pattern Load,0.0357,Fixed
MH-0313,Sanitary Pattern Load,0.0238,Fixed
MH-0328,Sanitary Pattern Load,0.0119,Fixed
MH-0577,Sanitary Pattern Load,0.0595,Fixed
MH-0509,Sanitary Pattern Load,0.0714,Fixed
MH-0567,Sanitary Pattern Load,0.0595,Fixed
MH-0461,Sanitary Pattern Load,0.0357,Fixed
MH-0450,Sanitary Pattern Load,0.0833,Fixed
MH-0500,Sanitary Pattern Load,0.0357,Fixed
MH-0446,Sanitary Pattern Load,0.1071,Fixed
MH-0375,Sanitary Pattern Load,0.0476,Fixed
MH-0381,Sanitary Pattern Load,0.0238,Fixed
MH-0335,Sanitary Pattern Load,0.0238,Fixed
MH-0385,Sanitary Pattern Load,0.0119,Fixed
MH-0039,Sanitary Pattern Load,0.0238,Fixed
MH-0160,Sanitary Pattern Load,0.0238,Fixed
MH-0465,Sanitary Pattern Load,0.0119,Fixed
