fid,tariff,x,y,lon,lat,plot_name,plot_class,moh_class,build_st
238,CRT Seasonal,56.5,23.2,56.516089,23.2169,Additional Account Tariff,Residential-Commercial,2,EXisting
362,CRT Time of Use,56.5,23.2,56.454874,23.221065,CRT Time of Use,Residential-Commercial,2,EXisting
363,CRT Time of Use,56.5,23.2,56.454874,23.221065,CRT Time of Use,Residential-Commercial,2,EXisting
486,CRT Seasonal,56.5,23.2,56.514176,23.228757,Commercial,Residential-Commercial,2,EXisting
728,CRT Seasonal,56.6,23.3,56.615369,23.317417,CRT Seasonal,Commercial,3,EXisting
1260,CRT Seasonal,56.5,23.1,56.476833,23.147847,CRT Seasonal,Residential,99,EXisting
1401,CRT Seasonal,56.6,23.3,56.550316,23.281995,CRT Seasonal,Residential,1,EXisting
1402,CRT Seasonal,56.6,23.3,56.550316,23.281995,CRT Seasonal,Residential,1,EXisting
1403,CRT Seasonal,56.6,23.3,56.550316,23.281995,CRT Seasonal,Residential,1,EXisting
1404,CRT Seasonal,56.6,23.3,56.550316,23.281995,CRT Seasonal,Residential,1,EXisting
1405,CRT Seasonal,56.6,23.3,56.550316,23.281995,CRT Seasonal,Residential,1,EXisting
1406,CRT Seasonal,56.6,23.3,56.550316,23.281995,CRT Seasonal,Residential,1,EXisting
1665,CRT Seasonal,56.5,23.2,56.516444,23.220173,Additional Account Tariff,Residential-Commercial,2,EXisting
2000,CRT Seasonal,56.5,23.2,56.51782,23.212788,CRT Seasonal,Agricultural,4,EXisting
2001,CRT Seasonal,56.5,23.2,56.518301,23.212689,CRT Seasonal,Agricultural,4,EXisting
2130,CRT Seasonal,56.5,23.3,56.548071,23.278466,CRT Seasonal,Residential,99,EXisting
2137,CRT Time of Use,56.5,23.3,56.542783,23.278802,CRT Time of Use,Agricultural,4,EXisting
2153,CRT Seasonal,56.5,23.3,56.534175,23.272852,CRT Seasonal,Agricultural,4,EXisting
2557,CRT Time of Use,56.6,23.3,56.552052,23.286074,CRT Time of Use,Residential,1,EXisting
2558,CRT Time of Use,56.6,23.3,56.552052,23.286074,CRT Time of Use,Residential,1,EXisting
2559,CRT Time of Use,56.6,23.3,56.552052,23.286074,CRT Time of Use,Residential,1,EXisting
2560,CRT Time of Use,56.6,23.3,56.552052,23.286074,CRT Time of Use,Residential,1,EXisting
3400,CRT Seasonal,56.5,23.3,56.544673,23.278926,CRT Seasonal,Agricultural,4,EXisting
3465,CRT Time of Use,56.6,23.3,56.555965,23.261807,CRT Time of Use,Industrial,7,EXisting
4018,CRT Time of Use,56.5,23.2,56.512265,23.215782,Government,Agricultural,4,EXisting
4019,CRT Seasonal,56.5,23.2,56.512265,23.215782,Government,Agricultural,4,EXisting
4460,CRT Seasonal,56.5,23.3,56.544245,23.278734,CRT Seasonal,Agricultural,4,EXisting
4611,CRT Seasonal,56.5,23.2,56.514041,23.219172,CRT Seasonal,Residential,5,EXisting
4752,CRT Seasonal,56.5,23.2,56.513266,23.229341,Additional Account Tariff,Commercial,3,EXisting
4754,CRT Seasonal,56.5,23.2,56.513266,23.229341,Additional Account Tariff,Commercial,3,EXisting
4755,CRT Seasonal,56.5,23.2,56.513266,23.229341,Additional Account Tariff,Commercial,3,EXisting
4756,CRT Seasonal,56.5,23.2,56.513266,23.229341,Additional Account Tariff,Commercial,3,EXisting
4757,CRT Seasonal,56.5,23.2,56.513266,23.229341,Additional Account Tariff,Commercial,3,EXisting
4758,CRT Seasonal,56.5,23.2,56.513266,23.229341,Additional Account Tariff,Commercial,3,EXisting
4759,CRT Seasonal,56.5,23.2,56.513266,23.229341,Additional Account Tariff,Commercial,3,EXisting
4760,CRT Seasonal,56.5,23.2,56.513266,23.229341,Additional Account Tariff,Commercial,3,EXisting
4761,CRT Seasonal,56.5,23.2,56.513266,23.229341,Additional Account Tariff,Commercial,3,EXisting
4762,CRT Seasonal,56.5,23.2,56.513266,23.229341,Additional Account Tariff,Commercial,3,EXisting
4763,CRT Seasonal,56.5,23.2,56.513266,23.229341,Additional Account Tariff,Commercial,3,EXisting
4764,CRT Seasonal,56.5,23.2,56.513266,23.229341,Additional Account Tariff,Commercial,3,EXisting
4765,CRT Seasonal,56.5,23.2,56.513266,23.229341,Additional Account Tariff,Commercial,3,EXisting
4766,CRT Seasonal,56.5,23.2,56.513266,23.229341,Additional Account Tariff,Commercial,3,EXisting
4767,CRT Seasonal,56.5,23.2,56.513266,23.229341,Additional Account Tariff,Commercial,3,EXisting
4768,CRT Seasonal,56.5,23.2,56.513266,23.229341,Additional Account Tariff,Commercial,3,EXisting
4770,CRT Seasonal,56.5,23.2,56.513266,23.229341,Additional Account Tariff,Commercial,3,EXisting
4771,CRT Seasonal,56.5,23.2,56.513266,23.229341,Additional Account Tariff,Commercial,3,EXisting
4997,CRT Seasonal,56.5,23.2,56.514014,23.217527,CRT Seasonal,Agricultural,4,EXisting
5023,CRT Time of Use,56.5,23.2,56.511372,23.217451,Primary Account Tariff,Residential-Commercial,2,EXisting
5025,CRT Seasonal,56.5,23.2,56.511372,23.217451,Primary Account Tariff,Residential-Commercial,2,EXisting
5107,CRT Seasonal,56.5,23.2,56.497804,23.2408,CRT Seasonal,Residential,99,EXisting
5547,CRT Time of Use,56.5,23.3,56.547826,23.277814,CRT Time of Use,Residential,0,EXisting
5598,CRT Seasonal,56.5,23.2,56.50043,23.235865,Primary Account Tariff,Proposed,8,EXisting
5599,CRT Seasonal,56.5,23.2,56.50043,23.235865,Primary Account Tariff,Proposed,8,EXisting
5600,CRT Seasonal,56.5,23.2,56.50043,23.235865,Primary Account Tariff,Proposed,8,EXisting
5632,CRT Seasonal,56.5,23.2,56.477011,23.214112,CRT Seasonal,Agricultural,4,EXisting
5633,CRT Seasonal,56.5,23.2,56.477011,23.214112,CRT Seasonal,Agricultural,4,EXisting
5634,CRT Seasonal,56.5,23.2,56.477011,23.214112,CRT Seasonal,Agricultural,4,EXisting
5635,CRT Seasonal,56.5,23.2,56.477011,23.214112,CRT Seasonal,Agricultural,4,EXisting
5859,CRT Seasonal,56.5,23.2,56.49799,23.240188,CRT Seasonal,Residential,0,EXisting
5918,CRT Seasonal,56.5,23.2,56.478611,23.204681,CRT Seasonal,Agricultural,4,EXisting
6584,CRT Seasonal,56.5,23.3,56.548523,23.277596,Additional Account Tariff,Residential-Commercial,2,EXisting
6585,CRT Seasonal,56.5,23.3,56.548523,23.277596,Additional Account Tariff,Residential-Commercial,2,EXisting
6586,CRT Seasonal,56.5,23.3,56.548523,23.277596,Additional Account Tariff,Residential-Commercial,2,EXisting
6587,CRT Seasonal,56.5,23.3,56.548523,23.277596,Additional Account Tariff,Residential-Commercial,2,EXisting
6588,CRT Seasonal,56.5,23.3,56.548523,23.277596,Additional Account Tariff,Residential-Commercial,2,EXisting
6786,CRT Time of Use,56.6,23.3,56.554294,23.291291,CRT Time of Use,Agricultural,4,EXisting
6787,CRT Time of Use,56.6,23.3,56.554294,23.291291,CRT Time of Use,Agricultural,4,EXisting
6788,CRT Time of Use,56.6,23.3,56.554294,23.291291,CRT Time of Use,Agricultural,4,EXisting
6789,CRT Time of Use,56.6,23.3,56.554294,23.291291,CRT Time of Use,Agricultural,4,EXisting
6790,CRT Time of Use,56.6,23.3,56.554294,23.291291,CRT Time of Use,Agricultural,4,EXisting
6791,CRT Time of Use,56.6,23.3,56.554294,23.291291,CRT Time of Use,Agricultural,4,EXisting
6792,CRT Time of Use,56.6,23.3,56.554294,23.291291,CRT Time of Use,Agricultural,4,EXisting
6793,CRT Time of Use,56.6,23.3,56.554294,23.291291,CRT Time of Use,Agricultural,4,EXisting
6794,CRT Time of Use,56.6,23.3,56.554294,23.291291,CRT Time of Use,Agricultural,4,EXisting
6896,CRT Time of Use,56.5,23.3,56.525399,23.259777,Government,Agricultural,4,EXisting
6897,CRT Time of Use,56.5,23.3,56.525399,23.259777,Government,Agricultural,4,EXisting
6898,CRT Time of Use,56.5,23.3,56.525399,23.259777,Government,Agricultural,4,EXisting
6899,CRT Time of Use,56.5,23.3,56.525399,23.259777,Government,Agricultural,4,EXisting
6901,CRT Time of Use,56.5,23.3,56.525399,23.259777,Government,Agricultural,4,EXisting
6902,CRT Time of Use,56.5,23.3,56.525399,23.259777,Government,Agricultural,4,EXisting
6969,CRT Seasonal,56.5,23.1,56.474698,23.143052,CRT Seasonal,Agricultural,4,EXisting
7506,CRT Seasonal,56.6,23.3,56.560898,23.302439,CRT Seasonal,Agricultural,4,EXisting
7730,CRT Seasonal,56.5,23.3,56.545789,23.287204,CRT Seasonal,Agricultural,4,EXisting
7831,CRT Seasonal,56.5,23.2,56.514334,23.242372,CRT Seasonal,Residential,0,EXisting
7832,CRT Seasonal,56.5,23.2,56.516854,23.229354,CRT Seasonal,Agricultural,4,EXisting
7849,CRT Seasonal,56.6,23.3,56.605195,23.318452,CRT Seasonal,Residential-Commercial,2,EXisting
8117,CRT Seasonal,56.5,23.3,56.549269,23.278973,CRT Seasonal,Residential-Commercial,2,EXisting
8118,CRT Seasonal,56.5,23.3,56.549269,23.278973,CRT Seasonal,Residential-Commercial,2,EXisting
8119,CRT Seasonal,56.5,23.3,56.549269,23.278973,CRT Seasonal,Residential-Commercial,2,EXisting
8120,CRT Seasonal,56.5,23.3,56.549269,23.278973,CRT Seasonal,Residential-Commercial,2,EXisting
8121,CRT Seasonal,56.5,23.3,56.549269,23.278973,CRT Seasonal,Residential-Commercial,2,EXisting
8122,CRT Seasonal,56.5,23.3,56.549269,23.278973,CRT Seasonal,Residential-Commercial,2,EXisting
8123,CRT Seasonal,56.5,23.3,56.549269,23.278973,CRT Seasonal,Residential-Commercial,2,EXisting
8221,CRT Seasonal,56.6,23.3,56.611168,23.323851,Commercial,Agricultural,4,EXisting
8437,CRT Seasonal,56.5,23.2,56.511491,23.240766,CRT Seasonal,Agricultural,4,EXisting
8443,CRT Seasonal,56.5,23.2,56.515908,23.223156,CRT Seasonal,Residential,0,EXisting
8444,CRT Seasonal,56.5,23.2,56.515908,23.223156,CRT Seasonal,Residential,0,EXisting
8445,CRT Seasonal,56.5,23.2,56.515908,23.223156,CRT Seasonal,Residential,0,EXisting
8446,CRT Seasonal,56.5,23.2,56.515908,23.223156,CRT Seasonal,Residential,0,EXisting
8447,CRT Seasonal,56.5,23.2,56.515908,23.223156,CRT Seasonal,Residential,0,EXisting
8448,CRT Seasonal,56.5,23.2,56.515908,23.223156,CRT Seasonal,Residential,0,EXisting
8449,CRT Seasonal,56.5,23.2,56.515908,23.223156,CRT Seasonal,Residential,0,EXisting
8450,CRT Seasonal,56.5,23.2,56.515908,23.223156,CRT Seasonal,Residential,0,EXisting
8451,CRT Seasonal,56.5,23.2,56.515908,23.223156,CRT Seasonal,Residential,0,EXisting
8452,CRT Seasonal,56.5,23.2,56.515908,23.223156,CRT Seasonal,Residential,0,EXisting
8453,CRT Seasonal,56.5,23.2,56.515908,23.223156,CRT Seasonal,Residential,0,EXisting
8494,CRT Seasonal,56.6,23.3,56.550479,23.282436,Primary Account Tariff,Residential,0,EXisting
8495,CRT Seasonal,56.6,23.3,56.550479,23.282436,Primary Account Tariff,Residential,0,EXisting
8496,CRT Seasonal,56.6,23.3,56.550479,23.282436,Primary Account Tariff,Residential,0,EXisting
8499,CRT Time of Use,56.6,23.3,56.550479,23.282436,Primary Account Tariff,Residential,0,EXisting
8501,CRT Seasonal,56.6,23.3,56.550479,23.282436,Primary Account Tariff,Residential,0,EXisting
8508,CRT Seasonal,56.6,23.3,56.550479,23.282436,Primary Account Tariff,Residential,0,EXisting
8705,CRT Seasonal,56.6,23.3,56.55328,23.278593,CRT Seasonal,Residential,5,EXisting
8706,CRT Seasonal,56.6,23.3,56.55328,23.278593,CRT Seasonal,Residential,5,EXisting
8707,CRT Seasonal,56.6,23.3,56.55328,23.278593,CRT Seasonal,Residential,5,EXisting
8712,CRT Seasonal,56.6,23.3,56.55328,23.278593,CRT Seasonal,Residential,5,EXisting
8713,CRT Seasonal,56.6,23.3,56.55328,23.278593,CRT Seasonal,Residential,5,EXisting
8759,CRT Time of Use,56.5,23.3,56.543115,23.273897,CRT Time of Use,Residential,0,EXisting
8760,CRT Time of Use,56.5,23.3,56.543115,23.273897,CRT Time of Use,Residential,0,EXisting
8761,CRT Time of Use,56.5,23.3,56.543115,23.273897,CRT Time of Use,Residential,0,EXisting
8762,CRT Time of Use,56.5,23.3,56.543115,23.273897,CRT Time of Use,Residential,0,EXisting
8763,CRT Time of Use,56.5,23.3,56.543115,23.273897,CRT Time of Use,Residential,0,EXisting
8764,CRT Time of Use,56.5,23.3,56.543115,23.273897,CRT Time of Use,Residential,0,EXisting
8765,CRT Seasonal,56.5,23.3,56.543115,23.273897,CRT Time of Use,Residential,0,EXisting
8766,CRT Time of Use,56.5,23.3,56.543115,23.273897,CRT Time of Use,Residential,0,EXisting
8767,CRT Time of Use,56.5,23.3,56.543115,23.273897,CRT Time of Use,Residential,0,EXisting
8768,CRT Time of Use,56.5,23.3,56.543115,23.273897,CRT Time of Use,Residential,0,EXisting
8769,CRT Time of Use,56.5,23.3,56.543115,23.273897,CRT Time of Use,Residential,0,EXisting
8770,CRT Time of Use,56.5,23.3,56.543115,23.273897,CRT Time of Use,Residential,0,EXisting
8771,CRT Time of Use,56.5,23.3,56.543115,23.273897,CRT Time of Use,Residential,0,EXisting
8772,CRT Time of Use,56.5,23.3,56.543115,23.273897,CRT Time of Use,Residential,0,EXisting
8773,CRT Time of Use,56.5,23.3,56.543205,23.273795,Government,Residential,1,EXisting
8774,CRT Seasonal,56.5,23.3,56.543205,23.273795,Government,Residential,1,EXisting
8872,CRT Time of Use,56.6,23.3,56.558695,23.297401,CRT Time of Use,Agricultural,4,EXisting
9093,CRT Seasonal,56.4,23.2,56.418773,23.246161,CRT Seasonal,Agricultural,4,EXisting
9094,CRT Time of Use,56.4,23.2,56.418773,23.246161,CRT Seasonal,Agricultural,4,EXisting
9114,CRT Time of Use,56.5,23.2,56.454892,23.22112,CRT Time of Use,Residential-Commercial,2,EXisting
9115,CRT Time of Use,56.5,23.2,56.454892,23.22112,CRT Time of Use,Residential-Commercial,2,EXisting
9116,CRT Time of Use,56.5,23.2,56.454892,23.22112,CRT Time of Use,Residential-Commercial,2,EXisting
9117,CRT Time of Use,56.5,23.2,56.454892,23.22112,CRT Time of Use,Residential-Commercial,2,EXisting
9118,CRT Time of Use,56.5,23.2,56.454892,23.22112,CRT Time of Use,Residential-Commercial,2,EXisting
9230,CRT Seasonal,56.5,23.2,56.495041,23.216813,CRT Seasonal,Residential,0,EXisting
9286,CRT Time of Use,56.5,23.2,56.48747,23.217121,CRT Time of Use,Residential,0,EXisting
9309,CRT Seasonal,56.5,23.2,56.491746,23.217225,CRT Seasonal,Residential-Commercial,2,EXisting
9311,CRT Time of Use,56.5,23.2,56.49034,23.217784,CRT Time of Use,Residential-Commercial,2,EXisting
9389,CRT Time of Use,56.4,23.2,56.44256,23.224416,Commercial,Residential,0,EXisting
9778,CRT Seasonal,56.5,23.2,56.458512,23.216572,CRT Seasonal,Residential,0,EXisting
9779,CRT Seasonal,56.5,23.2,56.458512,23.216572,CRT Seasonal,Residential,0,EXisting
9780,CRT Seasonal,56.5,23.2,56.458512,23.216572,CRT Seasonal,Residential,0,EXisting
9781,CRT Seasonal,56.5,23.2,56.458512,23.216572,CRT Seasonal,Residential,0,EXisting
9782,CRT Seasonal,56.5,23.2,56.458512,23.216572,CRT Seasonal,Residential,0,EXisting
9783,CRT Seasonal,56.5,23.2,56.458512,23.216572,CRT Seasonal,Residential,0,EXisting
9784,CRT Seasonal,56.5,23.2,56.458512,23.216572,CRT Seasonal,Residential,0,EXisting
9785,CRT Seasonal,56.5,23.2,56.458512,23.216572,CRT Seasonal,Residential,0,EXisting
9786,CRT Seasonal,56.5,23.2,56.458512,23.216572,CRT Seasonal,Residential,0,EXisting
9787,CRT Seasonal,56.5,23.2,56.45849,23.216694,CRT Seasonal,Residential,0,EXisting
9788,CRT Seasonal,56.5,23.2,56.45849,23.216694,CRT Seasonal,Residential,0,EXisting
9790,CRT Seasonal,56.4,23.2,56.446459,23.221626,CRT Seasonal,Residential,0,EXisting
10080,CRT Time of Use,56.5,23.2,56.487773,23.21571,Commercial,Residential-Commercial,2,EXisting
10214,CRT Seasonal,56.5,23.2,56.497205,23.217314,Primary Account Tariff,Residential,0,EXisting
10215,CRT Seasonal,56.5,23.2,56.497205,23.217314,Primary Account Tariff,Residential,0,EXisting
10216,CRT Seasonal,56.5,23.2,56.497205,23.217314,Primary Account Tariff,Residential,0,EXisting
10217,CRT Seasonal,56.5,23.2,56.497205,23.217314,Primary Account Tariff,Residential,0,EXisting
10218,CRT Seasonal,56.5,23.2,56.497205,23.217314,Primary Account Tariff,Residential,0,EXisting
10219,CRT Seasonal,56.5,23.2,56.497205,23.217314,Primary Account Tariff,Residential,0,EXisting
10222,CRT Seasonal,56.5,23.2,56.497205,23.217314,Primary Account Tariff,Residential,0,EXisting
10296,CRT Seasonal,56.5,23.2,56.494515,23.216746,CRT Seasonal,Residential,0,EXisting
10501,CRT Seasonal,56.5,23.3,56.499849,23.258018,CRT Seasonal,Residential,0,EXisting
10715,CRT Seasonal,56.6,23.3,56.556799,23.250585,CRT Seasonal,Commercial,3,EXisting
10718,CRT Seasonal,56.6,23.3,56.556799,23.250585,CRT Seasonal,Commercial,3,EXisting
10722,CRT Seasonal,56.6,23.3,56.556799,23.250585,CRT Seasonal,Commercial,3,EXisting
10724,CRT Seasonal,56.6,23.3,56.556799,23.250585,CRT Seasonal,Commercial,3,EXisting
10725,CRT Seasonal,56.6,23.3,56.556799,23.250585,CRT Seasonal,Commercial,3,EXisting
10780,CRT Seasonal,56.5,23.2,56.50032,23.218979,Commercial,Residential,99,EXisting
10848,CRT Seasonal,56.5,23.2,56.498186,23.2174,Additional Account Tariff,Residential,0,EXisting
10987,CRT Seasonal,56.6,23.3,56.612464,23.321579,Commercial,Residential-Commercial,2,EXisting
10990,CRT Seasonal,56.6,23.3,56.612464,23.321579,Commercial,Residential-Commercial,2,EXisting
11127,CRT Seasonal,56.6,23.3,56.609308,23.319044,Commercial,Residential,5,EXisting
11475,CRT Seasonal,56.5,23.2,56.488368,23.197366,Commercial,Residential,1,EXisting
11658,CRT Seasonal,56.5,23.3,56.499016,23.255389,Primary Account Tariff (with National Subsidy),Residential,99,EXisting
11676,CRT Time of Use,56.5,23.2,56.482067,23.21559,CRT Time of Use,Residential,0,EXisting
11677,CRT Time of Use,56.5,23.2,56.482067,23.21559,CRT Time of Use,Residential,0,EXisting
11678,CRT Time of Use,56.5,23.2,56.482067,23.21559,CRT Time of Use,Residential,0,EXisting
11679,CRT Time of Use,56.5,23.2,56.482067,23.21559,CRT Time of Use,Residential,0,EXisting
11680,CRT Time of Use,56.5,23.2,56.482067,23.21559,CRT Time of Use,Residential,0,EXisting
11681,CRT Time of Use,56.5,23.2,56.482067,23.21559,CRT Time of Use,Residential,0,EXisting
11682,CRT Time of Use,56.5,23.2,56.482067,23.21559,CRT Time of Use,Residential,0,EXisting
11683,CRT Time of Use,56.5,23.2,56.482067,23.21559,CRT Time of Use,Residential,0,EXisting
11684,CRT Time of Use,56.5,23.2,56.482067,23.21559,CRT Time of Use,Residential,0,EXisting
11685,CRT Time of Use,56.5,23.2,56.482067,23.21559,CRT Time of Use,Residential,0,EXisting
11686,CRT Time of Use,56.5,23.2,56.482067,23.21559,CRT Time of Use,Residential,0,EXisting
11687,CRT Time of Use,56.5,23.2,56.482067,23.21559,CRT Time of Use,Residential,0,EXisting
11688,CRT Time of Use,56.5,23.2,56.482067,23.21559,CRT Time of Use,Residential,0,EXisting
11689,CRT Time of Use,56.5,23.2,56.482067,23.21559,CRT Time of Use,Residential,0,EXisting
11721,CRT Time of Use,56.5,23.2,56.485712,23.214292,CRT Time of Use,Residential,0,EXisting
11722,CRT Time of Use,56.5,23.2,56.485712,23.214292,CRT Time of Use,Residential,0,EXisting
11723,CRT Time of Use,56.5,23.2,56.485712,23.214292,CRT Time of Use,Residential,0,EXisting
11724,CRT Time of Use,56.5,23.2,56.485712,23.214292,CRT Time of Use,Residential,0,EXisting
11725,CRT Time of Use,56.5,23.2,56.485712,23.214292,CRT Time of Use,Residential,0,EXisting
11726,CRT Time of Use,56.5,23.2,56.485712,23.214292,CRT Time of Use,Residential,0,EXisting
11727,CRT Time of Use,56.5,23.2,56.485712,23.214292,CRT Time of Use,Residential,0,EXisting
11728,CRT Time of Use,56.5,23.2,56.485712,23.214292,CRT Time of Use,Residential,0,EXisting
11828,CRT Time of Use,56.5,23.2,56.472184,23.216657,Commercial,Residential-Commercial,2,EXisting
11992,CRT Seasonal,56.5,23.2,56.469835,23.216765,CRT Seasonal,Residential-Commercial,2,EXisting
11993,CRT Seasonal,56.5,23.2,56.469835,23.216765,CRT Seasonal,Residential-Commercial,2,EXisting
11994,CRT Seasonal,56.5,23.2,56.469835,23.216765,CRT Seasonal,Residential-Commercial,2,EXisting
11998,CRT Seasonal,56.5,23.2,56.469835,23.216765,CRT Seasonal,Residential-Commercial,2,EXisting
11999,CRT Seasonal,56.5,23.2,56.469835,23.216765,CRT Seasonal,Residential-Commercial,2,EXisting
12038,CRT Seasonal,56.5,23.2,56.486851,23.217098,Commercial,Residential,0,EXisting
12734,CRT Seasonal,56.5,23.2,56.484712,23.218928,CRT Seasonal,Residential,5,EXisting
12966,CRT Seasonal,56.5,23.2,56.472914,23.162785,CRT Seasonal,Agricultural,4,EXisting
13030,CRT Time of Use,56.5,23.2,56.468894,23.161742,Commercial,Industrial,7,EXisting
13476,CRT Seasonal,56.5,23.2,56.4687,23.224243,CRT Seasonal,Residential,0,EXisting
13477,CRT Seasonal,56.5,23.2,56.468669,23.224283,CRT Seasonal,Residential,0,EXisting
13512,CRT Fixed Rate,56.5,23.2,56.511372,23.24143,CRT Seasonal,Agricultural,4,EXisting
13715,CRT Seasonal,56.5,23.2,56.467135,23.15895,CRT Seasonal,Industrial,7,EXisting
13757,CRT Seasonal,56.5,23.2,56.468181,23.16501,CRT Seasonal,Industrial,7,EXisting
13795,CRT Seasonal,56.5,23.2,56.4654,23.158477,CRT Seasonal,Residential,0,EXisting
13804,CRT Seasonal,56.5,23.2,56.46918,23.162329,CRT Seasonal,Industrial,7,EXisting
13966,CRT Seasonal,56.5,23.2,56.492231,23.22095,CRT Seasonal,Residential,0,EXisting
