MH_LABEL,LOADTYPE,BASEFLOW,PATTERN
MH-0842,Sanitary Pattern Load,0.0099,Fixed
MH-0536,Sanitary Pattern Load,0.0496,Fixed
MH-0561,Sanitary Pattern Load,0.0297,Fixed
MH-0794,Sanitary Pattern Load,0.0099,Fixed
MH-0371,Sanitary Pattern Load,0.0297,Fixed
MH-0620,Sanitary Pattern Load,0.0198,Fixed
MH-0664,Sanitary Pattern Load,0.0099,Fixed
MH-0457,Sanitary Pattern Load,0.0595,Fixed
MH-0328,Sanitary Pattern Load,0.0198,Fixed
MH-0359,Sanitary Pattern Load,0.0198,Fixed
MH-0316,Sanitary Pattern Load,0.0099,Fixed
MH-0231,Sanitary Pattern Load,0.0397,Fixed
MH-0281,Sanitary Pattern Load,0.0595,Fixed
MH-0188,Sanitary Pattern Load,0.0694,Fixed
MH-1022,Sanitary Pattern Load,0.0198,Fixed
MH-1142,Sanitary Pattern Load,0.0099,Fixed
MH-0956,Sanitary Pattern Load,0.0198,Fixed
MH-1116,Sanitary Pattern Load,0.0793,Fixed
MH-1583,Sanitary Pattern Load,0.0099,Fixed
MH-1361,Sanitary Pattern Load,0.0099,Fixed
MH-1322,Sanitary Pattern Load,0.0496,Fixed
MH-1334,Sanitary Pattern Load,0.0099,Fixed
MH-1707,Sanitary Pattern Load,0.0297,Fixed
MH-1481,Sanitary Pattern Load,0.0397,Fixed
MH-1359,Sanitary Pattern Load,0.0297,Fixed
MH-0726,Sanitary Pattern Load,0.0099,Fixed
MH-0579,Sanitary Pattern Load,0.0397,Fixed
MH-0633,Sanitary Pattern Load,0.0198,Fixed
MH-0513,Sanitary Pattern Load,0.0694,Fixed
MH-0204,Sanitary Pattern Load,0.0099,Fixed
MH-0186,Sanitary Pattern Load,0.0397,Fixed
MH-0332,Sanitary Pattern Load,0.0198,Fixed
MH-0247,Sanitary Pattern Load,0.0694,Fixed
MH-0206,Sanitary Pattern Load,0.0892,Fixed
MH-0218,Sanitary Pattern Load,0.0099,Fixed
MH-0197,Sanitary Pattern Load,0.0297,Fixed
MH-0182,Sanitary Pattern Load,0.119,Fixed
MH-0144,Sanitary Pattern Load,0.0595,Fixed
MH-0147,Sanitary Pattern Load,0.0297,Fixed
MH-0116,Sanitary Pattern Load,0.0397,Fixed
MH-0124,Sanitary Pattern Load,0.0397,Fixed
MH-0311,Sanitary Pattern Load,0.1685,Fixed
MH-0209,Sanitary Pattern Load,0.1388,Fixed
MH-0006,Sanitary Pattern Load,0.0496,Fixed
MH-0011,Sanitary Pattern Load,0.0099,Fixed
MH-0338,Sanitary Pattern Load,0.0297,Fixed
MH-0403,Sanitary Pattern Load,0.0496,Fixed
MH-0654,Sanitary Pattern Load,0.0397,Fixed
MH-0566,Sanitary Pattern Load,0.0099,Fixed
MH-0056,Sanitary Pattern Load,0.1289,Fixed
MH-0229,Sanitary Pattern Load,0.0595,Fixed
MH-0190,Sanitary Pattern Load,0.0099,Fixed
MH-0386,Sanitary Pattern Load,0.0892,Fixed
MH-0063,Sanitary Pattern Load,0.0397,Fixed
MH-0100,Sanitary Pattern Load,0.0198,Fixed
MH-0170,Sanitary Pattern Load,0.0198,Fixed
MH-1866,Sanitary Pattern Load,0.1289,Fixed
MH-1876,Sanitary Pattern Load,0.0297,Fixed
MH-1555,Sanitary Pattern Load,0.0297,Fixed
MH-1423,Sanitary Pattern Load,0.0297,Fixed
MH-1851,Sanitary Pattern Load,0.0892,Fixed
MH-1527,Sanitary Pattern Load,0.0793,Fixed
MH-1342,Sanitary Pattern Load,0.0099,Fixed
MH-1297,Sanitary Pattern Load,0.0595,Fixed
MH-1828,Sanitary Pattern Load,0.0595,Fixed
MH-1802,Sanitary Pattern Load,0.0198,Fixed
MH-1780,Sanitary Pattern Load,0.0595,Fixed
MH-1670,Sanitary Pattern Load,0.0397,Fixed
MH-1568,Sanitary Pattern Load,0.0099,Fixed
MH-1623,Sanitary Pattern Load,0.0099,Fixed
MH-1328,Sanitary Pattern Load,0.0198,Fixed
MH-1295,Sanitary Pattern Load,0.0397,Fixed
MH-1606,Sanitary Pattern Load,0.0099,Fixed
MH-1689,Sanitary Pattern Load,0.0496,Fixed
MH-1580,Sanitary Pattern Load,0.0297,Fixed
MH-1098,Sanitary Pattern Load,0.0496,Fixed
MH-1195,Sanitary Pattern Load,0.0496,Fixed
MH-1154,Sanitary Pattern Load,0.0099,Fixed
MH-1239,Sanitary Pattern Load,0.0297,Fixed
MH-1204,Sanitary Pattern Load,0.0297,Fixed
MH-1107,Sanitary Pattern Load,0.0099,Fixed
MH-1025,Sanitary Pattern Load,0.0198,Fixed
MH-1003,Sanitary Pattern Load,0.0099,Fixed
MH-0948,Sanitary Pattern Load,0.0198,Fixed
MH-0961,Sanitary Pattern Load,0.0099,Fixed
MH-0983,Sanitary Pattern Load,0.0099,Fixed
MH-0930,Sanitary Pattern Load,0.0099,Fixed
MH-1531,Sanitary Pattern Load,0.0198,Fixed
MH-1410,Sanitary Pattern Load,0.0297,Fixed
MH-1368,Sanitary Pattern Load,0.0099,Fixed
MH-1476,Sanitary Pattern Load,0.0099,Fixed
MH-1429,Sanitary Pattern Load,0.0198,Fixed
MH-0935,Sanitary Pattern Load,0.0099,Fixed
MH-0921,Sanitary Pattern Load,0.0198,Fixed
MH-1215,Sanitary Pattern Load,0.0496,Fixed
MH-1288,Sanitary Pattern Load,0.0297,Fixed
MH-1339,Sanitary Pattern Load,0.0198,Fixed
MH-1510,Sanitary Pattern Load,0.0297,Fixed
MH-1575,Sanitary Pattern Load,0.0297,Fixed
MH-1636,Sanitary Pattern Load,0.0297,Fixed
MH-1679,Sanitary Pattern Load,0.0297,Fixed
MH-1728,Sanitary Pattern Load,0.0099,Fixed
MH-1725,Sanitary Pattern Load,0.0198,Fixed
MH-1715,Sanitary Pattern Load,0.0198,Fixed
MH-1706,Sanitary Pattern Load,0.0397,Fixed
MH-1762,Sanitary Pattern Load,0.0198,Fixed
MH-1769,Sanitary Pattern Load,0.0099,Fixed
MH-1743,Sanitary Pattern Load,0.0496,Fixed
MH-1426,Sanitary Pattern Load,0.0198,Fixed
MH-1377,Sanitary Pattern Load,0.0297,Fixed
MH-0869,Sanitary Pattern Load,0.0397,Fixed
MH-0893,Sanitary Pattern Load,0.0099,Fixed
MH-0875,Sanitary Pattern Load,0.0397,Fixed
MH-0720,Sanitary Pattern Load,0.0198,Fixed
MH-0835,Sanitary Pattern Load,0.0397,Fixed
MH-1115,Sanitary Pattern Load,0.0099,Fixed
MH-1076,Sanitary Pattern Load,0.0099,Fixed
MH-1324,Sanitary Pattern Load,0.0297,Fixed
MH-1201,Sanitary Pattern Load,0.0397,Fixed
MH-1608,Sanitary Pattern Load,0.0297,Fixed
MH-1562,Sanitary Pattern Load,0.0297,Fixed
MH-1241,Sanitary Pattern Load,0.0397,Fixed
MH-1163,Sanitary Pattern Load,0.0198,Fixed
MH-1099,Sanitary Pattern Load,0.0297,Fixed
MH-1653,Sanitary Pattern Load,0.0397,Fixed
MH-1597,Sanitary Pattern Load,0.0198,Fixed
MH-1669,Sanitary Pattern Load,0.0198,Fixed
MH-1008,Sanitary Pattern Load,0.0496,Fixed
MH-0598,Sanitary Pattern Load,0.0099,Fixed
MH-0619,Sanitary Pattern Load,0.0198,Fixed
MH-0967,Sanitary Pattern Load,0.0694,Fixed
MH-0602,Sanitary Pattern Load,0.0099,Fixed
MH-0843,Sanitary Pattern Load,0.0297,Fixed
MH-0904,Sanitary Pattern Load,0.0198,Fixed
MH-0628,Sanitary Pattern Load,0.0496,Fixed
MH-0652,Sanitary Pattern Load,0.0198,Fixed
MH-0637,Sanitary Pattern Load,0.0198,Fixed
MH-0642,Sanitary Pattern Load,0.0198,Fixed
MH-0676,Sanitary Pattern Load,0.0198,Fixed
MH-0603,Sanitary Pattern Load,0.0397,Fixed
MH-0559,Sanitary Pattern Load,0.0397,Fixed
MH-0582,Sanitary Pattern Load,0.0198,Fixed
MH-0671,Sanitary Pattern Load,0.0099,Fixed
MH-0952,Sanitary Pattern Load,0.0297,Fixed
MH-1491,Sanitary Pattern Load,0.0397,Fixed
MH-1576,Sanitary Pattern Load,0.0198,Fixed
MH-1632,Sanitary Pattern Load,0.0099,Fixed
MH-1672,Sanitary Pattern Load,0.0099,Fixed
MH-0887,Sanitary Pattern Load,0.0099,Fixed
MH-0518,Sanitary Pattern Load,0.0099,Fixed
MH-0801,Sanitary Pattern Load,0.0099,Fixed
MH-0587,Sanitary Pattern Load,0.0297,Fixed
MH-0508,Sanitary Pattern Load,0.0496,Fixed
MH-0550,Sanitary Pattern Load,0.0198,Fixed
MH-0635,Sanitary Pattern Load,0.0297,Fixed
MH-0504,Sanitary Pattern Load,0.0297,Fixed
MH-1430,Sanitary Pattern Load,0.0198,Fixed
MH-1431,Sanitary Pattern Load,0.0397,Fixed
MH-1469,Sanitary Pattern Load,0.0297,Fixed
MH-1508,Sanitary Pattern Load,0.0198,Fixed
MH-1512,Sanitary Pattern Load,0.0297,Fixed
MH-0496,Sanitary Pattern Load,0.0198,Fixed
MH-0753,Sanitary Pattern Load,0.0198,Fixed
MH-1480,Sanitary Pattern Load,0.0595,Fixed
MH-0721,Sanitary Pattern Load,0.0397,Fixed
MH-0567,Sanitary Pattern Load,0.0892,Fixed
MH-0514,Sanitary Pattern Load,0.0397,Fixed
MH-0414,Sanitary Pattern Load,0.0099,Fixed
MH-1570,Sanitary Pattern Load,0.0099,Fixed
MH-1626,Sanitary Pattern Load,0.0397,Fixed
MH-1521,Sanitary Pattern Load,0.0099,Fixed
MH-1494,Sanitary Pattern Load,0.0099,Fixed
MH-1464,Sanitary Pattern Load,0.0297,Fixed
MH-1635,Sanitary Pattern Load,0.0099,Fixed
MH-0511,Sanitary Pattern Load,0.0694,Fixed
MH-0485,Sanitary Pattern Load,0.0198,Fixed
MH-0449,Sanitary Pattern Load,0.0297,Fixed
MH-0924,Sanitary Pattern Load,0.0198,Fixed
MH-0443,Sanitary Pattern Load,0.0297,Fixed
MH-0455,Sanitary Pattern Load,0.0496,Fixed
MH-1782,Sanitary Pattern Load,0.0198,Fixed
MH-1766,Sanitary Pattern Load,0.0198,Fixed
MH-1796,Sanitary Pattern Load,0.0297,Fixed
MH-1803,Sanitary Pattern Load,0.0099,Fixed
MH-1760,Sanitary Pattern Load,0.0198,Fixed
MH-1806,Sanitary Pattern Load,0.0595,Fixed
MH-1816,Sanitary Pattern Load,0.0397,Fixed
MH-1826,Sanitary Pattern Load,0.0099,Fixed
MH-1827,Sanitary Pattern Load,0.0099,Fixed
MH-1787,Sanitary Pattern Load,0.0099,Fixed
MH-1820,Sanitary Pattern Load,0.0397,Fixed
MH-1807,Sanitary Pattern Load,0.0099,Fixed
MH-1837,Sanitary Pattern Load,0.0397,Fixed
MH-1733,Sanitary Pattern Load,0.0099,Fixed
MH-1791,Sanitary Pattern Load,0.0297,Fixed
MH-1712,Sanitary Pattern Load,0.0198,Fixed
MH-1684,Sanitary Pattern Load,0.0198,Fixed
MH-1821,Sanitary Pattern Load,0.0297,Fixed
MH-1776,Sanitary Pattern Load,0.0198,Fixed
MH-1757,Sanitary Pattern Load,0.0099,Fixed
MH-1737,Sanitary Pattern Load,0.0099,Fixed
MH-1818,Sanitary Pattern Load,0.0198,Fixed
MH-1759,Sanitary Pattern Load,0.0198,Fixed
MH-1727,Sanitary Pattern Load,0.0099,Fixed
MH-1493,Sanitary Pattern Load,0.0099,Fixed
MH-1552,Sanitary Pattern Load,0.0099,Fixed
MH-0868,Sanitary Pattern Load,0.0099,Fixed
MH-0944,Sanitary Pattern Load,0.0198,Fixed
MH-1326,Sanitary Pattern Load,0.0297,Fixed
MH-1317,Sanitary Pattern Load,0.0496,Fixed
MH-1293,Sanitary Pattern Load,0.0099,Fixed
MH-1479,Sanitary Pattern Load,0.0198,Fixed
MH-1448,Sanitary Pattern Load,0.0297,Fixed
MH-1601,Sanitary Pattern Load,0.0397,Fixed
MH-1579,Sanitary Pattern Load,0.0595,Fixed
MH-1336,Sanitary Pattern Load,0.0297,Fixed
MH-1331,Sanitary Pattern Load,0.0198,Fixed
MH-1296,Sanitary Pattern Load,0.0099,Fixed
MH-1205,Sanitary Pattern Load,0.0694,Fixed
MH-1254,Sanitary Pattern Load,0.0198,Fixed
MH-1246,Sanitary Pattern Load,0.0496,Fixed
MH-1189,Sanitary Pattern Load,0.0595,Fixed
MH-1128,Sanitary Pattern Load,0.0198,Fixed
MH-1089,Sanitary Pattern Load,0.0694,Fixed
MH-1529,Sanitary Pattern Load,0.0099,Fixed
MH-1638,Sanitary Pattern Load,0.0198,Fixed
MH-1114,Sanitary Pattern Load,0.0099,Fixed
MH-1056,Sanitary Pattern Load,0.0198,Fixed
MH-1124,Sanitary Pattern Load,0.0198,Fixed
MH-1311,Sanitary Pattern Load,0.0099,Fixed
MH-1191,Sanitary Pattern Load,0.0496,Fixed
MH-1315,Sanitary Pattern Load,0.0595,Fixed
MH-1602,Sanitary Pattern Load,0.0198,Fixed
MH-1648,Sanitary Pattern Load,0.0297,Fixed
MH-1019,Sanitary Pattern Load,0.0099,Fixed
MH-1135,Sanitary Pattern Load,0.0198,Fixed
MH-0971,Sanitary Pattern Load,0.0099,Fixed
MH-1148,Sanitary Pattern Load,0.0198,Fixed
MH-1015,Sanitary Pattern Load,0.0297,Fixed
MH-1418,Sanitary Pattern Load,0.0099,Fixed
MH-1380,Sanitary Pattern Load,0.0099,Fixed
MH-1771,Sanitary Pattern Load,0.0198,Fixed
MH-1798,Sanitary Pattern Load,0.0595,Fixed
MH-1740,Sanitary Pattern Load,0.0198,Fixed
MH-1680,Sanitary Pattern Load,0.0198,Fixed
MH-1705,Sanitary Pattern Load,0.0297,Fixed
MH-1724,Sanitary Pattern Load,0.0099,Fixed
MH-1589,Sanitary Pattern Load,0.0099,Fixed
MH-1519,Sanitary Pattern Load,0.0099,Fixed
MH-1470,Sanitary Pattern Load,0.0099,Fixed
MH-1547,Sanitary Pattern Load,0.0198,Fixed
MH-1502,Sanitary Pattern Load,0.0099,Fixed
MH-1415,Sanitary Pattern Load,0.0099,Fixed
MH-1514,Sanitary Pattern Load,0.0397,Fixed
MH-1249,Sanitary Pattern Load,0.0694,Fixed
MH-1194,Sanitary Pattern Load,0.0099,Fixed
MH-1078,Sanitary Pattern Load,0.0198,Fixed
MH-1141,Sanitary Pattern Load,0.0694,Fixed
MH-1226,Sanitary Pattern Load,0.0099,Fixed
MH-1174,Sanitary Pattern Load,0.0099,Fixed
MH-1070,Sanitary Pattern Load,0.0595,Fixed
MH-1271,Sanitary Pattern Load,0.0198,Fixed
MH-1301,Sanitary Pattern Load,0.0099,Fixed
MH-1360,Sanitary Pattern Load,0.0397,Fixed
MH-1110,Sanitary Pattern Load,0.0793,Fixed
MH-1231,Sanitary Pattern Load,0.0297,Fixed
MH-1193,Sanitary Pattern Load,0.0297,Fixed
MH-1043,Sanitary Pattern Load,0.0099,Fixed
MH-1012,Sanitary Pattern Load,0.0297,Fixed
MH-1275,Sanitary Pattern Load,0.0397,Fixed
MH-1329,Sanitary Pattern Load,0.0099,Fixed
MH-0916,Sanitary Pattern Load,0.0099,Fixed
MH-0954,Sanitary Pattern Load,0.0198,Fixed
MH-1212,Sanitary Pattern Load,0.0595,Fixed
MH-1059,Sanitary Pattern Load,0.0099,Fixed
MH-1100,Sanitary Pattern Load,0.0297,Fixed
MH-1234,Sanitary Pattern Load,0.0793,Fixed
MH-1522,Sanitary Pattern Load,0.0099,Fixed
MH-1452,Sanitary Pattern Load,0.0099,Fixed
MH-1489,Sanitary Pattern Load,0.0297,Fixed
MH-1335,Sanitary Pattern Load,0.0892,Fixed
MH-1300,Sanitary Pattern Load,0.0496,Fixed
MH-1274,Sanitary Pattern Load,0.0496,Fixed
MH-1233,Sanitary Pattern Load,0.0397,Fixed
MH-1376,Sanitary Pattern Load,0.0496,Fixed
MH-1243,Sanitary Pattern Load,0.0099,Fixed
MH-1222,Sanitary Pattern Load,0.0198,Fixed
MH-1237,Sanitary Pattern Load,0.0198,Fixed
MH-1253,Sanitary Pattern Load,0.0297,Fixed
MH-0819,Sanitary Pattern Load,0.0099,Fixed
MH-0733,Sanitary Pattern Load,0.0099,Fixed
MH-0717,Sanitary Pattern Load,0.0496,Fixed
MH-0777,Sanitary Pattern Load,0.0694,Fixed
MH-0755,Sanitary Pattern Load,0.0099,Fixed
MH-1050,Sanitary Pattern Load,0.0099,Fixed
MH-1202,Sanitary Pattern Load,0.0297,Fixed
MH-1173,Sanitary Pattern Load,0.0198,Fixed
MH-1144,Sanitary Pattern Load,0.0099,Fixed
MH-1147,Sanitary Pattern Load,0.0297,Fixed
MH-1119,Sanitary Pattern Load,0.0198,Fixed
MH-1111,Sanitary Pattern Load,0.0099,Fixed
MH-1165,Sanitary Pattern Load,0.0198,Fixed
MH-1187,Sanitary Pattern Load,0.0297,Fixed
MH-1179,Sanitary Pattern Load,0.0198,Fixed
MH-1134,Sanitary Pattern Load,0.0198,Fixed
MH-0888,Sanitary Pattern Load,0.0198,Fixed
MH-0823,Sanitary Pattern Load,0.0099,Fixed
MH-0906,Sanitary Pattern Load,0.0099,Fixed
MH-0885,Sanitary Pattern Load,0.0496,Fixed
MH-0844,Sanitary Pattern Load,0.0595,Fixed
MH-0936,Sanitary Pattern Load,0.0198,Fixed
MH-1083,Sanitary Pattern Load,0.0397,Fixed
MH-0965,Sanitary Pattern Load,0.0099,Fixed
MH-0851,Sanitary Pattern Load,0.0297,Fixed
MH-0867,Sanitary Pattern Load,0.0397,Fixed
MH-0798,Sanitary Pattern Load,0.0099,Fixed
MH-0829,Sanitary Pattern Load,0.0198,Fixed
MH-0743,Sanitary Pattern Load,0.0198,Fixed
MH-0787,Sanitary Pattern Load,0.0397,Fixed
MH-0813,Sanitary Pattern Load,0.0297,Fixed
MH-0790,Sanitary Pattern Load,0.0297,Fixed
MH-0763,Sanitary Pattern Load,0.0099,Fixed
MH-1113,Sanitary Pattern Load,0.0099,Fixed
MH-1093,Sanitary Pattern Load,0.0793,Fixed
MH-1162,Sanitary Pattern Load,0.0397,Fixed
MH-1238,Sanitary Pattern Load,0.0198,Fixed
MH-0759,Sanitary Pattern Load,0.0297,Fixed
MH-0947,Sanitary Pattern Load,0.0397,Fixed
MH-0919,Sanitary Pattern Load,0.0297,Fixed
MH-0894,Sanitary Pattern Load,0.0198,Fixed
MH-0578,Sanitary Pattern Load,0.0099,Fixed
MH-0646,Sanitary Pattern Load,0.0099,Fixed
MH-0782,Sanitary Pattern Load,0.0198,Fixed
MH-0780,Sanitary Pattern Load,0.0099,Fixed
MH-0751,Sanitary Pattern Load,0.0198,Fixed
MH-0709,Sanitary Pattern Load,0.0198,Fixed
MH-0757,Sanitary Pattern Load,0.0099,Fixed
MH-0767,Sanitary Pattern Load,0.0694,Fixed
MH-0734,Sanitary Pattern Load,0.0496,Fixed
MH-0748,Sanitary Pattern Load,0.0297,Fixed
MH-0789,Sanitary Pattern Load,0.0297,Fixed
MH-0824,Sanitary Pattern Load,0.0198,Fixed
MH-0758,Sanitary Pattern Load,0.0099,Fixed
MH-0548,Sanitary Pattern Load,0.0397,Fixed
MH-0722,Sanitary Pattern Load,0.0099,Fixed
MH-0846,Sanitary Pattern Load,0.0496,Fixed
MH-0915,Sanitary Pattern Load,0.0198,Fixed
MH-0872,Sanitary Pattern Load,0.0099,Fixed
MH-0898,Sanitary Pattern Load,0.0496,Fixed
MH-0933,Sanitary Pattern Load,0.0397,Fixed
MH-0958,Sanitary Pattern Load,0.0099,Fixed
MH-0442,Sanitary Pattern Load,0.0496,Fixed
MH-0459,Sanitary Pattern Load,0.0297,Fixed
MH-0428,Sanitary Pattern Load,0.0198,Fixed
MH-0471,Sanitary Pattern Load,0.0099,Fixed
MH-0252,Sanitary Pattern Load,0.0496,Fixed
MH-0900,Sanitary Pattern Load,0.0099,Fixed
MH-0863,Sanitary Pattern Load,0.0198,Fixed
MH-0928,Sanitary Pattern Load,0.0099,Fixed
MH-0880,Sanitary Pattern Load,0.0198,Fixed
MH-0614,Sanitary Pattern Load,0.0297,Fixed
MH-0644,Sanitary Pattern Load,0.0198,Fixed
MH-0662,Sanitary Pattern Load,0.0099,Fixed
MH-0407,Sanitary Pattern Load,0.0099,Fixed
MH-0390,Sanitary Pattern Load,0.0595,Fixed
MH-0360,Sanitary Pattern Load,0.0496,Fixed
MH-0862,Sanitary Pattern Load,0.0397,Fixed
MH-0841,Sanitary Pattern Load,0.0595,Fixed
MH-0837,Sanitary Pattern Load,0.0198,Fixed
MH-0688,Sanitary Pattern Load,0.0198,Fixed
MH-0607,Sanitary Pattern Load,0.0198,Fixed
MH-0576,Sanitary Pattern Load,0.0198,Fixed
MH-0609,Sanitary Pattern Load,0.0297,Fixed
MH-0861,Sanitary Pattern Load,0.0694,Fixed
MH-0613,Sanitary Pattern Load,0.0099,Fixed
MH-0673,Sanitary Pattern Load,0.0297,Fixed
MH-0570,Sanitary Pattern Load,0.0198,Fixed
MH-0325,Sanitary Pattern Load,0.0397,Fixed
MH-0370,Sanitary Pattern Load,0.0297,Fixed
MH-0405,Sanitary Pattern Load,0.0099,Fixed
MH-0349,Sanitary Pattern Load,0.0397,Fixed
MH-0729,Sanitary Pattern Load,0.0397,Fixed
MH-0791,Sanitary Pattern Load,0.0099,Fixed
MH-0273,Sanitary Pattern Load,0.0297,Fixed
MH-0344,Sanitary Pattern Load,0.0099,Fixed
MH-0288,Sanitary Pattern Load,0.0198,Fixed
MH-0302,Sanitary Pattern Load,0.0397,Fixed
MH-0301,Sanitary Pattern Load,0.0099,Fixed
MH-0319,Sanitary Pattern Load,0.0397,Fixed
MH-0597,Sanitary Pattern Load,0.0297,Fixed
MH-0382,Sanitary Pattern Load,0.0595,Fixed
MH-0399,Sanitary Pattern Load,0.0397,Fixed
MH-0383,Sanitary Pattern Load,0.0297,Fixed
MH-0348,Sanitary Pattern Load,0.0297,Fixed
MH-0465,Sanitary Pattern Load,0.0198,Fixed
MH-0522,Sanitary Pattern Load,0.0496,Fixed
MH-0321,Sanitary Pattern Load,0.0496,Fixed
MH-0294,Sanitary Pattern Load,0.0297,Fixed
MH-0291,Sanitary Pattern Load,0.0397,Fixed
MH-0366,Sanitary Pattern Load,0.0297,Fixed
MH-0968,Sanitary Pattern Load,0.0198,Fixed
MH-0937,Sanitary Pattern Load,0.109,Fixed
MH-1096,Sanitary Pattern Load,0.0595,Fixed
MH-1055,Sanitary Pattern Load,0.0297,Fixed
MH-1069,Sanitary Pattern Load,0.0198,Fixed
MH-1247,Sanitary Pattern Load,0.0099,Fixed
MH-1299,Sanitary Pattern Load,0.0892,Fixed
MH-1344,Sanitary Pattern Load,0.0198,Fixed
MH-1207,Sanitary Pattern Load,0.0496,Fixed
MH-1411,Sanitary Pattern Load,0.0297,Fixed
MH-1676,Sanitary Pattern Load,0.0198,Fixed
MH-1655,Sanitary Pattern Load,0.0397,Fixed
MH-1385,Sanitary Pattern Load,0.0297,Fixed
MH-1465,Sanitary Pattern Load,0.0297,Fixed
MH-1457,Sanitary Pattern Load,0.0099,Fixed
MH-1485,Sanitary Pattern Load,0.0198,Fixed
MH-1208,Sanitary Pattern Load,0.0892,Fixed
MH-1532,Sanitary Pattern Load,0.0099,Fixed
MH-1559,Sanitary Pattern Load,0.0099,Fixed
MH-1461,Sanitary Pattern Load,0.0099,Fixed
MH-1333,Sanitary Pattern Load,0.0297,Fixed
MH-1455,Sanitary Pattern Load,0.0099,Fixed
MH-1378,Sanitary Pattern Load,0.0099,Fixed
MH-1031,Sanitary Pattern Load,0.109,Fixed
MH-0995,Sanitary Pattern Load,0.0099,Fixed
MH-0982,Sanitary Pattern Load,0.0198,Fixed
MH-1143,Sanitary Pattern Load,0.0198,Fixed
MH-1020,Sanitary Pattern Load,0.0099,Fixed
MH-1443,Sanitary Pattern Load,0.0099,Fixed
MH-1484,Sanitary Pattern Load,0.0099,Fixed
MH-1652,Sanitary Pattern Load,0.0198,Fixed
MH-1276,Sanitary Pattern Load,0.0397,Fixed
MH-1442,Sanitary Pattern Load,0.0297,Fixed
MH-1153,Sanitary Pattern Load,0.0397,Fixed
MH-1408,Sanitary Pattern Load,0.0198,Fixed
MH-1294,Sanitary Pattern Load,0.0297,Fixed
MH-1557,Sanitary Pattern Load,0.0099,Fixed
MH-1375,Sanitary Pattern Load,0.0099,Fixed
MH-1227,Sanitary Pattern Load,0.0099,Fixed
MH-1248,Sanitary Pattern Load,0.0099,Fixed
MH-1121,Sanitary Pattern Load,0.0099,Fixed
MH-1524,Sanitary Pattern Load,0.0595,Fixed
MH-1332,Sanitary Pattern Load,0.0496,Fixed
MH-1561,Sanitary Pattern Load,0.0198,Fixed
MH-1594,Sanitary Pattern Load,0.0198,Fixed
MH-1265,Sanitary Pattern Load,0.0198,Fixed
MH-1086,Sanitary Pattern Load,0.0496,Fixed
