LABEL,DIA_MM,SLOPE_PMIL,OUR_Q_LS,OUR_V_MS,OUR_DOD,SG_Q_LS,SG_V_MS,SG_DOD,DQ_PCT,DV_PCT
P-0494,200,5.0,1.1,0.381,0.161,,,,,
P-0495,200,5.0,0.43,0.283,0.103,,,,,
P-0496,200,5.0,3.96,0.558,0.302,,,,,
P-0497,200,9.884,3.77,0.703,0.248,,,,,
P-0498,200,5.0,3.77,0.551,0.295,,,,,
P-0499,200,5.0,2.09,0.463,0.219,,,,,
P-0500,200,9.536,3.71,0.69,0.248,,,,,
P-0501,200,5.0,0.6,0.316,0.121,,,,,
P-0502,200,5.0,0.11,0.18,0.055,,,,,
P-0503,200,5.0,1.95,0.453,0.212,,,,,
P-0504,200,5.0,0.04,0.125,0.034,,,,,
P-0505,200,5.0,1.24,0.396,0.17,,,,,
P-0506,200,5.0,0.39,0.275,0.099,,,,,
P-0507,200,5.0,0.14,0.199,0.062,,,,,
P-0508,200,5.0,0.0,0.021,0.005,,,,,
P-0509,200,5.0,0.18,0.213,0.069,,,,,
P-0510,200,5.0,0.11,0.181,0.055,,,,,
P-0511,200,5.0,0.28,0.249,0.085,,,,,
P-0512,200,5.0,0.39,0.275,0.099,,,,,
P-0513,200,5.0,0.21,0.227,0.075,,,,,
P-0514,200,5.0,0.32,0.258,0.09,,,,,
P-0515,200,5.0,4.17,0.567,0.31,,,,,
P-0516,200,5.0,0.46,0.291,0.107,,,,,
P-0517,200,5.0,1.14,0.385,0.163,,,,,
P-0518,200,5.0,0.0,0.011,0.003,,,,,
P-0519,200,5.0,7.76,0.673,0.433,,,,,
P-0520,200,5.0,8.68,0.693,0.461,,,,,
P-0521,200,5.0,1.1,0.381,0.161,,,,,
P-0522,200,5.0,1.88,0.449,0.208,,,,,
P-0523,200,5.0,3.96,0.558,0.302,,,,,
P-0524,200,5.0,4.17,0.567,0.31,,,,,
P-0525,200,5.0,0.0,0.03,0.007,,,,,
P-0526,200,5.0,0.14,0.198,0.062,,,,,
P-0527,200,5.0,0.18,0.213,0.069,,,,,
P-0528,200,5.0,2.38,0.481,0.234,,,,,
P-0529,200,5.0,8.88,0.697,0.467,,,,,
P-0530,200,5.0,9.01,0.7,0.471,,,,,
P-0531,200,9.174,11.81,0.942,0.461,,,,,
P-0532,200,5.0,11.87,0.749,0.554,,,,,
P-0533,200,5.0,0.0,0.021,0.005,,,,,
P-0534,200,25.664,3.44,0.958,0.187,,,,,
P-0535,200,5.0,3.48,0.538,0.283,,,,,
P-0536,200,32.993,3.64,1.064,0.181,,,,,
P-0537,200,39.554,0.04,0.26,0.021,,,,,
P-0538,200,5.0,12.69,0.761,0.578,,,,,
P-0539,200,5.0,2.09,0.463,0.219,,,,,
P-0540,200,5.0,2.16,0.468,0.223,,,,,
P-0541,200,11.729,0.85,0.489,0.113,,,,,
P-0542,200,11.729,1.03,0.608,0.111,,,,,
P-0543,200,11.729,0.81,0.514,0.106,,,,,
P-0544,200,40.319,0.18,0.435,0.043,,,,,
P-0545,200,32.774,0.0,0.033,0.003,,,,,
P-0546,200,40.087,0.07,0.308,0.029,,,,,
P-0547,200,11.729,0.81,0.485,0.111,,,,,
P-0548,200,8.881,0.93,0.442,0.129,,,,,
P-0549,200,5.0,0.07,0.157,0.045,,,,,
P-0550,200,40.087,0.14,0.422,0.037,,,,,
P-0551,200,40.087,0.11,0.352,0.035,,,,,
P-0552,200,5.0,0.0,0.017,0.004,,,,,
P-0553,200,5.0,0.0,0.021,0.005,,,,,
P-0554,200,9.846,0.78,0.4,0.123,,,,,
P-0555,200,5.0,0.71,0.333,0.131,,,,,
P-0556,200,5.0,0.18,0.214,0.069,,,,,
P-0557,200,5.0,0.07,0.158,0.046,,,,,
P-0558,200,5.0,0.04,0.125,0.034,,,,,
P-0559,200,5.0,0.04,0.126,0.034,,,,,
P-0560,200,5.0,0.0,0.027,0.006,,,,,
P-0561,200,5.0,0.21,0.227,0.075,,,,,
P-0562,200,5.0,0.21,0.227,0.075,,,,,
P-0563,200,5.0,0.04,0.125,0.034,,,,,
P-0564,200,5.0,0.0,0.022,0.005,,,,,
P-0565,200,5.0,0.36,0.267,0.094,,,,,
P-0566,200,5.0,0.25,0.239,0.08,,,,,
P-0567,200,5.0,0.25,0.239,0.08,,,,,
P-0568,200,5.0,0.25,0.238,0.08,,,,,
P-0569,200,5.0,0.28,0.249,0.085,,,,,
P-0570,200,5.44,0.35,0.275,0.092,,,,,
P-0571,200,5.0,1.78,0.441,0.203,,,,,
P-0572,200,5.0,0.0,0.022,0.005,,,,,
P-0573,200,5.0,1.57,0.425,0.19,,,,,
P-0574,200,5.0,3.09,0.52,0.266,,,,,
P-0575,200,5.0,0.46,0.29,0.107,,,,,
P-0576,200,5.0,1.91,0.451,0.21,,,,,
P-0577,200,5.0,0.25,0.238,0.08,,,,,
P-0578,200,5.0,0.0,0.028,0.007,,,,,
P-0579,200,5.0,2.06,0.461,0.218,,,,,
P-0580,200,5.0,0.0,0.028,0.007,,,,,
P-0581,200,5.0,3.02,0.516,0.263,,,,,
P-0582,200,5.0,0.0,0.022,0.005,,,,,
P-0583,200,27.72,0.92,0.644,0.099,,,,,
P-0584,200,27.72,0.96,0.696,0.096,,,,,
P-0585,200,15.516,0.14,0.296,0.047,,,,,
P-0586,200,8.709,0.0,0.026,0.005,,,,,
P-0587,200,5.0,0.25,0.238,0.08,,,,,
P-0588,200,5.0,1.53,0.422,0.188,,,,,
P-0589,200,5.0,0.0,0.023,0.006,,,,,
P-0590,200,5.753,1.21,0.412,0.163,,,,,
P-0591,200,5.0,0.79,0.343,0.137,,,,,
P-0592,200,5.0,1.0,0.37,0.153,,,,,
P-0593,200,8.28,0.79,0.409,0.121,,,,,
P-0594,200,5.0,0.71,0.333,0.131,,,,,
P-0595,200,5.0,0.07,0.158,0.046,,,,,
P-0596,200,48.472,0.11,0.389,0.032,,,,,
P-0597,200,8.709,0.28,0.248,0.085,,,,,
P-0598,200,5.0,0.11,0.181,0.055,,,,,
P-0599,200,5.0,0.35,0.267,0.094,,,,,
P-0600,200,9.933,0.96,0.464,0.127,,,,,
P-0601,200,5.0,0.96,0.365,0.15,,,,,
P-0602,200,8.005,1.27,0.47,0.154,,,,,
P-0603,200,19.004,0.0,0.028,0.004,,,,,
P-0604,200,7.144,0.0,0.018,0.004,,,,,
P-0605,200,5.0,0.29,0.249,0.085,,,,,
P-0606,200,5.0,0.43,0.283,0.103,,,,,
P-0607,200,5.0,0.29,0.249,0.085,,,,,
P-0608,200,5.0,0.43,0.283,0.103,,,,,
P-0609,200,5.0,0.04,0.125,0.034,,,,,
P-0610,200,5.0,0.04,0.125,0.034,,,,,
P-0611,200,5.567,0.04,0.124,0.034,,,,,
P-0612,200,5.0,0.32,0.258,0.09,,,,,
P-0613,200,5.0,0.14,0.198,0.062,,,,,
P-0614,200,5.0,0.14,0.199,0.062,,,,,
P-0615,200,33.838,0.07,0.278,0.031,,,,,
P-0616,200,13.198,0.0,0.026,0.004,,,,,
P-0617,200,13.198,0.0,0.013,0.004,,,,,
P-0618,200,5.0,0.04,0.124,0.034,,,,,
P-0619,200,5.0,0.0,0.014,0.004,,,,,
P-0620,200,33.838,0.07,0.312,0.029,,,,,
P-0621,200,5.0,0.0,0.016,0.004,,,,,
P-0622,200,5.0,0.07,0.158,0.046,,,,,
P-0623,200,5.0,0.0,0.017,0.005,,,,,
P-0624,200,19.024,0.46,0.461,0.078,,,,,
P-0625,200,5.0,0.0,0.017,0.005,,,,,
P-0626,200,5.0,0.07,0.158,0.046,,,,,
P-0627,200,5.0,0.0,0.013,0.004,,,,,
P-0628,200,33.58,0.07,0.299,0.029,,,,,
P-0629,200,5.0,0.5,0.298,0.111,,,,,
P-0630,200,23.148,0.61,0.317,0.121,,,,,
P-0631,200,5.0,0.0,0.011,0.003,,,,,
P-0632,200,23.148,0.64,0.59,0.082,,,,,
P-0633,200,5.0,0.0,0.027,0.006,,,,,
P-0634,200,8.221,2.59,0.589,0.215,,,,,
P-0635,200,41.807,2.09,0.975,0.131,,,,,
P-0636,200,24.249,2.13,0.811,0.15,,,,,
P-0637,200,81.519,0.32,0.67,0.047,,,,,
P-0638,200,48.353,0.0,0.032,0.003,,,,,
P-0639,200,40.665,0.11,0.367,0.034,,,,,
P-0640,200,20.62,0.43,0.462,0.074,,,,,
P-0641,200,5.0,0.25,0.238,0.08,,,,,
P-0642,200,5.0,6.87,0.652,0.404,,,,,
P-0643,200,36.708,1.56,0.851,0.118,,,,,
P-0644,200,19.092,0.0,0.03,0.004,,,,,
P-0645,200,61.709,1.77,1.059,0.11,,,,,
P-0646,200,8.397,0.0,0.027,0.005,,,,,
P-0647,200,8.397,0.0,0.033,0.007,,,,,
P-0648,200,8.397,0.0,0.047,0.006,,,,,
P-0649,200,5.0,2.23,0.472,0.226,,,,,
P-0650,200,5.0,1.31,0.402,0.175,,,,,
P-0651,200,5.0,0.0,0.023,0.006,,,,,
P-0652,200,5.0,0.0,0.032,0.007,,,,,
P-0653,200,5.0,0.39,0.276,0.099,,,,,
P-0654,200,5.0,0.14,0.199,0.062,,,,,
P-0655,200,5.0,0.53,0.304,0.114,,,,,
P-0656,200,5.0,0.04,0.125,0.034,,,,,
P-0657,200,5.0,3.34,0.531,0.277,,,,,
P-0658,200,5.0,2.45,0.485,0.237,,,,,
P-0659,200,5.0,2.38,0.481,0.233,,,,,
P-0660,200,5.0,2.41,0.483,0.235,,,,,
P-0661,200,5.0,6.81,0.65,0.403,,,,,
P-0662,200,5.0,2.77,0.503,0.252,,,,,
P-0663,200,5.0,3.58,0.542,0.287,,,,,
P-0664,200,5.0,3.48,0.538,0.283,,,,,
P-0665,200,5.0,0.0,0.028,0.007,,,,,
P-0666,200,5.0,0.0,0.017,0.005,,,,,
P-0667,200,5.0,0.14,0.199,0.062,,,,,
P-0668,200,5.0,0.11,0.18,0.055,,,,,
P-0669,200,5.0,4.1,0.564,0.308,,,,,
P-0670,200,5.0,0.0,0.016,0.004,,,,,
P-0671,200,5.0,4.14,0.565,0.309,,,,,
P-0672,200,5.0,0.0,0.027,0.006,,,,,
P-0673,200,5.0,0.0,0.029,0.007,,,,,
P-0674,200,6.043,0.0,0.031,0.007,,,,,
P-0675,200,5.0,0.0,0.021,0.005,,,,,
P-0676,200,5.0,1.0,0.369,0.153,,,,,
P-0677,200,5.0,2.23,0.472,0.226,,,,,
P-0678,200,5.0,2.16,0.468,0.223,,,,,
P-0679,200,5.0,0.07,0.157,0.046,,,,,
P-0680,200,5.0,0.07,0.158,0.046,,,,,
P-0681,200,5.0,0.07,0.158,0.046,,,,,
P-0682,200,5.0,0.29,0.249,0.085,,,,,
P-0683,200,5.0,0.0,0.014,0.004,,,,,
P-0684,200,5.0,0.04,0.125,0.034,,,,,
P-0685,200,5.0,1.0,0.369,0.153,,,,,
P-0686,200,11.47,0.0,0.055,0.008,,,,,
P-0687,200,5.0,0.61,0.316,0.121,,,,,
P-0688,200,5.0,1.1,0.381,0.161,,,,,
P-0689,200,5.0,0.04,0.124,0.034,,,,,
P-0690,200,5.0,6.9,0.652,0.405,,,,,
P-0691,200,5.0,0.0,0.016,0.004,,,,,
P-0692,200,9.047,6.99,0.813,0.347,,,,,
P-0693,200,17.15,7.1,1.028,0.296,,,,,
P-0694,200,5.0,7.1,0.657,0.412,,,,,
P-0695,200,5.0,7.1,0.657,0.412,,,,,
P-0696,200,5.0,0.0,0.017,0.005,,,,,
P-0697,200,13.052,2.24,0.473,0.227,,,,,
P-0698,200,13.052,2.7,0.663,0.204,,,,,
P-0699,200,13.052,2.74,0.684,0.201,,,,,
P-0700,200,13.052,2.77,0.804,0.182,,,,,
P-0701,200,13.052,2.77,0.504,0.252,,,,,
P-0702,200,40.137,2.35,0.996,0.139,,,,,
P-0703,200,13.117,1.49,0.587,0.147,,,,,
P-0704,200,5.0,0.46,0.29,0.107,,,,,
P-0705,200,28.573,0.28,0.452,0.057,,,,,
P-0706,200,29.512,2.52,0.915,0.155,,,,,
P-0707,200,7.549,0.82,0.401,0.126,,,,,
P-0708,200,60.911,0.78,0.813,0.076,,,,,
P-0709,200,9.977,0.43,0.36,0.087,,,,,
P-0710,200,7.297,0.46,0.331,0.098,,,,,
P-0711,200,5.0,0.11,0.181,0.055,,,,,
P-0712,200,6.474,1.64,0.471,0.182,,,,,
P-0713,200,5.0,0.0,0.012,0.004,,,,,
P-0714,200,35.554,0.0,0.034,0.003,,,,,
P-0715,200,5.0,0.14,0.199,0.062,,,,,
P-0716,200,5.0,0.0,0.032,0.008,,,,,
P-0717,200,5.0,0.04,0.126,0.034,,,,,
P-0718,200,5.0,0.07,0.158,0.046,,,,,
P-0719,200,5.0,0.14,0.199,0.063,,,,,
P-0720,200,5.0,1.63,0.43,0.194,,,,,
P-0721,200,5.0,2.06,0.461,0.217,,,,,
P-0722,200,5.0,0.39,0.275,0.099,,,,,
P-0723,200,5.0,2.48,0.487,0.239,,,,,
P-0724,200,5.0,2.09,0.463,0.219,,,,,
P-0725,200,5.0,0.11,0.18,0.055,,,,,
P-0726,200,64.423,0.14,0.472,0.035,,,,,
P-0727,200,29.546,0.53,0.561,0.075,,,,,
P-0728,200,28.801,0.21,0.412,0.05,,,,,
P-0729,200,11.589,0.11,0.241,0.045,,,,,
P-0730,200,20.602,0.21,0.368,0.054,,,,,
P-0731,200,16.458,0.07,0.283,0.031,,,,,
P-0732,200,16.458,0.0,0.026,0.004,,,,,
P-0733,200,5.0,0.04,0.125,0.034,,,,,
P-0734,200,5.0,0.0,0.027,0.006,,,,,
P-0735,200,5.0,0.07,0.157,0.046,,,,,
P-0736,200,53.712,0.0,0.018,0.002,,,,,
P-0737,200,15.682,0.18,0.316,0.053,,,,,
P-0738,200,14.761,0.36,0.388,0.073,,,,,
P-0739,200,30.861,0.28,0.509,0.052,,,,,
P-0740,200,5.0,0.36,0.268,0.095,,,,,
P-0741,200,5.0,0.0,0.015,0.004,,,,,
P-0742,200,5.0,0.0,0.022,0.005,,,,,
P-0743,200,5.759,0.04,0.124,0.034,,,,,
P-0744,200,5.0,11.59,0.745,0.546,,,,,
P-0745,200,5.0,11.56,0.745,0.546,,,,,
P-0746,200,5.0,10.28,0.724,0.508,,,,,
P-0747,200,5.0,0.0,0.018,0.005,,,,,
P-0748,200,5.0,1.0,0.369,0.153,,,,,
P-0749,200,30.861,0.21,0.375,0.053,,,,,
P-0750,200,5.04,0.0,0.019,0.005,,,,,
P-0751,200,5.0,11.59,0.745,0.546,,,,,
P-0752,200,5.0,12.83,0.763,0.582,,,,,
P-0753,200,5.0,13.14,0.767,0.591,,,,,
P-0754,200,6.856,0.28,0.277,0.079,,,,,
P-0755,200,5.0,11.32,0.741,0.539,,,,,
P-0756,200,5.0,4.59,0.582,0.326,,,,,
P-0757,200,5.0,0.07,0.158,0.046,,,,,
P-0758,200,5.0,0.07,0.157,0.046,,,,,
P-0759,200,5.0,2.24,0.472,0.227,,,,,
P-0760,200,5.0,1.24,0.395,0.17,,,,,
P-0761,200,5.0,6.3,0.636,0.386,,,,,
P-0762,200,5.0,1.17,0.389,0.166,,,,,
P-0763,200,5.0,13.4,0.77,0.599,,,,,
P-0764,200,5.0,13.35,0.77,0.597,,,,,
P-0765,200,19.3,13.59,1.286,0.405,,,,,
P-0766,200,5.011,13.66,0.774,0.606,,,,,
P-0767,200,39.566,0.0,0.014,0.003,,,,,
P-0768,200,39.566,0.0,0.024,0.006,,,,,
P-0769,200,5.0,0.11,0.18,0.055,,,,,
P-0770,200,39.566,0.25,0.266,0.074,,,,,
P-0771,200,5.0,0.46,0.291,0.107,,,,,
P-0772,200,5.0,0.36,0.267,0.094,,,,,
P-0773,200,5.0,0.0,0.021,0.005,,,,,
P-0774,200,10.726,0.04,0.162,0.028,,,,,
P-0775,200,5.439,0.07,0.163,0.045,,,,,
P-0776,200,6.151,0.11,0.195,0.052,,,,,
P-0777,200,38.377,0.0,0.038,0.003,,,,,
P-0778,200,5.0,0.04,0.126,0.034,,,,,
P-0779,200,5.0,6.22,0.634,0.383,,,,,
P-0780,200,5.0,1.14,0.385,0.163,,,,,
P-0781,200,5.0,5.19,0.603,0.348,,,,,
P-0782,200,5.0,0.07,0.157,0.046,,,,,
P-0783,200,5.371,0.96,0.375,0.148,,,,,
P-0784,200,5.0,1.1,0.381,0.161,,,,,
P-0785,200,5.0,5.13,0.601,0.346,,,,,
P-0786,200,5.0,0.46,0.29,0.107,,,,,
P-0787,200,5.0,4.86,0.592,0.336,,,,,
P-0788,200,5.0,0.28,0.249,0.085,,,,,
P-0789,200,5.121,0.04,0.128,0.034,,,,,
P-0790,200,17.55,0.28,0.382,0.063,,,,,
P-0791,200,5.0,0.22,0.227,0.075,,,,,
P-0792,200,5.0,0.28,0.248,0.085,,,,,
P-0793,200,5.503,2.23,0.489,0.221,,,,,
P-0794,200,12.083,0.04,0.168,0.027,,,,,
P-0795,200,5.0,0.5,0.297,0.11,,,,,
P-0796,200,5.0,1.42,0.412,0.181,,,,,
P-0797,200,5.0,0.28,0.249,0.085,,,,,
P-0798,200,5.0,1.03,0.373,0.155,,,,,
P-0799,200,8.875,0.5,0.363,0.096,,,,,
P-0800,200,15.19,1.6,0.63,0.147,,,,,
P-0801,200,37.153,0.0,0.033,0.003,,,,,
P-0802,200,68.278,1.63,1.069,0.104,,,,,
P-0803,200,5.0,0.0,0.028,0.007,,,,,
P-0804,200,5.0,0.39,0.275,0.099,,,,,
P-0805,200,13.799,0.28,0.353,0.067,,,,,
P-0806,200,12.48,0.57,0.426,0.095,,,,,
P-0807,200,5.0,0.0,0.027,0.006,,,,,
P-0808,200,5.0,0.14,0.199,0.062,,,,,
P-0809,200,5.0,0.36,0.267,0.094,,,,,
P-0810,200,18.827,0.11,0.284,0.04,,,,,
P-0811,200,8.276,0.61,0.377,0.107,,,,,
P-0812,200,5.0,0.64,0.322,0.124,,,,,
P-0813,200,8.16,0.64,0.382,0.111,,,,,
P-0814,200,5.0,0.0,0.019,0.005,,,,,
P-0815,200,5.0,0.18,0.214,0.069,,,,,
P-0816,200,5.0,0.0,0.016,0.004,,,,,
P-0817,200,25.167,1.43,0.483,0.163,,,,,
P-0818,200,5.0,0.86,0.353,0.143,,,,,
P-0819,200,25.167,1.46,0.863,0.111,,,,,
P-0820,200,5.0,1.21,0.392,0.168,,,,,
P-0821,200,5.0,4.65,0.585,0.328,,,,,
P-0822,200,10.234,4.65,0.756,0.273,,,,,
P-0823,200,5.0,4.71,0.587,0.331,,,,,
P-0824,200,5.0,4.8,0.59,0.334,,,,,
P-0825,200,5.0,1.06,0.377,0.158,,,,,
P-0826,200,5.0,1.21,0.392,0.168,,,,,
P-0827,200,5.0,1.38,0.409,0.179,,,,,
P-0828,200,5.0,1.67,0.433,0.196,,,,,
P-0829,200,5.0,0.92,0.361,0.148,,,,,
P-0830,200,5.0,0.0,0.022,0.005,,,,,
P-0831,200,5.0,0.18,0.213,0.069,,,,,
P-0832,200,5.0,0.39,0.275,0.099,,,,,
P-0833,200,5.0,0.18,0.213,0.069,,,,,
P-0834,200,5.0,0.0,0.022,0.005,,,,,
P-0835,200,5.0,0.25,0.238,0.08,,,,,
P-0836,200,5.0,0.79,0.343,0.137,,,,,
P-0837,200,5.0,0.0,0.021,0.005,,,,,
P-0838,200,6.401,0.11,0.204,0.05,,,,,
P-0839,200,6.143,0.0,0.021,0.005,,,,,
P-0840,200,6.401,0.0,0.012,0.004,,,,,
P-0841,200,5.0,0.07,0.158,0.046,,,,,
P-0842,200,5.0,2.38,0.481,0.234,,,,,
P-0843,200,5.0,0.07,0.157,0.046,,,,,
P-0844,200,5.0,0.18,0.214,0.069,,,,,
P-0845,200,39.566,0.25,0.529,0.047,,,,,
P-0846,200,39.566,0.28,0.629,0.045,,,,,
P-0847,200,39.566,0.36,0.607,0.054,,,,,
P-0848,200,5.01,0.36,0.267,0.094,,,,,
P-0849,200,5.0,0.25,0.238,0.08,,,,,
P-0850,200,49.931,0.0,0.035,0.003,,,,,
P-0851,200,5.0,0.0,0.029,0.007,,,,,
P-0852,200,5.0,3.06,0.518,0.265,,,,,
P-0853,200,5.0,0.0,0.024,0.006,,,,,
P-0854,200,7.961,0.0,0.019,0.005,,,,,
P-0855,200,7.961,0.0,0.023,0.005,,,,,
P-0856,200,7.961,0.0,0.024,0.005,,,,,
P-0857,200,6.269,0.0,0.036,0.007,,,,,
P-0858,200,5.0,0.0,0.026,0.006,,,,,
P-0859,200,10.441,0.0,0.034,0.005,,,,,
P-0860,250,3.75,15.38,0.718,0.494,,,,,
P-0861,250,3.75,15.45,0.719,0.496,,,,,
P-0862,250,3.75,15.35,0.717,0.494,,,,,
P-0863,200,5.0,1.56,0.424,0.19,,,,,
P-0864,200,5.0,1.56,0.424,0.19,,,,,
P-0865,200,5.0,0.0,0.018,0.005,,,,,
P-0866,200,5.0,0.11,0.18,0.055,,,,,
P-0867,200,5.0,0.0,0.027,0.006,,,,,
P-0868,200,5.0,0.35,0.267,0.094,,,,,
P-0869,200,5.0,1.85,0.446,0.206,,,,,
P-0870,200,5.0,0.0,0.017,0.004,,,,,
P-0871,200,6.118,1.88,0.482,0.198,,,,,
P-0872,200,9.937,0.39,0.396,0.077,,,,,
P-0873,200,5.72,3.02,0.577,0.243,,,,,
P-0874,200,8.341,3.06,0.622,0.233,,,,,
P-0875,200,8.851,0.0,0.027,0.005,,,,,
P-0876,200,5.0,0.0,0.02,0.005,,,,,
P-0877,200,5.0,0.29,0.249,0.085,,,,,
P-0878,200,5.0,0.04,0.124,0.034,,,,,
P-0879,200,5.0,0.29,0.249,0.085,,,,,
P-0880,200,5.0,0.0,0.014,0.004,,,,,
P-0881,200,9.332,0.07,0.195,0.039,,,,,
P-0882,200,5.0,0.5,0.297,0.11,,,,,
P-0883,200,5.0,0.0,0.016,0.004,,,,,
P-0884,200,5.0,0.0,0.016,0.004,,,,,
P-0885,200,50.928,0.11,0.396,0.032,,,,,
P-0886,200,5.0,0.75,0.338,0.134,,,,,
P-0887,200,5.0,0.0,0.017,0.004,,,,,
P-0888,200,5.0,0.0,0.028,0.007,,,,,
P-0889,200,5.0,1.1,0.381,0.16,,,,,
P-0890,200,5.0,1.56,0.424,0.19,,,,,
P-0891,200,5.0,1.71,0.435,0.198,,,,,
P-0892,200,5.0,1.88,0.449,0.208,,,,,
P-0893,200,5.0,0.0,0.028,0.007,,,,,
P-0894,200,5.0,0.0,0.026,0.006,,,,,
P-0895,200,5.0,3.86,0.554,0.298,,,,,
P-0896,200,5.0,3.89,0.556,0.299,,,,,
P-0897,200,5.0,1.07,0.377,0.158,,,,,
P-0898,200,18.672,0.78,0.542,0.1,,,,,
P-0899,200,5.0,14.45,0.783,0.63,,,,,
P-0900,200,5.0,14.53,0.784,0.632,,,,,
P-0901,200,5.0,14.86,0.787,0.642,,,,,
P-0902,200,9.164,0.04,0.154,0.029,,,,,
P-0903,200,8.797,0.21,0.275,0.066,,,,,
P-0904,200,5.0,0.29,0.249,0.085,,,,,
P-0905,200,37.103,0.21,0.449,0.047,,,,,
P-0906,200,21.835,0.28,0.413,0.06,,,,,
P-0907,200,7.84,0.14,0.231,0.056,,,,,
P-0908,200,41.192,0.0,0.044,0.004,,,,,
P-0909,200,58.541,0.0,0.043,0.003,,,,,
P-0910,200,51.488,0.0,0.052,0.004,,,,,
P-0911,200,7.444,0.5,0.341,0.1,,,,,
P-0912,200,9.508,0.0,0.047,0.008,,,,,
P-0913,200,11.755,0.0,0.033,0.005,,,,,
P-0914,200,7.588,0.0,0.022,0.005,,,,,
P-0915,200,15.438,0.89,0.528,0.111,,,,,
P-0916,200,21.921,0.81,0.58,0.098,,,,,
P-0917,200,51.815,0.0,0.041,0.003,,,,,
P-0918,200,5.0,0.64,0.322,0.124,,,,,
P-0919,200,22.058,0.0,0.031,0.004,,,,,
P-0920,200,5.0,0.43,0.283,0.103,,,,,
P-0921,200,5.0,0.0,0.012,0.004,,,,,
P-0922,200,5.0,0.0,0.024,0.006,,,,,
P-0923,200,5.0,0.71,0.333,0.13,,,,,
P-0924,200,5.0,0.25,0.239,0.08,,,,,
P-0925,200,5.0,1.92,0.452,0.21,,,,,
P-0926,200,5.0,3.8,0.552,0.296,,,,,
P-0927,200,7.747,0.18,0.248,0.062,,,,,
P-0928,200,20.111,0.0,0.037,0.004,,,,,
P-0929,200,5.0,0.28,0.248,0.085,,,,,
P-0930,200,12.624,0.0,0.007,0.002,,,,,
P-0931,200,11.403,2.06,0.754,0.155,,,,,
P-0932,200,11.403,2.06,0.461,0.218,,,,,
P-0933,200,24.153,0.0,0.032,0.005,,,,,
P-0934,200,9.506,1.74,0.55,0.171,,,,,
P-0935,200,7.454,0.28,0.291,0.077,,,,,
P-0936,200,7.454,0.39,0.275,0.099,,,,,
P-0937,200,5.0,1.42,0.412,0.182,,,,,
P-0938,200,5.0,0.0,0.015,0.004,,,,,
P-0939,200,5.0,1.57,0.424,0.19,,,,,
P-0940,200,5.0,1.35,0.406,0.177,,,,,
P-0941,200,5.149,1.39,0.413,0.178,,,,,
P-0942,200,5.0,0.85,0.352,0.142,,,,,
P-0943,200,5.0,0.89,0.357,0.145,,,,,
P-0944,200,5.0,0.04,0.124,0.034,,,,,
P-0945,200,5.0,0.18,0.213,0.069,,,,,
P-0946,200,5.0,0.04,0.124,0.034,,,,,
P-0947,200,5.0,0.0,0.018,0.005,,,,,
P-0948,200,7.376,1.39,0.469,0.163,,,,,
P-0949,200,9.494,0.75,0.457,0.109,,,,,
P-0950,200,5.0,0.53,0.304,0.114,,,,,
P-0951,200,5.082,0.0,0.022,0.005,,,,,
P-0952,200,5.0,0.11,0.18,0.055,,,,,
P-0953,200,5.0,0.07,0.157,0.046,,,,,
P-0954,200,5.0,0.21,0.227,0.075,,,,,
P-0955,200,75.581,0.0,0.062,0.004,,,,,
P-0956,200,86.336,0.0,0.088,0.005,,,,,
P-0957,200,126.353,0.0,0.118,0.005,,,,,
P-0958,200,152.908,0.04,0.394,0.016,,,,,
P-0959,200,77.665,0.04,0.317,0.019,,,,,
P-0960,200,16.335,0.04,0.19,0.027,,,,,
P-0961,200,15.004,0.18,0.313,0.054,,,,,
P-0962,200,11.181,0.25,0.315,0.067,,,,,
P-0963,200,39.731,0.18,0.515,0.038,,,,,
P-0964,200,5.0,0.5,0.297,0.11,,,,,
P-0965,200,9.494,0.75,0.383,0.123,,,,,
P-0966,200,24.153,0.39,0.719,0.051,,,,,
P-0967,200,8.315,0.28,0.296,0.076,,,,,
P-0968,200,11.967,0.5,0.403,0.09,,,,,
P-0969,200,25.367,0.18,0.372,0.047,,,,,
P-0970,200,11.408,0.82,0.464,0.115,,,,,
P-0971,200,13.622,0.46,0.411,0.084,,,,,
P-0972,200,5.0,0.11,0.18,0.055,,,,,
P-0973,200,5.0,0.43,0.283,0.103,,,,,
P-0974,200,6.872,0.11,0.201,0.051,,,,,
P-0975,200,6.99,0.07,0.158,0.046,,,,,
P-0976,200,24.153,0.0,0.02,0.004,,,,,
P-0977,200,12.567,0.14,0.272,0.05,,,,,
P-0978,200,16.93,0.04,0.19,0.025,,,,,
P-0979,200,15.691,0.61,0.471,0.092,,,,,
P-0980,200,8.966,0.57,0.381,0.102,,,,,
P-0981,200,6.675,0.25,0.263,0.075,,,,,
P-0982,200,5.0,0.32,0.258,0.09,,,,,
P-0983,200,15.044,0.36,0.391,0.073,,,,,
P-0984,200,13.442,1.57,0.601,0.15,,,,,
P-0985,200,5.0,0.57,0.311,0.118,,,,,
P-0986,200,9.959,0.36,0.38,0.075,,,,,
P-0987,200,5.0,0.57,0.311,0.118,,,,,
P-0988,200,9.681,0.04,0.157,0.029,,,,,
P-0989,200,22.454,0.25,0.4,0.057,,,,,
